locus	page	section	currier	hand	kind	readings_present	reading_status	exact_surface_all	exact_root_sequence_all	exact_role_sequence_all	word_counts	stable_core_atoms	union_core_atoms	stable_confirmed_edges	union_confirmed_edges	minimum_core34_word_coverage	minimum_hybrid95_word_coverage
f100v.12	f100v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;k	H;k			1.0	1.0
f100v.13	f100v	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:2;RF1b:3		cth;r			0.0	0.5
f100v.14	f100v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:9	H;aii;ar;cph;e;o;od;ok;ot	H;aii;ar;cph;cth;e;o;od;ok;ot			0.6666666666666666	0.5555555555555556
f100v.15	f100v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:10;RF1b:10	H;Hot;air;k;o;ok;ol;or;s	H;Hot;air;al;k;o;ok;ol;or;s	W8>W9:BOUND_E>Q_BOUND_E	W8>W9:BOUND_E>Q_BOUND_E	1.0	0.9
f100v.16	f100v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:9;RF1b:9	H;e;o;ok;ol;or;os	H;e;o;ok;ol;or;os;s			0.8888888888888888	1.0
f100v.17	f100v	P	A	1	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:8;IT2a:8;RF1b:8	H;Ho;Hot;cth;k;o;ok;ol;or	H;Ho;Hot;ckh;cth;k;o;ok;ol;or			0.875	0.75
f100v.18	f100v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:10;RF1b:11	H;Hod;al;d;o;od;ok;ol;or	H;Hod;a;al;d;o;od;ok;ol;or;s			0.8181818181818182	0.8181818181818182
f100v.19	f100v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;Hckh;Ho;ai;ckh;cth;ok;os	H;Hckh;Ho;Hod;a;ai;ckh;cth;e;od;ok;or;os			0.875	0.875
f100v.2	f100v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;s	H;s			1.0	1.0
f100v.20	f100v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:9	H;Ho;Hok;ckh;o;ok;ol;or	H;Ho;Hok;ar;ckh;o;ok;ol;or;r;s			0.875	0.875
f100v.21	f100v	P	A	1	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:10;IT2a:10;RF1b:10	H;Ho;ar;e;l;o;ok;ol;or	H;Ho;ar;e;l;o;ok;ol;or			1.0	1.0
f100v.22	f100v	P	A	1	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:3;IT2a:3;RF1b:3	H;aii;k	H;aii;k			1.0	1.0
f100v.3	f100v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;o	H;o			1.0	1.0
f100v.4	f100v	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	ol;s	ol;r;s			1.0	1.0
f100v.5	f100v	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:2;RF1b:1	ol;os	ol;os			0.0	0.0
f100v.6	f100v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	Hd;Ho	Hd;Ho			1.0	1.0
f100v.7	f100v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	Hd	Hd			1.0	1.0
f100v.8	f100v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	Hd	Hd			1.0	1.0
f100v.9	f100v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	al;s	al;s			1.0	1.0
f101r.1	f101r	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:22;IT2a:22;RF1b:24	H;Ho;al;ckh;cph;cth;e;k;o;ol	H;Ho;ai;aii;al;ckh;cph;cth;e;k;l;o;ol;or;r;s	W4>W5:BOUND_E>Q_BARE;W8>W9:BOUND_E>Q_BARE	W13>W14:BOUND_E>Q_BOUND_E;W15>W16:BOUND_E>Q_BOUND_E;W4>W5:BOUND_E>Q_BARE;W8>W9:BOUND_E>Q_BARE	0.9545454545454546	0.9545454545454546
f101r.10	f101r	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:20;IT2a:10;RF1b:21	H;Ho;aii;oii;ok;ol;or	H;Ho;a;ai;aii;al;e;k;l;o;od;oii;ok;ol;or			0.8	0.9
f101r.2	f101r	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:25;IT2a:23;RF1b:25	H;Hk;Hok;cth;e;ok;ol;or;r	H;Hk;Hok;aii;ar;cth;d;e;l;o;ok;ol;or;r		W13>W14:BOUND_E>Q_BARE;W14>W15:BOUND_E>Q_BARE;W15>W16:BOUND_E>Q_BARE;W15>W16:BOUND_E>Q_BOUND_E;W17>W18:BOUND_E>Q_BOUND_E;W18>W19:BOUND_E>Q_BOUND_E	0.96	1.0
f101r.3	f101r	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:26;IT2a:24;RF1b:26	H;a;ar;cth;d;e;o;od;ok;ol;or;ot	H;Hd;a;ar;cth;d;e;o;od;ok;ol;or;ot;r;s;t			0.9583333333333334	0.9583333333333334
f101r.4	f101r	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:20;IT2a:21;RF1b:20	H;Hk;aii;ckh;cth;o;od;ok;ol;or	H;Hk;a;ai;aii;ckh;cth;e;o;od;ok;ol;or;ot;t			0.8095238095238095	0.7619047619047619
f101r.5	f101r	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:26;IT2a:25;RF1b:26	H;Ho;aii;cth;e;od;ok;ol;or;ot;r	H;Ho;aii;cth;e;o;od;ok;ol;or;ot;r			0.96	1.0
f101r.6	f101r	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:17;IT2a:16;RF1b:18	H;Ho;Hod;ckh;e;o;ok;ol;or	H;Ho;Hod;ar;ckh;e;o;ok;ol;or;os;r;s			0.9375	1.0
f101r.7	f101r	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:19;IT2a:19;RF1b:21	H;Hot;aii;o;ok;ol;or;ot	H;Hot;a;aii;ckh;cth;d;e;o;od;ok;ol;or;ot;r		W16>W17:BOUND_E>Q_BARE	0.7894736842105263	0.8421052631578947
f101r.8	f101r	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:25;IT2a:25;RF1b:26	H;Hok;aii;al;ar;ok;ol;or;ot;s	H;Hok;aii;al;ar;ok;ol;or;ot;s			1.0	1.0
f101r.9	f101r	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:25;IT2a:23;RF1b:25	H;Hok;aii;ar;e;od;oii;ok;ol;or;ot;s	H;Hok;aii;ar;e;k;l;o;od;oii;ok;ol;or;ot;r;s;t			0.9565217391304348	0.9565217391304348
f101v.1	f101v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	air	air			1.0	1.0
f101v.10	f101v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	ok;ol	ok;ol			1.0	1.0
f101v.11	f101v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	ar;o	ar;o			1.0	1.0
f101v.12	f101v	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:2;RF1b:1		a;or			0.0	0.0
f101v.13	f101v	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:2	or	cph;e;or			1.0	1.0
f101v.14	f101v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:1;IT2a:1;RF1b:1	ol;t	ol;t			1.0	1.0
f101v.15	f101v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	k;ol;or	k;ol;or			1.0	1.0
f101v.16	f101v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	ol	ol			1.0	1.0
f101v.17	f101v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	od;or	od;or			1.0	1.0
f101v.18	f101v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1					0.0	0.0
f101v.19	f101v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:20;IT2a:18;RF1b:20	H;Ho;o;od;oii;ok;ol;or;ot	H;Ho;cph;o;od;oii;ok;ol;or;ot;r;s			0.9444444444444444	0.9444444444444444
f101v.2	f101v	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	ot	d;ot			1.0	1.0
f101v.20	f101v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:26;IT2a:26;RF1b:28	H;Ho;Hod;aii;ar;cth;o;od;ok;ol;or;r;s	H;Ho;Hod;aii;ar;cth;e;k;o;od;ok;ol;or;r;s;t		W16>W17:BOUND_E>Q_BOUND_E;W18>W19:BOUND_E>Q_BOUND_E	0.9642857142857143	0.9642857142857143
f101v.21	f101v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:13;IT2a:13;RF1b:15	H;ai;cth;d;e;o;od;ok;or	H;ai;aii;cth;d;e;o;od;ok;or			0.8461538461538461	0.8461538461538461
f101v.22	f101v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:20;IT2a:21;RF1b:24	H;aii;cth;d;e;k;l;o;od;ok;ol;or;ot	H;Ho;Hot;ai;aii;ckh;cth;d;e;k;l;o;od;ok;ol;or;os;ot		W13>W14:BOUND_E>Q_BARE;W16>W17:BOUND_E>Q_BARE	0.9166666666666666	0.9166666666666666
f101v.23	f101v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:23;IT2a:25;RF1b:26	H;aii;ar;ckh;e;o;ok;ol;or	H;Hd;aii;ar;ckh;d;e;o;od;ok;ol;or;r;s	W5>W6:BOUND_E>Q_BARE	W20>W21:BOUND_E>Q_BOUND_E;W5>W6:BOUND_E>Q_BARE	1.0	1.0
f101v.24	f101v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:17;IT2a:17;RF1b:20	H;Hok;aii;cth;e;o;ok;ol;or	H;Ho;Hok;a;aii;cth;d;e;l;o;od;ok;ol;or;r;s			0.8823529411764706	0.9411764705882353
f101v.25	f101v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:21;IT2a:20;RF1b:23	H;aii;air;ckh;cth;e;l;o;od;ok;ol	H;Ho;a;aii;air;ckh;cth;e;l;o;od;oii;ok;ol;os;s;t			0.85	0.85
f101v.26	f101v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:23;IT2a:22;RF1b:24	H;cth;o;od;oii;ok;ol;or	H;al;ar;cth;o;od;oii;ok;ol;or	W15>W16:BOUND_E>Q_BOUND_E	W15>W16:BOUND_E>Q_BOUND_E	0.8636363636363636	0.9545454545454546
f101v.27	f101v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:21;IT2a:21;RF1b:22	H;Hckh;aii;al;cth;e;o;od;ok;ol;or	H;Hckh;aii;al;cth;e;l;o;od;oii;ok;ol;or;s			0.9047619047619048	0.9523809523809523
f101v.28	f101v	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:9;RF1b:11	H;cth;e;k;ol	H;cth;e;k;o;ol;or;os;r;t			0.8888888888888888	1.0
f101v.3	f101v	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:2	ot	l;ol;ot			1.0	1.0
f101v.4	f101v	P	A	1	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:1;IT2a:1;RF1b:1		a;al			1.0	1.0
f101v.5	f101v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	ok;or	ok;or			1.0	1.0
f101v.6	f101v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	or	or			1.0	1.0
f101v.7	f101v	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1		or;ot			0.0	1.0
f101v.8	f101v	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1		ol;ot			0.0	1.0
f101v.9	f101v	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	or	or			1.0	1.0
f102r1.1	f102r1	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	od	a;d;od;or			1.0	0.0
f102r1.10	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:9	H;cth;d;e;ol	H;al;cth;d;e;od;ol			1.0	1.0
f102r1.11	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:8;IT2a:8;RF1b:8	H;Ho;ckh;e;o;od;ok;ol	H;Ho;ckh;e;o;od;ok;ol			1.0	1.0
f102r1.12	f102r1	P	A	1	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:1;IT2a:1;RF1b:1	H	H;a;ar;d			0.0	0.0
f102r1.13	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:8;RF1b:8	H;o;od;ok;ol;or	H;l;o;od;ok;ol;or	W5>W6:BOUND_E>Q_BOUND_E	W5>W6:BOUND_E>Q_BOUND_E	0.75	0.75
f102r1.14	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:10;RF1b:12	H;e;o;ok;ol;or;ot	H;a;d;e;o;ok;ol;or;ot;s		W5>W6:BOUND_E>Q_BOUND_E;W6>W7:BOUND_E>Q_BOUND_E	0.9	0.9
f102r1.15	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:10;RF1b:9	H;aii;e;k;ok;or;os	H;a;aii;e;k;o;od;ok;or;os;s	W5>W6:BOUND_E>Q_BOUND_E	W5>W6:BOUND_E>Q_BOUND_E	1.0	1.0
f102r1.16	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:8;RF1b:9	H;ar;d;o;ok;ol;or;s	H;ar;d;e;ed;o;ok;ol;or;s			1.0	1.0
f102r1.17	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:6;IT2a:6;RF1b:6	Ho;ar;ckh;d;od;ol	Ho;ar;ckh;d;od;ol			1.0	1.0
f102r1.2	f102r1	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	e;od;or;ot	e;od;or;ot			1.0	1.0
f102r1.3	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:7;IT2a:7;RF1b:7	H;Ho;cph;cth;d;l;od;ol;or;ot	H;Ho;cph;cth;d;l;od;ol;or;ot			0.8571428571428571	0.7142857142857143
f102r1.4	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:8;RF1b:7	H;Hk;ar;cth;o;od;ok;ol	H;Hk;ar;cth;l;o;od;ok;ol			1.0	0.8571428571428571
f102r1.5	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:10;IT2a:10;RF1b:10	H;ai;e;k;o;ok;ol;or	H;ai;e;k;o;ok;ol;or	W8>W9:BOUND_E>Q_BARE	W8>W9:BOUND_E>Q_BARE	1.0	1.0
f102r1.6	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:4;IT2a:4;RF1b:4	aii;d;e;od;ok;ol	aii;d;e;od;ok;ol			1.0	1.0
f102r1.7	f102r1	P	A	1	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:1;IT2a:1;RF1b:1	ol	ok;ol;or			1.0	1.0
f102r1.8	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:8;IT2a:8;RF1b:8	Ho;Hod;aii;ol;ot	Ho;Hod;aii;ol;ot			0.875	0.875
f102r1.9	f102r1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:7;RF1b:6	H;Hod;aii;d;l;od;ok;ol;or;ot	H;Hd;Hod;aii;d;e;k;l;od;ok;ol;or;ot			1.0	0.8333333333333334
f102r2.1	f102r2	P	A	1	L	ZL3b;RF1b	MISSING_READING	0	0	0	ZL3b:1;RF1b:1	od	od			1.0	1.0
f102r2.10	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:10	H;Ho;ckh;cth;e;k;o;ol	H;Ho;aii;ckh;cth;e;k;o;ol			1.0	1.0
f102r2.11	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:11;IT2a:11;RF1b:11	H;ckh;e;o;od;ok;ol;or;s	H;a;ckh;e;l;o;od;ok;ol;or;s	W4>W5:BOUND_E>Q_BOUND_E	W4>W5:BOUND_E>Q_BOUND_E	0.9090909090909091	0.9090909090909091
f102r2.12	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:8;RF1b:9	H;ckh;o;od;ok;ol	H;aii;ckh;d;l;o;od;oii;ok;ol;s			1.0	1.0
f102r2.13	f102r2	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	o	d;k;l;o			0.0	0.0
f102r2.14	f102r2	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1		H;o;os			1.0	1.0
f102r2.15	f102r2	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:2		H;od;r			0.0	0.0
f102r2.16	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	Ho;cph;cth;e;o;od;ok;ot	H;Ho;cph;cth;e;o;od;ok;ol;ot;s			0.75	0.75
