anchor_rank	anchor_id	page	physical_locus	slot_order	visual_register	relation_grade	structural_role_hint	structural_role_status	ZL3b_raw	IT2a_raw	RF1b_raw	present_reading_count	all_present_readings_identical	annotation_scope	annotation_text	official_witness_url	requested_new_observation	admission_test	claim_ceiling
4	F69_ORDERED_28	f69v	f69v.7	1	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.1	ANONYMOUS_COORDINATE_ONLY	<!11:00>ykeey	ykeey	ykeey	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 11:00, long. Grove's Y.1."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.8	2	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.2	ANONYMOUS_COORDINATE_ONLY	<!11:30>ytory	ytary	ytary	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 11:30, short. Grove's X.2."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.9	3	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.3	ANONYMOUS_COORDINATE_ONLY	<!00:00>oeesy	oeesa	oeesy	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 00:00, long. Grove's Y.2."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.10	4	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.4	ANONYMOUS_COORDINATE_ONLY	<!00:15>ytody	ytody	yto@152;y	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 00:15, short. Grove's X.3."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.11	5	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.5	ANONYMOUS_COORDINATE_ONLY	<!00:30>okody	okody	okody	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 00:30, long. Grove's Y.3."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.12	6	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.6	ANONYMOUS_COORDINATE_ONLY	<!01:00>otody	otody	oto@152;y	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 01:00, short. Grove's X.4."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.13	7	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.7	ANONYMOUS_COORDINATE_ONLY	<!01:30>oke[a:o]l	okeol	okeol	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 01:30, long. Grove's Y.4."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.14	8	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.8	ANONYMOUS_COORDINATE_ONLY	<!02:00>okeod	okeod	okeod	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 02:00, short. Grove's X.5."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.15	9	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.9	ANONYMOUS_COORDINATE_ONLY	<!02:15>oteeys	oteeys	okeeys	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 02:15, long. Grove's Y.5."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.16	10	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.10	ANONYMOUS_COORDINATE_ONLY	<!02:45>oteol	oteol	oteol	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 02:45, short. Grove's X.6."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.17	11	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.11	ANONYMOUS_COORDINATE_ONLY	<!03:00>ykeydy	ykeydy	ykeydy	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 03:00, long. Grove's Y.6."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.18	12	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.12	ANONYMOUS_COORDINATE_ONLY	<!03:15>okeod	okeod	okeod	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 03:15, short. Grove's X.7."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.19	13	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.13	ANONYMOUS_COORDINATE_ONLY	<!03:30>saral	saral	saral	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 03:30, long. Grove's Y.7."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.20	14	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.14	ANONYMOUS_COORDINATE_ONLY	<!04:00>saiir	saiir	saiir	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 04:00, short. Grove's X.8."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.21	15	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.15	ANONYMOUS_COORDINATE_ONLY	<!04:30>okolar	okolar	okolar	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 04:30, long. Grove's Y.8."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.22	16	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.16	ANONYMOUS_COORDINATE_ONLY	<!05:00>ykeody	ykeody	ykeody	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 05:00, short. Grove's X.9."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.23	17	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.17	ANONYMOUS_COORDINATE_ONLY	<!05:15>sarydy	sarydy	sary@152;y	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 05:15, long. Grove's Y.9."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.24	18	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.18	ANONYMOUS_COORDINATE_ONLY	<!05:45>otchy	otchy	otchy	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 05:45, short. Grove's X.10."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.25	19	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.19	ANONYMOUS_COORDINATE_ONLY	<!06:00>okeey,dy	okchy.dy	okeey.dy	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 06:00, long. Grove's Y.10."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.26	20	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.20	ANONYMOUS_COORDINATE_ONLY	<!06:30>okey,[d:g]	okey.d	okey.@152;	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 06:30, short. Grove's X.11."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.27	21	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.21	ANONYMOUS_COORDINATE_ONLY	<!07:00>okeod	okeod	oke@221;d	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 07:00, long. Grove's Y.11."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.28	22	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.22	ANONYMOUS_COORDINATE_ONLY	<!07:30>okodchy	okodchy	okodchy	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 07:30, short. Grove's X.12."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.29	23	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.23	ANONYMOUS_COORDINATE_ONLY	<!08:00>okeody	okeody	okeody	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 08:00, long. Grove's Y.12."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.30	24	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.24	ANONYMOUS_COORDINATE_ONLY	<!08:30>okchey[s:r]	okchey.s	okcheys	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 08:30, short. Grove's X.13."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.31	25	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.25	ANONYMOUS_COORDINATE_ONLY	<!08:45>oar.alys	oar.alys	oar.alys	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 08:45, long. Grove's Y.13."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.4	26	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.26	ANONYMOUS_COORDINATE_ONLY	<!09:30>okeey,sar	okchy.sar	okeey.sar	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 09:30, short. Grove's X.14."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.5	27	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.27	ANONYMOUS_COORDINATE_ONLY	<!10:00>okeo,dy	okeo.dy	okeo.dy	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 10:00, long. Grove's Y.14."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
4	F69_ORDERED_28	f69v	f69v.6	28	ORDERED_RADIAL_LABEL	DIRECT_RADIAL_SLOT	X1.28	ANONYMOUS_COORDINATE_ONLY	<!10:30>ochoyk	ochoyk	ochoyk	3	0	OBJECT_CONTEXT_ONLY	"Radial labels extending outwards from ""logs"" around star. | Log at 10:30, short. Grove's X.1."	https://collections.library.yale.edu/catalog/2002046?child_oid=1006199	A second independently fixed 28-item roster or an authorial readable slot legend that fixes start, direction, and all values without post-hoc spelling selection.	The source must determine all 28 owned values and the cyclic coordinate before any Voynich-form comparison.	SOURCE_NATIVE_REVIEW_ONLY_NO_LEXICAL_OR_TRANSLATION_CLAIM
