root	core_id	hybrid_class	present_all_readings	stable_dominant_role	ZL3b_all_count	ZL3b_prose_count	ZL3b_pages	ZL3b_sections	ZL3b_standalone_share	ZL3b_line_start_share	ZL3b_line_end_share	ZL3b_selector	ZL3b_dependent	ZL3b_dominant_role	ZL3b_role_counts	ZL3b_kind_counts	ZL3b_left_neighbors	ZL3b_right_neighbors	ZL3b_tuple_partners	IT2a_all_count	IT2a_prose_count	IT2a_pages	IT2a_sections	IT2a_standalone_share	IT2a_line_start_share	IT2a_line_end_share	IT2a_selector	IT2a_dependent	IT2a_dominant_role	IT2a_role_counts	IT2a_kind_counts	IT2a_left_neighbors	IT2a_right_neighbors	IT2a_tuple_partners	RF1b_all_count	RF1b_prose_count	RF1b_pages	RF1b_sections	RF1b_standalone_share	RF1b_line_start_share	RF1b_line_end_share	RF1b_selector	RF1b_dependent	RF1b_dominant_role	RF1b_role_counts	RF1b_kind_counts	RF1b_left_neighbors	RF1b_right_neighbors	RF1b_tuple_partners
Hch		NONCORE	1	BARE	37	30	30	8	0.7567567567567568	0.1	0.03333333333333333	0	0	BARE	BARE:14;BOUND_E:9;FREE_L:3;BOUND_D:2;FREE_A:1;FREE_R:1	P:31;C:6	H:13;o:5;ol:5;ot:4;ok:4;or:3;cth:2;a:2	H:13;o:5;aii:4;ol:4;ot:3;a:2;ar:2;ok:2	od:2;os:1;Hok:1;o:1;t:1;l:1;k:1;e:1	42	33	33	8	0.6666666666666666	0.15151515151515152	0.030303030303030304	1	0	BARE	BARE:14;BOUND_E:10;FREE_L:3;BOUND_D:3;FREE_R:2;FREE_A:1	P:35;C:6;L:1	H:13;o:6;ok:6;ol:5;ot:3;e:3;od:3;cth:2	H:16;o:5;ot:4;aii:4;ol:4;e:4;Hok:2;ok:2	od:2;k:2;ok:2;os:1;Hok:1;ot:1;o:1;Ho:1	38	30	32	8	0.7368421052631579	0.13333333333333333	0.03333333333333333	0	0	BARE	BARE:12;BOUND_E:11;FREE_L:4;FREE_A:1;BOUND_D:1;FREE_R:1	P:31;C:6;L:1	H:12;o:5;ol:5;ot:4;al:2;cth:2;a:2;s:2	H:13;o:5;aii:4;ol:4;ot:3;Ho:2;a:2;ar:2	o:2;od:2;os:1;Hok:1;t:1;l:1;k:1;e:1
Hchd		NONCORE	1	BARE	4	3	4	3	0.75	0.0	0.6666666666666666	0	0	BARE	BARE:3	P:3;C:1	ok:1;ot:1;Hd:1;e:1;H:1	H:1;t:1;ok:1	l:1	3	3	3	2	0.6666666666666666	0.0	0.6666666666666666	0	0	BARE	BARE:3	P:3	ok:1;Hd:1;e:1;H:1	ok:1	l:1	5	4	5	4	0.8	0.0	0.5	0	0	BARE	BARE:4	P:4;C:1	air:1;ok:1;ot:1;Hd:1;e:1;H:1	H:2;t:1;ok:1	l:1
Hchk		NONCORE	0		2	2	2	2	1.0	0.0	0.5	0	0	BARE	BARE:2	P:2	oiii:1;aii:1	H:1;k:1		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	oiii:1	H:1;k:1																
Hcho		NONCORE	1	BARE	2	2	2	1	0.0	0.0	0.0	0	0	BARE	BARE:2	P:2	aii:1;H:1	o:1;r:1	o:1;ot:1	2	1	2	2	0.5	0.0	0.0	0	0	BARE	BARE:1	P:1;C:1	aii:1;e:1;t:1	o:1;a:1	o:1	3	3	3	1	0.3333333333333333	0.3333333333333333	0.0	0	0	BARE	BARE:3	P:3	aii:1;H:1	o:1;r:1;H:1	o:1;ot:1
Hchot		NONCORE	1		2	2	2	1	1.0	0.0	0.0	0	0	REL_I	REL_I:1;BARE:1	P:2	H:1;l:1	H:1;Hok:1		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	H:1	Hok:1		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	l:1	Hok:1	
Hchs		NONCORE	1	BARE	4	3	4	3	1.0	0.3333333333333333	0.0	0	0	BARE	BARE:3	P:3;C:1	H:1;Hs:1;aii:1	ot:1;ar:1;aii:1;o:1		5	3	5	4	0.6	0.3333333333333333	0.0	0	0	BARE	BARE:3	P:3;C:2	ot:2;H:1;Hs:1;aii:1	ot:2;ar:1;H:1;aii:1;o:1	t:1;o:1	4	3	4	3	1.0	0.3333333333333333	0.0	0	0	BARE	BARE:3	P:3;C:1	H:1;Hs:1;aii:1	ot:1;ar:1;aii:1;o:1	
Hchsh		NONCORE	0																																1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	Hd:1	rair:1	
Hchshd		NONCORE	0		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	Hd:1	rair:1		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	Hd:1	rair:1																
Hcht		NONCORE	0		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	ol:2;d:1	ed:1		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	ol:2;d:1	ed:1																
Hck		NONCORE	0		1	0	1	1	1.0	0.0	0.0	0	0			P:1	ok:1	al:1		3	3	3	2	0.6666666666666666	0.0	0.0	0	0	BARE	BARE:2;REL_I:1	P:3	H:1;ol:1;okair:1	H:2;Hd:1	H:1															
Hckh	C25	SPARSE_CORE_ATOM	1	BARE	302	295	109	7	0.9635761589403974	0.01694915254237288	0.07457627118644068	8	0	BARE	BARE:206;BOUND_E:49;BOUND_D:20;FREE_L:10;FREE_R:4;REL_I:4;FREE_A:2	P:296;C:5;R:1	H:70;ok:68;aii:29;ol:26;k:22;ot:18;l:12;ai:11	H:70;ok:65;ol:40;ot:29;l:28;k:19;or:15;o:13	od:3;ol:2;l:2;o:2;ok:1;al:1;r:1	300	295	109	7	0.97	0.01694915254237288	0.08135593220338982	9	0	BARE	BARE:210;BOUND_E:47;BOUND_D:19;FREE_L:9;FREE_R:4;REL_I:4;FREE_A:2	P:296;C:3;R:1	ok:67;H:66;aii:30;ol:26;k:21;ot:20;l:13;ai:10	H:71;ok:62;ol:40;ot:28;l:27;k:18;or:16;o:13	ol:2;od:2;l:2;ok:1;al:1;o:1	300	291	112	7	0.96	0.01718213058419244	0.07216494845360824	8	0	BARE	BARE:206;BOUND_E:51;BOUND_D:14;FREE_L:10;FREE_R:4;REL_I:4;FREE_A:2	P:292;C:6;R:1;L:1	H:71;ok:66;aii:29;ol:26;k:21;ot:18;ai:13;l:12	H:73;ok:56;ol:36;ot:31;l:26;k:20;o:14;or:14	od:3;o:3;ol:2;l:2;k:1;ok:1;al:1
Hckhch		NONCORE	1	BARE	2	2	2	2	1.0	0.0	0.0	0	0	BARE	BARE:2	P:2	ot:1;od:1	Hckh:1;ar:1		2	2	2	2	1.0	0.0	0.0	0	0	BARE	BARE:2	P:2	ot:1;od:1	Hckh:1;ar:1		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	aii:1	ar:1	
Hckhd		NONCORE	1	BARE	21	19	17	5	0.9523809523809523	0.0	0.05263157894736842	0	0	BARE	BARE:19	P:20;L:1	H:8;ok:5;Hd:4;ot:2;aii:2;ol:1;or:1;k:1	Hd:4;ol:3;ot:3;H:2;ar:2;od:2;ok:2;t:1	H:1	21	20	17	4	0.9523809523809523	0.0	0.05	0	0	BARE	BARE:20	P:21	H:8;ok:6;Hd:4;ot:2;aii:2;ol:1;or:1;k:1	Hd:4;ol:3;ot:3;H:2;ar:2;d:2;ok:2;t:1	H:1	12	11	11	4	0.9166666666666666	0.0	0.09090909090909091	0	0	BARE	BARE:11	P:12	H:6;Hd:3;aii:2;ok:2;ot:1;k:1;Hod:1	ol:2;H:2;ar:2;t:1;lr:1;ok:1;d:1;ot:1	H:1
Hckheedl		NONCORE	0																																1	1	1	1	0.0	0.0	0.0	0	0	BARE	BARE:1	P:1	ai:1	H:1	H:1
Hckhes		NONCORE	0		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	od:1	ot:1																	1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	od:1	ot:1	
Hckhh		NONCORE	0																	12	10	11	5	1.0	0.0	0.0	0	0	BARE	BARE:10	P:11;L:1	H:5;ok:2;Hokaiir:1;o:1;cph:1;ar:1;l:1;k:1	H:4;ol:3;ok:2;ot:2;k:2;cph:1;a:1;sd:1																
Hckhhd		NONCORE	0																	1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	H:1;od:1	Hos:1																
Hckhhh		NONCORE	0																	1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	od:1	Hok:1;or:1																
Hckho		NONCORE	1	BARE	2	2	2	2	1.0	0.0	0.5	0	0	BARE	BARE:2	P:2	o:1;aii:1	o:1		2	2	2	2	1.0	0.0	0.5	0	0	BARE	BARE:2	P:2	aiii:1;aii:1	s:1		3	3	3	2	1.0	0.0	0.3333333333333333	0	0	BARE	BARE:3	P:3	o:1;ok:1;aii:1	o:1;Hd:1	
Hckhod		NONCORE	1	BARE	3	3	3	1	0.6666666666666666	0.0	0.0	0	0	BARE	BARE:3	P:3	ok:2;aii:1;H:1	Hd:1;ot:1;ok:1	u:1	4	4	4	2	1.0	0.0	0.25	0	0	BARE	BARE:3;FREE_A:1	P:4	ok:2;al:1;aii:1;H:1	Hd:1;ot:1;ok:1		2	2	2	1	0.5	0.0	0.0	0	0	BARE	BARE:2	P:2	aii:1;ok:1;H:1	ot:1;ok:1	u:1
Hckhs		NONCORE	1	BARE	1	1	1	1	1.0	0.0	1.0	0	0	BARE	BARE:1	P:1	ok:1;or:1			1	1	1	1	1.0	0.0	1.0	0	0	BARE	BARE:1	P:1	ok:1;or:1			1	1	1	1	1.0	0.0	1.0	0	0	BARE	BARE:1	P:1	ok:1;or:1		
Hcph		NONCORE	1	BARE	23	23	20	4	0.9130434782608695	0.0	0.21739130434782608	1	0	BARE	BARE:11;BOUND_D:5;BOUND_E:4;FREE_L:1;FREE_R:1;FREE_A:1	P:23	ol:4;H:3;Hod:2;ot:2;aii:2;ok:2;od:2;e:2	H:4;ok:4;d:3;ar:2;ot:1;o:1;Hod:1;cph:1	or:1;l:1	23	22	21	5	0.9565217391304348	0.0	0.18181818181818182	1	0	BARE	BARE:12;BOUND_D:4;BOUND_E:3;FREE_L:1;FREE_R:1;FREE_A:1	P:22;R:1	H:5;ol:4;aii:3;Hod:2;ok:2;d:1;ot:1;o:1	ok:5;H:3;d:2;o:2;ar:2;Hd:2;aii:1;ot:1	l:1	25	23	22	5	0.96	0.0	0.21739130434782608	1	0	BARE	BARE:12;BOUND_E:4;BOUND_D:4;FREE_L:1;FREE_R:1;FREE_A:1	P:24;C:1	aii:5;ol:4;H:4;d:2;Hod:2;o:2;ok:2;e:2	H:5;ok:4;ar:4;d:2;ot:1;o:1;Hod:1;cph:1	l:1
Hcphd		NONCORE	1	BARE	4	2	4	2	0.75	0.0	0.0	0	0	BARE	BARE:2	P:2;C:1;L:1	Hcph:1;aii:1;o:1	o:1;H:1;ar:1	ar:1	4	3	4	3	0.75	0.0	0.3333333333333333	0	0	BARE	BARE:3	P:3;C:1	ai:2;Hcph:1;o:1	o:1;H:1;ar:1;or:1;d:1	Hoo:1	3	2	3	3	0.3333333333333333	0.0	0.5	0	0	BARE	BARE:2	P:2;L:1	ai:1;Hcph:1	o:1;H:1	Hoo:1;ar:1
Hcphh		NONCORE	0																	5	4	5	5	1.0	0.0	0.0	0	0	BARE	BARE:4	P:4;C:1	ok:2;H:1;t:1;s:1;air:1;ot:1	ot:2;H:2;aii:1;o:1																
Hcphhd		NONCORE	0																	1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	H:1;k:1	al:1;ok:1																
Hcpho		NONCORE	1	FREE_R	1	1	1	1	1.0	0.0	0.0	0	0	FREE_R	FREE_R:1	P:1	od:1	H:1		1	1	1	1	1.0	0.0	0.0	0	0	FREE_R	FREE_R:1	P:1	od:1	H:1		1	1	1	1	1.0	0.0	0.0	0	0	FREE_R	FREE_R:1	P:1	od:1	H:1	
Hcs		NONCORE	0																	3	1	3	2	0.3333333333333333	0.0	0.0	0	0	BARE	BARE:1	R:2;P:1	ot:1;ol:1;H:1	ot:2;H:1;od:1	e:2															
Hct		NONCORE	0																	5	5	5	4	1.0	0.0	0.0	0	0	BARE	BARE:3;BOUND_E:1;FREE_A:1	P:5	ok:2;ar:1;H:1;Ho:1	H:2;ai:1;kh:1;ot:1;Hod:1;r:1																
Hcth	C32	SPARSE_CORE_ATOM	1	BARE	155	151	85	8	0.967741935483871	0.013245033112582781	0.11920529801324503	4	0	BARE	BARE:119;BOUND_E:12;BOUND_D:8;FREE_L:4;REL_I:3;FREE_R:3;FREE_A:2	P:153;C:2	H:40;ok:35;ot:22;aii:11;ol:9;k:8;o:7;l:6	ot:28;ok:28;H:24;ol:16;l:13;k:8;Hd:8;or:8	ol:2;H:1;l:1;or:1;o:1	159	154	83	8	0.9371069182389937	0.012987012987012988	0.09740259740259741	4	0	BARE	BARE:121;BOUND_E:14;BOUND_D:9;REL_I:3;FREE_L:3;FREE_R:2;FREE_A:2	P:156;C:2;L:1	H:44;ok:35;ot:23;o:10;aii:8;ol:8;k:7;od:6	ok:29;ot:27;H:27;ol:16;l:14;k:9;or:8;Hd:8	ol:4;l:2;or:2;H:1;cth:1;ot:1;o:1	160	156	85	8	0.95625	0.019230769230769232	0.10897435897435898	4	0	BARE	BARE:125;BOUND_E:12;BOUND_D:8;FREE_L:4;REL_I:3;FREE_R:2;FREE_A:2	P:158;C:2	H:42;ok:33;ot:24;ol:13;aii:10;o:8;k:8;l:7	H:29;ok:29;ot:26;ol:16;l:14;k:8;al:8;o:7	ol:2;o:2;H:1;l:1;or:1;r:1
Hcthd		NONCORE	1	BARE	12	12	11	4	0.8333333333333334	0.0	0.25	0	0	BARE	BARE:11;REL_I:1	P:12	ot:4;ol:2;H:2;Hd:1;od:1;ok:1;oii:1;ai:1	H:2;l:2;ok:2;aii:1;Ht:1;o:1;ol:1;odair:1	al:1;or:1	11	11	10	4	0.8181818181818182	0.0	0.18181818181818182	0	0	BARE	BARE:11	P:11	ot:4;ol:2;H:2;Hd:1;od:1;oii:1;ai:1;al:1	H:3;l:2;ok:2;aii:1;Ht:1;o:1;ol:1;odair:1	al:1;or:1	8	8	7	3	0.75	0.0	0.25	0	0	BARE	BARE:8	P:8	ot:3;H:2;od:1;oii:1;ai:1;al:1	H:2;ok:2;o:1;ol:1;odair:1;l:1;t:1	al:1;or:1
Hcthh		NONCORE	0																	10	8	10	5	1.0	0.0	0.125	0	0	BARE	BARE:8	P:9;L:1	ok:3;ol:2;e:1;k:1;ot:1;od:1;aii:1;l:1	ot:2;or:2;ok:2;s:1;l:1;Hd:1																
Hcthi		NONCORE	0																	1	1	1	1	0.0	0.0	0.0	0	0	BARE	BARE:1	P:1	od:1	H:1;cph:1	h:1															
Hcthk		NONCORE	0		1	1	1	1	1.0	0.0	0.0	0	0	BOUND_D	BOUND_D:1	P:1	H:1	e:1;t:1																	1	1	1	1	1.0	0.0	0.0	0	0	BOUND_E	BOUND_E:1	P:1	H:1	e:1;t:1	
Hctho		NONCORE	1	BARE	4	4	4	2	0.75	0.25	0.0	0	0	BARE	BARE:4	P:4	ot:1;H:1;ol:1;k:1	r:2;Hod:1;o:1;s:1;ot:1	o:1	4	4	4	2	0.75	0.25	0.0	0	0	BARE	BARE:4	P:4	ot:1;H:1;ol:1;k:1	r:2;Hod:1;o:1;s:1;ot:1	o:1	3	3	3	2	1.0	0.0	0.0	0	0	BARE	BARE:3	P:3	ot:1;H:1;ol:1;k:1	r:2;Hod:1;s:1;ot:1	
Hcthod		NONCORE	1	BARE	5	5	5	2	1.0	0.0	0.2	0	0	BARE	BARE:5	P:5	Hok:1;Ho:1;H:1;a:1;ol:1;k:1;ckh:1;ok:1	H:1;cphod:1;ar:1;s:1		5	5	5	2	1.0	0.0	0.2	0	0	BARE	BARE:5	P:5	Hok:1;Ho:1;H:1;a:1;ol:1;k:1;ckh:1;ok:1	H:1;cphod:1;ar:1;s:1		5	5	5	2	1.0	0.0	0.2	0	0	BARE	BARE:5	P:5	Hok:1;Ho:1;H:1;a:1;ol:1;k:1;ckh:1;ok:1	H:1;cphod:1;ar:1;s:1	
Hcthos		NONCORE	0																	1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	or:1	cth:1		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	or:1	cth:1	
Hcths		NONCORE	0																	1	1	1	1	0.0	0.0	0.0	0	0	BARE	BARE:1	P:1	H:1	s:1	o:1															
Hd	C14	SUPPORTED_COMPONENT	1	BARE	1008	892	143	8	0.4623015873015873	0.09753363228699552	0.11771300448430494	0	0	BARE	BARE:712;REL_I:59;FREE_L:54;FREE_R:52;FREE_A:15	P:900;C:52;L:47;R:9	H:264;ok:153;ol:90;Hd:89;ot:89;o:66;k:53;l:39	H:208;ok:141;ot:117;ol:89;Hd:89;o:73;ar:39;k:38	ok:129;ot:98;o:73;ol:63;l:47;k:37;H:32;al:25	975	896	142	8	0.47897435897435897	0.09375	0.11607142857142858	0	0	BARE	BARE:717;REL_I:57;FREE_L:53;FREE_R:53;FREE_A:16	P:904;C:35;L:27;R:9	H:256;ok:147;ol:99;Hd:91;ot:85;o:62;k:51;or:40	H:210;ok:137;ot:115;Hd:91;ol:80;o:73;or:38;ar:38	ok:124;ot:84;o:68;ol:62;l:46;k:33;H:31;al:20	735	650	136	8	0.47891156462585033	0.11692307692307692	0.11538461538461539	0	0	BARE	BARE:513;FREE_R:47;FREE_L:42;REL_I:40;FREE_A:8	P:657;L:39;C:31;R:8	H:211;ok:103;ol:56;o:55;ot:53;Hd:47;k:40;l:31	H:176;ok:94;ot:80;ol:62;o:53;Hd:47;ar:31;al:24	ok:83;ot:75;o:56;ol:47;l:32;H:22;k:20;al:18
Hdaiir		NONCORE	1		1	0	1	1	0.0	0.0	0.0	0	0			L:1			d:1	1	0	1	1	0.0	0.0	0.0	0	0			L:1			s:1	1	0	1	1	0.0	0.0	0.0	0	0			L:1			d:1
Hdail		NONCORE	1		1	0	1	1	1.0	0.0	0.0	0	0			R:1	al:1	H:1;k:1;ol:1		1	0	1	1	1.0	0.0	0.0	0	0			R:1	al:1	H:1;k:1;ol:1		1	0	1	1	1.0	0.0	0.0	0	0			R:1	al:1	H:1;k:1;ol:1	
