family_surface	total_count	physical_folios	pages	first_count	last_count	core_count	single_count	effective_folios	maximum_folio_share	effective_sections	currier_a_count	currier_b_count	currier_unknown_count	first_last_support	first_last_log_odds_ratio	first_last_positive_folds	first_last_negative_folds	first_last_minimum_fold	first_last_maximum_fold	first_last_label	edge_core_support	edge_core_log_odds_ratio	edge_core_positive_folds	edge_core_negative_folds	edge_core_minimum_fold	edge_core_maximum_fold	edge_core_label
AAC	10	8	8	5	1	4	0	7.578582832551992	0.2	3.5961154666243225	4	6	0	6	1.3007791504837942	94	0	0.8480681280933025	2.3997884956281528	INSUFFICIENT	10	1.4961267670046536	94	0	1.1220240926465022	2.0807559643760016	INSUFFICIENT
AACAC	1	1	1	0	1	0	0	1.0	1.0	1.0	0	1	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1225598537418677	2.2329592811735894	INSUFFICIENT
AAF	13	10	12	8	0	5	0	9.440748564743114	0.15384615384615385	2.3601871411857784	4	9	0	8	2.8362067981156525	94	0	2.5672096711004553	2.8362967922498696	INSUFFICIENT	13	1.5640336865854998	94	0	1.2827353156559613	1.762069944707049	INSUFFICIENT
AAG	21	15	16	14	0	7	0	13.114108032021353	0.14285714285714285	3.250011455080513	9	12	0	14	3.3725402698022298	94	0	3.223432506380765	3.3726835667059825	INSUFFICIENT	21	1.7889634772503702	94	0	1.7107996825191536	2.2967207048274876	EDGE_ASSOCIATED
AAKAC	2	2	2	2	0	0	0	2.0	0.5	1.0	0	2	0	2	1.6101854362962316	94	0	1.0989949905480199	1.6102078835982232	INSUFFICIENT	2	2.7373340615629855	94	0	2.221364007337657	2.743974406550911	INSUFFICIENT
AAKC	1	1	1	1	0	0	0	1.0	1.0	1.0	1	0	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.1295441776876702	2.2329592811735894	INSUFFICIENT
AALA	1	1	1	1	0	0	0	1.0	1.0	1.0	1	0	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.129589991650312	2.2329592811735894	INSUFFICIENT
AAQA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.125418990569538	INSUFFICIENT
AAQABAB	1	1	1	1	0	0	0	1.0	1.0	1.0	1	0	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.1285786974808987	2.2329592811735894	INSUFFICIENT
AAQAC	1	1	1	1	0	0	0	1.0	1.0	1.0	1	0	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.1327724970998658	2.2329592811735894	INSUFFICIENT
AAQAG	1	1	1	1	0	0	0	1.0	1.0	1.0	1	0	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.127600725286779	2.2329592811735894	INSUFFICIENT
AAQJBA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1251247796343653	INSUFFICIENT
AAQKA	2	2	2	2	0	0	0	2.0	0.5	1.0	2	0	0	2	1.6101854362962316	94	0	1.0989879460729781	1.6102078835982232	INSUFFICIENT	2	2.7373340615629855	94	0	2.226776388508247	2.743974406550911	INSUFFICIENT
AAQKAC	1	1	1	1	0	0	0	1.0	1.0	1.0	1	0	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.128119691640577	2.2329592811735894	INSUFFICIENT
AAQKBA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1263841373806587	INSUFFICIENT
AAQLA	1	1	1	1	0	0	0	1.0	1.0	1.0	1	0	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.1292366914480432	2.2329592811735894	INSUFFICIENT
AAQMA	1	1	1	1	0	0	0	1.0	1.0	1.0	1	0	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.1341575267982058	2.232697191565168	INSUFFICIENT
AB	571	72	117	26	96	449	0	43.053714240569285	0.05779334500875657	4.081242890527272	91	480	0	122	-1.319163398191843	0	94	-1.429964469244042	-1.2532504495070116	LAST_ASSOCIATED	571	-0.17698653098855943	0	94	-0.23391313519995305	-0.1307317467453175	UNRESOLVED
ABA	76	40	52	1	41	34	0	33.38985481453601	0.09210526315789473	3.6651897643651505	13	63	0	42	-3.335291680584586	0	94	-4.434418430408383	-3.2327248632931886	LAST_ASSOCIATED	76	1.341885751118897	94	0	1.237691636104834	1.4322840838982762	EDGE_ASSOCIATED
ABAAB	1	1	1	0	1	0	0	1.0	1.0	1.0	0	1	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1225598537418677	2.2329592811735894	INSUFFICIENT
ABAAG	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1263841373806587	INSUFFICIENT
ABAB	59	33	43	3	30	26	0	28.80831527279293	0.06779661016949153	3.354637201291909	16	43	0	33	-2.1751141782087418	0	94	-2.5121088184400646	-2.070680575773622	LAST_ASSOCIATED	59	1.3665332764453493	94	0	1.2595595977304825	1.4510456975535093	EDGE_ASSOCIATED
ABABA	7	7	7	0	4	3	0	6.999999999999999	0.14285714285714285	2.729838563103603	2	5	0	4	-2.198720184270455	0	94	-2.198765112976922	-1.9470439360248404	INSUFFICIENT	7	1.3794029229829499	94	0	1.1228509136021172	1.7179233702095915	INSUFFICIENT
ABABAB	1	1	1	0	1	0	0	1.0	1.0	1.0	0	1	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1225598537418677	2.2329592811735894	INSUFFICIENT
ABABABA	1	1	1	0	0	1	0	1.0	1.0	1.0	1	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1243414074677078	INSUFFICIENT
ABABAC	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1225598537418677	INSUFFICIENT
ABABBA	7	7	7	0	3	4	0	6.999999999999999	0.14285714285714285	3.1700328249236738	4	3	0	3	-1.9470316444999631	0	94	-1.9470653282365262	-1.6101922024943778	INSUFFICIENT	7	0.8765266012164801	94	0	0.5309039571387345	1.1276561355467263	INSUFFICIENT
ABABC	1	1	1	0	0	1	0	1.0	1.0	1.0	1	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.127632940391272	INSUFFICIENT
ABABKJA	1	1	1	0	1	0	0	1.0	1.0	1.0	0	1	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1238655198041339	2.2329592811735894	INSUFFICIENT
ABABLJA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.019883253026893977	1.114844455611722	INSUFFICIENT
ABABLJBA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.019883253026893977	1.114844455611722	INSUFFICIENT
ABAC	58	36	42	8	9	41	0	29.249137108935606	0.10344827586206896	4.136377586382237	15	43	0	17	-0.11160044770831551	0	85	-0.23715874922835326	0.0	INSUFFICIENT	58	0.2647273706617662	94	0	0.19300246541436372	0.33677211122135553	UNRESOLVED
ABACA	2	2	2	0	1	1	0	2.0	0.5	2.0	1	1	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	2	1.127648764783303	94	0	0.02886112675227137	2.22567099470501	INSUFFICIENT
ABACAELA	1	1	1	0	0	0	1	1.0	1.0	1.0	1	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	0	1.1275224221321036	94	0	1.114844455611722	1.1341575267982058	INSUFFICIENT
ABACAG	1	1	1	0	1	0	0	1.0	1.0	1.0	0	1	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1237368712304894	2.2329592811735894	INSUFFICIENT
ABAE	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1237368712304894	INSUFFICIENT
ABAF	19	17	18	1	6	12	0	16.420215972350512	0.10526315789473684	4.011900731543735	4	15	0	7	-1.4682076267649613	0	94	-2.567225966299129	-1.099739684503418	INSUFFICIENT	19	0.6172791720022102	94	0	0.3056120685141984	0.7052839079905453	INSUFFICIENT
ABAFAB	3	2	3	0	2	0	1	1.8898815748423097	0.6666666666666666	1.8898815748423097	2	1	0	2	-1.6101854362962316	0	93	-1.6102078835982232	0.0	INSUFFICIENT	2	2.7373340615629855	94	0	1.127366676100967	2.743974406550911	INSUFFICIENT
ABAFB	2	2	2	0	1	1	0	2.0	0.5	1.0	2	0	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	2	1.127648764783303	94	0	0.033163468929799045	2.2288250301264876	INSUFFICIENT
ABAG	80	45	57	9	10	61	0	37.92799035774177	0.0625	4.151053555764811	31	49	0	19	-0.10045841169223413	1	86	-0.21207729036332928	0.2371590457703291	INSUFFICIENT	80	-0.02124165079346052	11	83	-0.16228643552532973	0.046098351860409004	UNRESOLVED
ABAGA	1	1	1	0	1	0	0	1.0	1.0	1.0	0	1	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1269187356070622	2.2329592811735894	INSUFFICIENT
ABAGBA	1	1	1	0	0	1	0	1.0	1.0	1.0	1	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.126870947868868	INSUFFICIENT
ABAH	4	4	4	0	1	3	0	4.0	0.25	2.82842712474619	0	4	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	4	0.2802298866365953	93	1	-0.8171801622983494	0.6163125024905729	INSUFFICIENT
ABALKA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1215048546555597	INSUFFICIENT
ABAMA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1224621033226967	INSUFFICIENT
ABAQA	1	1	1	0	1	0	0	1.0	1.0	1.0	0	1	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1269187356070622	2.2329592811735894	INSUFFICIENT
ABAQAB	1	1	1	0	0	1	0	1.0	1.0	1.0	1	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1316061207300772	INSUFFICIENT
ABAQAC	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1228242624888571	INSUFFICIENT
ABAUA	1	1	1	0	0	1	0	1.0	1.0	1.0	1	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.127600725286779	INSUFFICIENT
ABB	8	7	8	1	3	4	0	6.727171322029715	0.25	3.363585661014858	5	3	0	4	-0.8480456637497766	0	93	-1.9470354304943849	0.0	INSUFFICIENT	8	1.128027980329862	94	0	0.5392164589415144	1.3813904023846673	INSUFFICIENT
ABBA	27	20	23	0	17	10	0	17.561401908352593	0.14814814814814814	4.2001126578507275	6	21	0	17	-3.561719897140477	0	94	-3.5619117916182064	-3.3726877167254816	INSUFFICIENT	27	1.6409239876303816	94	0	1.447302731577318	1.743103737267048	EDGE_ASSOCIATED
ABBAB	5	5	5	0	5	0	0	5.000000000000001	0.2	1.9601317042077895	4	1	0	5	-2.3997651312339805	0	94	-2.399821313455412	-2.198727489510901	INSUFFICIENT	5	3.5263522744377513	94	0	3.323629298633713	3.533000487309657	INSUFFICIENT
ABBABA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.129795353651905	INSUFFICIENT
ABBAC	6	6	6	0	1	5	0	6.0	0.16666666666666666	2.381101577952299	3	3	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	6	-0.17187626951303647	5	89	-1.273862927021836	0.03146702102753718	INSUFFICIENT
ABBAEB	1	1	1	1	0	0	0	1.0	1.0	1.0	1	0	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.1307664173997456	2.2329592811735894	INSUFFICIENT
ABBAF	2	2	2	0	1	1	0	2.0	0.5	2.0	1	1	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	2	1.127648764783303	94	0	0.02675496327621718	2.2250514721865935	INSUFFICIENT
ABBAG	6	6	6	0	2	4	0	6.0	0.16666666666666666	2.381101577952299	4	2	0	2	-1.6101854362962316	0	94	-1.6102078835982232	-1.098987805007483	INSUFFICIENT	6	0.5398674487068725	94	0	0.02698527437345488	0.7944887196445511	INSUFFICIENT
ABBKA	2	2	2	0	1	1	0	2.0	0.5	2.0	0	2	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	2	1.127648764783303	94	0	0.03339187444780478	2.217361604192983	INSUFFICIENT
ABBUA	1	1	1	0	1	0	0	1.0	1.0	1.0	1	0	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1307664173997456	2.2329592811735894	INSUFFICIENT
ABC	16	13	14	0	6	10	0	11.940733288722281	0.1875	4.148015496294371	4	12	0	6	-2.567193607515148	0	94	-2.567261051806351	-2.3997728550247626	INSUFFICIENT	16	0.6484657434624128	94	0	0.4762678306645499	0.8559986960584436	INSUFFICIENT
ABCA	1	1	1	0	1	0	0	1.0	1.0	1.0	1	0	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1277694144770325	2.2329592811735894	INSUFFICIENT
ABCABA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1320658915109958	INSUFFICIENT
ABCAC	1	1	1	0	1	0	0	1.0	1.0	1.0	1	0	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.126870947868868	2.2329592811735894	INSUFFICIENT
ABCAF	1	1	1	0	1	0	0	1.0	1.0	1.0	0	1	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1261210086671707	2.2329592811735894	INSUFFICIENT
ABCAG	1	1	1	0	0	1	0	1.0	1.0	1.0	1	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1283850321819173	INSUFFICIENT
ABJAC	1	1	1	0	0	1	0	1.0	1.0	1.0	1	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1274471114499753	INSUFFICIENT
ABJQAC	1	1	1	0	0	1	0	1.0	1.0	1.0	1	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1243414074677078	INSUFFICIENT
ABKA	12	11	12	0	6	6	0	10.690784617684074	0.16666666666666666	3.618491900178948	4	8	0	6	-2.567193607515148	0	94	-2.567261051806351	-2.399781354081739	INSUFFICIENT	12	1.1282809471478965	94	0	0.954191877291659	1.2971158946745622	INSUFFICIENT
ABKAB	4	4	4	0	2	2	0	4.0	0.25	2.82842712474619	4	0	0	2	-1.6101854362962316	0	94	-1.6102078835982232	-1.0989902176219655	INSUFFICIENT	4	1.1277751386915875	94	0	0.6168416931871148	1.6421153103272004	INSUFFICIENT
ABKAC	5	5	5	1	0	4	0	5.000000000000001	0.2	2.586409289858933	2	3	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	5	0.028854943983507297	93	1	-1.0786211120765365	0.2801545822060987	INSUFFICIENT
ABKAF	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1247978918259296	INSUFFICIENT
ABKAG	2	2	2	1	0	1	0	2.0	0.5	1.0	2	0	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	2	1.127648764783303	94	0	0.03146118563579292	2.227212942055384	INSUFFICIENT
ABKAQAB	1	1	1	0	1	0	0	1.0	1.0	1.0	1	0	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1243414074677078	2.2329592811735894	INSUFFICIENT
ABKB	2	2	2	0	1	1	0	2.0	0.5	1.0	0	2	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	2	1.127648764783303	94	0	0.024761673605029344	2.2197564631132667	INSUFFICIENT
ABKBA	12	10	10	0	4	8	0	9.524406311809196	0.16666666666666666	3.444176621717137	0	12	0	4	-2.198720184270455	0	94	-2.198765112976922	-1.947041797610635	INSUFFICIENT	12	0.4917971194945959	94	0	0.23620899369262627	0.7554907755892133	INSUFFICIENT
ABKBAC	1	1	1	1	0	0	0	1.0	1.0	1.0	0	1	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.1207587395925744	2.2329592811735894	INSUFFICIENT
ABKBAG	1	1	1	1	0	0	0	1.0	1.0	1.0	0	1	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.1289138666226368	2.2329592811735894	INSUFFICIENT
ABKCA	1	1	1	0	0	1	0	1.0	1.0	1.0	1	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1316061207300772	INSUFFICIENT
ABKJA	24	15	19	4	2	18	0	12.580411155861174	0.20833333333333334	2.2795070569547775	3	21	0	6	0.5885347479742236	94	0	0.3368501655750687	1.0997612738577083	INSUFFICIENT	24	0.08158584575215722	88	6	-0.0893199941278815	0.39227515863779616	UNRESOLVED
ABKJAB	4	4	4	2	0	2	0	4.0	0.25	2.82842712474619	1	3	0	2	1.6101854362962316	94	0	1.0989945516697066	1.6102078835982232	INSUFFICIENT	4	1.1277751386915875	94	0	0.6099047688272026	1.6385871292787277	INSUFFICIENT
ABKJABA	2	2	2	0	0	2	0	2.0	0.5	2.0	1	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	2	-0.4820365007392946	2	92	-0.4910048707391168	0.029096112996213064	INSUFFICIENT
ABKJAC	3	3	3	1	0	2	0	2.9999999999999996	0.3333333333333333	1.8898815748423097	2	1	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	3	0.6167626339682226	93	1	-0.48710084427770695	1.1277285052294508	INSUFFICIENT
ABKJB	4	3	4	1	0	3	0	2.82842712474619	0.5	1.7547653506033232	0	4	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	4	0.2802298866365953	93	1	-0.823537619697384	1.120792713420834	INSUFFICIENT
ABKJBA	33	15	21	1	6	26	0	12.579439412729265	0.21212121212121213	2.31545196063993	1	32	0	7	-1.4682076267649613	0	94	-2.5672486495264426	-1.0997648051229978	INSUFFICIENT	33	-0.13498491334054052	0	94	-0.2814672176272268	-0.0236380489471677	UNRESOLVED
ABKJBAA	1	1	1	0	1	0	0	1.0	1.0	1.0	0	1	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1234360355195898	2.2329592811735894	INSUFFICIENT
ABKJBAG	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1242233297640947	INSUFFICIENT
ABKJP	1	1	1	0	1	0	0	1.0	1.0	1.0	0	1	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1267300651543213	2.2329592811735894	INSUFFICIENT
ABKJQA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.126667646207654	INSUFFICIENT
ABKKA	4	4	4	2	0	2	0	4.0	0.25	2.82842712474619	1	3	0	2	1.6101854362962316	94	0	1.0989929510251997	1.6102078835982232	INSUFFICIENT	4	1.1277751386915875	94	0	0.6099993428798862	1.6410837804171678	INSUFFICIENT
ABKKAC	1	1	1	1	0	0	0	1.0	1.0	1.0	0	1	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.1206638988657784	2.2329592811735894	INSUFFICIENT
ABKKB	1	1	1	0	0	1	0	1.0	1.0	1.0	1	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.127366676100967	INSUFFICIENT
ABKKBA	2	2	2	0	0	2	0	2.0	0.5	1.0	0	2	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	2	-0.4820365007392946	2	92	-0.4947192548538051	0.02824442374225722	INSUFFICIENT
ABKKC	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1234360355195898	INSUFFICIENT
ABKKQA	1	1	1	0	1	0	0	1.0	1.0	1.0	1	0	0	1	-1.0989859807501865	0	93	-1.0989972001432238	0.0	INSUFFICIENT	1	2.226321556839621	94	0	1.1295441776876702	2.2329592811735894	INSUFFICIENT
ABKMA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1188539741070866	INSUFFICIENT
ABKQA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1224621033226967	INSUFFICIENT
ABKUA	1	1	1	0	0	1	0	1.0	1.0	1.0	0	1	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1228242624888571	INSUFFICIENT
ABKUJA	1	1	1	0	0	1	0	1.0	1.0	1.0	1	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	1	0.02884963007578567	94	0	0.01616926990604206	1.1243414074677078	INSUFFICIENT
ABL	1	1	1	1	0	0	0	1.0	1.0	1.0	1	0	0	1	1.0989859807501865	93	0	0.0	1.0989972001432238	INSUFFICIENT	1	2.226321556839621	94	0	1.1285786974808987	2.2329592811735894	INSUFFICIENT
ABLA	3	3	3	0	0	3	0	2.9999999999999996	0.3333333333333333	1.8898815748423097	3	0	0	0	0.0	0	0	0.0	0.0	INSUFFICIENT	3	-0.8185692480709221	0	94	-0.8312543964256585	-0.4794252875886562	INSUFFICIENT
