event_id	edition	locus	page	surface_position_1based	residual_token	coverage_class	neutral_directions	replacement_directions	candidate_count	mapping_preserving_has_other_locus_witness	mapping_preserving_has_same_edition_witness	direct_same_locus_witness_directions	direct_sole_boundary_mapping_preserving_directions	candidate_json
IT2a|f108r.6|13	IT2a	f108r.6	f108r	13	y	PARSER_MAPPING_PRESERVING_ATTESTED	LEFT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""aiiny"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""aii[BARE]"",""neighbor_surface"":""aiin"",""role"":""BARE"",""root"":""aii""}]"
IT2a|f10r.3|8	IT2a	f10r.3	f10r	8	yty	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f10r.3|9	IT2a	f10r.3	f10r	9	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f10r.3|10	IT2a	f10r.3	f10r	10	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f10r.6|6	IT2a	f10r.6	f10r	6	dy	PARSER_MAPPING_PRESERVING_ATTESTED	RIGHT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""dychy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""H[BARE]"",""neighbor_surface"":""chy"",""role"":""BARE"",""root"":""H""}]"
IT2a|f10r.7|4	IT2a	f10r.7	f10r	4	yty	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f10r.9|6	IT2a	f10r.9	f10r	6	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f10v.3|6	IT2a	f10v.3	f10v	6	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""choldy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""H[FREE_L]"",""neighbor_surface"":""chol"",""role"":""FREE_L+BARE"",""root"":""H+d""}]"
IT2a|f111r.46|1	IT2a	f111r.46	f111r	1	y	PARSER_MAPPING_PRESERVING_ATTESTED	RIGHT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""ycheeo"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""H+o[BOUND_E+BARE]"",""neighbor_surface"":""cheeo"",""role"":""BOUND_E+BARE"",""root"":""H+o""}]"
IT2a|f111v.14|12	IT2a	f111v.14	f111v	12	gm	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f111v.35|12	IT2a	f111v.35	f111v	12	y	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f111v.37|6	IT2a	f111v.37	f111v	6	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f111v.6|14	IT2a	f111v.6	f111v	14	m	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f112r.13|10	IT2a	f112r.13	f112r	10	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f112r.21|9	IT2a	f112r.21	f112r	9	sy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""olsy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""ol[BARE]"",""neighbor_surface"":""ol"",""role"":""BARE+BARE"",""root"":""ol+s""}]"
IT2a|f112r.42|4	IT2a	f112r.42	f112r	4	y	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f112r.45|11	IT2a	f112r.45	f112r	11	yky	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f112v.1|5	IT2a	f112v.1	f112v	5	y	PARSER_MAPPING_PRESERVING_ATTESTED	LEFT		1	0	0	LEFT		"[{""direct_same_locus_alternate_reading_witness"":true,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""otalairy"",""has_other_physical_locus_witness"":false,""has_same_edition_witness"":false,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""otalair[BARE]"",""neighbor_surface"":""otalair"",""role"":""BARE"",""root"":""otalair""}]"
IT2a|f112v.40|1	IT2a	f112v.40	f112v	1	y	PARSER_MAPPING_PRESERVING_ATTESTED	RIGHT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""ycheol"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""H+ol[BOUND_E+BARE]"",""neighbor_surface"":""cheol"",""role"":""BOUND_E+BARE"",""root"":""H+ol""}]"
IT2a|f113r.47|1	IT2a	f113r.47	f113r	1	y	PARSER_MAPPING_PRESERVING_ATTESTED	RIGHT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""ysheol"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""H+ol[BOUND_E+BARE]"",""neighbor_surface"":""sheol"",""role"":""BOUND_E+BARE"",""root"":""H+ol""}]"
IT2a|f113v.42|3	IT2a	f113v.42	f113v	3	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""keeody"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""e+o[BOUND_E+BARE]"",""neighbor_surface"":""keeo"",""role"":""BOUND_E+BARE"",""root"":""e+od""}]"
IT2a|f113v.48|11	IT2a	f113v.48	f113v	11	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""okaldy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""ok[FREE_L]"",""neighbor_surface"":""okal"",""role"":""FREE_L+BARE"",""root"":""ok+d""}]"
IT2a|f114r.15|6	IT2a	f114r.15	f114r	6	y	PARSER_MAPPING_PRESERVING_ATTESTED	RIGHT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""ydal"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""al[BARE]"",""neighbor_surface"":""dal"",""role"":""BARE"",""root"":""al""}]"
IT2a|f114r.15|11	IT2a	f114r.15	f114r	11	y	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f114r.18|3	IT2a	f114r.18	f114r	3	y	PARSER_MAPPING_PRESERVING_ATTESTED	LEFT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""okary"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""ok[FREE_R]"",""neighbor_surface"":""okar"",""role"":""FREE_R"",""root"":""ok""}]"
IT2a|f114r.37|6	IT2a	f114r.37	f114r	6	yky	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f114v.40|10	IT2a	f114v.40	f114v	10	dm	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f115r.25|1	IT2a	f115r.25	f115r	1	y	PARSER_MAPPING_PRESERVING_ATTESTED	RIGHT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""ycheodain"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""H+od[BOUND_E+REL_I]"",""neighbor_surface"":""cheodain"",""role"":""BOUND_E+REL_I"",""root"":""H+od""}]"
IT2a|f115r.35|12	IT2a	f115r.35	f115r	12	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f115r.45|1	IT2a	f115r.45	f115r	1	y	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f115v.16|5	IT2a	f115v.16	f115v	5	y	PARSER_MAPPING_PRESERVING_ATTESTED	LEFT;RIGHT		2	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""kary"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""ar[BARE]"",""neighbor_surface"":""kar"",""role"":""BARE"",""root"":""ar""},{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""ysheo"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""H+o[BOUND_E+BARE]"",""neighbor_surface"":""sheo"",""role"":""BOUND_E+BARE"",""root"":""H+o""}]"
IT2a|f116r.20|6	IT2a	f116r.20	f116r	6	y	PARSER_MAPPING_PRESERVING_ATTESTED	RIGHT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""ychedy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""H[BOUND_D]"",""neighbor_surface"":""chedy"",""role"":""BOUND_D"",""root"":""H""}]"
IT2a|f116r.48|9	IT2a	f116r.48	f116r	9	y	PARSER_MAPPING_PRESERVING_ATTESTED	LEFT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""dainy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""ai[BARE]"",""neighbor_surface"":""dain"",""role"":""BARE"",""root"":""ai""}]"
IT2a|f11r.2|3	IT2a	f11r.2	f11r	3	y	PARSER_MAPPING_PRESERVING_ATTESTED	LEFT;RIGHT		2	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""qodory"",""has_other_physical_locus_witness"":false,""has_same_edition_witness"":false,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""od+or[Q_BARE+BARE]"",""neighbor_surface"":""qodor"",""role"":""Q_BARE+BARE"",""root"":""od+or""},{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""ykshy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""H[BARE]"",""neighbor_surface"":""kshy"",""role"":""BARE"",""root"":""H""}]"
IT2a|f11r.4|4	IT2a	f11r.4	f11r	4	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""kchydy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""H[BARE]"",""neighbor_surface"":""kchy"",""role"":""BARE"",""root"":""Hd""}]"
IT2a|f11r.5|4	IT2a	f11r.5	f11r	4	dky	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f11r.5|8	IT2a	f11r.5	f11r	8	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f11r.6|3	IT2a	f11r.6	f11r	3	y	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f11r.7|4	IT2a	f11r.7	f11r	4	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f11v.1|8	IT2a	f11v.1	f11v	8	y	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f11v.2|2	IT2a	f11v.2	f11v	2	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""sholdy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""H[FREE_L]"",""neighbor_surface"":""shol"",""role"":""FREE_L+BARE"",""root"":""H+d""}]"
IT2a|f11v.3|2	IT2a	f11v.3	f11v	2	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT;RIGHT	2	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""otchordy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""ot+H[BARE+FREE_R]"",""neighbor_surface"":""otchor"",""role"":""BARE+FREE_R+BARE"",""root"":""ot+H+d""},{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""dykchy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""H[BARE]"",""neighbor_surface"":""kchy"",""role"":""BARE+BARE"",""root"":""k+H""}]"
IT2a|f11v.3|9	IT2a	f11v.3	f11v	9	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":true,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""choldy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""H[FREE_L]"",""neighbor_surface"":""chol"",""role"":""FREE_L+BARE"",""root"":""H+d""}]"
IT2a|f11v.3|10	IT2a	f11v.3	f11v	10	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
