boundary_id	locus	page	physical_folio	section	currier	hand	code	kind	left_group_index	right_group_index	group_count	normalized_boundary_position	boundary_class
f10r.2|B003	f10r.2	f10r	f10	H	A	1	+P0	P	3	4	10	0.300000000000	DEFINITE_SPACE
f10r.2|B004	f10r.2	f10r	f10	H	A	1	+P0	P	4	5	10	0.400000000000	DEFINITE_SPACE
f10r.2|B006	f10r.2	f10r	f10	H	A	1	+P0	P	6	7	10	0.600000000000	DEFINITE_SPACE
f10r.2|B007	f10r.2	f10r	f10	H	A	1	+P0	P	7	8	10	0.700000000000	DEFINITE_SPACE
f10r.2|B008	f10r.2	f10r	f10	H	A	1	+P0	P	8	9	10	0.800000000000	DEFINITE_SPACE
f10r.2|B009	f10r.2	f10r	f10	H	A	1	+P0	P	9	10	10	0.900000000000	DEFINITE_SPACE
f10r.3|B001	f10r.3	f10r	f10	H	A	1	+P0	P	1	2	10	0.100000000000	DEFINITE_SPACE
f10r.3|B002	f10r.3	f10r	f10	H	A	1	+P0	P	2	3	10	0.200000000000	DEFINITE_SPACE
f10r.3|B003	f10r.3	f10r	f10	H	A	1	+P0	P	3	4	10	0.300000000000	DEFINITE_SPACE
f10r.3|B004	f10r.3	f10r	f10	H	A	1	+P0	P	4	5	10	0.400000000000	DEFINITE_SPACE
f10r.3|B005	f10r.3	f10r	f10	H	A	1	+P0	P	5	6	10	0.500000000000	DEFINITE_SPACE
f10r.3|B006	f10r.3	f10r	f10	H	A	1	+P0	P	6	7	10	0.600000000000	DEFINITE_SPACE
f10r.3|B007	f10r.3	f10r	f10	H	A	1	+P0	P	7	8	10	0.700000000000	DEFINITE_SPACE
f10r.3|B008	f10r.3	f10r	f10	H	A	1	+P0	P	8	9	10	0.800000000000	DEFINITE_SPACE
f10r.3|B009	f10r.3	f10r	f10	H	A	1	+P0	P	9	10	10	0.900000000000	DEFINITE_SPACE
f10r.5|B001	f10r.5	f10r	f10	H	A	1	+P0	P	1	2	4	0.250000000000	DEFINITE_SPACE
f10r.5|B002	f10r.5	f10r	f10	H	A	1	+P0	P	2	3	4	0.500000000000	DEFINITE_SPACE
f10r.5|B003	f10r.5	f10r	f10	H	A	1	+P0	P	3	4	4	0.750000000000	DEFINITE_SPACE
f10r.6|B001	f10r.6	f10r	f10	H	A	1	+P0	P	1	2	9	0.111111111111	DEFINITE_SPACE
f10r.6|B002	f10r.6	f10r	f10	H	A	1	+P0	P	2	3	9	0.222222222222	DEFINITE_SPACE
f10r.6|B003	f10r.6	f10r	f10	H	A	1	+P0	P	3	4	9	0.333333333333	DEFINITE_SPACE
f10r.6|B004	f10r.6	f10r	f10	H	A	1	+P0	P	4	5	9	0.444444444444	DEFINITE_SPACE
f10r.6|B005	f10r.6	f10r	f10	H	A	1	+P0	P	5	6	9	0.555555555556	DEFINITE_SPACE
f10r.6|B006	f10r.6	f10r	f10	H	A	1	+P0	P	6	7	9	0.666666666667	DRAWING_INTERRUPTION
f10r.6|B007	f10r.6	f10r	f10	H	A	1	+P0	P	7	8	9	0.777777777778	DEFINITE_SPACE
f10r.6|B008	f10r.6	f10r	f10	H	A	1	+P0	P	8	9	9	0.888888888889	DEFINITE_SPACE
f10r.7|B001	f10r.7	f10r	f10	H	A	1	+P0	P	1	2	9	0.111111111111	DEFINITE_SPACE
f10r.7|B002	f10r.7	f10r	f10	H	A	1	+P0	P	2	3	9	0.222222222222	DEFINITE_SPACE
f10r.7|B003	f10r.7	f10r	f10	H	A	1	+P0	P	3	4	9	0.333333333333	DEFINITE_SPACE
f10r.7|B004	f10r.7	f10r	f10	H	A	1	+P0	P	4	5	9	0.444444444444	DEFINITE_SPACE
f10r.7|B005	f10r.7	f10r	f10	H	A	1	+P0	P	5	6	9	0.555555555556	DEFINITE_SPACE
f10r.7|B006	f10r.7	f10r	f10	H	A	1	+P0	P	6	7	9	0.666666666667	DRAWING_INTERRUPTION
f10r.7|B007	f10r.7	f10r	f10	H	A	1	+P0	P	7	8	9	0.777777777778	DEFINITE_SPACE
f10r.8|B001	f10r.8	f10r	f10	H	A	1	+P0	P	1	2	8	0.125000000000	DEFINITE_SPACE
f10r.8|B002	f10r.8	f10r	f10	H	A	1	+P0	P	2	3	8	0.250000000000	DEFINITE_SPACE
f10r.8|B003	f10r.8	f10r	f10	H	A	1	+P0	P	3	4	8	0.375000000000	DEFINITE_SPACE
f10r.8|B004	f10r.8	f10r	f10	H	A	1	+P0	P	4	5	8	0.500000000000	DEFINITE_SPACE
f10r.8|B005	f10r.8	f10r	f10	H	A	1	+P0	P	5	6	8	0.625000000000	DRAWING_INTERRUPTION
f10r.8|B006	f10r.8	f10r	f10	H	A	1	+P0	P	6	7	8	0.750000000000	DEFINITE_SPACE
f10r.8|B007	f10r.8	f10r	f10	H	A	1	+P0	P	7	8	8	0.875000000000	DEFINITE_SPACE
f10r.9|B001	f10r.9	f10r	f10	H	A	1	+P0	P	1	2	7	0.142857142857	DEFINITE_SPACE
f10r.9|B002	f10r.9	f10r	f10	H	A	1	+P0	P	2	3	7	0.285714285714	DEFINITE_SPACE
f10r.9|B003	f10r.9	f10r	f10	H	A	1	+P0	P	3	4	7	0.428571428571	DEFINITE_SPACE
f10r.9|B004	f10r.9	f10r	f10	H	A	1	+P0	P	4	5	7	0.571428571429	DEFINITE_SPACE
f10r.9|B005	f10r.9	f10r	f10	H	A	1	+P0	P	5	6	7	0.714285714286	DEFINITE_SPACE
f10r.9|B006	f10r.9	f10r	f10	H	A	1	+P0	P	6	7	7	0.857142857143	DRAWING_INTERRUPTION
f11v.1|B001	f11v.1	f11v	f11	H	A	1	@P0	P	1	2	8	0.125000000000	DEFINITE_SPACE
f11v.1|B002	f11v.1	f11v	f11	H	A	1	@P0	P	2	3	8	0.250000000000	DEFINITE_SPACE
f11v.1|B003	f11v.1	f11v	f11	H	A	1	@P0	P	3	4	8	0.375000000000	DEFINITE_SPACE
f11v.1|B004	f11v.1	f11v	f11	H	A	1	@P0	P	4	5	8	0.500000000000	DRAWING_INTERRUPTION
f11v.1|B005	f11v.1	f11v	f11	H	A	1	@P0	P	5	6	8	0.625000000000	DEFINITE_SPACE
f11v.1|B006	f11v.1	f11v	f11	H	A	1	@P0	P	6	7	8	0.750000000000	DEFINITE_SPACE
f11v.2|B001	f11v.2	f11v	f11	H	A	1	+P0	P	1	2	9	0.111111111111	DEFINITE_SPACE
f11v.2|B002	f11v.2	f11v	f11	H	A	1	+P0	P	2	3	9	0.222222222222	DEFINITE_SPACE
f11v.2|B003	f11v.2	f11v	f11	H	A	1	+P0	P	3	4	9	0.333333333333	DEFINITE_SPACE
f11v.2|B004	f11v.2	f11v	f11	H	A	1	+P0	P	4	5	9	0.444444444444	DEFINITE_SPACE
f11v.2|B005	f11v.2	f11v	f11	H	A	1	+P0	P	5	6	9	0.555555555556	DEFINITE_SPACE
f11v.2|B006	f11v.2	f11v	f11	H	A	1	+P0	P	6	7	9	0.666666666667	DRAWING_INTERRUPTION
f11v.2|B007	f11v.2	f11v	f11	H	A	1	+P0	P	7	8	9	0.777777777778	DEFINITE_SPACE
f11v.2|B008	f11v.2	f11v	f11	H	A	1	+P0	P	8	9	9	0.888888888889	DEFINITE_SPACE
f11v.6|B001	f11v.6	f11v	f11	H	A	1	=P0	P	1	2	9	0.111111111111	DEFINITE_SPACE
f11v.6|B002	f11v.6	f11v	f11	H	A	1	=P0	P	2	3	9	0.222222222222	DEFINITE_SPACE
f11v.6|B004	f11v.6	f11v	f11	H	A	1	=P0	P	4	5	9	0.444444444444	DEFINITE_SPACE
f11v.6|B005	f11v.6	f11v	f11	H	A	1	=P0	P	5	6	9	0.555555555556	DEFINITE_SPACE
f11v.6|B006	f11v.6	f11v	f11	H	A	1	=P0	P	6	7	9	0.666666666667	DRAWING_INTERRUPTION
f11v.6|B007	f11v.6	f11v	f11	H	A	1	=P0	P	7	8	9	0.777777777778	DEFINITE_SPACE
f11v.7|B001	f11v.7	f11v	f11	H	A	1	+P0	P	1	2	6	0.166666666667	DEFINITE_SPACE
f11v.7|B002	f11v.7	f11v	f11	H	A	1	+P0	P	2	3	6	0.333333333333	DEFINITE_SPACE
f11v.7|B003	f11v.7	f11v	f11	H	A	1	+P0	P	3	4	6	0.500000000000	DEFINITE_SPACE
f11v.7|B004	f11v.7	f11v	f11	H	A	1	+P0	P	4	5	6	0.666666666667	DEFINITE_SPACE
f13v.1|B001	f13v.1	f13v	f13	H	A	1	@P0	P	1	2	7	0.142857142857	DEFINITE_SPACE
f13v.1|B002	f13v.1	f13v	f13	H	A	1	@P0	P	2	3	7	0.285714285714	DEFINITE_SPACE
f13v.1|B003	f13v.1	f13v	f13	H	A	1	@P0	P	3	4	7	0.428571428571	DEFINITE_SPACE
f13v.1|B004	f13v.1	f13v	f13	H	A	1	@P0	P	4	5	7	0.571428571429	DEFINITE_SPACE
f13v.1|B005	f13v.1	f13v	f13	H	A	1	@P0	P	5	6	7	0.714285714286	DEFINITE_SPACE
f13v.1|B006	f13v.1	f13v	f13	H	A	1	@P0	P	6	7	7	0.857142857143	DEFINITE_SPACE
f13v.10|B002	f13v.10	f13v	f13	H	A	1	+P0	P	2	3	6	0.333333333333	DEFINITE_SPACE
f13v.10|B003	f13v.10	f13v	f13	H	A	1	+P0	P	3	4	6	0.500000000000	DEFINITE_SPACE
f13v.10|B004	f13v.10	f13v	f13	H	A	1	+P0	P	4	5	6	0.666666666667	DEFINITE_SPACE
f13v.10|B005	f13v.10	f13v	f13	H	A	1	+P0	P	5	6	6	0.833333333333	DEFINITE_SPACE
f13v.2|B001	f13v.2	f13v	f13	H	A	1	+P0	P	1	2	6	0.166666666667	DEFINITE_SPACE
f13v.2|B002	f13v.2	f13v	f13	H	A	1	+P0	P	2	3	6	0.333333333333	DEFINITE_SPACE
f13v.2|B003	f13v.2	f13v	f13	H	A	1	+P0	P	3	4	6	0.500000000000	DEFINITE_SPACE
f13v.2|B004	f13v.2	f13v	f13	H	A	1	+P0	P	4	5	6	0.666666666667	DEFINITE_SPACE
f13v.2|B005	f13v.2	f13v	f13	H	A	1	+P0	P	5	6	6	0.833333333333	DEFINITE_SPACE
f13v.3|B001	f13v.3	f13v	f13	H	A	1	+P0	P	1	2	5	0.200000000000	DEFINITE_SPACE
f13v.3|B002	f13v.3	f13v	f13	H	A	1	+P0	P	2	3	5	0.400000000000	DEFINITE_SPACE
f13v.3|B003	f13v.3	f13v	f13	H	A	1	+P0	P	3	4	5	0.600000000000	DEFINITE_SPACE
f13v.3|B004	f13v.3	f13v	f13	H	A	1	+P0	P	4	5	5	0.800000000000	DEFINITE_SPACE
f13v.5|B001	f13v.5	f13v	f13	H	A	1	+P0	P	1	2	2	0.500000000000	DEFINITE_SPACE
f13v.6|B001	f13v.6	f13v	f13	H	A	1	+P0	P	1	2	8	0.125000000000	DEFINITE_SPACE
f13v.6|B002	f13v.6	f13v	f13	H	A	1	+P0	P	2	3	8	0.250000000000	DEFINITE_SPACE
f13v.6|B005	f13v.6	f13v	f13	H	A	1	+P0	P	5	6	8	0.625000000000	DEFINITE_SPACE
f13v.6|B006	f13v.6	f13v	f13	H	A	1	+P0	P	6	7	8	0.750000000000	DEFINITE_SPACE
f13v.6|B007	f13v.6	f13v	f13	H	A	1	+P0	P	7	8	8	0.875000000000	DRAWING_INTERRUPTION
f13v.8|B001	f13v.8	f13v	f13	H	A	1	+P0	P	1	2	9	0.111111111111	DEFINITE_SPACE
f13v.8|B002	f13v.8	f13v	f13	H	A	1	+P0	P	2	3	9	0.222222222222	DEFINITE_SPACE
f13v.8|B004	f13v.8	f13v	f13	H	A	1	+P0	P	4	5	9	0.444444444444	DEFINITE_SPACE
f13v.8|B005	f13v.8	f13v	f13	H	A	1	+P0	P	5	6	9	0.555555555556	DRAWING_INTERRUPTION
f13v.8|B006	f13v.8	f13v	f13	H	A	1	+P0	P	6	7	9	0.666666666667	DEFINITE_SPACE
f13v.9|B001	f13v.9	f13v	f13	H	A	1	+P0	P	1	2	9	0.111111111111	DEFINITE_SPACE
f13v.9|B002	f13v.9	f13v	f13	H	A	1	+P0	P	2	3	9	0.222222222222	DEFINITE_SPACE
f13v.9|B003	f13v.9	f13v	f13	H	A	1	+P0	P	3	4	9	0.333333333333	DEFINITE_SPACE
f13v.9|B004	f13v.9	f13v	f13	H	A	1	+P0	P	4	5	9	0.444444444444	DRAWING_INTERRUPTION
f13v.9|B005	f13v.9	f13v	f13	H	A	1	+P0	P	5	6	9	0.555555555556	DEFINITE_SPACE
f13v.9|B007	f13v.9	f13v	f13	H	A	1	+P0	P	7	8	9	0.777777777778	DRAWING_INTERRUPTION
f13v.9|B008	f13v.9	f13v	f13	H	A	1	+P0	P	8	9	9	0.888888888889	DEFINITE_SPACE
f14r.1|B001	f14r.1	f14r	f14	H	A	1	@P0	P	1	2	5	0.200000000000	DEFINITE_SPACE
f14r.1|B002	f14r.1	f14r	f14	H	A	1	@P0	P	2	3	5	0.400000000000	DEFINITE_SPACE
f14r.1|B003	f14r.1	f14r	f14	H	A	1	@P0	P	3	4	5	0.600000000000	DEFINITE_SPACE
f14r.1|B004	f14r.1	f14r	f14	H	A	1	@P0	P	4	5	5	0.800000000000	DEFINITE_SPACE
f14r.10|B001	f14r.10	f14r	f14	H	A	1	+P0	P	1	2	9	0.111111111111	DEFINITE_SPACE
f14r.10|B002	f14r.10	f14r	f14	H	A	1	+P0	P	2	3	9	0.222222222222	DEFINITE_SPACE
f14r.10|B003	f14r.10	f14r	f14	H	A	1	+P0	P	3	4	9	0.333333333333	DEFINITE_SPACE
f14r.10|B004	f14r.10	f14r	f14	H	A	1	+P0	P	4	5	9	0.444444444444	DEFINITE_SPACE
f14r.10|B007	f14r.10	f14r	f14	H	A	1	+P0	P	7	8	9	0.777777777778	DRAWING_INTERRUPTION
f14r.11|B001	f14r.11	f14r	f14	H	A	1	+P0	P	1	2	8	0.125000000000	DEFINITE_SPACE
f14r.11|B002	f14r.11	f14r	f14	H	A	1	+P0	P	2	3	8	0.250000000000	DEFINITE_SPACE
f14r.11|B003	f14r.11	f14r	f14	H	A	1	+P0	P	3	4	8	0.375000000000	DEFINITE_SPACE
f14r.11|B004	f14r.11	f14r	f14	H	A	1	+P0	P	4	5	8	0.500000000000	DEFINITE_SPACE
f14r.11|B005	f14r.11	f14r	f14	H	A	1	+P0	P	5	6	8	0.625000000000	DEFINITE_SPACE
f14r.11|B006	f14r.11	f14r	f14	H	A	1	+P0	P	6	7	8	0.750000000000	DRAWING_INTERRUPTION
f14r.13|B001	f14r.13	f14r	f14	H	A	1	+P0	P	1	2	5	0.200000000000	DEFINITE_SPACE
f14r.13|B002	f14r.13	f14r	f14	H	A	1	+P0	P	2	3	5	0.400000000000	DEFINITE_SPACE
f14r.13|B003	f14r.13	f14r	f14	H	A	1	+P0	P	3	4	5	0.600000000000	DEFINITE_SPACE
f14r.13|B004	f14r.13	f14r	f14	H	A	1	+P0	P	4	5	5	0.800000000000	DEFINITE_SPACE
f14r.2|B002	f14r.2	f14r	f14	H	A	1	+P0	P	2	3	7	0.285714285714	DEFINITE_SPACE
f14r.2|B003	f14r.2	f14r	f14	H	A	1	+P0	P	3	4	7	0.428571428571	DEFINITE_SPACE
f14r.2|B004	f14r.2	f14r	f14	H	A	1	+P0	P	4	5	7	0.571428571429	DEFINITE_SPACE
f14r.2|B005	f14r.2	f14r	f14	H	A	1	+P0	P	5	6	7	0.714285714286	DEFINITE_SPACE
f14r.2|B006	f14r.2	f14r	f14	H	A	1	+P0	P	6	7	7	0.857142857143	DEFINITE_SPACE
f14r.3|B001	f14r.3	f14r	f14	H	A	1	+P0	P	1	2	5	0.200000000000	DEFINITE_SPACE
f14r.3|B002	f14r.3	f14r	f14	H	A	1	+P0	P	2	3	5	0.400000000000	DEFINITE_SPACE
f14r.3|B003	f14r.3	f14r	f14	H	A	1	+P0	P	3	4	5	0.600000000000	DEFINITE_SPACE
f14r.3|B004	f14r.3	f14r	f14	H	A	1	+P0	P	4	5	5	0.800000000000	DEFINITE_SPACE
f14r.5|B001	f14r.5	f14r	f14	H	A	1	+P0	P	1	2	4	0.250000000000	DEFINITE_SPACE
f14r.5|B002	f14r.5	f14r	f14	H	A	1	+P0	P	2	3	4	0.500000000000	DEFINITE_SPACE
f14r.5|B003	f14r.5	f14r	f14	H	A	1	+P0	P	3	4	4	0.750000000000	DEFINITE_SPACE
f14r.6|B001	f14r.6	f14r	f14	H	A	1	+P0	P	1	2	5	0.200000000000	DEFINITE_SPACE
f14r.6|B002	f14r.6	f14r	f14	H	A	1	+P0	P	2	3	5	0.400000000000	DEFINITE_SPACE
f14r.6|B003	f14r.6	f14r	f14	H	A	1	+P0	P	3	4	5	0.600000000000	DEFINITE_SPACE
f14r.6|B004	f14r.6	f14r	f14	H	A	1	+P0	P	4	5	5	0.800000000000	DEFINITE_SPACE
f14r.7|B001	f14r.7	f14r	f14	H	A	1	+P0	P	1	2	3	0.333333333333	DEFINITE_SPACE
f14r.7|B002	f14r.7	f14r	f14	H	A	1	+P0	P	2	3	3	0.666666666667	DEFINITE_SPACE
f14r.9|B001	f14r.9	f14r	f14	H	A	1	+P0	P	1	2	9	0.111111111111	DEFINITE_SPACE
f14r.9|B002	f14r.9	f14r	f14	H	A	1	+P0	P	2	3	9	0.222222222222	DEFINITE_SPACE
f14r.9|B003	f14r.9	f14r	f14	H	A	1	+P0	P	3	4	9	0.333333333333	DEFINITE_SPACE
f14r.9|B005	f14r.9	f14r	f14	H	A	1	+P0	P	5	6	9	0.555555555556	DEFINITE_SPACE
f14r.9|B006	f14r.9	f14r	f14	H	A	1	+P0	P	6	7	9	0.666666666667	DRAWING_INTERRUPTION
f14v.1|B001	f14v.1	f14v	f14	H	A	1	@P0	P	1	2	8	0.125000000000	DEFINITE_SPACE
f14v.1|B002	f14v.1	f14v	f14	H	A	1	@P0	P	2	3	8	0.250000000000	DEFINITE_SPACE
f14v.1|B003	f14v.1	f14v	f14	H	A	1	@P0	P	3	4	8	0.375000000000	DEFINITE_SPACE
