source_group_id	edition	locus	source_group_index	source_group_count	left_separator	right_separator	sta_group_raw	primary_sta_codes	primary_sta_families	primary_sta_symbol_count	alternative_site_count	nearest_basic_eva_primary
ZL3b|f1r.5|G004	ZL3b	f1r.5	4	6	DEFINITE_SPACE	DEFINITE_SPACE	U2A3G1	U2 A3 G1	UAG	3	0	cthaiin
ZL3b|f1r.5|G005	ZL3b	f1r.5	5	6	DEFINITE_SPACE	DEFINITE_SPACE	T1A3C1	T1 A3 C1	TAC	3	0	cphar
ZL3b|f1r.5|G006	ZL3b	f1r.5	6	6	DEFINITE_SPACE	LINE_END	T2A3G1	T2 A3 G1	TAG	3	0	cfhaiin
ZL3b|f1r.6|G001	ZL3b	f1r.6	1	1	LINE_START	LINE_END	A2B1A3C1A3E1L1A2	A2 B1 A3 C1 A3 E1 L1 A2	ABACAELA	8	0	ydaraishy
ZL3b|f1r.7|G001	ZL3b	f1r.7	1	9	LINE_START	DEFINITE_SPACE	A1B1A3C1	A1 B1 A3 C1	ABAC	4	0	odar
ZL3b|f1r.7|G002	ZL3b	f1r.7	2	9	DEFINITE_SPACE	DEFINITE_SPACE	Lp	Lp	L	1	0	sy
ZL3b|f1r.7|G003	ZL3b	f1r.7	3	9	DEFINITE_SPACE	DEFINITE_SPACE	L1A1B2	L1 A1 B2	LAB	3	0	shol
ZL3b|f1r.7|G004	ZL3b	f1r.7	4	9	DEFINITE_SPACE	DEFINITE_SPACE	T1A1A2	T1 A1 A2	TAA	3	0	cphoy
ZL3b|f1r.7|G005	ZL3b	f1r.7	5	9	DEFINITE_SPACE	DEFINITE_SPACE	A1A2B1A3C1	A1 A2 B1 A3 C1	AABAC	5	0	oydar
ZL3b|f1r.7|G006	ZL3b	f1r.7	6	9	DEFINITE_SPACE	DEFINITE_SPACE	L1	L1	L	1	0	sh
ZL3b|f1r.7|G007	ZL3b	f1r.7	7	9	DEFINITE_SPACE	DEFINITE_SPACE	C2	C2	C	1	0	s
ZL3b|f1r.7|G008	ZL3b	f1r.7	8	9	DEFINITE_SPACE	DEFINITE_SPACE	T2A1A3G1	T2 A1 A3 G1	TAAG	4	0	cfhoaiin
ZL3b|f1r.7|G009	ZL3b	f1r.7	9	9	DEFINITE_SPACE	LINE_END	L1A1B1A3C1A2	L1 A1 B1 A3 C1 A2	LABACA	6	0	shodary
ZL3b|f1r.8|G001	ZL3b	f1r.8	1	10	LINE_START	DEFINITE_SPACE	A2L1J1A2	A2 L1 J1 A2	ALJA	4	0	yshey
ZL3b|f1r.8|G002	ZL3b	f1r.8	2	10	DEFINITE_SPACE	DEFINITE_SPACE	L1A1B1A2	L1 A1 B1 A2	LABA	4	0	shody
ZL3b|f1r.8|G003	ZL3b	f1r.8	3	10	DEFINITE_SPACE	DEFINITE_SPACE	A1Q1K1A1A2	A1 Q1 K1 A1 A2	AQKAA	5	0	okchoy
ZL3b|f1r.8|G004	ZL3b	f1r.8	4	10	DEFINITE_SPACE	DEFINITE_SPACE	A1Q2K1A1B2	A1 Q2 K1 A1 B2	AQKAB	5	0	otchol
ZL3b|f1r.8|G005	ZL3b	f1r.8	5	10	DEFINITE_SPACE	DEFINITE_SPACE	K1A1U2A2	K1 A1 U2 A2	KAUA	4	0	chocthy
ZL3b|f1r.8|G006	ZL3b	f1r.8	6	10	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	A1C2	A1 C2	AC	2	0	os
ZL3b|f1r.8|G007	ZL3b	f1r.8	7	10	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	K1A2	K1 A2	KA	2	0	chy
ZL3b|f1r.8|G008	ZL3b	f1r.8	8	10	DEFINITE_SPACE	DEFINITE_SPACE	B1A3F1	B1 A3 F1	BAF	3	0	dain
ZL3b|f1r.8|G009	ZL3b	f1r.8	9	10	DEFINITE_SPACE	DEFINITE_SPACE	K1A1C1	K1 A1 C1	KAC	3	0	chor
ZL3b|f1r.8|G010	ZL3b	f1r.8	10	10	DEFINITE_SPACE	LINE_END	Q1A1C2	Q1 A1 C2	QAC	3	0	kos
ZL3b|f1r.9|G001	ZL3b	f1r.9	1	4	LINE_START	DEFINITE_SPACE	B1A3G1	B1 A3 G1	BAG	3	0	daiin
ZL3b|f1r.9|G002	ZL3b	f1r.9	2	4	DEFINITE_SPACE	DEFINITE_SPACE	L1A1C2	L1 A1 C2	LAC	3	0	shos
ZL3b|f1r.9|G003	ZL3b	f1r.9	3	4	DEFINITE_SPACE	DEFINITE_SPACE	T2A1B2	T2 A1 B2	TAB	3	0	cfhol
ZL3b|f1r.9|G004	ZL3b	f1r.9	4	4	DEFINITE_SPACE	LINE_END	L1A1B1A2	L1 A1 B1 A2	LABA	4	0	shody
ZL3b|f1r.10|G001	ZL3b	f1r.10	1	3	LINE_START	DEFINITE_SPACE	B1A3F1	B1 A3 F1	BAF	3	0	dain
ZL3b|f1r.10|G002	ZL3b	f1r.10	2	3	DEFINITE_SPACE	DEFINITE_SPACE	A1C2	A1 C2	AC	2	0	os
ZL3b|f1r.10|G003	ZL3b	f1r.10	3	3	DEFINITE_SPACE	LINE_END	Q2J1A1B1A2	Q2 J1 A1 B1 A2	QJABA	5	0	teody
ZL3b|f1r.11|G001	ZL3b	f1r.11	1	8	LINE_START	DEFINITE_SPACE	A2B1A3F1	A2 B1 A3 F1	ABAF	4	0	ydain
ZL3b|f1r.11|G002	ZL3b	f1r.11	2	8	DEFINITE_SPACE	DEFINITE_SPACE	T1J1C2A3G1	T1 J1 C2 A3 G1	TJCAG	5	0	cphesaiin
ZL3b|f1r.11|G003	ZL3b	f1r.11	3	8	DEFINITE_SPACE	DEFINITE_SPACE	A1B2C2	A1 B2 C2	ABC	3	0	ols
ZL3b|f1r.11|G004	ZL3b	f1r.11	4	8	DEFINITE_SPACE	DEFINITE_SPACE	T1J1A2	T1 J1 A2	TJA	3	0	cphey
ZL3b|f1r.11|G005	ZL3b	f1r.11	5	8	DEFINITE_SPACE	DEFINITE_SPACE	A2Q2A3F1	A2 Q2 A3 F1	AQAF	4	0	ytain
ZL3b|f1r.11|G006	ZL3b	f1r.11	6	8	DEFINITE_SPACE	DEFINITE_SPACE	L1A1L1A2	L1 A1 L1 A2	LALA	4	0	shoshy
ZL3b|f1r.11|G007	ZL3b	f1r.11	7	8	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	T1A1B1A3B2	T1 A1 B1 A3 B2	TABAB	5	0	cphodal
ZL3b|f1r.11|G008	ZL3b	f1r.11	8	8	UNCERTAIN_SMALL_SPACE	LINE_END	J1C2	J1 C2	JC	2	0	es
ZL3b|f1r.12|G001	ZL3b	f1r.12	1	8	LINE_START	DEFINITE_SPACE	A1Q1L1A1	A1 Q1 L1 A1	AQLA	4	0	oksho
ZL3b|f1r.12|G002	ZL3b	f1r.12	2	8	DEFINITE_SPACE	DEFINITE_SPACE	Q1L1A1A2	Q1 L1 A1 A2	QLAA	4	0	kshoy
ZL3b|f1r.12|G003	ZL3b	f1r.12	3	8	DEFINITE_SPACE	DEFINITE_SPACE	A1Q2A3F3F1	A1 Q2 A3 F3 F1	AQAFF	5	0	otairin
ZL3b|f1r.12|G004	ZL3b	f1r.12	4	8	DEFINITE_SPACE	DEFINITE_SPACE	A1Q2J1A1B2	A1 Q2 J1 A1 B2	AQJAB	5	0	oteol
ZL3b|f1r.12|G005	ZL3b	f1r.12	5	8	DEFINITE_SPACE	DEFINITE_SPACE	A1Q1A3E2	A1 Q1 A3 E2	AQAE	4	0	okan
ZL3b|f1r.12|G006	ZL3b	f1r.12	6	8	DEFINITE_SPACE	DEFINITE_SPACE	L1A1B1A3F1	L1 A1 B1 A3 F1	LABAF	5	0	shodain
ZL3b|f1r.12|G007	ZL3b	f1r.12	7	8	DEFINITE_SPACE	DEFINITE_SPACE	C2U1J1A2	C2 U1 J1 A2	CUJA	4	0	sckhey
ZL3b|f1r.12|G008	ZL3b	f1r.12	8	8	DEFINITE_SPACE	LINE_END	B1A3G1	B1 A3 G1	BAG	3	0	daiin
ZL3b|f1r.13|G001	ZL3b	f1r.13	1	9	LINE_START	DEFINITE_SPACE	L1A1A2	L1 A1 A2	LAA	3	0	shoy
ZL3b|f1r.13|G002	ZL3b	f1r.13	2	9	DEFINITE_SPACE	DEFINITE_SPACE	U1J1A2	U1 J1 A2	UJA	3	0	ckhey
ZL3b|f1r.13|G003	ZL3b	f1r.13	3	9	DEFINITE_SPACE	DEFINITE_SPACE	Q1A1B1A3G1	Q1 A1 B1 A3 G1	QABAG	5	0	kodaiin
ZL3b|f1r.13|G004	ZL3b	f1r.13	4	9	DEFINITE_SPACE	DEFINITE_SPACE	T1A2	T1 A2	TA	2	0	cphy
ZL3b|f1r.13|G005	ZL3b	f1r.13	5	9	DEFINITE_SPACE	DEFINITE_SPACE	T1A1B1A3F2B2C2	T1 A1 B1 A3 F2 B2 C2	TABAFBC	7	0	cphodaiils
ZL3b|f1r.13|G006	ZL3b	f1r.13	6	9	DEFINITE_SPACE	DEFINITE_SPACE	U2J1A2	U2 J1 A2	UJA	3	0	cthey
ZL3b|f1r.13|G007	ZL3b	f1r.13	7	9	DEFINITE_SPACE	DEFINITE_SPACE	L1A1	L1 A1	LA	2	0	sho
ZL3b|f1r.13|G008	ZL3b	f1r.13	8	9	DEFINITE_SPACE	DEFINITE_SPACE	A1B2B1A3F1	A1 B2 B1 A3 F1	ABBAF	5	0	oldain
ZL3b|f1r.13|G009	ZL3b	f1r.13	9	9	DEFINITE_SPACE	LINE_END	B1	B1	B	1	0	d
ZL3b|f1r.14|G001	ZL3b	f1r.14	1	10	LINE_START	DEFINITE_SPACE	B1A3F1	B1 A3 F1	BAF	3	0	dain
ZL3b|f1r.14|G002	ZL3b	f1r.14	2	10	DEFINITE_SPACE	DEFINITE_SPACE	A1G1	A1 G1	AG	2	0	oiin
ZL3b|f1r.14|G003	ZL3b	f1r.14	3	10	DEFINITE_SPACE	DEFINITE_SPACE	K1A1B2	K1 A1 B2	KAB	3	0	chol
ZL3b|f1r.14|G004	ZL3b	f1r.14	4	10	DEFINITE_SPACE	DEFINITE_SPACE	A1B1A3G1	A1 B1 A3 G1	ABAG	4	0	odaiin
ZL3b|f1r.14|G005	ZL3b	f1r.14	5	10	DEFINITE_SPACE	DEFINITE_SPACE	K1A1B1A3F1	K1 A1 B1 A3 F1	KABAF	5	0	chodain
ZL3b|f1r.14|G006	ZL3b	f1r.14	6	10	DEFINITE_SPACE	DEFINITE_SPACE	K1B1A2	K1 B1 A2	KBA	3	0	chdy
ZL3b|f1r.14|G007	ZL3b	f1r.14	7	10	DEFINITE_SPACE	DEFINITE_SPACE	A1Q1[A3:A1]F1	A1 Q1 A3 F1	AQAF	4	1	okain
ZL3b|f1r.14|G008	ZL3b	f1r.14	8	10	DEFINITE_SPACE	DEFINITE_SPACE	B1Z1E2	B1 Z1 E2	BZE	3	0	d?n
ZL3b|f1r.14|G009	ZL3b	f1r.14	9	10	DEFINITE_SPACE	DEFINITE_SPACE	U2A2	U2 A2	UA	2	0	cthy
ZL3b|f1r.14|G010	ZL3b	f1r.14	10	10	DEFINITE_SPACE	LINE_END	Q1A1B1	Q1 A1 B1	QAB	3	0	kod
ZL3b|f1r.15|G001	ZL3b	f1r.15	1	11	LINE_START	DEFINITE_SPACE	B1A3G1	B1 A3 G1	BAG	3	0	daiin
ZL3b|f1r.15|G002	ZL3b	f1r.15	2	11	DEFINITE_SPACE	DEFINITE_SPACE	L1U1J1A2	L1 U1 J1 A2	LUJA	4	0	shckhey
ZL3b|f1r.15|G003	ZL3b	f1r.15	3	11	DEFINITE_SPACE	DEFINITE_SPACE	S1J1A1	S1 J1 A1	SJA	3	0	ckeo
ZL3b|f1r.15|G004	ZL3b	f1r.15	4	11	DEFINITE_SPACE	DEFINITE_SPACE	C1	C1	C	1	0	r
ZL3b|f1r.15|G005	ZL3b	f1r.15	5	11	DEFINITE_SPACE	DEFINITE_SPACE	K1A3C1	K1 A3 C1	KAC	3	0	char
ZL3b|f1r.15|G006	ZL3b	f1r.15	6	11	DEFINITE_SPACE	DEFINITE_SPACE	L1J1A2	L1 J1 A2	LJA	3	0	shey
ZL3b|f1r.15|G007	ZL3b	f1r.15	7	11	DEFINITE_SPACE	DEFINITE_SPACE	Q1A1B2	Q1 A1 B2	QAB	3	0	kol
ZL3b|f1r.15|G008	ZL3b	f1r.15	8	11	DEFINITE_SPACE	DEFINITE_SPACE	K1A1B2	K1 A1 B2	KAB	3	0	chol
ZL3b|f1r.15|G009	ZL3b	f1r.15	9	11	DEFINITE_SPACE	DEFINITE_SPACE	K1A1B2	K1 A1 B2	KAB	3	0	chol
ZL3b|f1r.15|G010	ZL3b	f1r.15	10	11	DEFINITE_SPACE	DEFINITE_SPACE	Q1A1C1	Q1 A1 C1	QAC	3	0	kor
ZL3b|f1r.15|G011	ZL3b	f1r.15	11	11	DEFINITE_SPACE	LINE_END	K1A3B2	K1 A3 B2	KAB	3	0	chal
ZL3b|f1r.16|G001	ZL3b	f1r.16	1	10	LINE_START	DEFINITE_SPACE	L1A1	L1 A1	LA	2	0	sho
ZL3b|f1r.16|G002	ZL3b	f1r.16	2	10	DEFINITE_SPACE	DEFINITE_SPACE	K1A1B2	K1 A1 B2	KAB	3	0	chol
ZL3b|f1r.16|G003	ZL3b	f1r.16	3	10	DEFINITE_SPACE	DEFINITE_SPACE	L1A1B1A3E2	L1 A1 B1 A3 E2	LABAE	5	0	shodan
ZL3b|f1r.16|G004	ZL3b	f1r.16	4	10	DEFINITE_SPACE	DEFINITE_SPACE	Q1L1A2	Q1 L1 A2	QLA	3	0	kshy
ZL3b|f1r.16|G005	ZL3b	f1r.16	5	10	DEFINITE_SPACE	DEFINITE_SPACE	Q1K1A2	Q1 K1 A2	QKA	3	0	kchy
ZL3b|f1r.16|G006	ZL3b	f1r.16	6	10	DEFINITE_SPACE	DEFINITE_SPACE	B1	B1	B	1	0	d
ZL3b|f1r.16|G007	ZL3b	f1r.16	7	10	DEFINITE_SPACE	DEFINITE_SPACE	A1C1	A1 C1	AC	2	0	or
ZL3b|f1r.16|G008	ZL3b	f1r.16	8	10	DEFINITE_SPACE	DEFINITE_SPACE	K1A1B1A3G1	K1 A1 B1 A3 G1	KABAG	5	0	chodaiin
ZL3b|f1r.16|G009	ZL3b	f1r.16	9	10	DEFINITE_SPACE	DEFINITE_SPACE	L1A1	L1 A1	LA	2	0	sho
ZL3b|f1r.16|G010	ZL3b	f1r.16	10	10	DEFINITE_SPACE	LINE_END	Q1A1J1A3B3	Q1 A1 J1 A3 B3	QAJAB	5	0	koeam
ZL3b|f1r.17|G001	ZL3b	f1r.17	1	8	LINE_START	DEFINITE_SPACE	A2K1A1	A2 K1 A1	AKA	3	0	ycho
ZL3b|f1r.17|G002	ZL3b	f1r.17	2	8	DEFINITE_SPACE	DEFINITE_SPACE	Q2K1J1A2	Q2 K1 J1 A2	QKJA	4	0	tchey
ZL3b|f1r.17|G003	ZL3b	f1r.17	3	8	DEFINITE_SPACE	DEFINITE_SPACE	K1J1Q1A3F1	K1 J1 Q1 A3 F1	KJQAF	5	0	chekain
ZL3b|f1r.17|G004	ZL3b	f1r.17	4	8	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	L1J1A1	L1 J1 A1	LJA	3	0	sheo
ZL3b|f1r.17|G005	ZL3b	f1r.17	5	8	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	P1L1A1B2	P1 L1 A1 B2	PLAB	4	0	pshol
ZL3b|f1r.17|G006	ZL3b	f1r.17	6	8	DEFINITE_SPACE	DEFINITE_SPACE	B1A2B1A2B1	B1 A2 B1 A2 B1	BABAB	5	0	dydyd
ZL3b|f1r.17|G007	ZL3b	f1r.17	7	8	DEFINITE_SPACE	DEFINITE_SPACE	U2A2	U2 A2	UA	2	0	cthy
ZL3b|f1r.17|G008	ZL3b	f1r.17	8	8	DEFINITE_SPACE	LINE_END	B1A3E1[U5:Up]A2	B1 A3 E1 U5 A2	BAEUA	5	1	daictoy
ZL3b|f1r.18|G001	ZL3b	f1r.18	1	9	LINE_START	DEFINITE_SPACE	A2Q2A1	A2 Q2 A1	AQA	3	0	yto
ZL3b|f1r.18|G002	ZL3b	f1r.18	2	9	DEFINITE_SPACE	DEFINITE_SPACE	L1A1B2	L1 A1 B2	LAB	3	0	shol
ZL3b|f1r.18|G003	ZL3b	f1r.18	3	9	DEFINITE_SPACE	DEFINITE_SPACE	L1J1	L1 J1	LJ	2	0	she
ZL3b|f1r.18|G004	ZL3b	f1r.18	4	9	DEFINITE_SPACE	DEFINITE_SPACE	Q1A1B1L1J1A2	Q1 A1 B1 L1 J1 A2	QABLJA	6	0	kodshey
ZL3b|f1r.18|G005	ZL3b	f1r.18	5	9	DEFINITE_SPACE	DEFINITE_SPACE	T1J1A3B2A2	T1 J1 A3 B2 A2	TJABA	5	0	cphealy
ZL3b|f1r.18|G006	ZL3b	f1r.18	6	9	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	B1A3C1	B1 A3 C1	BAC	3	0	dar
ZL3b|f1r.18|G007	ZL3b	f1r.18	7	9	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	A3F1	A3 F1	AF	2	0	ain
ZL3b|f1r.18|G008	ZL3b	f1r.18	8	9	DEFINITE_SPACE	DEFINITE_SPACE	B1A3F1	B1 A3 F1	BAF	3	0	dain
ZL3b|f1r.18|G009	ZL3b	f1r.18	9	9	DEFINITE_SPACE	LINE_END	U1A2B1C2	U1 A2 B1 C2	UABC	4	0	ckhyds
ZL3b|f1r.19|G001	ZL3b	f1r.19	1	8	LINE_START	DEFINITE_SPACE	B1K1A3C1	B1 K1 A3 C1	BKAC	4	0	dchar
ZL3b|f1r.19|G002	ZL3b	f1r.19	2	8	DEFINITE_SPACE	DEFINITE_SPACE	L1U2A3G1	L1 U2 A3 G1	LUAG	4	0	shcthaiin
ZL3b|f1r.19|G003	ZL3b	f1r.19	3	8	DEFINITE_SPACE	DEFINITE_SPACE	A1Q1A3G3	A1 Q1 A3 G3	AQAG	4	0	okaiir
ZL3b|f1r.19|G004	ZL3b	f1r.19	4	8	DEFINITE_SPACE	DEFINITE_SPACE	K1J1A2	K1 J1 A2	KJA	3	0	chey
ZL3b|f1r.19|G005	ZL3b	f1r.19	5	8	DEFINITE_SPACE	DEFINITE_SPACE	CiK1A2	Ci K1 A2	CKA	3	0	rchy
ZL3b|f1r.19|G006	ZL3b	f1r.19	6	8	DEFINITE_SPACE	DEFINITE_SPACE	RdQ2A1B2	Rd Q2 A1 B2	RQAB	4	0	potol
ZL3b|f1r.19|G007	ZL3b	f1r.19	7	8	DEFINITE_SPACE	DEFINITE_SPACE	U2A1B2C2	U2 A1 B2 C2	UABC	4	0	cthols
ZL3b|f1r.19|G008	ZL3b	f1r.19	8	8	DEFINITE_SPACE	LINE_END	B1B2A1S2A1	B1 B2 A1 S2 A1	BBASA	5	0	dlocto
ZL3b|f1r.20|G001	ZL3b	f1r.20	1	5	LINE_START	DEFINITE_SPACE	L1A1Q1	L1 A1 Q1	LAQ	3	0	shok
ZL3b|f1r.20|G002	ZL3b	f1r.20	2	5	DEFINITE_SPACE	DEFINITE_SPACE	K1A1C1	K1 A1 C1	KAC	3	0	chor
ZL3b|f1r.20|G003	ZL3b	f1r.20	3	5	DEFINITE_SPACE	DEFINITE_SPACE	K1J1A2	K1 J1 A2	KJA	3	0	chey
ZL3b|f1r.20|G004	ZL3b	f1r.20	4	5	DEFINITE_SPACE	DEFINITE_SPACE	B1A3F1	B1 A3 F1	BAF	3	0	dain
ZL3b|f1r.20|G005	ZL3b	f1r.20	5	5	DEFINITE_SPACE	LINE_END	U1J1A2	U1 J1 A2	UJA	3	0	ckhey
ZL3b|f1r.21|G001	ZL3b	f1r.21	1	2	LINE_START	DEFINITE_SPACE	A1Q2A1B2	A1 Q2 A1 B2	AQAB	4	0	otol
ZL3b|f1r.21|G002	ZL3b	f1r.21	2	2	DEFINITE_SPACE	LINE_END	B1A3H1	B1 A3 H1	BAH	3	0	daiiin
ZL3b|f1r.22|G001	ZL3b	f1r.22	1	10	LINE_START	DEFINITE_SPACE	T1A1	T1 A1	TA	2	0	cpho
ZL3b|f1r.22|G002	ZL3b	f1r.22	2	10	DEFINITE_SPACE	DEFINITE_SPACE	L1A3G1	L1 A3 G1	LAG	3	0	shaiin
