family_surface	total_count	physical_folios	old_first_last_label	new_first_last_label	first_last_support	first_last_log_odds_ratio	first_last_positive_folds	first_last_negative_folds	old_edge_core_label	new_edge_core_label	edge_core_support	edge_core_log_odds_ratio	edge_core_positive_folds	edge_core_negative_folds	first_count	last_count	core_count	single_count
AB	571	72	LAST_ASSOCIATED	LAST_ASSOCIATED	132	-1.3252451596512094	0	94	UNRESOLVED	UNRESOLVED	569	-0.23081722167306695	0	94	28	104	437	2
ABA	76	40	LAST_ASSOCIATED	LAST_ASSOCIATED	49	-3.4919292663056596	0	94	EDGE_ASSOCIATED	EDGE_ASSOCIATED	76	1.5637514740891332	94	0	1	48	27	0
ABAAB	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABAAG	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABAB	59	33	LAST_ASSOCIATED	LAST_ASSOCIATED	33	-2.1740333103747167	0	94	EDGE_ASSOCIATED	EDGE_ASSOCIATED	58	1.2462676069926246	94	0	3	30	25	1
ABABA	7	7	INSUFFICIENT	INSUFFICIENT	4	-2.1985616993806674	0	94	INSUFFICIENT	INSUFFICIENT	7	1.221250888074336	94	0	0	4	3	0
ABABAB	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABABABA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABABAC	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABABBA	7	7	INSUFFICIENT	INSUFFICIENT	2	-1.6101062499694205	0	94	INSUFFICIENT	INSUFFICIENT	6	0.38175217100424597	92	2	0	2	4	1
ABABC	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABABKJA	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABABLJA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABABLJBA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABAC	58	36	INSUFFICIENT	INSUFFICIENT	17	-0.11156064348856698	0	85	UNRESOLVED	UNRESOLVED	58	0.10620834327027062	94	0	8	9	41	0
ABACA	2	2	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	2	0.9695618535503562	93	1	0	1	1	0
ABACAELA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	0	0.9694581563955543	94	0	0	0	0	1
ABACAG	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABAE	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABAF	19	17	INSUFFICIENT	INSUFFICIENT	7	-1.4680093099857892	0	94	INSUFFICIENT	INSUFFICIENT	19	0.4590419375702173	94	0	1	6	12	0
ABAFAB	3	2	INSUFFICIENT	INSUFFICIENT	2	-1.6101062499694205	0	93	INSUFFICIENT	INSUFFICIENT	2	2.5792302096731277	94	0	0	2	0	1
ABAFB	2	2	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	1
ABAG	80	45	INSUFFICIENT	UNRESOLVED	20	0.3870031882358713	94	0	UNRESOLVED	UNRESOLVED	78	-0.0794787603376308	0	94	12	8	58	2
ABAGA	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABAGBA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABAH	4	4	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	4	0.12213726249733003	93	1	0	1	3	0
ABALKA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABAMA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABAQA	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABAQAB	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABAQAC	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABAUA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABB	8	7	INSUFFICIENT	INSUFFICIENT	4	-0.8479664213347201	0	93	INSUFFICIENT	INSUFFICIENT	8	0.9698730884372616	94	0	1	3	4	0
ABBA	27	20	INSUFFICIENT	LAST_ASSOCIATED	21	-3.7682400374940324	0	94	EDGE_ASSOCIATED	EDGE_ASSOCIATED	27	2.1688427583745655	94	0	0	21	6	0
ABBAB	5	5	INSUFFICIENT	INSUFFICIENT	5	-2.3995669548994685	0	94	INSUFFICIENT	INSUFFICIENT	5	3.3681889907398643	94	0	0	5	0	0
ABBABA	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABBAC	6	6	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	6	-0.32997460797424694	0	94	0	1	5	0
ABBAEB	1	1	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	1	0	0	0
ABBAF	2	2	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	2	0.9695618535503562	93	1	0	1	1	0
ABBAG	6	6	INSUFFICIENT	INSUFFICIENT	3	-0.5111598483680325	0	92	INSUFFICIENT	INSUFFICIENT	6	0.9697693195623873	94	0	1	2	3	0
ABBKA	2	2	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	2	0.9695618535503562	93	1	0	1	1	0
ABBUA	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABC	16	13	INSUFFICIENT	INSUFFICIENT	6	-2.5669557115871773	0	94	INSUFFICIENT	INSUFFICIENT	16	0.49025405997370436	94	0	0	6	10	0
ABCA	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABCABA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABCAC	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABCAF	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABCAG	1	1	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	1	0	0	0
ABJAC	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABJQAC	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABKA	12	11	INSUFFICIENT	INSUFFICIENT	6	-2.5669557115871773	0	94	INSUFFICIENT	INSUFFICIENT	12	0.9700806979688752	94	0	0	6	6	0
ABKAB	4	4	INSUFFICIENT	INSUFFICIENT	2	-1.6101062499694205	0	94	INSUFFICIENT	INSUFFICIENT	4	0.969665574603027	94	0	0	2	2	0
ABKAC	5	5	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	5	-0.12924053713974426	4	90	1	0	4	0
ABKAF	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABKAG	2	2	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	2	0.9695618535503562	93	1	1	0	1	0
ABKAQAB	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABKB	2	2	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	2	0.9695618535503562	93	1	0	1	1	0
ABKBA	12	10	INSUFFICIENT	INSUFFICIENT	5	-2.3995669548994685	0	94	INSUFFICIENT	INSUFFICIENT	12	0.6596951901373507	94	0	0	5	7	0
ABKBAC	1	1	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	1	0	0	0
ABKBAG	1	1	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	1	0	0	0
ABKCA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABKJA	24	15	INSUFFICIENT	INSUFFICIENT	6	0.5884554494112464	94	0	UNRESOLVED	UNRESOLVED	24	-0.07664872336978479	2	92	4	2	18	0
ABKJAB	4	4	INSUFFICIENT	INSUFFICIENT	2	1.6101062499694205	94	0	INSUFFICIENT	INSUFFICIENT	4	0.969665574603027	94	0	2	0	2	0
ABKJABA	2	2	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	2	-0.6401064786745464	0	94	0	0	2	0
ABKJAC	3	3	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	3	0.45867286645903693	93	1	1	0	2	0
ABKJB	4	3	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	4	0.12213726249733003	93	1	1	0	3	0
ABKJBA	33	15	INSUFFICIENT	INSUFFICIENT	8	-1.6114449376938678	0	94	UNRESOLVED	UNRESOLVED	33	-0.12940208681053034	0	94	1	7	25	0
ABKJBAA	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABKJBAG	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABKJP	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABKJQA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABKKA	4	4	INSUFFICIENT	INSUFFICIENT	2	1.6101062499694205	94	0	INSUFFICIENT	INSUFFICIENT	4	0.969665574603027	94	0	2	0	2	0
ABKKAC	1	1	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	1	0	0	0
ABKKB	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABKKBA	2	2	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	2	-0.6401064786745464	0	94	0	0	2	0
ABKKC	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABKKQA	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABKMA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABKQA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABKUA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABKUJA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABL	1	1	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	1	0	0	0
ABLA	3	3	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	3	-0.9766420826362535	0	94	0	0	3	0
ABLABCA	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABLBA	4	3	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	4	0.12213726249733003	93	1	0	1	3	0
ABLBC	1	1	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	1	0	0	0
ABLJ	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABLJA	8	6	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	8	-0.6402562990733757	0	94	0	1	7	0
ABLJAB	3	3	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	3	0.45867286645903693	93	1	1	0	2	0
ABLJAC	1	1	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	1	0	0	0
ABLJB	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABLJBA	16	11	INSUFFICIENT	INSUFFICIENT	6	0.0	3	3	INSUFFICIENT	INSUFFICIENT	16	0.49025405997370436	94	0	3	3	10	0
ABLKA	5	5	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	5	-1.4287539531078304	0	94	0	0	5	0
ABLKAB	1	1	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	1	0	0	0
ABLKACAB	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABLKB	1	1	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	1	0	0	0
ABLKC	1	1	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	1	0	0	0
ABLQA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABMA	3	3	INSUFFICIENT	INSUFFICIENT	1	1.0989464016013883	93	0	INSUFFICIENT	INSUFFICIENT	3	0.45867286645903693	93	1	1	0	2	0
ABMB	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABMBA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABMC	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABPA	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABPAC	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABPAG	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABPKAC	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABPKBA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABPKJA	3	2	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	3	-0.9766420826362535	0	94	0	0	3	0
ABPKJBA	4	4	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	4	-1.228019882273328	0	94	0	0	4	0
ABPKJCB	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABPKKA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABPLJBA	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABQA	14	11	INSUFFICIENT	INSUFFICIENT	6	-2.5669557115871773	0	94	INSUFFICIENT	INSUFFICIENT	14	0.7016899405439939	94	0	0	6	8	0
ABQAB	27	15	INSUFFICIENT	INSUFFICIENT	14	-3.3719836001648473	0	94	EDGE_ASSOCIATED	EDGE_ASSOCIATED	27	1.0424344700070973	94	0	0	14	13	0
ABQABA	2	2	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	2	0.9695618535503562	93	1	0	1	1	0
ABQAC	21	12	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	CORE_ASSOCIATED	CORE_ASSOCIATED	21	-2.793073348577286	0	94	0	0	21	0
ABQAE	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABQAEB	1	1	INSUFFICIENT	INSUFFICIENT	1	-1.0989464016013883	0	93	INSUFFICIENT	INSUFFICIENT	1	2.0682375015291377	94	0	0	1	0	0
ABQAF	36	14	INSUFFICIENT	INSUFFICIENT	6	-1.3006205532980801	0	94	UNRESOLVED	UNRESOLVED	36	-0.5773661204129934	0	94	1	5	30	0
ABQAG	28	16	INSUFFICIENT	INSUFFICIENT	3	-0.5111598483680325	0	92	UNRESOLVED	CORE_ASSOCIATED	28	-1.017541262465369	0	94	1	2	25	0
ABQG	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABQJA	9	7	INSUFFICIENT	INSUFFICIENT	2	-1.6101062499694205	0	94	INSUFFICIENT	INSUFFICIENT	9	-0.12926359092938577	5	89	0	2	7	0
ABQJAB	5	5	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	5	-1.4287539531078304	0	94	0	0	5	0
ABQJABA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABQJB	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
ABQJBA	28	15	INSUFFICIENT	INSUFFICIENT	5	-2.3995669548994685	0	94	UNRESOLVED	UNRESOLVED	28	-0.4834168917257071	0	94	0	5	23	0
ABQJBAG	2	2	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	2	-0.6401064786745464	0	94	0	0	2	0
ABQJKA	1	1	INSUFFICIENT	INSUFFICIENT	0	0.0	0	0	INSUFFICIENT	INSUFFICIENT	1	-0.12921749158322737	1	93	0	0	1	0
