source_group_id	edition	locus	page	section	currier	hand	code	kind	grammar_scope	source_row_index	source_group_index	source_group_count	paragraph_start	paragraph_end	left_separator	right_separator	ivtff_group_raw	clean_ascii_fragments	clean_ascii_fragment_count	legacy_surface_positions_1based	legacy_interlinear_row_present	legacy_mapping_status
ZL3b|f1r.3|G007	ZL3b	f1r.3	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	3	7	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	cthes	cthes	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.3|G008	ZL3b	f1r.3	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	3	8	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	daraiin	daraiin	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.3|G009	ZL3b	f1r.3	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	3	9	9	0	0	DEFINITE_SPACE	LINE_END	sy	sy	1	9	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.4|G001	ZL3b	f1r.4	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	4	1	9	0	0	LINE_START	DEFINITE_SPACE	soiin	soiin	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.4|G002	ZL3b	f1r.4	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	4	2	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	oteey	oteey	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.4|G003	ZL3b	f1r.4	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	4	3	9	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	oteo[s:r]	oteos	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.4|G004	ZL3b	f1r.4	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	4	4	9	0	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	roloty	roloty	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.4|G005	ZL3b	f1r.4	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	4	5	9	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	cthiar	cthiar	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.4|G006	ZL3b	f1r.4	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	4	6	9	0	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	daiin	daiin	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.4|G007	ZL3b	f1r.4	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	4	7	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	okaiin	okaiin	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.4|G008	ZL3b	f1r.4	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	4	8	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	or	or	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.4|G009	ZL3b	f1r.4	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	4	9	9	0	0	DEFINITE_SPACE	LINE_END	okan	okan	1	9	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.5|G001	ZL3b	f1r.5	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	5	1	6	0	0	LINE_START	UNCERTAIN_SMALL_SPACE	sair	sair	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.5|G002	ZL3b	f1r.5	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	5	2	6	0	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	y	y	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.5|G003	ZL3b	f1r.5	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	5	3	6	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chear	chear	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.5|G004	ZL3b	f1r.5	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	5	4	6	0	0	DEFINITE_SPACE	DEFINITE_SPACE	cthaiin	cthaiin	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.5|G005	ZL3b	f1r.5	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	5	5	6	0	0	DEFINITE_SPACE	DEFINITE_SPACE	cphar	cphar	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.5|G006	ZL3b	f1r.5	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	5	6	6	0	0	DEFINITE_SPACE	LINE_END	cfhaiin	cfhaiin	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.6|G001	ZL3b	f1r.6	f1r	T	A	1	=Pt	P	CONFIRMED_PROSE	6	1	1	0	1	LINE_START	LINE_END	ydaraishy	ydaraishy	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.7|G001	ZL3b	f1r.7	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	7	1	9	1	0	LINE_START	DEFINITE_SPACE	<!@252;>odar	odar	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.7|G002	ZL3b	f1r.7	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	7	2	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	{c'y}		0		1	ZERO_ASCII_FRAGMENT
ZL3b|f1r.7|G003	ZL3b	f1r.7	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	7	3	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	shol	shol	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.7|G004	ZL3b	f1r.7	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	7	4	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	cphoy	cphoy	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.7|G005	ZL3b	f1r.7	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	7	5	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	oydar	oydar	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.7|G006	ZL3b	f1r.7	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	7	6	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	sh	sh	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.7|G007	ZL3b	f1r.7	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	7	7	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	s	s	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.7|G008	ZL3b	f1r.7	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	7	8	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	cfhoaiin	cfhoaiin	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.7|G009	ZL3b	f1r.7	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	7	9	9	1	0	DEFINITE_SPACE	LINE_END	shodary	shodary	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.8|G001	ZL3b	f1r.8	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	8	1	10	0	0	LINE_START	DEFINITE_SPACE	yshey	yshey	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.8|G002	ZL3b	f1r.8	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	8	2	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shody	shody	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.8|G003	ZL3b	f1r.8	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	8	3	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	okchoy	okchoy	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.8|G004	ZL3b	f1r.8	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	8	4	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otchol	otchol	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.8|G005	ZL3b	f1r.8	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	8	5	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chocthy	chocthy	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.8|G006	ZL3b	f1r.8	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	8	6	10	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	os	os	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.8|G007	ZL3b	f1r.8	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	8	7	10	0	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	chy	chy	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.8|G008	ZL3b	f1r.8	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	8	8	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	dain	dain	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.8|G009	ZL3b	f1r.8	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	8	9	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chor	chor	1	9	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.8|G010	ZL3b	f1r.8	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	8	10	10	0	0	DEFINITE_SPACE	LINE_END	kos	kos	1	10	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.9|G001	ZL3b	f1r.9	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	9	1	4	0	0	LINE_START	DEFINITE_SPACE	daiin	daiin	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.9|G002	ZL3b	f1r.9	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	9	2	4	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shos	shos	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.9|G003	ZL3b	f1r.9	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	9	3	4	0	0	DEFINITE_SPACE	DEFINITE_SPACE	cfhol	cfhol	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.9|G004	ZL3b	f1r.9	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	9	4	4	0	0	DEFINITE_SPACE	LINE_END	shody	shody	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.10|G001	ZL3b	f1r.10	f1r	T	A	1	=Pt	P	CONFIRMED_PROSE	10	1	3	0	1	LINE_START	DEFINITE_SPACE	dain	dain	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.10|G002	ZL3b	f1r.10	f1r	T	A	1	=Pt	P	CONFIRMED_PROSE	10	2	3	0	1	DEFINITE_SPACE	DEFINITE_SPACE	os	os	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.10|G003	ZL3b	f1r.10	f1r	T	A	1	=Pt	P	CONFIRMED_PROSE	10	3	3	0	1	DEFINITE_SPACE	LINE_END	teody	teody	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.11|G001	ZL3b	f1r.11	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	11	1	8	1	0	LINE_START	DEFINITE_SPACE	<!@253;>ydain	ydain	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.11|G002	ZL3b	f1r.11	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	11	2	8	1	0	DEFINITE_SPACE	DEFINITE_SPACE	cphesaiin	cphesaiin	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.11|G003	ZL3b	f1r.11	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	11	3	8	1	0	DEFINITE_SPACE	DEFINITE_SPACE	ols	ols	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.11|G004	ZL3b	f1r.11	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	11	4	8	1	0	DEFINITE_SPACE	DEFINITE_SPACE	cphey	cphey	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.11|G005	ZL3b	f1r.11	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	11	5	8	1	0	DEFINITE_SPACE	DEFINITE_SPACE	ytain	ytain	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.11|G006	ZL3b	f1r.11	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	11	6	8	1	0	DEFINITE_SPACE	DEFINITE_SPACE	shoshy	shoshy	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.11|G007	ZL3b	f1r.11	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	11	7	8	1	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	cphodal	cphodal	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.11|G008	ZL3b	f1r.11	f1r	T	A	1	*P0	P	CONFIRMED_PROSE	11	8	8	1	0	UNCERTAIN_SMALL_SPACE	LINE_END	es	es	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.12|G001	ZL3b	f1r.12	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	12	1	8	0	0	LINE_START	DEFINITE_SPACE	oksho	oksho	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.12|G002	ZL3b	f1r.12	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	12	2	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	kshoy	kshoy	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.12|G003	ZL3b	f1r.12	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	12	3	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otairin	otairin	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.12|G004	ZL3b	f1r.12	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	12	4	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	oteol	oteol	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.12|G005	ZL3b	f1r.12	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	12	5	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	okan	okan	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.12|G006	ZL3b	f1r.12	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	12	6	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shodain	shodain	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.12|G007	ZL3b	f1r.12	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	12	7	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	sckhey	sckhey	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.12|G008	ZL3b	f1r.12	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	12	8	8	0	0	DEFINITE_SPACE	LINE_END	daiin	daiin	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.13|G001	ZL3b	f1r.13	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	13	1	9	0	0	LINE_START	DEFINITE_SPACE	shoy	shoy	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.13|G002	ZL3b	f1r.13	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	13	2	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	ckhey	ckhey	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.13|G003	ZL3b	f1r.13	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	13	3	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	kodaiin	kodaiin	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.13|G004	ZL3b	f1r.13	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	13	4	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	cphy	cphy	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.13|G005	ZL3b	f1r.13	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	13	5	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	cphodaiils	cphodaiils	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.13|G006	ZL3b	f1r.13	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	13	6	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	cthey	cthey	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.13|G007	ZL3b	f1r.13	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	13	7	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	sho	sho	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.13|G008	ZL3b	f1r.13	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	13	8	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	oldain	oldain	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.13|G009	ZL3b	f1r.13	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	13	9	9	0	0	DEFINITE_SPACE	LINE_END	d	d	1	9	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.14|G001	ZL3b	f1r.14	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	14	1	10	0	0	LINE_START	DEFINITE_SPACE	dain	dain	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.14|G002	ZL3b	f1r.14	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	14	2	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	oiin	oiin	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.14|G003	ZL3b	f1r.14	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	14	3	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chol	chol	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.14|G004	ZL3b	f1r.14	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	14	4	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	odaiin	odaiin	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.14|G005	ZL3b	f1r.14	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	14	5	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chodain	chodain	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.14|G006	ZL3b	f1r.14	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	14	6	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chdy	chdy	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.14|G007	ZL3b	f1r.14	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	14	7	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	ok[a:o]in	okain	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.14|G008	ZL3b	f1r.14	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	14	8	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	d?n	dn	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.14|G009	ZL3b	f1r.14	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	14	9	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	cthy	cthy	1	9	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.14|G010	ZL3b	f1r.14	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	14	10	10	0	0	DEFINITE_SPACE	LINE_END	kod	kod	1	10	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.15|G001	ZL3b	f1r.15	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	15	1	11	0	0	LINE_START	DEFINITE_SPACE	daiin	daiin	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.15|G002	ZL3b	f1r.15	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	15	2	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shckhey	shckhey	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.15|G003	ZL3b	f1r.15	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	15	3	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	{ck}eo	eo	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.15|G004	ZL3b	f1r.15	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	15	4	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	r	r	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.15|G005	ZL3b	f1r.15	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	15	5	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	char	char	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f1r.15|G006	ZL3b	f1r.15	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	15	6	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shey	shey	1	6	1	ONE_ASCII_FRAGMENT
