query_id	edition	physical_query_key	locus	source_group_index	collapsed_page	panel_page	physical_folio	paragraph_id	line_quartile	masked_template	same_paragraph_training_groups	other_paragraph_training_groups	common_all_three
IT2a|f103r.20|G004	IT2a	f103r.20|G004|shXy	f103r.20	4	f103r	f103r	f103	f103r|P006	1	shXy	1	4	1
IT2a|f103r.25|G002	IT2a	f103r.25|G002|shXy	f103r.25	2	f103r	f103r	f103	f103r|P008	1	shXy	2	3	1
IT2a|f103r.26|G004	IT2a	f103r.26|G004|shXy	f103r.26	4	f103r	f103r	f103	f103r|P008	1	shXy	2	3	1
IT2a|f103r.26|G006	IT2a	f103r.26|G006|shXy	f103r.26	6	f103r	f103r	f103	f103r|P008	1	shXy	2	3	1
IT2a|f103r.28|G005	IT2a	f103r.28|G005|chXdy	f103r.28	5	f103r	f103r	f103	f103r|P009	2	chXdy	1	1	1
IT2a|f103r.29|G006	IT2a	f103r.29|G006|chXdy	f103r.29	6	f103r	f103r	f103	f103r|P009	2	chXdy	1	1	1
IT2a|f103r.2|G015	IT2a	f103r.2|G015|chXdy	f103r.2	15	f103r	f103r	f103	f103r|P001	0	chXdy	1	3	1
IT2a|f103r.30|G005	IT2a	f103r.30|G005|shXdy	f103r.30	5	f103r	f103r	f103	f103r|P010	2	shXdy	1	4	1
IT2a|f103r.32|G002	IT2a	f103r.32|G002|shXdy	f103r.32	2	f103r	f103r	f103	f103r|P010	2	shXdy	1	4	1
IT2a|f103r.38|G008	IT2a	f103r.38|G008|shXdy	f103r.38	8	f103r	f103r	f103	f103r|P013	2	shXdy	1	4	0
IT2a|f103r.39|G005	IT2a	f103r.39|G005|shXdy	f103r.39	5	f103r	f103r	f103	f103r|P013	2	shXdy	1	4	1
IT2a|f103r.3|G005	IT2a	f103r.3|G005|chXdy	f103r.3	5	f103r	f103r	f103	f103r|P001	0	chXdy	1	3	1
IT2a|f103r.5|G003	IT2a	f103r.5|G003|shXdy	f103r.5	3	f103r	f103r	f103	f103r|P002	0	shXdy	2	5	1
IT2a|f103r.5|G009	IT2a	f103r.5|G009|shXdy	f103r.5	9	f103r	f103r	f103	f103r|P002	0	shXdy	2	5	1
IT2a|f103r.6|G006	IT2a	f103r.6|G006|shXdy	f103r.6	6	f103r	f103r	f103	f103r|P002	0	shXdy	2	5	1
IT2a|f103r.9|G005	IT2a	f103r.9|G005|shXy	f103r.9	5	f103r	f103r	f103	f103r|P003	0	shXy	3	1	1
IT2a|f103r.9|G007	IT2a	f103r.9|G007|shXy	f103r.9	7	f103r	f103r	f103	f103r|P003	0	shXy	3	1	1
IT2a|f103r.9|G010	IT2a	f103r.9|G010|shXdy	f103r.9	10	f103r	f103r	f103	f103r|P003	0	shXdy	3	4	1
IT2a|f103v.12|G003	IT2a	f103v.12|G003|shXdy	f103v.12	3	f103v	f103v	f103	f103v|P004	0	shXdy	1	6	1
IT2a|f103v.12|G007	IT2a	f103v.12|G007|shXdy	f103v.12	7	f103v	f103v	f103	f103v|P004	0	shXdy	1	6	0
IT2a|f103v.14|G005	IT2a	f103v.14|G005|shXdy	f103v.14	5	f103v	f103v	f103	f103v|P005	1	shXdy	1	3	1
IT2a|f103v.16|G005	IT2a	f103v.16|G005|shXdy	f103v.16	5	f103v	f103v	f103	f103v|P005	1	shXdy	1	3	1
IT2a|f103v.1|G011	IT2a	f103v.1|G011|shXdy	f103v.1	11	f103v	f103v	f103	f103v|P001	0	shXdy	1	6	0
IT2a|f103v.20|G009	IT2a	f103v.20|G009|shXdy	f103v.20	9	f103v	f103v	f103	f103v|P007	1	shXdy	1	3	1
IT2a|f103v.22|G008	IT2a	f103v.22|G008|shXdy	f103v.22	8	f103v	f103v	f103	f103v|P007	1	shXdy	1	3	0
IT2a|f103v.28|G008	IT2a	f103v.28|G008|chXy	f103v.28	8	f103v	f103v	f103	f103v|P008	2	chXy	1	3	0
IT2a|f103v.29|G002	IT2a	f103v.29|G002|chXy	f103v.29	2	f103v	f103v	f103	f103v|P008	2	chXy	1	3	1
IT2a|f103v.2|G004	IT2a	f103v.2|G004|shXdy	f103v.2	4	f103v	f103v	f103	f103v|P001	0	shXdy	1	6	1
IT2a|f103v.31|G003	IT2a	f103v.31|G003|chXy	f103v.31	3	f103v	f103v	f103	f103v|P009	2	chXy	1	3	1
IT2a|f103v.32|G002	IT2a	f103v.32|G002|chXy	f103v.32	2	f103v	f103v	f103	f103v|P009	2	chXy	1	3	1
IT2a|f103v.37|G002	IT2a	f103v.37|G002|shXy	f103v.37	2	f103v	f103v	f103	f103v|P011	3	shXy	1	5	0
IT2a|f103v.37|G005	IT2a	f103v.37|G005|shXy	f103v.37	5	f103v	f103v	f103	f103v|P011	3	shXy	1	5	0
IT2a|f103v.38|G004	IT2a	f103v.38|G004|chXy	f103v.38	4	f103v	f103v	f103	f103v|P011	3	chXy	1	1	0
IT2a|f103v.38|G005	IT2a	f103v.38|G005|chXy	f103v.38	5	f103v	f103v	f103	f103v|P011	3	chXy	1	1	1
IT2a|f103v.40|G003	IT2a	f103v.40|G003|shXy	f103v.40	3	f103v	f103v	f103	f103v|P012	3	shXy	2	4	1
IT2a|f103v.41|G002	IT2a	f103v.41|G002|shXy	f103v.41	2	f103v	f103v	f103	f103v|P012	3	shXy	2	4	1
IT2a|f103v.42|G002	IT2a	f103v.42|G002|shXy	f103v.42	2	f103v	f103v	f103	f103v|P012	3	shXy	2	4	0
IT2a|f103v.6|G002	IT2a	f103v.6|G002|shXy	f103v.6	2	f103v	f103v	f103	f103v|P002	0	shXy	2	1	1
IT2a|f103v.6|G008	IT2a	f103v.6|G008|shXdy	f103v.6	8	f103v	f103v	f103	f103v|P002	0	shXdy	2	5	1
IT2a|f103v.7|G002	IT2a	f103v.7|G002|shXy	f103v.7	2	f103v	f103v	f103	f103v|P002	0	shXy	2	1	1
IT2a|f103v.7|G008	IT2a	f103v.7|G008|shXdy	f103v.7	8	f103v	f103v	f103	f103v|P002	0	shXdy	2	5	1
IT2a|f103v.7|G009	IT2a	f103v.7|G009|shXdy	f103v.7	9	f103v	f103v	f103	f103v|P002	0	shXdy	2	5	1
IT2a|f103v.8|G002	IT2a	f103v.8|G002|shXy	f103v.8	2	f103v	f103v	f103	f103v|P002	0	shXy	2	1	1
IT2a|f104r.23|G004	IT2a	f104r.23|G004|chXl	f104r.23	4	f104r	f104r	f104	f104r|P007	1	chXl	2	1	0
IT2a|f104r.23|G008	IT2a	f104r.23|G008|chXl	f104r.23	8	f104r	f104r	f104	f104r|P007	1	chXl	2	1	0
IT2a|f104r.23|G012	IT2a	f104r.23|G012|chXl	f104r.23	12	f104r	f104r	f104	f104r|P007	1	chXl	2	1	0
IT2a|f104v.19|G006	IT2a	f104v.19|G006|shXedy	f104v.19	6	f104v	f104v	f104	f104v|P006	1	shXedy	1	1	1
IT2a|f104v.21|G002	IT2a	f104v.21|G002|shXedy	f104v.21	2	f104v	f104v	f104	f104v|P006	1	shXedy	1	1	1
IT2a|f104v.22|G002	IT2a	f104v.22|G002|qokchXdy	f104v.22	2	f104v	f104v	f104	f104v|P007	1	qokchXdy	1	1	1
IT2a|f104v.22|G004	IT2a	f104v.22|G004|qokchXdy	f104v.22	4	f104v	f104v	f104	f104v|P007	1	qokchXdy	1	1	1
IT2a|f104v.25|G007	IT2a	f104v.25|G007|chXey	f104v.25	7	f104v	f104v	f104	f104v|P007	2	chXey	1	2	0
IT2a|f104v.26|G002	IT2a	f104v.26|G002|chXey	f104v.26	2	f104v	f104v	f104	f104v|P007	2	chXey	1	2	0
IT2a|f104v.37|G003	IT2a	f104v.37|G003|chXdy	f104v.37	3	f104v	f104v	f104	f104v|P012	3	chXdy	1	1	1
IT2a|f104v.38|G002	IT2a	f104v.38|G002|chXdy	f104v.38	2	f104v	f104v	f104	f104v|P012	3	chXdy	1	1	1
IT2a|f104v.3|G002	IT2a	f104v.3|G002|chXdy	f104v.3	2	f104v	f104v	f104	f104v|P001	0	chXdy	1	3	1
IT2a|f104v.43|G001	IT2a	f104v.43|G001|chXy	f104v.43	1	f104v	f104v	f104	f104v|P013	3	chXy	1	1	1
IT2a|f104v.44|G003	IT2a	f104v.44|G003|chXy	f104v.44	3	f104v	f104v	f104	f104v|P013	3	chXy	1	1	0
IT2a|f104v.4|G009	IT2a	f104v.4|G009|chXdy	f104v.4	9	f104v	f104v	f104	f104v|P001	0	chXdy	1	3	1
IT2a|f104v.6|G007	IT2a	f104v.6|G007|chXdy	f104v.6	7	f104v	f104v	f104	f104v|P002	0	chXdy	1	3	1
IT2a|f104v.6|G010	IT2a	f104v.6|G010|chXedy	f104v.6	10	f104v	f104v	f104	f104v|P002	0	chXedy	1	1	1
IT2a|f104v.7|G008	IT2a	f104v.7|G008|chXedy	f104v.7	8	f104v	f104v	f104	f104v|P002	0	chXedy	1	1	0
IT2a|f104v.7|G009	IT2a	f104v.7|G009|chXdy	f104v.7	9	f104v	f104v	f104	f104v|P002	0	chXdy	1	3	1
IT2a|f105r.13|G003	IT2a	f105r.13|G003|chXdy	f105r.13	3	f105r	f105r	f105	f105r|P003	1	chXdy	1	2	1
IT2a|f105r.13|G004	IT2a	f105r.13|G004|chXdy	f105r.13	4	f105r	f105r	f105	f105r|P003	1	chXdy	1	2	1
IT2a|f105r.18|G005	IT2a	f105r.18|G005|chXdy	f105r.18	5	f105r	f105r	f105	f105r|P005	1	chXdy	1	2	1
IT2a|f105r.19|G005	IT2a	f105r.19|G005|chXdy	f105r.19	5	f105r	f105r	f105	f105r|P005	1	chXdy	1	2	1
IT2a|f106r.16|G009	IT2a	f106r.16|G009|chXdar	f106r.16	9	f106r	f106r	f106	f106r|P006	1	chXdar	1	1	0
IT2a|f106r.17|G007	IT2a	f106r.17|G007|chXdar	f106r.17	7	f106r	f106r	f106	f106r|P006	1	chXdar	1	1	0
IT2a|f106r.22|G009	IT2a	f106r.22|G009|opchXdy	f106r.22	9	f106r	f106r	f106	f106r|P008	1	opchXdy	1	1	0
IT2a|f106r.22|G010	IT2a	f106r.22|G010|opchXdy	f106r.22	10	f106r	f106r	f106	f106r|P008	1	opchXdy	1	1	0
IT2a|f106r.40|G007	IT2a	f106r.40|G007|shXdy	f106r.40	7	f106r	f106r	f106	f106r|P014	3	shXdy	1	1	1
IT2a|f106r.41|G004	IT2a	f106r.41|G004|shXdy	f106r.41	4	f106r	f106r	f106	f106r|P014	3	shXdy	1	1	0
IT2a|f106r.4|G011	IT2a	f106r.4|G011|lchXdy	f106r.4	11	f106r	f106r	f106	f106r|P002	0	lchXdy	1	3	0
IT2a|f106r.6|G008	IT2a	f106r.6|G008|lchXdy	f106r.6	8	f106r	f106r	f106	f106r|P002	0	lchXdy	1	3	0
IT2a|f106v.15|G003	IT2a	f106v.15|G003|shXdy	f106v.15	3	f106v	f106v	f106	f106v|P005	1	shXdy	2	1	0
IT2a|f106v.16|G005	IT2a	f106v.16|G005|shXdy	f106v.16	5	f106v	f106v	f106	f106v|P005	1	shXdy	2	1	1
IT2a|f106v.16|G008	IT2a	f106v.16|G008|shXdy	f106v.16	8	f106v	f106v	f106	f106v|P005	1	shXdy	2	1	1
IT2a|f106v.44|G002	IT2a	f106v.44|G002|chXy	f106v.44	2	f106v	f106v	f106	f106v|P015	3	chXy	2	1	0
IT2a|f106v.44|G004	IT2a	f106v.44|G004|chXy	f106v.44	4	f106v	f106v	f106	f106v|P015	3	chXy	2	1	0
IT2a|f106v.45|G004	IT2a	f106v.45|G004|chXy	f106v.45	4	f106v	f106v	f106	f106v|P015	3	chXy	2	1	0
IT2a|f107r.10|G009	IT2a	f107r.10|G009|chXy	f107r.10	9	f107r	f107r	f107	f107r|P003	0	chXy	1	1	1
IT2a|f107r.13|G006	IT2a	f107r.13|G006|shXdy	f107r.13	6	f107r	f107r	f107	f107r|P004	0	shXdy	1	1	1
IT2a|f107r.13|G009	IT2a	f107r.13|G009|shXdy	f107r.13	9	f107r	f107r	f107	f107r|P004	0	shXdy	1	1	1
IT2a|f107r.9|G009	IT2a	f107r.9|G009|chXy	f107r.9	9	f107r	f107r	f107	f107r|P003	0	chXy	1	1	1
IT2a|f107v.11|G003	IT2a	f107v.11|G003|shXdy	f107v.11	3	f107v	f107v	f107	f107v|P004	0	shXdy	1	1	1
IT2a|f107v.12|G006	IT2a	f107v.12|G006|shXdy	f107v.12	6	f107v	f107v	f107	f107v|P004	0	shXdy	1	1	1
IT2a|f107v.21|G004	IT2a	f107v.21|G004|chXl	f107v.21	4	f107v	f107v	f107	f107v|P006	1	chXl	1	2	1
IT2a|f107v.22|G005	IT2a	f107v.22|G005|chXl	f107v.22	5	f107v	f107v	f107	f107v|P006	1	chXl	1	2	1
IT2a|f107v.30|G010	IT2a	f107v.30|G010|chXy	f107v.30	10	f107v	f107v	f107	f107v|P009	2	chXy	1	2	1
IT2a|f107v.31|G002	IT2a	f107v.31|G002|chXy	f107v.31	2	f107v	f107v	f107	f107v|P009	2	chXy	1	2	1
IT2a|f108r.17|G003	IT2a	f108r.17|G003|chXdy	f108r.17	3	f108r	f108r	f108	f108r|P005	1	chXdy	2	2	1
IT2a|f108r.17|G009	IT2a	f108r.17|G009|chXdy	f108r.17	9	f108r	f108r	f108	f108r|P005	1	chXdy	2	2	1
IT2a|f108r.18|G006	IT2a	f108r.18|G006|chXdy	f108r.18	6	f108r	f108r	f108	f108r|P005	1	chXdy	2	2	1
IT2a|f108r.21|G004	IT2a	f108r.21|G004|shXdy	f108r.21	4	f108r	f108r	f108	f108r|P006	1	shXdy	1	1	0
IT2a|f108r.22|G007	IT2a	f108r.22|G007|shXdy	f108r.22	7	f108r	f108r	f108	f108r|P006	1	shXdy	1	1	0
IT2a|f108r.22|G009	IT2a	f108r.22|G009|chXy	f108r.22	9	f108r	f108r	f108	f108r|P006	1	chXy	1	2	1
IT2a|f108r.23|G002	IT2a	f108r.23|G002|chXy	f108r.23	2	f108r	f108r	f108	f108r|P006	1	chXy	1	2	1
IT2a|f108r.41|G007	IT2a	f108r.41|G007|chXdy	f108r.41	7	f108r	f108r	f108	f108r|P012	3	chXdy	1	1	1
IT2a|f108r.42|G006	IT2a	f108r.42|G006|chXdy	f108r.42	6	f108r	f108r	f108	f108r|P012	3	chXdy	1	1	1
IT2a|f108r.49|G002	IT2a	f108r.49|G002|lchXdy	f108r.49	2	f108r	f108r	f108	f108r|P014	3	lchXdy	2	1	1
IT2a|f108r.49|G006	IT2a	f108r.49|G006|lchXdy	f108r.49	6	f108r	f108r	f108	f108r|P014	3	lchXdy	2	1	1
IT2a|f108r.50|G002	IT2a	f108r.50|G002|lchXdy	f108r.50	2	f108r	f108r	f108	f108r|P014	3	lchXdy	2	1	0
IT2a|f108v.22|G003	IT2a	f108v.22|G003|shXey	f108v.22	3	f108v	f108v	f108	f108v|P006	1	shXey	1	1	1
IT2a|f108v.24|G008	IT2a	f108v.24|G008|shXey	f108v.24	8	f108v	f108v	f108	f108v|P006	1	shXey	1	1	1
IT2a|f108v.30|G010	IT2a	f108v.30|G010|shXdy	f108v.30	10	f108v	f108v	f108	f108v|P007	2	shXdy	2	1	0
IT2a|f108v.32|G006	IT2a	f108v.32|G006|shXdy	f108v.32	6	f108v	f108v	f108	f108v|P007	2	shXdy	2	1	1
IT2a|f108v.33|G003	IT2a	f108v.33|G003|chXy	f108v.33	3	f108v	f108v	f108	f108v|P007	2	chXy	4	1	1
IT2a|f108v.35|G006	IT2a	f108v.35|G006|chXy	f108v.35	6	f108v	f108v	f108	f108v|P007	2	chXy	4	1	0
IT2a|f108v.37|G009	IT2a	f108v.37|G009|shXdy	f108v.37	9	f108v	f108v	f108	f108v|P007	2	shXdy	2	1	1
IT2a|f108v.38|G004	IT2a	f108v.38|G004|chXy	f108v.38	4	f108v	f108v	f108	f108v|P007	2	chXy	4	1	1
IT2a|f108v.39|G002	IT2a	f108v.39|G002|chXy	f108v.39	2	f108v	f108v	f108	f108v|P007	2	chXy	4	1	1
IT2a|f108v.39|G004	IT2a	f108v.39|G004|chXy	f108v.39	4	f108v	f108v	f108	f108v|P007	2	chXy	4	1	1
IT2a|f111r.10|G003	IT2a	f111r.10|G003|shXdy	f111r.10	3	f111r	f111r	f111	f111r|P002	0	shXdy	1	3	1
IT2a|f111r.10|G009	IT2a	f111r.10|G009|chXdy	f111r.10	9	f111r	f111r	f111	f111r|P002	0	chXdy	4	1	1
IT2a|f111r.14|G011	IT2a	f111r.14|G011|chXdy	f111r.14	11	f111r	f111r	f111	f111r|P002	0	chXdy	4	1	1
IT2a|f111r.14|G012	IT2a	f111r.14|G012|lchXdy	f111r.14	12	f111r	f111r	f111	f111r|P002	0	lchXdy	2	1	1
IT2a|f111r.1|G008	IT2a	f111r.1|G008|shXy	f111r.1	8	f111r	f111r	f111	f111r|P001	0	shXy	1	1	1
IT2a|f111r.1|G011	IT2a	f111r.1|G011|shXy	f111r.1	11	f111r	f111r	f111	f111r|P001	0	shXy	1	1	1
IT2a|f111r.28|G010	IT2a	f111r.28|G010|chXdy	f111r.28	10	f111r	f111r	f111	f111r|P002	2	chXdy	2	1	1
IT2a|f111r.2|G006	IT2a	f111r.2|G006|shXdy	f111r.2	6	f111r	f111r	f111	f111r|P001	0	shXdy	2	2	1
IT2a|f111r.2|G009	IT2a	f111r.2|G009|shXdy	f111r.2	9	f111r	f111r	f111	f111r|P001	0	shXdy	2	2	1
IT2a|f111r.30|G009	IT2a	f111r.30|G009|chXdy	f111r.30	9	f111r	f111r	f111	f111r|P002	2	chXdy	2	1	1
IT2a|f111r.33|G011	IT2a	f111r.33|G011|chXdy	f111r.33	11	f111r	f111r	f111	f111r|P002	2	chXdy	2	1	0
IT2a|f111r.42|G007	IT2a	f111r.42|G007|chXdy	f111r.42	7	f111r	f111r	f111	f111r|P003	3	chXdy	2	2	1
IT2a|f111r.42|G009	IT2a	f111r.42|G009|chXdy	f111r.42	9	f111r	f111r	f111	f111r|P003	3	chXdy	2	2	0
IT2a|f111r.43|G005	IT2a	f111r.43|G005|chXdy	f111r.43	5	f111r	f111r	f111	f111r|P003	3	chXdy	2	2	1
IT2a|f111r.47|G007	IT2a	f111r.47|G007|chXdy	f111r.47	7	f111r	f111r	f111	f111r|P004	3	chXdy	1	3	1
IT2a|f111r.47|G009	IT2a	f111r.47|G009|chXdy	f111r.47	9	f111r	f111r	f111	f111r|P004	3	chXdy	1	3	1
IT2a|f111r.48|G008	IT2a	f111r.48|G008|chXal	f111r.48	8	f111r	f111r	f111	f111r|P005	3	chXal	1	1	1
IT2a|f111r.49|G005	IT2a	f111r.49|G005|lchXdy	f111r.49	5	f111r	f111r	f111	f111r|P005	3	lchXdy	1	1	0
IT2a|f111r.50|G002	IT2a	f111r.50|G002|lchXdy	f111r.50	2	f111r	f111r	f111	f111r|P005	3	lchXdy	1	1	0
IT2a|f111r.50|G006	IT2a	f111r.50|G006|chXal	f111r.50	6	f111r	f111r	f111	f111r|P005	3	chXal	1	1	0
IT2a|f111r.5|G004	IT2a	f111r.5|G004|shXdy	f111r.5	4	f111r	f111r	f111	f111r|P001	0	shXdy	2	2	1
IT2a|f111r.6|G002	IT2a	f111r.6|G002|shXdy	f111r.6	2	f111r	f111r	f111	f111r|P002	0	shXdy	1	3	1
IT2a|f111r.6|G004	IT2a	f111r.6|G004|chXdy	f111r.6	4	f111r	f111r	f111	f111r|P002	0	chXdy	4	1	1
IT2a|f111r.7|G005	IT2a	f111r.7|G005|lchXdy	f111r.7	5	f111r	f111r	f111	f111r|P002	0	lchXdy	2	1	1
IT2a|f111r.9|G004	IT2a	f111r.9|G004|lchXdy	f111r.9	4	f111r	f111r	f111	f111r|P002	0	lchXdy	2	1	0
IT2a|f111r.9|G008	IT2a	f111r.9|G008|chXdy	f111r.9	8	f111r	f111r	f111	f111r|P002	0	chXdy	4	1	0
IT2a|f111r.9|G009	IT2a	f111r.9|G009|chXdy	f111r.9	9	f111r	f111r	f111	f111r|P002	0	chXdy	4	1	0
IT2a|f111v.22|G011	IT2a	f111v.22|G011|chXy	f111v.22	11	f111v	f111v	f111	f111v|P001	1	chXy	1	1	0
IT2a|f111v.24|G006	IT2a	f111v.24|G006|chXy	f111v.24	6	f111v	f111v	f111	f111v|P001	1	chXy	1	1	0
IT2a|f111v.31|G006	IT2a	f111v.31|G006|chXy	f111v.31	6	f111v	f111v	f111	f111v|P004	2	chXy	4	3	1
IT2a|f111v.31|G008	IT2a	f111v.31|G008|chXy	f111v.31	8	f111v	f111v	f111	f111v|P004	2	chXy	4	3	1
IT2a|f111v.32|G002	IT2a	f111v.32|G002|chXy	f111v.32	2	f111v	f111v	f111	f111v|P004	2	chXy	4	3	1
IT2a|f111v.32|G006	IT2a	f111v.32|G006|chXy	f111v.32	6	f111v	f111v	f111	f111v|P004	2	chXy	4	3	1
IT2a|f111v.32|G010	IT2a	f111v.32|G010|chXy	f111v.32	10	f111v	f111v	f111	f111v|P004	2	chXy	4	3	1
IT2a|f111v.38|G007	IT2a	f111v.38|G007|chXdy	f111v.38	7	f111v	f111v	f111	f111v|P006	2	chXdy	3	1	0
IT2a|f111v.39|G003	IT2a	f111v.39|G003|chXdy	f111v.39	3	f111v	f111v	f111	f111v|P006	2	chXdy	3	1	1
IT2a|f111v.39|G006	IT2a	f111v.39|G006|chXdy	f111v.39	6	f111v	f111v	f111	f111v|P006	2	chXdy	3	1	1
IT2a|f111v.39|G010	IT2a	f111v.39|G010|chXdy	f111v.39	10	f111v	f111v	f111	f111v|P006	2	chXdy	3	1	1
IT2a|f111v.46|G002	IT2a	f111v.46|G002|chXy	f111v.46	2	f111v	f111v	f111	f111v|P007	3	chXy	1	2	0
IT2a|f111v.47|G004	IT2a	f111v.47|G004|chXy	f111v.47	4	f111v	f111v	f111	f111v|P007	3	chXy	1	2	0
IT2a|f111v.48|G002	IT2a	f111v.48|G002|chXey	f111v.48	2	f111v	f111v	f111	f111v|P008	3	chXey	1	1	1
IT2a|f111v.49|G002	IT2a	f111v.49|G002|chXey	f111v.49	2	f111v	f111v	f111	f111v|P008	3	chXey	1	1	1
IT2a|f111v.49|G009	IT2a	f111v.49|G009|chXy	f111v.49	9	f111v	f111v	f111	f111v|P008	3	chXy	1	2	1
IT2a|f111v.50|G004	IT2a	f111v.50|G004|chXy	f111v.50	4	f111v	f111v	f111	f111v|P008	3	chXy	1	2	1
IT2a|f112v.13|G004	IT2a	f112v.13|G004|chXdy	f112v.13	4	f112v	f112v	f112	f112v|P003	1	chXdy	1	3	1
IT2a|f112v.13|G007	IT2a	f112v.13|G007|chXdy	f112v.13	7	f112v	f112v	f112	f112v|P003	1	chXdy	1	3	1
IT2a|f112v.34|G003	IT2a	f112v.34|G003|chXckhy	f112v.34	3	f112v	f112v	f112	f112v|P009	2	chXckhy	1	1	1
IT2a|f112v.35|G006	IT2a	f112v.35|G006|chXckhy	f112v.35	6	f112v	f112v	f112	f112v|P009	2	chXckhy	1	1	1
IT2a|f112v.37|G009	IT2a	f112v.37|G009|chXl	f112v.37	9	f112v	f112v	f112	f112v|P010	3	chXl	1	2	1
IT2a|f112v.38|G007	IT2a	f112v.38|G007|chXl	f112v.38	7	f112v	f112v	f112	f112v|P010	3	chXl	1	2	1
IT2a|f113r.5|G011	IT2a	f113r.5|G011|chXdy	f113r.5	11	f113r	f113r	f113	f113r|P002	0	chXdy	1	2	0
IT2a|f113r.5|G012	IT2a	f113r.5|G012|chXdy	f113r.5	12	f113r	f113r	f113	f113r|P002	0	chXdy	1	2	1
IT2a|f113r.6|G008	IT2a	f113r.6|G008|chXs	f113r.6	8	f113r	f113r	f113	f113r|P002	0	chXs	1	1	1
IT2a|f113r.7|G001	IT2a	f113r.7|G001|chXs	f113r.7	1	f113r	f113r	f113	f113r|P002	0	chXs	1	1	1
IT2a|f113v.46|G002	IT2a	f113v.46|G002|chXey	f113v.46	2	f113v	f113v	f113	f113v|P014	3	chXey	1	1	0
IT2a|f113v.46|G005	IT2a	f113v.46|G005|chXey	f113v.46	5	f113v	f113v	f113	f113v|P014	3	chXey	1	1	0
IT2a|f114r.4|G005	IT2a	f114r.4|G005|chXdy	f114r.4	5	f114r	f114r	f114	f114r|P002	0	chXdy	2	2	1
IT2a|f114r.5|G002	IT2a	f114r.5|G002|chXdy	f114r.5	2	f114r	f114r	f114	f114r|P002	0	chXdy	2	2	1
IT2a|f114r.6|G004	IT2a	f114r.6|G004|chXdy	f114r.6	4	f114r	f114r	f114	f114r|P002	0	chXdy	2	2	1
IT2a|f114v.10|G005	IT2a	f114v.10|G005|chXdain	f114v.10	5	f114v	f114v	f114	f114v|P003	0	chXdain	1	3	0
IT2a|f114v.1|G003	IT2a	f114v.1|G003|chXdain	f114v.1	3	f114v	f114v	f114	f114v|P001	0	chXdain	2	2	1
IT2a|f114v.2|G008	IT2a	f114v.2|G008|chXdain	f114v.2	8	f114v	f114v	f114	f114v|P001	0	chXdain	2	2	1
IT2a|f114v.2|G009	IT2a	f114v.2|G009|shXdy	f114v.2	9	f114v	f114v	f114	f114v|P001	0	shXdy	1	1	1
IT2a|f114v.4|G009	IT2a	f114v.4|G009|chXdain	f114v.4	9	f114v	f114v	f114	f114v|P001	0	chXdain	2	2	0
IT2a|f114v.5|G005	IT2a	f114v.5|G005|shXdy	f114v.5	5	f114v	f114v	f114	f114v|P001	0	shXdy	1	1	1
IT2a|f114v.8|G006	IT2a	f114v.8|G006|chXdain	f114v.8	6	f114v	f114v	f114	f114v|P003	0	chXdain	1	3	1
IT2a|f115r.11|G002	IT2a	f115r.11|G002|chXdy	f115r.11	2	f115r	f115r	f115	f115r|P004	0	chXdy	1	3	1
