source_record_id	source_page	physical_folio	source_location	source_object_guess	source_comment	root_state	state_rule	primary_current_mapping	mapped_locus	manual_pairing_class	local_relation_tags	detailed_root_state	state_comparison
STOLFI_BEST_1214	f89v2	f89	f89v2.t.4	plant	dark roots, light twigs	DARK	EXPLICIT_ROOT_CLAUSE	1	f89v2.4	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	DARK	AGREE
STOLFI_BEST_1216	f89v2	f89	f89v2.t.5	plant	light roots, leaves	LIGHT	EXPLICIT_ROOT_CLAUSE	1	f89v2.5	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	LIGHT	AGREE
STOLFI_BEST_1218	f89v2	f89	f89v2.t.6	plant	dark roots, leaves	DARK	EXPLICIT_ROOT_CLAUSE	0	f89v2.6	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	DARK	AGREE
STOLFI_BEST_1222	f89v2	f89	f89v2.m.2	plant	dark roots, leaf	DARK	EXPLICIT_ROOT_CLAUSE	1	f89v2.12	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	DARK	AGREE
STOLFI_BEST_1230	f89v2	f89	f89v2.b.2	plant	light roots, flower	LIGHT	EXPLICIT_ROOT_CLAUSE	1	f89v2.24	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1236	f89v2	f89	f89v2.x.2	plant	light roots, dark leaf	LIGHT	EXPLICIT_ROOT_CLAUSE	0	f89v2.21	NO_EXACT_ANNOTATION		UNKNOWN	UNKNOWN
STOLFI_BEST_1238	f89v2	f89	f89v2.x.4	plant	dark roots, dark leaves with light stripe	DARK	EXPLICIT_ROOT_CLAUSE	0		NO_EXACT_ANNOTATION		UNKNOWN	UNKNOWN
STOLFI_BEST_1241	f89v2	f89	f89v2.x.7	plant	dark root, dark leaf	DARK	EXPLICIT_ROOT_CLAUSE	0	f89v2.19	NO_EXACT_ANNOTATION		UNKNOWN	UNKNOWN
STOLFI_BEST_1242	f89v2	f89	f89v2.x.8	plant	dark roots, flowers, grassy at base of stem	DARK	EXPLICIT_ROOT_CLAUSE	0	f89v2.7	NO_EXACT_ANNOTATION		UNKNOWN	UNKNOWN
STOLFI_BEST_1246	f89v2	f89	f89v2.x.12	plant	large, light roots, dark leaves	LIGHT	EXPLICIT_ROOT_CLAUSE	0	f89v2.16	NO_EXACT_ANNOTATION		UNKNOWN	UNKNOWN
STOLFI_BEST_1247	f89v2	f89	f89v2.x.13	plant	long dark root, dark leaves	DARK	EXPLICIT_ROOT_CLAUSE	0	f89v2.10	NO_EXACT_ANNOTATION		UNKNOWN	UNKNOWN
STOLFI_BEST_1249	f89v2	f89	f89v2.x.15	plant	large, dark roots, dark flower	DARK	EXPLICIT_ROOT_CLAUSE	0	f89v2.9	NO_EXACT_ANNOTATION		UNKNOWN	UNKNOWN
STOLFI_BEST_1250	f89v2	f89	f89v2.x.16	plant	dark roots, large dark circular flower	DARK	EXPLICIT_ROOT_CLAUSE	0	f89v2.8	NO_EXACT_ANNOTATION		UNKNOWN	UNKNOWN
STOLFI_BEST_1252	f89v2	f89	f89v2.x.18	plant	large, light roots, dark leaves	LIGHT	EXPLICIT_ROOT_CLAUSE	0	f89v2.20	NO_EXACT_ANNOTATION		UNKNOWN	UNKNOWN
STOLFI_BEST_1259	f89v1	f89	f89v1.t.2	plant	dark roots, leaf	DARK	EXPLICIT_ROOT_CLAUSE	0	f89v1.2	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1261	f89v1	f89	f89v1.t.3	plant	light roots, lumpy base of stem, dark leaf	LIGHT	EXPLICIT_ROOT_CLAUSE	1	f89v1.3	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	LIGHT	AGREE
STOLFI_BEST_1267	f89v1	f89	f89v1.b.2	plant	large light roots, dark flowers	LIGHT	EXPLICIT_ROOT_CLAUSE	1	f89v1.22	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_OVERLAP_OR_CONTACT;REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1272	f89v1	f89	f89v1.x.1	plant	dark roots, dark round flowers	DARK	EXPLICIT_ROOT_CLAUSE	0	f89v1.24	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	DARK	AGREE
STOLFI_BEST_1276	f99r	f99	f99r.x.2	root	light	LIGHT	DIRECT_ROOT_OBJECT	1	f99r.21	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1281	f99r	f99	f99r.x.7	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99r.3	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1282	f99r	f99	f99r.x.8	root	light	LIGHT	DIRECT_ROOT_OBJECT	1	f99r.35	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1283	f99r	f99	f99r.x.9	root	dark	DARK	DIRECT_ROOT_OBJECT	0	f99r.20	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1284	f99r	f99	f99r.x.10	root	dark	DARK	DIRECT_ROOT_OBJECT	0	f99r.22	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1285	f99r	f99	f99r.x.11	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99r.34	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1286	f99r	f99	f99r.x.12	root	light	LIGHT	DIRECT_ROOT_OBJECT	0	f99r.2	PUBLIC_COUNT_ONLY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1288	f99r	f99	f99r.x.14	root	light	LIGHT	DIRECT_ROOT_OBJECT	0	f99r.11	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1289	f99r	f99	f99r.x.15	root	light	LIGHT	DIRECT_ROOT_OBJECT	0	f99r.8	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1291	f99r	f99	f99r.x.17	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99r.12	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1293	f99r	f99	f99r.x.19	root	dark	DARK	DIRECT_ROOT_OBJECT	0	f99r.4	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1294	f99r	f99	f99r.x.20	root	light	LIGHT	DIRECT_ROOT_OBJECT	0	f99r.24	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1295	f99r	f99	f99r.x.21	root	light	LIGHT	DIRECT_ROOT_OBJECT	0	f99r.6	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1297	f99r	f99	f99r.x.23	root	with bulb, light	LIGHT	DIRECT_ROOT_OBJECT	1	f99r.14	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1298	f99r	f99	f99r.x.24	root	dark, hairy	DARK	DIRECT_ROOT_OBJECT	0	f99r.37	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1300	f99r	f99	f99r.x.26	root	light	LIGHT	DIRECT_ROOT_OBJECT	1	f99r.39	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1301	f99r	f99	f99r.x.27	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99r.10	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1305	f99r	f99	f99r.x.31	root	light	LIGHT	DIRECT_ROOT_OBJECT	0	f99r.27	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1306	f99v	f99	f99v.x.1	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99v.8	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1308	f99v	f99	f99v.x.3	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99v.28	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1312	f99v	f99	f99v.x.7	plant	large dark roots, flower	DARK	EXPLICIT_ROOT_CLAUSE	1	f99v.44	NO_PUBLIC_PAIRING_STATEMENT	REL_PROXIMITY	DARK	AGREE
STOLFI_BEST_1313	f99v	f99	f99v.x.8	root	light	LIGHT	DIRECT_ROOT_OBJECT	1	f99v.15	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1315	f99v	f99	f99v.x.10	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99v.29	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1316	f99v	f99	f99v.x.11	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99v.4	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1317	f99v	f99	f99v.x.12	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99v.30	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1318	f99v	f99	f99v.x.13	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99v.7	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1319	f99v	f99	f99v.x.14	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99v.20	PUBLIC_COUNT_ONLY	REL_OVERLAP_OR_CONTACT;REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1320	f99v	f99	f99v.x.15	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99v.6	PUBLIC_COUNT_ONLY	REL_PROXIMITY	DARK	AGREE
STOLFI_BEST_1321	f99v	f99	f99v.x.16	root	light	LIGHT	DIRECT_ROOT_OBJECT	1	f99v.27	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1322	f99v	f99	f99v.x.17	root	light, hairy	LIGHT	DIRECT_ROOT_OBJECT	1	f99v.9	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1326	f99v	f99	f99v.x.21	root	light	LIGHT	DIRECT_ROOT_OBJECT	1	f99v.18	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1327	f99v	f99	f99v.x.22	root	dark	DARK	DIRECT_ROOT_OBJECT	1	f99v.17	PUBLIC_COUNT_ONLY	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1374	f100r	f100	f100r.b.4	plant	light roots, dark stem and flower	LIGHT	EXPLICIT_ROOT_CLAUSE	1	f100r.19	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	LIGHT	AGREE
STOLFI_BEST_1377	f100r	f100	f100r.b.5	plant	dark roots, leaves	DARK	EXPLICIT_ROOT_CLAUSE	1	f100r.20	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1380	f100r	f100	f100r.b.6	plant	light roots, dark flowers with white trim	LIGHT	EXPLICIT_ROOT_CLAUSE	1	f100r.21	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	LIGHT	AGREE
STOLFI_BEST_1391	f100v	f100	f100v.b.1	plant	dark flower, light pedals, dark root	DARK	EXPLICIT_ROOT_CLAUSE	1	f100v.1	PUBLIC_CLEAR_PAIRING	REL_PROXIMITY	DARK	AGREE
STOLFI_BEST_1393	f100v	f100	f100v.b.2	plant	light flower, dark leaves, dark root	DARK	EXPLICIT_ROOT_CLAUSE	1	f100v.2	PUBLIC_CLEAR_PAIRING	REL_PROXIMITY	DARK	AGREE
STOLFI_BEST_1395	f100v	f100	f100v.b.3	plant	dark leaves, light roots	LIGHT	EXPLICIT_ROOT_CLAUSE	1	f100v.3	PUBLIC_CLEAR_PAIRING	REL_PROXIMITY	DARK	CONFLICT
STOLFI_BEST_1401	f100v	f100	f100v.b.6	plant	dark leaves, light roots	LIGHT	EXPLICIT_ROOT_CLAUSE	1	f100v.6	PUBLIC_CLEAR_PAIRING	REL_PROXIMITY	LIGHT	AGREE
STOLFI_BEST_1409	f100v	f100	f100v.b.10	plant	dark leaves, light stem, dark base, light roots	LIGHT	EXPLICIT_ROOT_CLAUSE	1	f100v.10	NO_PUBLIC_PAIRING_STATEMENT	REL_PROXIMITY	LIGHT	AGREE
STOLFI_BEST_1413	f100v	f100	f100v.b.12	plant	dark leaves, light roots	LIGHT	EXPLICIT_ROOT_CLAUSE	1	f100v.12	NO_PUBLIC_PAIRING_STATEMENT	REL_PROXIMITY	LIGHT	AGREE
STOLFI_BEST_1415	f100v	f100	f100v.b.13	plant	very large dark leaf, light roots	LIGHT	EXPLICIT_ROOT_CLAUSE	1	f100v.13	NO_PUBLIC_PAIRING_STATEMENT	REL_PROXIMITY	LIGHT	AGREE
STOLFI_BEST_1420	f101v2	f101	f101v2.x.4	plant	light flowers, stem, dark root	DARK	EXPLICIT_ROOT_CLAUSE	1	f101v2.13	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1421	f101v2	f101	f101v2.x.5	plant	one large dark leaf, light stem, dark roots	DARK	EXPLICIT_ROOT_CLAUSE	1	f101v2.12	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1423	f101v2	f101	f101v2.x.7	plant	dark conical leaves, flowers, light stem, dark roots	DARK	EXPLICIT_ROOT_CLAUSE	1	f101v2.3	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1425	f101v2	f101	f101v2.x.9	plant	dark leaves, stem, light roots	LIGHT	EXPLICIT_ROOT_CLAUSE	0	f101v2.4	PUBLIC_ASSUMED_OR_AMBIGUOUS	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1448	f102r1	f102	f102r1.l1.1	plant	enormous dark roots, 4 dark leaves	DARK	EXPLICIT_ROOT_CLAUSE	1	f102r1.2	NO_PUBLIC_PAIRING_STATEMENT	REL_PROXIMITY	UNKNOWN	UNKNOWN
STOLFI_BEST_1490	f102v2	f102	f102v2.l3.2	plant	dark roots, light stem	DARK	EXPLICIT_ROOT_CLAUSE	1	f102v2.26	NO_PUBLIC_PAIRING_STATEMENT	REL_PROXIMITY	DARK	AGREE
