unit_id	cell_id	physical_folio	section	position
LRG007-U877beb60fb898c492b91	LRG007-C008	f102	P	LAST
LRG007-U93e09e3d78bbe0f55038	LRG007-C008	f102	P	LAST
LRG007-Uae9869790e47fcc18aad	LRG007-C008	f102	P	CORE
LRG007-Ub2b8993c575e0436d78e	LRG007-C008	f102	P	CORE
LRG007-Uba5f937c154eddbb1d06	LRG007-C008	f102	P	CORE
LRG007-Ubd6cbdd27e5e3b8341d7	LRG007-C008	f102	P	FIRST
LRG007-Uca036fb1d3ad2c193d30	LRG007-C008	f102	P	CORE
LRG007-Ufffe0e292d33c7331357	LRG007-C008	f102	P	CORE
LRG007-U04bf9a67a8f6683fcae2	LRG007-C009	f102	P	CORE
LRG007-U1405ce9fab597c6598ab	LRG007-C009	f102	P	FIRST
LRG007-U3202333e0e5f9f3bb57e	LRG007-C009	f102	P	FIRST
LRG007-U32f497a61b8d9b5017e2	LRG007-C009	f102	P	FIRST
LRG007-U3bce62eec583af662663	LRG007-C009	f102	P	CORE
LRG007-U50255734b7373e54a101	LRG007-C009	f102	P	CORE
LRG007-U521f4c1147f51caf5e01	LRG007-C009	f102	P	CORE
LRG007-U986d5f13434b23ab2112	LRG007-C009	f102	P	CORE
LRG007-Ua722b09a27f78ef80801	LRG007-C009	f102	P	CORE
LRG007-Ude263ba258f3a8ad1397	LRG007-C009	f102	P	FIRST
LRG007-Ue817951c8eea04ec8f41	LRG007-C009	f102	P	CORE
LRG007-Uf42ddf0f565b87de92b0	LRG007-C009	f102	P	LAST
LRG007-Ufd9e93e026abdab3ff83	LRG007-C009	f102	P	CORE
LRG007-U05e63c690f4d553bfbdf	LRG007-C010	f102	P	CORE
LRG007-U0cc4187cc61a5b768354	LRG007-C010	f102	P	LAST
LRG007-U25b7d852490d40fc102b	LRG007-C010	f102	P	CORE
LRG007-U2b2678f54fce7350c2b6	LRG007-C010	f102	P	CORE
LRG007-U3c01f22158f3d4bdae5a	LRG007-C010	f102	P	CORE
LRG007-U6acb96dfb02b6bada3f3	LRG007-C010	f102	P	CORE
LRG007-U884ab40b411393e59fac	LRG007-C010	f102	P	CORE
LRG007-U929c9b038b820374c67c	LRG007-C010	f102	P	LAST
LRG007-U92c9f1ba8660814fe6be	LRG007-C010	f102	P	FIRST
LRG007-U9bad89af95b9d6be94d5	LRG007-C010	f102	P	CORE
LRG007-Uab3b30aaafc519c7df71	LRG007-C010	f102	P	CORE
LRG007-Ud1a0b2af55ea5c49c932	LRG007-C010	f102	P	FIRST
LRG007-Ufb3bca7ecf8bdacb7ca1	LRG007-C010	f102	P	LAST
LRG007-U0329df5e1cfc9ad7ae87	LRG007-C011	f102	P	CORE
LRG007-U1916491dbdb30ba188c8	LRG007-C011	f102	P	FIRST
LRG007-U28638c536ae2bebee1cd	LRG007-C011	f102	P	CORE
LRG007-U3958fe112b0dd9c7e057	LRG007-C011	f102	P	CORE
LRG007-U3d134b127bc3fc730981	LRG007-C011	f102	P	CORE
LRG007-U410a6397987714c7be32	LRG007-C011	f102	P	CORE
LRG007-U4af548d9182a7ad0a040	LRG007-C011	f102	P	CORE
LRG007-U4ceddf14b19f9b02e0f7	LRG007-C011	f102	P	CORE
LRG007-U5fe3175097ebeba089a6	LRG007-C011	f102	P	CORE
LRG007-U671f442b9c6af1ed22b5	LRG007-C011	f102	P	CORE
LRG007-U759b3ae30e88d934b654	LRG007-C011	f102	P	CORE
LRG007-U7e99e9ed715c4f0723f3	LRG007-C011	f102	P	CORE
LRG007-U80ebb34740d03933ba91	LRG007-C011	f102	P	CORE
LRG007-Uadac46a80cffeed50662	LRG007-C011	f102	P	CORE
LRG007-Ub65c72036fecd122ce56	LRG007-C011	f102	P	CORE
LRG007-Ub8e631abc1082f89ddee	LRG007-C011	f102	P	CORE
LRG007-Uc92f261b32d11f41c25c	LRG007-C011	f102	P	FIRST
LRG007-Uce0eed68d6e0c3b4b169	LRG007-C011	f102	P	CORE
LRG007-Udb1c58a5c342d96751bb	LRG007-C011	f102	P	CORE
LRG007-Uef8d2e576a9c92e70f6e	LRG007-C011	f102	P	LAST
LRG007-Uf1e1171d8c7ca4048be1	LRG007-C011	f102	P	CORE
LRG007-Uf922b8799286f4c22cdd	LRG007-C011	f102	P	FIRST
LRG007-Uf97c78a6a1fa66e8a13c	LRG007-C011	f102	P	CORE
LRG007-Ufab621ba8d0f6d09b70f	LRG007-C011	f102	P	CORE
LRG007-Ufb7fa37b9d1bf8fc57be	LRG007-C011	f102	P	CORE
LRG007-U19e695eb10096710e354	LRG007-C012	f102	P	FIRST
LRG007-U372a4dc80bb1dfd4e84e	LRG007-C012	f102	P	CORE
LRG007-U45ca795fe2f849d0202c	LRG007-C012	f102	P	FIRST
LRG007-U4dc38d1b09b4fdb2803f	LRG007-C012	f102	P	CORE
LRG007-U59b7eb008d9d2363a233	LRG007-C012	f102	P	LAST
LRG007-U62ae038bbc299c5a3641	LRG007-C012	f102	P	LAST
LRG007-U8563d669a37937d2be11	LRG007-C012	f102	P	CORE
LRG007-U92f53bfa367a28ccc449	LRG007-C012	f102	P	CORE
LRG007-Ue0c84437d9934946314a	LRG007-C012	f102	P	LAST
LRG007-Ue21c270723d456818262	LRG007-C012	f102	P	CORE
LRG007-Uea44a22023374d7ea6f3	LRG007-C012	f102	P	CORE
LRG007-Uf51e492181b847c41086	LRG007-C012	f102	P	CORE
LRG007-U14d5d1012439ae55a25a	LRG007-C013	f102	P	CORE
LRG007-U5dcf10a6bb152bd94a2f	LRG007-C013	f102	P	LAST
LRG007-U693ee78933d0dbbde5ff	LRG007-C013	f102	P	CORE
LRG007-U6c5efac448717d2be97a	LRG007-C013	f102	P	FIRST
LRG007-U70c194c185b2ede2f903	LRG007-C013	f102	P	CORE
LRG007-U75ace3e5f02bf08d1450	LRG007-C013	f102	P	CORE
LRG007-U95a93d0637ff5f50076d	LRG007-C013	f102	P	FIRST
LRG007-Ua0fc2a2321e81bdabc62	LRG007-C013	f102	P	CORE
LRG007-Ub652a67239079567e5ea	LRG007-C013	f102	P	CORE
LRG007-Uc00ff4499fec75023c60	LRG007-C013	f102	P	CORE
LRG007-Ucb6416b894d995340c0e	LRG007-C013	f102	P	CORE
LRG007-Udc8f56db0fe1ddc72efe	LRG007-C013	f102	P	CORE
LRG007-U0077c946313cc2e9ffa6	LRG007-C014	f102	P	CORE
LRG007-U07402631b6e4a0a6552c	LRG007-C014	f102	P	CORE
LRG007-U2dd1535065b7f9941816	LRG007-C014	f102	P	CORE
LRG007-U2f4248359a62f7eb9504	LRG007-C014	f102	P	LAST
LRG007-U33113d85e3f656f7c86f	LRG007-C014	f102	P	CORE
LRG007-U35c1735f1a606b40f880	LRG007-C014	f102	P	CORE
LRG007-U391455d29c575c5dc230	LRG007-C014	f102	P	LAST
LRG007-Ua6fccc006250f1f4c6a0	LRG007-C014	f102	P	CORE
LRG007-Ua8109b382fa039088276	LRG007-C014	f102	P	CORE
LRG007-Uac746690fa9932196331	LRG007-C014	f102	P	FIRST
LRG007-Ub24c16d9f94935b184a0	LRG007-C014	f102	P	CORE
LRG007-Uc5ab40022a7d9b198885	LRG007-C014	f102	P	CORE
LRG007-Uc98004e0804fa2c488a2	LRG007-C014	f102	P	CORE
LRG007-Ud0434f1ea34b323e5f54	LRG007-C014	f102	P	FIRST
LRG007-Ue719ad5c6a3f60974159	LRG007-C014	f102	P	CORE
LRG007-U34517abeebddc9753d2e	LRG007-C015	f102	P	CORE
LRG007-U46629d4f0a2a5eb3d9f9	LRG007-C015	f102	P	CORE
LRG007-U5afe70c4e5b13933603a	LRG007-C015	f102	P	LAST
LRG007-U5de37961f8a514154ef6	LRG007-C015	f102	P	FIRST
LRG007-U6107e3596b4a24f175c5	LRG007-C015	f102	P	CORE
LRG007-U79a4a740ce07c6c3a360	LRG007-C015	f102	P	CORE
LRG007-U887e96ae5d05ab03f7a9	LRG007-C015	f102	P	CORE
LRG007-U8dcbd015b90f5b083a46	LRG007-C015	f102	P	CORE
LRG007-U8fd77092bd9912632fd0	LRG007-C015	f102	P	CORE
LRG007-U981738edd98518a7c3ea	LRG007-C015	f102	P	CORE
LRG007-Ub372ca6ff5a51f2551a5	LRG007-C015	f102	P	CORE
LRG007-Ubfc435a7cd67aed83b37	LRG007-C015	f102	P	CORE
LRG007-Uc83f646e3fbf21690e8c	LRG007-C015	f102	P	FIRST
LRG007-Ud275ce43f423805d0dc8	LRG007-C015	f102	P	CORE
LRG007-Ue8744c432a9e4dce5d22	LRG007-C015	f102	P	CORE
LRG007-U0afcc95ddedf6a97659b	LRG007-C016	f102	P	CORE
LRG007-U25b5f98a4d9b3103ab6f	LRG007-C016	f102	P	CORE
LRG007-U43a11005227062d3ecf2	LRG007-C016	f102	P	CORE
LRG007-U663f0d060150967c4031	LRG007-C016	f102	P	CORE
LRG007-U6db63f59bc2c0619a129	LRG007-C016	f102	P	FIRST
LRG007-U756493210cf1915037e1	LRG007-C016	f102	P	CORE
LRG007-Ua43994234082702d146a	LRG007-C016	f102	P	CORE
LRG007-Ubfe34d33044ce216da66	LRG007-C016	f102	P	LAST
LRG007-Uce5ca7479a27322c73cf	LRG007-C016	f102	P	LAST
LRG007-U16268b1cd5350074d468	LRG007-C017	f102	P	CORE
LRG007-U76c01ed2816c4cac85da	LRG007-C017	f102	P	FIRST
LRG007-Ua75f3f3bb4184de0eaa2	LRG007-C017	f102	P	CORE
LRG007-Ub28d7f9366ca81ad8efe	LRG007-C017	f102	P	CORE
LRG007-Ub66d8b149316334fa0f9	LRG007-C017	f102	P	CORE
LRG007-Ubce48dfcf517374a9e4b	LRG007-C017	f102	P	CORE
LRG007-Ubd2bcc21f1aca1d68cca	LRG007-C017	f102	P	LAST
LRG007-Ucc5087479c7ce547a704	LRG007-C017	f102	P	CORE
LRG007-Ud0fa9ae683128df6f2c2	LRG007-C017	f102	P	CORE
LRG007-Uf382ee4df54766e2257b	LRG007-C017	f102	P	LAST
LRG007-U0feae542163adc8e8c38	LRG007-C018	f102	P	CORE
LRG007-U4f6674f12db24a885668	LRG007-C018	f102	P	CORE
LRG007-U5b866f2dd86ffd2fbc19	LRG007-C018	f102	P	CORE
LRG007-U81c41bec18fa0a4c20ff	LRG007-C018	f102	P	FIRST
LRG007-U8b838dd285e4eb14765a	LRG007-C018	f102	P	CORE
LRG007-Ua6cafc8db64fccecde31	LRG007-C018	f102	P	CORE
LRG007-Ubff3b65a14259a037d0c	LRG007-C018	f102	P	CORE
LRG007-Uc04fd07fbf7b1f92817e	LRG007-C018	f102	P	FIRST
LRG007-Uca610fcf5516daff216e	LRG007-C018	f102	P	CORE
LRG007-Ue60778173c28475c1519	LRG007-C018	f102	P	CORE
LRG007-Ufcd70e1bdb153f9d5ad7	LRG007-C018	f102	P	CORE
LRG007-Uffcb08d427fea3196276	LRG007-C018	f102	P	LAST
LRG007-U003d2fc4d4f827782ec4	LRG007-C019	f75	B	CORE
LRG007-U2948ca35dd47805a7d1a	LRG007-C019	f75	B	FIRST
LRG007-U29d8d0ee084bf590cb8c	LRG007-C019	f75	B	CORE
LRG007-U2b0ab45c9c3d303f21a2	LRG007-C019	f75	B	CORE
LRG007-U3718786b2d2697f4d21e	LRG007-C019	f75	B	CORE
LRG007-U3e44bc33f8430e0677cc	LRG007-C019	f75	B	CORE
LRG007-U3e8d7af0e35cc2f37329	LRG007-C019	f75	B	LAST
LRG007-U4e12261be9942fb7a172	LRG007-C019	f75	B	LAST
LRG007-U71b7f59952a0c424446e	LRG007-C019	f75	B	CORE
LRG007-U7d1f4559fd4c66cf6ad2	LRG007-C019	f75	B	CORE
LRG007-U7eeac0f96ccde2e4bc0b	LRG007-C019	f75	B	FIRST
LRG007-U83b257c48159b9b5bc09	LRG007-C019	f75	B	CORE
LRG007-U8e8cdb044319aa25887f	LRG007-C019	f75	B	LAST
LRG007-U902615d65cbf9d444c0f	LRG007-C019	f75	B	LAST
LRG007-U97beecab370d02b8daab	LRG007-C019	f75	B	CORE
LRG007-U9b9a36060863c5849b64	LRG007-C019	f75	B	CORE
LRG007-Ua4157d12c7b4b0a5e063	LRG007-C019	f75	B	CORE
LRG007-Ua678c3c0a5e1cc46e8d6	LRG007-C019	f75	B	CORE
LRG007-Uaf4508a0c8a9b227f15a	LRG007-C019	f75	B	CORE
LRG007-Ubcdde9cd44adeb5db55c	LRG007-C019	f75	B	CORE
LRG007-Uc79a6007a983598cc1e6	LRG007-C019	f75	B	LAST
LRG007-Ud62a62caad70590455d2	LRG007-C019	f75	B	LAST
LRG007-Udb600c53c960dbfd41d2	LRG007-C019	f75	B	CORE
LRG007-Ue03be97c1fa6cfb97e83	LRG007-C019	f75	B	CORE
LRG007-Ueb99b8529a05a94a1144	LRG007-C019	f75	B	LAST
LRG007-Ufa2c5e9f9ec90d30eff3	LRG007-C019	f75	B	CORE
LRG007-U05e12896b0817cafa240	LRG007-C020	f75	B	LAST
LRG007-U06b39b3fc86a47ae7a15	LRG007-C020	f75	B	LAST
LRG007-U0d4c63afd4db8710a5b6	LRG007-C020	f75	B	CORE
LRG007-U11f54a6dedaf9d19ad58	LRG007-C020	f75	B	LAST
LRG007-U15d39f6abe751ec38cb6	LRG007-C020	f75	B	CORE
LRG007-U19fdd707a154cd39a204	LRG007-C020	f75	B	FIRST
LRG007-U1c0584920c164b2af73a	LRG007-C020	f75	B	CORE
LRG007-U1db778ff570d6ce2cbb5	LRG007-C020	f75	B	CORE
LRG007-U28647d46ba268eea3d39	LRG007-C020	f75	B	CORE
LRG007-U2ff931352f3d2a171a84	LRG007-C020	f75	B	FIRST
LRG007-U3ede8f5d06747b3c64c6	LRG007-C020	f75	B	CORE
LRG007-U3ee74fe120518df1a38b	LRG007-C020	f75	B	FIRST
LRG007-U3fb936c112862d884618	LRG007-C020	f75	B	LAST
LRG007-U463f04a7906d5460a502	LRG007-C020	f75	B	CORE
LRG007-U470713c37229e359cc36	LRG007-C020	f75	B	LAST
LRG007-U50c32bc5d57400a7d0dd	LRG007-C020	f75	B	CORE
LRG007-U52dbce9953175e8bbca9	LRG007-C020	f75	B	CORE
LRG007-U59beffb0981f377bd36b	LRG007-C020	f75	B	CORE
LRG007-U5b583c06820293a0dd26	LRG007-C020	f75	B	FIRST
LRG007-U5e2877049d927b1d7919	LRG007-C020	f75	B	CORE
LRG007-U60a60c7718e76fb778c2	LRG007-C020	f75	B	CORE
LRG007-U64d977d95a094ac7b641	LRG007-C020	f75	B	CORE
LRG007-U6cd10fa9b12d896ee66d	LRG007-C020	f75	B	CORE
LRG007-U724179c035e4bc59a3ba	LRG007-C020	f75	B	CORE
LRG007-U76471c12dc42ae8d3056	LRG007-C020	f75	B	CORE
LRG007-U7970150dd2d350e03863	LRG007-C020	f75	B	CORE
LRG007-U7caf02cdcfd6d48c61fa	LRG007-C020	f75	B	CORE
LRG007-U7cf1207d43cb7f0c2a00	LRG007-C020	f75	B	FIRST
LRG007-U836e6142d77909b3ee59	LRG007-C020	f75	B	LAST
LRG007-U847fbad24a704069b6ad	LRG007-C020	f75	B	CORE
LRG007-U8a4d2397a44730fdd966	LRG007-C020	f75	B	CORE
LRG007-U9bd2426fc0c8276c99a9	LRG007-C020	f75	B	CORE
LRG007-U9e370637d04cdbf50452	LRG007-C020	f75	B	FIRST
LRG007-U9feef6febe7b5b649289	LRG007-C020	f75	B	CORE
LRG007-Ua22f6da240fae8d0142d	LRG007-C020	f75	B	LAST
LRG007-Ua6a19ed99c0c8d52aba8	LRG007-C020	f75	B	FIRST
LRG007-Uad5c9bf3a8bc0685eee5	LRG007-C020	f75	B	FIRST
LRG007-Uaf627b28e73e4b8ef8c4	LRG007-C020	f75	B	CORE
LRG007-Ub3eddaab2e67c8e49e4a	LRG007-C020	f75	B	FIRST
LRG007-Ub4337d185c27b2c21884	LRG007-C020	f75	B	CORE
LRG007-Ub44de8e03cf383a4f2be	LRG007-C020	f75	B	CORE
LRG007-Ub4dcee7f88a50bff3c16	LRG007-C020	f75	B	CORE
LRG007-Ub53a70e04da5dd3f49a0	LRG007-C020	f75	B	CORE
LRG007-Ub80dd872107ca262d6eb	LRG007-C020	f75	B	CORE
LRG007-Ub82af53b0eb0b530436a	LRG007-C020	f75	B	FIRST
LRG007-Ub8651b7cb26dc9315b6f	LRG007-C020	f75	B	LAST
LRG007-Uc2faaa4ed9a7cb79d624	LRG007-C020	f75	B	CORE
LRG007-Uc717ad9971a30ad2b255	LRG007-C020	f75	B	CORE
LRG007-Uc72444ef413aa97cf72e	LRG007-C020	f75	B	CORE
LRG007-Uc784f22b23ce9dca1fd5	LRG007-C020	f75	B	CORE
LRG007-Uc79563ed2f30d88460a9	LRG007-C020	f75	B	CORE
LRG007-Uc824933694dc7d5dbbe1	LRG007-C020	f75	B	CORE
LRG007-Ud7248d8a60f124bfb25d	LRG007-C020	f75	B	FIRST
LRG007-Ud75f69e9511bfbce739d	LRG007-C020	f75	B	CORE
LRG007-Udf6533d2a4fc62e7a16c	LRG007-C020	f75	B	CORE
LRG007-Ue0d82539f261b5e33bd4	LRG007-C020	f75	B	LAST
LRG007-Ue3fa604867ddab263ea5	LRG007-C020	f75	B	LAST
LRG007-Ue79842ecb2f2d43ce46e	LRG007-C020	f75	B	CORE
LRG007-Ue8d2e375d9fb745c6891	LRG007-C020	f75	B	CORE
LRG007-Uea3cb33c351c05adfb09	LRG007-C020	f75	B	FIRST
LRG007-Ueb37925b4bbcbd4a87cb	LRG007-C020	f75	B	CORE
LRG007-Uebac220e5682cab80c34	LRG007-C020	f75	B	FIRST
LRG007-Uebcdbf9ae7729ea9808a	LRG007-C020	f75	B	CORE
LRG007-Uf1c27cf364fac4907635	LRG007-C020	f75	B	CORE
LRG007-Uf83f2d43af299cbc95a7	LRG007-C020	f75	B	LAST
LRG007-Uf938cda6dba9b75e1f02	LRG007-C020	f75	B	FIRST
LRG007-U0cb1574d1d46a074e040	LRG007-C021	f75	B	CORE
LRG007-U14d57b0aa1c8d680eaa7	LRG007-C021	f75	B	LAST
LRG007-U192c83185166e8328749	LRG007-C021	f75	B	CORE
LRG007-U19681a13d042244d1590	LRG007-C021	f75	B	FIRST
LRG007-U19a8dfe31b48ee9232c9	LRG007-C021	f75	B	CORE
LRG007-U19c4317a22fe8e5348d4	LRG007-C021	f75	B	CORE
LRG007-U1d83997e71c8de9244e4	LRG007-C021	f75	B	CORE
LRG007-U1ed7c5ab8f452871b89b	LRG007-C021	f75	B	CORE
LRG007-U1ff37841255794c69169	LRG007-C021	f75	B	CORE
LRG007-U21c12e2d12dd7253dd94	LRG007-C021	f75	B	FIRST
LRG007-U2678c04b72ffa02ece4a	LRG007-C021	f75	B	CORE
LRG007-U2864ac2cb9adf4ba72c8	LRG007-C021	f75	B	CORE
LRG007-U2d272383d92522d79413	LRG007-C021	f75	B	LAST
LRG007-U34bdbd57cf1f92b6cec7	LRG007-C021	f75	B	CORE
LRG007-U3c33426ad5a3f17f29e2	LRG007-C021	f75	B	CORE
LRG007-U3cd8dcaee0cce086374f	LRG007-C021	f75	B	LAST
LRG007-U3edc55ff4040924476ee	LRG007-C021	f75	B	CORE
LRG007-U42bed503ea9835c2b021	LRG007-C021	f75	B	FIRST
LRG007-U46a9b7f87a5a46babfed	LRG007-C021	f75	B	CORE
LRG007-U48091d92520b7e24b207	LRG007-C021	f75	B	CORE
LRG007-U4823bb9cfac28cfb9bc9	LRG007-C021	f75	B	CORE
LRG007-U4aadd98f78571d6c42d3	LRG007-C021	f75	B	CORE
LRG007-U4ac0fc1e300e89e36a12	LRG007-C021	f75	B	LAST
LRG007-U4f243e2afe7ccb30f485	LRG007-C021	f75	B	CORE
LRG007-U4f244bbd5d92ecc6d463	LRG007-C021	f75	B	CORE
LRG007-U531361dd22b4087989be	LRG007-C021	f75	B	CORE
LRG007-U57b2c57fa161c18848b8	LRG007-C021	f75	B	CORE
LRG007-U59d1e0311afabbd173ac	LRG007-C021	f75	B	CORE
LRG007-U5fe5a0c5446d109b9be2	LRG007-C021	f75	B	CORE
LRG007-U6117cfe2b14d52bbd124	LRG007-C021	f75	B	CORE
LRG007-U61efafaea237d7563f3e	LRG007-C021	f75	B	CORE
LRG007-U63db30595344a936e1b3	LRG007-C021	f75	B	LAST
LRG007-U63f50faefe2051ab5be3	LRG007-C021	f75	B	CORE
LRG007-U64e15a1e48974b5be6de	LRG007-C021	f75	B	CORE
LRG007-U67f3d12d03565dcffc8e	LRG007-C021	f75	B	CORE
LRG007-U71f4b0ff3a3bd8f13f26	LRG007-C021	f75	B	CORE
LRG007-U73d37afe03a265ad94f0	LRG007-C021	f75	B	CORE
LRG007-U74842245490acbf76a61	LRG007-C021	f75	B	CORE
LRG007-U7981a16994675660b559	LRG007-C021	f75	B	LAST
LRG007-U7fbc7bb10bbee3c93a5a	LRG007-C021	f75	B	CORE
LRG007-U819ded5b289f43626bf6	LRG007-C021	f75	B	CORE
LRG007-U8211372e6d46687449c5	LRG007-C021	f75	B	CORE
LRG007-U9066c7f014c6a045336e	LRG007-C021	f75	B	CORE
LRG007-U9aa60f26b6ff91feab25	LRG007-C021	f75	B	CORE
LRG007-U9b03e30018c13d2fbdee	LRG007-C021	f75	B	CORE
LRG007-U9dd3982299e3c14f2965	LRG007-C021	f75	B	CORE
LRG007-U9e9112f0d7780523e2a8	LRG007-C021	f75	B	CORE
LRG007-U9f4b2e86916cf8dca502	LRG007-C021	f75	B	LAST
LRG007-Uabb92ce7306d89b370d3	LRG007-C021	f75	B	CORE
LRG007-Uaea9636ed02d21a4516c	LRG007-C021	f75	B	FIRST
LRG007-Ub1ffb44c675685b7e8aa	LRG007-C021	f75	B	CORE
LRG007-Ub57aa9a21e95294c7d28	LRG007-C021	f75	B	CORE
LRG007-Ub790178a82c2077b6b26	LRG007-C021	f75	B	LAST
LRG007-Uc03bef51e14fe53a2c5b	LRG007-C021	f75	B	FIRST
LRG007-Uc1772b30222e4b969b91	LRG007-C021	f75	B	CORE
LRG007-Uce42ada0dedb20803214	LRG007-C021	f75	B	FIRST
LRG007-Ud09ae339a526f78e9a49	LRG007-C021	f75	B	LAST
LRG007-Ud15466760f0e232099eb	LRG007-C021	f75	B	CORE
LRG007-Ud246ad42a93d59de69ee	LRG007-C021	f75	B	CORE
