source_group_id	edition	locus	page	grammar_scope	kind	source_group_index	source_group_count	left_separator	right_separator	ivtff_group_raw	clean_ascii_fragments	clean_ascii_fragment_count	legacy_surface_positions_1based	retained_fragment_positions_1based	omitted_fragment_positions_1based	retained_fragments	omitted_fragments	legacy_mapping_status	formal_impact_class
ZL3b|f22r.8|G008	ZL3b	f22r.8	f22r	CONFIRMED_PROSE	P	8	9	DRAWING_INTERRUPTION	DEFINITE_SPACE	do[@203;:l]iin	do iin	2	8,9	8,9		do iin		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|f24r.7|G001	ZL3b	f24r.7	f24r	CONFIRMED_PROSE	P	1	6	LINE_START	DEFINITE_SPACE	q@145;kar	q kar	2	1,2	1,2		q kar		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|f24v.1|G010	ZL3b	f24v.1	f24v	CONFIRMED_PROSE	P	10	10	UNCERTAIN_SMALL_SPACE	LINE_END	o@146;am	o am	2	10,11	10,11		o am		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|f25v.6|G007	ZL3b	f25v.6	f25v	CONFIRMED_PROSE	P	7	10	DEFINITE_SPACE	DEFINITE_SPACE	@147;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f28v.9|G004	ZL3b	f28v.9	f28v	CONFIRMED_PROSE	P	4	6	DEFINITE_SPACE	DEFINITE_SPACE	[{c'}:s]		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f29v.10|G004	ZL3b	f29v.10	f29v	CONFIRMED_PROSE	P	4	6	DRAWING_INTERRUPTION	DRAWING_INTERRUPTION	[{cti}:cth]		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f2r.2|G006	ZL3b	f2r.2	f2r	CONFIRMED_PROSE	P	6	6	DEFINITE_SPACE	LINE_END	{cto}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f33v.1|G010	ZL3b	f33v.1	f33v	CONFIRMED_PROSE	P	10	10	DEFINITE_SPACE	LINE_END	{cs}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f35v.7|G005	ZL3b	f35v.7	f35v	CONFIRMED_PROSE	P	5	7	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	{co}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f36r.1|G001	ZL3b	f36r.1	f36r	CONFIRMED_PROSE	P	1	8	LINE_START	DEFINITE_SPACE	pcha@151;dan	pcha dan	2	1,2	1,2		pcha dan		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|f36r.4|G005	ZL3b	f36r.4	f36r	CONFIRMED_PROSE	P	5	9	DRAWING_INTERRUPTION	DRAWING_INTERRUPTION	{c'y}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f38v.7|G005	ZL3b	f38v.7	f38v	CONFIRMED_PROSE	P	5	9	DEFINITE_SPACE	DEFINITE_SPACE	@153;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f40r.10|G005	ZL3b	f40r.10	f40r	CONFIRMED_PROSE	P	5	9	DEFINITE_SPACE	DEFINITE_SPACE	ka@154;ar	ka ar	2	5,6	5,6		ka ar		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|f42r.19|G006	ZL3b	f42r.19	f42r	CONFIRMED_PROSE	P	6	8	UNCERTAIN_SMALL_SPACE	UNCERTAIN_SMALL_SPACE	{cty}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f42v.1|G002	ZL3b	f42v.1	f42v	CONFIRMED_PROSE	P	2	9	DEFINITE_SPACE	DEFINITE_SPACE	{cto}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f49v.11|G001	ZL3b	f49v.11	f49v	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	@140;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f49v.21|G001	ZL3b	f49v.21	f49v	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	@192;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f49v.27|G001	ZL3b	f49v.27	f49v	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	@140;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f49v.29|G001	ZL3b	f49v.29	f49v	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	@164;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f49v.35|G001	ZL3b	f49v.35	f49v	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	@192;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f49v.41|G001	ZL3b	f49v.41	f49v	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	@140;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f49v.46|G003	ZL3b	f49v.46	f49v	CONFIRMED_PROSE	P	3	9	DEFINITE_SPACE	DEFINITE_SPACE	@243;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f4v.5|G003	ZL3b	f4v.5	f4v	CONFIRMED_PROSE	P	3	7	DEFINITE_SPACE	DEFINITE_SPACE	{cto}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f53r.8|G006	ZL3b	f53r.8	f53r	CONFIRMED_PROSE	P	6	10	DEFINITE_SPACE	DRAWING_INTERRUPTION	{cto}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f55r.6|G004	ZL3b	f55r.6	f55r	CONFIRMED_PROSE	P	4	7	DEFINITE_SPACE	DEFINITE_SPACE	ke@166;y	ke y	2	4,5	4	5	ke	y	MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_MIXED_RETAINED_OMITTED
ZL3b|f55v.8|G007	ZL3b	f55v.8	f55v	CONFIRMED_PROSE	P	7	10	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	cho@194;ar	cho ar	2	7,8	7,8		cho ar		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|f56r.1|G001	ZL3b	f56r.1	f56r	CONFIRMED_PROSE	P	1	8	LINE_START	DEFINITE_SPACE	o@167;chal	o chal	2	1,2	1,2		o chal		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|f56r.1|G002	ZL3b	f56r.1	f56r	CONFIRMED_PROSE	P	2	8	DEFINITE_SPACE	DEFINITE_SPACE	chchs@168;y	chchs y	2	3,4	3	4	chchs	y	MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_MIXED_RETAINED_OMITTED
ZL3b|f57v.3|G013	ZL3b	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	13	68	DEFINITE_SPACE	DEFINITE_SPACE	@170;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.3|G014	ZL3b	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	14	68	DEFINITE_SPACE	DEFINITE_SPACE	@171;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.3|G017	ZL3b	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	17	68	DEFINITE_SPACE	DEFINITE_SPACE	@172;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.3|G030	ZL3b	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	30	68	DEFINITE_SPACE	DEFINITE_SPACE	@170;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.3|G031	ZL3b	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	31	68	DEFINITE_SPACE	DEFINITE_SPACE	@171;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.3|G034	ZL3b	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	34	68	DEFINITE_SPACE	DEFINITE_SPACE	@172;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.3|G047	ZL3b	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	47	68	DEFINITE_SPACE	DEFINITE_SPACE	@170;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.3|G048	ZL3b	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	48	68	DEFINITE_SPACE	DEFINITE_SPACE	@171;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.3|G051	ZL3b	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	51	68	DEFINITE_SPACE	DEFINITE_SPACE	@172;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.3|G064	ZL3b	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	64	68	DEFINITE_SPACE	DEFINITE_SPACE	@170;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.3|G065	ZL3b	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	65	68	DEFINITE_SPACE	DEFINITE_SPACE	@171;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.3|G068	ZL3b	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	68	68	DEFINITE_SPACE	LINE_END	@172;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.4|G023	ZL3b	f57v.4	f57v	DIAGNOSTIC_NONPROSE	C	23	31	DEFINITE_SPACE	DEFINITE_SPACE	{ch'}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.4|G026	ZL3b	f57v.4	f57v	DIAGNOSTIC_NONPROSE	C	26	31	DEFINITE_SPACE	DEFINITE_SPACE	@172;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.5|G008	ZL3b	f57v.5	f57v	DIAGNOSTIC_NONPROSE	C	8	35	DEFINITE_SPACE	DEFINITE_SPACE	@170;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f57v.5|G018	ZL3b	f57v.5	f57v	DIAGNOSTIC_NONPROSE	C	18	35	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	@171;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f5v.2|G002	ZL3b	f5v.2	f5v	CONFIRMED_PROSE	P	2	8	DEFINITE_SPACE	DEFINITE_SPACE	{c'y}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f66r.24|G001	ZL3b	f66r.24	f66r	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	@169;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f66r.38|G001	ZL3b	f66r.38	f66r	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	@172;<!cf f57v?>		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f66r.42|G001	ZL3b	f66r.42	f66r	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	@195;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f66r.62|G007	ZL3b	f66r.62	f66r	CONFIRMED_PROSE	P	7	9	UNCERTAIN_SMALL_SPACE	UNCERTAIN_SMALL_SPACE	{i'h}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f68r2.31|G012	ZL3b	f68r2.31	f68r2	DIAGNOSTIC_NONPROSE	C	12	12	DEFINITE_SPACE	LINE_END	@231;@232;@233;@234;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f68r2.7|G001	ZL3b	f68r2.7	f68r2	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	o@167;olch{c@133;h}y	o olchy	2	1,2	1,2		o olchy		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|f69v.3|G004	ZL3b	f69v.3	f69v	DIAGNOSTIC_NONPROSE	C	4	31	DEFINITE_SPACE	DEFINITE_SPACE	@240;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f69v.3|G008	ZL3b	f69v.3	f69v	DIAGNOSTIC_NONPROSE	C	8	31	UNCERTAIN_SMALL_SPACE	UNCERTAIN_SMALL_SPACE	@240;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f6v.5|G002	ZL3b	f6v.5	f6v	CONFIRMED_PROSE	P	2	7	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	{c'ha}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f70v2.21|G001	ZL3b	f70v2.21	f70v2	DIAGNOSTIC_NONPROSE	C	1	32	LINE_START	DEFINITE_SPACE	daii@197;amdy	daii amdy	2	1,2	1,2		daii amdy		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|f72r3.1|G015	ZL3b	f72r3.1	f72r3	DIAGNOSTIC_NONPROSE	C	15	48	DEFINITE_SPACE	DEFINITE_SPACE	???		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f72r3.26|G004	ZL3b	f72r3.26	f72r3	DIAGNOSTIC_NONPROSE	C	4	26	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	che@212;shees	che shees	2	4,5	4,5		che shees		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|f72r3.6|G001	ZL3b	f72r3.6	f72r3	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	oto@192;aiin	oto aiin	2	1,2	1,2		oto aiin		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|f72v2.21|G001	ZL3b	f72v2.21	f72v2	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	okaiin[:y]	okaiin y	2	1,2	1	2	okaiin	y	MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_MIXED_RETAINED_OMITTED
ZL3b|f72v3.1|G037	ZL3b	f72v3.1	f72v3	DIAGNOSTIC_NONPROSE	C	37	41	DEFINITE_SPACE	DEFINITE_SPACE	???		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f75v.16|G005	ZL3b	f75v.16	f75v	CONFIRMED_PROSE	P	5	10	DEFINITE_SPACE	DRAWING_INTERRUPTION	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f76r.50|G002	ZL3b	f76r.50	f76r	CONFIRMED_PROSE	P	2	9	DEFINITE_SPACE	DEFINITE_SPACE	@174;		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f78v.10|G006	ZL3b	f78v.10	f78v	CONFIRMED_PROSE	P	6	8	DEFINITE_SPACE	DEFINITE_SPACE	qoke[@166;:ee]dy	qoke dy	2	6,7	6	7	qoke	dy	MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_MIXED_RETAINED_OMITTED
ZL3b|f82v.24|G009	ZL3b	f82v.24	f82v	CONFIRMED_PROSE	P	9	9	UNCERTAIN_SMALL_SPACE	LINE_END	l@152;l	l l	2	9,10	9,10		l l		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|f82v.31|G009	ZL3b	f82v.31	f82v	CONFIRMED_PROSE	P	9	10	UNCERTAIN_SMALL_SPACE	UNCERTAIN_SMALL_SPACE	{i'h}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f86v6.10|G010	ZL3b	f86v6.10	f86v6	CONFIRMED_PROSE	P	10	10	DEFINITE_SPACE	LINE_END	o@185;y	o y	2	10,11	10	11	o	y	MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_MIXED_RETAINED_OMITTED
ZL3b|f89r2.9|G001	ZL3b	f89r2.9	f89r2	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	otold[:y]	otold y	2	1,2	1	2	otold	y	MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_MIXED_RETAINED_OMITTED
ZL3b|f89v2.21|G005	ZL3b	f89v2.21	f89v2	CONFIRMED_PROSE	P	5	14	DEFINITE_SPACE	DEFINITE_SPACE	chockh[:y]	chockh y	2	5,6	5	6	chockh	y	MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_MIXED_RETAINED_OMITTED
ZL3b|f8r.18|G004	ZL3b	f8r.18	f8r	CONFIRMED_PROSE	P	4	8	DEFINITE_SPACE	DRAWING_INTERRUPTION	{cl}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|f93v.4|G008	ZL3b	f93v.4	f93v	CONFIRMED_PROSE	P	8	10	DRAWING_INTERRUPTION	DRAWING_INTERRUPTION	{cty}		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|fRos.133|G009	ZL3b	fRos.133	fros	DIAGNOSTIC_NONPROSE	C	9	30	DEFINITE_SPACE	DEFINITE_SPACE	???<!long gap>		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
ZL3b|fRos.134|G001	ZL3b	fRos.134	fros	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	o@214;alda	o alda	2	1,2	1,2		o alda		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
ZL3b|fRos.33|G002	ZL3b	fRos.33	fros	DIAGNOSTIC_NONPROSE	L	2	2	DEFINITE_SPACE	LINE_END	o@213;ol{c@133;h}y	o oly	2	2,3	2,3		o oly		MULTI_ASCII_FRAGMENT	MULTI_FRAGMENT_ALL_RETAINED
IT2a|f101v.23|G018	IT2a	f101v.23	f101v	CONFIRMED_PROSE	P	18	26	DEFINITE_SPACE	DEFINITE_SPACE	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f116r.43|G002	IT2a	f116r.43	f116r	CONFIRMED_PROSE	P	2	13	DEFINITE_SPACE	DEFINITE_SPACE	??		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f1r.11|G001	IT2a	f1r.11	f1r	CONFIRMED_PROSE	P	1	9	LINE_START	DEFINITE_SPACE	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f1r.7|G001	IT2a	f1r.7	f1r	CONFIRMED_PROSE	P	1	11	LINE_START	DEFINITE_SPACE	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f38v.7|G005	IT2a	f38v.7	f38v	CONFIRMED_PROSE	P	5	9	DEFINITE_SPACE	DEFINITE_SPACE	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f49v.11|G001	IT2a	f49v.11	f49v	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f49v.21|G001	IT2a	f49v.21	f49v	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f49v.27|G001	IT2a	f49v.27	f49v	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f49v.29|G001	IT2a	f49v.29	f49v	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f49v.35|G001	IT2a	f49v.35	f49v	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f49v.41|G001	IT2a	f49v.41	f49v	DIAGNOSTIC_NONPROSE	L	1	1	LINE_START	LINE_END	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f57v.3|G010	IT2a	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	10	69	DRAWING_INTERRUPTION	DRAWING_INTERRUPTION	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f57v.3|G013	IT2a	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	13	69	DRAWING_INTERRUPTION	DRAWING_INTERRUPTION	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f57v.3|G014	IT2a	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	14	69	DRAWING_INTERRUPTION	DRAWING_INTERRUPTION	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
IT2a|f57v.3|G017	IT2a	f57v.3	f57v	DIAGNOSTIC_NONPROSE	C	17	69	DRAWING_INTERRUPTION	DRAWING_INTERRUPTION	?		0						ZERO_ASCII_FRAGMENT	SOURCE_GROUP_ABSENT_FROM_LEGACY_ASCII
