consensus_group_id	segment_id	page	physical_folio	section	symbol_count	segment_group_index	segment_group_count	segment_position	folio_parity	primary_slot_eligible	family_surface	lrg002_rank_band
f75r.12|C007	f75r.12|S02	f75r	f75	B	3	4	9	CORE	ODD	1	KKA	R2
f75r.12|C008	f75r.12|S02	f75r	f75	B	3	5	9	CORE	ODD	1	LJA	R1
f75r.12|C009	f75r.12|S02	f75r	f75	B	2	6	9	CORE	ODD	1	BA	R2
f75r.12|C010	f75r.12|S02	f75r	f75	B	2	7	9	CORE	ODD	1	AB	R5
f75r.12|C011	f75r.12|S02	f75r	f75	B	4	8	9	CORE	ODD	1	LJBA	R2
f75r.12|C012	f75r.12|S02	f75r	f75	B	4	9	9	LAST	ODD	1	DAQA	R1
f75r.13|C001	f75r.13|S01	f75r	f75	B	5	1	3	FIRST	ODD	1	PKJBA	R3
f75r.13|C002	f75r.13|S01	f75r	f75	B	4	2	3	CORE	ODD	1	QKBA	R3
f75r.13|C003	f75r.13|S01	f75r	f75	B	6	3	3	LAST	ODD	1	DAQJBA	R1
f75r.13|C004	f75r.13|S02	f75r	f75	B	6	1	5	FIRST	ODD	1	DAQJBA	R1
f75r.13|C005	f75r.13|S02	f75r	f75	B	6	2	5	CORE	ODD	1	DAQJBA	R1
f75r.13|C006	f75r.13|S02	f75r	f75	B	6	3	5	CORE	ODD	1	DAQJBA	R1
f75r.13|C007	f75r.13|S02	f75r	f75	B	5	4	5	CORE	ODD	1	DAQAF	R1
f75r.13|C008	f75r.13|S02	f75r	f75	B	6	5	5	LAST	ODD	1	ABLJBA	R5
f75r.15|C001	f75r.15|S01	f75r	f75	B	3	1	3	FIRST	ODD	1	CAF	R2
f75r.15|C002	f75r.15|S01	f75r	f75	B	5	2	3	CORE	ODD	1	DAQAF	R1
f75r.15|C003	f75r.15|S01	f75r	f75	B	8	3	3	LAST	ODD	1	DABQKABA	R2
f75r.15|C004	f75r.15|S02	f75r	f75	B	3	1	2	FIRST	ODD	0	CAG	R3
f75r.15|C005	f75r.15|S02	f75r	f75	B	4	2	2	LAST	ODD	0	KJBA	R2
f75r.15|C006	f75r.15|S03	f75r	f75	B	3	1	5	FIRST	ODD	1	CAB	R4
f75r.15|C007	f75r.15|S03	f75r	f75	B	2	2	5	CORE	ODD	1	AC	R4
f75r.15|C008	f75r.15|S03	f75r	f75	B	4	3	5	CORE	ODD	1	LJBA	R2
f75r.15|C009	f75r.15|S03	f75r	f75	B	5	4	5	CORE	ODD	1	AQKBA	R5
f75r.15|C010	f75r.15|S03	f75r	f75	B	4	5	5	LAST	ODD	1	DAQA	R1
f75r.16|C001	f75r.16|S01	f75r	f75	B	5	1	4	FIRST	ODD	1	BLJBA	R4
f75r.16|C002	f75r.16|S01	f75r	f75	B	5	2	4	CORE	ODD	1	DAQAC	R2
f75r.16|C003	f75r.16|S01	f75r	f75	B	4	3	4	CORE	ODD	1	LKBA	R3
f75r.16|C004	f75r.16|S01	f75r	f75	B	2	4	4	LAST	ODD	1	BK	R1
f75r.16|C005	f75r.16|S02	f75r	f75	B	5	1	2	FIRST	ODD	0	LAQAF	R3
f75r.16|C006	f75r.16|S02	f75r	f75	B	2	2	2	LAST	ODD	0	KA	R1
f75r.16|C007	f75r.16|S03	f75r	f75	B	6	1	3	FIRST	ODD	1	AQLJBA	R5
f75r.16|C008	f75r.16|S03	f75r	f75	B	5	2	3	CORE	ODD	1	DAQAF	R1
f75r.16|C009	f75r.16|S03	f75r	f75	B	4	3	3	LAST	ODD	1	KJBA	R2
f75r.17|C001	f75r.17|S01	f75r	f75	B	6	1	3	FIRST	ODD	1	PKJBAC	R4
f75r.17|C002	f75r.17|S01	f75r	f75	B	5	2	3	CORE	ODD	1	LJPKA	R3
f75r.17|C003	f75r.17|S01	f75r	f75	B	7	3	3	LAST	ODD	1	BLJBACA	R5
f75r.17|C004	f75r.17|S02	f75r	f75	B	3	1	2	FIRST	ODD	0	BAB	R5
f75r.17|C005	f75r.17|S02	f75r	f75	B	3	2	2	LAST	ODD	0	LAB	R3
f75r.17|C006	f75r.17|S03	f75r	f75	B	2	1	4	FIRST	ODD	1	LA	R1
f75r.17|C007	f75r.17|S03	f75r	f75	B	3	2	4	CORE	ODD	1	QAB	R3
f75r.17|C008	f75r.17|S03	f75r	f75	B	4	3	4	CORE	ODD	1	LJBA	R2
f75r.17|C009	f75r.17|S03	f75r	f75	B	5	4	4	LAST	ODD	1	DAQAB	R3
f75r.18|C001	f75r.18|S01	f75r	f75	B	3	1	5	FIRST	ODD	1	CAB	R4
f75r.18|C002	f75r.18|S01	f75r	f75	B	4	2	5	CORE	ODD	1	LKBA	R3
f75r.18|C003	f75r.18|S01	f75r	f75	B	3	3	5	CORE	ODD	1	DAB	R1
f75r.18|C004	f75r.18|S01	f75r	f75	B	4	4	5	CORE	ODD	1	LJBA	R2
f75r.18|C005	f75r.18|S01	f75r	f75	B	3	5	5	LAST	ODD	1	DAB	R1
f75r.18|C006	f75r.18|S02	f75r	f75	B	4	1	4	FIRST	ODD	1	AQAF	R4
f75r.18|C007	f75r.18|S02	f75r	f75	B	3	2	4	CORE	ODD	1	KAC	R2
f75r.18|C008	f75r.18|S02	f75r	f75	B	3	3	4	CORE	ODD	1	CAC	R3
f75r.18|C009	f75r.18|S02	f75r	f75	B	3	4	4	LAST	ODD	1	ABA	R5
f75r.22|C001	f75r.22|S01	f75r	f75	B	4	1	4	FIRST	ODD	1	ABAC	R5
f75r.22|C002	f75r.22|S01	f75r	f75	B	3	2	4	CORE	ODD	1	LJA	R1
f75r.22|C003	f75r.22|S01	f75r	f75	B	5	3	4	CORE	ODD	1	DAQAF	R1
f75r.22|C004	f75r.22|S01	f75r	f75	B	4	4	4	LAST	ODD	1	KJBA	R2
f75r.22|C005	f75r.22|S02	f75r	f75	B	2	1	5	FIRST	ODD	1	AC	R4
f75r.22|C006	f75r.22|S02	f75r	f75	B	3	2	5	CORE	ODD	1	LJA	R1
f75r.22|C007	f75r.22|S02	f75r	f75	B	3	3	5	CORE	ODD	1	QAC	R3
f75r.22|C008	f75r.22|S02	f75r	f75	B	4	4	5	CORE	ODD	1	KJBA	R2
f75r.22|C009	f75r.22|S02	f75r	f75	B	3	5	5	LAST	ODD	1	CAC	R3
f75r.23|C001	f75r.23|S01	f75r	f75	B	4	1	4	FIRST	ODD	1	PKJA	R1
f75r.23|C002	f75r.23|S01	f75r	f75	B	4	2	4	CORE	ODD	1	QLJA	R2
f75r.23|C003	f75r.23|S01	f75r	f75	B	5	3	4	CORE	ODD	1	DAQKA	R2
f75r.23|C004	f75r.23|S01	f75r	f75	B	5	4	4	LAST	ODD	1	DAQAB	R3
f75r.23|C005	f75r.23|S02	f75r	f75	B	4	1	4	FIRST	ODD	1	CLJA	R3
f75r.23|C006	f75r.23|S02	f75r	f75	B	3	2	4	CORE	ODD	1	DAB	R1
f75r.23|C007	f75r.23|S02	f75r	f75	B	4	3	4	CORE	ODD	1	KJBA	R2
f75r.23|C008	f75r.23|S02	f75r	f75	B	5	4	4	LAST	ODD	1	DAQAB	R3
f75r.24|C001	f75r.24|S01	f75r	f75	B	5	1	3	FIRST	ODD	1	DAQAF	R1
f75r.24|C002	f75r.24|S01	f75r	f75	B	5	2	3	CORE	ODD	1	ABQKA	R5
f75r.24|C003	f75r.24|S01	f75r	f75	B	7	3	3	LAST	ODD	1	DABQACA	R3
f75r.24|C004	f75r.24|S02	f75r	f75	B	3	1	4	FIRST	ODD	1	CAF	R2
f75r.24|C005	f75r.24|S02	f75r	f75	B	4	2	4	CORE	ODD	1	KJUA	R1
f75r.24|C006	f75r.24|S02	f75r	f75	B	3	3	4	CORE	ODD	1	BAC	R4
f75r.24|C007	f75r.24|S02	f75r	f75	B	2	4	4	LAST	ODD	1	AB	R5
f75r.26|C001	f75r.26|S01	f75r	f75	B	3	1	6	FIRST	ODD	1	BAF	R3
f75r.26|C002	f75r.26|S01	f75r	f75	B	2	2	6	CORE	ODD	1	AB	R5
f75r.26|C003	f75r.26|S01	f75r	f75	B	4	3	6	CORE	ODD	1	LJAB	R2
f75r.26|C004	f75r.26|S01	f75r	f75	B	3	4	6	CORE	ODD	1	BAF	R3
f75r.26|C005	f75r.26|S01	f75r	f75	B	2	5	6	CORE	ODD	1	AB	R5
f75r.26|C006	f75r.26|S01	f75r	f75	B	4	6	6	LAST	ODD	1	DABA	R1
f75r.26|C007	f75r.26|S02	f75r	f75	B	3	1	2	FIRST	ODD	0	BAC	R4
f75r.26|C008	f75r.26|S02	f75r	f75	B	3	2	2	LAST	ODD	0	ABA	R5
f75r.28|C001	f75r.28|S01	f75r	f75	B	5	1	11	FIRST	ODD	1	QKJBA	R3
f75r.28|C002	f75r.28|S01	f75r	f75	B	5	2	11	CORE	ODD	1	PKJBA	R3
f75r.28|C003	f75r.28|S01	f75r	f75	B	5	3	11	CORE	ODD	1	DAQKA	R2
f75r.28|C004	f75r.28|S01	f75r	f75	B	3	4	11	CORE	ODD	1	CAB	R4
f75r.28|C005	f75r.28|S01	f75r	f75	B	5	5	11	CORE	ODD	1	ABBAF	R4
f75r.28|C006	f75r.28|S01	f75r	f75	B	4	6	11	CORE	ODD	1	LJUA	R1
f75r.28|C007	f75r.28|S01	f75r	f75	B	3	7	11	CORE	ODD	1	DAB	R1
f75r.28|C008	f75r.28|S01	f75r	f75	B	1	8	11	CORE	ODD	1	B	R5
f75r.28|C009	f75r.28|S01	f75r	f75	B	4	9	11	CORE	ODD	1	LKBA	R3
f75r.28|C010	f75r.28|S01	f75r	f75	B	6	10	11	CORE	ODD	1	DAQKBA	R3
f75r.28|C011	f75r.28|S01	f75r	f75	B	7	11	11	LAST	ODD	1	BABKJBA	R4
f75r.29|C001	f75r.29|S01	f75r	f75	B	3	1	13	FIRST	ODD	1	BAF	R3
f75r.29|C002	f75r.29|S01	f75r	f75	B	4	2	13	CORE	ODD	1	KQAB	R3
f75r.29|C003	f75r.29|S01	f75r	f75	B	2	3	13	CORE	ODD	1	BA	R2
f75r.29|C004	f75r.29|S01	f75r	f75	B	2	4	13	CORE	ODD	1	BA	R2
f75r.29|C005	f75r.29|S01	f75r	f75	B	4	5	13	CORE	ODD	1	BQAG	R4
f75r.29|C006	f75r.29|S01	f75r	f75	B	2	6	13	CORE	ODD	1	AB	R5
f75r.29|C007	f75r.29|S01	f75r	f75	B	5	7	13	CORE	ODD	1	AQKBA	R5
f75r.29|C008	f75r.29|S01	f75r	f75	B	3	8	13	CORE	ODD	1	DAB	R1
f75r.29|C009	f75r.29|S01	f75r	f75	B	3	9	13	CORE	ODD	1	BAF	R3
f75r.29|C010	f75r.29|S01	f75r	f75	B	5	10	13	CORE	ODD	1	ABKJA	R5
f75r.29|C011	f75r.29|S01	f75r	f75	B	6	11	13	CORE	ODD	1	DAQKBA	R3
f75r.29|C012	f75r.29|S01	f75r	f75	B	4	12	13	CORE	ODD	1	KJBA	R2
f75r.29|C013	f75r.29|S01	f75r	f75	B	5	13	13	LAST	ODD	1	DAQAE	R2
f75r.31|C001	f75r.31|S01	f75r	f75	B	5	1	9	FIRST	ODD	1	BLJBA	R4
f75r.31|C002	f75r.31|S01	f75r	f75	B	5	2	9	CORE	ODD	1	DAQJA	R2
f75r.31|C003	f75r.31|S01	f75r	f75	B	3	3	9	CORE	ODD	1	KUA	R2
f75r.31|C004	f75r.31|S01	f75r	f75	B	5	4	9	CORE	ODD	1	DAQAC	R2
f75r.31|C005	f75r.31|S01	f75r	f75	B	4	5	9	CORE	ODD	1	LJBA	R2
f75r.31|C006	f75r.31|S01	f75r	f75	B	3	6	9	CORE	ODD	1	KJA	R1
f75r.31|C007	f75r.31|S01	f75r	f75	B	5	7	9	CORE	ODD	1	DAQJB	R1
f75r.31|C008	f75r.31|S01	f75r	f75	B	6	8	9	CORE	ODD	1	DAQJBA	R1
f75r.31|C009	f75r.31|S01	f75r	f75	B	5	9	9	LAST	ODD	1	BABBA	R4
f75r.32|C001	f75r.32|S01	f75r	f75	B	5	1	10	FIRST	ODD	1	PABLA	R3
f75r.32|C002	f75r.32|S01	f75r	f75	B	3	2	10	CORE	ODD	1	BAB	R5
f75r.32|C003	f75r.32|S01	f75r	f75	B	4	3	10	CORE	ODD	1	LJBA	R2
f75r.32|C004	f75r.32|S01	f75r	f75	B	5	4	10	CORE	ODD	1	DAQAF	R1
f75r.32|C005	f75r.32|S01	f75r	f75	B	3	5	10	CORE	ODD	1	BAC	R4
f75r.32|C006	f75r.32|S01	f75r	f75	B	4	6	10	CORE	ODD	1	KCBA	R3
f75r.32|C007	f75r.32|S01	f75r	f75	B	4	7	10	CORE	ODD	1	LJBA	R2
f75r.32|C008	f75r.32|S01	f75r	f75	B	5	8	10	CORE	ODD	1	DAQAC	R2
f75r.32|C009	f75r.32|S01	f75r	f75	B	4	9	10	CORE	ODD	1	LJBA	R2
f75r.32|C010	f75r.32|S01	f75r	f75	B	3	10	10	LAST	ODD	1	BBA	R5
f75r.33|C001	f75r.33|S01	f75r	f75	B	5	1	8	FIRST	ODD	1	DAQKA	R2
f75r.33|C002	f75r.33|S01	f75r	f75	B	5	2	8	CORE	ODD	1	BLJBA	R4
f75r.33|C003	f75r.33|S01	f75r	f75	B	3	3	8	CORE	ODD	1	DAB	R1
f75r.33|C004	f75r.33|S01	f75r	f75	B	4	4	8	CORE	ODD	1	KJBA	R2
f75r.33|C005	f75r.33|S01	f75r	f75	B	5	5	8	CORE	ODD	1	DAQAF	R1
f75r.33|C006	f75r.33|S01	f75r	f75	B	5	6	8	CORE	ODD	1	KUJBA	R3
f75r.33|C007	f75r.33|S01	f75r	f75	B	5	7	8	CORE	ODD	1	BQJBA	R4
f75r.33|C008	f75r.33|S01	f75r	f75	B	5	8	8	LAST	ODD	1	BACAB	R4
f75r.34|C001	f75r.34|S01	f75r	f75	B	1	1	10	FIRST	ODD	1	C	R3
f75r.34|C002	f75r.34|S01	f75r	f75	B	6	2	10	CORE	ODD	1	ABQJBA	R5
f75r.34|C003	f75r.34|S01	f75r	f75	B	4	3	10	CORE	ODD	1	AQAB	R5
f75r.34|C004	f75r.34|S01	f75r	f75	B	3	4	10	CORE	ODD	1	BAC	R4
f75r.34|C005	f75r.34|S01	f75r	f75	B	3	5	10	CORE	ODD	1	AQA	R5
f75r.34|C006	f75r.34|S01	f75r	f75	B	4	6	10	CORE	ODD	1	AQAC	R5
f75r.34|C007	f75r.34|S01	f75r	f75	B	4	7	10	CORE	ODD	1	AQAC	R5
f75r.34|C008	f75r.34|S01	f75r	f75	B	2	8	10	CORE	ODD	1	AB	R5
f75r.34|C009	f75r.34|S01	f75r	f75	B	3	9	10	CORE	ODD	1	QAF	R2
f75r.34|C010	f75r.34|S01	f75r	f75	B	6	10	10	LAST	ODD	1	ABQJBA	R5
f75r.36|C001	f75r.36|S01	f75r	f75	B	3	1	9	FIRST	ODD	1	CAB	R4
f75r.36|C002	f75r.36|S01	f75r	f75	B	4	2	9	CORE	ODD	1	QKBA	R3
f75r.36|C003	f75r.36|S01	f75r	f75	B	6	3	9	CORE	ODD	1	DAQKBA	R3
f75r.36|C004	f75r.36|S01	f75r	f75	B	5	4	9	CORE	ODD	1	DAQJA	R2
f75r.36|C005	f75r.36|S01	f75r	f75	B	4	5	9	CORE	ODD	1	AQAC	R5
f75r.36|C006	f75r.36|S01	f75r	f75	B	4	6	9	CORE	ODD	1	AQAC	R5
f75r.36|C007	f75r.36|S01	f75r	f75	B	3	7	9	CORE	ODD	1	BAC	R4
f75r.36|C008	f75r.36|S01	f75r	f75	B	3	8	9	CORE	ODD	1	BAC	R4
f75r.36|C009	f75r.36|S01	f75r	f75	B	2	9	9	LAST	ODD	1	BA	R2
f75r.37|C001	f75r.37|S01	f75r	f75	B	6	1	7	FIRST	ODD	1	DAQJBA	R1
f75r.37|C002	f75r.37|S01	f75r	f75	B	2	2	7	CORE	ODD	1	BA	R2
f75r.37|C003	f75r.37|S01	f75r	f75	B	4	3	7	CORE	ODD	1	LKQA	R3
f75r.37|C004	f75r.37|S01	f75r	f75	B	6	4	7	CORE	ODD	1	DAQJBA	R1
f75r.37|C005	f75r.37|S01	f75r	f75	B	6	5	7	CORE	ODD	1	DAQKBA	R3
f75r.37|C006	f75r.37|S01	f75r	f75	B	7	6	7	CORE	ODD	1	DAQJKBA	R1
f75r.37|C007	f75r.37|S01	f75r	f75	B	3	7	7	LAST	ODD	1	BAB	R5
f75r.38|C001	f75r.38|S01	f75r	f75	B	6	1	6	FIRST	ODD	1	DAQKBA	R3
f75r.38|C002	f75r.38|S01	f75r	f75	B	6	2	6	CORE	ODD	1	DAQKBA	R3
f75r.38|C003	f75r.38|S01	f75r	f75	B	6	3	6	CORE	ODD	1	DAQJBA	R1
f75r.38|C004	f75r.38|S01	f75r	f75	B	6	4	6	CORE	ODD	1	DAQJBA	R1
f75r.38|C005	f75r.38|S01	f75r	f75	B	6	5	6	CORE	ODD	1	DAQKBA	R3
f75r.38|C006	f75r.38|S01	f75r	f75	B	3	6	6	LAST	ODD	1	BBA	R5
f75r.39|C001	f75r.39|S01	f75r	f75	B	5	1	6	FIRST	ODD	1	ALJBA	R5
f75r.39|C002	f75r.39|S01	f75r	f75	B	6	2	6	CORE	ODD	1	DAQKBA	R3
f75r.39|C003	f75r.39|S01	f75r	f75	B	6	3	6	CORE	ODD	1	DAQKBA	R3
f75r.39|C004	f75r.39|S01	f75r	f75	B	6	4	6	CORE	ODD	1	ABQKBA	R5
f75r.39|C005	f75r.39|S01	f75r	f75	B	4	5	6	CORE	ODD	1	AQJA	R4
f75r.39|C006	f75r.39|S01	f75r	f75	B	5	6	6	LAST	ODD	1	QABBA	R4
f75r.40|C001	f75r.40|S01	f75r	f75	B	3	1	7	FIRST	ODD	1	BAC	R4
f75r.40|C002	f75r.40|S01	f75r	f75	B	4	2	7	CORE	ODD	1	LJBA	R2
f75r.40|C003	f75r.40|S01	f75r	f75	B	5	3	7	CORE	ODD	1	DAQAF	R1
f75r.40|C004	f75r.40|S01	f75r	f75	B	4	4	7	CORE	ODD	1	LJBA	R2
f75r.40|C005	f75r.40|S01	f75r	f75	B	3	5	7	CORE	ODD	1	BAB	R5
f75r.40|C006	f75r.40|S01	f75r	f75	B	4	6	7	CORE	ODD	1	QKBA	R3
f75r.40|C007	f75r.40|S01	f75r	f75	B	5	7	7	LAST	ODD	1	CLJBA	R4
f75r.41|C001	f75r.41|S01	f75r	f75	B	6	1	6	FIRST	ODD	1	CAQKBA	R4
f75r.41|C002	f75r.41|S01	f75r	f75	B	6	2	6	CORE	ODD	1	DAQKBA	R3
f75r.41|C003	f75r.41|S01	f75r	f75	B	5	3	6	CORE	ODD	1	AQKBA	R5
f75r.41|C004	f75r.41|S01	f75r	f75	B	4	4	6	CORE	ODD	1	DAQA	R1
