array	edition	locus	source_group_count	surface
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.9	1	oto@152;@222;
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.10	1	otal@152;
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.11	1	otaldar
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.12	1	oko@152;y
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.13	1	opysam
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.14	1	ch{ckhh}y
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.15	1	otaly
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.16	2	otal.arar
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.17	1	otal@152;y
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.18	1	okeoly
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.19	1	okydy
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.20	1	okees
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.2	1	otalalg
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.3	1	okasy
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.4	1	otar?
