page_order	page	section	currier	hand	quire	P_count	L_count	C_count	R_count	paragraph_start_count	layout_template_id	catalogue_match_status	source_tags	has_general_description	has_illustration_description	has_text_description	source_url
69	f36r	H	A	1	E	9	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f36r
70	f36v	H	A	1	E	14	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f36v
71	f37r	H	A	1	E	11	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f37r
72	f37v	H	A	1	E	23	0	0	0	3	LT036	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f37v
73	f38r	H	A	1	E	6	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f38r
74	f38v	H	A	1	E	8	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f38v
75	f39r	H	B	2	E	16	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f39r
76	f39v	H	B	2	E	14	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f39v
77	f40r	H	B	2	E	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f40r
78	f40v	H	B	2	E	19	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f40v
79	f41r	H	B	5	F	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q06/index.html#f41r
80	f41v	H	B	5	F	7	1	0	0	1	LT034	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q06/index.html#f41v
81	f42r	H	A	1	F	23	0	0	0	3	LT036	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_TITLES	1	1	1	https://www.voynich.nu/q06/index.html#f42r
82	f42v	H	A	1	F	16	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_TITLES	1	1	1	https://www.voynich.nu/q06/index.html#f42v
83	f43r	H	B	2	F	14	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q06/index.html#f43r
84	f43v	H	B	2	F	16	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q06/index.html#f43v
85	f44r	H	A	1	F	11	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q06/index.html#f44r
86	f44v	H	A	1	F	13	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q06/index.html#f44v
87	f45r	H	A	1	F	11	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q06/index.html#f45r
88	f45v	H	A	1	F	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q06/index.html#f45v
89	f46r	H	B	2	F	15	0	0	0	5	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q06/index.html#f46r
90	f46v	H	B	2	F	13	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_TITLES	1	1	1	https://www.voynich.nu/q06/index.html#f46v
91	f47r	H	A	1	F	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q06/index.html#f47r
92	f47v	H	A	1	F	14	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q06/index.html#f47v
93	f48r	H	B	5	F	9	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q06/index.html#f48r
94	f48v	H	B	5	F	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q06/index.html#f48v
95	f49r	H	A	1	G	21	0	0	0	3	LT036	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f49r
96	f49v	H	A	1	G	26	26	0	0	3	LT030	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_LIST_OR_SEQUENCE	1	1	1	https://www.voynich.nu/q07/index.html#f49v
97	f50r	H	B	2	G	10	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f50r
98	f50v	H	B	2	G	11	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f50v
99	f51r	H	A	1	G	15	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f51r
100	f51v	H	A	1	G	13	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f51v
101	f52r	H	A	1	G	8	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_WRAPS_GRAPHIC	1	1	1	https://www.voynich.nu/q07/index.html#f52r
102	f52v	H	A	1	G	14	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f52v
103	f53r	H	A	1	G	9	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_AVOIDS_GRAPHIC	1	1	1	https://www.voynich.nu/q07/index.html#f53r
104	f53v	H	A	1	G	13	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f53v
105	f54r	H	A	1	G	12	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f54r
106	f54v	H	A	1	G	16	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f54v
107	f55r	H	B	2	G	13	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f55r
108	f55v	H	B	2	G	12	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f55v
109	f56r	H	A	1	G	19	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f56r
110	f56v	H	A	1	G	16	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q07/index.html#f56v
111	f57r	H	B	5	H	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q08/index.html#f57r
112	f57v	C		1	H	0	5	4	4	0	LT005	EXACT	SOURCE_COSMOLOGICAL_PAGE;TEXT_LABELS;TEXT_CIRCULAR;TEXT_LIST_OR_SEQUENCE	1	1	1	https://www.voynich.nu/q08/index.html#f57v
113	f58r	S	A	3	H	41	0	0	0	3	LT036	EXACT	SOURCE_TEXT_ONLY_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q08/index.html#f58r
114	f58v	S	A	3	H	39	0	0	0	4	LT036	EXACT	SOURCE_TEXT_ONLY_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q08/index.html#f58v
115	f65r	H		3	H	0	1	0	0	0	LT010	EXACT	SOURCE_HERBAL_PAGE;TEXT_LABELS	1	1	1	https://www.voynich.nu/q08/index.html#f65r
116	f65v	H		3	H	6	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q08/index.html#f65v
117	f66r	T	B	5	H	32	50	0	0	5	LT030	EXACT	SOURCE_TEXT_ONLY_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q08/index.html#f66r
118	f66v	H	B	5	H	13	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q08/index.html#f66v
119	f67r1	A		4	I	4	0	3	12	1	LT012	EXACT	TEXT_PARAGRAPHS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q09/index.html#f67r1
120	f67r2	A		4	I	35	39	0	0	13	LT030	EXACT	TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_CIRCULAR;TEXT_WRAPS_GRAPHIC;TEXT_INSIDE_GRAPHIC	1	1	1	https://www.voynich.nu/q09/index.html#f67r2
121	f67v2	C		4	I	8	6	0	8	4	LT021	EXACT	SOURCE_COSMOLOGICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q09/index.html#f67v2
122	f67v1	A		4	I	0	12	0	17	0	LT009	EXACT	TEXT_LABELS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q09/index.html#f67v1
123	f68r1	A		4	I	7	29	1	0	1	LT020	EXACT	TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q09/index.html#f68r1
124	f68r2	A		4	I	5	24	2	0	1	LT019	EXACT	TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q09/index.html#f68r2
125	f68r3	A		4	I	0	12	2	8	0	LT004	EXACT	TEXT_LABELS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q09/index.html#f68r3
126	f68v3	C		4	I	7	2	2	8	2	LT017	EXACT	SOURCE_COSMOLOGICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_CIRCULAR;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q09/index.html#f68v3
127	f68v2	A		4	I	5	0	1	12	1	LT011	EXACT	TEXT_PARAGRAPHS;TEXT_CIRCULAR;TEXT_RADIAL	1	1	1	https://www.voynich.nu/q09/index.html#f68v2
128	f68v1	A		4	I	0	0	2	8	0	LT001	EXACT	SOURCE_COSMOLOGICAL_PAGE;TEXT_CIRCULAR;TEXT_RADIAL	1	1	1	https://www.voynich.nu/q09/index.html#f68v1
129	f69r	C		4	J	4	22	1	22	1	LT016	EXACT	SOURCE_COSMOLOGICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_CIRCULAR;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q10/index.html#f69r
130	f69v	C		4	J	0	0	3	28	0	LT003	EXACT	SOURCE_COSMOLOGICAL_PAGE;TEXT_CIRCULAR;TEXT_RADIAL;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q10/index.html#f69v
131	f70r1	C		4	J	0	0	4	15	0	LT002	EXACT	SOURCE_COSMOLOGICAL_PAGE;TEXT_CIRCULAR;TEXT_RADIAL;TEXT_INSIDE_GRAPHIC;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q10/index.html#f70r1
132	f70r2	C		4	J	14	0	5	0	1	LT013	EXACT	SOURCE_COSMOLOGICAL_PAGE;TEXT_PARAGRAPHS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q10/index.html#f70r2
133	f70v2	Z		4	J	0	30	3	0	0	LT008	EXACT	SOURCE_ZODIAC_PAGE;TEXT_LABELS	1	1	1	https://www.voynich.nu/q10/index.html#f70v2
134	f70v1	Z		4	J	0	15	2	0	0	LT006	EXACT	SOURCE_ZODIAC_PAGE;TEXT_LABELS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q10/index.html#f70v1
135	f71r	Z		4	K	0	15	3	0	0	LT007	EXACT	SOURCE_ZODIAC_PAGE;TEXT_LABELS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q11/index.html#f71r
136	f71v	Z		4	K	0	15	3	0	0	LT007	EXACT	SOURCE_ZODIAC_PAGE;TEXT_LABELS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q11/index.html#f71v
137	f72r1	Z		4	K	0	15	3	0	0	LT007	EXACT	SOURCE_ZODIAC_PAGE;TEXT_LABELS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q11/index.html#f72r1
138	f72r2	Z		4	K	0	29	3	0	0	LT008	EXACT	SOURCE_ZODIAC_PAGE;TEXT_LABELS	1	1	1	https://www.voynich.nu/q11/index.html#f72r2
139	f72r3	Z		4	K	0	30	4	0	0	LT008	EXACT	SOURCE_ZODIAC_PAGE;TEXT_LABELS	1	1	1	https://www.voynich.nu/q11/index.html#f72r3
140	f72v3	Z		4	K	0	30	3	0	0	LT008	EXACT	SOURCE_ZODIAC_PAGE;TEXT_LABELS	1	1	1	https://www.voynich.nu/q11/index.html#f72v3
141	f72v2	Z		4	K	0	30	3	0	0	LT008	EXACT	SOURCE_ZODIAC_PAGE;TEXT_LABELS	1	1	1	https://www.voynich.nu/q11/index.html#f72v2
142	f72v1	Z		4	K	0	30	3	0	0	LT008	EXACT	SOURCE_ZODIAC_PAGE;TEXT_LABELS	1	1	1	https://www.voynich.nu/q11/index.html#f72v1
