unit_id	base_id	physical_folio	section	currier	kind	group_count	locus_role	left_context	right_context
U01505e52c06b2a0b	B5619b6057973af5a	f76	T	B	P	6	MIDDLE	A	K
U01595b0c91897352	Bde8fbd777c39d95a	f78	B	B	P	10	MIDDLE	A	D
U01651b9eae423aa2	B631dcc6c12743dde	f35	H	A	P	8	MIDDLE	C	L
U0165541cfdd2d143	B631dcc6c12743dde	f25	H	A	P	9	MIDDLE	C	C
U017f5a187e663abc	B58ee8a05323b0d71	f25	H	A	P	9	MIDDLE	C	D
U019afa4ff63f060a	B466830ffa38d822b	f82	B	B	P	5	LAST	A	END
U01a00ad2eb71cf1f	B04c58ff894953789	f39	H	B	P	5	MIDDLE	B	A
U01a054a6a507024c	B2c32b89192c114b6	f78	B	B	P	11	FIRST	START	A
U01a3bc6fb4ce838b	B631dcc6c12743dde	f15	H	A	P	5	MIDDLE	C	D
U01b21f6c0e6ec881	B9667d8bf0db540b5	f11	H	A	P	8	LAST	E	END
U01b3413d011afa46	Be267ad8725c9e070	f83	B	B	P	5	FIRST	START	K
U01cd90ba77d839e6	B42d3a51a4f6f3495	f42	H	A	P	9	MIDDLE	G	C
U01cdf5e57f72c890	B6badc8581c16b126	f112	S	B	P	10	MIDDLE	F	Q
U01ce1f50e192549f	Bc83c484379b2601b	f11	H	A	P	4	MIDDLE	B	B
U01d2fb36b35f6909	Bb2006fce0cdc1d65	f49	H	A	P	4	MIDDLE	B	B
U01d51f07ab594644	B5265b4af1a16d1b6	f78	B	B	P	8	LAST	F	END
U01deb6a81db24c8c	B5265b4af1a16d1b6	f77	B	B	P	10	MIDDLE	C	K
U01e1f6256d9d3c73	B226e84515aab16d2	f77	B	B	P	8	MIDDLE	A	K
U01f41be5b6417eef	B2c32b89192c114b6	f84	B	B	P	11	MIDDLE	A	A
U021189c308d862b4	B8a40d6304293415b	f80	B	B	P	9	MIDDLE	F	K
U021bf8b76d7ed999	B5265b4af1a16d1b6	f79	B	B	P	8	LAST	A	END
U022210ba51d7d178	B8a40d6304293415b	f88	P	A	P	11	MIDDLE	C	K
U02252a27faed9c26	B705894a6d724cf06	f105	S	B	P	10	MIDDLE	A	A
U024562be1319c746	B6badc8581c16b126	f58	S	A	P	10	MIDDLE	A	A
U02476f7bed5a0cab	B8a40d6304293415b	f81	B	B	P	10	MIDDLE	G	A
U0271c9e751c21528	B9a85fffafff12db9	f58	S	A	P	12	FIRST	START	A
U0273e0445afb3b22	B631dcc6c12743dde	f82	B	B	P	7	MIDDLE	A	A
U02812ebc93cdf951	B631dcc6c12743dde	f32	H	A	P	3	FIRST	START	L
U02996cc6e906750a	B6badc8581c16b126	f104	S	B	P	6	MIDDLE	C	L
U029c4d70dac543d6	B631dcc6c12743dde	f104	S	B	P	8	FIRST	START	A
U02a21a33525cc524	B6f9e9e2a839a28a9	f81	B	B	P	9	MIDDLE	A	B
U02b742d92ef97bc2	Be267ad8725c9e070	f114	S	B	P	11	MIDDLE	A	A
U02c06d0bcc6180f8	B421b9041275aa797	f15	H	A	P	5	MIDDLE	C	U
U02c7e6ab789fc7c2	B42d3a51a4f6f3495	f1	T	A	P	9	MIDDLE	F	U
U02c9e73a63db1a02	B66c6bc411942f0b3	f88	P	A	P	10	MIDDLE	A	C
U02e05d14c10588ea	B421b9041275aa797	f111	S	B	P	12	MIDDLE	A	A
U02eb6746abc9a4ee	B8a40d6304293415b	f111	S	B	P	13	MIDDLE	F	B
U02ed4b8cc97ef19f	Bde8fbd777c39d95a	f83	B	B	P	10	MIDDLE	B	D
U02f716424232e1dc	B9667d8bf0db540b5	f21	H	A	P	9	MIDDLE	C	K
U030299ad01b6eaf0	Be267ad8725c9e070	f112	S	B	P	10	FIRST	START	A
U030ce73e09601d0d	B226e84515aab16d2	f103	S	B	P	10	MIDDLE	A	Q
U03105c81f50afaa6	B33c30eb30bc775af	f33	H	B	P	14	MIDDLE	G	B
U0314b0c641ca51f0	B42d3a51a4f6f3495	f104	S	B	P	10	MIDDLE	B	K
U031a3eb0db6183fa	B60a636a0f1b62790	f77	B	B	P	12	MIDDLE	B	D
U031c2fe3f5ae73c3	B3037f54cdb4647af	f104	S	B	P	10	MIDDLE	B	K
U032208fa9176c94f	B5265b4af1a16d1b6	f108	S	B	P	13	MIDDLE	G	B
U03533d39bc772dd5	B631dcc6c12743dde	f20	H	A	P	7	MIDDLE	B	K
U03630e59920c3d89	B5265b4af1a16d1b6	f82	B	B	P	10	LAST	B	END
U037970bb8c04a104	B5265b4af1a16d1b6	f86	T	B	P	11	MIDDLE	C	A
U03a3448511dabf26	B60a636a0f1b62790	f81	B	B	P	9	MIDDLE	Q	B
U03c15717ec25c295	B8a40d6304293415b	f24	H	A	P	6	MIDDLE	C	D
U03c52720d396d0b3	B421b9041275aa797	f33	H	B	P	9	MIDDLE	C	A
U03ccd5ca7a61d536	B8a40d6304293415b	f115	S	B	P	10	MIDDLE	C	A
U03cd43511d19907c	B6badc8581c16b126	f105	S	B	P	12	MIDDLE	G	C
U03d9d76f8ef556b7	Be267ad8725c9e070	f81	B	B	P	9	FIRST	START	B
U03e3f9044b642e52	B68d0531ba5638e93	f79	B	B	P	9	MIDDLE	A	A
U03e40c854b96091b	B421b9041275aa797	f27	H	A	P	8	MIDDLE	A	U
U03ea6fc81eb4ce5e	B33c30eb30bc775af	f100	P	A	P	10	LAST	B	END
U03ef9bed13096909	B226e84515aab16d2	f78	B	B	P	10	FIRST	START	K
U03f182921dc2cb14	B9a85fffafff12db9	f43	H	B	P	14	MIDDLE	C	A
U04101c8678500bfa	B631dcc6c12743dde	f19	H	A	P	5	LAST	A	END
U04143c2b908707ea	B8a40d6304293415b	f84	B	B	P	13	MIDDLE	A	Q
U0429e1cc898b462b	B421b9041275aa797	f106	S	B	P	13	MIDDLE	C	A
U042a0b7079c49586	B04c58ff894953789	f77	B	B	P	12	MIDDLE	A	L
U0435f9a27cf2a09b	B2c32b89192c114b6	f105	S	B	P	12	LAST	G	END
U0445906054e8f144	B631dcc6c12743dde	f20	H	A	P	5	LAST	B	END
U04499d900a019c53	B6badc8581c16b126	f39	H	B	P	12	MIDDLE	C	B
U04719b7b37111159	B3037f54cdb4647af	f105	S	B	P	10	MIDDLE	B	A
U047dd8ef5c7ede36	B5265b4af1a16d1b6	f85	T	B	P	5	LAST	B	END
U048031a8f76ec367	B8a40d6304293415b	f84	B	B	P	13	MIDDLE	B	A
U0481d405a5740128	B466830ffa38d822b	f18	H	A	P	7	MIDDLE	B	A
U04a4674ba95e7b7b	B6badc8581c16b126	f86	T	B	P	12	MIDDLE	B	A
U04a8d695ee4ec8f8	B631dcc6c12743dde	f78	B	B	P	9	MIDDLE	A	A
U04aa5d0345868c1c	B631dcc6c12743dde	f8	H	A	P	8	MIDDLE	G	B
U04bae638abefdd96	B9a85fffafff12db9	f115	S	B	P	12	MIDDLE	C	A
U04f7404d344d0b07	B4c3ad952b3349660	f8	H	A	P	9	FIRST	START	K
U04f88ed54a9ee7ee	Bfb1c9716649478a4	f116	S	B	P	11	FIRST	START	K
U05017d93f6322edc	B04c58ff894953789	f102	P	A	P	9	MIDDLE	B	K
U0506dbf39d433f6d	B2c32b89192c114b6	f15	H	A	P	6	LAST	A	END
U0529c4bab386c4ec	Bc83c484379b2601b	f93	H	A	P	5	MIDDLE	C	C
U052de67293066582	B3037f54cdb4647af	f113	S	B	P	7	FIRST	START	K
U0530fca9055045ad	B631dcc6c12743dde	f23	H	A	P	11	MIDDLE	C	B
U0533de803a130b9b	Bb2006fce0cdc1d65	f88	P	A	P	7	MIDDLE	A	P
U05632317c6b37af0	Bb2006fce0cdc1d65	f10	H	A	P	5	MIDDLE	C	A
U056805362bc3fb26	B4c3ad952b3349660	f112	S	B	P	6	FIRST	START	A
U057424b9e310dbe7	B421b9041275aa797	f39	H	B	P	10	MIDDLE	G	Q
U057d6d3c4dfaf724	B421b9041275aa797	f115	S	B	P	10	MIDDLE	B	A
U05823aa9fa2e307f	B04c58ff894953789	f107	S	B	P	13	MIDDLE	F	A
U058cd3cb440ab0ce	B631dcc6c12743dde	f19	H	A	P	9	MIDDLE	A	B
U059737870a0ace77	B2c32b89192c114b6	f115	S	B	P	12	MIDDLE	A	A
U05a18ae12691eda4	B9667d8bf0db540b5	f112	S	B	P	10	MIDDLE	F	P
U05a700c89a8219c8	B8a40d6304293415b	f99	P	A	P	9	LAST	C	END
U05b30e03e81629f7	B66c6bc411942f0b3	f93	H	A	P	10	MIDDLE	A	B
U05b408b5d5a03838	B04c58ff894953789	f84	B	B	P	11	MIDDLE	A	A
U05bea806f27ba1eb	B631dcc6c12743dde	f56	H	A	P	6	MIDDLE	A	B
U05c879747a9ae4f7	B33c30eb30bc775af	f107	S	B	P	12	MIDDLE	B	K
U05ceb0381481751e	B9a85fffafff12db9	f102	P	A	P	10	MIDDLE	C	K
U05cf5c1465b12453	B8a40d6304293415b	f84	B	B	P	14	MIDDLE	A	Q
U05d2e541d9c44029	B6badc8581c16b126	f107	S	B	P	10	MIDDLE	F	K
U05d60a30bc26c76d	B631dcc6c12743dde	f105	S	B	P	11	MIDDLE	A	K
U05d662994b538c0b	B9a85fffafff12db9	f115	S	B	P	8	MIDDLE	B	B
U05e02f920dc9c2b7	B2c32b89192c114b6	f88	P	A	P	7	MIDDLE	A	A
U05e2c6bf3b7f22d6	Be1879e5d17143259	f75	B	B	P	6	MIDDLE	A	B
U060d3d0224221b52	B8a40d6304293415b	f39	H	B	P	11	MIDDLE	B	B
U061041f0c62ab7b1	B9a85fffafff12db9	f34	H	B	P	11	MIDDLE	C	A
U0612b46a437b824f	B04c58ff894953789	f115	S	B	P	13	MIDDLE	B	A
U061ceceaf71d7036	B2c32b89192c114b6	f41	H	B	P	13	MIDDLE	A	A
U0637cd0cef7573b5	B9a85fffafff12db9	f84	B	B	P	12	MIDDLE	C	A
U064d5b9b071cb188	B4c3ad952b3349660	f111	S	B	P	9	FIRST	START	K
U064fb33418082e01	B9a85fffafff12db9	f88	P	A	P	10	MIDDLE	C	L
U066c8d31433b7de7	B7f4ff3cd47611b8a	f82	B	B	P	9	MIDDLE	B	D
U06746e50b162a189	B4c3ad952b3349660	f106	S	B	P	10	LAST	G	END
U0686159ce6870bc9	B421b9041275aa797	f113	S	B	P	8	FIRST	START	L
U0686748a05880b22	B8a40d6304293415b	f103	S	B	P	8	MIDDLE	C	K
U06867c9fef1ed029	B7f4ff3cd47611b8a	f108	S	B	P	13	MIDDLE	A	Q
U068a7bcdcd8d7cff	Bde8fbd777c39d95a	f79	B	B	P	10	FIRST	START	B
U068d2dd6b2f92a2d	B8a40d6304293415b	f79	B	B	P	10	MIDDLE	B	K
U069e1c092779c0d6	Bde8fbd777c39d95a	f111	S	B	P	11	MIDDLE	A	D
U06a1049d9b42854b	B6badc8581c16b126	f114	S	B	P	7	MIDDLE	F	K
U06a3047ad98ebade	B2c32b89192c114b6	f75	B	B	P	11	MIDDLE	A	A
U06be5ca0aee67559	B631dcc6c12743dde	f16	H	A	P	6	LAST	B	END
U06bedbdf95b3f546	B631dcc6c12743dde	f11	H	A	P	9	MIDDLE	A	A
U06c45a2fe316b80e	Bb2006fce0cdc1d65	f35	H	A	P	6	MIDDLE	A	K
U06de1d10df369a84	B27ad378d4d427ed2	f30	H	A	P	10	MIDDLE	A	K
U06eaa6c5edb58bf4	B9aebcc1a63ebf5d7	f75	B	B	P	9	MIDDLE	A	A
U06faa99221e01f58	B5265b4af1a16d1b6	f112	S	B	P	11	MIDDLE	A	A
U070bcd1fa44d1370	B42d3a51a4f6f3495	f27	H	A	P	8	LAST	G	END
U07230ee6ea8986e9	B0f76627cf4e4f7eb	f112	S	B	P	10	MIDDLE	A	A
U072f7c14b4b27fb4	B5619b6057973af5a	f79	B	B	P	10	MIDDLE	A	D
U073ba9b69af28012	B6f9e9e2a839a28a9	f75	B	B	P	8	MIDDLE	A	D
U0742048d2c7f7358	B9a85fffafff12db9	f78	B	B	P	9	MIDDLE	C	A
U074c579006581913	B7f4ff3cd47611b8a	f86	C	B	P	10	MIDDLE	A	Q
U075faa72231f00c1	B8a40d6304293415b	f86	C	B	P	7	LAST	C	END
U07642ff78de59329	B7f4ff3cd47611b8a	f17	H	A	P	4	LAST	B	END
U0764543a19801ce3	B42d3a51a4f6f3495	f81	B	B	P	10	MIDDLE	G	B
U0768f516d2bb2ad1	B5265b4af1a16d1b6	f42	H	A	P	5	LAST	F	END
U076fd137864b877f	B6f9e9e2a839a28a9	f77	B	B	P	11	MIDDLE	A	K
U077935438182a5d1	B8a40d6304293415b	f78	B	B	P	10	MIDDLE	A	K
U077e3f15258d9793	B421b9041275aa797	f108	S	B	P	14	MIDDLE	F	K
U078b93f897bc63cb	Be267ad8725c9e070	f87	H	A	P	7	LAST	B	END
U07a206530d76b983	B6badc8581c16b126	f80	B	B	P	10	MIDDLE	C	A
U07af5b17d57f6703	B2c32b89192c114b6	f51	H	A	P	7	MIDDLE	B	A
U07b49121531cb0d0	B7f4ff3cd47611b8a	f39	H	B	P	11	MIDDLE	A	A
U07b677ccf416c4ab	B0f76627cf4e4f7eb	f3	H	A	P	6	LAST	B	END
U07c3b479c772e78d	B226e84515aab16d2	f75	B	B	P	12	LAST	A	END
U07c63470efa304dd	B6badc8581c16b126	f55	H	B	P	11	MIDDLE	C	A
U07cb186b96c6adac	B5265b4af1a16d1b6	f76	T	B	P	13	MIDDLE	A	K
U07d35684545b0a42	B42d3a51a4f6f3495	f116	S	B	P	12	MIDDLE	A	A
U07dea648a239e321	B04c58ff894953789	f80	B	B	P	7	LAST	A	END
U07f89acdeae757e4	B42d3a51a4f6f3495	f103	S	B	P	12	MIDDLE	A	A
U07fc5ba97151983f	Bde8fbd777c39d95a	f83	B	B	P	9	MIDDLE	A	D
U07fce9798290d4e1	B9a85fffafff12db9	f84	B	B	P	11	MIDDLE	B	K
U080aa57e728212d0	B4c3ad952b3349660	f114	S	B	P	13	FIRST	START	K
U080ac63d7243244b	B27ad378d4d427ed2	f86	T	B	P	9	MIDDLE	A	L
U081f3966ee28e602	B226e84515aab16d2	f13	H	A	P	9	LAST	A	END
U0825adf791eb0539	B226e84515aab16d2	f77	B	B	P	10	MIDDLE	A	L
U082e03b16f1adde6	Bc83c484379b2601b	f105	S	B	P	11	MIDDLE	A	C
U083092de6e9cd26e	B4c3ad952b3349660	f77	B	B	P	8	MIDDLE	A	L
U08484434ab378df1	Bd9cf74fe8412e08f	f111	S	B	P	13	MIDDLE	A	D
U084ccf00c38ed81d	B27ad378d4d427ed2	f105	S	B	P	11	MIDDLE	G	D
U08571f4e23d77e3c	B5265b4af1a16d1b6	f46	H	B	P	5	LAST	A	END
U086b98b461714d17	B27ad378d4d427ed2	f5	H	A	P	9	MIDDLE	C	D
U087200ddc08200ea	B66c6bc411942f0b3	f102	P	A	P	10	MIDDLE	C	D
U08762cb3c9c10e3e	B2c32b89192c114b6	f66	T	B	P	12	MIDDLE	A	A
U087bb162f7b9c2cd	B17a1723c4ea2ca8e	f111	S	B	P	11	MIDDLE	A	D
U087c50fcc5d59ab0	B631dcc6c12743dde	f49	H	A	P	6	LAST	B	END
U0888379095059fea	B7f4ff3cd47611b8a	f42	H	A	P	3	MIDDLE	A	A
U089b57110360cd74	B42d3a51a4f6f3495	f79	B	B	P	9	FIRST	START	A
U08a28cb402eb40a9	B42d3a51a4f6f3495	f84	B	B	P	14	MIDDLE	A	A
U08aa5adc73c09eec	B9667d8bf0db540b5	f48	H	B	P	12	MIDDLE	B	Q
U08b59893a7f6a15c	B9a85fffafff12db9	f58	S	A	P	10	MIDDLE	F	A
U08b9f9495de5f6b7	B5265b4af1a16d1b6	f77	B	B	P	11	MIDDLE	A	A
U08bf0971bf7435ca	B2c32b89192c114b6	f81	B	B	P	9	MIDDLE	A	K
U08c2bc6e2c5098de	B2c32b89192c114b6	f33	H	B	P	13	LAST	G	END
U08cedbf72e4ecf07	B9a85fffafff12db9	f86	T	B	P	6	MIDDLE	F	A
U08ea73090837c6bf	B9a85fffafff12db9	f58	S	A	P	9	MIDDLE	B	U
U08eefe731f8cb151	B631dcc6c12743dde	f10	H	A	P	9	MIDDLE	F	U
U08efb8f2fb9fa0a1	B7f4ff3cd47611b8a	f3	H	A	P	5	MIDDLE	C	U
U08f0ea372e817888	B9a85fffafff12db9	f39	H	B	P	10	MIDDLE	G	A
U090792e62d65afce	B33c30eb30bc775af	f8	H	A	P	7	LAST	C	END
U090862492953a3c6	B27ad378d4d427ed2	f107	S	B	P	11	MIDDLE	G	D
U090c3cfa1efb55d8	B631dcc6c12743dde	f29	H	A	P	8	MIDDLE	A	U
U09130edc271ef600	B8a40d6304293415b	f99	P	A	P	10	MIDDLE	C	A
U091446c9d871719e	B6f9e9e2a839a28a9	f111	S	B	P	12	MIDDLE	A	D
U091ea9bcaa79271e	B71899bc72c156d0a	f89	P	A	P	11	MIDDLE	A	L
U092fcecb66ce455c	B60a636a0f1b62790	f50	H	B	P	10	MIDDLE	A	A
U09326022403246d2	B8a40d6304293415b	f81	B	B	P	12	MIDDLE	B	C
U0932e97e67e563d8	B226e84515aab16d2	f77	B	B	P	11	MIDDLE	A	L
U093427c91554b0f2	B27ad378d4d427ed2	f112	S	B	P	10	MIDDLE	G	D
U0951c194ac3e429e	B9a85fffafff12db9	f75	B	B	P	12	MIDDLE	A	K
U09680c4a539ac83c	B421b9041275aa797	f27	H	A	P	8	MIDDLE	A	K
U097490fa649a0407	B8a40d6304293415b	f78	B	B	P	9	LAST	F	END
U097e9c0dc6c0df83	B23721ed74b5cd1be	f79	B	B	P	12	FIRST	START	A
U09832cb98eb926e1	B5619b6057973af5a	f76	T	B	P	11	MIDDLE	A	D
U098fef3ecbbca256	B5265b4af1a16d1b6	f80	B	B	P	8	MIDDLE	A	A
U0992953fddd3628e	B27ad378d4d427ed2	f106	S	B	P	6	MIDDLE	A	B
U0998b34357225fc1	B6badc8581c16b126	f88	P	A	P	9	MIDDLE	C	K
U0998ff5aabbf42cb	B27ad378d4d427ed2	f75	B	B	P	6	MIDDLE	B	D
U099ca7f9a4da9f7c	Bde8fbd777c39d95a	f76	T	B	P	13	LAST	A	END
U09a962d043cdad14	B04c58ff894953789	f80	B	B	P	11	MIDDLE	B	L
U09abbad5ec7742fb	B68d0531ba5638e93	f113	S	B	P	10	MIDDLE	A	A
U09ac0ed4473a5fe6	B27ad378d4d427ed2	f81	B	B	P	7	MIDDLE	C	Q
U09b368595d2aeed6	B9a85fffafff12db9	f86	T	B	P	11	MIDDLE	B	K
U09b745d85c21eaf4	B04c58ff894953789	f116	S	B	P	10	FIRST	START	A
U09b8040c1cb73aed	B5265b4af1a16d1b6	f80	B	B	P	8	LAST	A	END
U09c7a9b7e6cd3a90	B631dcc6c12743dde	f49	H	A	P	5	LAST	G	END
U09d7aa67b7129262	B8a40d6304293415b	f111	S	B	P	9	MIDDLE	C	K
U09d7d084305758fd	Bd538efe18784601a	f111	S	B	P	14	MIDDLE	A	B
U09d9f652488d81e5	B6badc8581c16b126	f35	H	A	P	7	MIDDLE	B	B
U09dd02733c33002e	B6badc8581c16b126	f78	B	B	P	10	MIDDLE	C	B
U09e7532bc492af49	B5265b4af1a16d1b6	f82	B	B	P	11	FIRST	START	L
U09f8cc2a699b0872	B42d3a51a4f6f3495	f107	S	B	P	7	FIRST	START	K
U09fa4d5dfb2c1c57	B23721ed74b5cd1be	f84	B	B	P	13	MIDDLE	A	A
U0a01312abef1ed94	B6badc8581c16b126	f43	H	B	P	12	MIDDLE	C	A
U0a057c1e1f4f9565	B8a40d6304293415b	f106	S	B	P	12	MIDDLE	G	B
U0a1c27f0a4f6bcad	Bc83c484379b2601b	f15	H	A	P	7	MIDDLE	G	B
U0a244b175f1a36fe	B8a40d6304293415b	f81	B	B	P	9	MIDDLE	A	L
U0a352445386fb82a	B8bf3abb2aa343fb0	f32	H	A	P	8	LAST	A	END
U0a545983523d6c9c	B5265b4af1a16d1b6	f114	S	B	P	12	LAST	B	END
U0a54a6d902540781	B6badc8581c16b126	f39	H	B	P	4	MIDDLE	C	A
U0a5562a3a8978b68	B2c32b89192c114b6	f93	H	A	P	7	MIDDLE	B	A
U0a5fd8c52b0b8c5e	B8a40d6304293415b	f79	B	B	P	9	MIDDLE	C	A
U0a77f18a0dd1ccf5	B9a85fffafff12db9	f111	S	B	P	13	MIDDLE	B	D
U0a952304ba09967c	B631dcc6c12743dde	f7	H	A	P	8	MIDDLE	A	Q
U0aa2e6bda4887773	B226e84515aab16d2	f75	B	B	P	13	MIDDLE	A	K
U0aad6f0345ca192c	B9a85fffafff12db9	f78	B	B	P	8	LAST	B	END
U0ab7ae7a42c460a4	B421b9041275aa797	f113	S	B	P	11	MIDDLE	C	L
U0ac0d8e1beddc962	B226e84515aab16d2	f104	S	B	P	13	MIDDLE	A	K
U0acb6ef00b9a692b	B5619b6057973af5a	f76	B	B	P	12	MIDDLE	A	D
U0acc79020b8a2c68	B33c30eb30bc775af	f39	H	B	P	13	LAST	A	END
U0ae28a16d9824257	B27ad378d4d427ed2	f75	B	B	P	11	MIDDLE	C	U
U0ae7bcd1036eb7e8	B6badc8581c16b126	f40	H	B	P	10	MIDDLE	C	K
U0aedd3629f2355c2	B9a85fffafff12db9	f33	H	B	P	8	MIDDLE	A	A
U0af324607f55ac06	B8a40d6304293415b	f33	H	B	P	4	MIDDLE	C	Q
U0afc95c142bf6d04	B2c32b89192c114b6	f23	H	A	P	9	LAST	C	END
U0b0158ddee2c7d8b	B631dcc6c12743dde	f9	H	A	P	10	LAST	B	END
U0b12e97180d340f4	B6badc8581c16b126	f115	S	B	P	11	MIDDLE	A	K
U0b1c5b685895834f	B311ff8acf28ca2ac	f106	S	B	P	11	MIDDLE	A	D
U0b31a4b7fc33f371	B42d3a51a4f6f3495	f23	H	A	P	9	MIDDLE	G	D
U0b57a4f1a1bbffce	B9a85fffafff12db9	f79	B	B	P	9	MIDDLE	C	L
U0b616eb99edef1f2	Bd538efe18784601a	f83	B	B	P	6	LAST	A	END
U0b9b617a56011f59	B2693f8bdd6844067	f80	B	B	P	9	FIRST	START	A
U0ba8f1d17fe7eb45	B9667d8bf0db540b5	f16	H	A	P	8	MIDDLE	B	B
U0bb7eceb42cdb3ea	B4c3ad952b3349660	f108	S	B	P	13	FIRST	START	K
U0bbe1090ff5941d0	B42d3a51a4f6f3495	f17	H	A	P	9	MIDDLE	A	U
U0bbf92947272b389	Bc83c484379b2601b	f15	H	A	P	6	LAST	B	END
U0bcccf1b981d895c	B631dcc6c12743dde	f38	H	A	P	9	MIDDLE	C	A
U0bdb74830c4c0175	B9667d8bf0db540b5	f102	P	A	P	10	FIRST	START	K
U0be2c229e3110fc4	B2c32b89192c114b6	f11	H	A	P	6	MIDDLE	A	K
U0beb1de257775425	Be267ad8725c9e070	f77	B	B	P	11	MIDDLE	B	A
U0c0483783d21c2f2	B421b9041275aa797	f3	H	A	P	4	MIDDLE	G	U
U0c0b15798e6004fd	B33c30eb30bc775af	f14	H	A	P	9	MIDDLE	A	A
U0c1b8143bc0bd3ad	B27ad378d4d427ed2	f108	S	B	P	10	MIDDLE	A	D
U0c1d27531c4e9a05	B5265b4af1a16d1b6	f89	P	A	P	9	LAST	G	END
U0c31e02e8fd89b2e	B6badc8581c16b126	f85	C	B	P	5	MIDDLE	C	A
U0c31f96aa35568ea	B631dcc6c12743dde	f85	T	B	P	10	MIDDLE	A	A
U0c5328628af8e7fd	B27ad378d4d427ed2	f116	S	B	P	11	MIDDLE	A	B
U0c600cfc044198a2	B2c32b89192c114b6	f29	H	A	P	11	MIDDLE	G	L
U0c627f614f4c0f12	B6badc8581c16b126	f58	S	A	P	12	MIDDLE	Q	A
U0c65e692ae1734b7	B421b9041275aa797	f20	H	A	P	5	MIDDLE	C	K
U0c6a88f2fc7e5351	Bc83c484379b2601b	f15	H	A	P	5	MIDDLE	G	L
U0c7da2dfdde508e6	Bfb1c9716649478a4	f84	B	B	P	13	FIRST	START	T
U0c82302480e641d8	Bb17103a623dd86c0	f80	B	B	P	9	LAST	A	END
U0c84b0c37f829f23	Bde8fbd777c39d95a	f106	S	B	P	5	LAST	A	END
U0c9a0708cdc21f07	B226e84515aab16d2	f83	B	B	P	10	MIDDLE	A	C
U0ca1819be81eeb67	Be267ad8725c9e070	f79	B	B	P	8	MIDDLE	B	A
U0cbb4d977488d831	B04c58ff894953789	f33	H	B	P	13	MIDDLE	A	A
