mode_id	record	page	locus	input_rule_surface	local_output_surface	support_events	event_ids	instruction_de
LR25	B3	f83r	f83r.11	kain	chkain	1	E257	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR25	B3	f83r	f83r.11	qcthey	shcthey	1	E258	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR26	B3	f83r	f83r.14	okchedy	qokchedy	1	E264	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR26	B3	f83r	f83r.14	checthy	shcthy	1	E271	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR26	B3	f83r	f83r.14	chey	sy	1	E273	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR27	B3	f83r	f83r.15	dal	tal	1	E278	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR27	B3	f83r	f83r.15	checthy	shcthy	1	E279	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR27	B3	f83r	f83r.15	otchedy	qotchedy	1	E281	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR28	B3	f83r	f83r.16	schedy	tchedy	1	E283	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR29	B3	f83r	f83r.20	olkeedy	solkeedy	1	E291	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR29	B3	f83r	f83r.20	daiin	saiin	1	E299	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR30	B3	f83r	f83r.24	oiiin	soiiin	1	E309	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR30	B3	f83r	f83r.24	chty	chety	1	E311	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR31	B4	f83r	f83r.25	qotal	otal	1	E320	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR32	B4	f83r	f83r.26	ol	tol	1	E324	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR33	B4	f83r	f83r.35	qokain	okain	1	E341	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR33	B4	f83r	f83r.35	chedy	chdy	1	E342	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR34	B4	f83r	f83r.38	chor	or	1	E348	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR35	B4	f83r	f83r.39	cheey	shey	1	E353	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR36	B4	f83r	f83r.41	olkain	qolkain	1	E358	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR37	B5	f83r	f83r.48	ol	cheol	1	E366	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR37	B5	f83r	f83r.48	daiin	aiin	1	E369	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
LR38	B6	f83r	f83r.54	saiin	daiin	1	E377	Wenn diese Regeloberfläche im Locus erscheint, durch die lokale Oberfläche ersetzen.
