event_id	statement_id	record_unit_id	register	page	event_position	surface	atomic_value_de	program_id	slot_rank	slot_code	microcycle	generation_action	owner	statement_end_after_event
E018	H2-S001	H2	HERBAL	f10r	4	cthaiin	Bereitsollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	2	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E019	H2-S001	H2	HERBAL	f10r	5	qoctholy	Folgefortsetzungsposten	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	3	RESET_TO_NEW_MICROCYCLE	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E020	H2-S001	H2	HERBAL	f10r	6	dy	Diesposten	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	3	REPEAT_CURRENT_SLOT	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E021	H2-S001	H2	HERBAL	f10r	7	chy	Diesposten	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	3	REPEAT_CURRENT_SLOT	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E022	H2-S001	H2	HERBAL	f10r	8	taiin	Sollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	3	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E023	H2-S001	H2	HERBAL	f10r	9	shy	Diesposten	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	4	RESET_TO_NEW_MICROCYCLE	zweiter Arbeitsartikel unter demselben Pflanzenbild	YES
E024	H2-S002	H2	HERBAL	f10r	1	qotchor	Folgeansatz	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E025	H2-S002	H2	HERBAL	f10r	2	chor	Ansatz	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E026	H2-S002	H2	HERBAL	f10r	3	otol	Folgefortsetzung	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E027	H2-S002	H2	HERBAL	f10r	4	chol	Fortsetzung	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E028	H2-S002	H2	HERBAL	f10r	5	cholor	Fortsetzungsansatz	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E029	H2-S002	H2	HERBAL	f10r	6	chol	Fortsetzung	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E030	H2-S002	H2	HERBAL	f10r	7	daiin	Sollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E031	H2-S002	H2	HERBAL	f10r	8	dar	Quelle	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	2	RESET_TO_NEW_MICROCYCLE	zweiter Arbeitsartikel unter demselben Pflanzenbild	YES
E032	H2-S003	H2	HERBAL	f10r	1	oykchor	Gefäßansatz	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E033	H2-S003	H2	HERBAL	f10r	2	shor	Ansatz	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E034	H2-S003	H2	HERBAL	f10r	3	chor	Ansatz	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E035	H2-S003	H2	HERBAL	f10r	4	chy	Diesposten	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E036	H2-S003	H2	HERBAL	f10r	5	kaiiin	Bindestufe	P11_BEREITEN_SCHLIESSEN	6	S6_BEREIT_ABSCHLUSS	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E037	H2-S003	H2	HERBAL	f10r	6	dy	Diesposten	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	2	RESET_TO_NEW_MICROCYCLE	zweiter Arbeitsartikel unter demselben Pflanzenbild	NO
E038	H2-S003	H2	HERBAL	f10r	7	chodaiin	Zutatsollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	2	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	zweiter Arbeitsartikel unter demselben Pflanzenbild	YES
E039	H3-S001	H3	HERBAL	f11r	1	tshol	Blütenkraut	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	Blütenkraut der abgebildeten Pflanze	NO
E040	H3-S001	H3	HERBAL	f11r	2	schoal	Zieleingabe	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Blütenkraut der abgebildeten Pflanze	NO
E041	H3-S001	H3	HERBAL	f11r	3	cfhy	Auswringen	P10_ABZIEHEN_ABFUEHREN	3	S3_PROZESS_TRANSFER	2	RESET_TO_NEW_MICROCYCLE	Blütenkraut der abgebildeten Pflanze	NO
E042	H3-S001	H3	HERBAL	f11r	4	shfydaiin	Standzeit	P09_ABSETZEN_SAMMELN	3	S3_PROZESS_TRANSFER	2	REPEAT_CURRENT_SLOT	Blütenkraut der abgebildeten Pflanze	NO
E043	H3-S001	H3	HERBAL	f11r	5	cphy	Nachseihen	P08_DURCHLASSEN	3	S3_PROZESS_TRANSFER	2	REPEAT_CURRENT_SLOT	Blütenkraut der abgebildeten Pflanze	NO
E044	H3-S001	H3	HERBAL	f11r	6	shey	Klarauszug	P10_ABZIEHEN_ABFUEHREN	3	S3_PROZESS_TRANSFER	2	REPEAT_CURRENT_SLOT	Blütenkraut der abgebildeten Pflanze	NO
E045	H3-S001	H3	HERBAL	f11r	7	tchody	Rücknahmeschluss	P10_ABZIEHEN_ABFUEHREN	3	S3_PROZESS_TRANSFER	2	REPEAT_CURRENT_SLOT	Blütenkraut der abgebildeten Pflanze	YES
E046	H3-S002	H3	HERBAL	f11r	1	shoyty	Zutatfolgeteil	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	Blütenkraut der abgebildeten Pflanze	YES
E047	H3-S003	H3	HERBAL	f11r	1	dchol	Vorfortsetzung	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	Blütenkraut der abgebildeten Pflanze	NO
E048	H3-S003	H3	HERBAL	f11r	2	chy	Diesposten	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	Blütenkraut der abgebildeten Pflanze	NO
E049	H3-S003	H3	HERBAL	f11r	3	kchy	Bindeposten	P11_BEREITEN_SCHLIESSEN	6	S6_BEREIT_ABSCHLUSS	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Blütenkraut der abgebildeten Pflanze	NO
E050	H3-S003	H3	HERBAL	f11r	4	dy	Diesposten	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	2	RESET_TO_NEW_MICROCYCLE	Blütenkraut der abgebildeten Pflanze	NO
E051	H3-S003	H3	HERBAL	f11r	5	daiin	Sollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	2	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Blütenkraut der abgebildeten Pflanze	YES
E052	H3-S004	H3	HERBAL	f11r	1	qotchy	Folgeposten	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	Blütenkraut der abgebildeten Pflanze	NO
E053	H3-S004	H3	HERBAL	f11r	2	okchol	Fortsetzungseinsatz	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Blütenkraut der abgebildeten Pflanze	NO
E054	H3-S004	H3	HERBAL	f11r	3	cthy	Bereit	P11_BEREITEN_SCHLIESSEN	6	S6_BEREIT_ABSCHLUSS	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Blütenkraut der abgebildeten Pflanze	NO
E055	H3-S004	H3	HERBAL	f11r	4	dy	Diesposten	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	2	RESET_TO_NEW_MICROCYCLE	Blütenkraut der abgebildeten Pflanze	YES
E056	H4-S001	H4	HERBAL	f55v	1	qokaiin	Sollstellung	P01_DOSIEREN	2	S2_MATERIAL_MASS	1	OPEN_FIRST_CYCLE	Blattmaterial der abgebildeten Pflanze	NO
E057	H4-S001	H4	HERBAL	f55v	2	chaiin	Sollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	1	REPEAT_CURRENT_SLOT	Blattmaterial der abgebildeten Pflanze	NO
E058	H4-S001	H4	HERBAL	f55v	3	ykain	Postenportion	P01_DOSIEREN	2	S2_MATERIAL_MASS	1	REPEAT_CURRENT_SLOT	Blattmaterial der abgebildeten Pflanze	NO
E059	H4-S001	H4	HERBAL	f55v	4	ykan	Postenzweitportion	P01_DOSIEREN	2	S2_MATERIAL_MASS	1	REPEAT_CURRENT_SLOT	Blattmaterial der abgebildeten Pflanze	NO
E060	H4-S001	H4	HERBAL	f55v	5	ody	Rücknahmeschluss	P10_ABZIEHEN_ABFUEHREN	3	S3_PROZESS_TRANSFER	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Blattmaterial der abgebildeten Pflanze	YES
E061	H4-S002	H4	HERBAL	f55v	1	daiin	Sollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	1	OPEN_FIRST_CYCLE	Blattmaterial der abgebildeten Pflanze	NO
E062	H4-S002	H4	HERBAL	f55v	2	chedy	Umsetzen	P07_UEBERFUEHREN	3	S3_PROZESS_TRANSFER	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Blattmaterial der abgebildeten Pflanze	NO
E063	H4-S002	H4	HERBAL	f55v	3	talam	Verwahren	P11_BEREITEN_SCHLIESSEN	6	S6_BEREIT_ABSCHLUSS	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Blattmaterial der abgebildeten Pflanze	YES
E064	H4-S003	H4	HERBAL	f55v	1	ykaiin	Postensollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	1	OPEN_FIRST_CYCLE	Blattmaterial der abgebildeten Pflanze	NO
E065	H4-S003	H4	HERBAL	f55v	2	cheoar	Auszugnahme	P10_ABZIEHEN_ABFUEHREN	3	S3_PROZESS_TRANSFER	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Blattmaterial der abgebildeten Pflanze	NO
E066	H4-S003	H4	HERBAL	f55v	3	cheeky	Langwärme	P05_LANG_BEHANDELN	4	S4_DAUER_ZUSTAND	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Blattmaterial der abgebildeten Pflanze	NO
E067	H4-S003	H4	HERBAL	f55v	4	oldy	Fortschluss	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	2	RESET_TO_NEW_MICROCYCLE	Blattmaterial der abgebildeten Pflanze	YES
E068	H4-S004	H4	HERBAL	f55v	1	aiin	Sollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	1	OPEN_FIRST_CYCLE	Blattmaterial der abgebildeten Pflanze	NO
E069	H4-S004	H4	HERBAL	f55v	2	okal	Zieleinsatz	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Blattmaterial der abgebildeten Pflanze	NO
E070	H4-S004	H4	HERBAL	f55v	3	oltchy	Fortsetzungszubereitung	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	2	RESET_TO_NEW_MICROCYCLE	Blattmaterial der abgebildeten Pflanze	NO
E071	H4-S004	H4	HERBAL	f55v	4	or	Ansatz	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	2	REPEAT_CURRENT_SLOT	Blattmaterial der abgebildeten Pflanze	NO
E072	H4-S004	H4	HERBAL	f55v	5	y	Diesposten	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	2	REPEAT_CURRENT_SLOT	Blattmaterial der abgebildeten Pflanze	NO
E073	H4-S004	H4	HERBAL	f55v	6	orain	Ansatzportion	P01_DOSIEREN	2	S2_MATERIAL_MASS	2	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Blattmaterial der abgebildeten Pflanze	YES
E074	H5-S001	H5	HERBAL	f56r	1	chochor	Zutatenansatz	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E075	H5-S001	H5	HERBAL	f56r	2	cho	Zutat	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E076	H5-S001	H5	HERBAL	f56r	3	chodaly	Zutatstelle	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E077	H5-S001	H5	HERBAL	f56r	4	daiin	Sollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	2	RESET_TO_NEW_MICROCYCLE	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E078	H5-S001	H5	HERBAL	f56r	5	sho	Zutat	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	3	RESET_TO_NEW_MICROCYCLE	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E079	H5-S001	H5	HERBAL	f56r	6	kchol	Bindefortsetzung	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	3	REPEAT_CURRENT_SLOT	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E080	H5-S001	H5	HERBAL	f56r	7	otchor	Folgeansatz	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	3	REPEAT_CURRENT_SLOT	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E081	H5-S001	H5	HERBAL	f56r	8	choky	Einsetzen	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	3	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E082	H5-S001	H5	HERBAL	f56r	9	dal	Stelle	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	3	REPEAT_CURRENT_SLOT	Stängel-/Pflanzenteil der abgebildeten Pflanze	YES
E083	H5-S002	H5	HERBAL	f56r	1	schol	Vorfortsetzung	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E084	H5-S002	H5	HERBAL	f56r	2	choy	Zutatposten	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E085	H5-S002	H5	HERBAL	f56r	3	choky	Einsetzen	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E086	H5-S002	H5	HERBAL	f56r	4	cheeckhody	Auftragsschluss	P11_BEREITEN_SCHLIESSEN	6	S6_BEREIT_ABSCHLUSS	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Stängel-/Pflanzenteil der abgebildeten Pflanze	YES
E087	H5-S003	H5	HERBAL	f56r	1	sh	Pflanzenteil	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E088	H5-S003	H5	HERBAL	f56r	2	cho	Zutat	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E089	H5-S003	H5	HERBAL	f56r	3	kchey	Kurzbindeposten	P11_BEREITEN_SCHLIESSEN	6	S6_BEREIT_ABSCHLUSS	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E090	H5-S003	H5	HERBAL	f56r	4	qokokchy	Wiedereinsatz	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	2	RESET_TO_NEW_MICROCYCLE	Stängel-/Pflanzenteil der abgebildeten Pflanze	YES
E091	H5-S004	H5	HERBAL	f56r	1	okchy	Einsetzen	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	1	OPEN_FIRST_CYCLE	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E092	H5-S004	H5	HERBAL	f56r	2	chokcheo	Auszugzugabe	P02_MATERIAL_GEBEN	2	S2_MATERIAL_MASS	2	RESET_TO_NEW_MICROCYCLE	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E093	H5-S004	H5	HERBAL	f56r	3	kchal	Zielbindung	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	2	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Stängel-/Pflanzenteil der abgebildeten Pflanze	YES
E094	H5-S005	H5	HERBAL	f56r	1	sho	Zutat	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E095	H5-S005	H5	HERBAL	f56r	2	chokchy	Einsetzen	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E096	H5-S005	H5	HERBAL	f56r	3	kchoar	Quellenzutatbindung	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	2	RESET_TO_NEW_MICROCYCLE	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E097	H5-S005	H5	HERBAL	f56r	4	sotodan	Gebrauchen	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	2	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Stängel-/Pflanzenteil der abgebildeten Pflanze	YES
E098	H5-S006	H5	HERBAL	f56r	1	otchey	Folgeposten	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E099	H5-S006	H5	HERBAL	f56r	2	keol	Kurzbindefortsetzung	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	1	REPEAT_CURRENT_SLOT	Stängel-/Pflanzenteil der abgebildeten Pflanze	NO
E100	H5-S006	H5	HERBAL	f56r	3	daiin	Sollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	Stängel-/Pflanzenteil der abgebildeten Pflanze	YES
E101	B1-S001	B1	BIO	f81v	1	qokedy	Kurzkontakt	P04_KURZ_BEHANDELN	4	S4_DAUER_ZUSTAND	1	OPEN_FIRST_CYCLE	B1_SHARED_TWO_ROW_POOL	YES
E102	B1-S002	B1	BIO	f81v	1	okaiin	Sollstellung	P01_DOSIEREN	2	S2_MATERIAL_MASS	1	OPEN_FIRST_CYCLE	B1_SHARED_TWO_ROW_POOL	NO
E103	B1-S002	B1	BIO	f81v	2	kair	Beckenlauf	P08_DURCHLASSEN	3	S3_PROZESS_TRANSFER	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	B1_SHARED_TWO_ROW_POOL	NO
E104	B1-S002	B1	BIO	f81v	3	okal	Zieleinsatz	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	B1_SHARED_TWO_ROW_POOL	NO
E105	B1-S002	B1	BIO	f81v	4	sar	Quelle	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	2	RESET_TO_NEW_MICROCYCLE	B1_SHARED_TWO_ROW_POOL	NO
E106	B1-S002	B1	BIO	f81v	5	ol	Fortsetzung	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	2	REPEAT_CURRENT_SLOT	B1_SHARED_TWO_ROW_POOL	NO
E107	B1-S002	B1	BIO	f81v	6	kain	Portion	P01_DOSIEREN	2	S2_MATERIAL_MASS	2	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	B1_SHARED_TWO_ROW_POOL	NO
E108	B1-S002	B1	BIO	f81v	7	olkain	Folgeportion	P01_DOSIEREN	2	S2_MATERIAL_MASS	2	REPEAT_CURRENT_SLOT	B1_SHARED_TWO_ROW_POOL	NO
E109	B1-S002	B1	BIO	f81v	8	al	Stelle	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	2	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	B1_SHARED_TWO_ROW_POOL	NO
E110	B1-S002	B1	BIO	f81v	9	ol	Fortsetzung	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	3	RESET_TO_NEW_MICROCYCLE	B1_SHARED_TWO_ROW_POOL	NO
E111	B1-S002	B1	BIO	f81v	10	rol	Anschluss	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	3	REPEAT_CURRENT_SLOT	B1_SHARED_TWO_ROW_POOL	NO
E112	B1-S002	B1	BIO	f81v	11	dl	Zusatz	P02_MATERIAL_GEBEN	2	S2_MATERIAL_MASS	3	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	B1_SHARED_TWO_ROW_POOL	NO
E113	B1-S002	B1	BIO	f81v	12	olor	Fortsetzungsansatz	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	4	RESET_TO_NEW_MICROCYCLE	B1_SHARED_TWO_ROW_POOL	NO
E114	B1-S002	B1	BIO	f81v	13	ol	Fortsetzung	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	4	REPEAT_CURRENT_SLOT	B1_SHARED_TWO_ROW_POOL	NO
E115	B1-S002	B1	BIO	f81v	14	sheckhal	Zielkurzpassage	P08_DURCHLASSEN	3	S3_PROZESS_TRANSFER	4	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	B1_SHARED_TWO_ROW_POOL	NO
