cohort_id	locus	page	ordinal	masked_surface	is_target	scoring_identity	reader_exact	scorer_visible_roles	scorer_visible_axes	display_default_de	span_id	span_member_role	render_once_owner_ordinal	target_surface_visible_to_scorer	old_target_default_role_evidence_confidence_credit	fluency_credit	component_export_credit
G770-L006	f75r.43	f75r	7	oldy	0	NON_TARGET	1	RESULT|ENDPOINT|FIELD|CLOSE|PRODUCT	NONE	fertiger Auszug	NONE	NONE	NONE	0	0	0	0
G770-L007	f115v.5	f115v	1	dair	0	NON_TARGET	1	AMOUNT|PATIENT|FIELD|MATERIAL	NONE	Anteil II	NONE	NONE	NONE	0	0	0	0
G770-L007	f115v.5	f115v	2	cheky	0	NON_TARGET	1	FIELD|PREPARATION	NONE	getrocknete, leicht erhitzte Zubereitung	NONE	NONE	NONE	0	0	0	0
G770-L007	f115v.5	f115v	3	qoteey	0	NON_TARGET	1	ENDPOINT|FIELD	NONE	Kälte-Endstufe	NONE	NONE	NONE	0	0	0	0
G770-L007	f115v.5	f115v	4	[TM-N5K6]	1	TM-N5K6	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L007	f115v.5	f115v	5	chl	0	NON_TARGET	1	PROCESS|FIELD	NONE	Trocknen	NONE	NONE	NONE	0	0	0	0
G770-L007	f115v.5	f115v	6	oleed	0	NON_TARGET	0	NONE	NONE	abgeschlossene Endzubereitung	NONE	NONE	NONE	0	0	0	0
G770-L008	f58r.13	f58r	1	ytar	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	gekühlte Fraktion I	NONE	NONE	NONE	0	0	0	0
G770-L008	f58r.13	f58r	2	sheear	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL|PREPARATION	NONE	Zubereitungszusatz	NONE	NONE	NONE	0	0	0	0
G770-L008	f58r.13	f58r	3	cheoldy	0	NON_TARGET	1	RESULT|ENDPOINT|FIELD|PRODUCT	NONE	getrockneter Endauszug	NONE	NONE	NONE	0	0	0	0
G770-L008	f58r.13	f58r	4	ykeol	0	NON_TARGET	1	FIELD|PREPARATION	NONE	Zwischenansatz	NONE	NONE	NONE	0	0	0	0
G770-L008	f58r.13	f58r	5	cheal	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	Trockenstoff I, Mittelstufe	NONE	NONE	NONE	0	0	0	0
G770-L008	f58r.13	f58r	6	cheody	0	NON_TARGET	1	RESULT|FIELD|MATERIAL|PREPARATION|PRODUCT	NONE	getrocknete Masse	NONE	NONE	NONE	0	0	0	0
G770-L008	f58r.13	f58r	7	chal	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	Trockenstoff I, Anfangsstufe	NONE	NONE	NONE	0	0	0	0
G770-L008	f58r.13	f58r	8	chaiin	0	NON_TARGET	1	FIELD	NONE	Trockenstufe III	NONE	NONE	NONE	0	0	0	0
G770-L008	f58r.13	f58r	9	[TM-Q7M2]	1	TM-Q7M2	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L008	f58r.13	f58r	10	oly	0	NON_TARGET	1	PROCESS|FIELD	NONE	Abseihen	NONE	NONE	NONE	0	0	0	0
G770-L009	f3r.19	f3r	1	otchor	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL|PREPARATION	NONE	kalt-trockene Portion	NONE	NONE	NONE	0	0	0	0
G770-L009	f3r.19	f3r	2	[TM-Q7M2]	1	TM-Q7M2	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L009	f3r.19	f3r	3	cheor	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	Trockenform	NONE	NONE	NONE	0	0	0	0
G770-L009	f3r.19	f3r	4	qoeor	0	NON_TARGET	1	PATIENT|FIELD|PREPARATION	NONE	Zubereitungsportion	NONE	NONE	NONE	0	0	0	0
G770-L009	f3r.19	f3r	5	dair	0	NON_TARGET	1	AMOUNT|FIELD|MATERIAL	NONE	Anteil II	NONE	NONE	NONE	0	0	0	0
G770-L009	f3r.19	f3r	6	qoteol	0	NON_TARGET	1	FIELD|PREPARATION	NONE	Kaltzubereitung	NONE	NONE	NONE	0	0	0	0
G770-L009	f3r.19	f3r	7	qosaiin	0	NON_TARGET	1	VALUE|FIELD	NONE	Dosis III	NONE	NONE	NONE	0	0	0	0
G770-L009	f3r.19	f3r	8	chor	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	Blütenstand	NONE	NONE	NONE	0	0	0	0
G770-L009	f3r.19	f3r	9	cthy	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	Blattgut	NONE	NONE	NONE	0	0	0	0
G770-L010	f17v.5	f17v	1	ychol	0	NON_TARGET	1	PROCESS|FIELD|MATERIAL	NONE	trockne hiervon den Drogenstoff	NONE	NONE	NONE	0	0	0	0
G770-L010	f17v.5	f17v	2	chol	0	NON_TARGET	1	FIELD|MATERIAL	NONE	trocken; nominal trockenes Gut/Material	NONE	NONE	NONE	0	0	0	0
G770-L010	f17v.5	f17v	3	dolcheey	0	NON_TARGET	1	AMOUNT|RESULT|PROCESS|ENDPOINT|FIELD|CLOSE|MATERIAL	NONE	Drogenstoff abmessen, vollständig trocknen und abschließen	NONE	NONE	NONE	0	0	0	0
G770-L010	f17v.5	f17v	4	tchol	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	kalt-trockenes Drogenmaterial	NONE	NONE	NONE	0	0	0	0
G770-L010	f17v.5	f17v	5	dar	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	abgemessene Fraktion I	NONE	NONE	NONE	0	0	0	0
G770-L010	f17v.5	f17v	6	[TM-V4C9]	1	TM-V4C9	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L011	f24r.3	f24r	1	ycthar	0	NON_TARGET	0	NONE	NONE	hiervon Pflanzenanteil I nehmen	NONE	NONE	NONE	0	0	0	0
G770-L011	f24r.3	f24r	2	cthal	0	NON_TARGET	1	PATIENT|SOURCE|FIELD|MATERIAL	NONE	Pflanzendroge aus Rohdroge I	NONE	NONE	NONE	0	0	0	0
G770-L011	f24r.3	f24r	3	okol	0	NON_TARGET	1	FIELD|MATERIAL|PREPARATION	NONE	heißer Ansatzstoff	NONE	NONE	NONE	0	0	0	0
G770-L011	f24r.3	f24r	4	qotar	0	NON_TARGET	1	FIELD	NONE	kalte Drogenfraktion I	NONE	NONE	NONE	0	0	0	0
G770-L011	f24r.3	f24r	5	[TM-V4C9]	1	TM-V4C9	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L012	f55v.10	f55v	1	oaiin	0	NON_TARGET	1	FIELD|MATERIAL|PREPARATION	NONE	drei Ansatzportionen	NONE	NONE	NONE	0	0	0	0
G770-L012	f55v.10	f55v	2	[TM-Q7M2]	1	TM-Q7M2	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L012	f55v.10	f55v	3	s	0	NON_TARGET	1	AMOUNT	NONE	drei Drachmen	G759-S0085	OWNER	3	0	0	0	0
G770-L012	f55v.10	f55v	4	aiin	0	NON_TARGET	1	VALUE	NONE	NONE	G759-S0085	CONSUMED	3	0	0	0	0
G770-L012	f55v.10	f55v	5	okaiin	0	NON_TARGET	1	VALUE|FIELD|PREPARATION	NONE	heiß, Grad III, im Ansatzrahmen	NONE	NONE	NONE	0	0	0	0
G770-L012	f55v.10	f55v	6	oky	0	NON_TARGET	1	FIELD|PREPARATION	NONE	leicht erhitzter Ansatz	NONE	NONE	NONE	0	0	0	0
G770-L012	f55v.10	f55v	7	ytaiin	0	NON_TARGET	1	VALUE|ENDPOINT|FIELD	NONE	Eintrag: kalt, Stufe III	NONE	NONE	NONE	0	0	0	0
G770-L012	f55v.10	f55v	8	[TM-N5K6]	1	TM-N5K6	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L012	f55v.10	f55v	9	y	0	NON_TARGET	0	NONE	NONE	; hierzu:	NONE	NONE	NONE	0	0	0	0
G770-L012	f55v.10	f55v	10	kal	0	NON_TARGET	0	NONE	NONE	Rohstoffklasse I; leicht erhitzt	NONE	NONE	NONE	0	0	0	0
G770-L012	f55v.10	f55v	11	ykar	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	nimm hiervon die erste erhitzte Drogenfraktion	NONE	NONE	NONE	0	0	0	0
G770-L012	f55v.10	f55v	12	[TM-Q7M2]	1	TM-Q7M2	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L013	f78r.37	f78r	1	osal	0	NON_TARGET	1	FIELD|MATERIAL|PREPARATION	NONE	Ansatz Form I; Rohstoff offen	NONE	NONE	NONE	0	0	0	0
G770-L013	f78r.37	f78r	2	[TM-Q7M2]	1	TM-Q7M2	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L013	f78r.37	f78r	3	s	0	NON_TARGET	1	AMOUNT	NONE	drei Drachmen	G759-S0091	OWNER	3	0	0	0	0
G770-L013	f78r.37	f78r	4	aiin	0	NON_TARGET	1	VALUE	NONE	NONE	G759-S0091	CONSUMED	3	0	0	0	0
G770-L013	f78r.37	f78r	5	shee	0	NON_TARGET	0	NONE	NONE	vollständig anfeuchten	NONE	NONE	NONE	0	0	0	0
G770-L013	f78r.37	f78r	6	aiin	0	NON_TARGET	1	VALUE|FIELD	NONE	Menge III	NONE	NONE	NONE	0	0	0	0
G770-L013	f78r.37	f78r	7	oly	0	NON_TARGET	1	PROCESS|FIELD	NONE	abseihen	NONE	NONE	NONE	0	0	0	0
G770-L014	f15v.7	f15v	1	y	0	NON_TARGET	0	NONE	NONE	Eintrag:	NONE	NONE	NONE	0	0	0	0
G770-L014	f15v.7	f15v	2	choiin	0	NON_TARGET	0	NONE	NONE	trockene Zubereitungsform III	NONE	NONE	NONE	0	0	0	0
G770-L014	f15v.7	f15v	3	sho	0	NON_TARGET	1	FIELD|PREPARATION	NONE	feuchter Ansatz	NONE	NONE	NONE	0	0	0	0
G770-L014	f15v.7	f15v	4	chy	0	NON_TARGET	1	FIELD	NONE	leicht getrocknet	NONE	NONE	NONE	0	0	0	0
G770-L014	f15v.7	f15v	5	s	0	NON_TARGET	1	AMOUNT	NONE	je	NONE	NONE	NONE	0	0	0	0
G770-L014	f15v.7	f15v	6	chy	0	NON_TARGET	1	FIELD	NONE	leicht getrocknet	NONE	NONE	NONE	0	0	0	0
G770-L014	f15v.7	f15v	7	tor	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	kalte Drogenportion	NONE	NONE	NONE	0	0	0	0
G770-L014	f15v.7	f15v	8	[TM-H8R1]	1	TM-H8R1	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	1	ytair	0	NON_TARGET	0	NONE	NONE	kühle hiervon die zweite Fraktion	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	2	aiin	0	NON_TARGET	1	VALUE|FIELD	NONE	Menge III	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	3	otchdy	0	NON_TARGET	0	NONE	NONE	kalt-trockener Ansatz, Anfangsstufe erreicht; abgeschlossen	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	4	okaly	0	NON_TARGET	1	RESULT|PROCESS|ENDPOINT|FIELD|CLOSE|MATERIAL|PREPARATION	NONE	Rohstoff-I-Ansatz leicht erhitzen und abschließen	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	5	daiin	0	NON_TARGET	1	VALUE|FIELD	NONE	Grad-/Maßwert III	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	6	qokedy	0	NON_TARGET	0	NONE	NONE	bis zur Mittelstufe erhitzt; abgeschlossen	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	7	[TM-N5K6]	1	TM-N5K6	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	8	ar	0	NON_TARGET	1	FIELD	NONE	Drogenfraktion I	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	9	oldy	0	NON_TARGET	1	RESULT|ENDPOINT|FIELD|CLOSE|PRODUCT	NONE	fertiger Auszug	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	10	otedy	0	NON_TARGET	1	RESULT|ENDPOINT|FIELD|CLOSE|PREPARATION	NONE	bis zur Mittelstufe abgekühlter Ansatz; abgeschlossen	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	11	saim	0	NON_TARGET	1	AMOUNT|VALUE|FIELD	NONE	Wert-/Mengenposten II; Referent offen	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	12	okey	0	NON_TARGET	1	FIELD|PREPARATION	NONE	bis zur Mittelstufe erhitzter Ansatz	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	13	tody	0	NON_TARGET	1	RESULT|PROCESS|ENDPOINT|FIELD|CLOSE|PREPARATION	NONE	kalten Ansatz fertigstellen	NONE	NONE	NONE	0	0	0	0
G770-L015	f46v.2	f46v	14	daiin	0	NON_TARGET	1	VALUE|FIELD	NONE	Grad-/Maßwert III	NONE	NONE	NONE	0	0	0	0
