edition	paragraph	target	prior	form	specific_liquid	offset	row_status
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.31:3	sheeody	False	11	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.32:2	cheor	True	19	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.32:4	okeol	True	21	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.32:9	cheeor	True	26	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.33:2	sho	False	31	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.33:4	cheor	True	33	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.35:2	sheol	False	51	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.35:4	sheeor	True	53	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.35:7	cheo	False	56	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.35:9	qokeol	True	58	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.37:1	tchor	False	69	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.1:2	chor	False	1	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.2:4	okol	False	8	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.2:6	okal	False	10	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.3:3	okal	False	13	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.4:1	kchor	False	17	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.5:4	tchol	False	25	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.6:3	okaiin	False	30	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.7:4	cheor	True	36	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.9:3	kchol	False	48	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.10:2	okeor	True	52	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.10:4	okol	False	54	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.12:6	chor	False	66	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.13:4	cthol	False	70	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.13:6	sheol	False	72	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.14:4	chodaiin	False	76	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.14:5	okeol	True	77	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.14:7	chory	False	79	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.15:2	cthy	False	81	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.15:4	cheo	False	83	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.15:5	otor	False	84	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.15:6	oteol	True	85	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.16:3	okeol	True	88	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.16:4	cthol	False	89	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.18:1	otor	False	97	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.18:2	cheeor	True	98	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.18:6	chr	False	102	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.19:4	cthor	False	107	recorded
RF1b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.20:3	cheor	True	111	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.6:3	otaiin	False	2	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.7:2	chor	False	4	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.7:3	qokchol	False	5	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.7:4	chory	False	6	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.8:2	cthy	False	8	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.8:3	qokol	False	9	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.9:2	shody	False	13	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.9:4	tchol	False	15	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.9:5	otaiin	False	16	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.12:3	cthy	False	28	recorded
RF1b	f45v|f45v.5-f45v.11	f45v.8:3	f45v.5:1	qotol	False	0	recorded
RF1b	f45v|f45v.5-f45v.11	f45v.8:3	f45v.6:5	tod	False	13	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.33:2	f102v2.31:3	sheeody	False	10	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.33:2	f102v2.32:4	okeol	True	20	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.33:2	f102v2.32:9	cheeor	True	25	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.31:3	sheeody	False	10	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.32:4	okeol	True	20	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.32:9	cheeor	True	25	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.33:2	sho	False	30	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.33:4	cheor	True	32	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.35:2	sheol	False	51	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.35:4	sheeor	True	53	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.35:8	qokeol	True	57	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.37:1	tchor	False	68	recorded
