edition	paragraph	grammar	model	target	patient	object	object_form	old_debts	missing_reference	row_status
ZL3b	f24r|f24r.1-f24r.20	J	E	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
ZL3b	f24r|f24r.1-f24r.20	J	P	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
ZL3b	f24r|f24r.1-f24r.20	J	R	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
ZL3b	f24r|f24r.1-f24r.20	M	E	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
ZL3b	f24r|f24r.1-f24r.20	M	P	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
ZL3b	f24r|f24r.1-f24r.20	M	R	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
ZL3b	f45v|f45v.5-f45v.11	B	E	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
ZL3b	f45v|f45v.5-f45v.11	B	P	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
ZL3b	f45v|f45v.5-f45v.11	B	R	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
ZL3b	f45v|f45v.5-f45v.11	J	E	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
ZL3b	f45v|f45v.5-f45v.11	J	P	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
ZL3b	f45v|f45v.5-f45v.11	J	R	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
ZL3b	f45v|f45v.5-f45v.11	M	E	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
ZL3b	f45v|f45v.5-f45v.11	M	P	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
ZL3b	f45v|f45v.5-f45v.11	M	R	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	B	E	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	B	P	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	B	R	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	J	E	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	J	P	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	J	R	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	M	E	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	M	P	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	M	R	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
ZL3b	f93r|f93r.1-f93r.32	B	E	f93r.28:1	f93r.28:2	f93r.28:2	odol		False	recorded
ZL3b	f93r|f93r.1-f93r.32	B	P	f93r.28:1	f93r.28:2	f93r.28:2	odol		False	recorded
ZL3b	f93r|f93r.1-f93r.32	B	R	f93r.28:1	f93r.28:2	f93r.28:2	odol		False	recorded
ZL3b	f93r|f93r.1-f93r.32	J	E	f93r.28:1	f93r.28:2	f93r.28:2	odol		False	recorded
ZL3b	f93r|f93r.1-f93r.32	J	P	f93r.28:1	f93r.28:2	f93r.28:2	odol		False	recorded
ZL3b	f93r|f93r.1-f93r.32	J	R	f93r.28:1	f93r.28:2	f93r.28:2	odol		False	recorded
ZL3b	f93r|f93r.1-f93r.32	M	E	f93r.28:1	f93r.28:2	f93r.28:2	odol		False	recorded
ZL3b	f93r|f93r.1-f93r.32	M	P	f93r.28:1	f93r.28:2	f93r.28:2	odol		False	recorded
ZL3b	f93r|f93r.1-f93r.32	M	R	f93r.28:1	f93r.28:2	f93r.28:2	odol		False	recorded
ZL3b	f99r|f99r.47-f99r.52	B	E	f99r.52:1	f99r.52:2	f99r.52:2	ols		False	recorded
ZL3b	f99r|f99r.47-f99r.52	B	P	f99r.52:1	f99r.52:2	f99r.52:2	ols		False	recorded
ZL3b	f99r|f99r.47-f99r.52	B	R	f99r.52:1	f99r.52:2	f99r.52:2	ols		False	recorded
ZL3b	f99r|f99r.47-f99r.52	J	E	f99r.52:1	f99r.52:2	f99r.52:2	ols		False	recorded
ZL3b	f99r|f99r.47-f99r.52	J	P	f99r.52:1	f99r.52:2	f99r.52:2	ols		False	recorded
ZL3b	f99r|f99r.47-f99r.52	J	R	f99r.52:1	f99r.52:2	f99r.52:2	ols		False	recorded
ZL3b	f99r|f99r.47-f99r.52	M	E	f99r.52:1	f99r.52:2	f99r.52:2	ols		False	recorded
ZL3b	f99r|f99r.47-f99r.52	M	P	f99r.52:1	f99r.52:2	f99r.52:2	ols		False	recorded
ZL3b	f99r|f99r.47-f99r.52	M	R	f99r.52:1	f99r.52:2	f99r.52:2	ols		False	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	E	f102v2.35:1	f102v2.35:2	f102v2.35:2	sheol		False	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	P	f102v2.35:1	f102v2.35:2	f102v2.35:2	sheol		False	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	R	f102v2.35:1	f102v2.35:2	f102v2.35:2	sheol		False	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	E	f102v2.35:1	f102v2.35:2	f102v2.35:2	sheol		False	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	P	f102v2.35:1	f102v2.35:2	f102v2.35:2	sheol		False	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	R	f102v2.35:1	f102v2.35:2	f102v2.35:2	sheol		False	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	M	E	f102v2.35:1	f102v2.35:2	f102v2.35:2	sheol		False	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	M	P	f102v2.35:1	f102v2.35:2	f102v2.35:2	sheol		False	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	M	R	f102v2.35:1	f102v2.35:2	f102v2.35:2	sheol		False	recorded
ZL3b	f106r|f106r.8-f106r.9	B	E	f106r.9:1				MISSING_PATIENT	False	recorded
ZL3b	f106r|f106r.8-f106r.9	B	P	f106r.9:1				MISSING_PATIENT	False	recorded
ZL3b	f106r|f106r.8-f106r.9	B	R	f106r.9:1				MISSING_PATIENT	False	recorded
ZL3b	f106r|f106r.8-f106r.9	J	E	f106r.9:1	f106r.9:3	f106r.9:3	qokain		False	recorded
ZL3b	f106r|f106r.8-f106r.9	J	P	f106r.9:1	f106r.9:3	f106r.9:3	qokain		False	recorded
ZL3b	f106r|f106r.8-f106r.9	J	R	f106r.9:1	f106r.9:3	f106r.9:3	qokain		False	recorded
ZL3b	f106r|f106r.8-f106r.9	M	E	f106r.9:1	f106r.9:3	f106r.9:3	qokain		False	recorded
ZL3b	f106r|f106r.8-f106r.9	M	P	f106r.9:1	f106r.9:3	f106r.9:3	qokain		False	recorded
ZL3b	f106r|f106r.8-f106r.9	M	R	f106r.9:1	f106r.9:3	f106r.9:3	qokain		False	recorded
IT2a	f6v|f6v.6-f6v.21	B	E	f6v.8:1	f6v.8:2	f6v.8:2	chor		False	recorded
IT2a	f6v|f6v.6-f6v.21	B	P	f6v.8:1	f6v.8:2	f6v.8:2	chor		False	recorded
IT2a	f6v|f6v.6-f6v.21	B	R	f6v.8:1	f6v.8:2	f6v.8:2	chor		False	recorded
IT2a	f6v|f6v.6-f6v.21	J	E	f6v.8:1	f6v.8:2	f6v.8:2	chor		False	recorded
IT2a	f6v|f6v.6-f6v.21	J	P	f6v.8:1	f6v.8:2	f6v.8:2	chor		False	recorded
IT2a	f6v|f6v.6-f6v.21	J	R	f6v.8:1	f6v.8:2	f6v.8:2	chor		False	recorded
IT2a	f6v|f6v.6-f6v.21	M	E	f6v.8:1	f6v.8:2	f6v.8:2	chor		False	recorded
IT2a	f6v|f6v.6-f6v.21	M	P	f6v.8:1	f6v.8:2	f6v.8:2	chor		False	recorded
IT2a	f6v|f6v.6-f6v.21	M	R	f6v.8:1	f6v.8:2	f6v.8:2	chor		False	recorded
IT2a	f9v|f9v.5-f9v.12	B	E	f9v.11:1	f9v.11:2	f9v.11:2	chshoty		False	recorded
IT2a	f9v|f9v.5-f9v.12	B	P	f9v.11:1	f9v.11:2	f9v.11:2	chshoty		False	recorded
IT2a	f9v|f9v.5-f9v.12	B	R	f9v.11:1	f9v.11:2	f9v.11:2	chshoty		False	recorded
IT2a	f9v|f9v.5-f9v.12	J	E	f9v.11:1	f9v.11:2	f9v.11:2	chshoty		False	recorded
IT2a	f9v|f9v.5-f9v.12	J	P	f9v.11:1	f9v.11:2	f9v.11:2	chshoty		False	recorded
IT2a	f9v|f9v.5-f9v.12	J	R	f9v.11:1	f9v.11:2	f9v.11:2	chshoty		False	recorded
IT2a	f9v|f9v.5-f9v.12	M	E	f9v.11:1	f9v.11:2	f9v.11:2	chshoty		False	recorded
IT2a	f9v|f9v.5-f9v.12	M	P	f9v.11:1	f9v.11:2	f9v.11:2	chshoty		False	recorded
IT2a	f9v|f9v.5-f9v.12	M	R	f9v.11:1	f9v.11:2	f9v.11:2	chshoty		False	recorded
IT2a	f17v|f17v.1-f17v.23	B	E	f17v.15:1	f17v.15:2	f17v.15:2	cthy		False	recorded
IT2a	f17v|f17v.1-f17v.23	B	P	f17v.15:1	f17v.15:2	f17v.15:2	cthy		False	recorded
IT2a	f17v|f17v.1-f17v.23	B	R	f17v.15:1	f17v.15:2	f17v.15:2	cthy		False	recorded
IT2a	f17v|f17v.1-f17v.23	J	E	f17v.15:1	f17v.15:2	f17v.15:2	cthy		False	recorded
IT2a	f17v|f17v.1-f17v.23	J	P	f17v.15:1	f17v.15:2	f17v.15:2	cthy		False	recorded
IT2a	f17v|f17v.1-f17v.23	J	R	f17v.15:1	f17v.15:2	f17v.15:2	cthy		False	recorded
IT2a	f17v|f17v.1-f17v.23	M	E	f17v.15:1	f17v.15:2	f17v.15:2	cthy		False	recorded
IT2a	f17v|f17v.1-f17v.23	M	P	f17v.15:1	f17v.15:2	f17v.15:2	cthy		False	recorded
IT2a	f17v|f17v.1-f17v.23	M	R	f17v.15:1	f17v.15:2	f17v.15:2	cthy		False	recorded
IT2a	f19v|f19v.8-f19v.14	B	E	f19v.9:1	f19v.9:3	f19v.9:3	chor		False	recorded
IT2a	f19v|f19v.8-f19v.14	B	P	f19v.9:1	f19v.9:3	f19v.9:3	chor		False	recorded
IT2a	f19v|f19v.8-f19v.14	B	R	f19v.9:1	f19v.9:3	f19v.9:3	chor		False	recorded
IT2a	f19v|f19v.8-f19v.14	J	E	f19v.9:1	f19v.9:3	f19v.9:3	chor		False	recorded
IT2a	f19v|f19v.8-f19v.14	J	P	f19v.9:1	f19v.9:3	f19v.9:3	chor		False	recorded
IT2a	f19v|f19v.8-f19v.14	J	R	f19v.9:1	f19v.9:3	f19v.9:3	chor		False	recorded
IT2a	f19v|f19v.8-f19v.14	M	E	f19v.9:1	f19v.9:3	f19v.9:3	chor		False	recorded
IT2a	f19v|f19v.8-f19v.14	M	P	f19v.9:1	f19v.9:3	f19v.9:3	chor		False	recorded
IT2a	f19v|f19v.8-f19v.14	M	R	f19v.9:1	f19v.9:3	f19v.9:3	chor		False	recorded
IT2a	f22v|f22v.6-f22v.16	B	E	f22v.7:1	f22v.7:2	f22v.7:2	chor		False	recorded
IT2a	f22v|f22v.6-f22v.16	B	P	f22v.7:1	f22v.7:2	f22v.7:2	chor		False	recorded
IT2a	f22v|f22v.6-f22v.16	B	R	f22v.7:1	f22v.7:2	f22v.7:2	chor		False	recorded
IT2a	f22v|f22v.6-f22v.16	J	E	f22v.7:1	f22v.7:2	f22v.7:2	chor		False	recorded
IT2a	f22v|f22v.6-f22v.16	J	P	f22v.7:1	f22v.7:2	f22v.7:2	chor		False	recorded
IT2a	f22v|f22v.6-f22v.16	J	R	f22v.7:1	f22v.7:2	f22v.7:2	chor		False	recorded
IT2a	f22v|f22v.6-f22v.16	M	E	f22v.7:1	f22v.7:2	f22v.7:2	chor		False	recorded
IT2a	f22v|f22v.6-f22v.16	M	P	f22v.7:1	f22v.7:2	f22v.7:2	chor		False	recorded
IT2a	f22v|f22v.6-f22v.16	M	R	f22v.7:1	f22v.7:2	f22v.7:2	chor		False	recorded
IT2a	f23r|f23r.4-f23r.5	B	E	f23r.5:1	f23r.5:2	f23r.5:2	qokchol		False	recorded
IT2a	f23r|f23r.4-f23r.5	B	P	f23r.5:1	f23r.5:2	f23r.5:2	qokchol		False	recorded
IT2a	f23r|f23r.4-f23r.5	B	R	f23r.5:1	f23r.5:2	f23r.5:2	qokchol		False	recorded
IT2a	f23r|f23r.4-f23r.5	J	E	f23r.5:1	f23r.5:2	f23r.5:2	qokchol		False	recorded
IT2a	f23r|f23r.4-f23r.5	J	P	f23r.5:1	f23r.5:2	f23r.5:2	qokchol		False	recorded
IT2a	f23r|f23r.4-f23r.5	J	R	f23r.5:1	f23r.5:2	f23r.5:2	qokchol		False	recorded
IT2a	f23r|f23r.4-f23r.5	M	E	f23r.5:1	f23r.5:2	f23r.5:2	qokchol		False	recorded
IT2a	f23r|f23r.4-f23r.5	M	P	f23r.5:1	f23r.5:2	f23r.5:2	qokchol		False	recorded
IT2a	f23r|f23r.4-f23r.5	M	R	f23r.5:1	f23r.5:2	f23r.5:2	qokchol		False	recorded
IT2a	f24r|f24r.1-f24r.20	B	E	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
IT2a	f24r|f24r.1-f24r.20	B	P	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
IT2a	f24r|f24r.1-f24r.20	B	R	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
IT2a	f24r|f24r.1-f24r.20	J	E	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
IT2a	f24r|f24r.1-f24r.20	J	P	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
IT2a	f24r|f24r.1-f24r.20	J	R	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
IT2a	f24r|f24r.1-f24r.20	M	E	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
IT2a	f24r|f24r.1-f24r.20	M	P	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
IT2a	f24r|f24r.1-f24r.20	M	R	f24r.8:1	f24r.8:6	f24r.8:6	qokeol	UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	False	recorded
IT2a	f45v|f45v.5-f45v.11	B	E	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
IT2a	f45v|f45v.5-f45v.11	B	P	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
IT2a	f45v|f45v.5-f45v.11	B	R	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
IT2a	f45v|f45v.5-f45v.11	J	E	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
IT2a	f45v|f45v.5-f45v.11	J	P	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
IT2a	f45v|f45v.5-f45v.11	J	R	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
IT2a	f45v|f45v.5-f45v.11	M	E	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
IT2a	f45v|f45v.5-f45v.11	M	P	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
IT2a	f45v|f45v.5-f45v.11	M	R	f45v.9:1	f45v.9:2	f45v.9:2	cthy		False	recorded
IT2a	f86v5|f86v5.18-f86v5.25	B	E	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
IT2a	f86v5|f86v5.18-f86v5.25	B	P	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
IT2a	f86v5|f86v5.18-f86v5.25	B	R	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
IT2a	f86v5|f86v5.18-f86v5.25	J	E	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
IT2a	f86v5|f86v5.18-f86v5.25	J	P	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
IT2a	f86v5|f86v5.18-f86v5.25	J	R	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
IT2a	f86v5|f86v5.18-f86v5.25	M	E	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
IT2a	f86v5|f86v5.18-f86v5.25	M	P	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
IT2a	f86v5|f86v5.18-f86v5.25	M	R	f86v5.20:1	f86v5.20:5	f86v5.20:5	otaiin	UNREAD_BETWEEN:f86v5.20:4	False	recorded
IT2a	f93r|f93r.1-f93r.32	B	E	f93r.10:1	f93r.9:3	f93r.9:3	ctho	UNREAD_BETWEEN:f93r.9:4;IMPLICIT_SUBJECT_CONTINUATION	False	recorded
IT2a	f93r|f93r.1-f93r.32	B	P	f93r.10:1	f93r.9:3	f93r.9:3	ctho	UNREAD_BETWEEN:f93r.9:4;IMPLICIT_SUBJECT_CONTINUATION	False	recorded
IT2a	f93r|f93r.1-f93r.32	B	R	f93r.10:1	f93r.9:3	f93r.9:3	ctho	UNREAD_BETWEEN:f93r.9:4;IMPLICIT_SUBJECT_CONTINUATION	False	recorded
IT2a	f93r|f93r.1-f93r.32	B	E	f93r.28:1	f93r.28:2	f93r.28:2	odol		False	recorded
IT2a	f93r|f93r.1-f93r.32	B	P	f93r.28:1	f93r.28:2	f93r.28:2	odol		False	recorded
IT2a	f93r|f93r.1-f93r.32	B	R	f93r.28:1	f93r.28:2	f93r.28:2	odol		False	recorded
IT2a	f93r|f93r.1-f93r.32	J	E	f93r.10:1	f93r.9:3	f93r.9:3	ctho	UNREAD_BETWEEN:f93r.9:4;IMPLICIT_SUBJECT_CONTINUATION	False	recorded
IT2a	f93r|f93r.1-f93r.32	J	P	f93r.10:1	f93r.9:3	f93r.9:3	ctho	UNREAD_BETWEEN:f93r.9:4;IMPLICIT_SUBJECT_CONTINUATION	False	recorded
IT2a	f93r|f93r.1-f93r.32	J	R	f93r.10:1	f93r.9:3	f93r.9:3	ctho	UNREAD_BETWEEN:f93r.9:4;IMPLICIT_SUBJECT_CONTINUATION	False	recorded
