edition	paragraph	model	mention	form	object	object_form	row_status
ZL3b	f17v|f17v.1-f17v.23	E	f17v.22:7	cthy	f17v.15:2	cthy	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.23:2	okeor	f17v.10:2	okeor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.1:2	chor	f17v.1:2	chor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.2:2	keeor	f17v.2:2	keeor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.2:4	okol	f17v.2:4	okol	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.2:6	okal	f17v.2:6	okal	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.3:3	okal	f17v.2:6	okal	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.4:1	kchor	f17v.4:1	kchor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.5:4	tchol	f17v.5:4	tchol	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.6:3	okaiin	f17v.6:3	okaiin	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.6:5	otaiin	f17v.6:5	otaiin	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.7:4	cheor	f17v.7:4	cheor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.9:3	kchol	f17v.9:3	kchol	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.10:2	okeor	f17v.10:2	okeor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.10:4	okol	f17v.2:4	okol	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.12:6	chor	f17v.1:2	chor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.13:4	cthol	f17v.13:4	cthol	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.13:6	sheol	f17v.13:6	sheol	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.14:4	chodaiin	f17v.14:4	chodaiin	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.14:5	okeol	f17v.14:5	okeol	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.15:2	cthy	f17v.15:2	cthy	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.15:4	cheo	f17v.15:4	cheo	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.15:5	otor	f17v.15:5	otor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.15:6	oteol	f17v.15:6	oteol	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.16:3	okeol	f17v.14:5	okeol	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.16:4	cthol	f17v.13:4	cthol	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.17:6	cthor	f17v.17:6	cthor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.18:1	otor	f17v.15:5	otor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.18:2	cheeor	f17v.18:2	cheeor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.18:6	chr	f17v.18:6	chr	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.19:4	cthor	f17v.17:6	cthor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.20:3	cheor	f17v.7:4	cheor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.20:5	sho	f17v.7:4	cheor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.22:4	keeor	f17v.2:2	keeor	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.22:6	ctheey	f17v.22:6	ctheey	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.22:7	cthy	f17v.15:2	cthy	recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.23:2	okeor	f17v.10:2	okeor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.1:2	chor	f17v.1:2	chor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.2:2	keeor	f17v.2:2	keeor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.2:4	okol	f17v.2:4	okol	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.2:6	okal	f17v.2:6	okal	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.3:3	okal	f17v.2:6	okal	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.4:1	kchor	f17v.4:1	kchor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.5:4	tchol	f17v.5:4	tchol	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.6:3	okaiin	f17v.6:3	okaiin	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.6:5	otaiin	f17v.6:5	otaiin	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.7:4	cheor	f17v.7:4	cheor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.9:3	kchol	f17v.9:3	kchol	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.10:2	okeor	f17v.10:2	okeor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.10:4	okol	f17v.2:4	okol	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.12:6	chor	f17v.1:2	chor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.13:4	cthol	f17v.13:4	cthol	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.13:6	sheol	f17v.13:6	sheol	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.14:4	chodaiin	f17v.14:4	chodaiin	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.14:5	okeol	f17v.14:5	okeol	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.15:2	cthy	f17v.15:2	cthy	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.15:4	cheo	f17v.15:4	cheo	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.15:5	otor	f17v.15:5	otor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.15:6	oteol	f17v.15:6	oteol	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.16:3	okeol	f17v.14:5	okeol	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.16:4	cthol	f17v.13:4	cthol	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.17:6	cthor	f17v.17:6	cthor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.18:1	otor	f17v.15:5	otor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.18:2	cheeor	f17v.18:2	cheeor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.18:6	chr	f17v.18:6	chr	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.19:4	cthor	f17v.17:6	cthor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.20:3	cheor	f17v.7:4	cheor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.20:5	sho	f17v.7:4	cheor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.22:4	keeor	f17v.2:2	keeor	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.22:6	ctheey	f17v.22:6	ctheey	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.22:7	cthy	f17v.15:2	cthy	recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.23:2	okeor	f17v.10:2	okeor	recorded
ZL3b	f19v|f19v.8-f19v.14	E	f19v.9:3	chor	f19v.9:3	chor	recorded
ZL3b	f19v|f19v.8-f19v.14	E	f19v.10:2	chor	f19v.9:3	chor	recorded
ZL3b	f19v|f19v.8-f19v.14	E	f19v.11:1	qotol	f19v.11:1	qotol	recorded
ZL3b	f19v|f19v.8-f19v.14	E	f19v.11:5	cthor	f19v.11:5	cthor	recorded
ZL3b	f19v|f19v.8-f19v.14	E	f19v.11:6	otam	f19v.11:6	otam	recorded
ZL3b	f19v|f19v.8-f19v.14	E	f19v.12:5	otaiin	f19v.12:5	otaiin	recorded
ZL3b	f19v|f19v.8-f19v.14	E	f19v.13:7	ytaiin	f19v.13:7	ytaiin	recorded
ZL3b	f19v|f19v.8-f19v.14	E	f19v.14:3	cthol	f19v.14:3	cthol	recorded
ZL3b	f19v|f19v.8-f19v.14	P	f19v.9:3	chor	f19v.9:3	chor	recorded
ZL3b	f19v|f19v.8-f19v.14	P	f19v.10:2	chor	f19v.9:3	chor	recorded
ZL3b	f19v|f19v.8-f19v.14	P	f19v.11:1	qotol	f19v.11:1	qotol	recorded
ZL3b	f19v|f19v.8-f19v.14	P	f19v.11:5	cthor	f19v.11:5	cthor	recorded
ZL3b	f19v|f19v.8-f19v.14	P	f19v.11:6	otam	f19v.11:6	otam	recorded
ZL3b	f19v|f19v.8-f19v.14	P	f19v.12:5	otaiin	f19v.12:5	otaiin	recorded
ZL3b	f19v|f19v.8-f19v.14	P	f19v.13:7	ytaiin	f19v.13:7	ytaiin	recorded
ZL3b	f19v|f19v.8-f19v.14	P	f19v.14:3	cthol	f19v.14:3	cthol	recorded
ZL3b	f19v|f19v.8-f19v.14	R	f19v.9:3	chor	f19v.9:3	chor	recorded
ZL3b	f19v|f19v.8-f19v.14	R	f19v.10:2	chor	f19v.9:3	chor	recorded
ZL3b	f19v|f19v.8-f19v.14	R	f19v.11:1	qotol	f19v.11:1	qotol	recorded
ZL3b	f19v|f19v.8-f19v.14	R	f19v.11:5	cthor	f19v.11:5	cthor	recorded
ZL3b	f19v|f19v.8-f19v.14	R	f19v.11:6	otam	f19v.11:6	otam	recorded
ZL3b	f19v|f19v.8-f19v.14	R	f19v.12:5	otaiin	f19v.12:5	otaiin	recorded
ZL3b	f19v|f19v.8-f19v.14	R	f19v.13:7	ytaiin	f19v.13:7	ytaiin	recorded
ZL3b	f19v|f19v.8-f19v.14	R	f19v.14:3	cthol	f19v.14:3	cthol	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.6:3	tchor	f22v.6:3	tchor	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.6:4	otaiin	f22v.6:4	otaiin	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.7:2	chor	f22v.7:2	chor	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.7:3	qokchol	f22v.7:3	qokchol	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.7:4	chory	f22v.7:4	chory	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.8:2	cthy	f22v.8:2	cthy	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.8:3	qokol	f22v.8:3	qokol	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.9:2	shody	f22v.9:2	shody	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.9:4	tchol	f22v.9:4	tchol	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.9:5	otaiin	f22v.6:4	otaiin	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.12:3	cthy	f22v.8:2	cthy	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.15:1	sho	f22v.15:1	sho	recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.15:2	cthy	f22v.8:2	cthy	recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.6:3	tchor	f22v.6:3	tchor	recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.6:4	otaiin	f22v.6:4	otaiin	recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.7:2	chor	f22v.7:2	chor	recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.7:3	qokchol	f22v.7:3	qokchol	recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.7:4	chory	f22v.7:4	chory	recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.8:2	cthy	f22v.8:2	cthy	recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.8:3	qokol	f22v.8:3	qokol	recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.9:2	shody	f22v.9:2	shody	recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.9:4	tchol	f22v.9:4	tchol	recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.9:5	otaiin	f22v.6:4	otaiin	recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.12:3	cthy	f22v.8:2	cthy	recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.15:1	sho			recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.15:2	cthy	f22v.8:2	cthy	recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.6:3	tchor	f22v.6:3	tchor	recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.6:4	otaiin	f22v.6:4	otaiin	recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.7:2	chor	f22v.7:2	chor	recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.7:3	qokchol	f22v.7:3	qokchol	recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.7:4	chory	f22v.7:4	chory	recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.8:2	cthy	f22v.8:2	cthy	recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.8:3	qokol	f22v.8:3	qokol	recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.9:2	shody	f22v.9:2	shody	recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.9:4	tchol	f22v.9:4	tchol	recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.9:5	otaiin	f22v.6:4	otaiin	recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.12:3	cthy	f22v.8:2	cthy	recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.15:1	sho			recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.15:2	cthy	f22v.8:2	cthy	recorded
ZL3b	f23r|f23r.4-f23r.5	E	f23r.5:2	qokchol	f23r.5:2	qokchol	recorded
ZL3b	f23r|f23r.4-f23r.5	P	f23r.5:2	qokchol	f23r.5:2	qokchol	recorded
ZL3b	f23r|f23r.4-f23r.5	R	f23r.5:2	qokchol	f23r.5:2	qokchol	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.1:4	chor	f24r.1:4	chor	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.1:7	cheol	f24r.1:7	cheol	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.2:2	char	f24r.2:2	char	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.3:2	cthal	f24r.3:2	cthal	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.3:3	okol	f24r.3:3	okol	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.4:3	cthar	f24r.4:3	cthar	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.5:5	cthy	f24r.5:5	cthy	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.6:2	cthor	f24r.6:2	cthor	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.6:3	otal	f24r.6:3	otal	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.7:4	cheor	f24r.7:4	cheor	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.7:5	cthol	f24r.7:5	cthol	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.8:6	qokeol	f24r.8:6	qokeol	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.10:3	chor	f24r.1:4	chor	recorded
ZL3b	f24r|f24r.1-f24r.20	E	f24r.11:4	cheor	f24r.7:4	cheor	recorded
