locus	page	section	currier	source_lattice_paths	selected_source	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason
f100r.25	f100r	P	A	f100r.25|P01	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	r<qkeeody>jk<ctheol><olcheol>xo i	r<qkeeody>jk<ctheol><olcheol>xo i	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.26	f100r	P	A	f100r.26|P01|f100r.26|P02	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	<yaiin><chekeey>j<cholody>j<olchor>an<cheols>y	<yaiin><chekeey>j<cholody>j<olchor>an<cheols>y	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.27	f100r	P	A	f100r.27|P01|f100r.27|P02	chol cheol cho chckheody otolchey	jor<chckheody><otolchey>	jor<chckheody><otolchey>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.3	f100r	P	A	f100r.3|P01	otear	<otear>	<otear>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.4	f100r	P	A	f100r.4|P01|f100r.4|P02	chofary	<chofary>	<chofary>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.5	f100r	P	A	f100r.5|P01|f100r.5|P02|f100r.5|P03	sar char daiindy	pv<daiindy>	pv<daiindy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.6	f100r	P	A	f100r.6|P01|f100r.6|P02|f100r.6|P03	oraro	<oraro>	<oraro>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.7	f100r	P	A	f100r.7|P01|f100r.7|P02	chalsain	<chalsain>	<chalsain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.8	f100r	P	A	f100r.8|P01	soity	<soity>	<soity>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.9	f100r	P	A	f100r.9|P01	sosam	<sosam>	<sosam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.1	f100v	P	A	f100v.1|P01	tolchd	<tolchd>	<tolchd>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.10	f100v	P	A	f100v.10|P01	okcheor	<okcheor>	<okcheor>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.11	f100v	P	A	f100v.11|P01|f100v.11|P02	ytchol	<ytchol>	<ytchol>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.12	f100v	P	A	f100v.12|P01	dykchal	<dykchal>	<dykchal>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.13	f100v	P	A	f100v.13|P01|f100v.13|P02|f100v.13|P03	chos cthoral	j<cthoral>	j<cthoral>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.14	f100v	P	A	f100v.14|P01|f100v.14|P02|f100v.14|P03	cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	<cthdeecthy><sheocphy>p<ckhoor>vuuk<qokomo>	<cthdeecthy><sheocphy>p<ckhoor>vuuk<qokomo>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.15	f100v	P	A	f100v.15|P01|f100v.15|P02|f100v.15|P03	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	p pqo<qoolkeey>j a<chotols>	p pqo<qoolkeey>j a<chotols>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.16	f100v	P	A	f100v.16|P01|f100v.16|P02|f100v.16|P03	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	<ykeeol>jt<eeoseeos><sheeo>ihcis	<ykeeol>jt<eeoseeos><sheeo>ihcis	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.17	f100v	P	A	f100v.17|P01|f100v.17|P02|f100v.17|P03	chockhey cholkcheol qokeol okol chol chotor chso solcthy	<chockhey><cholkcheol>aoj<chotor><chso><solcthy>	<chockhey><cholkcheol>aoj<chotor><chso><solcthy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.18	f100v	P	A	f100v.18|P01|f100v.18|P02|f100v.18|P03	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	<tocheo>pxo<odaidy><ckhod>p<chod>ap	<tocheo>pxo<odaidy><ckhod>p<chod>ap	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.19	f100v	P	A	f100v.19|P01|f100v.19|P02	sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	p<cheokeos>k<chocthey><kchody><chockhhor>bn	p<cheokeos>k<chocthey><kchody><chockhhor>bn	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.2	f100v	P	A	f100v.2|P01	chols	<chols>	<chols>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.20	f100v	P	A	f100v.20|P01|f100v.20|P02|f100v.20|P03	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	<ycheoky><shokeesy>w<chokeol><saraloaly>jq<chockhar>	<ycheoky><shokeesy>w<chokeol><saraloaly>jq<chockhar>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.21	f100v	P	A	f100v.21|P01	soral okor ol choy ly araroy okar cheeeal cheokeol orey	<soral>aqca<araroy>d<cheeeal><cheokeol><orey>	<soral>aqca<araroy>d<cheeeal><cheokeol><orey>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.22	f100v	P	A	f100v.22|P01|f100v.22|P02	daiin cheky chory	kxe	kxe	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.3	f100v	P	A	f100v.3|P01	opchor	<opchor>	<opchor>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.4	f100v	P	A	f100v.4|P01|f100v.4|P02	solsy	<solsy>	<solsy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.5	f100v	P	A	f100v.5|P01|f100v.5|P02	soleesos	<soleesos>	<soleesos>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.6	f100v	P	A	f100v.6|P01	ykchochdy	<ykchochdy>	<ykchochdy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.7	f100v	P	A	f100v.7|P01	ykchdy	<ykchdy>	<ykchdy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.8	f100v	P	A	f100v.8|P01	dchdy	<dchdy>	<dchdy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.9	f100v	P	A	f100v.9|P01	dalsy	<dalsy>	<dalsy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.1	f101r	P	A	f101r.1|P01|f101r.1|P02|f101r.1|P03	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	ptqr<qockhol>r<yteol><sheockhey><qpol>yjc<oleeey><qkeey><chopcheey>p<cpheocthy>p <chekeey>tt	ptqr<qockhol>r<yteol><sheockhey><qpol>yjc<oleeey><qkeey><chopcheey>p<cpheocthy>p <chekeey>tt	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.10	f101r	P	A	f101r.10|P01|f101r.10|P02|f101r.10|P03	kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	g<aithy>q l<olcheeol><kalshey><okeoly>w<aiioly>	g<aithy>q l<olcheeol><kalshey><okeoly>w<aiioly>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.2	f101r	P	A	f101r.2|P01|f101r.2|P02|f101r.2|P03	dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	z <chkey>dijdloiq<okolol>vpnagroicjk	z <chkey>dijdloiq<okolol>vpnagroicjk	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.3	f101r	P	A	f101r.3|P01|f101r.3|P02|f101r.3|P03	etolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	<etolctheol>cottrzrl<ctheea><yteeoldy><kchdol>aiqr<qotoiir>pw<ssheo>tqn 	<etolctheol>cottrzrl<ctheea><yteeoldy><kchdol>aiqr<qotoiir>pw<ssheo>tqn 	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.4	f101r	P	A	f101r.4|P01|f101r.4|P02|f101r.4|P03	ycheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	<ycheeo>isksi<ctheol><shkeeo><qockheol>kb<csol>e<ctody><chkchol><doteoda>i<daisin>ll<dairin>	<ycheeo>isksi<ctheol><shkeeo><qockheol>kb<csol>e<ctody><chkchol><doteoda>i<daisin>ll<dairin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.5	f101r	P	A	f101r.5|P01|f101r.5|P02|f101r.5|P03	daiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	k<ctheol>oaicor<keeo>poiojloctav<oteeod>ti<chosaiin><sheom>	k<ctheol>oaicor<keeo>poiojloctav<oteeod>ti<chosaiin><sheom>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.6	f101r	P	A	f101r.6|P01|f101r.6|P02|f101r.6|P03	okeeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	nltlv<okeeeol>t<sheokeey><sheeor><chchy>c<sheeckhey><teeol><scheol>p<oeeor>	nltlv<okeeeol>t<sheokeey><sheeor><chchy>c<sheeckhey><teeol><scheol>p<oeeor>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.7	f101r	P	A	f101r.7|P01|f101r.7|P02|f101r.7|P03	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	<cphoar>p<ypcholy>kxx<yfolaiin><fcheolain><ypchey><yphoo><shotey><odariin><sheoor>rt<ykhey> <cholp>os	<cphoar>p<ypcholy>kxx<yfolaiin><fcheolain><ypchey><yphoo><shotey><odariin><sheoor>rt<ykhey> <cholp>os	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.8	f101r	P	A	f101r.8|P01|f101r.8|P02|f101r.8|P03	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	dtuu<chokchey>gk<shok>jjfkqjy<ydar>kixlkrkoj	dtuu<chokchey>gk<shok>jjfkqjy<ydar>kixlkrkoj	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.9	f101r	P	A	f101r.9|P01|f101r.9|P02|f101r.9|P03	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	ki<qokcheol><ykeor>nq<otechy><ykeor>oc<chls>oormp<choko>akklje	ki<qokcheol><ykeor>nq<otechy><ykeor>oc<chls>oormp<choko>akklje	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.1	f101v	P	A	f101v.1|P01|f101v.1|P02	sairaly	<sairaly>	<sairaly>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.10	f101v	P	A	f101v.10|P01	okol	o	o	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.11	f101v	P	A	f101v.11|P01	arom	<arom>	<arom>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.12	f101v	P	A	f101v.12|P01|f101v.12|P02	oraram	<oraram>	<oraram>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.13	f101v	P	A	f101v.13|P01|f101v.13|P02|f101v.13|P03	oraeep	<oraeep>	<oraeep>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.14	f101v	P	A	f101v.14|P01|f101v.14|P02	dytoly	<dytoly>	<dytoly>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.15	f101v	P	A	f101v.15|P01	olkor	<olkor>	<olkor>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.16	f101v	P	A	f101v.16|P01	dolary	<dolary>	<dolary>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.17	f101v	P	A	f101v.17|P01	odor	<odor>	<odor>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.18	f101v	P	A	f101v.18|P01	olaran	<olaran>	<olaran>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.19	f101v	P	A	f101v.19|P01|f101v.19|P02|f101v.19|P03	tolchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	<tolchor><cheopor>il<cphey>op<fol>jw<otsheey>e<kcho><pcholy>ui<choror>i<dorar><okoraiin><orolodain>	<tolchor><cheopor>il<cphey>op<fol>jw<otsheey>e<kcho><pcholy>ui<choror>i<dorar><okoraiin><orolodain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.2	f101v	P	A	f101v.2|P01|f101v.2|P02	otaldy	<otaldy>	<otaldy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.20	f101v	P	A	f101v.20|P01|f101v.20|P02|f101v.20|P03	or aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	iciti<odam>ujcaosa<etol><qoor> <qykeod><oeeo>ocjacmjn	iciti<odam>ujcaosa<etol><qoor> <qykeod><oeeo>ocjacmjn	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.21	f101v	P	A	f101v.21|P01|f101v.21|P02|f101v.21|P03	ycheor oeo dain cheokal ykhody cheeods oraiin qoeey cthey eocthy dain chedo dydy	<ycheor><oeo>k<cheokal><ykhody><cheeods>ald<eocthy>k<chedo><dydy>	<ycheor><oeo>k<cheokal><ykhody><cheeods>ald<eocthy>k<chedo><dydy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.22	f101v	P	A	f101v.22|P01|f101v.22|P02|f101v.22|P03	kshar lol keeol otal or ol aiin okeod ykeey dain olcheol opcheol cthey qekeoldy qocthor sheody qockheey odaiin sho ytolaiir sodaiin dy	<kshar>ykbiqc<okeod>ik<olcheol><opcheol>d<qekeoldy><qocthor>a<qockheey>il<ytolaiir><sodaiin>s	<kshar>ykbiqc<okeod>ik<olcheol><opcheol>d<qekeoldy><qocthor>a<qockheey>il<ytolaiir><sodaiin>s	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.23	f101v	P	A	f101v.23|P01|f101v.23|P02|f101v.23|P03	oaiin ol olor daiin okeey qok ykeol daiin qockhy daiin olch dar qokeol dol oraiin oldaiin keeol rch qokeeeor sydy cheor okeey chol do dar	pqmkl<qok>pkrk<olch>naza<oldaiin>k<rch><qokeeeor><sydy>jljen	pqmkl<qok>pkrk<olch>naza<oldaiin>k<rch><qokeeeor><sydy>jljen	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.24	f101v	P	A	f101v.24|P01|f101v.24|P02|f101v.24|P03	teeal sheol qokeor qkhol olchor chokey chor ctheey das daiin cheeody cheey keo cheol daiiin deeor cheedy	<teeal>tj<qkhol><olchor><chokey>ut<das>km <keo>o <deeor>o	<teeal>tj<qkhol><olchor><chokey>ut<das>km <keo>o <deeor>o	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.25	f101v	P	A	f101v.25|P01|f101v.25|P02|f101v.25|P03	daiin dair yteol chor qockhol daiin ckheey chey kchey dos iin okeey ckheo lcheody kcheol daiin eteeys ctheody ctheockhosho olchor	kp<yteol>u<qockhol>kttr<dos><iin>l<ckheo><lcheody><kcheol>k<eteeys><ctheody><ctheockhosho><olchor>	kp<yteol>u<qockhol>kttr<dos><iin>l<ckheo><lcheody><kcheol>k<eteeys><ctheody><ctheockhosho><olchor>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.26	f101v	P	A	f101v.26|P01|f101v.26|P02|f101v.26|P03	olaiin okeol cheo kol ches sheey qoor qokeody cheor okeo oiin cheey cthey ory ctheey qokeey shol ody cheol oralar shey qokar ary	dixdhw<qoor>ljsw dxtwvlo<oralar>rm 	dixdhw<qoor>ljsw dxtwvlo<oralar>rm 	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.27	f101v	P	A	f101v.27|P01|f101v.27|P02|f101v.27|P03	sal chol choly okeey dal qol shckheol chol cthear keeol cheeo ol chs oraiin qokeeey soiin qodaiin cheol qokeey daiin cheodam	pj ltl<shckheol>j<cthear>kpq aopaowk<cheodam>	pj ltl<shckheol>j<cthear>kpq aopaowk<cheodam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.28	f101v	P	A	f101v.28|P01|f101v.28|P02|f101v.28|P03	teol cheol etchey cheo r cheol cthol cholaiin chol qkar	oo<etchey>xood<cholaiin>j<qkar>	oo<etchey>xood<cholaiin>j<qkar>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.3	f101v	P	A	f101v.3|P01|f101v.3|P02|f101v.3|P03	otal	b	b	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.4	f101v	P	A	f101v.4|P01|f101v.4|P02	yta	<yta>	<yta>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.5	f101v	P	A	f101v.5|P01	dokor	<dokor>	<dokor>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.6	f101v	P	A	f101v.6|P01	orar	<orar>	<orar>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.7	f101v	P	A	f101v.7|P01|f101v.7|P02	otarar	<otarar>	<otarar>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.8	f101v	P	A	f101v.8|P01|f101v.8|P02|f101v.8|P03	otala	<otala>	<otala>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.9	f101v	P	A	f101v.9|P01	soraly	<soraly>	<soraly>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.1	f102r1	P	A	f102r1.1|P01|f102r1.1|P02|f102r1.1|P03	daarod	<daarod>	<daarod>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.10	f102r1	P	A	f102r1.10|P01|f102r1.10|P02|f102r1.10|P03	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	p<sholdy>jj<ykeeol>z<doleodaiin>tr	p<sholdy>jj<ykeeol>z<doleodaiin>tr	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.11	f102r1	P	A	f102r1.11|P01|f102r1.11|P02|f102r1.11|P03	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	<dcheo>rpwo<qokeodol><shockhey><oleeol>	<dcheo>rpwo<qokeodol><shockhey><oleeol>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.12	f102r1	P	A	f102r1.12|P01|f102r1.12|P02|f102r1.12|P03	dardsh	<dardsh>	<dardsh>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.13	f102r1	P	A	f102r1.13|P01|f102r1.13|P02|f102r1.13|P03	teesody qoeol olcheor qokey okshey qokeol sheo folcfhhy	<teesody><qoeol><olcheor>h<okshey>ar<folcfhhy>	<teesody><qoeol><olcheor>h<okshey>ar<folcfhhy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.14	f102r1	P	A	f102r1.14|P01|f102r1.14|P02|f102r1.14|P03	doeey keeol qokeo daor shey qoteol okol chos sor oeeaiin	<doeey>k<qokeo><daor>roojp<oeeaiin>	<doeey>k<qokeo><daor>roojp<oeeaiin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.15	f102r1	P	A	f102r1.15|P01|f102r1.15|P02|f102r1.15|P03	or chol daiin dykeor sheey qokeody dor os ykeeykam	ijk<dykeor>wlow<ykeeykam>	ijk<dykeor>wlow<ykeeykam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.16	f102r1	P	A	f102r1.16|P01|f102r1.16|P02|f102r1.16|P03	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	<ddor><chordam><soraiin>isi<doeoear>jyo	<ddor><chordam><soraiin>isi<doeoear>jyo	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.17	f102r1	P	A	f102r1.17|P01|f102r1.17|P02|f102r1.17|P03	ydar arody oldaiin sody chockhy oly	<ydar>m<oldaiin><sody>kq	<ydar>m<oldaiin><sody>kq	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.2	f102r1	P	A	f102r1.2|P01	otodeeodor	<otodeeodor>	<otodeeodor>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.3	f102r1	P	A	f102r1.3|P01|f102r1.3|P02	polaiin shocthy qoteol loiiin oteeor cpheodar sholdaiin	<polaiin>po<loiiin><oteeor><cpheodar><sholdaiin>	<polaiin>po<loiiin><oteeor><cpheodar><sholdaiin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.4	f102r1	P	A	f102r1.4|P01|f102r1.4|P02|f102r1.4|P03	dsheody okeeoy kody chkeeody daraiiin ctheoly qokcheololain	<dsheody><okeeoy><kody><chkeeody><daraiiin><ctheoly><qokcheololain>	<dsheody><okeeoy><kody><chkeeody><daraiiin><ctheoly><qokcheololain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.5	f102r1	P	A	f102r1.5|P01|f102r1.5|P02	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	ktldj<oraroekeol>j<ekey>ak	ktldj<oraroekeol>j<ekey>ak	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.6	f102r1	P	A	f102r1.6|P01|f102r1.6|P02	daiin ykeeol oldy okodaiin	k<ykeeol>c<okodaiin>	k<ykeeol>c<okodaiin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.7	f102r1	P	A	f102r1.7|P01|f102r1.7|P02	okolaly	<okolaly>	<okolaly>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.8	f102r1	P	A	f102r1.8|P01|f102r1.8|P02	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	<pshodaiin><qoorar><chopy><chofol>kto<doly>	<pshodaiin><qoorar><chopy><chofol>kto<doly>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
