source_unit	latent_or_plaintext_unit	mapping_probability	context_restriction	occurrences	counterexamples
lchedy	y	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	120	unmapped groups use the explicit residual channel; restart mapping is unstable
oty	l	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	118	unmapped groups use the explicit residual channel; restart mapping is unstable
okeedy	b	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	111	unmapped groups use the explicit residual channel; restart mapping is unstable
sheol	t	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	110	unmapped groups use the explicit residual channel; restart mapping is unstable
cthy	m	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	108	unmapped groups use the explicit residual channel; restart mapping is unstable
oteedy	a	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	108	unmapped groups use the explicit residual channel; restart mapping is unstable
qokey	h	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	108	unmapped groups use the explicit residual channel; restart mapping is unstable
dair	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	107	unmapped groups use the explicit residual channel; restart mapping is unstable
dol	z	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	106	unmapped groups use the explicit residual channel; restart mapping is unstable
r	o	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	105	unmapped groups use the explicit residual channel; restart mapping is unstable
qokol	a	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	102	unmapped groups use the explicit residual channel; restart mapping is unstable
shor	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	101	unmapped groups use the explicit residual channel; restart mapping is unstable
cheor	j	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	99	unmapped groups use the explicit residual channel; restart mapping is unstable
oky	a	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	99	unmapped groups use the explicit residual channel; restart mapping is unstable
chody	b	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	95	unmapped groups use the explicit residual channel; restart mapping is unstable
otain	e	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	95	unmapped groups use the explicit residual channel; restart mapping is unstable
shy	b	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	95	unmapped groups use the explicit residual channel; restart mapping is unstable
cheody	 	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	92	unmapped groups use the explicit residual channel; restart mapping is unstable
qotedy	x	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	92	unmapped groups use the explicit residual channel; restart mapping is unstable
ain	z	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	91	unmapped groups use the explicit residual channel; restart mapping is unstable
dam	q	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	91	unmapped groups use the explicit residual channel; restart mapping is unstable
o	t	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	90	unmapped groups use the explicit residual channel; restart mapping is unstable
sar	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	90	unmapped groups use the explicit residual channel; restart mapping is unstable
qoty	s	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	87	unmapped groups use the explicit residual channel; restart mapping is unstable
otol	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	82	unmapped groups use the explicit residual channel; restart mapping is unstable
sheedy	y	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	82	unmapped groups use the explicit residual channel; restart mapping is unstable
chcthy	h	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	81	unmapped groups use the explicit residual channel; restart mapping is unstable
qotaiin	w	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	79	unmapped groups use the explicit residual channel; restart mapping is unstable
air	z	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	78	unmapped groups use the explicit residual channel; restart mapping is unstable
am	 	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	78	unmapped groups use the explicit residual channel; restart mapping is unstable
char	v	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	73	unmapped groups use the explicit residual channel; restart mapping is unstable
okol	o	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	73	unmapped groups use the explicit residual channel; restart mapping is unstable
qoteedy	j	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	73	unmapped groups use the explicit residual channel; restart mapping is unstable
raiin	n	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	71	unmapped groups use the explicit residual channel; restart mapping is unstable
sol	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	70	unmapped groups use the explicit residual channel; restart mapping is unstable
sain	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	69	unmapped groups use the explicit residual channel; restart mapping is unstable
cheky	x	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	67	unmapped groups use the explicit residual channel; restart mapping is unstable
cho	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	66	unmapped groups use the explicit residual channel; restart mapping is unstable
odaiin	i	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	66	unmapped groups use the explicit residual channel; restart mapping is unstable
okeol	i	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	66	unmapped groups use the explicit residual channel; restart mapping is unstable
okey	n	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	65	unmapped groups use the explicit residual channel; restart mapping is unstable
qokchy	k	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	65	unmapped groups use the explicit residual channel; restart mapping is unstable
dor	o	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	64	unmapped groups use the explicit residual channel; restart mapping is unstable
qotar	w	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	63	unmapped groups use the explicit residual channel; restart mapping is unstable
kaiin	u	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	62	unmapped groups use the explicit residual channel; restart mapping is unstable
l	a	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	62	unmapped groups use the explicit residual channel; restart mapping is unstable
qotain	m	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	62	unmapped groups use the explicit residual channel; restart mapping is unstable
qotchy	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	62	unmapped groups use the explicit residual channel; restart mapping is unstable
cheo	x	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	60	unmapped groups use the explicit residual channel; restart mapping is unstable
shckhy	h	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	60	unmapped groups use the explicit residual channel; restart mapping is unstable
cheedy	o	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	59	unmapped groups use the explicit residual channel; restart mapping is unstable
cthol	d	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	59	unmapped groups use the explicit residual channel; restart mapping is unstable
oly	q	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	59	unmapped groups use the explicit residual channel; restart mapping is unstable
otey	u	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	58	unmapped groups use the explicit residual channel; restart mapping is unstable
qotal	x	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	58	unmapped groups use the explicit residual channel; restart mapping is unstable
ykeey	i	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	57	unmapped groups use the explicit residual channel; restart mapping is unstable
olaiin	d	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	55	unmapped groups use the explicit residual channel; restart mapping is unstable
qokeol	a	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	53	unmapped groups use the explicit residual channel; restart mapping is unstable
sal	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	53	unmapped groups use the explicit residual channel; restart mapping is unstable
shody	t	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	53	unmapped groups use the explicit residual channel; restart mapping is unstable
sor	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	53	unmapped groups use the explicit residual channel; restart mapping is unstable
keedy	y	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	52	unmapped groups use the explicit residual channel; restart mapping is unstable
cthey	d	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	51	unmapped groups use the explicit residual channel; restart mapping is unstable
kar	b	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	51	unmapped groups use the explicit residual channel; restart mapping is unstable
opchedy	c	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	51	unmapped groups use the explicit residual channel; restart mapping is unstable
qokchdy	d	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	51	unmapped groups use the explicit residual channel; restart mapping is unstable
d	n	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	50	unmapped groups use the explicit residual channel; restart mapping is unstable
chal	h	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	49	unmapped groups use the explicit residual channel; restart mapping is unstable
lkaiin	c	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	49	unmapped groups use the explicit residual channel; restart mapping is unstable
otchy	e	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	49	unmapped groups use the explicit residual channel; restart mapping is unstable
sheody	a	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	49	unmapped groups use the explicit residual channel; restart mapping is unstable
ykaiin	v	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	49	unmapped groups use the explicit residual channel; restart mapping is unstable
otam	f	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	48	unmapped groups use the explicit residual channel; restart mapping is unstable
chear	y	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	47	unmapped groups use the explicit residual channel; restart mapping is unstable
checkhy	q	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	47	unmapped groups use the explicit residual channel; restart mapping is unstable
cthor	d	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	47	unmapped groups use the explicit residual channel; restart mapping is unstable
sheor	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	47	unmapped groups use the explicit residual channel; restart mapping is unstable
chaiin	s	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	46	unmapped groups use the explicit residual channel; restart mapping is unstable
chodaiin	c	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	46	unmapped groups use the explicit residual channel; restart mapping is unstable
lchey	n	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	45	unmapped groups use the explicit residual channel; restart mapping is unstable
olkeedy	v	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	45	unmapped groups use the explicit residual channel; restart mapping is unstable
shdy	c	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	45	unmapped groups use the explicit residual channel; restart mapping is unstable
tol	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	45	unmapped groups use the explicit residual channel; restart mapping is unstable
kain	f	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	44	unmapped groups use the explicit residual channel; restart mapping is unstable
ody	l	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	44	unmapped groups use the explicit residual channel; restart mapping is unstable
qoteey	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	44	unmapped groups use the explicit residual channel; restart mapping is unstable
qotol	t	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	44	unmapped groups use the explicit residual channel; restart mapping is unstable
aiiin	 	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	43	unmapped groups use the explicit residual channel; restart mapping is unstable
lkeedy	x	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	43	unmapped groups use the explicit residual channel; restart mapping is unstable
lor	s	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	43	unmapped groups use the explicit residual channel; restart mapping is unstable
qodaiin	a	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	43	unmapped groups use the explicit residual channel; restart mapping is unstable
sheo	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	43	unmapped groups use the explicit residual channel; restart mapping is unstable
lshedy	u	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	42	unmapped groups use the explicit residual channel; restart mapping is unstable
otor	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	42	unmapped groups use the explicit residual channel; restart mapping is unstable
ytaiin	m	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	42	unmapped groups use the explicit residual channel; restart mapping is unstable
kedy	e	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	41	unmapped groups use the explicit residual channel; restart mapping is unstable
keey	y	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	41	unmapped groups use the explicit residual channel; restart mapping is unstable
olchedy	x	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	41	unmapped groups use the explicit residual channel; restart mapping is unstable
olkeey	i	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	41	unmapped groups use the explicit residual channel; restart mapping is unstable
oteody	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	41	unmapped groups use the explicit residual channel; restart mapping is unstable
tar	k	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	41	unmapped groups use the explicit residual channel; restart mapping is unstable
tedy	z	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	41	unmapped groups use the explicit residual channel; restart mapping is unstable
ches	h	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	40	unmapped groups use the explicit residual channel; restart mapping is unstable
choty	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	40	unmapped groups use the explicit residual channel; restart mapping is unstable
lol	y	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	40	unmapped groups use the explicit residual channel; restart mapping is unstable
oteol	t	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	40	unmapped groups use the explicit residual channel; restart mapping is unstable
sy	i	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	40	unmapped groups use the explicit residual channel; restart mapping is unstable
taiin	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	40	unmapped groups use the explicit residual channel; restart mapping is unstable
choky	o	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	39	unmapped groups use the explicit residual channel; restart mapping is unstable
lkeey	d	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	39	unmapped groups use the explicit residual channel; restart mapping is unstable
oraiin	a	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	39	unmapped groups use the explicit residual channel; restart mapping is unstable
qokchedy	z	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	39	unmapped groups use the explicit residual channel; restart mapping is unstable
okchy	n	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	37	unmapped groups use the explicit residual channel; restart mapping is unstable
okeody	o	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	37	unmapped groups use the explicit residual channel; restart mapping is unstable
chedaiin	d	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	36	unmapped groups use the explicit residual channel; restart mapping is unstable
chos	j	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	36	unmapped groups use the explicit residual channel; restart mapping is unstable
dshedy	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	36	unmapped groups use the explicit residual channel; restart mapping is unstable
ykar	c	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	36	unmapped groups use the explicit residual channel; restart mapping is unstable
chees	c	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	35	unmapped groups use the explicit residual channel; restart mapping is unstable
ckhy	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	35	unmapped groups use the explicit residual channel; restart mapping is unstable
kol	d	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	35	unmapped groups use the explicit residual channel; restart mapping is unstable
olkaiin	w	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	35	unmapped groups use the explicit residual channel; restart mapping is unstable
pchedy	a	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	35	unmapped groups use the explicit residual channel; restart mapping is unstable
sheckhy	e	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	35	unmapped groups use the explicit residual channel; restart mapping is unstable
sheky	y	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	35	unmapped groups use the explicit residual channel; restart mapping is unstable
