page	physical_folio	star_ordinal	ordinal_parity	color	first_color	locus	zl_marker	reading_coverage
f112v	f112	2	EVEN	YELLOW	RED	f112v.7	<%>	ZL3b|IT2a|RF1b
f112v	f112	3	ODD	RED	RED	f112v.11	<%>	ZL3b|IT2a|RF1b
f112v	f112	4	EVEN	YELLOW	RED	f112v.15	<%>	ZL3b|IT2a|RF1b
f112v	f112	5	ODD	RED	RED	f112v.20	<%>	ZL3b|IT2a|RF1b
f112v	f112	6	EVEN	YELLOW	RED	f112v.23	<%>	ZL3b|IT2a|RF1b
f112v	f112	7	ODD	RED	RED	f112v.27	<%>	ZL3b|IT2a|RF1b
f112v	f112	8	EVEN	YELLOW	RED	f112v.30	<%>	ZL3b|IT2a|RF1b
f112v	f112	9	ODD	RED	RED	f112v.32	<%>	ZL3b|IT2a|RF1b
f112v	f112	10	EVEN	YELLOW	RED	f112v.36	<%>	ZL3b|IT2a|RF1b
f112v	f112	11	ODD	RED	RED	f112v.39	<%>	ZL3b|IT2a|RF1b
f112v	f112	12	EVEN	YELLOW	RED	f112v.42	<%>	ZL3b|IT2a|RF1b
f112v	f112	13	ODD	RED	RED	f112v.45	<%>	ZL3b|IT2a|RF1b
f113r	f113	1	ODD	YELLOW	YELLOW	f113r.1	<%>	ZL3b|IT2a|RF1b
f113r	f113	2	EVEN	RED	YELLOW	f113r.4	<%>	ZL3b|IT2a|RF1b
f113r	f113	3	ODD	YELLOW	YELLOW	f113r.8	<%>	ZL3b|IT2a|RF1b
f113r	f113	4	EVEN	RED	YELLOW	f113r.10	<%>	ZL3b|IT2a|RF1b
f113r	f113	5	ODD	YELLOW	YELLOW	f113r.13	<%>	ZL3b|IT2a|RF1b
f113r	f113	6	EVEN	RED	YELLOW	f113r.16	<%>	ZL3b|IT2a|RF1b
f113r	f113	7	ODD	YELLOW	YELLOW	f113r.20	<%>	ZL3b|IT2a|RF1b
f113r	f113	8	EVEN	RED	YELLOW	f113r.22	<%>	ZL3b|IT2a|RF1b
f113r	f113	9	ODD	YELLOW	YELLOW	f113r.25	<%>	ZL3b|IT2a|RF1b
f113r	f113	10	EVEN	RED	YELLOW	f113r.27	<%>	ZL3b|IT2a|RF1b
f113r	f113	11	ODD	YELLOW	YELLOW	f113r.30	<%>	ZL3b|IT2a|RF1b
f113r	f113	12	EVEN	RED	YELLOW	f113r.34	<%>	ZL3b|IT2a|RF1b
f113r	f113	13	ODD	YELLOW	YELLOW	f113r.37	<%>	ZL3b|IT2a|RF1b
f113r	f113	14	EVEN	RED	YELLOW	f113r.39	<%>	ZL3b|IT2a|RF1b
f113r	f113	15	ODD	YELLOW	YELLOW	f113r.42	<%>	ZL3b|IT2a|RF1b
f113r	f113	16	EVEN	RED	YELLOW	f113r.45	<%>	ZL3b|IT2a|RF1b
f113v	f113	1	ODD	RED	RED	f113v.1	<%>	ZL3b|IT2a|RF1b
f113v	f113	2	EVEN	YELLOW	RED	f113v.4	<%>	ZL3b|IT2a|RF1b
f113v	f113	3	ODD	RED	RED	f113v.7	<%>	ZL3b|IT2a|RF1b
f113v	f113	4	EVEN	YELLOW	RED	f113v.10	<%>	ZL3b|IT2a|RF1b
f113v	f113	5	ODD	RED	RED	f113v.13	<%>	ZL3b|IT2a|RF1b
f113v	f113	6	EVEN	YELLOW	RED	f113v.18	<%>	ZL3b|IT2a|RF1b
f113v	f113	7	ODD	RED	RED	f113v.21	<%>	ZL3b|IT2a|RF1b
f113v	f113	8	EVEN	YELLOW	RED	f113v.25	<%>	ZL3b|IT2a|RF1b
f113v	f113	9	ODD	RED	RED	f113v.28	<%>	ZL3b|IT2a|RF1b
f113v	f113	10	EVEN	YELLOW	RED	f113v.33	<%>	ZL3b|IT2a|RF1b
f113v	f113	11	ODD	RED	RED	f113v.36	<%>	ZL3b|IT2a|RF1b
f113v	f113	12	EVEN	YELLOW	RED	f113v.38	<%>	ZL3b|IT2a|RF1b
f113v	f113	13	ODD	RED	RED	f113v.42	<%>	ZL3b|IT2a|RF1b
f113v	f113	14	EVEN	YELLOW	RED	f113v.45	<%>	ZL3b|IT2a|RF1b
f113v	f113	15	ODD	RED	RED	f113v.47	<%>	ZL3b|IT2a|RF1b
f114r	f114	1	ODD	RED	RED	f114r.1	<%>	ZL3b|IT2a|RF1b
f114r	f114	2	EVEN	YELLOW	RED	f114r.4	<%>	ZL3b|IT2a|RF1b
f114r	f114	3	ODD	RED	RED	f114r.8	<%>	ZL3b|IT2a|RF1b
f114r	f114	4	EVEN	YELLOW	RED	f114r.11	<%>	ZL3b|IT2a|RF1b
f114r	f114	5	ODD	RED	RED	f114r.14	<%>	ZL3b|IT2a|RF1b
f114r	f114	6	EVEN	YELLOW	RED	f114r.19	<%>	ZL3b|IT2a|RF1b
f114r	f114	7	ODD	RED	RED	f114r.22	<%>	ZL3b|IT2a|RF1b
f114r	f114	8	EVEN	YELLOW	RED	f114r.24	<%>	ZL3b|IT2a|RF1b
f114r	f114	9	ODD	RED	RED	f114r.28	<%>	ZL3b|IT2a|RF1b
f114r	f114	10	EVEN	YELLOW	RED	f114r.32	<%>	ZL3b|IT2a|RF1b
f114r	f114	11	ODD	RED	RED	f114r.35	<%>	ZL3b|IT2a|RF1b
f114r	f114	12	EVEN	YELLOW	RED	f114r.39	<%>	ZL3b|IT2a|RF1b
f114r	f114	13	ODD	RED	RED	f114r.42	<%>	ZL3b|IT2a|RF1b
f114v	f114	1	ODD	YELLOW	YELLOW	f114v.1	<%>	ZL3b|IT2a|RF1b
f114v	f114	2	EVEN	RED	YELLOW	f114v.6	<%>	ZL3b|IT2a|RF1b
f114v	f114	3	ODD	YELLOW	YELLOW	f114v.8	<%>	ZL3b|IT2a|RF1b
f114v	f114	4	EVEN	RED	YELLOW	f114v.11	<%>	ZL3b|IT2a|RF1b
f114v	f114	5	ODD	YELLOW	YELLOW	f114v.14	<%>	ZL3b|IT2a|RF1b
f114v	f114	6	EVEN	RED	YELLOW	f114v.18	<%>	ZL3b|IT2a|RF1b
f114v	f114	7	ODD	YELLOW	YELLOW	f114v.20	<%>	ZL3b|IT2a|RF1b
f114v	f114	8	EVEN	RED	YELLOW	f114v.23	<%>	ZL3b|IT2a|RF1b
f114v	f114	9	ODD	YELLOW	YELLOW	f114v.26	<%>	ZL3b|IT2a|RF1b
f114v	f114	10	EVEN	RED	YELLOW	f114v.29	<%>	ZL3b|IT2a|RF1b
f114v	f114	11	ODD	YELLOW	YELLOW	f114v.33	<%>	ZL3b|IT2a|RF1b
f114v	f114	12	EVEN	RED	YELLOW	f114v.36	<%>	ZL3b|IT2a|RF1b
f115r	f115	1	ODD	RED	RED	f115r.1	<%>	ZL3b|IT2a|RF1b
f115r	f115	2	EVEN	YELLOW	RED	f115r.4	<%>	ZL3b|IT2a|RF1b
f115r	f115	3	ODD	RED	RED	f115r.8	<%>	ZL3b|IT2a|RF1b
f115r	f115	4	EVEN	YELLOW	RED	f115r.10	<%>	ZL3b|IT2a|RF1b
f115r	f115	5	ODD	RED	RED	f115r.13	<%>	ZL3b|IT2a|RF1b
f115r	f115	6	EVEN	YELLOW	RED	f115r.19	<%>	ZL3b|IT2a|RF1b
f115r	f115	7	ODD	RED	RED	f115r.22	<%>	ZL3b|IT2a|RF1b
f115r	f115	8	EVEN	YELLOW	RED	f115r.26	<%>	ZL3b|IT2a|RF1b
f115r	f115	9	ODD	RED	RED	f115r.29	<%>	ZL3b|IT2a|RF1b
f115r	f115	10	EVEN	YELLOW	RED	f115r.35	<%>	ZL3b|IT2a|RF1b
f115r	f115	11	ODD	RED	RED	f115r.37	<%>	ZL3b|IT2a|RF1b
f115r	f115	12	EVEN	YELLOW	RED	f115r.40	<%>	ZL3b|IT2a|RF1b
f115r	f115	13	ODD	RED	RED	f115r.42	<%>	ZL3b|IT2a|RF1b
