realization_cell_id	frame_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_slot_trace_de	state_requirement	composed_state_default	composed_working_phrase_de	evidence_status	display_phrase_de	display_phrase_provenance	observed_event_count	observed_clause_form_count	selected_observed_phrase_carrier_count	observed_pages	observed_event_ids	all_observed_clause_forms_de	observed_inherited_argument_roots	composed_phrase_observed_in_exact_cell	selected_phrase_equals_composed_phrase	display_phrase_is_observed_clause	display_phrase_is_composed_working	composed_working_label_visible	all_recipe_value_cells_observed	new_slot_value_required
G493-C022	G493-F03	@ACTION+AIN	T	T+AIN	HERBAL	EINSTELLEN · ANTEIL	T=ARBEITSSTUFE EINSTELLEN · AIN=MATERIALANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Materialanteil ein.	COMPOSED_WORKING	Stelle den Materialanteil ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C024	G493-F03	@ACTION+AIN	T	T+AIN	CELESTIAL	EINSTELLEN · ANTEIL	T=WERT EINSTELLEN · AIN=SEKTORANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Sektoranteil ein.	COMPOSED_WORKING	Stelle den Sektoranteil ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C026	G493-F03	@ACTION+AIN	R	R+AIN	SOURCE_SECTION_T	MARKIEREN · ANTEIL	R=KENNZEICHNEN · AIN=TEILWERT	SELF_CONTAINED_ARGUMENT	NONE	Kennzeichne den Teilwert.	COMPOSED_WORKING	Kennzeichne den Teilwert.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C027	G493-F03	@ACTION+AIN	R	R+AIN	HERBAL	MARKIEREN · ANTEIL	R=TEIL MARKIEREN · AIN=MATERIALANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Materialanteil.	COMPOSED_WORKING	Markiere den Materialanteil.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C029	G493-F03	@ACTION+AIN	R	R+AIN	CELESTIAL	MARKIEREN · ANTEIL	R=POSITION MARKIEREN · AIN=SEKTORANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Sektoranteil.	COMPOSED_WORKING	Markiere den Sektoranteil.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C030	G493-F03	@ACTION+AIN	R	R+AIN	PHARMA	MARKIEREN · ANTEIL	R=POSTEN MARKIEREN · AIN=DROGENANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Drogenanteil.	COMPOSED_WORKING	Markiere den Drogenanteil.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C031	G493-F04	@ACTION+AL	T	T+AL	SOURCE_SECTION_T	EINSTELLEN · ZIELORT	T=FESTLEGEN · AL=ZIELSPALTE	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Lege den laufenden Eintrag [wie zuvor] fest; zur Zielspalte.	COMPOSED_WORKING	Lege den laufenden Eintrag [wie zuvor] fest; zur Zielspalte.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C032	G493-F04	@ACTION+AL	T	T+AL	HERBAL	EINSTELLEN · ZIELORT	T=ARBEITSSTUFE EINSTELLEN · AL=ZIELSTELLE	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Stelle den Pflanzenposten [wie zuvor] ein; zur Zielstelle.	COMPOSED_WORKING	Stelle den Pflanzenposten [wie zuvor] ein; zur Zielstelle.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C035	G493-F04	@ACTION+AL	T	T+AL	PHARMA	EINSTELLEN · ZIELORT	T=ANSATZWERT EINSTELLEN · AL=ZIELGEFÄSS	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Stelle den Drogenposten [wie zuvor] ein; zum Zielgefäß.	COMPOSED_WORKING	Stelle den Drogenposten [wie zuvor] ein; zum Zielgefäß.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C036	G493-F04	@ACTION+AL	R	R+AL	SOURCE_SECTION_T	MARKIEREN · ZIELORT	R=KENNZEICHNEN · AL=ZIELSPALTE	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Kennzeichne den laufenden Eintrag [wie zuvor]; zur Zielspalte.	COMPOSED_WORKING	Kennzeichne den laufenden Eintrag [wie zuvor]; zur Zielspalte.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C037	G493-F04	@ACTION+AL	R	R+AL	HERBAL	MARKIEREN · ZIELORT	R=TEIL MARKIEREN · AL=ZIELSTELLE	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Markiere den Pflanzenposten [wie zuvor]; zur Zielstelle.	COMPOSED_WORKING	Markiere den Pflanzenposten [wie zuvor]; zur Zielstelle.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C039	G493-F04	@ACTION+AL	R	R+AL	CELESTIAL	MARKIEREN · ZIELORT	R=POSITION MARKIEREN · AL=ZIELPOSITION	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Markiere den Positionsposten [wie zuvor]; zur Zielposition.	COMPOSED_WORKING	Markiere den Positionsposten [wie zuvor]; zur Zielposition.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C041	G493-F05	@ACTION+AL+Y	T	T+AL+Y	SOURCE_SECTION_T	EINSTELLEN · ZIELORT · POSTEN	T=FESTLEGEN · AL=ZIELSPALTE · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Lege den laufenden Eintrag fest; zur Zielspalte.	COMPOSED_WORKING	Lege den laufenden Eintrag fest; zur Zielspalte.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C042	G493-F05	@ACTION+AL+Y	T	T+AL+Y	HERBAL	EINSTELLEN · ZIELORT · POSTEN	T=ARBEITSSTUFE EINSTELLEN · AL=ZIELSTELLE · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Pflanzenposten ein; zur Zielstelle.	COMPOSED_WORKING	Stelle den Pflanzenposten ein; zur Zielstelle.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C043	G493-F05	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	EINSTELLEN · ZIELORT · POSTEN	T=STATIONSWERT EINSTELLEN · AL=ZIELSTATION · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Stationsposten ein; zur Zielstation.	COMPOSED_WORKING	Stelle den Stationsposten ein; zur Zielstation.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C045	G493-F05	@ACTION+AL+Y	T	T+AL+Y	PHARMA	EINSTELLEN · ZIELORT · POSTEN	T=ANSATZWERT EINSTELLEN · AL=ZIELGEFÄSS · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Drogenposten ein; zum Zielgefäß.	COMPOSED_WORKING	Stelle den Drogenposten ein; zum Zielgefäß.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C046	G493-F05	@ACTION+AL+Y	R	R+AL+Y	SOURCE_SECTION_T	MARKIEREN · ZIELORT · POSTEN	R=KENNZEICHNEN · AL=ZIELSPALTE · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Kennzeichne den laufenden Eintrag; zur Zielspalte.	COMPOSED_WORKING	Kennzeichne den laufenden Eintrag; zur Zielspalte.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C047	G493-F05	@ACTION+AL+Y	R	R+AL+Y	HERBAL	MARKIEREN · ZIELORT · POSTEN	R=TEIL MARKIEREN · AL=ZIELSTELLE · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Pflanzenposten; zur Zielstelle.	COMPOSED_WORKING	Markiere den Pflanzenposten; zur Zielstelle.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C049	G493-F05	@ACTION+AL+Y	R	R+AL+Y	CELESTIAL	MARKIEREN · ZIELORT · POSTEN	R=POSITION MARKIEREN · AL=ZIELPOSITION · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Positionsposten; zur Zielposition.	COMPOSED_WORKING	Markiere den Positionsposten; zur Zielposition.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C050	G493-F05	@ACTION+AL+Y	R	R+AL+Y	PHARMA	MARKIEREN · ZIELORT · POSTEN	R=POSTEN MARKIEREN · AL=ZIELGEFÄSS · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Drogenposten; zum Zielgefäß.	COMPOSED_WORKING	Markiere den Drogenposten; zum Zielgefäß.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C052	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=ARBEITSSTUFE EINSTELLEN · CH=PFLANZENTEIL NEHMEN · E=GRAD I · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; auf Grad I.	COMPOSED_WORKING	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C053	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	BIOLOGICAL	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=STATIONSWERT EINSTELLEN · CH=POSTEN ENTNEHMEN · E=GRAD I · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Stationsposten ein und entnimm den Stationsposten; auf Grad I.	COMPOSED_WORKING	Stelle den Stationsposten ein und entnimm den Stationsposten; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C054	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	CELESTIAL	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=WERT EINSTELLEN · CH=POSITION AUFNEHMEN · E=GRAD I · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Positionsposten ein und nimm den Positionsposten auf; auf Grad I.	COMPOSED_WORKING	Stelle den Positionsposten ein und nimm den Positionsposten auf; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C055	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	PHARMA	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=ANSATZWERT EINSTELLEN · CH=DROGENPOSTEN NEHMEN · E=GRAD I · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.	COMPOSED_WORKING	Stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C056	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	SOURCE_SECTION_T	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=KENNZEICHNEN · CH=ENTNEHMEN · E=GRAD I · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Kennzeichne den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I.	COMPOSED_WORKING	Kennzeichne den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C057	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=TEIL MARKIEREN · CH=PFLANZENTEIL NEHMEN · E=GRAD I · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	COMPOSED_WORKING	Markiere den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C059	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	CELESTIAL	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=POSITION MARKIEREN · CH=POSITION AUFNEHMEN · E=GRAD I · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Positionsposten und nimm den Positionsposten auf; auf Grad I.	COMPOSED_WORKING	Markiere den Positionsposten und nimm den Positionsposten auf; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C060	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	PHARMA	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=POSTEN MARKIEREN · CH=DROGENPOSTEN NEHMEN · E=GRAD I · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Drogenposten und nimm den Drogenposten; auf Grad I.	COMPOSED_WORKING	Markiere den Drogenposten und nimm den Drogenposten; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C061	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	SOURCE_SECTION_T	EINSTELLEN · BEARBEITEN · POSTEN	T=FESTLEGEN · CHD=EINTRAG BEARBEITEN · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Lege den laufenden Eintrag fest und bearbeite den laufenden Eintrag.	COMPOSED_WORKING	Lege den laufenden Eintrag fest und bearbeite den laufenden Eintrag.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C064	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	CELESTIAL	EINSTELLEN · BEARBEITEN · POSTEN	T=WERT EINSTELLEN · CHD=EINTRAG BEARBEITEN · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Positionsposten ein und bearbeite den Positionsposten.	COMPOSED_WORKING	Stelle den Positionsposten ein und bearbeite den Positionsposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C065	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	PHARMA	EINSTELLEN · BEARBEITEN · POSTEN	T=ANSATZWERT EINSTELLEN · CHD=ANSATZ BEARBEITEN · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Drogenposten ein und bearbeite den Drogenposten.	COMPOSED_WORKING	Stelle den Drogenposten ein und bearbeite den Drogenposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C066	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	SOURCE_SECTION_T	MARKIEREN · BEARBEITEN · POSTEN	R=KENNZEICHNEN · CHD=EINTRAG BEARBEITEN · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Kennzeichne den laufenden Eintrag und bearbeite den laufenden Eintrag.	COMPOSED_WORKING	Kennzeichne den laufenden Eintrag und bearbeite den laufenden Eintrag.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C067	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	HERBAL	MARKIEREN · BEARBEITEN · POSTEN	R=TEIL MARKIEREN · CHD=MATERIAL BEARBEITEN · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Pflanzenposten und bearbeite den Pflanzenposten.	COMPOSED_WORKING	Markiere den Pflanzenposten und bearbeite den Pflanzenposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C069	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	CELESTIAL	MARKIEREN · BEARBEITEN · POSTEN	R=POSITION MARKIEREN · CHD=EINTRAG BEARBEITEN · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Positionsposten und bearbeite den Positionsposten.	COMPOSED_WORKING	Markiere den Positionsposten und bearbeite den Positionsposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C070	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	PHARMA	MARKIEREN · BEARBEITEN · POSTEN	R=POSTEN MARKIEREN · CHD=ANSATZ BEARBEITEN · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Drogenposten und bearbeite den Drogenposten.	COMPOSED_WORKING	Markiere den Drogenposten und bearbeite den Drogenposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C074	G493-F08	@ACTION+OL	T	T+OL	CELESTIAL	EINSTELLEN · FORTSETZEN	T=WERT EINSTELLEN · OL=RINGFOLGE FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Weiter stelle den Positionsposten [wie zuvor] ein.	COMPOSED_WORKING	Weiter stelle den Positionsposten [wie zuvor] ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C076	G493-F08	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	MARKIEREN · FORTSETZEN	R=KENNZEICHNEN · OL=WEITERFÜHREN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Weiter kennzeichne den laufenden Eintrag [wie zuvor].	COMPOSED_WORKING	Weiter kennzeichne den laufenden Eintrag [wie zuvor].	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
