realization_cell_id	frame_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_slot_trace_de	state_requirement	composed_state_default	composed_working_phrase_de	evidence_status	display_phrase_de	display_phrase_provenance	observed_event_count	observed_clause_form_count	selected_observed_phrase_carrier_count	observed_pages	observed_event_ids	all_observed_clause_forms_de	observed_inherited_argument_roots	composed_phrase_observed_in_exact_cell	selected_phrase_equals_composed_phrase	display_phrase_is_observed_clause	display_phrase_is_composed_working	composed_working_label_visible	all_recipe_value_cells_observed	new_slot_value_required
G493-C018	G493-F02	@ACTION+AIIN	R	R+AIIN	BIOLOGICAL	MARKIEREN · WERT	R=STATION MARKIEREN · AIIN=STATIONSWERT	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Stationswert.	OBSERVED_CLAUSE	Markiere den Stationswert.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	7	1	7	f76r|f77r|f82r	G407-E2340|G407-E2603|G407-E2676|G407-E2694|G407-E3370|G407-E3374|G407-E3423	Markiere den Stationswert.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C019	G493-F02	@ACTION+AIIN	R	R+AIIN	CELESTIAL	MARKIEREN · WERT	R=POSITION MARKIEREN · AIIN=POSITIONSWERT	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Positionswert.	COMPOSED_WORKING	Markiere den Positionswert.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C020	G493-F02	@ACTION+AIIN	R	R+AIIN	PHARMA	MARKIEREN · WERT	R=POSTEN MARKIEREN · AIIN=MENGENWERT	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Mengenwert.	COMPOSED_WORKING	Markiere den Mengenwert.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C021	G493-F03	@ACTION+AIN	T	T+AIN	SOURCE_SECTION_T	EINSTELLEN · ANTEIL	T=FESTLEGEN · AIN=TEILWERT	SELF_CONTAINED_ARGUMENT	NONE	Lege den Teilwert fest.	COMPOSED_WORKING	Lege den Teilwert fest.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C022	G493-F03	@ACTION+AIN	T	T+AIN	HERBAL	EINSTELLEN · ANTEIL	T=ARBEITSSTUFE EINSTELLEN · AIN=MATERIALANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Materialanteil ein.	COMPOSED_WORKING	Stelle den Materialanteil ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C023	G493-F03	@ACTION+AIN	T	T+AIN	BIOLOGICAL	EINSTELLEN · ANTEIL	T=STATIONSWERT EINSTELLEN · AIN=STATIONSANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Stationsanteil ein.	OBSERVED_CLAUSE	Stelle den Stationsanteil ein.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f77r	G407-E2709	Stelle den Stationsanteil ein.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C024	G493-F03	@ACTION+AIN	T	T+AIN	CELESTIAL	EINSTELLEN · ANTEIL	T=WERT EINSTELLEN · AIN=SEKTORANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Sektoranteil ein.	COMPOSED_WORKING	Stelle den Sektoranteil ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C025	G493-F03	@ACTION+AIN	T	T+AIN	PHARMA	EINSTELLEN · ANTEIL	T=ANSATZWERT EINSTELLEN · AIN=DROGENANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Drogenanteil ein.	OBSERVED_CLAUSE	Stelle den Drogenanteil ein.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f89r	G407-E4098	Stelle den Drogenanteil ein.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C026	G493-F03	@ACTION+AIN	R	R+AIN	SOURCE_SECTION_T	MARKIEREN · ANTEIL	R=KENNZEICHNEN · AIN=TEILWERT	SELF_CONTAINED_ARGUMENT	NONE	Kennzeichne den Teilwert.	COMPOSED_WORKING	Kennzeichne den Teilwert.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C027	G493-F03	@ACTION+AIN	R	R+AIN	HERBAL	MARKIEREN · ANTEIL	R=TEIL MARKIEREN · AIN=MATERIALANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Materialanteil.	COMPOSED_WORKING	Markiere den Materialanteil.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C028	G493-F03	@ACTION+AIN	R	R+AIN	BIOLOGICAL	MARKIEREN · ANTEIL	R=STATION MARKIEREN · AIN=STATIONSANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Stationsanteil.	OBSERVED_CLAUSE	Markiere den Stationsanteil.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	3	1	3	f76r|f81r|f82r	G407-E2137|G407-E2837|G407-E3448	Markiere den Stationsanteil.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C029	G493-F03	@ACTION+AIN	R	R+AIN	CELESTIAL	MARKIEREN · ANTEIL	R=POSITION MARKIEREN · AIN=SEKTORANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Sektoranteil.	COMPOSED_WORKING	Markiere den Sektoranteil.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C030	G493-F03	@ACTION+AIN	R	R+AIN	PHARMA	MARKIEREN · ANTEIL	R=POSTEN MARKIEREN · AIN=DROGENANTEIL	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Drogenanteil.	COMPOSED_WORKING	Markiere den Drogenanteil.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C031	G493-F04	@ACTION+AL	T	T+AL	SOURCE_SECTION_T	EINSTELLEN · ZIELORT	T=FESTLEGEN · AL=ZIELSPALTE	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Lege den laufenden Eintrag [wie zuvor] fest; zur Zielspalte.	COMPOSED_WORKING	Lege den laufenden Eintrag [wie zuvor] fest; zur Zielspalte.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C032	G493-F04	@ACTION+AL	T	T+AL	HERBAL	EINSTELLEN · ZIELORT	T=ARBEITSSTUFE EINSTELLEN · AL=ZIELSTELLE	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Stelle den Pflanzenposten [wie zuvor] ein; zur Zielstelle.	COMPOSED_WORKING	Stelle den Pflanzenposten [wie zuvor] ein; zur Zielstelle.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C033	G493-F04	@ACTION+AL	T	T+AL	BIOLOGICAL	EINSTELLEN · ZIELORT	T=STATIONSWERT EINSTELLEN · AL=ZIELSTATION	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	OBSERVED_CLAUSE	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	2	1	2	f77r|f83r	G407-E2698|G407-E3592	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	Y	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C034	G493-F04	@ACTION+AL	T	T+AL	CELESTIAL	EINSTELLEN · ZIELORT	T=WERT EINSTELLEN · AL=ZIELPOSITION	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	OBSERVED_CLAUSE	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f71v	G407-E1108	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	Y	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C035	G493-F04	@ACTION+AL	T	T+AL	PHARMA	EINSTELLEN · ZIELORT	T=ANSATZWERT EINSTELLEN · AL=ZIELGEFÄSS	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Stelle den Drogenposten [wie zuvor] ein; zum Zielgefäß.	COMPOSED_WORKING	Stelle den Drogenposten [wie zuvor] ein; zum Zielgefäß.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C036	G493-F04	@ACTION+AL	R	R+AL	SOURCE_SECTION_T	MARKIEREN · ZIELORT	R=KENNZEICHNEN · AL=ZIELSPALTE	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Kennzeichne den laufenden Eintrag [wie zuvor]; zur Zielspalte.	COMPOSED_WORKING	Kennzeichne den laufenden Eintrag [wie zuvor]; zur Zielspalte.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C037	G493-F04	@ACTION+AL	R	R+AL	HERBAL	MARKIEREN · ZIELORT	R=TEIL MARKIEREN · AL=ZIELSTELLE	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Markiere den Pflanzenposten [wie zuvor]; zur Zielstelle.	COMPOSED_WORKING	Markiere den Pflanzenposten [wie zuvor]; zur Zielstelle.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C038	G493-F04	@ACTION+AL	R	R+AL	BIOLOGICAL	MARKIEREN · ZIELORT	R=STATION MARKIEREN · AL=ZIELSTATION	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	OBSERVED_CLAUSE	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f81v	G407-E3084	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	Y	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C039	G493-F04	@ACTION+AL	R	R+AL	CELESTIAL	MARKIEREN · ZIELORT	R=POSITION MARKIEREN · AL=ZIELPOSITION	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Markiere den Positionsposten [wie zuvor]; zur Zielposition.	COMPOSED_WORKING	Markiere den Positionsposten [wie zuvor]; zur Zielposition.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C040	G493-F04	@ACTION+AL	R	R+AL	PHARMA	MARKIEREN · ZIELORT	R=POSTEN MARKIEREN · AL=ZIELGEFÄSS	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Markiere den Drogenposten [wie zuvor]; zum Zielgefäß.	OBSERVED_CLAUSE	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f88r	G407-E3804	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	OR	NO	NO	YES	NO	NOT_APPLICABLE	YES	NO
G493-C041	G493-F05	@ACTION+AL+Y	T	T+AL+Y	SOURCE_SECTION_T	EINSTELLEN · ZIELORT · POSTEN	T=FESTLEGEN · AL=ZIELSPALTE · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Lege den laufenden Eintrag fest; zur Zielspalte.	COMPOSED_WORKING	Lege den laufenden Eintrag fest; zur Zielspalte.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C042	G493-F05	@ACTION+AL+Y	T	T+AL+Y	HERBAL	EINSTELLEN · ZIELORT · POSTEN	T=ARBEITSSTUFE EINSTELLEN · AL=ZIELSTELLE · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Pflanzenposten ein; zur Zielstelle.	COMPOSED_WORKING	Stelle den Pflanzenposten ein; zur Zielstelle.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C043	G493-F05	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	EINSTELLEN · ZIELORT · POSTEN	T=STATIONSWERT EINSTELLEN · AL=ZIELSTATION · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Stationsposten ein; zur Zielstation.	COMPOSED_WORKING	Stelle den Stationsposten ein; zur Zielstation.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C044	G493-F05	@ACTION+AL+Y	T	T+AL+Y	CELESTIAL	EINSTELLEN · ZIELORT · POSTEN	T=WERT EINSTELLEN · AL=ZIELPOSITION · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Positionsposten ein; zur Zielposition.	OBSERVED_CLAUSE	Stelle den Positionsposten ein; zur Zielposition.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C045	G493-F05	@ACTION+AL+Y	T	T+AL+Y	PHARMA	EINSTELLEN · ZIELORT · POSTEN	T=ANSATZWERT EINSTELLEN · AL=ZIELGEFÄSS · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Drogenposten ein; zum Zielgefäß.	COMPOSED_WORKING	Stelle den Drogenposten ein; zum Zielgefäß.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C046	G493-F05	@ACTION+AL+Y	R	R+AL+Y	SOURCE_SECTION_T	MARKIEREN · ZIELORT · POSTEN	R=KENNZEICHNEN · AL=ZIELSPALTE · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Kennzeichne den laufenden Eintrag; zur Zielspalte.	COMPOSED_WORKING	Kennzeichne den laufenden Eintrag; zur Zielspalte.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C047	G493-F05	@ACTION+AL+Y	R	R+AL+Y	HERBAL	MARKIEREN · ZIELORT · POSTEN	R=TEIL MARKIEREN · AL=ZIELSTELLE · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Pflanzenposten; zur Zielstelle.	COMPOSED_WORKING	Markiere den Pflanzenposten; zur Zielstelle.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C048	G493-F05	@ACTION+AL+Y	R	R+AL+Y	BIOLOGICAL	MARKIEREN · ZIELORT · POSTEN	R=STATION MARKIEREN · AL=ZIELSTATION · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Stationsposten; zur Zielstation.	OBSERVED_CLAUSE	Markiere den Stationsposten; zur Zielstation.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f83r	G407-E3782	Markiere den Stationsposten; zur Zielstation.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C049	G493-F05	@ACTION+AL+Y	R	R+AL+Y	CELESTIAL	MARKIEREN · ZIELORT · POSTEN	R=POSITION MARKIEREN · AL=ZIELPOSITION · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Positionsposten; zur Zielposition.	COMPOSED_WORKING	Markiere den Positionsposten; zur Zielposition.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
