contrast_id	frame_id	frozen_frame	register	t_recipe	r_recipe	t_evidence_status	r_evidence_status	pair_evidence_status	t_display_phrase_de	r_display_phrase_de	t_portable_trace_de	r_portable_trace_de	formal_remainder_unchanged	display_phrases_distinct	all_value_cells_observed
G493-TR17	G493-F04	@ACTION+AL	HERBAL	T+AL	R+AL	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Stelle den Pflanzenposten [wie zuvor] ein; zur Zielstelle.	Markiere den Pflanzenposten [wie zuvor]; zur Zielstelle.	EINSTELLEN · ZIELORT	MARKIEREN · ZIELORT	YES	YES	YES
G493-TR18	G493-F04	@ACTION+AL	BIOLOGICAL	T+AL	R+AL	OBSERVED_CLAUSE	OBSERVED_CLAUSE	BOTH_OBSERVED	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	EINSTELLEN · ZIELORT	MARKIEREN · ZIELORT	YES	YES	YES
G493-TR19	G493-F04	@ACTION+AL	CELESTIAL	T+AL	R+AL	OBSERVED_CLAUSE	COMPOSED_WORKING	MIXED_OBSERVED_COMPOSED	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	Markiere den Positionsposten [wie zuvor]; zur Zielposition.	EINSTELLEN · ZIELORT	MARKIEREN · ZIELORT	YES	YES	YES
G493-TR20	G493-F04	@ACTION+AL	PHARMA	T+AL	R+AL	COMPOSED_WORKING	OBSERVED_CLAUSE	MIXED_OBSERVED_COMPOSED	Stelle den Drogenposten [wie zuvor] ein; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	EINSTELLEN · ZIELORT	MARKIEREN · ZIELORT	YES	YES	YES
G493-TR21	G493-F05	@ACTION+AL+Y	SOURCE_SECTION_T	T+AL+Y	R+AL+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Lege den laufenden Eintrag fest; zur Zielspalte.	Kennzeichne den laufenden Eintrag; zur Zielspalte.	EINSTELLEN · ZIELORT · POSTEN	MARKIEREN · ZIELORT · POSTEN	YES	YES	YES
G493-TR22	G493-F05	@ACTION+AL+Y	HERBAL	T+AL+Y	R+AL+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Stelle den Pflanzenposten ein; zur Zielstelle.	Markiere den Pflanzenposten; zur Zielstelle.	EINSTELLEN · ZIELORT · POSTEN	MARKIEREN · ZIELORT · POSTEN	YES	YES	YES
G493-TR23	G493-F05	@ACTION+AL+Y	BIOLOGICAL	T+AL+Y	R+AL+Y	COMPOSED_WORKING	OBSERVED_CLAUSE	MIXED_OBSERVED_COMPOSED	Stelle den Stationsposten ein; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	EINSTELLEN · ZIELORT · POSTEN	MARKIEREN · ZIELORT · POSTEN	YES	YES	YES
G493-TR24	G493-F05	@ACTION+AL+Y	CELESTIAL	T+AL+Y	R+AL+Y	OBSERVED_CLAUSE	COMPOSED_WORKING	MIXED_OBSERVED_COMPOSED	Stelle den Positionsposten ein; zur Zielposition.	Markiere den Positionsposten; zur Zielposition.	EINSTELLEN · ZIELORT · POSTEN	MARKIEREN · ZIELORT · POSTEN	YES	YES	YES
G493-TR25	G493-F05	@ACTION+AL+Y	PHARMA	T+AL+Y	R+AL+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Stelle den Drogenposten ein; zum Zielgefäß.	Markiere den Drogenposten; zum Zielgefäß.	EINSTELLEN · ZIELORT · POSTEN	MARKIEREN · ZIELORT · POSTEN	YES	YES	YES
G493-TR26	G493-F06	@ACTION+CH+E+Y	SOURCE_SECTION_T	T+CH+E+Y	R+CH+E+Y	OBSERVED_CLAUSE	COMPOSED_WORKING	MIXED_OBSERVED_COMPOSED	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Kennzeichne den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I.	EINSTELLEN · NEHMEN · GRAD I · POSTEN	MARKIEREN · NEHMEN · GRAD I · POSTEN	YES	YES	YES
G493-TR27	G493-F06	@ACTION+CH+E+Y	HERBAL	T+CH+E+Y	R+CH+E+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; auf Grad I.	Markiere den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	EINSTELLEN · NEHMEN · GRAD I · POSTEN	MARKIEREN · NEHMEN · GRAD I · POSTEN	YES	YES	YES
G493-TR28	G493-F06	@ACTION+CH+E+Y	BIOLOGICAL	T+CH+E+Y	R+CH+E+Y	COMPOSED_WORKING	OBSERVED_CLAUSE	MIXED_OBSERVED_COMPOSED	Stelle den Stationsposten ein und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	EINSTELLEN · NEHMEN · GRAD I · POSTEN	MARKIEREN · NEHMEN · GRAD I · POSTEN	YES	YES	YES
G493-TR29	G493-F06	@ACTION+CH+E+Y	CELESTIAL	T+CH+E+Y	R+CH+E+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Stelle den Positionsposten ein und nimm den Positionsposten auf; auf Grad I.	Markiere den Positionsposten und nimm den Positionsposten auf; auf Grad I.	EINSTELLEN · NEHMEN · GRAD I · POSTEN	MARKIEREN · NEHMEN · GRAD I · POSTEN	YES	YES	YES
G493-TR30	G493-F06	@ACTION+CH+E+Y	PHARMA	T+CH+E+Y	R+CH+E+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.	Markiere den Drogenposten und nimm den Drogenposten; auf Grad I.	EINSTELLEN · NEHMEN · GRAD I · POSTEN	MARKIEREN · NEHMEN · GRAD I · POSTEN	YES	YES	YES
G493-TR31	G493-F07	@ACTION+CHD+Y	SOURCE_SECTION_T	T+CHD+Y	R+CHD+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Lege den laufenden Eintrag fest und bearbeite den laufenden Eintrag.	Kennzeichne den laufenden Eintrag und bearbeite den laufenden Eintrag.	EINSTELLEN · BEARBEITEN · POSTEN	MARKIEREN · BEARBEITEN · POSTEN	YES	YES	YES
G493-TR32	G493-F07	@ACTION+CHD+Y	HERBAL	T+CHD+Y	R+CHD+Y	OBSERVED_CLAUSE	COMPOSED_WORKING	MIXED_OBSERVED_COMPOSED	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	Markiere den Pflanzenposten und bearbeite den Pflanzenposten.	EINSTELLEN · BEARBEITEN · POSTEN	MARKIEREN · BEARBEITEN · POSTEN	YES	YES	YES
G493-TR33	G493-F07	@ACTION+CHD+Y	BIOLOGICAL	T+CHD+Y	R+CHD+Y	OBSERVED_CLAUSE	OBSERVED_CLAUSE	BOTH_OBSERVED	Stelle den Stationsposten ein und bearbeite den Stationsposten.	Markiere den Stationsposten und bearbeite den Stationsposten.	EINSTELLEN · BEARBEITEN · POSTEN	MARKIEREN · BEARBEITEN · POSTEN	YES	YES	YES
G493-TR34	G493-F07	@ACTION+CHD+Y	CELESTIAL	T+CHD+Y	R+CHD+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Stelle den Positionsposten ein und bearbeite den Positionsposten.	Markiere den Positionsposten und bearbeite den Positionsposten.	EINSTELLEN · BEARBEITEN · POSTEN	MARKIEREN · BEARBEITEN · POSTEN	YES	YES	YES
G493-TR35	G493-F07	@ACTION+CHD+Y	PHARMA	T+CHD+Y	R+CHD+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Stelle den Drogenposten ein und bearbeite den Drogenposten.	Markiere den Drogenposten und bearbeite den Drogenposten.	EINSTELLEN · BEARBEITEN · POSTEN	MARKIEREN · BEARBEITEN · POSTEN	YES	YES	YES
G493-TR36	G493-F08	@ACTION+OL	SOURCE_SECTION_T	T+OL	R+OL	OBSERVED_CLAUSE	COMPOSED_WORKING	MIXED_OBSERVED_COMPOSED	Weiter lege den laufenden Eintrag [wie zuvor] fest.	Weiter kennzeichne den laufenden Eintrag [wie zuvor].	EINSTELLEN · FORTSETZEN	MARKIEREN · FORTSETZEN	YES	YES	YES
G493-TR37	G493-F08	@ACTION+OL	HERBAL	T+OL	R+OL	OBSERVED_CLAUSE	COMPOSED_WORKING	MIXED_OBSERVED_COMPOSED	Weiter stelle den Pflanzenposten [wie zuvor] ein.	Weiter markiere den Pflanzenposten [wie zuvor].	EINSTELLEN · FORTSETZEN	MARKIEREN · FORTSETZEN	YES	YES	YES
G493-TR38	G493-F08	@ACTION+OL	BIOLOGICAL	T+OL	R+OL	OBSERVED_CLAUSE	OBSERVED_CLAUSE	BOTH_OBSERVED	Weiter stelle den Stationsposten [wie zuvor] ein.	Weiter markiere den Stationsposten [wie zuvor].	EINSTELLEN · FORTSETZEN	MARKIEREN · FORTSETZEN	YES	YES	YES
G493-TR39	G493-F08	@ACTION+OL	CELESTIAL	T+OL	R+OL	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Weiter stelle den Positionsposten [wie zuvor] ein.	Weiter markiere den Positionsposten [wie zuvor].	EINSTELLEN · FORTSETZEN	MARKIEREN · FORTSETZEN	YES	YES	YES
G493-TR40	G493-F08	@ACTION+OL	PHARMA	T+OL	R+OL	OBSERVED_CLAUSE	COMPOSED_WORKING	MIXED_OBSERVED_COMPOSED	Weiter stelle den Drogenanteil [wie zuvor] ein.	Weiter markiere den Drogenposten [wie zuvor].	EINSTELLEN · FORTSETZEN	MARKIEREN · FORTSETZEN	YES	YES	YES
G493-TR41	G493-F09	@ACTION+OR+Y	SOURCE_SECTION_T	T+OR+Y	R+OR+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Lege die Eintragseinheit und den laufenden Eintrag fest.	Kennzeichne die Eintragseinheit und den laufenden Eintrag.	EINSTELLEN · EINHEIT · POSTEN	MARKIEREN · EINHEIT · POSTEN	YES	YES	YES
G493-TR42	G493-F09	@ACTION+OR+Y	HERBAL	T+OR+Y	R+OR+Y	OBSERVED_CLAUSE	COMPOSED_WORKING	MIXED_OBSERVED_COMPOSED	Stelle die Arbeitseinheit und den Pflanzenposten ein.	Markiere die Arbeitseinheit und den Pflanzenposten.	EINSTELLEN · EINHEIT · POSTEN	MARKIEREN · EINHEIT · POSTEN	YES	YES	YES
G493-TR43	G493-F09	@ACTION+OR+Y	BIOLOGICAL	T+OR+Y	R+OR+Y	COMPOSED_WORKING	OBSERVED_CLAUSE	MIXED_OBSERVED_COMPOSED	Stelle die Stationseinheit und den Stationsposten ein.	Markiere die Stationseinheit und den Stationsposten.	EINSTELLEN · EINHEIT · POSTEN	MARKIEREN · EINHEIT · POSTEN	YES	YES	YES
G493-TR44	G493-F09	@ACTION+OR+Y	CELESTIAL	T+OR+Y	R+OR+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Stelle die Positionseinheit und den Positionsposten ein.	Markiere die Positionseinheit und den Positionsposten.	EINSTELLEN · EINHEIT · POSTEN	MARKIEREN · EINHEIT · POSTEN	YES	YES	YES
G493-TR45	G493-F09	@ACTION+OR+Y	PHARMA	T+OR+Y	R+OR+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Stelle die Ansatzeinheit und den Drogenposten ein.	Markiere die Ansatzeinheit und den Drogenposten.	EINSTELLEN · EINHEIT · POSTEN	MARKIEREN · EINHEIT · POSTEN	YES	YES	YES
G493-TR46	G493-F10	@ACTION+Y	SOURCE_SECTION_T	T+Y	R+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Lege den laufenden Eintrag fest.	Kennzeichne den laufenden Eintrag.	EINSTELLEN · POSTEN	MARKIEREN · POSTEN	YES	YES	YES
G493-TR47	G493-F10	@ACTION+Y	HERBAL	T+Y	R+Y	OBSERVED_CLAUSE	COMPOSED_WORKING	MIXED_OBSERVED_COMPOSED	Stelle den Pflanzenposten ein.	Markiere den Pflanzenposten.	EINSTELLEN · POSTEN	MARKIEREN · POSTEN	YES	YES	YES
G493-TR48	G493-F10	@ACTION+Y	BIOLOGICAL	T+Y	R+Y	OBSERVED_CLAUSE	OBSERVED_CLAUSE	BOTH_OBSERVED	Stelle den Stationsposten ein.	Markiere den Stationsposten.	EINSTELLEN · POSTEN	MARKIEREN · POSTEN	YES	YES	YES
G493-TR49	G493-F10	@ACTION+Y	CELESTIAL	T+Y	R+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Stelle den Positionsposten ein.	Markiere den Positionsposten.	EINSTELLEN · POSTEN	MARKIEREN · POSTEN	YES	YES	YES
G493-TR50	G493-F10	@ACTION+Y	PHARMA	T+Y	R+Y	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Stelle den Drogenposten ein.	Markiere den Drogenposten.	EINSTELLEN · POSTEN	MARKIEREN · POSTEN	YES	YES	YES
G493-TR51	G493-F11	CH+@ACTION	SOURCE_SECTION_T	CH+T	CH+R	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest.	Entnimm den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor].	NEHMEN · EINSTELLEN	NEHMEN · MARKIEREN	YES	YES	YES
G493-TR52	G493-F11	CH+@ACTION	HERBAL	CH+T	CH+R	OBSERVED_CLAUSE	COMPOSED_WORKING	MIXED_OBSERVED_COMPOSED	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	Nimm den Pflanzenposten [wie zuvor] und markiere den Pflanzenposten [wie zuvor].	NEHMEN · EINSTELLEN	NEHMEN · MARKIEREN	YES	YES	YES
G493-TR53	G493-F11	CH+@ACTION	BIOLOGICAL	CH+T	CH+R	COMPOSED_WORKING	OBSERVED_CLAUSE	MIXED_OBSERVED_COMPOSED	Entnimm den Stationsposten [wie zuvor] und stelle den Stationsposten [wie zuvor] ein.	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	NEHMEN · EINSTELLEN	NEHMEN · MARKIEREN	YES	YES	YES
G493-TR54	G493-F11	CH+@ACTION	CELESTIAL	CH+T	CH+R	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Nimm den Positionsposten [wie zuvor] auf und stelle den Positionsposten [wie zuvor] ein.	Nimm den Positionsposten [wie zuvor] auf und markiere den Positionsposten [wie zuvor].	NEHMEN · EINSTELLEN	NEHMEN · MARKIEREN	YES	YES	YES
G493-TR55	G493-F11	CH+@ACTION	PHARMA	CH+T	CH+R	COMPOSED_WORKING	COMPOSED_WORKING	BOTH_COMPOSED_WORKING	Nimm den Drogenposten [wie zuvor] und stelle den Drogenposten [wie zuvor] ein.	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor].	NEHMEN · EINSTELLEN	NEHMEN · MARKIEREN	YES	YES	YES
