duplicate_group_ordinal	duplicate_group_id	event_id	statement_id	physical_page	register	surface	final_context_recipe	phrase_card_id	alignment_key	full_phrase_de	scope	phrase_occurrence_count	extra_mention_count	underlying_atom_sequence	underlying_atom_positions_zero_based	intervening_atom_sequences	duplicate_topology	action_atom_between	recommended_treatment	working_clause_de	guard
26	GDT575-D026	G407-E0968	G407-S048	f67r2	CELESTIAL	sosho	S+O+SH+O	GDT575-P-O-01	O	als Ausführung	PLAIN	2	1	O+O	1+3	SH	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Wähle denselben Positionsposten und halte ihn; als Ausführung und als Ausführung.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
27	GDT575-D027	G407-E1018	G407-S051	f67r2	CELESTIAL	oeeos	O+EE+O+S	GDT575-P-O-01	O	als Ausführung	PLAIN	2	1	O+O	0+2	EE	SAME_ROOT_INTERRUPTED	NO	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Wähle denselben Positionsposten; als Ausführung, auf Grad II und als Ausführung.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
28	GDT575-D028	G407-E1037	G407-S052	f68r1	CELESTIAL	tochso	T+O+CH+S+O	GDT575-P-O-01	O	als Ausführung	PLAIN	2	1	O+O	1+4	CH+S	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Stelle denselben Positionsposten ein, nimm ihn auf und wähle ihn; als Ausführung und als Ausführung.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
29	GDT575-D029	G407-E1041	G407-S053	f68r1	CELESTIAL	cheeteey	CH+EE+T+EE+Y	GDT575-P-EE-01	EE	auf Grad II	PLAIN	2	1	EE+EE	1+3	T	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Nimm den Positionsposten auf und stelle ihn ein; auf Grad II und auf Grad II.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
30	GDT575-D030	G407-E1044	G407-S054	f68r1	CELESTIAL	cheokorchey	CH+E+O+K+OR+CH+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+6	O+K+OR+CH	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Nimm die Positionseinheit und den Positionsposten auf, ordne sie und ihn zu und nimm sie und ihn auf; auf Grad I, als Ausführung und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
31	GDT575-D031	G407-E1052	G407-S054	f68r1	CELESTIAL	eckhear	E+CH+K+E+AR	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	0+3	CH+K	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Nimm dieselbe Positionseinheit auf und ordne sie zu; von der Ausgangsposition; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
32	GDT575-D032	G407-E1053	G407-S054	f68r1	CELESTIAL	daram	DA+R+A_ADDR+AM_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	A_ADDR+AM_ADDR	2+3	NONE	DIFFERENT_ROOTS_RAW_ADJACENT	NO	DIFFERENTIATE_ROOT_VOICE_BEFORE_COMPRESSION	Markiere dieselbe Positionseinheit; auf der zweiten Stufe; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
33	GDT575-D033	G407-E1059	G407-S055	f71v	CELESTIAL	osheo	O+SH+E+O	GDT575-P-O-01	O	als Ausführung	PLAIN	2	1	O+O	0+3	SH+E	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Halte; als Ausführung, auf Grad I und als Ausführung.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
34	GDT575-D034	G407-E1115	G407-S057	f71v	CELESTIAL	shopcho	SH+O+P+CH+O	GDT575-P-O-01	O	als Ausführung	PLAIN	2	1	O+O	1+4	P+CH	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Halte dieselbe Positionseinheit, setze sie ein und nimm sie auf; als Ausführung und als Ausführung.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
35	GDT575-D035	G407-E1152	G407-S063	f72r	CELESTIAL	sheoltey	SH+E+OL+T+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	OL+T	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Weiter: halte den Positionsposten und stelle ihn ein; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
36	GDT575-D036	G407-E1182	G407-S064	f72r	CELESTIAL	shetey	SH+E+T+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+3	T	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Halte den Positionsposten und stelle ihn ein; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
37	GDT575-D037	G407-E1188	G407-S064	f72r	CELESTIAL	chetey	CH+E+T+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+3	T	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Nimm den Positionsposten auf und stelle ihn ein; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
38	GDT575-D038	G407-E1730	G407-S143	f75r	BIOLOGICAL	darom	D_ADDR+AR+O+AM_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	D_ADDR+AM_ADDR	0+3	AR+O	DIFFERENT_ROOTS_INTERRUPTED	NO	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Im laufenden Gang stelle denselben Stationsanteil ein; von der Ausgangsstation; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
39	GDT575-D039	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	D_ADDR+D_ADDR	0+2	AR	SAME_ROOT_INTERRUPTED	NO	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle; von der Ausgangsstation; an der bezeichneten Stelle; von der Ausgangsstation; schließe den Schritt.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
40	GDT575-D040	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	GDT575-P-AR-04	AR	von der Ausgangsstation	PLAIN	2	1	AR+AR	1+3	D_ADDR	SAME_ROOT_INTERRUPTED	NO	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle; von der Ausgangsstation; an der bezeichneten Stelle; von der Ausgangsstation; schließe den Schritt.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
41	GDT575-D041	G407-E1846	G407-S194	f76r	BIOLOGICAL	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	D_ADDR+D_ADDR	1+2	NONE	SAME_ROOT_RAW_ADJACENT	NO	COUNT_VOICE_CANDIDATE	Danach im laufenden Gang: halte den Stationsposten; an der bezeichneten Stelle und an der bezeichneten Stelle; von der Ausgangsstation.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
42	GDT575-D042	G407-E1924	G407-S212	f76r	BIOLOGICAL	qotedshedy	OT+E+D_ADDR+SH+E+DY	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	D_ADDR+SH	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Danach: halte; auf Grad I; an der bezeichneten Stelle; auf Grad I; schließe den Schritt.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
43	GDT575-D043	G407-E1955	G407-S218	f76r	BIOLOGICAL	sheckhey	SH+E+CH+K+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	CH+K	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Halte den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
44	GDT575-D044	G407-E1999	G407-S228	f76r	BIOLOGICAL	dcheedy	D_ADDR+CH+EE+D_ADDR+Y	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	D_ADDR+D_ADDR	0+3	CH+EE	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Entnimm den Stationsposten; auf Grad II; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
45	GDT575-D045	G407-E2115	G407-S253	f76r	BIOLOGICAL	cheolchey	CH+E+OL+CH+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	OL+CH	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Weiter: entnimm den Stationsposten und entnimm ihn; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
46	GDT575-D046	G407-E2385	G407-S309	f76r	BIOLOGICAL	checkhey	CH+E+CH+K+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	CH+K	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Entnimm den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
47	GDT575-D047	G407-E2393	G407-S311	f77r	BIOLOGICAL	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	D_ADDR+A_ADDR	2+4	AR	DIFFERENT_ROOTS_INTERRUPTED	NO	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Weiter: setze ein und wähle; an der bezeichneten Stelle; von der Ausgangsstation; an der bezeichneten Stelle; auf der bezeichneten Stufe.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
48	GDT575-D048	G407-E2410	G407-S313	f77r	BIOLOGICAL	chetey	CH+E+T+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+3	T	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Entnimm den Stationsposten und stelle ihn ein; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
49	GDT575-D049	G407-E2481	G407-S341	f77r	BIOLOGICAL	sheckhedy	SH+E+CH+K+E+DY	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	CH+K	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Halte dieselbe Stationseinheit und entnimm sie und führe sie zu; auf Grad I und auf Grad I; schließe den Schritt.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
50	GDT575-D050	G407-E2638	G407-S382	f77r	BIOLOGICAL	sheckhey	SH+E+CH+K+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	CH+K	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Halte den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
51	GDT575-D051	G407-E2719	G407-S396	f81r	BIOLOGICAL	ofshdy	O+LOCAL_CHAR_F+SH+D_ADDR+Y	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	LOCAL_CHAR_F+D_ADDR	1+3	SH	DIFFERENT_ROOTS_INTERRUPTED	YES	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Halte den Stationsposten; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
