event_id	page	record	statement_id	product_handle	product_family	surface	exact_card_id	card_meaning_de	product_reading_de
E066	f55v	H4	H4-S003	C.W1	WARMANSATZ	cheeky	PROC046	WAERMEN · LANG · POSTEN	erwärmter zweiter Ansatz der Bildpflanze C
E067	f55v	H4	H4-S003	C.W1	WARMANSATZ	oldy	PROC047	WEITER · SCHLUSS	erwärmter zweiter Ansatz der Bildpflanze C
E068	f55v	H4	H4-S004	C.W2	WARME_ZIELPORTION	aiin	PROC009	SOLLMASS	warme Zielportion aus C.W1
E069	f55v	H4	H4-S004	C.W2	WARME_ZIELPORTION	okal	PROC048	ANSETZEN · ZIELSTELLE	warme Zielportion aus C.W1
E070	f55v	H4	H4-S004	C.W2	WARME_ZIELPORTION	oltchy	PROC049	WEITER · BEARBEITEN · POSTEN	warme Zielportion aus C.W1
E071	f55v	H4	H4-S004	C.W2	WARME_ZIELPORTION	or	PROC016	ANSATZ	warme Zielportion aus C.W1
E072	f55v	H4	H4-S004	C.W2	WARME_ZIELPORTION	y	PROC019	POSTEN	warme Zielportion aus C.W1
E073	f55v	H4	H4-S004	C.W2	WARME_ZIELPORTION	orain	PROC050	ANSATZ · PORTION	warme Zielportion aus C.W1
E074	f56r	H5	H5-S001	D.I1	ZUTATENANSATZ	chochor	PROC051	ZUTAT · ENTNEHMEN · ANSATZ	erster Zutatenansatz der Bildpflanze D
E075	f56r	H5	H5-S001	D.I1	ZUTATENANSATZ	cho	PROC052	ZUTAT	erster Zutatenansatz der Bildpflanze D
E076	f56r	H5	H5-S001	D.I1	ZUTATENANSATZ	chodaly	PROC053	ZUTAT · ZIELSTELLE · POSTEN	erster Zutatenansatz der Bildpflanze D
E077	f56r	H5	H5-S001	D.I1	ZUTATENANSATZ	daiin	PROC009	SOLLMASS	erster Zutatenansatz der Bildpflanze D
E078	f56r	H5	H5-S001	D.I1	ZUTATENANSATZ	sho	PROC052	ZUTAT	erster Zutatenansatz der Bildpflanze D
E079	f56r	H5	H5-S001	D.I1	ZUTATENANSATZ	kchol	PROC054	ZUGEBEN · WEITER	erster Zutatenansatz der Bildpflanze D
E080	f56r	H5	H5-S001	D.I1	ZUTATENANSATZ	otchor	PROC020	DANACH · ENTNEHMEN · ANSATZ	erster Zutatenansatz der Bildpflanze D
E081	f56r	H5	H5-S001	D.I1	ZUTATENANSATZ	choky	PROC008	ANSETZEN · POSTEN	erster Zutatenansatz der Bildpflanze D
E082	f56r	H5	H5-S001	D.I1	ZUTATENANSATZ	dal	PROC055	ZIELSTELLE	erster Zutatenansatz der Bildpflanze D
E083	f56r	H5	H5-S002	D.P1	DURCHLASSANSATZ	schol	PROC034	DAVON	geschlossener Durchlassansatz aus D.I1
E084	f56r	H5	H5-S002	D.P1	DURCHLASSANSATZ	choy	PROC056	ZUTAT · POSTEN	geschlossener Durchlassansatz aus D.I1
E085	f56r	H5	H5-S002	D.P1	DURCHLASSANSATZ	choky	PROC008	ANSETZEN · POSTEN	geschlossener Durchlassansatz aus D.I1
E086	f56r	H5	H5-S002	D.P1	DURCHLASSANSATZ	cheeckhody	PROC057	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	geschlossener Durchlassansatz aus D.I1
E087	f56r	H5	H5-S003	D.I2	ZUTATENFORTSETZUNG	sh	PROC058	HALTEN	kurze Zutatenfortsetzung nach D.P1
E088	f56r	H5	H5-S003	D.I2	ZUTATENFORTSETZUNG	cho	PROC052	ZUTAT	kurze Zutatenfortsetzung nach D.P1
E089	f56r	H5	H5-S003	D.I2	ZUTATENFORTSETZUNG	kchey	PROC059	ZUGEBEN · KURZ · POSTEN	kurze Zutatenfortsetzung nach D.P1
E090	f56r	H5	H5-S003	D.I2	ZUTATENFORTSETZUNG	qokokchy	PROC060	ANSETZEN · ANSETZEN · POSTEN	kurze Zutatenfortsetzung nach D.P1
E091	f56r	H5	H5-S004	D.A1	ANWENDUNGSPOSTEN	okchy	PROC011	ANSETZEN · POSTEN	Zielanwendungsposten der Bildpflanze D
E092	f56r	H5	H5-S004	D.A1	ANWENDUNGSPOSTEN	chokcheo	PROC061	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	Zielanwendungsposten der Bildpflanze D
E093	f56r	H5	H5-S004	D.A1	ANWENDUNGSPOSTEN	kchal	PROC062	ZUGEBEN · ZIELSTELLE	Zielanwendungsposten der Bildpflanze D
E094	f56r	H5	H5-S005	D.P2	DURCHLASSPORTION	sho	PROC052	ZUTAT	Durchlassportion aus D.A1
E095	f56r	H5	H5-S005	D.P2	DURCHLASSPORTION	chokchy	PROC011	ANSETZEN · POSTEN	Durchlassportion aus D.A1
E096	f56r	H5	H5-S005	D.P2	DURCHLASSPORTION	kchoar	PROC063	ZUGEBEN · ZUTAT · QUELLE	Durchlassportion aus D.A1
E097	f56r	H5	H5-S005	D.P2	DURCHLASSPORTION	sotodan	PROC064	DANACH · ARBEITSGANG · PORTION	Durchlassportion aus D.A1
E098	f56r	H5	H5-S006	D.P3	DURCHLASSFORTSETZUNG	otchey	PROC065	DANACH · POSTEN	gemessene offene Durchlassfortsetzung D.P2
E099	f56r	H5	H5-S006	D.P3	DURCHLASSFORTSETZUNG	keol	PROC066	ZUGEBEN · KURZ · WEITER	gemessene offene Durchlassfortsetzung D.P2
E100	f56r	H5	H5-S006	D.P3	DURCHLASSFORTSETZUNG	daiin	PROC009	SOLLMASS	gemessene offene Durchlassfortsetzung D.P2
