rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
11	3109600	1	f107v	f107v.7	S	B	3	4	3	2	0	0	1	0.750000	4	4	1	1	taiin cheockhy chain qokain	kalt, Grad III | [cheockhy:?] | trocken, Grad II | heiß, Grad II	V13:QUALITY_DEGREE_SERIES | OPEN | V13:QUALITY_DEGREE_SERIES | V13:TARGET_SURFACE_DEFAULT	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	2	cheockhy	2	cheockhy	taiin	chain	cheockhy: ungeklärt	OPAQUE_REMAINDER_NO_FORCED_COMPOSITION	OPEN	kalt, Grad III; cheockhy: ungeklärt; trocken, Grad II; heiß, Grad II
12	3109600	1	f83r	f83r.39	B	B	2	4	3	1	0	0	1	0.750000	4	4	1	1	qokain shey kain chckhal	heiß, Grad II | feucht, attributiv gebunden | heiß, Grad II | [chckhal:?]	V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_DEGREE_SERIES | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE	4	chckhal	4	chckhal	kain	<EOS>	chckhal: ungeklärt	OPAQUE_REMAINDER_NO_FORCED_COMPOSITION	OPEN	heiß, Grad II; feucht, attributiv gebunden; heiß, Grad II; chckhal: ungeklärt
13	2309700	1	f35v	f35v.21	H	A	1	3	2	2	0	0	1	0.666667	3	3	1	1	doiin chor chor	[doiin:?] | Pflanzen-/Reproduktionsteil | Pflanzen-/Reproduktionsteil	OPEN | V13:PART_OR_FORM | V13:PART_OR_FORM	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	1	doiin	1	doiin	<BOS>	chor	Dosis der Zubereitungsform III	MANUAL_COMPOSITION:d dose/value head + oiin preparation form III	MEDIUM	Dosis der Zubereitungsform III; Pflanzen-/Reproduktionsteil; Pflanzen-/Reproduktionsteil
14	2309700	1	f8v	f8v.17	H	A	1	3	2	2	0	0	1	0.666667	3	3	1	1	dain chear daiin	Grad-/Maßwert II | [chear:?] | Grad-/Maßwert III	V13:CONTEXTUAL_VALUE_SERIES | OPEN | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED	2	chear	2	chear	dain	daiin	trocken, Fraktion	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Grad-/Maßwert II; trocken, Fraktion; Grad-/Maßwert III
15	2209700	1	f36v	f36v.11	H	A	1	3	2	1	0	0	1	0.666667	3	3	1	1	oty chcthy ytoryd	kalter Ansatz, Grundform | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [ytoryd:?]	V13:TARGET_SURFACE_DEFAULT | V13:DRY_CTH_MATERIAL | OPEN	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE	3	ytoryd	3	ytoryd	chcthy	<EOS>	Portion/Zutat	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	kalter Ansatz, Grundform; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; Portion/Zutat
16	2209700	1	f77v	f77v.15	B	B	2	3	2	0	0	0	1	0.666667	3	3	1	1	qol kaiin shey	[qol:?] | heiß, Grad III | feucht, attributiv gebunden	OPEN | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	1	qol	1	qol	<BOS>	kaiin	Material/Zubereitungsstoff	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Material/Zubereitungsstoff; heiß, Grad III; feucht, attributiv gebunden
17	2109700	1	f37v	f37v.23	H	A	1	3	2	2	0	0	1	0.666667	3	3	1	1	yto chol daiin	[yto:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III	OPEN | V13:DRY_OL_FORM | V13:CONTEXTUAL_VALUE_SERIES	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	1	yto	1	yto	<BOS>	chol	yto: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	yto: ungeklärt; trocken; nominal trockenes Gut/Material; Qualitätsgrad III
18	1409800	1	f7r	f7r.5	H	A	1	2	1	1	0	0	1	0.500000	2	2	1	1	oaiir otaiin	[oaiir:?] | kalt im Zubereitungsrahmen, Grad III	OPEN | V13:QUALITY_DEGREE_SERIES	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED	1	oaiir	1	oaiir	<BOS>	otaiin	Zubereitungs-Teilklasse III	MANUAL_COMPOSITION:o preparation head + aiir part/sort class III	HIGH	Zubereitungs-Teilklasse III; kalt im Zubereitungsrahmen, Grad III
19	1309800	1	f13v	f13v.5	H	A	1	2	1	1	0	0	1	0.500000	2	2	1	1	qoky daiin	[qoky:?] | Grad-/Maßwert III	OPEN | V13:CONTEXTUAL_VALUE_SERIES	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED	1	qoky	1	qoky	<BOS>	daiin	heiß, Grundform	MANUAL_COMPOSITION:qok quality head + terminal base y	MEDIUM	heiß, Grundform; Grad-/Maßwert III
20	1309800	1	f37v	f37v.7	H	A	1	2	1	1	0	0	1	0.500000	2	2	1	1	qotchor daiin	[qotchor:?] | Menge/Portion III	OPEN | V13:CONTEXTUAL_VALUE_SERIES	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED	1	qotchor	1	qotchor	<BOS>	daiin	kalt, Portion/Zutat	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	kalt, Portion/Zutat; Menge/Portion III
21	1309800	1	f42v	f42v.8	H	A	1	2	1	0	0	0	1	0.500000	2	2	1	1	sodal saiin	[sodal:?] | Samen/Saatgut, Typ/Charge III	OPEN | V13:SCOPED_CONCRETE_HEAD_FORM	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE	1	sodal	1	sodal	<BOS>	saiin	Samendroge: Rohstoff, Zubereitung/Ansatz	VISIBLE_HEAD_PLUS_FIELD_COMPOSITION	MEDIUM	Samendroge: Rohstoff, Zubereitung/Ansatz; Samen/Saatgut, Typ/Charge III
22	1309800	1	f75v	f75v.51	B	B	2	2	1	0	0	0	1	0.500000	2	2	1	1	okeey lol	[okeey:?] | Holzstoff	OPEN | V13:SCOPED_CONCRETE_HEAD_FORM	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE	1	okeey	1	okeey	<BOS>	lol	heiß, Zubereitung/Ansatz, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	heiß, Zubereitung/Ansatz, Grundform; Holzstoff
23	1309800	1	f80v	f80v.44	B	B	2	2	1	0	0	0	1	0.500000	2	2	1	1	qokal orol	heiße Substanz | [orol:?]	V13:TARGET_SURFACE_DEFAULT | OPEN	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	2	orol	2	orol	qokal	<EOS>	Material/Zubereitungsstoff, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	heiße Substanz; Material/Zubereitungsstoff, Zubereitung/Ansatz
24	1309800	1	f87v	f87v.16	H	A	1	2	1	0	0	0	1	0.500000	2	2	1	1	saiin olcthr	Samen/Saatgut, Typ/Charge III | [olcthr:?]	V13:SCOPED_CONCRETE_HEAD_FORM | OPEN	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	2	olcthr	2	olcthr	saiin	<EOS>	Blatt-/Krautgut, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Samen/Saatgut, Typ/Charge III; Blatt-/Krautgut, Zubereitung/Ansatz
25	1309800	1	f99v	f99v.28	P	A	1	2	1	1	0	0	1	0.500000	2	2	1	1	chor olekor	Pflanzen-/Reproduktionsteil | [olekor:?]	V13:PART_OR_FORM | OPEN	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE	2	olekor	2	olekor	chor	<EOS>	Material/Zubereitungsstoff, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Pflanzen-/Reproduktionsteil; Material/Zubereitungsstoff, Zubereitung/Ansatz
26	1209800	1	f28v	f28v.6	H	A	1	2	1	1	0	0	1	0.500000	2	2	1	1	daiin chkaiin	Grad-/Maßwert III | [chkaiin:?]	V13:CONTEXTUAL_VALUE_SERIES | OPEN	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE	2	chkaiin	2	chkaiin	daiin	<EOS>	trocken	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Grad-/Maßwert III; trocken
27	1209800	1	f36v	f36v.14	H	A	1	2	1	0	0	0	1	0.500000	2	2	1	1	soiin chtain	Samen/Saatgutzubereitung, Form III | [chtain:?]	V13:SCOPED_RESIDUAL_HEAD_FORM | OPEN	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	2	chtain	2	chtain	soiin	<EOS>	trocken	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Samen/Saatgutzubereitung, Form III; trocken
28	1209800	1	f4r	f4r.13	H	A	1	2	1	1	0	0	1	0.500000	2	2	1	1	daiin cthey	Grad-/Maßwert III | [cthey:?]	V13:CONTEXTUAL_VALUE_SERIES | OPEN	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE	2	cthey	2	cthey	daiin	<EOS>	Blatt-/Krautgut	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Grad-/Maßwert III; Blatt-/Krautgut
29	1209800	1	f89r1	f89r1.12	P	A	1	2	1	1	0	0	1	0.500000	2	2	1	1	chol ches	trocken; nominal trockenes Gut/Material | [ches:?]	V13:DRY_OL_FORM | OPEN	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE	2	ches	2	ches	chol	<EOS>	trocken	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	trocken; nominal trockenes Gut/Material; trocken
30	1109800	1	f16r	f16r.9	H	A	1	2	1	0	0	0	1	0.500000	2	2	1	1	saiin ytaiin	Samen/Saatgut, Typ/Charge III | [ytaiin:?]	V13:SCOPED_CONCRETE_HEAD_FORM | OPEN	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	2	ytaiin	2	ytaiin	saiin	<EOS>	ytaiin: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	Samen/Saatgut, Typ/Charge III; ytaiin: ungeklärt
