proposal_id	surface	candidate_lines	pages	strict_candidate_lines	proposed_default_de	proposal_basis	proposal_strength	example_loci	status
G637-P018	qotchor	1	1	1	kalt, Portion/Zutat	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f37v.7	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P019	sodal	1	1	1	Samendroge: Rohstoff, Zubereitung/Ansatz	VISIBLE_HEAD_PLUS_FIELD_COMPOSITION	MEDIUM	f42v.8	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P020	ches	1	1	1	trocken	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f89r1.12	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P021	chkaiin	1	1	1	trocken	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f28v.6	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P022	chtain	1	1	1	trocken	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f36v.14	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P023	cthey	1	1	1	Blatt-/Krautgut	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f4r.13	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P024	qol	1	1	1	Material/Zubereitungsstoff	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f77v.15	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P025	ytoryd	1	1	1	Portion/Zutat	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f36v.11	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P026	chckhal	1	1	1	chckhal: ungeklärt	OPAQUE_REMAINDER_NO_FORCED_COMPOSITION	OPEN	f83r.39	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P027	cheockhy	1	1	1	cheockhy: ungeklärt	OPAQUE_REMAINDER_NO_FORCED_COMPOSITION	OPEN	f107v.7	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P028	cpholdy	1	1	1	cpholdy: ungeklärt	OPAQUE_REMAINDER_NO_FORCED_COMPOSITION	OPEN	f4r.8	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P029	ytaiin	1	1	1	ytaiin: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	f16r.9	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P030	yto	1	1	1	yto: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	f37v.23	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P031	char	1	1	0	trocken, Fraktion	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f82r.19	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P032	cheey	1	1	0	trocken, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f81r.10	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P033	cheoky	1	1	0	trocken, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f37v.15	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P034	chey	1	1	0	trocken, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f47v.14	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P035	chorly	1	1	0	trocken, Portion/Zutat, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f24r.20	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P036	cthom	1	1	0	Blatt-/Krautansatz, Einheit/Maß I	MANUAL_COMPOSITION:cth plant-drug head + o preparation + m unit I	MEDIUM	f6r.12	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P037	keey	1	1	0	heiß, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f99r.47	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P038	okeedy	1	1	0	heiß, Zubereitung/Ansatz, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f75r.47	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P039	oldaiin	1	1	0	Material/Zubereitungsstoff, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f54v.16	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P040	olkal	1	1	0	Material/Zubereitungsstoff, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f81v.28	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P041	oloeeey	1	1	0	Material/Zubereitungsstoff, Zubereitung/Ansatz, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f107v.42	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P042	olshly	1	1	0	Material/Zubereitungsstoff, Zubereitung/Ansatz, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f22v.14	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P043	otcho	1	1	0	kalt, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f32r.13	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P044	oteedy	1	1	0	kalt, Zubereitung/Ansatz, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f78r.38	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P045	otor	1	1	0	kalt, Portion/Zutat, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f99v.3	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P046	qokedy	1	1	0	heiß, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f26r.6	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P047	qotal	1	1	0	kalt, Rohstoff	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f83r.43	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P048	qotcheey	1	1	0	kalt, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f47v.9	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P049	shckhedy	1	1	0	Samendroge: fertig aufbereitete Form	VISIBLE_HEAD_PLUS_FIELD_COMPOSITION	MEDIUM	f76v.33	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P050	toky	1	1	0	kalt, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f94v.7	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P051	tydy	1	1	0	kalt, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	f15r.3	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P052	dar	1	1	0	Fraktion	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f78r.43	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P053	dor	1	1	0	Portion/Zutat	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f37v.9	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P054	odaiin	1	1	0	Zubereitung/Ansatz	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f89v1.12	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P055	odcho	1	1	0	Zubereitung/Ansatz	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f49r.21	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P056	ycheekeey	1	1	0	Grundform	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f40v.12	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P057	ychky	1	1	0	Grundform	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f22v.12	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P058	ykar	1	1	0	Fraktion	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	f46v.13	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P059	dcho	1	1	0	dcho: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	f8r.8	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P060	doiir	1	1	0	doiir: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	f32r.15	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P061	okcholksh	1	1	0	okcholksh: ungeklärt	OPAQUE_REMAINDER_NO_FORCED_COMPOSITION	OPEN	f8v.8	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P062	qoeedaiin	1	1	0	qoeedaiin: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	f40v.6	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P063	shodaiin	1	1	0	shodaiin: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	f32r.12	WORKSHEET_PROPOSAL_NOT_IN_V14
G637-P064	ytch	1	1	0	ytch: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	f19v.4	WORKSHEET_PROPOSAL_NOT_IN_V14
