event_id	statement_id	record	page	locus	surface	card_no	owner_code	morphological_class	expanded_semantic_parts	literal_card_reading_de	procedure_tokens	contextual_reading_rule
E011	H1-S002	H1	f10r	f10r.5	qokchy	PROC011	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	OK+Y	ansetzen · dies	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E012	H1-S002	H1	f10r	f10r.5	qotchol	PROC012	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	OT+CH+OL	danach · abziehen · fortsetzen	SOURCE_DRAW	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E013	H1-S002	H1	f10r	f10r.5	chol	PROC013	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	OL	fortsetzen	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E014	H1-S002	H1	f10r	f10r.5	cthy	PROC014	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	CTH+Y	bereit · dies	HOLD_STATE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E015	H2-S001	H2	f10r	f10r.6	ycheor	PROC015	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	Y+CH+E+OR	dies · abziehen · kurz · Ansatz	SOURCE_DRAW	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E016	H2-S001	H2	f10r	f10r.6	cthy	PROC014	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	CTH+Y	bereit · dies	HOLD_STATE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E017	H2-S001	H2	f10r	f10r.6	chor	PROC016	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	OR	Ansatz	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E018	H2-S001	H2	f10r	f10r.6	cthaiin	PROC017	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	CTH+AIIN	bereit · Maß	METER_CHECK	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E019	H2-S001	H2	f10r	f10r.6	qoctholy	PROC018	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	O+CTH+OL+Y	Arbeitsgang · bereit · fortsetzen · dies	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E020	H2-S001	H2	f10r	f10r.6	dy	PROC019	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	Y	dies	MOVE_PASS	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E021	H2-S001	H2	f10r	f10r.6	chy	PROC019	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	Y	dies	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E022	H2-S001	H2	f10r	f10r.6	taiin	PROC009	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	AIIN	Maß	METER_CHECK	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E023	H2-S001	H2	f10r	f10r.6	shy	PROC019	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	Y	dies	TARGET_HANDOFF	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E024	H2-S002	H2	f10r	f10r.8	qotchor	PROC020	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	OT+CH+OR	danach · abziehen · Ansatz	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E025	H2-S002	H2	f10r	f10r.8	chor	PROC016	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	OR	Ansatz	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E026	H2-S002	H2	f10r	f10r.8	otol	PROC021	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	OT+OL	danach · fortsetzen	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E027	H2-S002	H2	f10r	f10r.8	chol	PROC013	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	OL	fortsetzen	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E028	H2-S002	H2	f10r	f10r.8	cholor	PROC022	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	OL+OR	fortsetzen · Ansatz	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E029	H2-S002	H2	f10r	f10r.8	chol	PROC013	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	OL	fortsetzen	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E030	H2-S002	H2	f10r	f10r.8	daiin	PROC009	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	AIIN	Maß	METER_CHECK	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E031	H2-S002	H2	f10r	f10r.8	dar	PROC003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	AR	von dort	SOURCE_DRAW	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E032	H2-S003	H2	f10r	f10r.9	oykchor	PROC023	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	O+Y+K+OR	Arbeitsgang · dies · zuführen · Ansatz	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E033	H2-S003	H2	f10r	f10r.9	shor	PROC016	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	OR	Ansatz	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E034	H2-S003	H2	f10r	f10r.9	chor	PROC016	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	OR	Ansatz	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E035	H2-S003	H2	f10r	f10r.9	chy	PROC019	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	Y	dies	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E036	H2-S003	H2	f10r	f10r.9	kaiiin	PROC024	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	K+IIN	zuführen · Sollstufe	METER_CHECK	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E037	H2-S003	H2	f10r	f10r.9	dy	PROC019	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ATOMIC_CORE_CARD	Y	dies	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E038	H2-S003	H2	f10r	f10r.9	chodaiin	PROC025	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FULL_COMPONENT_COMPOSITION	CH+O+AIIN	abziehen · Arbeitsgang · Maß	SOURCE_DRAW	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E039	H3-S001	H3	f11r	f11r.1	tshol	PROC026	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	FULL_COMPONENT_COMPOSITION	T+SH+OL	eintragen · halten · fortsetzen	HOLD_STATE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E040	H3-S001	H3	f11r	f11r.1	schoal	PROC027	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	FULL_COMPONENT_COMPOSITION	SH+O+AL	halten · Arbeitsgang · Zielstelle	TARGET_HANDOFF	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E041	H3-S001	H3	f11r	f11r.1	cfhy	PROC028	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	MEMORIZED_WHOLE_SIGN	PROC028	auswringen	SOURCE_DRAW	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E042	H3-S001	H3	f11r	f11r.1	shfydaiin	PROC029	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	FULL_COMPONENT_COMPOSITION	SH+Y+AIIN	halten · dies · Maß	METER_CHECK	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E043	H3-S001	H3	f11r	f11r.1	cphy	PROC030	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	FULL_COMPONENT_COMPOSITION	P+Y	hinein · dies	MOVE_PASS	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E044	H3-S001	H3	f11r	f11r.1	shey	PROC031	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	MEMORIZED_WHOLE_SIGN	PROC031	Empfangsbestand	HOLD_STATE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E045	H3-S001	H3	f11r	f11r.1	tchody	PROC032	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	FULL_COMPONENT_COMPOSITION	T+CH+O+DY	eintragen · abziehen · Arbeitsgang · Schluss	SOURCE_DRAW>CLOSE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E046	H3-S002	H3	f11r	f11r.1	shoyty	PROC033	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	FULL_COMPONENT_COMPOSITION	SH+O+Y+T+Y	halten · Arbeitsgang · dies · eintragen · dies	HOLD_STATE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E047	H3-S003	H3	f11r	f11r.4	dchol	PROC034	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ATOMIC_CORE_CARD	OL	fortsetzen	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E048	H3-S003	H3	f11r	f11r.4	chy	PROC019	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ATOMIC_CORE_CARD	Y	dies	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E049	H3-S003	H3	f11r	f11r.4	kchy	PROC035	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	FULL_COMPONENT_COMPOSITION	K+Y	zuführen · dies	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E050	H3-S003	H3	f11r	f11r.4	dy	PROC019	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ATOMIC_CORE_CARD	Y	dies	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E051	H3-S003	H3	f11r	f11r.4	daiin	PROC009	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ATOMIC_CORE_CARD	AIIN	Maß	METER_CHECK	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E052	H3-S004	H3	f11r	f11r.7	qotchy	PROC036	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	FULL_COMPONENT_COMPOSITION	OT+Y	danach · dies	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E053	H3-S004	H3	f11r	f11r.7	okchol	PROC037	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	FULL_COMPONENT_COMPOSITION	OK+OL	ansetzen · fortsetzen	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E054	H3-S004	H3	f11r	f11r.7	cthy	PROC014	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	FULL_COMPONENT_COMPOSITION	CTH+Y	bereit · dies	HOLD_STATE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E055	H3-S004	H3	f11r	f11r.7	dy	PROC019	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ATOMIC_CORE_CARD	Y	dies	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E056	H4-S001	H4	f55v	f55v.5	qokaiin	PROC038	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	FULL_COMPONENT_COMPOSITION	OK+AIIN	ansetzen · Maß	METER_CHECK	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E057	H4-S001	H4	f55v	f55v.5	chaiin	PROC009	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ATOMIC_CORE_CARD	AIIN	Maß	METER_CHECK	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E058	H4-S001	H4	f55v	f55v.5	ykain	PROC039	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	FULL_COMPONENT_COMPOSITION	Y+K+AIN	dies · zuführen · Portion	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E059	H4-S001	H4	f55v	f55v.5	ykan	PROC040	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	FULL_COMPONENT_COMPOSITION	Y+K+AIN	dies · zuführen · Portion	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E060	H4-S001	H4	f55v	f55v.5	ody	PROC041	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	FULL_COMPONENT_COMPOSITION	O+DY	Arbeitsgang · Schluss	CONTINUE_USE>CLOSE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E061	H4-S002	H4	f55v	f55v.5	daiin	PROC009	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ATOMIC_CORE_CARD	AIIN	Maß	METER_CHECK	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E062	H4-S002	H4	f55v	f55v.5	chedy	PROC042	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	FULL_COMPONENT_COMPOSITION	CHD+Y	umsetzen · dies	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E063	H4-S002	H4	f55v	f55v.5	talam	PROC043	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MEMORIZED_WHOLE_SIGN	PROC043	verwahren	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E064	H4-S003	H4	f55v	f55v.11	ykaiin	PROC044	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	FULL_COMPONENT_COMPOSITION	Y+K+AIIN	dies · zuführen · Maß	METER_CHECK	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E065	H4-S003	H4	f55v	f55v.11	cheoar	PROC045	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	FULL_COMPONENT_COMPOSITION	CH+E+O+AR	abziehen · kurz · Arbeitsgang · von dort	SOURCE_DRAW	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E066	H4-S003	H4	f55v	f55v.11	cheeky	PROC046	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	FULL_COMPONENT_COMPOSITION	CHK+EE+Y	wärmen · länger · dies	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E067	H4-S003	H4	f55v	f55v.11	oldy	PROC047	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	FULL_COMPONENT_COMPOSITION	OL+DY	fortsetzen · Schluss	CONTINUE_USE>CLOSE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E068	H4-S004	H4	f55v	f55v.11	aiin	PROC009	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ATOMIC_CORE_CARD	AIIN	Maß	METER_CHECK	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E069	H4-S004	H4	f55v	f55v.11	okal	PROC048	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	FULL_COMPONENT_COMPOSITION	OK+AL	ansetzen · Zielstelle	TARGET_HANDOFF	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E070	H4-S004	H4	f55v	f55v.11	oltchy	PROC049	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	FULL_COMPONENT_COMPOSITION	OL+T+Y	fortsetzen · eintragen · dies	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E071	H4-S004	H4	f55v	f55v.11	or	PROC016	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ATOMIC_CORE_CARD	OR	Ansatz	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E072	H4-S004	H4	f55v	f55v.11	y	PROC019	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ATOMIC_CORE_CARD	Y	dies	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E073	H4-S004	H4	f55v	f55v.11	orain	PROC050	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	FULL_COMPONENT_COMPOSITION	OR+AIN	Ansatz · Portion	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E074	H5-S001	H5	f56r	f56r.5	chochor	PROC051	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	FULL_COMPONENT_COMPOSITION	HO+CH+OR	Gabe · abziehen · Ansatz	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E075	H5-S001	H5	f56r	f56r.5	cho	PROC052	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ATOMIC_CORE_CARD	HO	Gabe	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E076	H5-S001	H5	f56r	f56r.5	chodaly	PROC053	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	FULL_COMPONENT_COMPOSITION	HO+AL+Y	Gabe · Zielstelle · dies	TARGET_HANDOFF	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E077	H5-S001	H5	f56r	f56r.5	daiin	PROC009	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ATOMIC_CORE_CARD	AIIN	Maß	METER_CHECK	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E078	H5-S001	H5	f56r	f56r.7	sho	PROC052	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ATOMIC_CORE_CARD	HO	Gabe	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E079	H5-S001	H5	f56r	f56r.7	kchol	PROC054	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	FULL_COMPONENT_COMPOSITION	K+OL	zuführen · fortsetzen	MOVE_PASS	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E080	H5-S001	H5	f56r	f56r.7	otchor	PROC020	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	FULL_COMPONENT_COMPOSITION	OT+CH+OR	danach · abziehen · Ansatz	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E081	H5-S001	H5	f56r	f56r.7	choky	PROC008	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	FULL_COMPONENT_COMPOSITION	OK+Y	ansetzen · dies	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E082	H5-S001	H5	f56r	f56r.7	dal	PROC055	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ATOMIC_CORE_CARD	AL	Zielstelle	TARGET_HANDOFF	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E083	H5-S002	H5	f56r	f56r.8	schol	PROC034	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ATOMIC_CORE_CARD	OL	fortsetzen	CONTINUE_USE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E084	H5-S002	H5	f56r	f56r.8	choy	PROC056	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	FULL_COMPONENT_COMPOSITION	HO+Y	Gabe · dies	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E085	H5-S002	H5	f56r	f56r.8	choky	PROC008	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	FULL_COMPONENT_COMPOSITION	OK+Y	ansetzen · dies	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E086	H5-S002	H5	f56r	f56r.8	cheeckhody	PROC057	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	FULL_COMPONENT_COMPOSITION	CH+EE+CKH+O+DY	abziehen · länger · Durchlass · Arbeitsgang · Schluss	HOLD_STATE>CLOSE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E087	H5-S003	H5	f56r	f56r.12	sh	PROC058	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ATOMIC_CORE_CARD	SH	halten	HOLD_STATE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E088	H5-S003	H5	f56r	f56r.12	cho	PROC052	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ATOMIC_CORE_CARD	HO	Gabe	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E089	H5-S003	H5	f56r	f56r.12	kchey	PROC059	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	FULL_COMPONENT_COMPOSITION	K+E+Y	zuführen · kurz · dies	HOLD_STATE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E090	H5-S003	H5	f56r	f56r.12	qokokchy	PROC060	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	FULL_COMPONENT_COMPOSITION	OK+OK+Y	ansetzen · ansetzen · dies	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E091	H5-S004	H5	f56r	f56r.13	okchy	PROC011	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	FULL_COMPONENT_COMPOSITION	OK+Y	ansetzen · dies	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
E092	H5-S004	H5	f56r	f56r.13	chokcheo	PROC061	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	FULL_COMPONENT_COMPOSITION	OK+CH+E+O	ansetzen · abziehen · kurz · Arbeitsgang	ACTIVATE_CHARGE	Bind DIES/DORT/STELLE to owner; execute procedure; CLOSE only when emitted.
