statement_id	record	page	events	surfaces	card_classes	literal_component_chain_de	procedure_program	whole_sign_events
B1-S019	B1	f81v	1	tedy	FULL_COMPONENT_COMPOSITION	absetzen · Schluss	HOLD_STATE>CLOSE	0
B1-S020	B1	f81v	2	cheky shckhedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	wärmen · kurz · dies ; halten · Durchlass · kurz · Schluss	HOLD_STATE>HOLD_STATE>CLOSE	0
B1-S021	B1	f81v	1	chal	ATOMIC_CORE_CARD	Zielstelle	TARGET_HANDOFF	0
B2-S001	B2	f82r	1	dchedy	FULL_COMPONENT_COMPOSITION	umsetzen · Schluss	MOVE_PASS>CLOSE	0
B2-S002	B2	f82r	1	qolchedy	FULL_COMPONENT_COMPOSITION	fortsetzen · umsetzen · Schluss	MOVE_PASS>CLOSE	0
B2-S003	B2	f82r	3	qokain dy qokeedy	FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION	ansetzen · Portion ; dies ; ansetzen · länger · Schluss	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	0
B2-S004	B2	f82r	5	qokal lcheckhy lched qokeey lcheckhedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · Zielstelle ; führen · Durchlass · dies ; führen · umsetzen ; ansetzen · länger · dies ; führen · Durchlass · kurz · Schluss	TARGET_HANDOFF>ACTIVATE_CHARGE>MOVE_PASS>HOLD_STATE>MOVE_PASS>CLOSE	0
B2-S005	B2	f82r	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · Zielstelle · dies ; auffangen · Maß ; Durchlass · dies ; ansetzen · Maß ; ansetzen · Maß ; Arbeitsgang · bereit · kurz · fortsetzen ; wärmen · länger · dies ; führen · Schluss	TARGET_HANDOFF>METER_CHECK>MOVE_PASS>METER_CHECK>METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>CLOSE	0
B2-S006	B2	f82r	4	oteey qokal sheckhy qoky	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	danach · länger · dies ; ansetzen · Zielstelle ; halten · kurz · Durchlass · dies ; ansetzen · dies	HOLD_STATE>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE	0
B2-S007	B2	f82r	1	dshedy	FULL_COMPONENT_COMPOSITION	halten · kurz · Schluss	HOLD_STATE>CLOSE	0
B2-S008	B2	f82r	3	sotaiin qokar shedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	danach · Maß ; ansetzen · von dort ; absetzen · Schluss	METER_CHECK>SOURCE_DRAW>HOLD_STATE>CLOSE	0
B2-S009	B2	f82r	1	solshedy	FULL_COMPONENT_COMPOSITION	fortsetzen · halten · kurz · Schluss	HOLD_STATE>CLOSE	0
B2-S010	B2	f82r	4	qokeey qoky ls cheey	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|MEMORIZED_WHOLE_SIGN	ansetzen · länger · dies ; ansetzen · dies ; fortsetzen ; Empfangsbestand	HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE	1
B2-S011	B2	f82r	4	okain char okain qokeedy	FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · Portion ; von dort ; ansetzen · Portion ; ansetzen · länger · Schluss	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	0
B2-S012	B2	f82r	8	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	FULL_COMPONENT_COMPOSITION|MEMORIZED_WHOLE_SIGN|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION	führen · abziehen · dies ; Empfangsbestand ; bereit · kurz · dies ; ansetzen · länger · dies ; führen · länger · dies ; Maß ; dies ; ansetzen · vollständig · Schluss	SOURCE_DRAW>HOLD_STATE>HOLD_STATE>HOLD_STATE>SOURCE_DRAW>METER_CHECK>CONTINUE_USE>HOLD_STATE>CLOSE	1
B2-S013	B2	f82r	1	lchedy	FULL_COMPONENT_COMPOSITION	führen · umsetzen · Schluss	MOVE_PASS>CLOSE	0
B2-S014	B2	f82r	1	lar	FULL_COMPONENT_COMPOSITION	führen · von dort	SOURCE_DRAW	0
B2-S015	B2	f82r	2	tshey qokeedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	halten · kurz · dies ; ansetzen · länger · Schluss	HOLD_STATE>HOLD_STATE>CLOSE	0
B2-S016	B2	f82r	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|MEMORIZED_WHOLE_SIGN|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	Zielstelle ; führen · umsetzen · von dort ; teilen ; Maß ; danach · länger · dies ; ansetzen · Maß ; ansetzen · kurz · dies ; hinein · umsetzen · Schluss	TARGET_HANDOFF>SOURCE_DRAW>ACTIVATE_CHARGE>METER_CHECK>HOLD_STATE>METER_CHECK>HOLD_STATE>MOVE_PASS>CLOSE	1
B2-S017	B2	f82r	2	rsheal daldy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	abkühlen · halten · kurz · Zielstelle ; Zielstelle · Schluss	HOLD_STATE>TARGET_HANDOFF>CLOSE	0
B2-S018	B2	f82r	1	qokeedy	FULL_COMPONENT_COMPOSITION	ansetzen · länger · Schluss	HOLD_STATE>CLOSE	0
B2-S019	B2	f82r	1	rshedy	FULL_COMPONENT_COMPOSITION	abkühlen · absetzen · Schluss	HOLD_STATE>CLOSE	0
B2-S020	B2	f82r	1	qoteedy	FULL_COMPONENT_COMPOSITION	danach · länger · Schluss	HOLD_STATE>CLOSE	0
B2-S021	B2	f82r	1	qokeedy	FULL_COMPONENT_COMPOSITION	ansetzen · länger · Schluss	HOLD_STATE>CLOSE	0
B2-S022	B2	f82r	1	lochedy	FULL_COMPONENT_COMPOSITION	führen · Arbeitsgang · umsetzen · Schluss	MOVE_PASS>CLOSE	0
B3-S001	B3	f83r	1	olkeedy	FULL_COMPONENT_COMPOSITION	auffangen · länger · Schluss	HOLD_STATE>CLOSE	0
B3-S002	B3	f83r	2	qotal chkeedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	danach · Zielstelle ; wärmen · länger · Schluss	TARGET_HANDOFF>HOLD_STATE>CLOSE	0
B3-S003	B3	f83r	4	chey daiin chey lchedy	ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION	dies ; Maß ; dies ; führen · umsetzen · Schluss	CONTINUE_USE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CLOSE	0
B3-S004	B3	f83r	3	qokaiin qotal dar	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD	ansetzen · Maß ; danach · Zielstelle ; von dort	METER_CHECK>TARGET_HANDOFF>SOURCE_DRAW	0
B3-S005	B3	f83r	1	schedy	FULL_COMPONENT_COMPOSITION	umsetzen · Schluss	MOVE_PASS>CLOSE	0
B3-S006	B3	f83r	3	chedchy qokal olchedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	umsetzen · dies ; ansetzen · Zielstelle ; fortsetzen · umsetzen · Schluss	MOVE_PASS>TARGET_HANDOFF>MOVE_PASS>CLOSE	0
B3-S007	B3	f83r	3	qokaiin chedy qokeedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · Maß ; umsetzen · dies ; ansetzen · länger · Schluss	METER_CHECK>MOVE_PASS>HOLD_STATE>CLOSE	0
B3-S008	B3	f83r	1	lchedy	FULL_COMPONENT_COMPOSITION	führen · umsetzen · Schluss	MOVE_PASS>CLOSE	0
B3-S009	B3	f83r	1	qoky	FULL_COMPONENT_COMPOSITION	ansetzen · dies	ACTIVATE_CHARGE	0
B3-S010	B3	f83r	2	pchedal otedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	hinein · umsetzen · Zielstelle ; danach · kurz · Schluss	TARGET_HANDOFF>HOLD_STATE>CLOSE	0
B3-S011	B3	f83r	4	shecthedchy qoky chedy chary	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	halten · kurz · bereit · umsetzen · dies ; ansetzen · dies ; umsetzen · dies ; von dort · dies	HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>SOURCE_DRAW	0
B3-S012	B3	f83r	2	sor shedy	ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION	Ansatz ; absetzen · Schluss	ACTIVATE_CHARGE>HOLD_STATE>CLOSE	0
B3-S013	B3	f83r	4	qokaiin chkain shcthey qokedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · Maß ; zuführen · Portion ; bereit · kurz · dies ; ansetzen · kurz · Schluss	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	0
B3-S014	B3	f83r	2	okair sheedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · Lauf ; halten · länger · Schluss	MOVE_PASS>HOLD_STATE>CLOSE	0
B3-S015	B3	f83r	1	lchedy	FULL_COMPONENT_COMPOSITION	führen · umsetzen · Schluss	MOVE_PASS>CLOSE	0
B3-S016	B3	f83r	2	lo qokchedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	führen · Arbeitsgang ; ansetzen · umsetzen · Schluss	MOVE_PASS>ACTIVATE_CHARGE>CLOSE	0
B3-S017	B3	f83r	1	qokeedy	FULL_COMPONENT_COMPOSITION	ansetzen · länger · Schluss	HOLD_STATE>CLOSE	0
B3-S018	B3	f83r	1	shedy	FULL_COMPONENT_COMPOSITION	absetzen · Schluss	HOLD_STATE>CLOSE	0
B3-S019	B3	f83r	1	qokshedy	FULL_COMPONENT_COMPOSITION	ansetzen · halten · kurz · Schluss	HOLD_STATE>CLOSE	0
B3-S020	B3	f83r	2	dal lchedy	ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION	Zielstelle ; führen · umsetzen · Schluss	TARGET_HANDOFF>MOVE_PASS>CLOSE	0
B3-S021	B3	f83r	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · Maß ; bereit · dies ; Zielstelle ; dies ; Maß ; absetzen · Zielstelle ; halten · kurz · bereit · dies ; dies ; Zielstelle ; bereit · dies ; Zielstelle · umsetzen · Schluss	METER_CHECK>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>METER_CHECK>HOLD_STATE>HOLD_STATE>CONTINUE_USE>TARGET_HANDOFF>HOLD_STATE>TARGET_HANDOFF>CLOSE	0
B3-S022	B3	f83r	1	qotchedy	FULL_COMPONENT_COMPOSITION	danach · umsetzen · Schluss	MOVE_PASS>CLOSE	0
B3-S023	B3	f83r	1	lchedy	FULL_COMPONENT_COMPOSITION	führen · umsetzen · Schluss	MOVE_PASS>CLOSE	0
B3-S024	B3	f83r	1	tchedy	FULL_COMPONENT_COMPOSITION	umsetzen · Schluss	MOVE_PASS>CLOSE	0
B3-S025	B3	f83r	1	qokchdy	FULL_COMPONENT_COMPOSITION	ansetzen · umsetzen · Schluss	ACTIVATE_CHARGE>CLOSE	0
B3-S026	B3	f83r	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	länger · von dort ; führen · Maß ; umsetzen · dies ; ansetzen · Portion ; bereit · dies ; Zielstelle · abkühlen · Ansatz ; auffangen · länger · Schluss	HOLD_STATE>METER_CHECK>MOVE_PASS>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	0
B3-S027	B3	f83r	1	qoteedy	FULL_COMPONENT_COMPOSITION	danach · länger · Schluss	HOLD_STATE>CLOSE	0
B3-S028	B3	f83r	2	qokeey qokedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · länger · dies ; ansetzen · kurz · Schluss	HOLD_STATE>HOLD_STATE>CLOSE	0
B3-S029	B3	f83r	3	sol cheeety qokedy	ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	fortsetzen ; vollständig · eintragen · dies ; ansetzen · kurz · Schluss	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	0
B3-S030	B3	f83r	4	qoky saiin schedair otchedy	FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · dies ; Maß ; umsetzen · Lauf ; danach · umsetzen · Schluss	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	0
B3-S031	B3	f83r	1	qokeedy	FULL_COMPONENT_COMPOSITION	ansetzen · länger · Schluss	HOLD_STATE>CLOSE	0
B3-S032	B3	f83r	5	chedain chedy qotedaiin otaiin otedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	umsetzen · Portion ; umsetzen · dies ; danach · kurz · Maß ; danach · Maß ; danach · kurz · Schluss	ACTIVATE_CHARGE>ACTIVATE_CHARGE>METER_CHECK>METER_CHECK>HOLD_STATE>CLOSE	0
B3-S033	B3	f83r	1	ldy	FULL_COMPONENT_COMPOSITION	führen · Schluss	MOVE_PASS>CLOSE	0
B3-S034	B3	f83r	6	soiiin checthy chety otaiin olsaly shedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	Arbeitsgang · Sollstufe ; bereit · dies ; eintragen · dies ; danach · Maß ; fortsetzen · Zielstelle · dies ; absetzen · Schluss	METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>TARGET_HANDOFF>HOLD_STATE>CLOSE	0
B4-S001	B4	f83r	1	qokeedy	FULL_COMPONENT_COMPOSITION	ansetzen · länger · Schluss	HOLD_STATE>CLOSE	0
B4-S002	B4	f83r	3	qolchey qokeey qokedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	fortsetzen · dies ; ansetzen · länger · dies ; ansetzen · kurz · Schluss	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	0
B4-S003	B4	f83r	7	chedy otal otchey qokeey qoky tol shedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION	umsetzen · dies ; danach · Zielstelle ; danach · dies ; ansetzen · länger · dies ; ansetzen · dies ; fortsetzen ; absetzen · Schluss	MOVE_PASS>TARGET_HANDOFF>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	0
B4-S004	B4	f83r	1	qokylddy	FULL_COMPONENT_COMPOSITION	ansetzen · dies · befestigen; Schluss	ACTIVATE_CHARGE>CLOSE	0
B4-S005	B4	f83r	3	dain chedy qokeedy	ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	Portion ; umsetzen · dies ; ansetzen · länger · Schluss	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	0
B4-S006	B4	f83r	1	shckhedy	FULL_COMPONENT_COMPOSITION	halten · Durchlass · kurz · Schluss	HOLD_STATE>CLOSE	0
B4-S007	B4	f83r	1	shckhedy	FULL_COMPONENT_COMPOSITION	halten · Durchlass · kurz · Schluss	HOLD_STATE>CLOSE	0
B4-S008	B4	f83r	4	saiin cheeky sheey qokedy	ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	Maß ; wärmen · länger · dies ; halten · länger · dies ; ansetzen · kurz · Schluss	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	0
B4-S009	B4	f83r	1	shedy	FULL_COMPONENT_COMPOSITION	absetzen · Schluss	HOLD_STATE>CLOSE	0
B4-S010	B4	f83r	1	oldy	FULL_COMPONENT_COMPOSITION	fortsetzen · Schluss	CONTINUE_USE>CLOSE	0
B4-S011	B4	f83r	7	saiin cheky okeeol okain chdy sol lkedy	ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION	Maß ; wärmen · kurz · dies ; ansetzen · länger · fortsetzen ; ansetzen · Portion ; umsetzen · dies ; fortsetzen ; führen · zuführen · kurz · Schluss	METER_CHECK>HOLD_STATE>HOLD_STATE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	0
B4-S012	B4	f83r	1	lchedy	FULL_COMPONENT_COMPOSITION	führen · umsetzen · Schluss	MOVE_PASS>CLOSE	0
B4-S013	B4	f83r	2	qokol shedy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · fortsetzen ; absetzen · Schluss	ACTIVATE_CHARGE>HOLD_STATE>CLOSE	0
B4-S014	B4	f83r	4	or chey qockhey dairydy	ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	Ansatz ; dies ; Arbeitsgang · Durchlass · kurz · dies ; Lauf · dies · Schluss	ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>MOVE_PASS>CLOSE	0
B4-S015	B4	f83r	6	qokain shey kain chckhal solkey lchedy	FULL_COMPONENT_COMPOSITION|MEMORIZED_WHOLE_SIGN|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · Portion ; Empfangsbestand ; zuführen · Portion ; abziehen · Durchlass · Zielstelle ; auffangen · kurz · dies ; führen · umsetzen · Schluss	ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	1
B4-S016	B4	f83r	4	qolkain dal skar shedy	FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	fortsetzen · zuführen · Portion ; Zielstelle ; zuführen · von dort ; absetzen · Schluss	ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>HOLD_STATE>CLOSE	0
B5-S001	B5	f83r	1	otchdy	FULL_COMPONENT_COMPOSITION	danach · umsetzen · Schluss	MOVE_PASS>CLOSE	0
B5-S002	B5	f83r	1	qokchdy	FULL_COMPONENT_COMPOSITION	ansetzen · umsetzen · Schluss	ACTIVATE_CHARGE>CLOSE	0
