bath_action_ordinal	primary_governor_key	action_slot_id	source_event_id	statement_id	physical_page	locus	paragraph_key	paragraph_locus_range	bath_segment_key	host_ordinal_in_statement	surface	component_recipe	carrier_slot_count	carrier_slot_ids	carrier_root_sequence	aiin_fill_present	body_blockers_present	state_before_object_class	state_before_source_event_id	reset_before	object_selection_route	gdt592_object_class	gdt592_object_lemma_de	gdt592_object_form_de	gdt592_object_source_event_id	gdt592_reference_origin_route	gdt592_reference_origin_event_id	carry_source_event_id	carry_source_action_slot_id	carry_source_primary_governor_key	carry_source_locus	carry_host_ordinal_distance	carry_intervening_host_count	carry_intervening_event_number_count	carry_locus_line_distance	carry_reference_class	carry_working_strength	handoff_donor_anchor_event_id	handoff_donor_carrier_source_event_id	handoff_source_action_slot_id	handoff_source_carrier_slot_ids	handoff_source_primary_governor_key	handoff_donor_host_ordinal_in_statement	handoff_source_root	handoff_source_locus	handoff_host_ordinal_distance	handoff_anchor_intervening_event_number_count	handoff_intervening_event_number_count	handoff_locus_line_distance	handoff_manual_visible_span	handoff_donor_clause_de	handoff_donor_phrase_provenance	retained_episode_alternative_de	gdt569_state_join_status	gdt569_state_edition_ordinal	gdt569_argument_carry	gdt569_action_carry	gdt569_argument_source_type	gdt569_inherited_argument_root	gdt569_explicit_argument_phrase_de	gdt569_carried_argument_phrase_de	gdt569_parallel_relation	gdt569_parallel_note_de	gdt590_current_clause_de	gdt592_completed_clause_de	clause_patch_required	retained_alternative_de	retained_generic_alternative_de	paragraph_boundary_after	guard
50	ACTION:G407-E1723@1:SH	RUNNING:G407-E1723@1	G407-E1723	G407-S140	f75r	f75r.33	f75r:P3	f75r.32–.46	G407-S140:BSEG01	2	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E1723	COLD_BATH_OBJECT_DEFAULT	G407-E1723	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	441	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
51	ACTION:G407-E1742@1:SH	RUNNING:G407-E1742@1	G407-E1742	G407-S145	f75r	f75r.35	f75r:P3	f75r.32–.46	G407-S145:BSEG01	2	sheety	SH+EE+T+Y	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E1742	COLD_BATH_OBJECT_DEFAULT	G407-E1742	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte im Bad auf Grad II	Halte das zu badende Gut im Bad auf Grad II	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
52	ACTION:G407-E1746@1:SH	RUNNING:G407-E1746@1	G407-E1746	G407-S145	f75r	f75r.35	f75r:P3	f75r.32–.46	G407-S145:BSEG01	5	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	BATH_OBJECT	G407-E1742	NONE	INTERVENING_OBJECT_HANDOFF	PORTION	Anwendungsportion	dieselbe Anwendungsportion	G407-E1743	INTERVENING_OBJECT_HANDOFF	G407-E1743	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	G407-E1743	G407-E1743	RUNNING:G407-E1743@1	RUNNING:G407-E1743@2	ACTION:G407-E1743@1:OK	4	AIN	f75r.35	1	2	2	0	f75r.35_W3_TO_W6	Beschicke oder bereite die Anwendungsportion an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken vor	GDT587_COMPLETE_READER__GDT584_CLAUSE_UNCHANGED	Badegut	MATCHED	449	YES	NO	CONTEXT_CARRY	AIN	den Stationsanteil	denselben Stationsanteil	GDT569_CARRY_CLASS_ALIGNED	Die ältere Argumentwurzel und die neue Objektklasse sind kompatibel; Identität wird nicht behauptet.	Halte im Bad auf Grad I	Halte dieselbe Anwendungsportion im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
53	ACTION:G407-E1758@1:SH	RUNNING:G407-E1758@1	G407-E1758	G407-S151	f75r	f75r.37	f75r:P3	f75r.32–.46	G407-S151:BSEG01	1	sheety	SH+EE+T+Y	1	RUNNING:G407-E1757@1	Y	NO	NONE	NONE	NONE	STATEMENT_START	WRITTEN_Y_GDT590	BODY	Körper	den Körper	G407-E1758	WRITTEN_Y_GDT590	G407-E1758	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte den Körper im Bad auf Grad II	Halte den Körper im Bad auf Grad II	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
54	ACTION:G407-E1769@2:SH	RUNNING:G407-E1769@2	G407-E1769	G407-S160	f75r	f75r.39	f75r:P3	f75r.32–.46	G407-S160:BSEG01	1	yshedy	Y+SH+E+DY	1	RUNNING:G407-E1769@1	Y	NO	NONE	NONE	NONE	STATEMENT_START	WRITTEN_Y_GDT590	BODY	Körper	den Körper	G407-E1769	WRITTEN_Y_GDT590	G407-E1769	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	467	NO	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsposten	NOT_APPLICABLE	GDT569_LOCAL_EXPLICIT_PARALLEL	Lokales GDT569-Argument bleibt als parallele Ereignisspur sichtbar.	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
55	ACTION:G407-E1776@1:SH	RUNNING:G407-E1776@1	G407-E1776	G407-S165	f75r	f75r.40	f75r:P3	f75r.32–.46	G407-S165:BSEG01	2	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E1776	COLD_BATH_OBJECT_DEFAULT	G407-E1776	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	473	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
56	ACTION:G407-E1778@1:SH	RUNNING:G407-E1778@1	G407-E1778	G407-S166	f75r	f75r.40	f75r:P3	f75r.32–.46	G407-S166:BSEG01	2	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E1778	COLD_BATH_OBJECT_DEFAULT	G407-E1778	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	474	YES	NO	CONTEXT_CARRY	AIN	den Stationsanteil	denselben Stationsanteil	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
57	ACTION:G407-E1781@2:SH	RUNNING:G407-E1781@2	G407-E1781	G407-S168	f75r	f75r.40	f75r:P3	f75r.32–.46	G407-S168:BSEG01	2	rshedy	R+SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E1781	COLD_BATH_OBJECT_DEFAULT	G407-E1781	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	476	YES	NO	CONTEXT_CARRY	AIN	den Stationsanteil	denselben Stationsanteil	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
58	ACTION:G407-E1789@1:SH	RUNNING:G407-E1789@1	G407-E1789	G407-S173	f75r	f75r.42	f75r:P3	f75r.32–.46	G407-S173:BSEG01	1	dshedy	SH+E+DY	1	RUNNING:G407-E1788@1	Y	NO	NONE	NONE	NONE	STATEMENT_START	WRITTEN_Y_GDT590	BODY	Körper	den Körper	G407-E1789	WRITTEN_Y_GDT590	G407-E1789	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	481	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_CURRENT_WRITTEN_OBJECT_PRECEDENCE	Das aktuell geschriebene Objekt hat Vorrang; die ältere getragene Argumentspur bleibt daneben sichtbar.	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
59	ACTION:G407-E1795@2:SH	RUNNING:G407-E1795@2	G407-E1795	G407-S177	f75r	f75r.43	f75r:P3	f75r.32–.46	G407-S177:BSEG01	1	yshedy	Y+SH+E+DY	2	RUNNING:G407-E1794@2|RUNNING:G407-E1795@1	OR|Y	NO	D_ADDR	NONE	NONE	STATEMENT_START	WRITTEN_Y_GDT590	STATION	Stationsansatz	den Stationsansatz	G407-E1795	WRITTEN_Y_GDT590	G407-E1795	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	486	NO	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsposten	NOT_APPLICABLE	GDT569_LOCAL_EXPLICIT_PARALLEL	Lokales GDT569-Argument bleibt als parallele Ereignisspur sichtbar.	Halte die Badeinheit und den Stationsansatz im Bad auf Grad I und an der Stations-Arbeitsstelle	Halte die Badeinheit und den Stationsansatz im Bad auf Grad I und an der Stations-Arbeitsstelle	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
60	ACTION:G407-E1814@2:SH	RUNNING:G407-E1814@2	G407-E1814	G407-S184	f75r	f75r.45	f75r:P3	f75r.32–.46	G407-S184:BSEG03	8	sshedy	S+SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E1814	COLD_BATH_OBJECT_DEFAULT	G407-E1814	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	497	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
61	ACTION:G407-E1829@1:SH	RUNNING:G407-E1829@1	G407-E1829	G407-S191	f75r	f75r.46	f75r:P3	f75r.32–.46	G407-S191:BSEG01	1	shedy	SH+E+DY	1	RUNNING:G407-E1828@1	AIN	NO	NONE	NONE	NONE	STATEMENT_START	WRITTEN_AIN_PORTION	PORTION	Anwendungsportion	die Anwendungsportion	G407-E1829	WRITTEN_AIN_PORTION	G407-E1829	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	507	YES	NO	CONTEXT_CARRY	AIN	den Stationsanteil	denselben Stationsanteil	GDT569_CARRY_CLASS_ALIGNED	Die ältere Argumentwurzel und die neue Objektklasse sind kompatibel; Identität wird nicht behauptet.	Halte die Anwendungsportion im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
62	ACTION:G407-E2404@1:SH	RUNNING:G407-E2404@1	G407-E2404	G407-S312	f77r	f77r.10	f77r:P1	f77r.9–.24	G407-S312:BSEG01	5	shey	SH+E+Y	2	RUNNING:G407-E2404@3|RUNNING:G407-E2405@2	Y|AIIN	YES	NONE	NONE	NONE	NONE	WRITTEN_Y_GDT590	BODY	Körper	den Körper	G407-E2404	WRITTEN_Y_GDT590	G407-E2404	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte den Körper im Bad bei der angegebenen Füllung auf Grad I	Halte den Körper im Bad bei der angegebenen Füllung auf Grad I	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
63	ACTION:G407-E2414@1:SH	RUNNING:G407-E2414@1	G407-E2414	G407-S314	f77r	f77r.11	f77r:P1	f77r.9–.24	G407-S314:BSEG01	2	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2414	COLD_BATH_OBJECT_DEFAULT	G407-E2414	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	707	YES	NO	CONTEXT_CARRY	AIIN	den Stationswert	denselben Stationswert	GDT569_CARRY_FILL_PARALLEL	AIIN bleibt Füllung/Wertspur und wird nicht mit dem Badegut gleichgesetzt.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
64	ACTION:G407-E2416@1:SH	RUNNING:G407-E2416@1	G407-E2416	G407-S315	f77r	f77r.11	f77r:P1	f77r.9–.24	G407-S315:BSEG01	2	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2416	COLD_BATH_OBJECT_DEFAULT	G407-E2416	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	709	YES	NO	CONTEXT_CARRY	AIIN	den Stationswert	denselben Stationswert	GDT569_CARRY_FILL_PARALLEL	AIIN bleibt Füllung/Wertspur und wird nicht mit dem Badegut gleichgesetzt.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
65	ACTION:G407-E2426@1:SH	RUNNING:G407-E2426@1	G407-E2426	G407-S321	f77r	f77r.12	f77r:P1	f77r.9–.24	G407-S321:BSEG01	3	shedaiin	SH+E+AIIN	1	RUNNING:G407-E2426@3	AIIN	YES	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2426	COLD_BATH_OBJECT_DEFAULT	G407-E2426	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte die Badfüllung auf Grad I	Halte das zu badende Gut im Bad bei der angegebenen Füllung auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
66	ACTION:G407-E2431@1:SH	RUNNING:G407-E2431@1	G407-E2431	G407-S322	f77r	f77r.13	f77r:P1	f77r.9–.24	G407-S322:BSEG01	2	sheedy	SH+EE+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2431	COLD_BATH_OBJECT_DEFAULT	G407-E2431	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	718	YES	NO	CONTEXT_CARRY	AIIN	den Stationswert	denselben Stationswert	GDT569_CARRY_FILL_PARALLEL	AIIN bleibt Füllung/Wertspur und wird nicht mit dem Badegut gleichgesetzt.	Halte im Bad auf Grad II	Halte das zu badende Gut im Bad auf Grad II	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
