event_id	page	record	statement_id	hand	exact_copy_identity	surface	semantic_recipe_identity	component_recipe	workshop_reading_de	recipe_has_two_card_realizations	spoken_readback_rule	copy_rule
E324	f83r	B4	B4-S003	HAND_2	PROC013	tol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E328	f83r	B4	B4-S005	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E333	f83r	B4	B4-S008	HAND_2	PROC046	cheeky	RCP025	CHK+EE+Y	WAERMEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E334	f83r	B4	B4-S008	HAND_2	PROC157	sheey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E342	f83r	B4	B4-S011	HAND_2	PROC042	chdy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E343	f83r	B4	B4-S011	HAND_2	PROC013	sol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E346	f83r	B4	B4-S013	HAND_2	PROC160	qokol	RCP093	OK+OL	ANSETZEN · WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E353	f83r	B4	B4-S015	HAND_2	PROC031	shey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E362	f83r	B5	B5-S001	HAND_2	PROC166	otchdy	RCP114	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E363	f83r	B5	B5-S002	HAND_2	PROC082	qokchdy	RCP084	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E366	f83r	B5	B5-S003	HAND_2	PROC013	cheol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E370	f83r	B5	B5-S003	HAND_2	PROC013	sol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E372	f83r	B5	B5-S003	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E376	f83r	B6	B6-S001	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
E378	f83r	B6	B6-S001	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY
