recipe_id	component_recipe	workshop_reading_de	exact_card_count	exact_card_ids	surface_forms	events	pages	hands	semantic_teaching_mode
RCP061	L+CKH+Y	LEITEN · DURCHLASS · DIES	1	PROC101	lcheckhy	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP062	L+DY	LEITEN · SCHLUSS	1	PROC108	ldy	2	f82r,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP063	L+EE+Y	LEITEN · LANG · DIES	1	PROC118	lcheey	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP064	L+K+E+DY	LEITEN · ZUGEBEN · KURZ · SCHLUSS	1	PROC159	lkedy	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP065	L+O	LEITEN · ARBEITSGANG	1	PROC140	lo	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP066	L+O+CHD+DY	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	1	PROC130	lochedy	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP067	L+OL	LEITEN · WEITER	1	PROC167	lol	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP068	L+Y	LEITEN · DIES	1	PROC095	ly	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP069	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	1	PROC086	lshedy	2	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP070	LSH+O	WASCHEN · ARBEITSGANG	1	PROC084	lsho	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP071	O+CKH+E+Y	ARBEITSGANG · DURCHLASS · KURZ · DIES	1	PROC161	qockhey	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP072	O+CTH+E+OL	ARBEITSGANG · BEREITEN · KURZ · WEITER	1	PROC106	octheol	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP073	O+CTH+OL+Y	ARBEITSGANG · BEREITEN · WEITER · DIES	1	PROC018	qoctholy	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP074	O+DY	ARBEITSGANG · SCHLUSS	1	PROC041	ody	1	f55v	HAND_2	ONE_RECIPE_ONE_CARD
RCP075	O+IIN	ARBEITSGANG · ARBEITSSTUFE	1	PROC097	oiiin,soiiin	2	f81v,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP076	O+Y+K+OR	ARBEITSGANG · DIES · ZUGEBEN · ANSATZ	1	PROC023	oykchor	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP077	OK+AIIN	ANSETZEN · SOLLMASS	1	PROC038	okaiin,qokaiin	9	f55v,f81v,f82r,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP078	OK+AIN	ANSETZEN · PORTION	1	PROC080	okain,qokain	7	f81v,f82r,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP079	OK+AIR	ANSETZEN · WASSER	1	PROC138	okair	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP080	OK+AL	ANSETZEN · ZIELSTELLE	1	PROC048	okal,qokal	6	f55v,f81v,f82r,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP081	OK+AL+Y	ANSETZEN · ZIELSTELLE · DIES	1	PROC104	qokaly	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP082	OK+AR	ANSETZEN · QUELLE	1	PROC113	qokar	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP083	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	1	PROC061	chokcheo	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP084	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	2	PROC082,PROC091	okchedy,qokchdy,qokchedy	5	f81v,f83r	HAND_2	ONE_RECIPE_MULTIPLE_CARD_REALIZATIONS
RCP085	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	1	PROC067	qokedy	8	f81v,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP086	OK+E+Y	ANSETZEN · KURZ · DIES	1	PROC085	okey,qokey	2	f81v,f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP087	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	1	PROC074	qokeedal	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP088	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	1	PROC100	qokeedy	10	f82r,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP089	OK+EE+OL	ANSETZEN · LANG · WEITER	1	PROC158	okeeol	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP090	OK+EE+Y	ANSETZEN · LANG · DIES	1	PROC092	okeey,qokeey	7	f81v,f82r,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP091	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	1	PROC119	qokeeedy	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP092	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	1	PROC060	qokokchy	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP093	OK+OL	ANSETZEN · WEITER	2	PROC037,PROC160	okchol,qokol	2	f11r,f83r	HAND_1,HAND_2	ONE_RECIPE_MULTIPLE_CARD_REALIZATIONS
RCP094	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	1	PROC141	qokshedy	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP095	OK+Y	ANSETZEN · DIES	2	PROC008,PROC011	chokchy,choky,okchy,oky,qokchy,qoky	13	f10r,f56r,f81v,f82r,f83r	HAND_1,HAND_2	ONE_RECIPE_MULTIPLE_CARD_REALIZATIONS
RCP096	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	1	PROC155	qokylddy	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP097	OL	WEITER	2	PROC013,PROC115	cheol,chol,ls,ol,qol,sol,tol	20	f10r,f81v,f82r,f83r	HAND_1,HAND_2	ONE_RECIPE_MULTIPLE_CARD_REALIZATIONS
RCP098	OL+AL+Y	WEITER · ZIELSTELLE · DIES	1	PROC153	olsaly	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP099	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	1	PROC079	olchedy,qolchedy	3	f81v,f82r,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP100	OL+DY	WEITER · SCHLUSS	1	PROC047	oldy	2	f55v,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP101	OL+K+AIN	WEITER · ZUGEBEN · PORTION	1	PROC070	olkain,qolkain	2	f81v,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP102	OL+OR	WEITER · ANSATZ	1	PROC022	cholor,olor	2	f10r,f81v	HAND_1,HAND_2	ONE_RECIPE_ONE_CARD
RCP103	OL+SH+E+DY	WEITER · HALTEN · KURZ · SCHLUSS	1	PROC114	solshedy	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP104	OL+T+Y	WEITER · ANWENDEN · DIES	1	PROC049	oltchy	1	f55v	HAND_2	ONE_RECIPE_ONE_CARD
RCP105	OL+Y	WEITER · DIES	1	PROC154	qolchey	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP106	OR	ANSATZ	1	PROC016	chor,or,shor,sor	7	f10r,f55v,f83r	HAND_1,HAND_2	ONE_RECIPE_ONE_CARD
RCP107	OR+AIN	ANSATZ · PORTION	1	PROC050	orain	1	f55v	HAND_2	ONE_RECIPE_ONE_CARD
RCP108	OS	FACH	1	PROC005	os	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP109	OT+AIIN	DANACH · SOLLMASS	1	PROC112	otaiin,sotaiin	3	f82r,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP110	OT+AL	DANACH · ZIELSTELLE	1	PROC131	otal,qotal	3	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP111	OT+AR	DANACH · QUELLE	1	PROC089	otar	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP112	OT+CH+OL	DANACH · ENTNEHMEN · WEITER	1	PROC012	qotchol	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP113	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	1	PROC020	otchor,qotchor	2	f10r,f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP114	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	2	PROC145,PROC166	otchdy,otchedy,qotchedy	3	f83r	HAND_2	ONE_RECIPE_MULTIPLE_CARD_REALIZATIONS
RCP115	OT+E+AIIN	DANACH · KURZ · SOLLMASS	1	PROC152	qotedaiin	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP116	OT+E+DY	DANACH · KURZ · SCHLUSS	1	PROC135	otedy	2	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP117	OT+EE+DY	DANACH · LANG · SCHLUSS	1	PROC129	qoteedy	2	f82r,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP118	OT+EE+Y	DANACH · LANG · DIES	1	PROC109	oteey	2	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP119	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	1	PROC064	sotodan	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP120	OT+OL	DANACH · WEITER	1	PROC021	otol	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP121	OT+Y	DANACH · DIES	2	PROC036,PROC065	otchey,qotchy	3	f11r,f56r,f83r	HAND_1,HAND_2	ONE_RECIPE_MULTIPLE_CARD_REALIZATIONS
RCP122	OT+Y+T+CH+OL	DANACH · DIES · ANWENDEN · ENTNEHMEN · WEITER	1	PROC007	otytchol	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP123	P+CHD+AL	FUELLEN · UMSETZEN · ZIELSTELLE	1	PROC134	pchedal	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP124	P+CHD+DY	FUELLEN · UMSETZEN · SCHLUSS	1	PROC125	pchedy	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP125	P+Y	FUELLEN · DIES	1	PROC030	cphy	1	f11r	HAND_1	ONE_RECIPE_ONE_CARD
RCP126	R+AL	KUEHLEN · ZIELSTELLE	1	PROC081	ral	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP127	R+AL+Y	KUEHLEN · ZIELSTELLE · DIES	1	PROC172	raly	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP128	R+OL	KUEHLEN · WEITER	1	PROC071	rol	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP129	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	1	PROC126	rsheal	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP130	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	1	PROC128	rshedy	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP131	RESUME_CARD	WIEDERAUFNEHMEN	1	PROC034	dchol,schol	2	f11r,f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP132	SH	HALTEN	1	PROC058	sh	1	f56r	HAND_1	ONE_RECIPE_ONE_CARD
RCP133	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	1	PROC099	shckhedy	3	f81v,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP134	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	1	PROC073	sheckhal	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP135	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	1	PROC110	sheckhy	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP136	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	1	PROC136	shecthedchy	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP137	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · DIES	1	PROC143	shecthy	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP138	SH+E+DY	HALTEN · KURZ · SCHLUSS	1	PROC111	dshedy	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP139	SH+E+OL	HALTEN · KURZ · WEITER	1	PROC096	dsheol	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP140	SH+E+Y	HALTEN · KURZ · DIES	1	PROC122	tshey	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP141	SH+EE+DY	HALTEN · LANG · SCHLUSS	1	PROC139	sheedy	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP142	SH+EE+Y	HALTEN · LANG · DIES	2	PROC031,PROC157	cheey,sheey,shey	5	f11r,f82r,f83r	HAND_1,HAND_2	ONE_RECIPE_MULTIPLE_CARD_REALIZATIONS
RCP143	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	1	PROC077	sshkchdy	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP144	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	1	PROC027	schoal	1	f11r	HAND_1	ONE_RECIPE_ONE_CARD
RCP145	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	1	PROC033	shoyty	1	f11r	HAND_1	ONE_RECIPE_ONE_CARD
RCP146	SH+Y+AIIN	HALTEN · DIES · SOLLMASS	1	PROC029	shfydaiin	1	f11r	HAND_1	ONE_RECIPE_ONE_CARD
RCP147	SHED+AL	ABSETZEN · ZIELSTELLE	1	PROC142	shedal	2	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP148	SHED+DY	ABSETZEN · SCHLUSS	1	PROC078	cheedy,shedy,tedy	12	f81v,f82r,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP149	SOLK+AIIN	SAMMELSTELLE · SOLLMASS	1	PROC105	solkaiin	1	f82r	HAND_2	ONE_RECIPE_ONE_CARD
RCP150	SOLK+E+Y	SAMMELSTELLE · KURZ · DIES	1	PROC164	solkey	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP151	SOLK+EE+DY	SAMMELSTELLE · LANG · SCHLUSS	1	PROC098	olkeedy,solkeedy	3	f81v,f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP152	SOLK+EE+Y	SAMMELSTELLE · LANG · DIES	1	PROC170	solkeey	1	f83r	HAND_2	ONE_RECIPE_ONE_CARD
RCP153	SOLK+Y	SAMMELSTELLE · DIES	1	PROC087	qolky	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP154	T+CH+O+DY	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	1	PROC032	tchody	1	f11r	HAND_1	ONE_RECIPE_ONE_CARD
RCP155	T+E+Y	ANWENDEN · KURZ · DIES	1	PROC090	ytey	1	f81v	HAND_2	ONE_RECIPE_ONE_CARD
RCP156	T+SH+OL	ANWENDEN · HALTEN · WEITER	1	PROC026	tshol	1	f11r	HAND_1	ONE_RECIPE_ONE_CARD
RCP157	T+Y	ANWENDEN · DIES	1	PROC004	chety,chty	2	f10r,f83r	HAND_1,HAND_2	ONE_RECIPE_ONE_CARD
RCP158	TALAM	VERWAHREN	1	PROC043	talam	1	f55v	HAND_2	ONE_RECIPE_ONE_CARD
RCP159	Y	DIES	1	PROC019	chey,chy,dy,shy,sy,y	18	f10r,f11r,f55v,f81v,f82r,f83r	HAND_1,HAND_2	ONE_RECIPE_ONE_CARD
RCP160	Y+CH+E+OR	DIES · ENTNEHMEN · KURZ · ANSATZ	1	PROC015	ycheor	1	f10r	HAND_1	ONE_RECIPE_ONE_CARD
RCP161	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	1	PROC044	ykaiin	1	f55v	HAND_2	ONE_RECIPE_ONE_CARD
RCP162	Y+K+AIN	DIES · ZUGEBEN · PORTION	1	PROC039	ykain	1	f55v	HAND_2	ONE_RECIPE_ONE_CARD
RCP163	Y+K+AN	DIES · ZUGEBEN · NACHGABE	1	PROC040	ykan	1	f55v	HAND_2	ONE_RECIPE_ONE_CARD
