source_word_id	source_slot	register	current_value_de	revised_value_de	action	provenance_class	working_confidence_1_to_5	unit_uses	unit_use_count	group_weighted_program_exposure	licensing_dictionary_entries	licensing_prose_events	reason_de
A01	WHEEL	ASTRO	Himmelsrad	Himmelsrad	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	A1	1	190	0	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
A02	PANEL	ASTRO	Sternpaneel	Sternpaneel	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	A2	1	65	1	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
A03	ROSETTE	ASTRO	Rosetteninstrument	Rosetteninstrument	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	A3	1	140	0	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
A04	SECTOR	ASTRO	Himmelssektor	Himmelssektor	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	A1	1	190	0	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
A05	STAR_PLACE	ASTRO	Sternplatz	Sternplatz	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	A1;A2	2	255	1	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
A06	MANSION_PLACE	ASTRO	28er Platz	28er Feld	REVISE_PLAINER	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	4	A2;A3	2	205	1	0	Das Wort benennt die sichtbare Adresse ohne Mondstationsclaim.
A07	CONDITION_PLACE	ASTRO	Himmelsbedingung	Bedingungsfeld	REVISE_PLAINER	VISIBLE_CONTEXT_PLUS_CARD	4	A1	1	190	1	0	Der lokale Platz ist ein Feld mit Bedingung, nicht die Bedingung selbst.
A08	RING_TEXT	ASTRO	Ringrubrik	Ringrubrik	KEEP	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	5	A1;A3	2	330	0	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
A09	LOCAL_LABEL	ASTRO	Himmelslabel	Himmelszeichen	REVISE_PLAINER	DIRECT_VISIBLE_OWNER_OR_GEOMETRY	4	A1;A2;A3	3	395	1	0	Zeichen ist natürlicher als das moderne Label und bleibt bildnah.
A10	CALENDAR_VALUE	ASTRO	Kalenderwert	Kalenderwert	KEEP	MASTER_SELECTED_CONTENT	2	A1;A3	2	330	2	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
A11	CELESTIAL_VALUE	ASTRO	Himmelswert	Himmelswert	KEEP	MASTER_SELECTED_CONTENT	2	A1;A2	2	255	2	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
A12	WEATHER_VALUE	ASTRO	Witterungswert	Wetterzeichen	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	A3	1	140	2	0	Die mittlere Rosette wird als Wetterzeichen gelesen, nicht als abstrakter Wert.
A13	LIGHT_VALUE	ASTRO	Lichtwert	Lichtzeichen	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	A3	1	140	2	0	Das Strahlenmotiv liefert ein Zeichen, keinen metrischen Lichtwert.
A14	PLANET_VALUE	ASTRO	Zeitwert	Zeitzeichen	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	A3	1	140	2	0	Ohne identifizierten Planeten bleibt die temporale Zeichenrolle.
A15	QUALITY_VALUE	ASTRO	Qualitätswert	Eigenschaft	REVISE_PLAINER	MASTER_SELECTED_CONTENT	2	A3	1	140	2	0	Eine lokale Eigenschaft ist verständlicher als ein Qualitätswert.
A16	NAMESPACE	ASTRO	örtlicher Instrumentenschlüssel	örtlicher Instrumentenschlüssel	KEEP	CARD_OR_REGISTER_ONLY	3	A1;A2;A3	3	395	0	0	Der kurze aktuelle Wert bleibt verständlich und wird beibehalten.
