body	head	head_role	surface	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	four_head_support_count	four_head_support	complete_p_s_r_l_f_grid	family_strength	interpretation
airal	p	P_PULVIS	pairal	0	0	0	0	0	1	s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
airal	s	S_SEMEN	sairal	1	1	1	0	0	1	s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
airal	r	R_RADIX	rairal	0	0	0	0	0	1	s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
airal	l	L_LIGNUM	lairal	0	0	0	0	0	1	s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
airal	f	F_BOUND_DRUG_HEAD	fairal	1	1	1	0	0	1	s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
ar	p	P_PULVIS	par	6	6	6	4	4	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
ar	s	S_SEMEN	sar	62	62	44	45	47	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
ar	r	R_RADIX	rar	14	14	10	11	11	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
ar	l	L_LIGNUM	lar	8	8	7	5	5	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
ar	f	F_BOUND_DRUG_HEAD	far	2	2	2	2	2	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
ary	p	P_PULVIS	pary	0	0	0	0	0	2	s|r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
ary	s	S_SEMEN	sary	7	7	6	5	5	2	s|r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
ary	r	R_RADIX	rary	3	3	3	3	3	2	s|r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
ary	l	L_LIGNUM	lary	0	0	0	0	0	2	s|r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
ary	f	F_BOUND_DRUG_HEAD	fary	1	1	1	1	1	2	s|r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chaiin	p	P_PULVIS	pchaiin	1	1	1	1	1	2	p|s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chaiin	s	S_SEMEN	schaiin	1	1	1	1	1	2	p|s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chaiin	r	R_RADIX	rchaiin	0	0	0	0	0	2	p|s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chaiin	l	L_LIGNUM	lchaiin	0	0	0	0	0	2	p|s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chaiin	f	F_BOUND_DRUG_HEAD	fchaiin	1	1	1	0	0	2	p|s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cham	p	P_PULVIS	pcham	0	0	0	0	0	1	l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cham	s	S_SEMEN	scham	0	0	0	0	0	1	l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cham	r	R_RADIX	rcham	0	0	0	0	0	1	l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cham	l	L_LIGNUM	lcham	1	1	1	1	1	1	l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cham	f	F_BOUND_DRUG_HEAD	fcham	1	1	1	1	1	1	l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chdar	p	P_PULVIS	pchdar	4	4	4	4	4	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chdar	s	S_SEMEN	schdar	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chdar	r	R_RADIX	rchdar	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chdar	l	L_LIGNUM	lchdar	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chdar	f	F_BOUND_DRUG_HEAD	fchdar	1	1	1	1	1	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chdy	p	P_PULVIS	pchdy	10	10	10	6	6	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chdy	s	S_SEMEN	schdy	2	2	2	1	1	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chdy	r	R_RADIX	rchdy	1	1	1	0	0	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chdy	l	L_LIGNUM	lchdy	18	18	14	14	14	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chdy	f	F_BOUND_DRUG_HEAD	fchdy	3	3	3	2	2	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chedey	p	P_PULVIS	pchedey	1	1	1	1	1	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chedey	s	S_SEMEN	schedey	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chedey	r	R_RADIX	rchedey	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chedey	l	L_LIGNUM	lchedey	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chedey	f	F_BOUND_DRUG_HEAD	fchedey	1	1	1	1	1	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chedy	p	P_PULVIS	pchedy	35	34	28	25	25	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chedy	s	S_SEMEN	schedy	7	7	7	4	4	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chedy	r	R_RADIX	rchedy	10	10	9	6	6	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chedy	l	L_LIGNUM	lchedy	116	112	37	75	77	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chedy	f	F_BOUND_DRUG_HEAD	fchedy	9	9	9	4	4	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheeo	p	P_PULVIS	pcheeo	0	0	0	0	0	1	r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheeo	s	S_SEMEN	scheeo	0	0	0	0	0	1	r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheeo	r	R_RADIX	rcheeo	1	1	1	0	1	1	r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheeo	l	L_LIGNUM	lcheeo	0	0	0	0	0	1	r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheeo	f	F_BOUND_DRUG_HEAD	fcheeo	1	1	1	0	0	1	r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheeody	p	P_PULVIS	pcheeody	1	1	1	1	1	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheeody	s	S_SEMEN	scheeody	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheeody	r	R_RADIX	rcheeody	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheeody	l	L_LIGNUM	lcheeody	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheeody	f	F_BOUND_DRUG_HEAD	fcheeody	1	1	1	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheey	p	P_PULVIS	pcheey	3	3	3	3	3	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheey	s	S_SEMEN	scheey	1	1	1	0	1	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheey	r	R_RADIX	rcheey	5	5	4	4	4	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheey	l	L_LIGNUM	lcheey	13	13	11	10	10	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheey	f	F_BOUND_DRUG_HEAD	fcheey	4	4	4	4	4	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheodal	p	P_PULVIS	pcheodal	1	1	1	1	1	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheodal	s	S_SEMEN	scheodal	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheodal	r	R_RADIX	rcheodal	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheodal	l	L_LIGNUM	lcheodal	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheodal	f	F_BOUND_DRUG_HEAD	fcheodal	1	1	1	1	1	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheody	p	P_PULVIS	pcheody	5	5	4	4	4	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheody	s	S_SEMEN	scheody	0	0	0	0	0	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheody	r	R_RADIX	rcheody	0	0	0	0	0	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheody	l	L_LIGNUM	lcheody	1	1	1	1	1	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheody	f	F_BOUND_DRUG_HEAD	fcheody	3	3	3	2	2	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheol	p	P_PULVIS	pcheol	10	10	8	10	10	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheol	s	S_SEMEN	scheol	0	0	0	0	0	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheol	r	R_RADIX	rcheol	0	0	0	0	0	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheol	l	L_LIGNUM	lcheol	8	8	7	8	8	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cheol	f	F_BOUND_DRUG_HEAD	fcheol	1	1	1	1	1	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chey	p	P_PULVIS	pchey	8	8	8	6	6	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chey	s	S_SEMEN	schey	5	5	5	4	4	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chey	r	R_RADIX	rchey	8	7	5	5	6	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chey	l	L_LIGNUM	lchey	46	46	30	37	38	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chey	f	F_BOUND_DRUG_HEAD	fchey	2	2	2	2	2	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cho	p	P_PULVIS	pcho	4	4	4	2	2	3	p|s|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cho	s	S_SEMEN	scho	1	1	1	1	1	3	p|s|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cho	r	R_RADIX	rcho	0	0	0	0	0	3	p|s|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cho	l	L_LIGNUM	lcho	6	6	5	3	3	3	p|s|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
cho	f	F_BOUND_DRUG_HEAD	fcho	2	2	2	1	1	3	p|s|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chod	p	P_PULVIS	pchod	0	0	0	0	0	1	l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chod	s	S_SEMEN	schod	0	0	0	0	0	1	l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chod	r	R_RADIX	rchod	0	0	0	0	0	1	l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chod	l	L_LIGNUM	lchod	1	1	1	1	1	1	l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chod	f	F_BOUND_DRUG_HEAD	fchod	1	1	1	0	0	1	l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chodaiin	p	P_PULVIS	pchodaiin	4	4	4	4	4	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chodaiin	s	S_SEMEN	schodaiin	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chodaiin	r	R_RADIX	rchodaiin	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chodaiin	l	L_LIGNUM	lchodaiin	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chodaiin	f	F_BOUND_DRUG_HEAD	fchodaiin	2	2	2	2	2	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chody	p	P_PULVIS	pchody	5	5	5	3	3	3	p|r|l	0	STRONG_THREE_HEAD_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chody	s	S_SEMEN	schody	0	0	0	0	0	3	p|r|l	0	STRONG_THREE_HEAD_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chody	r	R_RADIX	rchody	1	1	1	1	1	3	p|r|l	0	STRONG_THREE_HEAD_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chody	l	L_LIGNUM	lchody	2	2	2	1	1	3	p|r|l	0	STRONG_THREE_HEAD_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chody	f	F_BOUND_DRUG_HEAD	fchody	1	1	1	0	0	3	p|r|l	0	STRONG_THREE_HEAD_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chol	p	P_PULVIS	pchol	5	5	5	5	5	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chol	s	S_SEMEN	schol	3	3	3	3	3	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chol	r	R_RADIX	rchol	1	1	1	0	1	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chol	l	L_LIGNUM	lchol	3	3	3	3	3	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chol	f	F_BOUND_DRUG_HEAD	fchol	2	2	2	1	1	4	p|s|r|l	1	COMPLETE_FIVE_HEAD_GRID	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
choly	p	P_PULVIS	pcholy	1	1	1	1	1	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
choly	s	S_SEMEN	scholy	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
choly	r	R_RADIX	rcholy	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
choly	l	L_LIGNUM	lcholy	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
choly	f	F_BOUND_DRUG_HEAD	fcholy	1	1	1	1	1	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chom	p	P_PULVIS	pchom	1	1	1	1	1	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chom	s	S_SEMEN	schom	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chom	r	R_RADIX	rchom	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chom	l	L_LIGNUM	lchom	0	0	0	0	0	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chom	f	F_BOUND_DRUG_HEAD	fchom	1	1	1	1	1	1	p	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chor	p	P_PULVIS	pchor	12	12	12	10	10	3	p|s|l	0	STRONG_THREE_HEAD_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chor	s	S_SEMEN	schor	3	3	3	3	3	3	p|s|l	0	STRONG_THREE_HEAD_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chor	r	R_RADIX	rchor	0	0	0	0	0	3	p|s|l	0	STRONG_THREE_HEAD_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chor	l	L_LIGNUM	lchor	4	4	4	2	2	3	p|s|l	0	STRONG_THREE_HEAD_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chor	f	F_BOUND_DRUG_HEAD	fchor	3	3	3	2	2	3	p|s|l	0	STRONG_THREE_HEAD_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chos	p	P_PULVIS	pchos	0	0	0	0	0	2	s|r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chos	s	S_SEMEN	schos	1	1	1	1	1	2	s|r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chos	r	R_RADIX	rchos	1	1	1	1	1	2	s|r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chos	l	L_LIGNUM	lchos	0	0	0	0	0	2	s|r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
chos	f	F_BOUND_DRUG_HEAD	fchos	1	1	1	0	0	2	s|r	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
choy	p	P_PULVIS	pchoy	1	1	1	0	0	2	p|s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
choy	s	S_SEMEN	schoy	1	1	1	0	0	2	p|s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
choy	r	R_RADIX	rchoy	0	0	0	0	0	2	p|s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
choy	l	L_LIGNUM	lchoy	0	0	0	0	0	2	p|s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
choy	f	F_BOUND_DRUG_HEAD	fchoy	1	1	1	0	0	2	p|s	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
dar	p	P_PULVIS	pdar	2	2	2	1	1	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
dar	s	S_SEMEN	sdar	0	0	0	0	0	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
dar	r	R_RADIX	rdar	0	0	0	0	0	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
dar	l	L_LIGNUM	ldar	5	5	5	4	4	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
dar	f	F_BOUND_DRUG_HEAD	fdar	1	1	1	0	0	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
oar	p	P_PULVIS	poar	2	2	2	2	2	2	p|l	0	SHARED_BODY_SUPPORT	FIFTH_MATERIA_HEAD_ARCHITECTURE__F_VALUE_BOUND
