surface	working_meaning_de	source	strength	scope_state	priority
chear	trockene Fraktion I	GDT639:ROUND_05	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	KNOWN_EXACT_WHOLE	120
checkhdy	trockenes Arzneikompositum am Gradanfang, abgeschlossen	GDT651:PROVISIONAL_LOW_N_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	147
checkhey	trockenes Arzneikompositum in der Gradmitte	GDT651:STRONG_LEARNED_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	147
checkhy	trockenes Arzneikompositum am Gradanfang	GDT651:STRONG_LEARNED_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	147
checthy	trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	V13:DRY_BOUND_CTH_MATERIAL	REVISED_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
chedal	trockene abgemessene Rohstoffmenge I in der Gradmitte	GDT655:NEW_EXACT_WHOLE	EXACT_WHOLE_DAL_AL_CONSOLIDATION	KNOWN_EXACT_WHOLE	152
chedy	trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
cheeal	Rohstoffklasse I, trocken am Gradende	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
cheecthy	trockenes Blatt-/Krautgut mit erweiterter Bindungsstufe II	V13:DRY_EXTENDED_BOUND_CTH	NEW_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
cheedy	trocken am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
cheey	trocken am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
chekal	Rohstoffklasse I: trocken in der Gradmitte; heiß am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
cheo	trocken angesetzte Zubereitung	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
cheoal	trocken angesetzte Zubereitung aus Rohstoffklasse I	GDT657:EXACT_PREPARATION_HEAD_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
cheockhey	trocken angesetztes Arzneikompositum in der Gradmitte	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cheockhy	trocken angesetztes Arzneikompositum am Gradanfang	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cheocthey	trockene Drogenzubereitung, Form I	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
cheocthy	attributiv trockene CTH-Drogenzubereitung	V13:DRY_BOUND_CTH_PREPARATION	REVISED_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
cheodain	Trockenansatz, Dosis II	GDT643:ROUND_01	EXACT_ZL3B_WHOLE_EXPOSED_HOLE	KNOWN_EXACT_WHOLE	124
cheody	getrockneter Ansatz	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
cheokal	trocken angesetzte Zubereitung aus heißem Rohstoff Klasse I am Gradanfang	GDT657:EXACT_PREPARATION_HEAD_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
cheokedy	trocken angesetzte heiße Zubereitung in der Gradmitte, abgeschlossen	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cheokeey	trocken angesetzte heiße Zubereitung am Gradende	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cheokey	trocken angesetzte heiße Zubereitung in der Gradmitte	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cheoky	trocken angesetzte heiße Zubereitung am Gradanfang	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cheol	trockener Drogenstoff	GDT642:ROUND_01	EXACT_WHOLE_E_OL_OR_CARRIER	KNOWN_EXACT_WHOLE	123
cheor	trockener Drogenteil	GDT642:ROUND_02	EXACT_WHOLE_E_OL_OR_CARRIER	KNOWN_EXACT_WHOLE	123
chep	trockenes Pulver	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
chetchy	getrocknete Droge; kalt-trocken, Grundform	GDT641:ROUND_02	EXACT_WHOLE_SURFACE_TCH_COMPLETION	KNOWN_EXACT_WHOLE	122
chety	trocken-kalte gebundene Form	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
chey	trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
chkaiin	heiß-trocken, Grad III	GDT638:ROUND_08	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
chkal	Rohstoffklasse I, trocken-heiß am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
choal	Trockenansatz aus Rohstoffklasse I	GDT657:READER_UNSTABLE_PREDICTED_COMPOUND	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
chockhedy	Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chockhey	Arzneikompositum im Trockenansatz in der Gradmitte	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chockhy	Arzneikompositum im Trockenansatz am Gradanfang	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chocthy	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	V13:DRY_CTH_PREPARATION	REVISED_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
choiin	trockene Zubereitungsform III	GDT638:ROUND_02	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
chokal	Trockenansatz aus heißem Rohstoff Klasse I am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
chokcheo	Trockenansatz aus heißem Trockenpräparat	GDT658:EXACT_NESTED_PREPARATION_WHOLE	EXACT_WHOLE_RESIDUAL_CONCRETE_COMPLETION	KNOWN_EXACT_WHOLE	156
chokchy	Trockenansatz: heiß-trockene Grundform	GDT644:ROUND_03	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
chokedy	heiß-trockener Ansatz in der Gradmitte, abgeschlossen	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chokeedy	heiß-trockener Ansatz am Gradende, abgeschlossen	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chokeey	heiß-trockener Ansatz am Gradende	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chokey	heiß-trockener Ansatz in der Gradmitte	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
choky	heiß-trockene Zubereitung, Grundform	GDT643:ROUND_03	EXACT_ZL3B_WHOLE_EXPOSED_HOLE	KNOWN_EXACT_WHOLE	124
chol	trocken; nominal trockenes Gut/Material	V13:DRY_OL_FORM	NEW_PRIMARY_DEFAULT	KNOWN_CONTEXT_LICENSED	60
cholaiin	trocken, Grad III	V13:DIRECT_QUALITY_VALUE	NEW_CONCRETE_READING	KNOWN_CONTEXT_LICENSED	60
choldaiin	trocken, Grad III	V13:FUSED_FREE_VALUE	NEW_CONCRETE_READING	KNOWN_CONTEXT_LICENSED	60
cholkaiin	Trockengut, heiß im dritten Grad	GDT648:STRICT_WHOLE_COMPLETION	EXACT_WHOLE_COMPOSITIONAL_COMPLETION	KNOWN_EXACT_WHOLE	140
cholor	trockene Zutat	GDT650:PROVISIONAL_BOUNDARY_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	145
chor	Pflanzen-/Reproduktionsteil	V13:PART_OR_FORM	INHERITED_CONTEXT_SPLIT	KNOWN_CONTEXT_LICENSED	60
choraiin	Blüten-/Pflanzenteil, Menge/Klasse III	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
chorain	Blüten-/Pflanzenteil, Menge/Klasse II	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
chotaiin	trockene Zubereitung: kalt, Grad III	GDT639:ROUND_03	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	KNOWN_EXACT_WHOLE	120
chotal	Trockenansatz aus kaltem Rohstoff Klasse I am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
chotcheol	Trockenansatz aus kalt-trockenem Drogenstoff	GDT640:ROUND_04	EXACT_WHOLE_SURFACE_DOWNSTREAM_PREDICTION	KNOWN_EXACT_WHOLE	121
chtain	kalt-trocken, Grad II	GDT638:ROUND_09	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
chtal	Rohstoffklasse I, trocken-kalt am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
chy	trocken am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
ckhdy	Arzneikompositum am Gradanfang, abgeschlossen	GDT652:PROVISIONAL_LOW_N_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
ckhedy	Arzneikompositum in der Gradmitte, abgeschlossen	GDT652:PROVISIONAL_LOW_N_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
ckheey	Arzneikompositum am Gradende	GDT652:STRONG_NEUTRAL_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
ckhey	Arzneikompositum in der Gradmitte	GDT652:STRONG_NEUTRAL_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
ckhy	Arzneikompositum am Gradanfang	GDT652:STRONG_NEUTRAL_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cthaiin	Blatt-/Krautgut, Menge/Klasse III	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
cthain	Blatt-/Krautgut, Menge/Klasse II	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
cthan	Blatt-/Krautgut, Menge/Klasse I	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
cthar	CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I	GDT639:ROUND_04	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	KNOWN_EXACT_WHOLE	120
ctheey	CTH-Drogenmaterial, Form II	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
cthey	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	GDT638:ROUND_03	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
cthoiin	Blatt-/Krautzubereitung, Form III	GDT638:ROUND_01	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
cthol	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	GDT644:ROUND_02	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
cthom	eine Handvoll Blatt- oder Krautansatz	GDT645:ROUND_05	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
cthor	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	GDT638:ROUND_04	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
cthy	CTH-Drogenmaterial	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
daiiin	Grad-/Maßwert IV	V13:CONTEXTUAL_VALUE_SERIES	CONTEXTUAL_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
daiil	abgemessene Rohstoffmenge III	GDT655:READER_UNSTABLE_COMPOSITIONAL_WHOLE	READER_UNSTABLE_COMPOSITIONAL_WHOLE	KNOWN_ZL3B_PREDICTED_WHOLE_READER_UNSTABLE	151
daiin	Grad-/Maßwert III	V13:CONTEXTUAL_VALUE_SERIES	CONTEXTUAL_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
daiir	abgemessene Fraktion III	GDT649:STRONG_FAMILY_DEFAULT	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	145
dail	abgemessene Rohstoffmenge II	GDT655:NEW_EXACT_WHOLE	EXACT_WHOLE_DAL_AL_CONSOLIDATION	KNOWN_EXACT_WHOLE	152
dain	Grad-/Maßwert II	V13:CONTEXTUAL_VALUE_SERIES	CONTEXTUAL_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
dair	abgemessene Fraktion II	GDT649:STRONG_FAMILY_DEFAULT	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	145
dairodg	abgemessene Fraktion II, als Zubereitung abgeschlossen	GDT649:EXPLORATORY_LEARNED_WHOLE	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	145
dal	abgemessene Rohstoffmenge I	GDT655:NEW_EXACT_WHOLE	EXACT_WHOLE_DAL_AL_CONSOLIDATION	KNOWN_EXACT_WHOLE	152
daldy	abgemessene Rohstoffmenge I, abgeschlossen	GDT655:NEW_EXACT_WHOLE	EXACT_WHOLE_DAL_AL_CONSOLIDATION	KNOWN_EXACT_WHOLE	152
daltedy	abgekühltes Material	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
daly	abgemessene Rohstoffmenge I, Grundform	GDT655:NEW_EXACT_WHOLE	EXACT_WHOLE_DAL_AL_CONSOLIDATION	KNOWN_EXACT_WHOLE	152
dan	Grad-/Maßwert I	V13:CONTEXTUAL_VALUE_SERIES	CONTEXTUAL_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
dar	abgemessene Fraktion I	GDT649:STRONG_FAMILY_DEFAULT	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	145
dchol	Maß trockenen Materials	GDT639:ROUND_02	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	KNOWN_EXACT_WHOLE	120
doiin	Zubereitungsmaß, Form III	GDT638:ROUND_10	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
dol	Materialmaß	GDT638:ROUND_11	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
dolshedy	eingeweichtes Material	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
dory	abgemessene Portion	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
ety	gekühlt	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
kaiiin	heiß, Grad IV	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
kaiin	heiß, Grad III	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
kain	heiß, Grad II	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
kal	Rohstoffklasse I, heiß am Gradanfang	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
kan	heiß, Grad I	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
kar	heiße Drogenfraktion I	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
kchal	Rohstoffklasse I, heiß-trocken am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
kchdy	heiß und trocken am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kchedy	heiß und trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kcheedy	heiß und trocken am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION_READER_WARNING	ZL3B_QUALITY_SUBDEGREE_READER_WARNING	KNOWN_READER_VARIANT_WHOLE	130
kcheey	heiß und trocken am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kchey	heiß und trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kcho	Zubereitung: heiß und trocken	GDT638:ROUND_07	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
kchy	heiß und trocken am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kedy	heiß in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
keedy	heiß am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
keey	heiß am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
keol	heißer Drogenstoff	GDT648:STRICT_WHOLE_COMPLETION	EXACT_WHOLE_COMPOSITIONAL_COMPLETION	KNOWN_EXACT_WHOLE	140
key	heiß in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kol	heiß; nominal heißes Gut/Material	V13:HOT_OL_FORM	NEW_PRIMARY_DEFAULT	KNOWN_CONTEXT_LICENSED	60
kor	heiße Drogenportion	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
kshdy	heiß und feucht am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kshedy	heiß und feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
ksheey	heiß und feucht am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kshey	heiß und feucht in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kshy	heiß und feucht am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
ky	heiß am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
laiin	Drogenholz, Typ/Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lair	Holzfraktion II	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lal	Holzrohstoff I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lam	Drogenholz: Maß-/Einheitsform I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lar	Holzfraktion I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lchedy	getrocknetes Drogenholz	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
