master_card_id	master_form	registered_surfaces	current_default_de	syntactic_type	teaching_layer	drawer	event_count
MC017	okain	okain|qokain	Anteil zugeben	QUANTITY_ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	7
MC018	qotedaiin	qotedaiin	danach · kurz · Sollmaß	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC019	oldy	oldy	fertig	TERMINAL_STATE	REVISED_SHARED_17	ACTIVE_CORE	2
MC020	solkeey	solkeey	auffangen · länger · Posten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC021	oltchy	oltchy	weiter · bereitstellen · Posten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC022	chckhal	chckhal	Durchgang · Zielstelle	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1
MC023	kair	kair	Flüssigkeitslauf	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC024	qokol	qokol	einsetzen · weiter	LEARNED_ORDER_OR_LINK	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1
MC025	dchedy	dchedy|schedy|tchedy	überführen; Schluss	TERMINAL_ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	4
MC026	choky	choky|oky|qoky	einsetzen	ACTION	REVISED_SHARED_17	ACTIVE_CORE	10
MC027	oykchor	oykchor	Posten · bearbeiten · Ansatz	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC028	olchedy	olchedy|qolchedy	weiterführen; Schluss	TERMINAL_ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3
MC029	lar	lar	abführen · Ausgang	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC030	lo	lo	abführen	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC031	dalchdy	dalchdy	Zielstelle · übertragen; schließen	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC032	cheeky	cheeky	länger bearbeiten	DURATIVE_ACTION	REVISED_SHARED_17	ACTIVE_CORE	2
MC033	oiiin	oiiin|soiiin	Arbeitsstufe	LEARNED_QUANTITY_OR_STAGE	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	2
MC034	cho	cho|sho	weitere Zutat	OBJECT	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	4
MC035	chckhy	chckhy|shckhy	durchleiten	ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	4
MC036	solkaiin	solkaiin	auffangen · Sollmaß	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC037	tchody	tchody	Zutat; schließen	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC038	lshedy	lshedy	waschen; schließen	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	2
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	Sollmaß	QUANTITY	REVISED_SHARED_17	ACTIVE_CORE	20
MC040	okal	okal|qokal	dorthin einsetzen	TARGET_ACTION	REVISED_SHARED_17	ACTIVE_CORE	6
MC041	okchol	okchol	einsetzen · weiter	LEARNED_ORDER_OR_LINK	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1
MC042	cheedar	cheedar	übertragen · Ausgang	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC043	shecthedchy	shecthedchy	bereitstellen · übertragen · Posten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC044	qokar	qokar	einsetzen · Ausgang	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC045	olkeedy	olkeedy|solkeedy	lange sammeln; Schluss	TERMINAL_ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3
MC046	raly	raly	Zielstelle · Posten	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC047	ykain	ykain	Posten · Anteil	LEARNED_QUANTITY_OR_STAGE	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1
MC048	kaiiin	kaiiin	Arbeitsstufe	LEARNED_QUANTITY_OR_STAGE	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1
MC049	schoal	schoal	Zutat · Zielstelle	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC050	solkey	solkey	auffangen · kurz · Posten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC051	lchedal	lchedal	abführen · übertragen · Zielstelle	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC052	qekey	qekey	bearbeiten · kurz · Posten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC053	otol	otol	danach · weiter	LEARNED_ORDER_OR_LINK	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1
MC054	qokaly	qokaly	einsetzen · Zielstelle · Posten	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC055	char	char|dar|sar	davon	SOURCE_ANAPHOR	REVISED_SHARED_17	ACTIVE_CORE	5
MC056	ral	ral	Zielstelle	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC057	otchedy	otchedy|qotchedy	danach · übertragen; schließen	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	2
MC058	sheckhal	sheckhal	Durchgang · kurz · Zielstelle	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1
MC059	dain	dain	Tuch	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	2
MC060	otaiin	otaiin|sotaiin	Folgemaß	ORDERED_QUANTITY	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3
MC061	sshkchdy	sshkchdy	halten · bearbeiten · übertragen; schließen	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC062	shoyty	shoyty	Zutat · Posten · Teil	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC063	oteey	oteey	danach · länger · Posten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2
MC064	chedchy	chedchy	übertragen · Posten	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC065	ls	ls	abführen	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC066	lcheey	lcheey	abführen · Klarlauf	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1
MC067	otchdy	otchdy	danach · übertragen; schließen	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC068	sotodan	sotodan	danach · anwenden	LEARNED_APPLICATION_ACTION	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	1
MC069	otytchol	otytchol	danach · Teil · weiter	LEARNED_QUANTITY_OR_STAGE	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1
MC070	pchedy	pchedy	zuführen · übertragen; schließen	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC071	dchey	dchey	Wurzel · Posten	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC072	orain	orain	Ansatz · Anteil	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC073	qcthey	qcthey|shcthey	bereitstellen · kurz · Posten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2
MC074	chdy	chdy|chedy	überführen	ACTION	REVISED_SHARED_17	ACTIVE_CORE	11
MC075	ycheor	ycheor	Posten · Auszug · Ansatz	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC076	dsheol	dsheol	halten · kurz · weiter	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC077	kchal	kchal	bearbeiten · Zielstelle	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC078	olsaly	olsaly	Zielstelle · Posten	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC079	daldy	daldy	Zielstelle; schließen	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC080	chor	chor|or|shor|sor	Ansatz	OBJECT	REVISED_SHARED_17	ACTIVE_CORE	7
MC081	okair	okair	einsetzen · Flüssigkeitslauf	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC082	qokeedy	qokeedy	lange einwirken; Schluss	TERMINAL_ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	10
MC083	qokedy	qokedy	kurz einwirken; Schluss	TERMINAL_ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	8
MC084	rshedy	rshedy	waschen; schließen	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1
MC085	cheoar	cheoar	Auszug · Ausgang	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC086	chety	chety|chty	Anteil	QUANTITY_OBJECT	REVISED_SHARED_17	ACTIVE_CORE	2
MC087	chodaiin	chodaiin	Zutat · Sollmaß	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC088	qokchdy	qokchdy	einführen; Schluss	TERMINAL_ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3
MC089	skar	skar	ausgießen · Ausgang	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC090	kchol	kchol	bearbeiten · weiter	LEARNED_ORDER_OR_LINK	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1
MC091	dairydy	dairydy	Flüssigkeitslauf · Posten; schließen	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC092	lol	lol	abführen · weiter	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC093	otal	otal|qotal	danach dorthin	TARGET_ANAPHOR	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3
MC094	cheeety	cheeety	vollständig · Teil	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC095	sheey	sheey	halten · länger · Posten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC096	qokeedal	qokeedal	einsetzen · länger · Zielstelle	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC097	olkain	olkain|qolkain	weiter · Anteil	LEARNED_QUANTITY_OR_STAGE	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	2
MC098	tshol	tshol	Zutat · abführen	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC099	cheeckhody	cheeckhody	länger · Durchgang · Zutat; schließen	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1
MC100	ody	ody	kühlen	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC101	ldalor	ldalor	Zielstelle	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC102	rsheal	rsheal	halten · kurz · Zielstelle	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC103	chokchy	chokchy|okchy|qokchy	weiterbearbeiten	ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3
MC104	keol	keol	kurz · weiter	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC105	chkain	chkain|kain	Anteil	QUANTITY_OBJECT	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3
MC106	teol	teol	kurz · weiter	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC107	qotchy	qotchy	danach · Posten	LEARNED_ORDER_OR_LINK	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1
MC108	etyd	etyd	kurz · Teil	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC109	ytey	ytey	Posten · kurz · Teil	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC110	chkeedy	chkeedy	wärmen · länger; schließen	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC111	shfydaiin	shfydaiin	halten · Sollmaß	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC112	octheol	octheol	bereitstellen · weiter	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC113	shedal	shedal	absetzen · Zielstelle	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2
MC114	sh	sh	halten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC115	qoctholy	qoctholy	bereitstellen · weiter · Posten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC116	schedair	schedair	Flüssigkeitslauf	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC117	kchy	kchy	bearbeiten · Posten	LEARNED_LOCAL_ACTION	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION	1
MC118	ly	ly	abführen · Posten	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC119	cheey	cheey|shey	Klarauszug	PRODUCT_OBJECT	REVISED_SHARED_17	ACTIVE_CORE	4
MC120	okaiin	okaiin|qokaiin	bemessen	QUANTITY_ACTION	REVISED_SHARED_17	ACTIVE_CORE	9
MC121	otar	otar	danach · Ausgang	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC122	kchey	kchey	bearbeiten · kurz · Posten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC123	chey	chey|chy|dy|shy|sy|y	dies	ITEM_ANAPHOR	REVISED_SHARED_17	ACTIVE_CORE	18
MC124	lkedy	lkedy	abführen · kurz; schließen	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC125	chochor	chochor	Zutat · Ansatz	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC126	pchedal	pchedal	zuführen · übertragen · Zielstelle	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC127	lched	lched	abführen · übertragen	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC128	cheedy	cheedy|shedy|tedy	kurz absetzen; Schluss	TERMINAL_ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	12
MC129	cfhy	cfhy	auswringen · Posten	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1
MC130	lsho	lsho	waschen	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1
MC131	choy	choy	Zutat · Posten	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC132	sheckhy	sheckhy	Durchgang · kurz · Posten	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1
MC133	lcheckhedy	lcheckhedy	abführen · trennen; schließen	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1
MC134	qolky	qolky	weiter	LEARNED_ORDER_OR_LINK	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1
MC135	otedy	otedy	danach · kurz; schließen	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2
MC136	kchoar	kchoar	Auszug · Ausgang	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC137	shecthy	shecthy	bereitstellen · kurz · Posten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC138	dshedy	dshedy	absetzen · kurz; schließen	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC139	dchdy	dchdy	übertragen; schließen	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC140	qokeeedy	qokeeedy	einsetzen · vollständig; schließen	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC141	tshey	tshey	Klarlauf	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1
MC142	dchol	dchol|schol	vom vorigen	SOURCE_ANAPHOR	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	2
MC143	shckhedy	shckhedy	seihen; Schluss	TERMINAL_ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3
MC144	chldaiin	chldaiin	absetzen · Sollmaß	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC145	chedain	chedain	übertragen · Anteil	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
MC146	chealror	chealror	Zielstelle · Ansatz	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC147	cheky	cheky	kurz wärmen	ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3
MC148	ykan	ykan	Posten · Anteil	LEARNED_QUANTITY_OR_STAGE	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1
MC149	solshedy	solshedy	weiter · absetzen; schließen	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC150	okeeol	okeeol	einsetzen · länger · weiter	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC151	qokshedy	qokshedy	einsetzen · absetzen; schließen	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC152	ches	ches	teilen	LEARNED_LOCAL_ACTION	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION	1
MC153	cheol	cheol|chol|ol|qol|sol|tol	weiter	CONTINUATION_LINK	REVISED_SHARED_17	ACTIVE_CORE	19
MC154	al	al|chal|cheal|dal|sal|tal	dorthin	TARGET_ANAPHOR	REVISED_SHARED_17	ACTIVE_CORE	10
MC155	lchedy	lchedy	abführen; Schluss	TERMINAL_ACTION	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	8
MC156	cphy	cphy	nachseihen · Posten	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1
MC157	cholor	cholor|olor	damit weiter	CARRIED_PREPARATION	REVISED_SHARED_17	ACTIVE_CORE	2
MC158	cthoor	cthoor	bereitstellen · Ansatz	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC159	os	os	Gefäß	LEARNED_OBJECT	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1
MC160	talam	talam	Zielstelle · verwahren	LEARNED_APPLICATION_ACTION	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	1
MC161	checthy	checthy|cthy|shcthy	bereit	STATE	REVISED_SHARED_17	ACTIVE_CORE	7
MC162	qolchey	qolchey	weiter · Posten	LEARNED_ORDER_OR_LINK	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1
MC163	qotchol	qotchol	danach · weiter	LEARNED_ORDER_OR_LINK	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1
MC164	qokylddy	qokylddy	einsetzen · Posten · festbinden	LEARNED_APPLICATION_ACTION	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	1
MC165	qockhey	qockhey	einsetzen · Durchgang · kurz · Posten	LEARNED_PROCESS_OR_PATH	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1
MC166	chkeey	chkeey	wärmen · länger · Posten	LEARNED_PROCESS_OR_STATE	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1
MC167	lochedy	lochedy	abführen · übertragen; schließen	LEARNED_TRANSFER_OR_ADDRESS	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1
