page	locus	section	language	hand	token_count	new_v50_positions	residual_unknown_positions	inherited_narrow_carrier_positions	inherited_other_assigned_positions	literal_narrow_carrier_positions	literal_narrow_carrier_matches	working_narrow_carrier_positions	working_narrow_carrier_matches	assigned_fraction	complete	action_positions	action_ordinals	action_surfaces	line_mode	source_action_mode	gdt675_render_correction	new_surface	new_reader_support	remaining_unknown_surfaces	zl3b_line	literal_token_glosses_de	working_line_de	review_note
f112r	f112r.36	S	B	3	6	1	1	3	1	4	4	4	4	0.833333	0	0	NONE	NONE	QUANTITY_LABEL	CATALOGUE	BIND_OLAM_AS_UNIT_OF_OKEEY	olam	BOTH_EXACT	olchain	sain ol checkhy olchain okeey olam	Saatgut, Typ/Charge II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockenes Arzneikompositum am Gradanfang | [olchain:?] | heißer Ansatz am Ende des Grades | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	Saatgut, Charge II · Ansatz/Gut · trockenes Arzneikompositum, Anfangsstufe · ⟦olchain:?⟧ · heißer Ansatz, Endstufe · ein Maß Ansatz-/Drogenmaterial.	HOLD: olam ist sicher ein Maß; Stoffklasse beziehungsweise Holzbindung bleibt offen.
f112v	f112v.10	S	B	3	4	1	0	1	2	1	1	1	1	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	CATALOGUE	BIND_OROR_AS_QUANTITY_OF_OKCHEDY	oror	ONE_EXACT	NONE	dain sheey okchedy oror	Grad-/Maßwert II | feucht am Ende des Grades | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | zwei Portionen	Grad/Maß II · feucht, Endstufe · heiß-trockener Ansatz, Mittelstufe, abgeschlossen · zwei Portionen.	HOLD: vollständiges Zustands- und Mengenlabel; oror passt ohne Zusatzannahme.
f113v	f113v.12	S	B	3	5	1	2	1	1	1	1	1	1	0.600000	0	0	NONE	NONE	QUANTITY_LABEL	CATALOGUE	PROVISIONAL_BIND_OROR_TO_IMMEDIATE_OLCHEY;HEAD_GLOSS_OPEN	oror	BOTH_EXACT	otsheody|olchey	solchedy otsheody arl olchey oror	getrockneter Samen/Saatgutstoff/-ansatz | [otsheody:?] | erste Holzdrogenfraktion | [olchey:?] | zwei Portionen	Getrockneter Samen-/Saatgutansatz · ⟦otsheody:?⟧ · erste Holzdrogenfraktion · ⟦olchey:?⟧ · zwei Portionen.	HOLD: oror quantifiziert das vorausgehende Fraktionsregister.
f113v	f113v.17	S	B	3	7	1	3	1	2	2	2	2	2	0.571429	0	0	NONE	NONE	NOMINAL_REGISTER	CATALOGUE	LOCAL_BIND_LCHEEY_TO_OLKAR;BIND_OKAIIN_GRADE_III;KEEP_OL_BOUNDARY_OPEN	olkar	BOTH_EXACT	saraiin|cthororaiin|yteeeor	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor	[saraiin:?] | feucht in der Mitte des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | heiß, Grad III, im Ansatzrahmen | [cthororaiin:?] | [yteeeor:?]	⟦saraiin:?⟧ · feucht, Mittelstufe, abgeschlossen · trocken gebundenes Drogenholz, Form II · erste erhitzte Drogenfraktion im Ansatz · heiß, Grad III, im Ansatz · ⟦cthororaiin:?⟧ · ⟦yteeeor:?⟧.	HOLD: olkar ist nominale erhitzte Fraktion; keine Imperativvalenz vorhanden.
f113v	f113v.3	S	B	3	7	1	2	1	3	2	2	2	2	0.714286	0	0	NONE	NONE	QUANTITY_LABEL	CATALOGUE	LOCAL_BIND_OLAM_AS_UNIT_OF_OLOL;KEEP_OL_BOUNDARY_OPEN	olam	BOTH_EXACT	chotar|okeeodar	sar aiin chotar okeeodar qokain olol olam	Samenfraktion I | Menge III | [chotar:?] | [okeeodar:?] | heiß, Grad II | Holzdrogen-Grundansatz | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	Samenfraktion I · Menge III · ⟦chotar:?⟧ · ⟦okeeodar:?⟧ · heiß, Grad II · Holzdrogen-Grundansatz · ein Maß Ansatz-/Drogenmaterial.	HOLD: olam schließt ein Mengenetikett ab; Holzbezug ist möglich, aber nicht erzwungen.
f114r	f114r.24	S	B	3	13	1	5	2	5	3	3	3	3	0.615385	0	0	NONE	NONE	NOMINAL_REGISTER	CATALOGUE	NONE	chcphey	BOTH_EXACT	tchedaiin|chpcheey|cphochy|aiir|chopo	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty chopo sair cphy dair	[tchedaiin:?] | abgemessener Drogenrohstoff I | Pflanzen-/Reproduktionsteil | [chpcheey:?] | bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum | [cphochy:?] | eine Charge Trockenansatz | [aiir:?] | trocken-kalt am Gradanfang | [chopo:?] | Samenfraktion II | Arzneikompositum in Grundform | abgemessene Fraktion II	⟦tchedaiin:?⟧ · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · ⟦chpcheey:?⟧ · bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · ⟦cphochy:?⟧ · Charge Trockenansatz · ⟦aiir:?⟧ · trocken-kalt, Anfangsstufe · ⟦chopo:?⟧ · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.	HOLD/SPLIT: chcphey ist ein benanntes Trockenprodukt zwischen Materialangaben.
f114r	f114r.26	S	B	3	10	1	3	4	2	5	5	5	5	0.700000	0	0	NONE	NONE	QUANTITY_LABEL	CATALOGUE	PROVISIONAL_BIND_OLAM_TO_IMMEDIATE_AIROY;HEAD_GLOSS_OPEN	olam	BOTH_EXACT	ycheeodaiin|olkaiir|airoy	ycheeodaiin olkaiir qokaiin chodaiin okar olkaiin okaiin cheody airoy olam	[ycheeodaiin:?] | [olkaiir:?] | heiß, Grad III | Trockenansatz, Dosis III | heiße Drogenfraktion I im Ansatz | heiße Drogenbasis, Stufe III | heiß, Grad III, im Ansatzrahmen | getrockneter Ansatz | [airoy:?] | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	⟦ycheeodaiin:?⟧ · ⟦olkaiir:?⟧ · heiß, Grad III · Trockenansatz, Dosis III · heiße Drogenfraktion I im Ansatz · heiße Drogenbasis, Stufe III · heiß, Grad III, im Ansatz · getrockneter Ansatz · ⟦airoy:?⟧ · ein Maß Ansatz-/Drogenmaterial.	HOLD: olam ist der Abschluss eines gestuften Mengenregisters.
f114v	f114v.36	S	B	3	11	1	4	1	5	1	1	2	2	0.636364	0	1	6	qopchol	MIXED_RECORD	MIXED_ACTION	NONE	qopchol	BOTH_EXACT	oidal|op|shoko|qopaiin	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	kalt und feucht in der Mitte des Grades | [oidal:?] | [op:?] | [shoko:?] | kalt-trockener Ansatz in der Mitte des Grades | nimm getrockneten Pulverstoff | [qopaiin:?] | kalte Drogenfraktion I | Rohstoffklasse I | Rohstoffklasse I, heiß am Gradanfang | Wurzel/Wurzeldroge: Maß-/Einheitsform I	Kalt-feucht, Mittelstufe · ⟦oidal:?⟧ · ⟦op:?⟧ · ⟦shoko:?⟧ · kalt-trockener Ansatz, Mittelstufe · getrockneten Pulverstoff nehmen · ⟦qopaiin:?⟧ · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I im heißen Anfangsansatz · Wurzeldroge, Einheit I.	HOLD: qopchol hat mit dem expliziten Pulverstoff eine natürliche Entnahmevalenz.
f115r	f115r.1	S	B	@	11	1	5	3	2	3	3	3	3	0.545455	0	1	2	qopchol	MIXED_RECORD	MIXED_ACTION	NONE	qopchol	BOTH_EXACT	fdar|qochedain|cheop|oroiir|oechedy	fdar qopchol qochedain otedy cheop ol teeedy oroiir oechedy oteedy qotchedy	[fdar:?] | nimm getrockneten Pulverstoff | [qochedain:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [cheop:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | vollständig abgekühlt und abgeschlossen | [oroiir:?] | [oechedy:?] | kalter Ansatz am Ende des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades, abgeschlossen	⟦fdar:?⟧ · getrockneten Pulverstoff nehmen · ⟦qochedain:?⟧ · kalter Ansatz, Mittelstufe, abgeschlossen · ⟦cheop:?⟧ · Ansatz/Gut · vollständig abgekühlt und abgeschlossen · ⟦oroiir:?⟧ · ⟦oechedy:?⟧ · kalter Ansatz, Endstufe, abgeschlossen · kalt-trocken, Mittelstufe, abgeschlossen.	HOLD: qopchol bleibt konkrete Entnahme; die nachfolgenden Wörter sind überwiegend Zustandsresultate.
f115r	f115r.23	S	B	@	13	1	2	1	9	1	1	1	1	0.846154	0	2	1|5	dchey|qokcho	ACTION_SEQUENCE	INSTRUCTION_INITIAL	NONE	dchey	BOTH_EXACT	qokeod|keeey	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy	eine Dosis bis zur Mittelstufe trocknen und abschließen | heiß am Ende des Grades | [qokeod:?] | Trockenansatz, abgeschlossen | erhitze, trockne und setze an | Samen-/Saatgutposten | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | stark erhitzt, Endstufe III | [keeey:?] | Holzstoff | trocken in der Mitte des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | Holzdroge, fertig aufbereitet	Eine Dosis bis Mittelstufe trocknen und abschließen · heiß, Endstufe · ⟦qokeod:?⟧ · Trockenansatz, abgeschlossen · erhitzen, trocknen und ansetzen · Samen-/Saatgutposten · trockenes Blatt-/Krautgut · stark erhitzt, Endstufe III · ⟦keeey:?⟧ · Holzstoff · trocken, Mittelstufe, abgeschlossen · heiß-trocken, Mittelstufe, abgeschlossen · Holzdroge, fertig aufbereitet.	HOLD: initiales dchey und qokcho bilden eine plausible zweiteilige Arbeitsfolge.
f116r	f116r.12	S	B	3	12	1	2	3	6	4	4	4	4	0.833333	0	1	9	olchdy	MIXED_RECORD	MIXED_ACTION	DO_NOT_BIND_OLAM_BACK_ACROSS_DAIN;OLAM_TERMINAL_UNIT_HEAD_OPEN	olam	BOTH_EXACT	qoin|cholches	qoin ar cholches okain dain cheey okeey otain olchdy otal dain olam	[qoin:?] | Drogenfraktion I | [cholches:?] | heiß im Zubereitungsrahmen, Grad II | Grad-/Maßwert II | trocken am Ende des Grades | heißer Ansatz am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | Drogenstoff trocknen und fertigstellen | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Grad-/Maßwert II | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	⟦qoin:?⟧ · Drogenfraktion I · ⟦cholches:?⟧ · heiß, Grad II, im Zubereitungsrahmen · Grad/Maß II · trocken, Endstufe · heißer Ansatz, Endstufe · kalt, Grad II, im Zubereitungsrahmen · Drogenstoff trocknen und fertigstellen · Rohstoffklasse I im kalten Anfangsansatz · Grad/Maß II · ein Maß Ansatz-/Drogenmaterial.	HOLD MIT BINDUNGSFRAGE: olam bleibt Maß; wahrscheinlich bindet dain unmittelbar daran.
f23r	f23r.6	H	A	1	12	1	4	1	6	1	1	1	1	0.666667	0	1	5	yky	MIXED_RECORD	MIXED_ACTION	NONE	dchey	BOTH_EXACT	tshol|daiidal|ytcho|ldals	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	[tshol:?] | hierzu: | heiße Drogenportion | heiß, Grad III | hierzu leicht erhitzen | abgemessene Fraktion I | heißer Ansatzstoff | abgemessene Trockendroge der Mittelstufe, abgeschlossen | [daiidal:?] | Dosis I | [ytcho:?] | [ldals:?]	⟦tshol:?⟧ · hierzu · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · abgemessene Trockendroge der Mittelstufe, abgeschlossen · ⟦daiidal:?⟧ · Dosis I · ⟦ytcho:?⟧ · ⟦ldals:?⟧.	HOLD/SPLIT: dchey an Position 8 ist nominales Trockenprodukt, nicht nochmals ein Befehl.
f24v	f24v.15	H	A	1	4	1	3	0	0	0	0	0	0	0.250000	0	1	1	dchey	ACTION_SEQUENCE	INSTRUCTION_INITIAL	NONE	dchey	BOTH_EXACT	kchod|dchal|ochdy	dchey kchod dchal ochdy	eine Dosis bis zur Mittelstufe trocknen und abschließen | [kchod:?] | [dchal:?] | [ochdy:?]	Eine Dosis bis Mittelstufe trocknen und abschließen · ⟦kchod:?⟧ · ⟦dchal:?⟧ · ⟦ochdy:?⟧.	HOLD: dchey ist als Initialhandlung möglich; der Gegenstand bleibt durch drei offene Stellen unbekannt.
f26r	f26r.2	H	B	2	9	1	5	0	3	0	0	0	0	0.444444	0	0	NONE	NONE	NOMINAL_REGISTER	CATALOGUE	OVERRIDE_INITIAL_DCHEY_TO_NOMINAL;BIND_AIIN_VALUE_III_TO_NOMINAL_DCHEY	dchey	BOTH_EXACT	adeeody|ykecthey|ytedy|checthedy|ls	dchey aiin adeeody ykecthey chedy ytedy dy checthedy ls	eine Dosis bis zur Mittelstufe trocknen und abschließen | Menge III | [adeeody:?] | [ykecthey:?] | trocken in der Mitte des Grades, abgeschlossen | [ytedy:?] | Qualitäts-/Wertfeld geschlossen | [checthedy:?] | [ls:?]	Abgemessene Trockendroge der Mittelstufe, abgeschlossen · Menge III · ⟦adeeody:?⟧ · ⟦ykecthey:?⟧ · trocken, Mittelstufe, abgeschlossen · ⟦ytedy:?⟧ · Qualitäts-/Wertfeld geschlossen · ⟦checthedy:?⟧ · ⟦ls:?⟧.	OVERRIDE: dchey aiin muss hier nominal als Produkt plus Menge gelesen werden; Imperativ plus Menge III ist zeilenweit inkohärent.
f27r	f27r.9	H	A	1	7	1	3	1	2	1	1	2	2	0.571429	0	1	1	dchey	MIXED_RECORD	INSTRUCTION_INITIAL	NONE	dchey	BOTH_EXACT	keeod|shotchey|tolg	dchey keeod shotchey chol oty chy tolg	eine Dosis bis zur Mittelstufe trocknen und abschließen | [keeod:?] | [shotchey:?] | trocken; nominal trockenes Gut/Material | kalter Ansatz am Anfang des Grades | trocken am Anfang des Grades | [tolg:?]	Eine Dosis bis Mittelstufe trocknen und abschließen · ⟦keeod:?⟧ · ⟦shotchey:?⟧ · Trockengut · kalter Ansatz, Anfangsstufe · trocken, Anfangsstufe · ⟦tolg:?⟧.	HOLD: dchey bleibt Initialhandlung; folgende Zustände können ihr Ergebnis spezifizieren.
f30r	f30r.9	H	A	1	7	1	2	0	4	0	0	1	1	0.714286	0	3	1|5|7	dchey|chcthey|cheky	ACTION_SEQUENCE	INSTRUCTION_INITIAL	NONE	dchey	BOTH_EXACT	qochar|keeaiin	dchey qochar chol keeaiin chcthey chor cheky	eine Dosis bis zur Mittelstufe trocknen und abschließen | [qochar:?] | trocken; nominal trockenes Gut/Material | [keeaiin:?] | Krautdroge bis zur mittleren Stufe trocknen | Pflanzen-/Reproduktionsteil | bis zur mittleren Trockenstufe, dann leicht erhitzen	Eine Dosis bis Mittelstufe trocknen und abschließen · ⟦qochar:?⟧ · Trockengut · ⟦keeaiin:?⟧ · Krautdroge bis zur Mittelstufe trocknen · Pflanzen-/Reproduktionsteil · bis zur mittleren Trockenstufe bringen, dann leicht erhitzen.	HOLD: dchey passt in eine dreigliedrige Trocknungs- und Erhitzungsfolge.
f49r	f49r.16	H	A	1	4	1	2	0	1	0	0	0	0	0.500000	0	0	NONE	NONE	NOMINAL_REGISTER	CATALOGUE	NONE	dchey	BOTH_EXACT	qocho|qotchody	qocho cheey dchey qotchody	[qocho:?] | trocken am Ende des Grades | abgemessene Trockendroge der Mittelstufe, abgeschlossen | [qotchody:?]	⟦qocho:?⟧ · trocken, Endstufe · abgemessene Trockendroge der Mittelstufe, abgeschlossen · ⟦qotchody:?⟧.	HOLD/SPLIT: dchey ist zwischen Zustandswörtern ein nominales Trockenprodukt.
f56r	f56r.6	H	A	1	6	1	1	0	4	0	0	0	0	0.833333	0	0	NONE	NONE	NOMINAL_REGISTER	CATALOGUE	DO_NOT_BIND_DAIIN_TO_DCHEY;NEAREST_HEAD_KEEY	dchey	BOTH_EXACT	ykcho	ykcho dy dchey keey daiin y	[ykcho:?] | Qualitäts-/Wertfeld geschlossen | abgemessene Trockendroge der Mittelstufe, abgeschlossen | heiß am Ende des Grades | Grad-/Maßwert III | Eintrag abgeschlossen	⟦ykcho:?⟧ · Qualitäts-/Wertfeld geschlossen · abgemessene Trockendroge der Mittelstufe, abgeschlossen · heiß, Endstufe · Grad/Maß III · Eintrag abgeschlossen.	HOLD/SPLIT: dchey ist Bestandteil eines abgeschlossenen Qualitätsregisters.
