condition_handle	page	locus	event_index	opaque_local_id	surface	component_parse	old_generic_reading_de	speakable_condition_word_de	workshop_scope	portable_workshop_reading_de	reading_source	local_expansion_de	mixed_codebook_reading_de	mixed_codebook_source	root_revision
C5@f69v.2	f69v	f69v.2	13	A3:G053	sheey	SH+EE+Y	LAENGER · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	FEUCHTE LAENGER HALTEN	LOCAL_CONDITION_WORD	LANG HALTEN	EXACT_SURFACE_BRIDGE	FEUCHTE LAENGER HALTEN	LANG HALTEN	FUSED_CROSS_REGISTER_WHOLE_FORM	NONE
C5@f69v.2	f69v	f69v.2	14	A3:G054	aiin	AIIN	SOLLMASS	FEUCHTEMASS	LOCAL_CONDITION_WORD	MASS	PORTABLE_COMPONENT_COMPOSITION	FEUCHTEMASS	MASS	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	15	A3:G055	y	Y	DIESER_EINTRAG	AKTUELLE FEUCHTELAGE	LOCAL_CONDITION_WORD	POSTEN	PORTABLE_COMPONENT_COMPOSITION	AKTUELLE FEUCHTELAGE	POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	16	A3:G056	daiial	NONE	LOKALE_BEDINGUNGSKARTE	FEUCHTESTUFE	LOCAL_CONDITION_WORD	FEUCHTESTUFE	LOCAL_WHOLE_WORD	FEUCHTESTUFE	FEUCHTESTUFE	LOCAL_WHOLE_WORD	NONE
C5@f69v.2	f69v	f69v.2	17	A3:G057	cheody	CHEO+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	FEUCHTAUSZUG ABSCHLIESSEN	LOCAL_CONDITION_WORD	AUSZUG · POSTEN	PORTABLE_COMPONENT_COMPOSITION	FEUCHTAUSZUG ABSCHLIESSEN	AUSZUG · POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	18	A3:G058	cheal	AL	AN	AN DER FEUCHTESTELLE	LOCAL_CONDITION_WORD	ZIELSTELLE	PORTABLE_COMPONENT_COMPOSITION	AN DER FEUCHTESTELLE	ZIELSTELLE	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	19	A3:G059	yetey	Y+E+T+E+Y	DIESER_EINTRAG · KURZ · KURZ · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	KURZE FEUCHTEPHASE	LOCAL_CONDITION_WORD	POSTEN · KURZ · BEARBEITEN · KURZ · POSTEN	PORTABLE_COMPONENT_COMPOSITION	KURZE FEUCHTEPHASE	POSTEN · KURZ · BEARBEITEN · KURZ · POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	20	A3:G060	chear	CH+E+AR	KURZ · VON · LOKALER_BEDINGUNGSKERN	KURZ VON DER FEUCHTEQUELLE	LOCAL_CONDITION_WORD	ENTNEHMEN · KURZ · QUELLE	PORTABLE_COMPONENT_COMPOSITION	KURZ VON DER FEUCHTEQUELLE	ENTNEHMEN · KURZ · QUELLE	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	21	A3:G061	y	Y	DIESER_EINTRAG	AKTUELLE FEUCHTELAGE	LOCAL_CONDITION_WORD	POSTEN	PORTABLE_COMPONENT_COMPOSITION	AKTUELLE FEUCHTELAGE	POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	22	A3:G062	dy	Y	DIESER_EINTRAG	AKTUELLE FEUCHTELAGE	LOCAL_CONDITION_WORD	POSTEN	PORTABLE_COMPONENT_COMPOSITION	AKTUELLE FEUCHTELAGE	POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	23	A3:G063	ykey	Y+K+E+Y	DIESER_EINTRAG · KURZ · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	FEUCHTE KURZ HALTEN	LOCAL_CONDITION_WORD	POSTEN · ZUGEBEN · KURZ · POSTEN	PORTABLE_COMPONENT_COMPOSITION	FEUCHTE KURZ HALTEN	POSTEN · ZUGEBEN · KURZ · POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	24	A3:G064	ch	CH	LOKALE_BEDINGUNGSKARTE	FEUCHTE ENTNEHMEN	LOCAL_CONDITION_WORD	ENTNEHMEN	PORTABLE_COMPONENT_COMPOSITION	FEUCHTE ENTNEHMEN	ENTNEHMEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	25	A3:G065	y	Y	DIESER_EINTRAG	AKTUELLE FEUCHTELAGE	LOCAL_CONDITION_WORD	POSTEN	PORTABLE_COMPONENT_COMPOSITION	AKTUELLE FEUCHTELAGE	POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	26	A3:G066	dy	Y	DIESER_EINTRAG	AKTUELLE FEUCHTELAGE	LOCAL_CONDITION_WORD	POSTEN	PORTABLE_COMPONENT_COMPOSITION	AKTUELLE FEUCHTELAGE	POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	27	A3:G067	chol	OL	WEITER	FEUCHTELAGE FORTSETZEN	LOCAL_CONDITION_WORD	FORTSETZEN	PORTABLE_COMPONENT_COMPOSITION	FEUCHTELAGE FORTSETZEN	FORTSETZEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	28	A3:G068	ykar	Y+K+AR	DIESER_EINTRAG · VON · LOKALER_BEDINGUNGSKERN	FEUCHTE VON DER QUELLE	LOCAL_CONDITION_WORD	POSTEN · ZUGEBEN · QUELLE	PORTABLE_COMPONENT_COMPOSITION	FEUCHTE VON DER QUELLE	POSTEN · ZUGEBEN · QUELLE	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	29	A3:G069	ol	OL	WEITER	WETTER FORTSETZEN	LOCAL_CONDITION_WORD	FORTSETZEN	EXACT_SURFACE_BRIDGE	WETTER FORTSETZEN	FORTSETZEN	FUSED_CROSS_REGISTER_WHOLE_FORM	NONE
C5@f69v.2	f69v	f69v.2	30	A3:G070	y	Y	DIESER_EINTRAG	AKTUELLE FEUCHTELAGE	LOCAL_CONDITION_WORD	POSTEN	PORTABLE_COMPONENT_COMPOSITION	AKTUELLE FEUCHTELAGE	POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	31	A3:G071	ykeeody	Y+K+EE+O+Y	DIESER_EINTRAG · LAENGER · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	FEUCHTE LANG HALTEN UND SCHLIESSEN	LOCAL_CONDITION_WORD	POSTEN · ZUGEBEN · LANG · ARBEITSGANG · POSTEN	PORTABLE_COMPONENT_COMPOSITION	FEUCHTE LANG HALTEN UND SCHLIESSEN	POSTEN · ZUGEBEN · LANG · ARBEITSGANG · POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	32	A3:G072	chey	Y	DIESER_EINTRAG	AKTUELLER FEUCHTEPOSTEN	LOCAL_CONDITION_WORD	POSTEN	EXACT_SURFACE_BRIDGE	AKTUELLER FEUCHTEPOSTEN	POSTEN	FUSED_CROSS_REGISTER_WHOLE_FORM	NONE
C5@f69v.2	f69v	f69v.2	33	A3:G073	dal	AL	AN	AN DER FEUCHTESTELLE	LOCAL_CONDITION_WORD	ZIELSTELLE	EXACT_SURFACE_BRIDGE	AN DER FEUCHTESTELLE	ZIELSTELLE	FUSED_CROSS_REGISTER_WHOLE_FORM	NONE
C5@f69v.2	f69v	f69v.2	34	A3:G074	ody	O+DY	LOKAL_SCHLIESSEN · LOKALER_BEDINGUNGSKERN	FEUCHTEGANG SCHLIESSEN	LOCAL_CONDITION_WORD	ARBEITSGANG SCHLIESSEN	EXACT_SURFACE_BRIDGE	FEUCHTEGANG SCHLIESSEN	ARBEITSGANG SCHLIESSEN	FUSED_CROSS_REGISTER_WHOLE_FORM	NONE
C5@f69v.2	f69v	f69v.2	35	A3:G075	airchy	AIR+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	LAUFFEUCHTE	LOCAL_CONDITION_WORD	LAUF · POSTEN	PORTABLE_COMPONENT_COMPOSITION	LAUFFEUCHTE	LAUF · POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	36	A3:G076	choky	OK+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	FEUCHTEPOSTEN ANSETZEN	LOCAL_CONDITION_WORD	ANSETZEN · POSTEN	PORTABLE_COMPONENT_COMPOSITION	FEUCHTEPOSTEN ANSETZEN	ANSETZEN · POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	37	A3:G077	ychey	Y+Y	DIESER_EINTRAG · DIESER_EINTRAG	DIESE FEUCHTELAGE	LOCAL_CONDITION_WORD	POSTEN · POSTEN	PORTABLE_COMPONENT_COMPOSITION	DIESE FEUCHTELAGE	POSTEN · POSTEN	MIXED_ROOT_COMPOSITION	NONE
C5@f69v.2	f69v	f69v.2	38	A3:G078	chey	Y	DIESER_EINTRAG	AKTUELLER FEUCHTEPOSTEN	LOCAL_CONDITION_WORD	POSTEN	EXACT_SURFACE_BRIDGE	AKTUELLER FEUCHTEPOSTEN	POSTEN	FUSED_CROSS_REGISTER_WHOLE_FORM	NONE
C6@f69v.3	f69v	f69v.3	1	A3:G079	doair	D_ADDR+O+AIR	LOKALE_BEDINGUNGSKARTE	LICHTLAUF	LOCAL_CONDITION_WORD	TEILSTELLE · ARBEITSGANG · LAUF	PORTABLE_COMPONENT_COMPOSITION	LICHTLAUF	TEILSTELLE · ARBEITSGANG · LAUF	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	2	A3:G080	otaldal	OT+AL+AL	FOLGEND · AN · AN	NAECHSTE DOPPELSTELLE	LOCAL_CONDITION_WORD	DANACH · ZIELSTELLE · ZIELSTELLE	PORTABLE_COMPONENT_COMPOSITION	NAECHSTE DOPPELSTELLE	DANACH · ZIELSTELLE · ZIELSTELLE	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	3	A3:G081	dair	D_ADDR+AIR	LOKALE_BEDINGUNGSKARTE	KOERPERLICHT	LOCAL_CONDITION_WORD	TEILSTELLE · LAUF	PORTABLE_COMPONENT_COMPOSITION	KOERPERLICHT	TEILSTELLE · LAUF	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	4	A3:G082	chdy	CHD+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	KOERPERZUSTAND UMSETZEN	LOCAL_CONDITION_WORD	UMSETZEN · POSTEN	PORTABLE_COMPONENT_COMPOSITION	KOERPERZUSTAND UMSETZEN	UMSETZEN · POSTEN	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	5	A3:G083	otoar	OT+O+AR	FOLGEND · VON · LOKALER_BEDINGUNGSKERN	NAECHSTE LICHTQUELLE	LOCAL_CONDITION_WORD	DANACH · ARBEITSGANG · QUELLE	PORTABLE_COMPONENT_COMPOSITION	NAECHSTE LICHTQUELLE	DANACH · ARBEITSGANG · QUELLE	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	6	A3:G084	ar	AR	VON	VON DER LICHTQUELLE	LOCAL_CONDITION_WORD	QUELLE	PORTABLE_COMPONENT_COMPOSITION	VON DER LICHTQUELLE	QUELLE	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	7	A3:G085	chy	Y	DIESER_EINTRAG	AKTUELLE KOERPERQUALITAET	LOCAL_CONDITION_WORD	POSTEN	PORTABLE_COMPONENT_COMPOSITION	AKTUELLE KOERPERQUALITAET	POSTEN	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	8	A3:G086	qoteor	OT+E+OR	FOLGEND · KURZ · LOKALER_BEDINGUNGSKERN	KURZER FOLGEZUSTAND	LOCAL_CONDITION_WORD	DANACH · KURZ · ANSATZ	PORTABLE_COMPONENT_COMPOSITION	KURZER FOLGEZUSTAND	DANACH · KURZ · ANSATZ	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	9	A3:G087	cho	HO	LOKALE_BEDINGUNGSKARTE	KOERPERTEIL	LOCAL_CONDITION_WORD	TEIL	EXACT_SURFACE_BRIDGE	KOERPERTEIL	TEIL	FUSED_CROSS_REGISTER_WHOLE_FORM	NONE
C6@f69v.3	f69v	f69v.3	10	A3:G088	qotair	OT+AIR	FOLGEND · LOKALER_BEDINGUNGSKERN	NAECHSTER LICHTLAUF	LOCAL_CONDITION_WORD	DANACH · LAUF	PORTABLE_COMPONENT_COMPOSITION	NAECHSTER LICHTLAUF	DANACH · LAUF	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	11	A3:G089	chda	CHD+A_ADDR	LOKALE_BEDINGUNGSKARTE	KOERPERSTELLE UMSETZEN	LOCAL_CONDITION_WORD	UMSETZEN · STELLE	PORTABLE_COMPONENT_COMPOSITION	KOERPERSTELLE UMSETZEN	UMSETZEN · STELLE	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	12	A3:G090	oteeal	OT+EE+AL	FOLGEND · LAENGER · AN	LAENGER AN DER FOLGESTELLE	LOCAL_CONDITION_WORD	DANACH · LANG · ZIELSTELLE	PORTABLE_COMPONENT_COMPOSITION	LAENGER AN DER FOLGESTELLE	DANACH · LANG · ZIELSTELLE	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	13	A3:G091	cheor	CHEO+R	LOKALE_BEDINGUNGSKARTE	KOERPERAUSZUG	LOCAL_CONDITION_WORD	AUSZUG · BEZUG	PORTABLE_COMPONENT_COMPOSITION	KOERPERAUSZUG	AUSZUG · KUEHL	MIXED_ROOT_COMPOSITION	R=KUEHL
C6@f69v.3	f69v	f69v.3	14	A3:G092	ar	AR	VON	VON DER LICHTQUELLE	LOCAL_CONDITION_WORD	QUELLE	PORTABLE_COMPONENT_COMPOSITION	VON DER LICHTQUELLE	QUELLE	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	15	A3:G093	air	AIR	LOKALE_BEDINGUNGSKARTE	LICHTLAUF	LOCAL_CONDITION_WORD	LAUF	PORTABLE_COMPONENT_COMPOSITION	LICHTLAUF	LAUF	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	16	A3:G094	oteody	OT+E+O+Y	FOLGEND · KURZ · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	KURZEN FOLGEZUSTAND SETZEN	LOCAL_CONDITION_WORD	DANACH · KURZ · ARBEITSGANG · POSTEN	PORTABLE_COMPONENT_COMPOSITION	KURZEN FOLGEZUSTAND SETZEN	DANACH · KURZ · ARBEITSGANG · POSTEN	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	17	A3:G095	ytyd	Y+T+Y+D_LABEL	DIESER_EINTRAG · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	AKTUELLE KOERPERPHASE	LOCAL_CONDITION_WORD	POSTEN · BEARBEITEN · POSTEN · PHASE	PORTABLE_COMPONENT_COMPOSITION	AKTUELLE KOERPERPHASE	POSTEN · BEARBEITEN · POSTEN · PHASE	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	18	A3:G096	a	A_ADDR	LOKALE_BEDINGUNGSKARTE	LICHTSTELLE	LOCAL_CONDITION_WORD	STELLE	PORTABLE_COMPONENT_COMPOSITION	LICHTSTELLE	STELLE	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	19	A3:G097	dchy	D_ADDR+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	AKTUELLE KOERPERSTELLE	LOCAL_CONDITION_WORD	TEILSTELLE · POSTEN	PORTABLE_COMPONENT_COMPOSITION	AKTUELLE KOERPERSTELLE	TEILSTELLE · POSTEN	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	20	A3:G098	otoly	OT+OL+Y	FOLGEND · WEITER · DIESER_EINTRAG	NAECHSTE QUALITAET FORTSETZEN	LOCAL_CONDITION_WORD	DANACH · FORTSETZEN · POSTEN	PORTABLE_COMPONENT_COMPOSITION	NAECHSTE QUALITAET FORTSETZEN	DANACH · FORTSETZEN · POSTEN	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	21	A3:G099	okeodal	OK+E+O+AL	KURZ · AN · LOKALER_BEDINGUNGSKERN	KURZ AN DER LICHTSTELLE	LOCAL_CONDITION_WORD	ANSETZEN · KURZ · ARBEITSGANG · ZIELSTELLE	PORTABLE_COMPONENT_COMPOSITION	KURZ AN DER LICHTSTELLE	ANSETZEN · KURZ · ARBEITSGANG · ZIELSTELLE	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	22	A3:G100	oteoarar	OT+E+O+AR+AR	FOLGEND · KURZ · VON · VON · LOKALER_BEDINGUNGSKERN	KURZ VON ZWEI QUELLEN	LOCAL_CONDITION_WORD	DANACH · KURZ · ARBEITSGANG · QUELLE · QUELLE	PORTABLE_COMPONENT_COMPOSITION	KURZ VON ZWEI QUELLEN	DANACH · KURZ · ARBEITSGANG · QUELLE · QUELLE	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	23	A3:G101	cheteeser	CH+E+T+EE+S_ADDR+E+R	KURZ · LAENGER · KURZ · LOKALER_BEDINGUNGSKERN	KURZ LANG KURZ PRUEFEN	LOCAL_CONDITION_WORD	ENTNEHMEN · KURZ · BEARBEITEN · LANG · STERNBEZUG · KURZ · BEZUG	PORTABLE_COMPONENT_COMPOSITION	KURZ LANG KURZ PRUEFEN	ENTNEHMEN · KURZ · BEARBEITEN · LANG · STERNBEZUG · KURZ · KUEHL	MIXED_ROOT_COMPOSITION	R=KUEHL
C6@f69v.3	f69v	f69v.3	24	A3:G102	dair	D_ADDR+AIR	LOKALE_BEDINGUNGSKARTE	KOERPERLICHT	LOCAL_CONDITION_WORD	TEILSTELLE · LAUF	PORTABLE_COMPONENT_COMPOSITION	KOERPERLICHT	TEILSTELLE · LAUF	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	25	A3:G103	chey	Y	DIESER_EINTRAG	AKTUELLE KOERPERQUALITAET	LOCAL_CONDITION_WORD	POSTEN	EXACT_SURFACE_BRIDGE	AKTUELLE KOERPERQUALITAET	POSTEN	FUSED_CROSS_REGISTER_WHOLE_FORM	NONE
C6@f69v.3	f69v	f69v.3	26	A3:G104	okody	OK+O+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	KOERPERQUALITAET ANSETZEN	LOCAL_CONDITION_WORD	ANSETZEN · ARBEITSGANG · POSTEN	PORTABLE_COMPONENT_COMPOSITION	KOERPERQUALITAET ANSETZEN	ANSETZEN · ARBEITSGANG · POSTEN	MIXED_ROOT_COMPOSITION	NONE
C6@f69v.3	f69v	f69v.3	27	A3:G105	dal	AL	AN	AN DER KOERPERSTELLE	LOCAL_CONDITION_WORD	ZIELSTELLE	EXACT_SURFACE_BRIDGE	AN DER KOERPERSTELLE	ZIELSTELLE	FUSED_CROSS_REGISTER_WHOLE_FORM	NONE
C6@f69v.3	f69v	f69v.3	28	A3:G106	oteey	OT+EE+Y	FOLGEND · LAENGER · DIESER_EINTRAG	NAECHSTE QUALITAET LANG HALTEN	LOCAL_CONDITION_WORD	DANACH LANG HALTEN	EXACT_SURFACE_BRIDGE	NAECHSTE QUALITAET LANG HALTEN	DANACH LANG HALTEN	FUSED_CROSS_REGISTER_WHOLE_FORM	NONE
