identity	house_surface	component_recipe	short_value_de	marks	orders	order_count	sections	apprentice_action	semantic_revision	old_short_value_de	second_lesson	third_lesson	fourth_lesson	fifth_lesson	sixth_lesson	seventh_lesson	eighth_lesson	ninth_lesson	portable_surface_root_de	tenth_lesson	local_fluent_expansions_de
A3:G053	sheey	SH+EE+Y	LANG HALTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	LAENGER · DIESER_EINTRAG · BEDINGUNGSTEIL 13 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	LANG HALTEN	NO_CHANGE	LANG HALTEN
A3:G054	aiin	AIIN	MASS	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	SOLLMASS	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	MASS
A3:G055	y	Y	POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN
A3:G056	daiial	NONE	FEUCHTESTUFE	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	BEDINGUNGSTEIL 16 VON C5@f69v.2 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	FEUCHTESTUFE
A3:G057	cheody	CHEO+Y	AUSZUG · POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG · BEDINGUNGSTEIL 17 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	AUSZUG · POSTEN
A3:G058	cheal	AL	ZIELSTELLE	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	AN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	ZIELSTELLE
A3:G059	yetey	Y+E+T+E+Y	POSTEN · KURZ · BEARBEITEN · KURZ · POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG · KURZ · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 19 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN · KURZ · BEARBEITEN · KURZ · POSTEN
A3:G060	chear	CH+E+AR	ENTNEHMEN · KURZ · QUELLE	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	KURZ · VON · BEDINGUNGSTEIL 20 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	ENTNEHMEN · KURZ · QUELLE
A3:G061	y	Y	POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN
A3:G062	dy	Y	POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN
A3:G063	ykey	Y+K+E+Y	POSTEN · ZUGEBEN · KURZ · POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 23 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN · ZUGEBEN · KURZ · POSTEN
A3:G064	ch	CH	ENTNEHMEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	BEDINGUNGSTEIL 24 VON C5@f69v.2 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	ENTNEHMEN
A3:G065	y	Y	POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN
A3:G066	dy	Y	POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN
A3:G067	chol	OL	FORTSETZEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	WEITER	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	FORTSETZEN
A3:G068	ykar	Y+K+AR	POSTEN · ZUGEBEN · QUELLE	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG · VON · BEDINGUNGSTEIL 28 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN · ZUGEBEN · QUELLE
A3:G069	ol	OL	FORTSETZEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	WEITER	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	FORTSETZEN	NO_CHANGE	FORTSETZEN
A3:G070	y	Y	POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN
A3:G071	ykeeody	Y+K+EE+O+Y	POSTEN · ZUGEBEN · LANG · ARBEITSGANG · POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG · LAENGER · DIESER_EINTRAG · BEDINGUNGSTEIL 31 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN · ZUGEBEN · LANG · ARBEITSGANG · POSTEN
A3:G072	chey	Y	POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	POSTEN	NO_CHANGE	POSTEN
A3:G073	dal	AL	ZIELSTELLE	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	AN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	ZIELSTELLE	NO_CHANGE	ZIELSTELLE
A3:G074	ody	O+DY	ARBEITSGANG SCHLIESSEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	LOKAL_SCHLIESSEN · BEDINGUNGSTEIL 34 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	ARBEITSGANG SCHLIESSEN	NO_CHANGE	ARBEITSGANG SCHLIESSEN
A3:G075	airchy	AIR+Y	LAUF · POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG · BEDINGUNGSTEIL 35 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	LAUF · POSTEN
A3:G076	choky	OK+Y	ANSETZEN · POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG · BEDINGUNGSTEIL 36 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	ANSETZEN · POSTEN
A3:G077	ychey	Y+Y	POSTEN · POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG · DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN · POSTEN
A3:G078	chey	Y	POSTEN	1	WH01	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	POSTEN	NO_CHANGE	POSTEN
A3:G079	doair	D_ADDR+O+AIR	TEILSTELLE · ARBEITSGANG · LAUF	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	BEDINGUNGSTEIL 1 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	TEILSTELLE · ARBEITSGANG · LAUF
A3:G080	otaldal	OT+AL+AL	DANACH · ZIELSTELLE · ZIELSTELLE	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	FOLGEND · AN · AN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	DANACH · ZIELSTELLE · ZIELSTELLE
A3:G081	dair	D_ADDR+AIR	TEILSTELLE · LAUF	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	BEDINGUNGSTEIL 3 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	TEILSTELLE · LAUF
A3:G082	chdy	CHD+Y	UMSETZEN · POSTEN	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG · BEDINGUNGSTEIL 4 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	UMSETZEN · POSTEN
A3:G083	otoar	OT+O+AR	DANACH · ARBEITSGANG · QUELLE	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	FOLGEND · VON · BEDINGUNGSTEIL 5 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	DANACH · ARBEITSGANG · QUELLE
A3:G084	ar	AR	QUELLE	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	VON	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	QUELLE
A3:G085	chy	Y	POSTEN	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN
A3:G086	qoteor	OT+E+OR	DANACH · KURZ · ANSATZ	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	FOLGEND · KURZ · BEDINGUNGSTEIL 8 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	DANACH · KURZ · ANSATZ
A3:G087	cho	HO	TEIL	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	BEDINGUNGSTEIL 9 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	TEIL	NO_CHANGE	TEIL
A3:G088	qotair	OT+AIR	DANACH · LAUF	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	FOLGEND · BEDINGUNGSTEIL 10 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	DANACH · LAUF
A3:G089	chda	CHD+A_ADDR	UMSETZEN · STELLE	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	BEDINGUNGSTEIL 11 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	UMSETZEN · STELLE
A3:G090	oteeal	OT+EE+AL	DANACH · LANG · ZIELSTELLE	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	FOLGEND · LAENGER · AN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	DANACH · LANG · ZIELSTELLE
A3:G091	cheor	CHEO+R	AUSZUG · KUEHL	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	BEDINGUNGSTEIL 13 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	AUSZUG · BEZUG
A3:G092	ar	AR	QUELLE	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	VON	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	QUELLE
A3:G093	air	AIR	LAUF	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	BEDINGUNGSTEIL 15 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	LAUF
A3:G094	oteody	OT+E+O+Y	DANACH · KURZ · ARBEITSGANG · POSTEN	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	FOLGEND · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 16 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	DANACH · KURZ · ARBEITSGANG · POSTEN
A3:G095	ytyd	Y+T+Y+D_LABEL	POSTEN · BEARBEITEN · POSTEN · PHASE	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	DIESER_EINTRAG · DIESER_EINTRAG · BEDINGUNGSTEIL 17 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	POSTEN · BEARBEITEN · POSTEN · PHASE
A3:G096	a	A_ADDR	STELLE	1	WH04	1	WHEN	READ_LOCAL_CONDITION_WORD	YES	BEDINGUNGSTEIL 18 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	SPEAKABLE_CONDITION_LEXICON	CONDITION_COMPONENT_COMPOSITION	NONE	NO_CHANGE	STELLE
