record_unit_id	page	protocol_name	step	statement_id	visible_owner	owner_transition	protocol_phase	field_ids	event_ids	visible_sequence	component_chain	complete_translation_de	practical_reading
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	11	B1-S011	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_OWNER	DURCHLASS_UND_EINSETZEN	F033	E139|E140	chckhy qoky	durchleiten | einsetzen	Durch den verbundenen Gang leiten und einsetzen.	BAD_ODER_WASCHANSATZ_MIT_WIEDERHOLTEN_KONTAKTEN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	12	B1-S012	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_OWNER	WASCHZYKLUS	F034	E141|E142|E143	lsho qokey lshedy	Waschgang | kurz einwirken | Waschgang; Schluss	Waschen, kurz einwirken lassen und nochmals waschen; Schluss.	BAD_ODER_WASCHANSATZ_MIT_WIEDERHOLTEN_KONTAKTEN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	13	B1-S013	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_OWNER	WASCHZYKLUS_WIEDERHOLEN	F035	E144	lshedy	Waschgang; Schluss	Einen Waschgang ausführen; Schluss.	BAD_ODER_WASCHANSATZ_MIT_WIEDERHOLTEN_KONTAKTEN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	14	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_OWNER	ABFUEHREN_ZUR_FOLGEQUELLE	F036	E145|E146|E147|E148|E149	chedy qolky lchedal qol otar	überführen | Weiterweg | Zielabführung | weiter | Folgequelle	Überführen, über den Weiterweg an der Zielstelle abführen und zur Folgequelle weitergehen.	BAD_ODER_WASCHANSATZ_MIT_WIEDERHOLTEN_KONTAKTEN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	15	B1-S015	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_OWNER	EMPFANGSSCHALE_FUELLEN	F037	E150|E151	ytey okchedy	FÜLLEN | einführen; Schluss	Die Schale füllen und den Ansatz einführen; Schluss.	BAD_ODER_WASCHANSATZ_MIT_WIEDERHOLTEN_KONTAKTEN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	16	B1-S016	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_OWNER	LANGKONTAKT_UND_ABSETZEN	F038	E152|E153|E154|E155	qokal okeey qol cheedy	dorthin einsetzen | lange einwirken | weiter | kurz absetzen; Schluss	Am Ziel einsetzen, länger einwirken lassen, weiterführen und kurz absetzen lassen; Schluss.	BAD_ODER_WASCHANSATZ_MIT_WIEDERHOLTEN_KONTAKTEN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	17	B1-S017	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_OWNER	TRANSFER	F039	E156|E157|E158	sal teol dchdy	dorthin | kurz weiterführen | Transfer; Schluss	Dorthin bringen, kurz weiterführen und übertragen; Schluss.	BAD_ODER_WASCHANSATZ_MIT_WIEDERHOLTEN_KONTAKTEN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	18	B1-S018	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_OWNER	AUFFANGEN_UND_HALTEN	F040|F041	E159|E160|E161|E162	ly dsheol oiiin olkeedy	AUFFANGSCHALE | Kurzhalt | Arbeitsstufe | lange sammeln; Schluss	In der Auffangschale kurz halten, die Arbeitsstufe setzen und länger sammeln; Schluss.	BAD_ODER_WASCHANSATZ_MIT_WIEDERHOLTEN_KONTAKTEN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	19	B1-S019	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_OWNER	ABSETZEN	F042	E163	tedy	kurz absetzen; Schluss	Kurz absetzen lassen; Schluss.	BAD_ODER_WASCHANSATZ_MIT_WIEDERHOLTEN_KONTAKTEN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	20	B1-S020	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_OWNER	WAERMEN_UND_DURCHLASSEN	F043	E164|E165	cheky shckhedy	kurz wärmen | durchlassen; Schluss	Kurz wärmen und durchlassen; Schluss.	BAD_ODER_WASCHANSATZ_MIT_WIEDERHOLTEN_KONTAKTEN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	21	B1-S021	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_OWNER	ZUM_ZIEL_BRINGEN	F044	E166	chal	dorthin	Dorthin bringen.	BAD_ODER_WASCHANSATZ_MIT_WIEDERHOLTEN_KONTAKTEN
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	1	B2-S001	obere Paarbecken-/Zylinderstation	INITIAL_OWNER	OBERE_STATION_BESCHICKEN	F045	E167	dchedy	überführen; Schluss	In die obere Paarbeckenstation überführen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	2	B2-S002	obere Paarbecken-/Zylinderstation	SAME_OWNER	OBERE_STATION_WEITERFUEHREN	F046	E168	qolchedy	weiterführen; Schluss	Durch die obere Station weiterführen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	3	B2-S003	obere Paarbecken-/Zylinderstation	SAME_OWNER	PORTION_LANG_HALTEN	F047	E169|E170|E171	qokain dy qokeedy	Anteil zugeben | dies | lange einwirken; Schluss	Einen Anteil zugeben, diesen Posten länger einwirken lassen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	4	B2-S004	obere Paarbecken-/Zylinderstation	SAME_OWNER	DURCHLEITEN_UND_ABZIEHEN	F048|F049	E172|E173|E174|E175|E176	qokal lcheckhy lched qokeey lcheckhedy	dorthin einsetzen | Abführpassage | Abführung | lange einwirken | Trennabzug; Schluss	Am Ziel einsetzen, durchleiten, abführen, länger einwirken und getrennt abziehen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	5	B2-S005	obere Paarbecken-/Zylinderstation	SAME_OWNER	BEMESSEN_WAERMEN_ABZIEHEN	F050|F051	E177|E178|E179|E180|E181|E182|E183|E184	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	Zieleinsatz | Sollsammlung | durchleiten | bemessen | bemessen | Fortsetzung vorbereiten | Langwärmen | abziehen; Schluss	Am Ziel einsetzen, bis zum Soll sammeln, durchleiten, zweimal bemessen, die Fortsetzung vorbereiten, länger wärmen und abziehen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	6	B2-S006	obere Paarbecken-/Zylinderstation	SAME_OWNER	OBERE_STATION_ABSCHLIESSEN	F052	E185|E186|E187|E188	oteey qokal sheckhy qoky	Langfolge | dorthin einsetzen | Kurzpassage | einsetzen	Die lange Folge ausführen, dorthin einsetzen, durch die kurze Passage führen und einsetzen.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	7	B2-S007	mittlere linke Geräte-/Inline-Knotenstation	SWITCH_TO_NEW_VISIBLE_OWNER	MITTELSTATION_FRISCH_BESCHICKEN	F053	E189	dshedy	Frischwasser zugeben; Schluss	An der mittleren linken Knotenstation Frischwasser zugeben; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	8	B2-S008	mittlere linke Geräte-/Inline-Knotenstation	SAME_OWNER	QUELLMASS_ABSETZEN	F054	E190|E191|E192	sotaiin qokar shedy	Folgemaß | Quelleinsatz | kurz absetzen; Schluss	Das Folgemaß aus der Quelle einsetzen und kurz absetzen lassen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	9	B2-S009	mittlere linke Geräte-/Inline-Knotenstation	SAME_OWNER	FOLGEPOSTEN_ABSETZEN	F055	E193	solshedy	Folgeabsetzen; Schluss	Den Folgeposten absetzen lassen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	10	B2-S010	mittlere linke Geräte-/Inline-Knotenstation	SAME_OWNER	DUESEN_ERGEBNIS	F056	E194|E195|E196|E197	qokeey qoky ls cheey	lange einwirken | einsetzen | DÜSE | Ergebnis	Länger einwirken lassen, einsetzen und an der Düse das Ergebnis abnehmen.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	11	B2-S011	ungelöste mittlere rechte Linie-/Liegepodeststation	SWITCH_TO_NEW_VISIBLE_OWNER	RECHTE_STATION_BESCHICKEN	F057	E198|E199|E200|E201	okain char okain qokeedy	Anteil zugeben | davon | Anteil zugeben | lange einwirken; Schluss	Anteil zugeben, davon Anteil zugeben und länger einwirken; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	12	B2-S012	ungelöste mittlere rechte Linie-/Liegepodeststation	SAME_OWNER	KLARABZUG_UND_VOLLEINSATZ	F058|F059	E202|E203|E204|E205|E206|E207|E208|E209	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	Abführgut | Ergebnis | kurz vorbereiten | lange einwirken | Klarabzug | Sollwert | dies | Volleinsatz; Schluss	Abführgut auf Ergebnis kurz vorbereiten, länger einwirken, klar abziehen, auf Sollwert bringen und vollständig einsetzen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	13	B2-S013	unteres grünes Mehrfigurenfeld	SWITCH_TO_NEW_VISIBLE_OWNER	INS_UNTERFELD_ABFUEHREN	F060	E210	lchedy	abführen; Schluss	In das untere grüne Mehrfigurenfeld abführen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	14	B2-S014	unteres grünes Mehrfigurenfeld	SAME_OWNER	AUS_QUELLE_ABZIEHEN	F061	E211	lar	Quellabzug	Aus der Quelle abziehen.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	15	B2-S015	lokale Randstationen des unteren Feldes	SWITCH_TO_NEW_VISIBLE_OWNER	RANDSTATION_LANG_HALTEN	F062	E212|E213	tshey qokeedy	Folgeklarlauf | lange einwirken; Schluss	An der lokalen Randstation den Folgeklarlauf länger einwirken lassen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	16	B2-S016	lokale Randstationen des unteren Feldes	SAME_OWNER	GLEICHTEILEN_BEMESSEN_ZUFUEHREN	F063|F064	E214|E215|E216|E217|E218|E219|E220|E221	cheal lchedar ches aiin oteey qokaiin okey pchedy	dorthin | Quellabführung | GLEICHTEILEN | Sollwert | Langfolge | bemessen | kurz einwirken | Zuführung; Schluss	Zum Ziel führen, von der Quelle abführen, gleichteilen, auf Sollwert bringen, die Folge bemessen, kurz einwirken und zuführen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	17	B2-S017	lokale Randstationen des unteren Feldes	SAME_OWNER	AM_ZIEL_HALTEN	F065	E222|E223	rsheal daldy	Kurzhalt am Ziel | Zielschluss	Am Ziel kurz halten und den Zielschritt schließen.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	18	B2-S018	lokale Randstationen des unteren Feldes	SAME_OWNER	LANG_HALTEN	F066	E224	qokeedy	lange einwirken; Schluss	Länger einwirken lassen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	19	B2-S019	lokale Randstationen des unteren Feldes	SAME_OWNER	VOLLWASCHUNG	F067	E225	rshedy	Vollwaschung; Schluss	Eine Vollwaschung ausführen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	20	B2-S020	lokale Randstationen des unteren Feldes	SAME_OWNER	FOLGESTUFE_HALTEN	F068	E226	qoteedy	lange Folgestufe; Schluss	Die folgende Stufe länger halten; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	21	B2-S021	lokale Randstationen des unteren Feldes	SAME_OWNER	LANG_HALTEN_WIEDERHOLEN	F069	E227	qokeedy	lange einwirken; Schluss	Länger einwirken lassen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	22	B2-S022	lokale Randstationen des unteren Feldes	SAME_OWNER	SCHLUSSABFUEHRUNG	F070	E228	lochedy	Abführung; Schluss	Abführen; Schluss.	UEBERGABE_KLAERUNG_TEILUNG_ZUFUEHRUNG_UND_ABLAUF
