record_unit_id	page	protocol_name	step	statement_id	protocol_phase	event_order_in_statement	event_id	field_id	visible_owner	visible_surface	master_card_id	component_or_whole_analysis	concrete_value_de	teaching_status
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	14	B1-S014	ABFUEHREN_ZUR_FOLGEQUELLE	3	E147	F036	gemeinsames zweireihiges Figuren-/Beckenfeld	lchedal	MC051	AL+CHED~CHD	Zielabführung	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	14	B1-S014	ABFUEHREN_ZUR_FOLGEQUELLE	4	E148	F036	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	MC153	OL	weiter	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	14	B1-S014	ABFUEHREN_ZUR_FOLGEQUELLE	5	E149	F036	gemeinsames zweireihiges Figuren-/Beckenfeld	otar	MC121	OT+AR	Folgequelle	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	15	B1-S015	EMPFANGSSCHALE_FUELLEN	1	E150	F037	gemeinsames zweireihiges Figuren-/Beckenfeld	ytey	MC109	Y + E visible; T hull unresolved	FÜLLEN	LEARNED_WHOLE_SIGN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	15	B1-S015	EMPFANGSSCHALE_FUELLEN	2	E151	F037	gemeinsames zweireihiges Figuren-/Beckenfeld	okchedy	MC005	CHED~CHD	einführen; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	16	B1-S016	LANGKONTAKT_UND_ABSETZEN	1	E152	F038	gemeinsames zweireihiges Figuren-/Beckenfeld	qokal	MC040	OK+AL	dorthin einsetzen	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	16	B1-S016	LANGKONTAKT_UND_ABSETZEN	2	E153	F038	gemeinsames zweireihiges Figuren-/Beckenfeld	okeey	MC002	OK+Y	lange einwirken	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	16	B1-S016	LANGKONTAKT_UND_ABSETZEN	3	E154	F038	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	MC153	OL	weiter	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	16	B1-S016	LANGKONTAKT_UND_ABSETZEN	4	E155	F038	gemeinsames zweireihiges Figuren-/Beckenfeld	cheedy	MC128	DY	kurz absetzen; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	17	B1-S017	TRANSFER	1	E156	F039	gemeinsames zweireihiges Figuren-/Beckenfeld	sal	MC154	AL	dorthin	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	17	B1-S017	TRANSFER	2	E157	F039	gemeinsames zweireihiges Figuren-/Beckenfeld	teol	MC106	OL	kurz weiterführen	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	17	B1-S017	TRANSFER	3	E158	F039	gemeinsames zweireihiges Figuren-/Beckenfeld	dchdy	MC139	CHED~CHD	Transfer; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	18	B1-S018	AUFFANGEN_UND_HALTEN	1	E159	F040	gemeinsames zweireihiges Figuren-/Beckenfeld	ly	MC118	LY	AUFFANGSCHALE	LEARNED_WHOLE_SIGN
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	18	B1-S018	AUFFANGEN_UND_HALTEN	2	E160	F041	gemeinsames zweireihiges Figuren-/Beckenfeld	dsheol	MC076	OL	Kurzhalt	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	18	B1-S018	AUFFANGEN_UND_HALTEN	3	E161	F041	gemeinsames zweireihiges Figuren-/Beckenfeld	oiiin	MC033	IIN	Arbeitsstufe	SPECIALIST_COMPONENT_COMPOSITION
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	18	B1-S018	AUFFANGEN_UND_HALTEN	4	E162	F041	gemeinsames zweireihiges Figuren-/Beckenfeld	olkeedy	MC045	OL + K + EE + DY	lange sammeln; Schluss	SPECIALIST_COMPONENT_COMPOSITION
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	19	B1-S019	ABSETZEN	1	E163	F042	gemeinsames zweireihiges Figuren-/Beckenfeld	tedy	MC128	DY	kurz absetzen; Schluss	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	20	B1-S020	WAERMEN_UND_DURCHLASSEN	1	E164	F043	gemeinsames zweireihiges Figuren-/Beckenfeld	cheky	MC147	Y	kurz wärmen	BASE_CURRICULUM
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	20	B1-S020	WAERMEN_UND_DURCHLASSEN	2	E165	F043	gemeinsames zweireihiges Figuren-/Beckenfeld	shckhedy	MC143	SH + CKH + E + DY	durchlassen; Schluss	SPECIALIST_COMPONENT_COMPOSITION
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNGSPROTOKOLL	21	B1-S021	ZUM_ZIEL_BRINGEN	1	E166	F044	gemeinsames zweireihiges Figuren-/Beckenfeld	chal	MC154	AL	dorthin	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	1	B2-S001	OBERE_STATION_BESCHICKEN	1	E167	F045	obere Paarbecken-/Zylinderstation	dchedy	MC025	CHED~CHD	überführen; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	2	B2-S002	OBERE_STATION_WEITERFUEHREN	1	E168	F046	obere Paarbecken-/Zylinderstation	qolchedy	MC028	OL+DY+CHED~CHD	weiterführen; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	3	B2-S003	PORTION_LANG_HALTEN	1	E169	F047	obere Paarbecken-/Zylinderstation	qokain	MC017	OK + AIN	Anteil zugeben	SPECIALIST_COMPONENT_COMPOSITION
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	3	B2-S003	PORTION_LANG_HALTEN	2	E170	F047	obere Paarbecken-/Zylinderstation	dy	MC123	Y	dies	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	3	B2-S003	PORTION_LANG_HALTEN	3	E171	F047	obere Paarbecken-/Zylinderstation	qokeedy	MC082	OK+DY	lange einwirken; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	4	B2-S004	DURCHLEITEN_UND_ABZIEHEN	1	E172	F048	obere Paarbecken-/Zylinderstation	qokal	MC040	OK+AL	dorthin einsetzen	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	4	B2-S004	DURCHLEITEN_UND_ABZIEHEN	2	E173	F048	obere Paarbecken-/Zylinderstation	lcheckhy	MC168	Y	Abführpassage	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	4	B2-S004	DURCHLEITEN_UND_ABZIEHEN	3	E174	F048	obere Paarbecken-/Zylinderstation	lched	MC127	CHED~CHD	Abführung	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	4	B2-S004	DURCHLEITEN_UND_ABZIEHEN	4	E175	F049	obere Paarbecken-/Zylinderstation	qokeey	MC002	OK+Y	lange einwirken	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	4	B2-S004	DURCHLEITEN_UND_ABZIEHEN	5	E176	F049	obere Paarbecken-/Zylinderstation	lcheckhedy	MC133	L + CKH + E + DY	Trennabzug; Schluss	SPECIALIST_COMPONENT_COMPOSITION
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	5	B2-S005	BEMESSEN_WAERMEN_ABZIEHEN	1	E177	F050	obere Paarbecken-/Zylinderstation	qokaly	MC054	OK+AL+Y	Zieleinsatz	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	5	B2-S005	BEMESSEN_WAERMEN_ABZIEHEN	2	E178	F050	obere Paarbecken-/Zylinderstation	solkaiin	MC036	AIIN	Sollsammlung	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	5	B2-S005	BEMESSEN_WAERMEN_ABZIEHEN	3	E179	F050	obere Paarbecken-/Zylinderstation	chckhy	MC035	Y	durchleiten	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	5	B2-S005	BEMESSEN_WAERMEN_ABZIEHEN	4	E180	F050	obere Paarbecken-/Zylinderstation	qokaiin	MC120	OK+AIIN	bemessen	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	5	B2-S005	BEMESSEN_WAERMEN_ABZIEHEN	5	E181	F051	obere Paarbecken-/Zylinderstation	qokaiin	MC120	OK+AIIN	bemessen	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	5	B2-S005	BEMESSEN_WAERMEN_ABZIEHEN	6	E182	F051	obere Paarbecken-/Zylinderstation	octheol	MC112	OL	Fortsetzung vorbereiten	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	5	B2-S005	BEMESSEN_WAERMEN_ABZIEHEN	7	E183	F051	obere Paarbecken-/Zylinderstation	chkeey	MC166	Y	Langwärmen	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	5	B2-S005	BEMESSEN_WAERMEN_ABZIEHEN	8	E184	F051	obere Paarbecken-/Zylinderstation	ldy	MC004	DY	abziehen; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	6	B2-S006	OBERE_STATION_ABSCHLIESSEN	1	E185	F052	obere Paarbecken-/Zylinderstation	oteey	MC063	OT+Y	Langfolge	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	6	B2-S006	OBERE_STATION_ABSCHLIESSEN	2	E186	F052	obere Paarbecken-/Zylinderstation	qokal	MC040	OK+AL	dorthin einsetzen	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	6	B2-S006	OBERE_STATION_ABSCHLIESSEN	3	E187	F052	obere Paarbecken-/Zylinderstation	sheckhy	MC132	Y	Kurzpassage	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	6	B2-S006	OBERE_STATION_ABSCHLIESSEN	4	E188	F052	obere Paarbecken-/Zylinderstation	qoky	MC026	OK+Y	einsetzen	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	7	B2-S007	MITTELSTATION_FRISCH_BESCHICKEN	1	E189	F053	mittlere linke Geräte-/Inline-Knotenstation	dshedy	MC138	DY	Frischwasser zugeben; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	8	B2-S008	QUELLMASS_ABSETZEN	1	E190	F054	mittlere linke Geräte-/Inline-Knotenstation	sotaiin	MC060	OT+AIIN	Folgemaß	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	8	B2-S008	QUELLMASS_ABSETZEN	2	E191	F054	mittlere linke Geräte-/Inline-Knotenstation	qokar	MC044	OK+AR	Quelleinsatz	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	8	B2-S008	QUELLMASS_ABSETZEN	3	E192	F054	mittlere linke Geräte-/Inline-Knotenstation	shedy	MC128	DY	kurz absetzen; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	9	B2-S009	FOLGEPOSTEN_ABSETZEN	1	E193	F055	mittlere linke Geräte-/Inline-Knotenstation	solshedy	MC149	OL	Folgeabsetzen; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	10	B2-S010	DUESEN_ERGEBNIS	1	E194	F056	mittlere linke Geräte-/Inline-Knotenstation	qokeey	MC002	OK+Y	lange einwirken	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	10	B2-S010	DUESEN_ERGEBNIS	2	E195	F056	mittlere linke Geräte-/Inline-Knotenstation	qoky	MC026	OK+Y	einsetzen	BASE_CURRICULUM
