reading	model	paragraph	leaf	witness	whole_literal_paragraph	L	P	S	OA	OB	OC	complete_atom_groups	contains_permission	unassigned_atom_values	decision	independent_confirmation_leaves
IT2a	M	f28v|f28v.6-f28v.6	28	19	daiin chkaiin	dai	in	aii	n	UNASSIGNED	chk	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	20	daiin chkaiin	dai	in	hka	iin	UNASSIGNED	c	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f28v|f28v.6-f28v.6	28	21	daiin chkaiin	dai	in	ka	iin	UNASSIGNED	ch	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	0	oteor aiicthy	o	eor	ct	hy	t	aii	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	1	oteor aiicthy	o	eor	cth	y	t	aii	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	2	oteor aiicthy	o	eor	ict	hy	t	ai	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	3	oteor aiicthy	o	r	c	thy	teo	aii	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	4	oteor aiicthy	o	r	ct	hy	teo	aii	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	5	oteor aiicthy	o	r	cth	y	teo	aii	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	6	oteor aiicthy	o	r	ic	thy	teo	ai	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	7	oteor aiicthy	o	r	ict	hy	teo	ai	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	8	oteor aiicthy	o	r	iic	thy	teo	a	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	9	oteor aiicthy	ot	a	iic	thy	eor	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	10	oteor aiicthy	ot	ai	ic	thy	eor	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	11	oteor aiicthy	ot	ai	ict	hy	eor	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	12	oteor aiicthy	ot	aii	c	thy	eor	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	13	oteor aiicthy	ot	aii	ct	hy	eor	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	14	oteor aiicthy	ot	aii	cth	y	eor	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	15	oteor aiicthy	ot	eor	c	thy	UNASSIGNED	aii	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	16	oteor aiicthy	ot	eor	ct	hy	UNASSIGNED	aii	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	17	oteor aiicthy	ot	eor	cth	y	UNASSIGNED	aii	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	18	oteor aiicthy	ot	eor	ic	thy	UNASSIGNED	ai	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	19	oteor aiicthy	ot	eor	ict	hy	UNASSIGNED	ai	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	20	oteor aiicthy	ot	eor	iic	thy	UNASSIGNED	a	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	21	oteor aiicthy	ot	or	c	thy	e	aii	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	22	oteor aiicthy	ot	or	ct	hy	e	aii	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	23	oteor aiicthy	ot	or	cth	y	e	aii	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	24	oteor aiicthy	ot	or	ic	thy	e	ai	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	25	oteor aiicthy	ot	or	ict	hy	e	ai	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	26	oteor aiicthy	ot	or	iic	thy	e	a	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	27	oteor aiicthy	ot	r	c	thy	eo	aii	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	28	oteor aiicthy	ot	r	ct	hy	eo	aii	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	29	oteor aiicthy	ot	r	cth	y	eo	aii	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	30	oteor aiicthy	ot	r	ic	thy	eo	ai	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	31	oteor aiicthy	ot	r	ict	hy	eo	ai	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	32	oteor aiicthy	ot	r	iic	thy	eo	a	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	33	oteor aiicthy	ote	a	iic	thy	or	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	34	oteor aiicthy	ote	ai	ic	thy	or	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	35	oteor aiicthy	ote	ai	ict	hy	or	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	36	oteor aiicthy	ote	aii	c	thy	or	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	37	oteor aiicthy	ote	aii	ct	hy	or	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	38	oteor aiicthy	ote	aii	cth	y	or	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	39	oteor aiicthy	ote	or	c	thy	UNASSIGNED	aii	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	40	oteor aiicthy	ote	or	ct	hy	UNASSIGNED	aii	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	41	oteor aiicthy	ote	or	cth	y	UNASSIGNED	aii	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	42	oteor aiicthy	ote	or	ic	thy	UNASSIGNED	ai	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	43	oteor aiicthy	ote	or	ict	hy	UNASSIGNED	ai	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f31r|f31r.16-f31r.16	31	44	oteor aiicthy	ote	or	iic	thy	UNASSIGNED	a	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	0	dorain char	d	ain	c	har	or	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	1	dorain char	d	ain	ch	ar	or	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	2	dorain char	d	ain	cha	r	or	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	3	dorain char	d	ain	h	ar	or	c	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	4	dorain char	d	ain	ha	r	or	c	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	5	dorain char	d	in	a	r	ora	ch	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	6	dorain char	d	in	c	har	ora	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	7	dorain char	d	in	ch	ar	ora	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	8	dorain char	d	in	cha	r	ora	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	9	dorain char	d	in	h	ar	ora	c	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	10	dorain char	d	in	ha	r	ora	c	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	11	dorain char	d	or	c	har	UNASSIGNED	ain	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	12	dorain char	d	or	ch	ar	UNASSIGNED	ain	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	13	dorain char	d	or	cha	r	UNASSIGNED	ain	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	14	dorain char	d	ora	c	har	UNASSIGNED	in	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	15	dorain char	d	ora	ch	ar	UNASSIGNED	in	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	16	dorain char	d	ora	cha	r	UNASSIGNED	in	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	17	dorain char	do	ain	c	har	r	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	18	dorain char	do	ain	ch	ar	r	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	19	dorain char	do	ain	h	ar	r	c	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
