reading	model	permission_paragraph	permission_witness	no_permission_paragraph	no_permission_witness	decision	all_shared_atom_conflicts	merged_prefix_conflicts
IT2a	M	f16r|f16r.4-f16r.4	4	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:d!=dor;S:hea!=ch;OA:lod!=ar	
IT2a	M	f16r|f16r.4-f16r.4	4	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:d!=dor;S:hea!=cha;OA:lod!=r	
IT2a	M	f16r|f16r.4-f16r.4	5	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:da!=sam;S:ea!=cho;OA:lod!=rly	
IT2a	M	f16r|f16r.4-f16r.4	5	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:da!=okc;S:ea!=hod;OA:lod!=eey	
IT2a	M	f16r|f16r.4-f16r.4	5	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:da!=dor;S:ea!=c;OA:lod!=har;OB:i!=ain	
IT2a	M	f16r|f16r.4-f16r.4	5	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:da!=dor;S:ea!=ch;OA:lod!=ar;OB:i!=ain	
IT2a	M	f16r|f16r.4-f16r.4	5	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:da!=dor;S:ea!=cha;OA:lod!=r;OB:i!=ain	
IT2a	M	f16r|f16r.4-f16r.4	6	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:da!=sam;S:eal!=cho;OA:od!=rly	
IT2a	M	f16r|f16r.4-f16r.4	6	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:da!=okc;S:eal!=hod;OA:od!=eey	
IT2a	M	f16r|f16r.4-f16r.4	6	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:da!=dor;S:eal!=c;OA:od!=har;OB:i!=ain	
IT2a	M	f16r|f16r.4-f16r.4	6	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:da!=dor;S:eal!=ch;OA:od!=ar;OB:i!=ain	
IT2a	M	f16r|f16r.4-f16r.4	6	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:da!=dor;S:eal!=cha;OA:od!=r;OB:i!=ain	
IT2a	M	f16r|f16r.4-f16r.4	7	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:da!=sam;S:hea!=cho;OA:lod!=rly	
IT2a	M	f16r|f16r.4-f16r.4	7	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:da!=okc;S:hea!=hod;OA:lod!=eey	
IT2a	M	f16r|f16r.4-f16r.4	7	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:da!=dor;S:hea!=c;OA:lod!=har;OB:i!=ain	
IT2a	M	f16r|f16r.4-f16r.4	7	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:da!=dor;S:hea!=ch;OA:lod!=ar;OB:i!=ain	
IT2a	M	f16r|f16r.4-f16r.4	7	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:da!=dor;S:hea!=cha;OA:lod!=r;OB:i!=ain	
IT2a	M	f16r|f16r.4-f16r.4	8	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:da!=sam;S:ea!=cho;OA:lod!=rly	
IT2a	M	f16r|f16r.4-f16r.4	8	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:da!=okc;S:ea!=hod;OA:lod!=eey	
IT2a	M	f16r|f16r.4-f16r.4	8	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:da!=dor;S:ea!=c;OA:lod!=har;OB:in!=ain	
IT2a	M	f16r|f16r.4-f16r.4	8	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:da!=dor;S:ea!=ch;OA:lod!=ar;OB:in!=ain	
IT2a	M	f16r|f16r.4-f16r.4	8	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:da!=dor;S:ea!=cha;OA:lod!=r;OB:in!=ain	
IT2a	M	f16r|f16r.4-f16r.4	9	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:da!=sam;S:hea!=cho;OA:lod!=rly	
IT2a	M	f16r|f16r.4-f16r.4	9	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:da!=okc;S:hea!=hod;OA:lod!=eey	
IT2a	M	f16r|f16r.4-f16r.4	9	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:da!=dor;S:hea!=c;OA:lod!=har;OB:in!=ain	
IT2a	M	f16r|f16r.4-f16r.4	9	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:da!=dor;S:hea!=ch;OA:lod!=ar;OB:in!=ain	
IT2a	M	f16r|f16r.4-f16r.4	9	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:da!=dor;S:hea!=cha;OA:lod!=r;OB:in!=ain	
IT2a	M	f16r|f16r.4-f16r.4	10	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:dai!=sam;S:ea!=cho;OA:lod!=rly	
IT2a	M	f16r|f16r.4-f16r.4	10	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:dai!=okc;S:ea!=hod;OA:lod!=eey	
IT2a	M	f16r|f16r.4-f16r.4	10	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:dai!=dor;S:ea!=c;OA:lod!=har	
IT2a	M	f16r|f16r.4-f16r.4	10	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:dai!=dor;S:ea!=ch;OA:lod!=ar	
IT2a	M	f16r|f16r.4-f16r.4	10	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:dai!=dor;S:ea!=cha;OA:lod!=r	
IT2a	M	f16r|f16r.4-f16r.4	11	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:dai!=sam;S:eal!=cho;OA:od!=rly	
IT2a	M	f16r|f16r.4-f16r.4	11	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:dai!=okc;S:eal!=hod;OA:od!=eey	
IT2a	M	f16r|f16r.4-f16r.4	11	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:dai!=dor;S:eal!=c;OA:od!=har	
IT2a	M	f16r|f16r.4-f16r.4	11	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:dai!=dor;S:eal!=ch;OA:od!=ar	
IT2a	M	f16r|f16r.4-f16r.4	11	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:dai!=dor;S:eal!=cha;OA:od!=r	
IT2a	M	f16r|f16r.4-f16r.4	12	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:dai!=sam;S:hea!=cho;OA:lod!=rly	
IT2a	M	f16r|f16r.4-f16r.4	12	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:dai!=okc;S:hea!=hod;OA:lod!=eey	
IT2a	M	f16r|f16r.4-f16r.4	12	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:dai!=dor;S:hea!=c;OA:lod!=har	
IT2a	M	f16r|f16r.4-f16r.4	12	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:dai!=dor;S:hea!=ch;OA:lod!=ar	
IT2a	M	f16r|f16r.4-f16r.4	12	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:dai!=dor;S:hea!=cha;OA:lod!=r	
IT2a	M	f16r|f16r.4-f16r.4	13	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:dai!=sam;S:ea!=cho;OA:lod!=rly	
IT2a	M	f16r|f16r.4-f16r.4	13	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:dai!=okc;S:ea!=hod;OA:lod!=eey	
IT2a	M	f16r|f16r.4-f16r.4	13	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:dai!=dor;S:ea!=c;OA:lod!=har;OB:n!=ain	
IT2a	M	f16r|f16r.4-f16r.4	13	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:dai!=dor;S:ea!=ch;OA:lod!=ar;OB:n!=ain	
IT2a	M	f16r|f16r.4-f16r.4	13	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:dai!=dor;S:ea!=cha;OA:lod!=r;OB:n!=ain	
IT2a	M	f16r|f16r.4-f16r.4	14	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:dai!=sam;S:hea!=cho;OA:lod!=rly	
IT2a	M	f16r|f16r.4-f16r.4	14	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:dai!=okc;S:hea!=hod;OA:lod!=eey	
IT2a	M	f16r|f16r.4-f16r.4	14	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:dai!=dor;S:hea!=c;OA:lod!=har;OB:n!=ain	
IT2a	M	f16r|f16r.4-f16r.4	14	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:dai!=dor;S:hea!=ch;OA:lod!=ar;OB:n!=ain	
IT2a	M	f16r|f16r.4-f16r.4	14	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:dai!=dor;S:hea!=cha;OA:lod!=r;OB:n!=ain	
IT2a	M	f16r|f16r.4-f16r.4	15	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:dai!=sam;S:hea!=cho;OA:lod!=rly	
IT2a	M	f16r|f16r.4-f16r.4	15	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:dai!=okc;S:hea!=hod;OA:lod!=eey	
IT2a	M	f16r|f16r.4-f16r.4	15	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:dai!=dor;S:hea!=c;OA:lod!=har;OB:nod!=ain	
IT2a	M	f16r|f16r.4-f16r.4	15	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:dai!=dor;S:hea!=ch;OA:lod!=ar;OB:nod!=ain	
IT2a	M	f16r|f16r.4-f16r.4	15	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:dai!=dor;S:hea!=cha;OA:lod!=r;OB:nod!=ain	
IT2a	M	f16r|f16r.4-f16r.4	16	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:dai!=sam;S:ea!=cho;OA:lod!=rly	
IT2a	M	f16r|f16r.4-f16r.4	16	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:dai!=okc;S:ea!=hod;OA:lod!=eey	
IT2a	M	f16r|f16r.4-f16r.4	16	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:dai!=dor;S:ea!=c;OA:lod!=har;OB:nod!=ain	
IT2a	M	f16r|f16r.4-f16r.4	16	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:dai!=dor;S:ea!=ch;OA:lod!=ar;OB:nod!=ain	
IT2a	M	f16r|f16r.4-f16r.4	16	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:dai!=dor;S:ea!=cha;OA:lod!=r;OB:nod!=ain	
IT2a	M	f16r|f16r.4-f16r.4	17	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:dai!=sam;S:eal!=cho;OA:od!=rly	
IT2a	M	f16r|f16r.4-f16r.4	17	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:dai!=okc;S:eal!=hod;OA:od!=eey	
IT2a	M	f16r|f16r.4-f16r.4	17	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:dai!=dor;S:eal!=c;OA:od!=har;OB:nod!=ain	
IT2a	M	f16r|f16r.4-f16r.4	17	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:dai!=dor;S:eal!=ch;OA:od!=ar;OB:nod!=ain	
IT2a	M	f16r|f16r.4-f16r.4	17	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:dai!=dor;S:eal!=cha;OA:od!=r;OB:nod!=ain	
IT2a	M	f18r|f18r.14-f18r.14	0	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:yc!=sam;S:a!=cho;OA:iin!=rly	
IT2a	M	f18r|f18r.14-f18r.14	0	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:yc!=okc;S:a!=hod;OA:iin!=eey	
IT2a	M	f18r|f18r.14-f18r.14	0	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:yc!=dor;S:a!=c;OA:iin!=har;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	0	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:yc!=dor;S:a!=ch;OA:iin!=ar;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	0	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:yc!=dor;S:a!=cha;OA:iin!=r;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	1	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:yc!=sam;S:ai!=cho;OA:in!=rly	
IT2a	M	f18r|f18r.14-f18r.14	1	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:yc!=okc;S:ai!=hod;OA:in!=eey	
IT2a	M	f18r|f18r.14-f18r.14	1	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:yc!=dor;S:ai!=c;OA:in!=har;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	1	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:yc!=dor;S:ai!=ch;OA:in!=ar;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	1	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:yc!=dor;S:ai!=cha;OA:in!=r;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	2	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:yc!=sam;S:aii!=cho;OA:n!=rly	
IT2a	M	f18r|f18r.14-f18r.14	2	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:yc!=okc;S:aii!=hod;OA:n!=eey	
IT2a	M	f18r|f18r.14-f18r.14	2	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:yc!=dor;S:aii!=c;OA:n!=har;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	2	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:yc!=dor;S:aii!=ch;OA:n!=ar;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	2	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:yc!=dor;S:aii!=cha;OA:n!=r;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	3	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:yc!=sam;S:cha!=cho;OA:iin!=rly	
IT2a	M	f18r|f18r.14-f18r.14	3	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:yc!=okc;S:cha!=hod;OA:iin!=eey	
IT2a	M	f18r|f18r.14-f18r.14	3	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:yc!=dor;S:cha!=c;OA:iin!=har;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	3	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:yc!=dor;S:cha!=ch;OA:iin!=ar;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	3	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:yc!=dor;OA:iin!=r;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	4	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:yc!=sam;S:ha!=cho;OA:iin!=rly	
IT2a	M	f18r|f18r.14-f18r.14	4	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:yc!=okc;S:ha!=hod;OA:iin!=eey	
IT2a	M	f18r|f18r.14-f18r.14	4	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:yc!=dor;S:ha!=c;OA:iin!=har;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	4	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:yc!=dor;S:ha!=ch;OA:iin!=ar;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	4	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:yc!=dor;S:ha!=cha;OA:iin!=r;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	5	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:yc!=sam;S:hai!=cho;OA:in!=rly	
IT2a	M	f18r|f18r.14-f18r.14	5	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:yc!=okc;S:hai!=hod;OA:in!=eey	
IT2a	M	f18r|f18r.14-f18r.14	5	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:yc!=dor;S:hai!=c;OA:in!=har;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	5	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:yc!=dor;S:hai!=ch;OA:in!=ar;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	5	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:yc!=dor;S:hai!=cha;OA:in!=r;OB:hek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	6	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:ych!=sam;S:a!=cho;OA:iin!=rly	
IT2a	M	f18r|f18r.14-f18r.14	6	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:ych!=okc;S:a!=hod;OA:iin!=eey	
IT2a	M	f18r|f18r.14-f18r.14	6	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:ych!=dor;S:a!=c;OA:iin!=har;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	6	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:ych!=dor;S:a!=ch;OA:iin!=ar;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	6	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:ych!=dor;S:a!=cha;OA:iin!=r;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	7	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:ych!=sam;S:ai!=cho;OA:in!=rly	
IT2a	M	f18r|f18r.14-f18r.14	7	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:ych!=okc;S:ai!=hod;OA:in!=eey	
IT2a	M	f18r|f18r.14-f18r.14	7	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:ych!=dor;S:ai!=c;OA:in!=har;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	7	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:ych!=dor;S:ai!=ch;OA:in!=ar;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	7	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:ych!=dor;S:ai!=cha;OA:in!=r;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	8	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:ych!=sam;S:aii!=cho;OA:n!=rly	
IT2a	M	f18r|f18r.14-f18r.14	8	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:ych!=okc;S:aii!=hod;OA:n!=eey	
IT2a	M	f18r|f18r.14-f18r.14	8	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:ych!=dor;S:aii!=c;OA:n!=har;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	8	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:ych!=dor;S:aii!=ch;OA:n!=ar;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	8	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:ych!=dor;S:aii!=cha;OA:n!=r;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	9	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:ych!=sam;S:cha!=cho;OA:iin!=rly	
IT2a	M	f18r|f18r.14-f18r.14	9	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:ych!=okc;S:cha!=hod;OA:iin!=eey	
IT2a	M	f18r|f18r.14-f18r.14	9	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:ych!=dor;S:cha!=c;OA:iin!=har;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	9	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:ych!=dor;S:cha!=ch;OA:iin!=ar;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	9	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:ych!=dor;OA:iin!=r;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	10	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:ych!=sam;S:ha!=cho;OA:iin!=rly	
IT2a	M	f18r|f18r.14-f18r.14	10	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:ych!=okc;S:ha!=hod;OA:iin!=eey	
IT2a	M	f18r|f18r.14-f18r.14	10	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:ych!=dor;S:ha!=c;OA:iin!=har;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	10	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:ych!=dor;S:ha!=ch;OA:iin!=ar;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	10	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:ych!=dor;S:ha!=cha;OA:iin!=r;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	11	f24r|f24r.20-f24r.20	0	ATOM_VALUE_CONFLICT	L:ych!=sam;S:hai!=cho;OA:in!=rly	
IT2a	M	f18r|f18r.14-f18r.14	11	f27r|f27r.13-f27r.13	0	ATOM_VALUE_CONFLICT	L:ych!=okc;S:hai!=hod;OA:in!=eey	
IT2a	M	f18r|f18r.14-f18r.14	11	f42r|f42r.6-f42r.6	32	ATOM_VALUE_CONFLICT	L:ych!=dor;S:hai!=c;OA:in!=har;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	11	f42r|f42r.6-f42r.6	33	ATOM_VALUE_CONFLICT	L:ych!=dor;S:hai!=ch;OA:in!=ar;OB:ek!=ain	
IT2a	M	f18r|f18r.14-f18r.14	11	f42r|f42r.6-f42r.6	34	ATOM_VALUE_CONFLICT	L:ych!=dor;S:hai!=cha;OA:in!=r;OB:ek!=ain	
