reading	paragraph	leaf	model	groups	characters	status	reasons	nodes	witnesses
ZL3b	f103r|f103r.1-f103r.4	103	M	50	252	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.1-f103r.4	103	D	50	252	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.5-f103r.7	103	M	36	178	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.5-f103r.7	103	D	36	178	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.8-f103r.12	103	M	62	309	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.8-f103r.12	103	D	62	309	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.13-f103r.15	103	M	30	159	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.13-f103r.15	103	D	30	159	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.16-f103r.17	103	M	21	112	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.16-f103r.17	103	D	21	112	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.18-f103r.20	103	M	28	159	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;group_longer_than_9;more_than_6_initial_characters	0	0
ZL3b	f103r|f103r.18-f103r.20	103	D	28	159	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;group_longer_than_9;more_than_6_initial_characters	0	0
ZL3b	f103r|f103r.21-f103r.23	103	M	29	152	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;more_than_6_initial_characters	0	0
ZL3b	f103r|f103r.21-f103r.23	103	D	29	152	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;more_than_6_initial_characters	0	0
ZL3b	f103r|f103r.24-f103r.26	103	M	31	166	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.24-f103r.26	103	D	31	166	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.27-f103r.29	103	M	28	159	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.27-f103r.29	103	D	28	159	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.30-f103r.32	103	M	28	160	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;group_longer_than_9	0	0
ZL3b	f103r|f103r.30-f103r.32	103	D	28	160	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;group_longer_than_9	0	0
ZL3b	f103r|f103r.33-f103r.34	103	M	14	78	CAPACITY_CONTRADICTION	more_than_72_characters;group_longer_than_9	0	0
ZL3b	f103r|f103r.33-f103r.34	103	D	14	78	CAPACITY_CONTRADICTION	more_than_72_characters;group_longer_than_9	0	0
ZL3b	f103r|f103r.35-f103r.36	103	M	18	100	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.35-f103r.36	103	D	18	100	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.37-f103r.39	103	M	24	146	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.37-f103r.39	103	D	24	146	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.40-f103r.42	103	M	27	137	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.40-f103r.42	103	D	27	137	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.43-f103r.44	103	M	16	85	CAPACITY_CONTRADICTION	more_than_72_characters	0	0
ZL3b	f103r|f103r.43-f103r.44	103	D	16	85	CAPACITY_CONTRADICTION	more_than_72_characters	0	0
ZL3b	f103r|f103r.45-f103r.47	103	M	28	146	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.45-f103r.47	103	D	28	146	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.48-f103r.51	103	M	37	187	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.48-f103r.51	103	D	37	187	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.52-f103r.54	103	M	25	141	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103r|f103r.52-f103r.54	103	D	25	141	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.1-f103v.4	103	M	43	220	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.1-f103v.4	103	D	43	220	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.5-f103v.8	103	M	39	209	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;more_than_6_initial_characters	0	0
ZL3b	f103v|f103v.5-f103v.8	103	D	39	209	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;more_than_6_initial_characters	0	0
ZL3b	f103v|f103v.9-f103v.11	103	M	28	150	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.9-f103v.11	103	D	28	150	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.12-f103v.13	103	M	24	114	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.12-f103v.13	103	D	24	114	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.14-f103v.16	103	M	32	161	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.14-f103v.16	103	D	32	161	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.17-f103v.19	103	M	28	153	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.17-f103v.19	103	D	28	153	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.20-f103v.26	103	M	70	349	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.20-f103v.26	103	D	70	349	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.27-f103v.29	103	M	29	150	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.27-f103v.29	103	D	29	150	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.30-f103v.32	103	M	29	146	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.30-f103v.32	103	D	29	146	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.33-f103v.36	103	M	36	179	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.33-f103v.36	103	D	36	179	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.37-f103v.38	103	M	17	84	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.37-f103v.38	103	D	17	84	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.39-f103v.42	103	M	39	188	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.39-f103v.42	103	D	39	188	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.43-f103v.46	103	M	40	188	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f103v|f103v.43-f103v.46	103	D	40	188	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.1-f104r.4	104	M	45	234	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.1-f104r.4	104	D	45	234	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.5-f104r.9	104	M	52	265	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.5-f104r.9	104	D	52	265	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.10-f104r.11	104	M	20	105	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.10-f104r.11	104	D	20	105	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.12-f104r.15	104	M	39	216	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.12-f104r.15	104	D	39	216	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.16-f104r.18	104	M	26	164	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.16-f104r.18	104	D	26	164	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.19-f104r.21	104	M	29	155	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.19-f104r.21	104	D	29	155	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.22-f104r.26	104	M	50	255	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.22-f104r.26	104	D	50	255	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.27-f104r.29	104	M	34	167	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.27-f104r.29	104	D	34	167	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.30-f104r.33	104	M	42	264	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.30-f104r.33	104	D	42	264	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.34-f104r.35	104	M	19	111	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.34-f104r.35	104	D	19	111	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.36-f104r.38	104	M	25	152	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.36-f104r.38	104	D	25	152	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.39-f104r.42	104	M	35	184	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.39-f104r.42	104	D	35	184	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.43-f104r.45	104	M	32	168	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104r|f104r.43-f104r.45	104	D	32	168	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.1-f104v.5	104	M	51	289	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.1-f104v.5	104	D	51	289	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.6-f104v.7	104	M	26	126	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.6-f104v.7	104	D	26	126	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.8-f104v.11	104	M	44	247	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.8-f104v.11	104	D	44	247	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.12-f104v.14	104	M	31	189	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.12-f104v.14	104	D	31	189	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.15-f104v.18	104	M	42	252	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.15-f104v.18	104	D	42	252	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.19-f104v.21	104	M	31	179	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;group_longer_than_9;more_than_6_initial_characters;more_than_6_final_characters	0	0
ZL3b	f104v|f104v.19-f104v.21	104	D	31	179	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;group_longer_than_9;more_than_6_initial_characters;more_than_6_final_characters	0	0
ZL3b	f104v|f104v.22-f104v.26	104	M	51	286	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.22-f104v.26	104	D	51	286	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.27-f104v.28	104	M	22	117	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.27-f104v.28	104	D	22	117	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.29-f104v.31	104	M	35	174	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.29-f104v.31	104	D	35	174	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.32-f104v.34	104	M	37	178	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.32-f104v.34	104	D	37	178	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.35-f104v.36	104	M	16	103	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.35-f104v.36	104	D	16	103	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.37-f104v.40	104	M	50	231	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.37-f104v.40	104	D	50	231	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.41-f104v.44	104	M	41	223	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f104v|f104v.41-f104v.44	104	D	41	223	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.1-f105r.5	105	M	56	309	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.1-f105r.5	105	D	56	309	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.6-f105r.10	105	M	39	221	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.6-f105r.10	105	D	39	221	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.11-f105r.13	105	M	34	180	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.11-f105r.13	105	D	34	180	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.14-f105r.16	105	M	31	160	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.14-f105r.16	105	D	31	160	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.17-f105r.23	105	M	75	403	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.17-f105r.23	105	D	75	403	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.24-f105r.25	105	M	19	103	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.24-f105r.25	105	D	19	103	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.26-f105r.27	105	M	19	90	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.26-f105r.27	105	D	19	90	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.28-f105r.30	105	M	33	178	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.28-f105r.30	105	D	33	178	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.31-f105r.34	105	M	46	212	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.31-f105r.34	105	D	46	212	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105r|f105r.35-f105r.37	105	M	27	140	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;more_than_6_initial_characters	0	0
ZL3b	f105r|f105r.35-f105r.37	105	D	27	140	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;more_than_6_initial_characters	0	0
ZL3b	f105v|f105v.1-f105v.4	105	M	40	235	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.1-f105v.4	105	D	40	235	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.5-f105v.7	105	M	30	171	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.5-f105v.7	105	D	30	171	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.8-f105v.13	105	M	73	343	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.8-f105v.13	105	D	73	343	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.14-f105v.17	105	M	45	219	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.14-f105v.17	105	D	45	219	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.18-f105v.19	105	M	21	117	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.18-f105v.19	105	D	21	117	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.20-f105v.22	105	M	28	156	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.20-f105v.22	105	D	28	156	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.23-f105v.24	105	M	18	107	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.23-f105v.24	105	D	18	107	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.25-f105v.28	105	M	40	203	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.25-f105v.28	105	D	40	203	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.29-f105v.31	105	M	32	160	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.29-f105v.31	105	D	32	160	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.32-f105v.38	105	M	72	365	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f105v|f105v.32-f105v.38	105	D	72	365	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.1-f106r.3	106	M	29	162	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.1-f106r.3	106	D	29	162	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.4-f106r.7	106	M	39	228	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.4-f106r.7	106	D	39	228	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.8-f106r.9	106	M	18	106	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.8-f106r.9	106	D	18	106	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.10-f106r.12	106	M	26	146	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;more_than_6_initial_characters;more_than_6_final_characters	0	0
ZL3b	f106r|f106r.10-f106r.12	106	D	26	146	CAPACITY_CONTRADICTION	more_than_24_groups;more_than_72_characters;more_than_6_initial_characters;more_than_6_final_characters	0	0
ZL3b	f106r|f106r.13-f106r.14	106	M	19	106	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.13-f106r.14	106	D	19	106	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.15-f106r.17	106	M	28	156	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.15-f106r.17	106	D	28	156	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.18-f106r.21	106	M	37	230	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.18-f106r.21	106	D	37	230	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.22-f106r.23	106	M	20	114	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.22-f106r.23	106	D	20	114	SOURCE_UNKNOWN	source_not_fully_literal_with_certain_inner_boundaries	0	0
ZL3b	f106r|f106r.24-f106r.26	106	M	22	130	CAPACITY_CONTRADICTION	more_than_72_characters;group_longer_than_9;more_than_6_initial_characters	0	0
ZL3b	f106r|f106r.24-f106r.26	106	D	22	130	CAPACITY_CONTRADICTION	more_than_72_characters;group_longer_than_9;more_than_6_initial_characters	0	0
