scope_id	order_occurrence_id	source_event_id	bundle_id	record_id	physical_page	register	locus	surface	working_recipe	literal_working_reading_de	marked_literal_working_reading_de	ol_ordinal_in_event	ol_literal_token_ordinal	literal_token_count	left_token	left_token_type	right_token	right_token_type	name_relative_position	scope_orientation	scope_formula_de	directional_scope_phrase_de	gdt475_position_role	gdt475_stream_interpretation	boundary_role	context_selected_model	model_source	context_selected_event_reading_de	root_meaning_change	learned_name_change	claim_status
G477-O017	G475-O049	P1003-E0418	G474-B105	G475-R098	f88v	PHARMA	f88v.5	otokol	OT+OK+OL	DANACH · SETZEN · FORTSETZEN	DANACH · SETZEN · ⟦FORTSETZEN⟧	1	3	3	SETZEN	ACTION	NONE	BOUNDARY	NAME_FREE	BACKWARD_HOLD	X · OL = X weiterführen	Setzen weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	EXPLICIT_NEXT_SIBLING_OT	INSTRUCTION	GDT474_SELECTED_DEFAULT	Danach und weiter setze den Eintrag als Ansatz an.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O018	G475-O054	P1008-E1039	G474-B115	G475-R107	f89r	PHARMA	f89r1.2	qkol	OL	[DROGENNAME:qk] · FORTSETZEN	[DROGENNAME:qk] · ⟦FORTSETZEN⟧	1	2	2	[DROGENNAME:qk]	LEARNED_NAME	NONE	BOUNDARY	POST_NAME	BACKWARD_HOLD	X · OL = X weiterführen	Droge »qk« weiterführen	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	INSTRUCTION	GDT476_CONTEXT	Weiter beziehe den Drogeneintrag »qk«.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O019	G475-O055	P1008-E1040	G474-B116	G475-R107	f89r	PHARMA	f89r1.3	oldam	OL+AM_ADDR	FORTSETZEN · [DROGENNAME:d] · HIER	⟦FORTSETZEN⟧ · [DROGENNAME:d] · HIER	1	1	3	NONE	BOUNDARY	[DROGENNAME:d]	LEARNED_NAME	PRE_NAME	FORWARD_OPEN	OL · X = weiter mit X	weiter mit Droge »d«	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	INSTRUCTION	GDT476_CONTEXT	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O020	G475-O057	P1008-E1041	G474-B117	G475-R108	f89r	PHARMA	f89r1.4	otoldy	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:dy]	DANACH · ⟦FORTSETZEN⟧ · [DROGENNAME:dy]	1	2	3	DANACH	FUNCTION	[DROGENNAME:dy]	LEARNED_NAME	PRE_NAME	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Folgeschritt in Droge »dy« weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	GDT474_SELECTED_DEFAULT	Droge »dy« — Folgevermerk, Fortsetzungsvermerk.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O021	G475-O058	P1008-E1091	G474-B120	G475-R110	f89r	PHARMA	f89r1.12	chol	OL	FORTSETZEN	⟦FORTSETZEN⟧	1	1	1	NONE	BOUNDARY	NONE	BOUNDARY	NAME_FREE	FORWARD_OPEN	OL · X = weiter mit X	im aktiven Eintrag weiter	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	INSTRUCTION	GDT474_SELECTED_DEFAULT	Weiter beziehe den Eintrag.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O022	G475-O060	P1008-E1180	G474-B128	G475-R117	f89r	PHARMA	f89r2.2	doly	OL+Y	[DROGENNAME:d] · FORTSETZEN · POSTEN	[DROGENNAME:d] · ⟦FORTSETZEN⟧ · POSTEN	1	2	3	[DROGENNAME:d]	LEARNED_NAME	POSTEN	FUNCTION	POST_NAME	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Droge »d« in Posten weiterführen	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	CATALOGUE	GDT476_CONTEXT	Droge »d« — Fortsetzungsvermerk, Postenangabe.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O023	G475-O061	P1008-E1182	G474-B130	G475-R119	f89r	PHARMA	f89r2.4	saloiinsheol	AL+SH+OL	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · ⟦FORTSETZEN⟧	1	6	6	[DROGENNAME:e]	LEARNED_NAME	NONE	BOUNDARY	POST_NAME	BACKWARD_HOLD	X · OL = X weiterführen	Droge »e« weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	GDT474_SELECTED_DEFAULT	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O024	G475-O063	P1008-E1228	G474-B132	G475-R121	f89r	PHARMA	f89r2.9	otold	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:d]	DANACH · ⟦FORTSETZEN⟧ · [DROGENNAME:d]	1	2	3	DANACH	FUNCTION	[DROGENNAME:d]	LEARNED_NAME	PRE_NAME	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Folgeschritt in Droge »d« weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	GDT474_SELECTED_DEFAULT	Droge »d« — Folgevermerk, Fortsetzungsvermerk.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O025	G475-O064	P1008-E1230	G474-B133	G475-R122	f89r	PHARMA	f89r2.10	okol	OK+OL	SETZEN · FORTSETZEN	SETZEN · ⟦FORTSETZEN⟧	1	2	2	SETZEN	ACTION	NONE	BOUNDARY	NAME_FREE	BACKWARD_HOLD	X · OL = X weiterführen	Setzen weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	GDT474_SELECTED_DEFAULT	Weiter setze den Eintrag als Ansatz an.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O026	G475-O065	P1008-E1231	G474-B133	G475-R122	f89r	PHARMA	f89r2.10	shol	SH+OL	HALTEN · FORTSETZEN	HALTEN · ⟦FORTSETZEN⟧	1	2	2	HALTEN	ACTION	NONE	BOUNDARY	NAME_FREE	BACKWARD_HOLD	X · OL = X weiterführen	Halten weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	GDT474_SELECTED_DEFAULT	Weiter halte den Eintrag.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O027	G475-O068	P1008-E1413	G474-B146	G475-R135	f89r	PHARMA	f89r2.34	otolarol	OT+OL+AR+OL	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	DANACH · ⟦FORTSETZEN⟧ · AUSGANG · FORTSETZEN	1	2	4	DANACH	FUNCTION	AUSGANG	FUNCTION	NAME_FREE	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Folgeschritt in Ausgang weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → weiter → Ausgangsgefäß → weiter.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
G477-O028	G475-O069	P1008-E1413	G474-B146	G475-R135	f89r	PHARMA	f89r2.34	otolarol	OT+OL+AR+OL	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	DANACH · FORTSETZEN · AUSGANG · ⟦FORTSETZEN⟧	2	4	4	AUSGANG	FUNCTION	NONE	BOUNDARY	NAME_FREE	BACKWARD_HOLD	X · OL = X weiterführen	Ausgang weiterführen	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → weiter → Ausgangsgefäß → weiter.	NO	NO	POSITIONAL_SCOPE_RECAST__OL_MEANING_UNCHANGED
