carrier_id	frame_id	frozen_frame	frame_working_meaning_de	r_recipe	global_running_event_id	global_statement_id	card_ordinal_in_statement	physical_page	register	owner_class	owner_de	surface	template	imperative_clause_de	owner_local_atom_reading_de	portable_back_projection_de	roundtrip_exact	exact_gdt428_r_carrier	phrase_observed_not_invented
G491-C12	G491-F01	@ACTION	MARKIEREN	R	G407-E2513	G407-S353	1	f77r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	r	ACTION_ONLY	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	MARKIEREN	YES	YES	YES
G491-C13	G491-F01	@ACTION	MARKIEREN	R	G407-E2656	G407-S386	2	f77r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	r	ACTION_ONLY	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	MARKIEREN	YES	YES	YES
G491-C14	G491-F01	@ACTION	MARKIEREN	R	G407-E3063	G407-S468	8	f81v	BIOLOGICAL	BAD_ODER_BECKENFELD	gemeinsames zweireihiges Badfeld	r	ACTION_ONLY	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	MARKIEREN	YES	YES	YES
G491-C15	G491-F01	@ACTION	MARKIEREN	R	G407-E3237	G407-S507	2	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	r	ACTION_ONLY	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	MARKIEREN	YES	YES	YES
G491-C16	G491-F01	@ACTION	MARKIEREN	R	G407-E3273	G407-S513	5	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	r	ACTION_ONLY	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	MARKIEREN	YES	YES	YES
G491-C17	G491-F01	@ACTION	MARKIEREN	R	G407-E3296	G407-S521	2	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	r	ACTION_ONLY	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	MARKIEREN	YES	YES	YES
G491-C18	G491-F01	@ACTION	MARKIEREN	R	G407-E3532	G407-S579	1	f83r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	r	ACTION_ONLY	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	MARKIEREN	YES	YES	YES
G491-C19	G491-F01	@ACTION	MARKIEREN	R	G407-E4030	G407-S663	4	f88v	PHARMA	GEFÄSS_UND_ZUTATGRUPPE	zweite Gefaess-/Zutatengruppe	r	ACTION_ONLY	Markiere den Drogenposten [wie zuvor].	POSTEN MARKIEREN	MARKIEREN	YES	YES	YES
G491-C20	G491-F01	@ACTION	MARKIEREN	R	G407-E4172	G407-S672	30	f89r	PHARMA	GEFÄSS_UND_ZUTATGRUPPE	Gefäß-/Pflanzenteilgruppe C	r	ACTION_ONLY	Markiere den Drogenposten [wie zuvor].	POSTEN MARKIEREN	MARKIEREN	YES	YES	YES
G491-C21	G491-F01	@ACTION	MARKIEREN	R	G407-E4386	G407-S685	70	f89r	PHARMA	GEFÄSS_UND_ZUTATGRUPPE	Gefäß-/Pflanzenteilgruppe F	r	ACTION_ONLY	Markiere den Mengenwert [wie zuvor].	POSTEN MARKIEREN	MARKIEREN	YES	YES	YES
G491-C22	G491-F02	@ACTION+AIIN	MARKIEREN · WERT	R+AIIN	G407-E2340	G407-S295	2	f76r	BIOLOGICAL	TEXTBLOCK_MIT_SEITENBESITZER	unbebilderter Textabschnitt D	raiin	ACTION_ARGUMENT	Markiere den Stationswert.	STATION MARKIEREN · STATIONSWERT	MARKIEREN · WERT	YES	YES	YES
G491-C23	G491-F02	@ACTION+AIIN	MARKIEREN · WERT	R+AIIN	G407-E2603	G407-S374	4	f77r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	raiin	ACTION_ARGUMENT	Markiere den Stationswert.	STATION MARKIEREN · STATIONSWERT	MARKIEREN · WERT	YES	YES	YES
G491-C24	G491-F02	@ACTION+AIIN	MARKIEREN · WERT	R+AIIN	G407-E2676	G407-S392	1	f77r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	raiin	ACTION_ARGUMENT	Markiere den Stationswert.	STATION MARKIEREN · STATIONSWERT	MARKIEREN · WERT	YES	YES	YES
G491-C25	G491-F02	@ACTION+AIIN	MARKIEREN · WERT	R+AIIN	G407-E2694	G407-S392	19	f77r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	raiin	ACTION_ARGUMENT	Markiere den Stationswert.	STATION MARKIEREN · STATIONSWERT	MARKIEREN · WERT	YES	YES	YES
G491-C26	G491-F02	@ACTION+AIIN	MARKIEREN · WERT	R+AIIN	G407-E3370	G407-S534	4	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	raiin	ACTION_ARGUMENT	Markiere den Stationswert.	STATION MARKIEREN · STATIONSWERT	MARKIEREN · WERT	YES	YES	YES
G491-C27	G491-F02	@ACTION+AIIN	MARKIEREN · WERT	R+AIIN	G407-E3374	G407-S534	8	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	raiin	ACTION_ARGUMENT	Markiere den Stationswert.	STATION MARKIEREN · STATIONSWERT	MARKIEREN · WERT	YES	YES	YES
G491-C28	G491-F02	@ACTION+AIIN	MARKIEREN · WERT	R+AIIN	G407-E3423	G407-S552	4	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	raiin	ACTION_ARGUMENT	Markiere den Stationswert.	STATION MARKIEREN · STATIONSWERT	MARKIEREN · WERT	YES	YES	YES
G491-C29	G491-F02	@ACTION+AIIN	MARKIEREN · WERT	R+AIIN	G407-E4540	G407-S709	8	f95v	HERBAL	GANZPFLANZE	F95V_WHOLE_PLANT	raiin	ACTION_ARGUMENT	Markiere den Arbeitswert.	TEIL MARKIEREN · ARBEITSWERT	MARKIEREN · WERT	YES	YES	YES
G491-C30	G491-F03	@ACTION+AIN	MARKIEREN · ANTEIL	R+AIN	G407-E2137	G407-S255	5	f76r	BIOLOGICAL	TEXTBLOCK_MIT_SEITENBESITZER	unbebilderter Textabschnitt A8	rain	ACTION_ARGUMENT	Markiere den Stationsanteil.	STATION MARKIEREN · STATIONSANTEIL	MARKIEREN · ANTEIL	YES	YES	YES
G491-C31	G491-F03	@ACTION+AIN	MARKIEREN · ANTEIL	R+AIN	G407-E2837	G407-S424	7	f81r	BIOLOGICAL	BAD_ODER_BECKENFELD	F81R_LOWER_POOL	rain	ACTION_ARGUMENT	Markiere den Stationsanteil.	STATION MARKIEREN · STATIONSANTEIL	MARKIEREN · ANTEIL	YES	YES	YES
G491-C32	G491-F03	@ACTION+AIN	MARKIEREN · ANTEIL	R+AIN	G407-E3448	G407-S556	14	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	rain	ACTION_ARGUMENT	Markiere den Stationsanteil.	STATION MARKIEREN · STATIONSANTEIL	MARKIEREN · ANTEIL	YES	YES	YES
G491-C33	G491-F04	@ACTION+AL	MARKIEREN · ZIELORT	R+AL	G407-E3084	G407-S473	4	f81v	BIOLOGICAL	BAD_ODER_BECKENFELD	gemeinsames zweireihiges Badfeld	ral	ACTION_RELATION	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	STATION MARKIEREN · ZIELSTATION	MARKIEREN · ZIELORT	YES	YES	YES
G491-C34	G491-F04	@ACTION+AL	MARKIEREN · ZIELORT	R+AL	G407-E3804	G407-S648	9	f88r	PHARMA	DROGEN_UND_GEFÄSSPOSTEN	sechzehn Drogenposten und drei Gefäßansätze	ral	ACTION_RELATION	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	POSTEN MARKIEREN · ZIELGEFÄSS	MARKIEREN · ZIELORT	YES	YES	YES
G491-C35	G491-F05	@ACTION+AL+Y	MARKIEREN · ZIELORT · POSTEN	R+AL+Y	G407-E3782	G407-S647	3	f83r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	raly	ACTION_ARGUMENT_RELATION	Markiere den Stationsposten; zur Zielstation.	STATION MARKIEREN · ZIELSTATION · STATIONSPOSTEN	MARKIEREN · ZIELORT · POSTEN	YES	YES	YES
G491-C36	G491-F06	@ACTION+CH+E+Y	MARKIEREN · NEHMEN · GRAD I · POSTEN	R+CH+E+Y	G407-E3246	G407-S507	11	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	rchey	MULTI_ACTION	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	STATION MARKIEREN · POSTEN ENTNEHMEN · GRAD I · STATIONSPOSTEN	MARKIEREN · NEHMEN · GRAD I · POSTEN	YES	YES	YES
G491-C37	G491-F07	@ACTION+CHD+Y	MARKIEREN · BEARBEITEN · POSTEN	R+CHD+Y	G407-E3417	G407-S551	1	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	rchedy	MULTI_ACTION	Markiere den Stationsposten und bearbeite den Stationsposten.	STATION MARKIEREN · POSTEN BEARBEITEN · STATIONSPOSTEN	MARKIEREN · BEARBEITEN · POSTEN	YES	YES	YES
G491-C38	G491-F07	@ACTION+CHD+Y	MARKIEREN · BEARBEITEN · POSTEN	R+CHD+Y	G407-E3499	G407-S567	2	f83r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	rchedy	MULTI_ACTION	Markiere den Stationsposten und bearbeite den Stationsposten.	STATION MARKIEREN · POSTEN BEARBEITEN · STATIONSPOSTEN	MARKIEREN · BEARBEITEN · POSTEN	YES	YES	YES
G491-C39	G491-F08	@ACTION+OL	MARKIEREN · FORTSETZEN	R+OL	G407-E1664	G407-S125	2	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	rol	ORDERED_ACTION	Weiter markiere den Stationsposten [wie zuvor].	STATION MARKIEREN · STATION WEITERFÜHREN	MARKIEREN · FORTSETZEN	YES	YES	YES
G491-C40	G491-F08	@ACTION+OL	MARKIEREN · FORTSETZEN	R+OL	G407-E1887	G407-S204	3	f76r	BIOLOGICAL	TEXTBLOCK_MIT_SEITENBESITZER	unbebilderter Textabschnitt A1	rol	ORDERED_ACTION	Weiter markiere den Stationsposten [wie zuvor].	STATION MARKIEREN · STATION WEITERFÜHREN	MARKIEREN · FORTSETZEN	YES	YES	YES
G491-C41	G491-F08	@ACTION+OL	MARKIEREN · FORTSETZEN	R+OL	G407-E2945	G407-S444	10	f81v	BIOLOGICAL	BAD_ODER_BECKENFELD	gemeinsames zweireihiges Badfeld	rol	ORDERED_ACTION	Weiter markiere den Stationsanteil [wie zuvor].	STATION MARKIEREN · STATION WEITERFÜHREN	MARKIEREN · FORTSETZEN	YES	YES	YES
G491-C42	G491-F08	@ACTION+OL	MARKIEREN · FORTSETZEN	R+OL	G407-E3137	G407-S486	3	f81v	BIOLOGICAL	BAD_ODER_BECKENFELD	gemeinsames zweireihiges Badfeld	rol	ORDERED_ACTION	Weiter markiere den Stationsposten [wie zuvor].	STATION MARKIEREN · STATION WEITERFÜHREN	MARKIEREN · FORTSETZEN	YES	YES	YES
G491-C43	G491-F09	@ACTION+OR+Y	MARKIEREN · EINHEIT · POSTEN	R+OR+Y	G407-E2334	G407-S292	3	f76r	BIOLOGICAL	TEXTBLOCK_MIT_SEITENBESITZER	unbebilderter Textabschnitt C	rory	ACTION_ARGUMENT	Markiere die Stationseinheit und den Stationsposten.	STATION MARKIEREN · STATIONSEINHEIT · STATIONSPOSTEN	MARKIEREN · EINHEIT · POSTEN	YES	YES	YES
G491-C44	G491-F10	@ACTION+Y	MARKIEREN · POSTEN	R+Y	G407-E1598	G407-S119	8	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	ry	ACTION_ARGUMENT	Markiere den Stationsposten.	STATION MARKIEREN · STATIONSPOSTEN	MARKIEREN · POSTEN	YES	YES	YES
G491-C45	G491-F10	@ACTION+Y	MARKIEREN · POSTEN	R+Y	G407-E3385	G407-S538	3	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	ry	ACTION_ARGUMENT	Markiere den Stationsposten.	STATION MARKIEREN · STATIONSPOSTEN	MARKIEREN · POSTEN	YES	YES	YES
G491-C46	G491-F11	CH+@ACTION	NEHMEN · MARKIEREN	CH+R	G407-E2689	G407-S392	14	f77r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chr	MULTI_ACTION	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	POSTEN ENTNEHMEN · STATION MARKIEREN	NEHMEN · MARKIEREN	YES	YES	YES
