event_id	page	record	statement_id	locus	owner_sequence	card_no	surface	component_recipe	atomic_reading_de	station_clause_de	global_flow_claim	surface_owner_boundary_unchanged
E118	f81v	B1	B1-S002	f81v.7	B1_SHARED_TWO_ROW_POOL	PROC009	daiin	AIIN	MASS	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und Wasser zugeben. Am Ziel aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Mass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.	NONE	YES
E119	f81v	B1	B1-S002	f81v.7	B1_SHARED_TWO_ROW_POOL	PROC075	chckhy	CKH+Y	DURCHLASS · DIES	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und Wasser zugeben. Am Ziel aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Mass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.	NONE	YES
E120	f81v	B1	B1-S002	f81v.7	B1_SHARED_TWO_ROW_POOL	PROC076	schedy	CHD+DY	UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und Wasser zugeben. Am Ziel aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Mass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.	NONE	YES
E121	f81v	B1	B1-S003	f81v.7	B1_SHARED_TWO_ROW_POOL	PROC013	qol	OL	FORTSETZEN	Am gemeinsamen zweireihigen Becken: Fortsetzen; dann halten, zugeben und umsetzen; den Schritt schliessen.	NONE	YES
E122	f81v	B1	B1-S003	f81v.17	B1_SHARED_TWO_ROW_POOL	PROC077	sshkchdy	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Fortsetzen; dann halten, zugeben und umsetzen; den Schritt schliessen.	NONE	YES
E123	f81v	B1	B1-S004	f81v.17	B1_SHARED_TWO_ROW_POOL	PROC042	chedy	CHD+Y	UMSETZEN · DIES	Am gemeinsamen zweireihigen Becken: Den laufenden Posten umsetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	NONE	YES
E124	f81v	B1	B1-S004	f81v.17	B1_SHARED_TWO_ROW_POOL	PROC013	ol	OL	FORTSETZEN	Am gemeinsamen zweireihigen Becken: Den laufenden Posten umsetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	NONE	YES
E125	f81v	B1	B1-S004	f81v.17	B1_SHARED_TWO_ROW_POOL	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Den laufenden Posten umsetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	NONE	YES
E126	f81v	B1	B1-S005	f81v.17	B1_SHARED_TWO_ROW_POOL	PROC079	qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Weiter umsetzen; den Schritt schliessen.	NONE	YES
E127	f81v	B1	B1-S006	f81v.17	B1_SHARED_TWO_ROW_POOL	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann weiterleiten; dann zum Ziel kuehlen.	NONE	YES
E128	f81v	B1	B1-S006	f81v.17	B1_SHARED_TWO_ROW_POOL	PROC075	shckhy	CKH+Y	DURCHLASS · DIES	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann weiterleiten; dann zum Ziel kuehlen.	NONE	YES
E129	f81v	B1	B1-S006	f81v.17	B1_SHARED_TWO_ROW_POOL	PROC072	dl	L	WEITERLEITEN	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann weiterleiten; dann zum Ziel kuehlen.	NONE	YES
E130	f81v	B1	B1-S006	f81v.17	B1_SHARED_TWO_ROW_POOL	PROC081	ral	R+AL	KUEHLEN · ZIEL	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann weiterleiten; dann zum Ziel kuehlen.	NONE	YES
E131	f81v	B1	B1-S007	f81v.18	B1_SHARED_TWO_ROW_POOL	PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Ansetzen und umsetzen; den Schritt schliessen.	NONE	YES
E132	f81v	B1	B1-S008	f81v.18	B1_SHARED_TWO_ROW_POOL	PROC019	chey	Y	DIES	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und fortsetzen, kurz erwaermen, weiterfuehren, absetzen lassen und den Schritt schliessen.	NONE	YES
E133	f81v	B1	B1-S008	f81v.18	B1_SHARED_TWO_ROW_POOL	PROC013	ol	OL	FORTSETZEN	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und fortsetzen, kurz erwaermen, weiterfuehren, absetzen lassen und den Schritt schliessen.	NONE	YES
E134	f81v	B1	B1-S008	f81v.18	B1_SHARED_TWO_ROW_POOL	PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und fortsetzen, kurz erwaermen, weiterfuehren, absetzen lassen und den Schritt schliessen.	NONE	YES
E135	f81v	B1	B1-S008	f81v.18	B1_SHARED_TWO_ROW_POOL	PROC013	ol	OL	FORTSETZEN	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und fortsetzen, kurz erwaermen, weiterfuehren, absetzen lassen und den Schritt schliessen.	NONE	YES
E136	f81v	B1	B1-S008	f81v.18	B1_SHARED_TWO_ROW_POOL	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und fortsetzen, kurz erwaermen, weiterfuehren, absetzen lassen und den Schritt schliessen.	NONE	YES
E137	f81v	B1	B1-S009	f81v.18	B1_SHARED_TWO_ROW_POOL	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	NONE	YES
E138	f81v	B1	B1-S010	f81v.18	B1_SHARED_TWO_ROW_POOL	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	NONE	YES
E139	f81v	B1	B1-S011	f81v.18	B1_SHARED_TWO_ROW_POOL	PROC075	chckhy	CKH+Y	DURCHLASS · DIES	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	NONE	YES
E140	f81v	B1	B1-S011	f81v.18	B1_SHARED_TWO_ROW_POOL	PROC008	qoky	OK+Y	ANSETZEN · DIES	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	NONE	YES
E141	f81v	B1	B1-S012	f81v.21	B1_SHARED_TWO_ROW_POOL	PROC084	lsho	LSH+O	WASCHEN · ARBEITSGANG	Am gemeinsamen zweireihigen Becken: Den Arbeitsgang waschen, den Posten kurz ansetzen, nochmals kurz waschen und den Schritt schliessen.	NONE	YES
E142	f81v	B1	B1-S012	f81v.21	B1_SHARED_TWO_ROW_POOL	PROC085	qokey	OK+E+Y	ANSETZEN · KURZ · DIES	Am gemeinsamen zweireihigen Becken: Den Arbeitsgang waschen, den Posten kurz ansetzen, nochmals kurz waschen und den Schritt schliessen.	NONE	YES
E143	f81v	B1	B1-S012	f81v.21	B1_SHARED_TWO_ROW_POOL	PROC086	lshedy	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	Am gemeinsamen zweireihigen Becken: Den Arbeitsgang waschen, den Posten kurz ansetzen, nochmals kurz waschen und den Schritt schliessen.	NONE	YES
E144	f81v	B1	B1-S013	f81v.21	B1_SHARED_TWO_ROW_POOL	PROC086	lshedy	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz waschen und den Schritt schliessen.	NONE	YES
E145	f81v	B1	B1-S014	f81v.21	B1_SHARED_TWO_ROW_POOL	PROC042	chedy	CHD+Y	UMSETZEN · DIES	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und auffangen; zum Ziel weiterleiten und umsetzen, dort fortsetzen und danach zum Quelle wechseln.	NONE	YES
E146	f81v	B1	B1-S014	f81v.21	B1_SHARED_TWO_ROW_POOL	PROC087	qolky	SOLK+Y	AUFFANGEN · DIES	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und auffangen; zum Ziel weiterleiten und umsetzen, dort fortsetzen und danach zum Quelle wechseln.	NONE	YES
E147	f81v	B1	B1-S014	f81v.21	B1_SHARED_TWO_ROW_POOL	PROC088	lchedal	L+CHD+AL	WEITERLEITEN · UMSETZEN · ZIEL	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und auffangen; zum Ziel weiterleiten und umsetzen, dort fortsetzen und danach zum Quelle wechseln.	NONE	YES
E148	f81v	B1	B1-S014	f81v.21	B1_SHARED_TWO_ROW_POOL	PROC013	qol	OL	FORTSETZEN	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und auffangen; zum Ziel weiterleiten und umsetzen, dort fortsetzen und danach zum Quelle wechseln.	NONE	YES
E149	f81v	B1	B1-S014	f81v.21	B1_SHARED_TWO_ROW_POOL	PROC089	otar	OT+AR	DANACH · QUELLE	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und auffangen; zum Ziel weiterleiten und umsetzen, dort fortsetzen und danach zum Quelle wechseln.	NONE	YES
E150	f81v	B1	B1-S015	f81v.24	B1_SHARED_TWO_ROW_POOL	PROC090	ytey	T+E+Y	ANWENDEN · KURZ · DIES	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten anwenden; dann ansetzen und umsetzen; den Schritt schliessen.	NONE	YES
E151	f81v	B1	B1-S015	f81v.24	B1_SHARED_TWO_ROW_POOL	PROC091	okchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten anwenden; dann ansetzen und umsetzen; den Schritt schliessen.	NONE	YES
E152	f81v	B1	B1-S016	f81v.24	B1_SHARED_TWO_ROW_POOL	PROC048	qokal	OK+AL	ANSETZEN · ZIEL	Am gemeinsamen zweireihigen Becken: Zum Ziel ansetzen; dann laenger den laufenden Posten ansetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	NONE	YES
E153	f81v	B1	B1-S016	f81v.24	B1_SHARED_TWO_ROW_POOL	PROC092	okeey	OK+EE+Y	ANSETZEN · LANG · DIES	Am gemeinsamen zweireihigen Becken: Zum Ziel ansetzen; dann laenger den laufenden Posten ansetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	NONE	YES
E154	f81v	B1	B1-S016	f81v.24	B1_SHARED_TWO_ROW_POOL	PROC013	qol	OL	FORTSETZEN	Am gemeinsamen zweireihigen Becken: Zum Ziel ansetzen; dann laenger den laufenden Posten ansetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	NONE	YES
E155	f81v	B1	B1-S016	f81v.24	B1_SHARED_TWO_ROW_POOL	PROC078	cheedy	SHED+DY	ABSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Zum Ziel ansetzen; dann laenger den laufenden Posten ansetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	NONE	YES
E156	f81v	B1	B1-S017	f81v.24	B1_SHARED_TWO_ROW_POOL	PROC055	sal	AL	ZIEL	Am gemeinsamen zweireihigen Becken: Am Ziel kurz fortsetzen, umsetzen und den Schritt schliessen.	NONE	YES
E157	f81v	B1	B1-S017	f81v.24	B1_SHARED_TWO_ROW_POOL	PROC093	teol	E+OL	KURZ · FORTSETZEN	Am gemeinsamen zweireihigen Becken: Am Ziel kurz fortsetzen, umsetzen und den Schritt schliessen.	NONE	YES
E158	f81v	B1	B1-S017	f81v.24	B1_SHARED_TWO_ROW_POOL	PROC094	dchdy	CHD+DY	UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Am Ziel kurz fortsetzen, umsetzen und den Schritt schliessen.	NONE	YES
E159	f81v	B1	B1-S018	f81v.24	B1_SHARED_TWO_ROW_POOL	PROC095	ly	L+Y	WEITERLEITEN · DIES	Am gemeinsamen zweireihigen Becken: Den laufenden Posten weiterleiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger auffangen; den Schritt schliessen.	NONE	YES
E160	f81v	B1	B1-S018	f81v.27	B1_SHARED_TWO_ROW_POOL	PROC096	dsheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	Am gemeinsamen zweireihigen Becken: Den laufenden Posten weiterleiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger auffangen; den Schritt schliessen.	NONE	YES
E161	f81v	B1	B1-S018	f81v.27	B1_SHARED_TWO_ROW_POOL	PROC097	oiiin	O+IIN	ARBEITSGANG · STUFE	Am gemeinsamen zweireihigen Becken: Den laufenden Posten weiterleiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger auffangen; den Schritt schliessen.	NONE	YES
E162	f81v	B1	B1-S018	f81v.27	B1_SHARED_TWO_ROW_POOL	PROC098	olkeedy	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Den laufenden Posten weiterleiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger auffangen; den Schritt schliessen.	NONE	YES
E163	f81v	B1	B1-S019	f81v.27	B1_SHARED_TWO_ROW_POOL	PROC078	tedy	SHED+DY	ABSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Absetzen lassen; den Schritt schliessen.	NONE	YES
E164	f81v	B1	B1-S020	f81v.27	B1_SHARED_TWO_ROW_POOL	PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	NONE	YES
E165	f81v	B1	B1-S020	f81v.27	B1_SHARED_TWO_ROW_POOL	PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	NONE	YES
E166	f81v	B1	B1-S021	f81v.27	B1_SHARED_TWO_ROW_POOL	PROC055	chal	AL	ZIEL	Am gemeinsamen zweireihigen Becken: Das Ziel festlegen.	NONE	YES
E167	f82r	B2	B2-S001	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PROC076	dchedy	CHD+DY	UMSETZEN · SCHLUSS	[Station B2_UPPER_PAIRED_BASINS_AND_CYLINDER] An den oberen Paarbecken mit Zylinder: Umsetzen und den Schritt schliessen.	NONE	YES
E168	f82r	B2	B2-S002	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PROC079	qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	An den oberen Paarbecken mit Zylinder: Weiter umsetzen; den Schritt schliessen.	NONE	YES
E169	f82r	B2	B2-S003	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	NONE	YES
E170	f82r	B2	B2-S003	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PROC019	dy	Y	DIES	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	NONE	YES
E171	f82r	B2	B2-S003	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	NONE	YES
E172	f82r	B2	B2-S004	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PROC048	qokal	OK+AL	ANSETZEN · ZIEL	An den oberen Paarbecken mit Zylinder: Am Ziel ansetzen; den Posten durch den Durchlass weiterleiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass weiterleiten und schliessen.	NONE	YES
E173	f82r	B2	B2-S004	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PROC101	lcheckhy	L+CKH+Y	WEITERLEITEN · DURCHLASS · DIES	An den oberen Paarbecken mit Zylinder: Am Ziel ansetzen; den Posten durch den Durchlass weiterleiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass weiterleiten und schliessen.	NONE	YES
E174	f82r	B2	B2-S004	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PROC102	lched	L+CHD	WEITERLEITEN · UMSETZEN	An den oberen Paarbecken mit Zylinder: Am Ziel ansetzen; den Posten durch den Durchlass weiterleiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass weiterleiten und schliessen.	NONE	YES
E175	f82r	B2	B2-S004	f82r.3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	An den oberen Paarbecken mit Zylinder: Am Ziel ansetzen; den Posten durch den Durchlass weiterleiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass weiterleiten und schliessen.	NONE	YES
E176	f82r	B2	B2-S004	f82r.3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PROC103	lcheckhedy	L+CKH+E+DY	WEITERLEITEN · DURCHLASS · KURZ · SCHLUSS	An den oberen Paarbecken mit Zylinder: Am Ziel ansetzen; den Posten durch den Durchlass weiterleiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass weiterleiten und schliessen.	NONE	YES
E177	f82r	B2	B2-S005	f82r.3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PROC104	qokaly	OK+AL+Y	ANSETZEN · ZIEL · DIES	An den oberen Paarbecken mit Zylinder: Den Posten am Ziel ansetzen und nach Mass auffangen. Ihn durch den Durchlass fuehren, zweimal nach Mass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft fortsetzen, laenger erwaermen, weiterleiten und schliessen.	NONE	YES
E178	f82r	B2	B2-S005	f82r.3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PROC105	solkaiin	SOLK+AIIN	AUFFANGEN · MASS	An den oberen Paarbecken mit Zylinder: Den Posten am Ziel ansetzen und nach Mass auffangen. Ihn durch den Durchlass fuehren, zweimal nach Mass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft fortsetzen, laenger erwaermen, weiterleiten und schliessen.	NONE	YES
