manual_order	layer	item_id	teaching_value_or_rule_de	scope	support_or_instances	source_artifact
41	L2_OWNER_CLASS	A1_RIGHT_RING	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	2	PASS473_OWNER_DICTIONARY
42	L2_OWNER_CLASS	A1_RIGHT_RING_TEXT	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	1	PASS473_OWNER_DICTIONARY
43	L2_OWNER_CLASS	A1_RIGHT_SECTOR	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	12	PASS473_OWNER_DICTIONARY
44	L2_OWNER_CLASS	A2_CENTRE	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	2	PASS473_OWNER_DICTIONARY
45	L2_OWNER_CLASS	A2_HEADER_FRAGMENT	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	4	PASS473_OWNER_DICTIONARY
46	L2_OWNER_CLASS	A2_PANEL_HEADER	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	3	PASS473_OWNER_DICTIONARY
47	L2_OWNER_CLASS	A2_STAR	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	28	PASS473_OWNER_DICTIONARY
48	L2_OWNER_CLASS	A3_RADIAL_SLOT	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	28	PASS473_OWNER_DICTIONARY
49	L2_OWNER_CLASS	A3_RING_TEXT	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	3	PASS473_OWNER_DICTIONARY
50	L2_OWNER_CLASS	B1_POOL	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	21	PASS473_OWNER_DICTIONARY
51	L2_OWNER_CLASS	B2_EDGE	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	8	PASS473_OWNER_DICTIONARY
52	L2_OWNER_CLASS	B2_LOWER_POOL	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	2	PASS473_OWNER_DICTIONARY
53	L2_OWNER_CLASS	B2_MIDDLE_LEFT	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	4	PASS473_OWNER_DICTIONARY
54	L2_OWNER_CLASS	B2_MIDDLE_RIGHT	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	1	PASS473_OWNER_DICTIONARY
55	L2_OWNER_CLASS	B2_MIDDLE_RIGHT+B2_LOWER_POOL	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	1	PASS473_OWNER_DICTIONARY
56	L2_OWNER_CLASS	B2_UPPER	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	6	PASS473_OWNER_DICTIONARY
57	L2_OWNER_CLASS	B3_ARCH_PAIR	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	8	PASS473_OWNER_DICTIONARY
58	L2_OWNER_CLASS	B3_GAP	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	9	PASS473_OWNER_DICTIONARY
59	L2_OWNER_CLASS	B3_GAP+B3_ARCH_PAIR	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	1	PASS473_OWNER_DICTIONARY
60	L2_OWNER_CLASS	B3_LOWER_BASKET	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	6	PASS473_OWNER_DICTIONARY
61	L2_OWNER_CLASS	B3_LOWER_BASKET+B3_GAP	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	1	PASS473_OWNER_DICTIONARY
62	L2_OWNER_CLASS	B3_MIDDLE_VESSEL	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	5	PASS473_OWNER_DICTIONARY
63	L2_OWNER_CLASS	B3_UPPER_FAN	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	4	PASS473_OWNER_DICTIONARY
64	L2_OWNER_CLASS	B4_ARCH_PAIR	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	10	PASS473_OWNER_DICTIONARY
65	L2_OWNER_CLASS	B4_LEFT_FRINGE	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	4	PASS473_OWNER_DICTIONARY
66	L2_OWNER_CLASS	B4_LEFT_FRINGE+B4_RIGHT_RUN	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	1	PASS473_OWNER_DICTIONARY
67	L2_OWNER_CLASS	B4_RIGHT_RUN	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	1	PASS473_OWNER_DICTIONARY
68	L2_OWNER_CLASS	B5_LEFT	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	3	PASS473_OWNER_DICTIONARY
69	L2_OWNER_CLASS	B6_RIGHT	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	BIOLOGICAL	1	PASS473_OWNER_DICTIONARY
70	L2_OWNER_CLASS	H_BLUE_CROWN	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	HERBAL	4	PASS473_OWNER_DICTIONARY
71	L2_OWNER_CLASS	H_BROAD_PANICLE	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	HERBAL	4	PASS473_OWNER_DICTIONARY
72	L2_OWNER_CLASS	H_BROAD_TOOTHED	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	HERBAL	5	PASS473_OWNER_DICTIONARY
73	L2_OWNER_CLASS	H_MULTIHEAD	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	HERBAL	6	PASS473_OWNER_DICTIONARY
74	L3_SHARED_SENTENCE_MOTIF	M01	Bereite den Posten „{posten}“ vor, setze die angegebene Menge oder Stufe und führe ihn zur bezeichneten Stelle.	HERBAL_AND_BIOLOGICAL	5	PASS477_SENTENCE_TEMPLATES
75	L3_SHARED_SENTENCE_MOTIF	M02	Setze für den Posten „{posten}“ das erste Maß, bewege ihn und setze am Ziel das nächste Maß.	HERBAL_AND_BIOLOGICAL	4	PASS477_SENTENCE_TEMPLATES
76	L3_SHARED_SENTENCE_MOTIF	M03	Führe den Posten „{posten}“ zur Arbeitsstelle, bearbeite ihn dort und führe ihn weiter.	HERBAL_AND_BIOLOGICAL	3	PASS477_SENTENCE_TEMPLATES
77	L3_SHARED_SENTENCE_MOTIF	M04	Nimm vom Posten „{posten}“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	HERBAL_AND_BIOLOGICAL	21	PASS477_SENTENCE_TEMPLATES
78	L3_SHARED_SENTENCE_MOTIF	M05	Setze für den Posten „{posten}“ Menge oder Stufe und halte ihn wie angegeben.	HERBAL_AND_BIOLOGICAL	11	PASS477_SENTENCE_TEMPLATES
79	L3_SHARED_SENTENCE_MOTIF	M06	Führe den Posten „{posten}“ zur Stelle und setze dort Menge oder Stufe.	HERBAL_AND_BIOLOGICAL	10	PASS477_SENTENCE_TEMPLATES
80	L3_SHARED_SENTENCE_MOTIF	M07	Führe den Posten „{posten}“ weiter und beginne damit den nächsten Arbeitsgang.	HERBAL_AND_BIOLOGICAL	9	PASS477_SENTENCE_TEMPLATES
81	L3_SHARED_SENTENCE_MOTIF	M08	Bereite den Posten „{posten}“ und setze dafür Menge oder Stufe.	HERBAL_AND_BIOLOGICAL	8	PASS477_SENTENCE_TEMPLATES
82	L3_SHARED_SENTENCE_MOTIF	M09	Setze den Posten „{posten}“ an der Zielstelle an und bestimme Menge oder Dauer.	HERBAL_AND_BIOLOGICAL	8	PASS477_SENTENCE_TEMPLATES
83	L4_BIO_PRIMITIVE_PROGRAM	BIO_PG001	Örtlichen Halte- oder Zustandsschritt ausführen; schließen. [HOLD_STATE>CLOSE]	BIOLOGICAL	21	PASS504_RECONCILED_BIO_PROGRAMS
84	L4_BIO_PRIMITIVE_PROGRAM	BIO_PG002	Den laufenden Posten bewegen oder durchlassen; schließen. [MOVE_PASS>CLOSE]	BIOLOGICAL	14	PASS504_RECONCILED_BIO_PROGRAMS
85	L4_BIO_PRIMITIVE_PROGRAM	BIO_PG003	Den Posten ansetzen oder beschicken; schließen. [ACTIVATE_CHARGE>CLOSE]	BIOLOGICAL	4	PASS504_RECONCILED_BIO_PROGRAMS
86	L4_BIO_PRIMITIVE_PROGRAM	BIO_PG004	Fortsetzen, zwei Halte- oder Zustandsschritte ausführen; schließen. [CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE]	BIOLOGICAL	3	PASS504_RECONCILED_BIO_PROGRAMS
87	L4_BIO_PRIMITIVE_PROGRAM	BIO_PG005	Zwei Halte- oder Zustandsschritte ausführen; schließen. [HOLD_STATE>HOLD_STATE>CLOSE]	BIOLOGICAL	3	PASS504_RECONCILED_BIO_PROGRAMS
88	L4_BIO_PRIMITIVE_PROGRAM	BIO_PG006	Zweimal ansetzen oder beschicken, halten; schließen. [ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE]	BIOLOGICAL	2	PASS504_RECONCILED_BIO_PROGRAMS
89	L4_BIO_PRIMITIVE_PROGRAM	BIO_PG007	Ansetzen oder beschicken, halten; schließen. [ACTIVATE_CHARGE>HOLD_STATE>CLOSE]	BIOLOGICAL	2	PASS504_RECONCILED_BIO_PROGRAMS
90	L4_BIO_PRIMITIVE_PROGRAM	BIO_PG008	Bemessen oder prüfen, zweimal ansetzen oder beschicken, halten; schließen. [METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE]	BIOLOGICAL	2	PASS504_RECONCILED_BIO_PROGRAMS
91	L4_BIO_PRIMITIVE_PROGRAM	BIO_PG009	Ziel oder Übergabe setzen, halten; schließen. [TARGET_HANDOFF>HOLD_STATE>CLOSE]	BIOLOGICAL	2	PASS504_RECONCILED_BIO_PROGRAMS
92	L5_LEARNED_WHOLE_CARD	PROC005	ARBEITSFACH	HERBAL	1	PASS478_WHOLE_CARD_DECK_CURRENT_VALUE
93	L5_LEARNED_WHOLE_CARD	PROC028	AUSWRINGEN	HERBAL	1	PASS478_WHOLE_CARD_DECK_CURRENT_VALUE
94	L5_LEARNED_WHOLE_CARD	PROC031	EMPFANGSBESTAND	BIOLOGICAL|HERBAL	4	PASS478_WHOLE_CARD_DECK_CURRENT_VALUE
95	L5_LEARNED_WHOLE_CARD	PROC043	VERWAHREN	HERBAL	1	PASS478_WHOLE_CARD_DECK_CURRENT_VALUE
96	L5_LEARNED_WHOLE_CARD	PROC124	TEILEN	BIOLOGICAL	1	PASS478_WHOLE_CARD_DECK_CURRENT_VALUE
97	L5_LEARNED_WHOLE_CARD	PROC169	STUFE II	BIOLOGICAL	1	PASS478_WHOLE_CARD_DECK_CURRENT_VALUE
98	L6_GENERAL_LOCAL_CLAUSE_GRAMMAR	CLAUSE_G01	OWNER ODER AKTIVEN POSTEN UEBERNEHMEN; QUELLE MASS ZIEL UND HANDLUNG NACH BEDARF SETZEN; BEI NEUEM POSTEN WIEDERHOLEN; SCHLUSS NUR AM KLAUSELENDE	PROSE	49 old local items;204 events	PASS499_RESIDUAL_COLLAPSE
99	L6_PROCEDURE_PRIMITIVE_GRAMMAR	PROC_G01	Fünf Zustände: START; WORK; AFTER_SOURCE; AFTER_METER; CLOSED. Jede Aussage beginnt mit einem Arbeitsprimitiv; Arbeitsprimitive dürfen sich wiederholen; CLOSE steht nur zuletzt. Nach SOURCE_DRAW nicht unmittelbar MOVE_PASS oder TARGET_HANDOFF; nach METER_CHECK nicht unmittelbar CLOSE.	PROSE	116 statements;470 tokens;53/56 observed bigrams	PASS505_FIVE_STATE_AUTOMATON
100	L6_SHARED_PROCEDURE_SUBROUTINE	SUB01	DOPPELEINGABE_ZUM_ZIEL: ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF	PROSE	3 calls;3 statements;GENERAL_WORKSHOP_ROUTINE	PASS502_GLOBAL_SUBROUTINE_EXTENSION
101	L6_SHARED_PROCEDURE_SUBROUTINE	SUB02	UEBERTRAGEN_UND_FOLGEPOSTEN_STARTEN: MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE	PROSE	2 calls;2 statements;FIVE_MACRO_PAIR_ONLY	PASS502_GLOBAL_SUBROUTINE_EXTENSION
102	L6_SHARED_PROCEDURE_SUBROUTINE	SUB03	FORTSETZEN_UND_NACHMESSEN: CONTINUE_USE>METER_CHECK	PROSE	9 calls;9 statements;GENERAL_WORKSHOP_ROUTINE	PASS502_GLOBAL_SUBROUTINE_EXTENSION
103	L6_REDUCED_LOCAL_DECK	W:B1-S002	BECKENZULAUF ZWEIFACH DOSIEREN UND TEMPERIEREN: METER_CHECK>MOVE_PASS>TARGET_HANDOFF>SOURCE_DRAW>CONTINUE_USE>SUB01>CONTINUE_USE>HOLD_STATE>SUB02>HOLD_STATE>METER_CHECK>HOLD_STATE>METER_CHECK>MOVE_PASS>CLOSE	PROSE	B1-S002	PASS501_SHARED_SUBROUTINES
104	L6_REDUCED_LOCAL_DECK	W:B3-S021	UEBERGABE MIT DOPPELTER SOLLPRUEFUNG: METER_CHECK>HOLD_STATE>TARGET_HANDOFF>SUB03>HOLD_STATE>HOLD_STATE>CONTINUE_USE>TARGET_HANDOFF>HOLD_STATE>CLOSE	PROSE	B3-S021	PASS501_SHARED_SUBROUTINES
105	L6_REDUCED_LOCAL_DECK	W:H1-S001	PFLANZENAUSZUG ZWEIMAL ABZIEHEN UND DOSIEREN: SOURCE_DRAW>ACTIVATE_CHARGE>SOURCE_DRAW>ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>SOURCE_DRAW>SUB03>ACTIVATE_CHARGE	PROSE	H1-S001	PASS501_SHARED_SUBROUTINES
106	L6_REDUCED_LOCAL_DECK	W:H2-S001	PFLANZENANSATZ AUF SOLLMASS EINSTELLEN UND WEITERGEBEN: SOURCE_DRAW>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>CONTINUE_USE>MOVE_PASS>SUB03>TARGET_HANDOFF	PROSE	H2-S001	PASS501_SHARED_SUBROUTINES
107	L6_REDUCED_LOCAL_DECK	W:H5-S001	PFLANZENZUSATZ DOSIEREN NACHBESCHICKEN UND EINSETZEN: SUB01>METER_CHECK>ACTIVATE_CHARGE>SUB02>TARGET_HANDOFF	PROSE	H5-S001	PASS501_SHARED_SUBROUTINES
108	L7_ASTRO_READING_RULE	ASTRO_LOCATE_READ_RECORD	Sichtbaren Ort wählen; dortige Kartenfolge lesen; lokalen Wert eintragen; am nächsten Locus neu beginnen.	ASTRO	142 loci / 395 groups	PASS473_OWNERED_ASTRO_LOCI
109	L8_RENDERER_HABIT	RH1	Bei ol in HERBAL_A an Position MIDDLE setze Wrapper ch.	PROSE	3	PASS471_RENDERER_HABITS
110	L8_RENDERER_HABIT	RH2	Bei ol in OTHER_B an Position FIRST setze Wrapper s.	PROSE	3	PASS471_RENDERER_HABITS
111	L8_RENDERER_HABIT	RH3	Bei y in HERBAL_A an Position MIDDLE setze Wrapper ch.	PROSE	6	PASS471_RENDERER_HABITS
112	L8_RENDERER_HABIT	RH4	Bei aiin in OTHER_B an Position FIRST setze Wrapper s.	PROSE	4	PASS471_RENDERER_HABITS
113	L8_RENDERER_HABIT	RH5	Bei cthy in OTHER_B an Position MIDDLE setze Wrapper che.	PROSE	4	PASS471_RENDERER_HABITS
114	L8_RENDERER_HABIT	RH6	Bei o in HERBAL_A an Position FIRST setze Wrapper sh.	PROSE	2	PASS471_RENDERER_HABITS
115	L8_RENDERER_HABIT	RH7	Bei oky in HERBAL_A an Position MIDDLE setze Wrapper ch.	PROSE	3	PASS471_RENDERER_HABITS
116	L8_RENDERER_HABIT	RH8	Bei Y in A69_LEFT_28_PLACE_WHEEL an Position MIDDLE schreibe y.	ASTRO	5	PASS471_RENDERER_HABITS
117	L8_RENDERER_HABIT	RH9	Bei Y in A69_MIDDLE_CLOUD_WAVE_WHEEL an Position MIDDLE schreibe y.	ASTRO	7	PASS471_RENDERER_HABITS
118	L9_GENERATIVE_ALLOGRAPH	G01	Vor demselben Kartenkörper darf der Schreiber einen der acht gelernten Eintritts-Wrapper wählen; die Bedeutung bleibt gleich.	PROSE_AND_ASTRO	102	PASS486_FLEXIBLE_RENDERER
119	L9_GENERATIVE_ALLOGRAPH	G02	Y=DIES darf je nach Stelle als y, dy, chy, chey, shy oder sy geschrieben werden; mehrere Y derselben Karte wählen unabhängig.	PROSE_AND_ASTRO	8	PASS486_FLEXIBLE_RENDERER
120	L9_GENERATIVE_ALLOGRAPH	G03	AIIN=SOLLMASS behält seinen Kern und darf auch innerhalb einer Karte einen gelernten Eintritts-Wrapper tragen.	PROSE_AND_ASTRO	1	PASS486_FLEXIBLE_RENDERER
121	L9_GENERATIVE_ALLOGRAPH	G04	AL=ZIELSTELLE darf auch innerhalb einer Komposition in einer seiner sechs Kartenformen stehen.	PROSE_AND_ASTRO	1	PASS486_FLEXIBLE_RENDERER
122	L9_GENERATIVE_ALLOGRAPH	G05	AR=QUELLE darf auch innerhalb einer Komposition als ar, char, dar oder sar realisiert werden.	PROSE_AND_ASTRO	1	PASS486_FLEXIBLE_RENDERER
