statement_id	record	page	primitive_signature	program_id	program_support	bio_preferred_default	machine_result	state_path	statement_end_state
B1-S001	B1	f81v	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B1-S002	B1	f81v	METER_CHECK>MOVE_PASS>TARGET_HANDOFF>SOURCE_DRAW>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>CONTINUE_USE>HOLD_STATE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>METER_CHECK>HOLD_STATE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	PG048	1	NO	ACCEPT	START>AFTER_METER>WORK>WORK>AFTER_SOURCE>WORK>WORK>WORK>WORK>WORK>WORK>WORK>WORK>WORK>WORK>AFTER_METER>WORK>AFTER_METER>WORK>WORK>CLOSED	CLOSED
B1-S003	B1	f81v	CONTINUE_USE>HOLD_STATE>CLOSE	PG030	1	NO	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B1-S004	B1	f81v	MOVE_PASS>CONTINUE_USE>HOLD_STATE>CLOSE	PG055	1	NO	ACCEPT	START>WORK>WORK>WORK>CLOSED	CLOSED
B1-S005	B1	f81v	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B1-S006	B1	f81v	ACTIVATE_CHARGE>MOVE_PASS>MOVE_PASS>HOLD_STATE	PG023	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK	WORK
B1-S007	B1	f81v	ACTIVATE_CHARGE>CLOSE	PG003	4	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B1-S008	B1	f81v	CONTINUE_USE>CONTINUE_USE>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	PG029	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK>WORK>CLOSED	CLOSED
B1-S009	B1	f81v	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B1-S010	B1	f81v	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B1-S011	B1	f81v	MOVE_PASS>ACTIVATE_CHARGE	PG053	1	NO	ACCEPT	START>WORK>WORK	WORK
B1-S012	B1	f81v	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	PG004	3	YES	ACCEPT	START>WORK>WORK>WORK>CLOSED	CLOSED
B1-S013	B1	f81v	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B1-S014	B1	f81v	MOVE_PASS>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>SOURCE_DRAW	PG058	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK>AFTER_SOURCE	AFTER_SOURCE
B1-S015	B1	f81v	HOLD_STATE>ACTIVATE_CHARGE>CLOSE	PG033	1	NO	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B1-S016	B1	f81v	TARGET_HANDOFF>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	PG067	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK>CLOSED	CLOSED
B1-S017	B1	f81v	TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	PG068	1	NO	ACCEPT	START>WORK>WORK>WORK>CLOSED	CLOSED
B1-S018	B1	f81v	MOVE_PASS>HOLD_STATE>METER_CHECK>HOLD_STATE>CLOSE	PG057	1	NO	ACCEPT	START>WORK>WORK>AFTER_METER>WORK>CLOSED	CLOSED
B1-S019	B1	f81v	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B1-S020	B1	f81v	HOLD_STATE>HOLD_STATE>CLOSE	PG005	3	YES	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B1-S021	B1	f81v	TARGET_HANDOFF	PG065	1	NO	ACCEPT	START>WORK	WORK
B2-S001	B2	f82r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B2-S002	B2	f82r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B2-S003	B2	f82r	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	PG006	2	YES	ACCEPT	START>WORK>WORK>WORK>CLOSED	CLOSED
B2-S004	B2	f82r	TARGET_HANDOFF>ACTIVATE_CHARGE>MOVE_PASS>HOLD_STATE>MOVE_PASS>CLOSE	PG066	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK>WORK>CLOSED	CLOSED
B2-S005	B2	f82r	TARGET_HANDOFF>METER_CHECK>MOVE_PASS>METER_CHECK>METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>CLOSE	PG069	1	NO	ACCEPT	START>WORK>AFTER_METER>WORK>AFTER_METER>AFTER_METER>WORK>WORK>WORK>CLOSED	CLOSED
B2-S006	B2	f82r	HOLD_STATE>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE	PG039	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK	WORK
B2-S007	B2	f82r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B2-S008	B2	f82r	METER_CHECK>SOURCE_DRAW>HOLD_STATE>CLOSE	PG050	1	NO	ACCEPT	START>AFTER_METER>AFTER_SOURCE>WORK>CLOSED	CLOSED
B2-S009	B2	f82r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B2-S010	B2	f82r	HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE	PG034	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK	WORK
B2-S011	B2	f82r	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	PG013	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK>CLOSED	CLOSED
B2-S012	B2	f82r	SOURCE_DRAW>HOLD_STATE>HOLD_STATE>HOLD_STATE>SOURCE_DRAW>METER_CHECK>CONTINUE_USE>HOLD_STATE>CLOSE	PG064	1	NO	ACCEPT	START>AFTER_SOURCE>WORK>WORK>WORK>AFTER_SOURCE>AFTER_METER>WORK>WORK>CLOSED	CLOSED
B2-S013	B2	f82r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B2-S014	B2	f82r	SOURCE_DRAW	PG061	1	NO	ACCEPT	START>AFTER_SOURCE	AFTER_SOURCE
B2-S015	B2	f82r	HOLD_STATE>HOLD_STATE>CLOSE	PG005	3	YES	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B2-S016	B2	f82r	TARGET_HANDOFF>SOURCE_DRAW>ACTIVATE_CHARGE>METER_CHECK>HOLD_STATE>METER_CHECK>HOLD_STATE>MOVE_PASS>CLOSE	PG071	1	NO	ACCEPT	START>WORK>AFTER_SOURCE>WORK>AFTER_METER>WORK>AFTER_METER>WORK>WORK>CLOSED	CLOSED
B2-S017	B2	f82r	HOLD_STATE>TARGET_HANDOFF>CLOSE	PG040	1	NO	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B2-S018	B2	f82r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B2-S019	B2	f82r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B2-S020	B2	f82r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B2-S021	B2	f82r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B2-S022	B2	f82r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S001	B3	f83r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S002	B3	f83r	TARGET_HANDOFF>HOLD_STATE>CLOSE	PG009	2	YES	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B3-S003	B3	f83r	CONTINUE_USE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CLOSE	PG031	1	NO	ACCEPT	START>WORK>AFTER_METER>WORK>WORK>CLOSED	CLOSED
B3-S004	B3	f83r	METER_CHECK>TARGET_HANDOFF>SOURCE_DRAW	PG052	1	NO	ACCEPT	START>AFTER_METER>WORK>AFTER_SOURCE	AFTER_SOURCE
B3-S005	B3	f83r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S006	B3	f83r	MOVE_PASS>TARGET_HANDOFF>MOVE_PASS>CLOSE	PG060	1	NO	ACCEPT	START>WORK>WORK>WORK>CLOSED	CLOSED
B3-S007	B3	f83r	METER_CHECK>MOVE_PASS>HOLD_STATE>CLOSE	PG047	1	NO	ACCEPT	START>AFTER_METER>WORK>WORK>CLOSED	CLOSED
B3-S008	B3	f83r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S009	B3	f83r	ACTIVATE_CHARGE	PG010	1	NO	ACCEPT	START>WORK	WORK
B3-S010	B3	f83r	TARGET_HANDOFF>HOLD_STATE>CLOSE	PG009	2	YES	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B3-S011	B3	f83r	HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>SOURCE_DRAW	PG036	1	NO	ACCEPT	START>WORK>WORK>WORK>AFTER_SOURCE	AFTER_SOURCE
B3-S012	B3	f83r	ACTIVATE_CHARGE>HOLD_STATE>CLOSE	PG007	2	YES	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B3-S013	B3	f83r	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	PG008	2	YES	ACCEPT	START>AFTER_METER>WORK>WORK>WORK>CLOSED	CLOSED
B3-S014	B3	f83r	MOVE_PASS>HOLD_STATE>CLOSE	PG056	1	NO	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B3-S015	B3	f83r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S016	B3	f83r	MOVE_PASS>ACTIVATE_CHARGE>CLOSE	PG054	1	NO	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B3-S017	B3	f83r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S018	B3	f83r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S019	B3	f83r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S020	B3	f83r	TARGET_HANDOFF>MOVE_PASS>CLOSE	PG070	1	NO	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B3-S021	B3	f83r	METER_CHECK>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>METER_CHECK>HOLD_STATE>HOLD_STATE>CONTINUE_USE>TARGET_HANDOFF>HOLD_STATE>TARGET_HANDOFF>CLOSE	PG045	1	NO	ACCEPT	START>AFTER_METER>WORK>WORK>WORK>AFTER_METER>WORK>WORK>WORK>WORK>WORK>WORK>CLOSED	CLOSED
B3-S022	B3	f83r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S023	B3	f83r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S024	B3	f83r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S025	B3	f83r	ACTIVATE_CHARGE>CLOSE	PG003	4	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S026	B3	f83r	HOLD_STATE>METER_CHECK>MOVE_PASS>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	PG038	1	NO	ACCEPT	START>WORK>AFTER_METER>WORK>WORK>WORK>WORK>WORK>CLOSED	CLOSED
B3-S027	B3	f83r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S028	B3	f83r	HOLD_STATE>HOLD_STATE>CLOSE	PG005	3	YES	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B3-S029	B3	f83r	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	PG004	3	YES	ACCEPT	START>WORK>WORK>WORK>CLOSED	CLOSED
B3-S030	B3	f83r	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	PG022	1	NO	ACCEPT	START>WORK>AFTER_METER>WORK>WORK>CLOSED	CLOSED
B3-S031	B3	f83r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S032	B3	f83r	ACTIVATE_CHARGE>ACTIVATE_CHARGE>METER_CHECK>METER_CHECK>HOLD_STATE>CLOSE	PG016	1	NO	ACCEPT	START>WORK>WORK>AFTER_METER>AFTER_METER>WORK>CLOSED	CLOSED
B3-S033	B3	f83r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B3-S034	B3	f83r	METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>TARGET_HANDOFF>HOLD_STATE>CLOSE	PG043	1	NO	ACCEPT	START>AFTER_METER>WORK>WORK>AFTER_METER>WORK>WORK>CLOSED	CLOSED
B4-S001	B4	f83r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B4-S002	B4	f83r	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	PG004	3	YES	ACCEPT	START>WORK>WORK>WORK>CLOSED	CLOSED
B4-S003	B4	f83r	MOVE_PASS>TARGET_HANDOFF>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	PG059	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK>WORK>WORK>WORK>CLOSED	CLOSED
B4-S004	B4	f83r	ACTIVATE_CHARGE>CLOSE	PG003	4	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B4-S005	B4	f83r	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	PG006	2	YES	ACCEPT	START>WORK>WORK>WORK>CLOSED	CLOSED
B4-S006	B4	f83r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B4-S007	B4	f83r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B4-S008	B4	f83r	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	PG008	2	YES	ACCEPT	START>AFTER_METER>WORK>WORK>WORK>CLOSED	CLOSED
B4-S009	B4	f83r	HOLD_STATE>CLOSE	PG001	21	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B4-S010	B4	f83r	CONTINUE_USE>CLOSE	PG027	1	NO	ACCEPT	START>WORK>CLOSED	CLOSED
B4-S011	B4	f83r	METER_CHECK>HOLD_STATE>HOLD_STATE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	PG044	1	NO	ACCEPT	START>AFTER_METER>WORK>WORK>WORK>WORK>WORK>WORK>CLOSED	CLOSED
B4-S012	B4	f83r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B4-S013	B4	f83r	ACTIVATE_CHARGE>HOLD_STATE>CLOSE	PG007	2	YES	ACCEPT	START>WORK>WORK>CLOSED	CLOSED
B4-S014	B4	f83r	ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>MOVE_PASS>CLOSE	PG019	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK>CLOSED	CLOSED
B4-S015	B4	f83r	ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	PG020	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK>WORK>WORK>CLOSED	CLOSED
B4-S016	B4	f83r	ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>HOLD_STATE>CLOSE	PG025	1	NO	ACCEPT	START>WORK>WORK>AFTER_SOURCE>WORK>CLOSED	CLOSED
B5-S001	B5	f83r	MOVE_PASS>CLOSE	PG002	14	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B5-S002	B5	f83r	ACTIVATE_CHARGE>CLOSE	PG003	4	YES	ACCEPT	START>WORK>CLOSED	CLOSED
B5-S003	B5	f83r	TARGET_HANDOFF>TARGET_HANDOFF>CONTINUE_USE>MOVE_PASS>TARGET_HANDOFF>METER_CHECK>CONTINUE_USE>METER_CHECK>MOVE_PASS	PG072	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK>WORK>AFTER_METER>WORK>AFTER_METER>WORK	WORK
B6-S001	B6	f83r	HOLD_STATE>HOLD_STATE>HOLD_STATE>CONTINUE_USE>METER_CHECK>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	PG037	1	NO	ACCEPT	START>WORK>WORK>WORK>WORK>AFTER_METER>WORK>WORK>WORK>WORK	WORK
