event_id	statement_id	field_id	visible_surface	portable_value_de	terminal_status	visible_owner	graph_node_id	node_function_de	operation_class	selected_apparatus_function	apparatus_role
E302	B3-S031	F105	qokeedy	lange einwirken; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E303	B3-S032	F106	chedain	Anteilstransfer	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	TRANSFER_OR_PATH	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E304	B3-S032	F106	chedy	überführen	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	TRANSFER_OR_PATH	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E305	B3-S032	F106	qotedaiin	Kurzsoll	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	LOCAL_SPECIALIST_ACTION	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E306	B3-S032	F106	otaiin	Folgemaß	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	QUANTITY_OR_SETTING	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E307	B3-S032	F106	otedy	Kurzfolge; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	OUTPUT_OR_CLOSE	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E308	B3-S033	F107	ldy	abziehen; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	OUTPUT_OR_CLOSE	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E309	B3-S034	F108	soiiin	Arbeitsstufe	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	LOCAL_SPECIALIST_ACTION	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E310	B3-S034	F108	checthy	bereit	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	LOCAL_SPECIALIST_ACTION	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E311	B3-S034	F108	chety	Teil	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	LOCAL_SPECIALIST_ACTION	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E312	B3-S034	F108	otaiin	Folgemaß	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	QUANTITY_OR_SETTING	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E313	B3-S034	F108	olsaly	Zwischenziel	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	TRANSFER_OR_PATH	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E314	B3-S034	F108	shedy	kurz absetzen; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E315	B4-S001	F109	qokeedy	lange einwirken; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E316	B4-S002	F110	qolchey	Weiterposten	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	TRANSFER_OR_PATH	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E317	B4-S002	F110	qokeey	lange einwirken	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E318	B4-S002	F110	qokedy	kurz einwirken; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E319	B4-S003	F111	chedy	überführen	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	TRANSFER_OR_PATH	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E320	B4-S003	F111	otal	danach dorthin	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	TRANSFER_OR_PATH	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E321	B4-S003	F112	otchey	das nächste	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	LOCAL_SPECIALIST_ACTION	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E322	B4-S003	F112	qokeey	lange einwirken	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E323	B4-S003	F112	qoky	einsetzen	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	INPUT_OR_REFERENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E324	B4-S003	F112	tol	weiter	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	TRANSFER_OR_PATH	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E325	B4-S003	F112	shedy	kurz absetzen; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E326	B4-S004	F113	qokylddy	befestigen; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E327	B4-S005	F114	dain	Einlage	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	LOCAL_SPECIALIST_ACTION	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E328	B4-S005	F114	chedy	überführen	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	TRANSFER_OR_PATH	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E329	B4-S005	F114	qokeedy	lange einwirken; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E330	B4-S006	F115	shckhedy	durchlassen; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E331	B4-S007	F116	shckhedy	durchlassen; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E332	B4-S008	F117	saiin	Sollwert	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	QUANTITY_OR_SETTING	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E333	B4-S008	F117	cheeky	länger bearbeiten	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	LOCAL_SPECIALIST_ACTION	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E334	B4-S008	F117	sheey	Langhalt	NONCLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E335	B4-S008	F117	qokedy	kurz einwirken; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E336	B4-S009	F118	shedy	kurz absetzen; Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	RESIDENCE_OR_TREATMENT	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E337	B4-S010	F119	oldy	Schluss	TERMINAL	Hauptpaar am sichtbaren ungerichteten Bogen	N5	EINWIRK- UND DURCHLASSPAAR	OUTPUT_OR_CLOSE	GEKOPPELTES DOPPELBECKEN FÜR EINWIRKUNG UND DURCHLASS	central treatment and residence
E338	B4-S011	F120	saiin	Sollwert	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	QUANTITY_OR_SETTING	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E339	B4-S011	F120	cheky	kurz wärmen	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	TEMPERATURE	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E340	B4-S011	F120	okeeol	Langfortsetzung	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	LOCAL_SPECIALIST_ACTION	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E341	B4-S011	F120	okain	Anteil zugeben	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	QUANTITY_OR_SETTING	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E342	B4-S011	F120	chdy	überführen	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	TRANSFER_OR_PATH	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E343	B4-S011	F121	sol	weiter	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	TRANSFER_OR_PATH	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E344	B4-S011	F121	lkedy	Kurzabzug; Schluss	TERMINAL	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	OUTPUT_OR_CLOSE	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E345	B4-S012	F122	lchedy	abführen; Schluss	TERMINAL	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	OUTPUT_OR_CLOSE	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E346	B4-S013	F123	qokol	Weiter einsetzen	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	TRANSFER_OR_PATH	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E347	B4-S013	F123	shedy	kurz absetzen; Schluss	TERMINAL	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	RESIDENCE_OR_TREATMENT	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E348	B4-S014	F124	or	Ansatz	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	INPUT_OR_REFERENT	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E349	B4-S014	F124	chey	dies	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	INPUT_OR_REFERENT	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E350	B4-S014	F124	qockhey	Kurzdurchgang	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	LOCAL_SPECIALIST_ACTION	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E351	B4-S014	F124	dairydy	Laufschluss	TERMINAL	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	TRANSFER_OR_PATH	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E352	B4-S015	F125	qokain	Anteil zugeben	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	QUANTITY_OR_SETTING	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E353	B4-S015	F125	shey	Ergebnis	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	OUTPUT_OR_CLOSE	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E354	B4-S015	F125	kain	Portion	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	QUANTITY_OR_SETTING	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E355	B4-S015	F125	chckhal	Zielpassage	NONCLOSE	linke offene Fransen-/Unterlaufstation	N6	LINKER TEMPERIER- UND ABZUGSARM	TRANSFER_OR_PATH	LINKER TEMPERIER- UND ERGEBNISARM	left finishing path
E356	B4-S015	F126	solkey	Kurzsammlung	NONCLOSE	rechte S-Lauf-/Mehrarmknotenstation	N7	RECHTER SAMMEL- UND VERTEILERARM	LOCAL_SPECIALIST_ACTION	RECHTER PORTIONS- UND VERTEILERARM	right finishing path
E357	B4-S015	F126	lchedy	abführen; Schluss	TERMINAL	rechte S-Lauf-/Mehrarmknotenstation	N7	RECHTER SAMMEL- UND VERTEILERARM	OUTPUT_OR_CLOSE	RECHTER PORTIONS- UND VERTEILERARM	right finishing path
E358	B4-S016	F127	qolkain	weiterer Anteil	NONCLOSE	rechte S-Lauf-/Mehrarmknotenstation	N7	RECHTER SAMMEL- UND VERTEILERARM	TRANSFER_OR_PATH	RECHTER PORTIONS- UND VERTEILERARM	right finishing path
E359	B4-S016	F127	dal	dorthin	NONCLOSE	rechte S-Lauf-/Mehrarmknotenstation	N7	RECHTER SAMMEL- UND VERTEILERARM	TRANSFER_OR_PATH	RECHTER PORTIONS- UND VERTEILERARM	right finishing path
E360	B4-S016	F128	skar	Quellausguss	NONCLOSE	rechte S-Lauf-/Mehrarmknotenstation	N7	RECHTER SAMMEL- UND VERTEILERARM	OUTPUT_OR_CLOSE	RECHTER PORTIONS- UND VERTEILERARM	right finishing path
E361	B4-S016	F128	shedy	kurz absetzen; Schluss	TERMINAL	rechte S-Lauf-/Mehrarmknotenstation	N7	RECHTER SAMMEL- UND VERTEILERARM	RESIDENCE_OR_TREATMENT	RECHTER PORTIONS- UND VERTEILERARM	right finishing path
