source_group_id	unit_id	page	visible_surface	atom_sequence_recovered	clause_shape_recovered	source_slots_recovered	short_dictionary_readback_de	combined_reverse_readback_de	component_status	owner_status	rich_source_status	structural_readback_complete
E011	H1-S002	f10r	qokchy	OK+Y	C07	ACTION>REFERENT	Posten zur Weiterbearbeitung ansetzen	C07 ACTION>REFERENT: Posten zur Weiterbearbeitung ansetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E012	H1-S002	f10r	qotchol	OT+OL	C02	ORDER	danach weiterfuehren	C02 ORDER: danach weiterfuehren	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E013	H1-S002	f10r	chol	OL	C02	ORDER	fortsetzen	C02 ORDER: fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E014	H1-S002	f10r	cthy	CTH+Y	C07	ACTION>REFERENT	bereit	C07 ACTION>REFERENT: bereit	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E015	H2-S001	f10r	ycheor	Y+CHEO+OR	C09	SOURCE_OR_PREPARATION>REFERENT	Auszugsansatz	C09 SOURCE_OR_PREPARATION>REFERENT: Auszugsansatz	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E016	H2-S001	f10r	cthy	CTH+Y	C07	ACTION>REFERENT	bereit	C07 ACTION>REFERENT: bereit	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E017	H2-S001	f10r	chor	OR	C09	SOURCE_OR_PREPARATION	Ansatz	C09 SOURCE_OR_PREPARATION: Ansatz	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E018	H2-S001	f10r	cthaiin	CTH+AIIN	C06	ACTION>QUANTITY_OR_STAGE	Fertigmaß	C06 ACTION>QUANTITY_OR_STAGE: Fertigmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E019	H2-S001	f10r	qoctholy	CTH+OL+Y	C02	ORDER>ACTION>REFERENT	bereiten Posten weiterfuehren	C02 ORDER>ACTION>REFERENT: bereiten Posten weiterfuehren	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E020	H2-S001	f10r	dy	Y	C12	REFERENT	dieser Posten	C12 REFERENT: dieser Posten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E021	H2-S001	f10r	chy	Y	C12	REFERENT	dieser Posten	C12 REFERENT: dieser Posten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E022	H2-S001	f10r	taiin	AIIN	C10	QUANTITY_OR_STAGE	Sollmaß	C10 QUANTITY_OR_STAGE: Sollmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E023	H2-S001	f10r	shy	Y	C12	REFERENT	dieser Posten	C12 REFERENT: dieser Posten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E024	H2-S002	f10r	qotchor	OT+OR	C02	ORDER>SOURCE_OR_PREPARATION	Folgeansatz	C02 ORDER>SOURCE_OR_PREPARATION: Folgeansatz	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E025	H2-S002	f10r	chor	OR	C09	SOURCE_OR_PREPARATION	Ansatz	C09 SOURCE_OR_PREPARATION: Ansatz	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E026	H2-S002	f10r	otol	OT+OL	C02	ORDER	danach fortsetzen	C02 ORDER: danach fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E027	H2-S002	f10r	chol	OL	C02	ORDER	fortsetzen	C02 ORDER: fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E028	H2-S002	f10r	cholor	OL+OR	C02	ORDER>SOURCE_OR_PREPARATION	Fortsetzungsansatz	C02 ORDER>SOURCE_OR_PREPARATION: Fortsetzungsansatz	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E029	H2-S002	f10r	chol	OL	C02	ORDER	fortsetzen	C02 ORDER: fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E030	H2-S002	f10r	daiin	AIIN	C10	QUANTITY_OR_STAGE	Sollmaß	C10 QUANTITY_OR_STAGE: Sollmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E031	H2-S002	f10r	dar	AR	C09	SOURCE_OR_PREPARATION	aus dem Ansatz	C09 SOURCE_OR_PREPARATION: aus dem Ansatz	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E032	H2-S003	f10r	oykchor	Y+KCH+OR	C05	ACTION>SOURCE_OR_PREPARATION>REFERENT	aktuellen Ansatz bearbeiten	C05 ACTION>SOURCE_OR_PREPARATION>REFERENT: aktuellen Ansatz bearbeiten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E033	H2-S003	f10r	shor	OR	C09	SOURCE_OR_PREPARATION	Ansatz	C09 SOURCE_OR_PREPARATION: Ansatz	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E034	H2-S003	f10r	chor	OR	C09	SOURCE_OR_PREPARATION	Ansatz	C09 SOURCE_OR_PREPARATION: Ansatz	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E035	H2-S003	f10r	chy	Y	C12	REFERENT	dieser Posten	C12 REFERENT: dieser Posten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E036	H2-S003	f10r	kaiiin	IIN	C10	QUANTITY_OR_STAGE	Weichstufe	C10 QUANTITY_OR_STAGE: Weichstufe	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E037	H2-S003	f10r	dy	Y	C12	REFERENT	dieser Posten	C12 REFERENT: dieser Posten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E038	H2-S003	f10r	chodaiin	HO+AIIN	C01	LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE	Zutatenmaß	C01 LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE: Zutatenmaß	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E039	H3-S001	f11r	tshol	HO+L	C01	LEARNED_OR_LOCAL_BODY	Zutat entnehmen	C01 LEARNED_OR_LOCAL_BODY: Zutat entnehmen	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E040	H3-S001	f11r	schoal	HO+AL	C01	LEARNED_OR_LOCAL_BODY>TARGET	Zutat an die Arbeitsstelle geben	C01 LEARNED_OR_LOCAL_BODY>TARGET: Zutat an die Arbeitsstelle geben	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E041	H3-S001	f11r	cfhy	CFH+Y	C07	ACTION>REFERENT	aktuellen Posten auswringen	C07 ACTION>REFERENT: aktuellen Posten auswringen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E042	H3-S001	f11r	shfydaiin	SH+AIIN	C06	ACTION>QUANTITY_OR_STAGE	Standmaß	C06 ACTION>QUANTITY_OR_STAGE: Standmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E043	H3-S001	f11r	cphy	CPH+Y	C07	ACTION>REFERENT	aktuellen Posten nachseihen	C07 ACTION>REFERENT: aktuellen Posten nachseihen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E044	H3-S001	f11r	shey	CHEEY	C01	LEARNED_OR_LOCAL_BODY	klarer Auszug	C01 LEARNED_OR_LOCAL_BODY: klarer Auszug	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E045	H3-S001	f11r	tchody	HO+CLOSE	C01	LEARNED_OR_LOCAL_BODY>CLOSE	Eingangsposten beiseitestellen; Schluss	C01 LEARNED_OR_LOCAL_BODY>CLOSE: Eingangsposten beiseitestellen; Schluss	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E046	H3-S002	f11r	shoyty	HO+Y+TY	C01	LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE>REFERENT	Zutatenteil	C01 LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE>REFERENT: Zutatenteil	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E047	H3-S003	f11r	dchol	PREV+OL	C02	ORDER	vorigen Posten fortsetzen	C02 ORDER: vorigen Posten fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E048	H3-S003	f11r	chy	Y	C12	REFERENT	dieser Posten	C12 REFERENT: dieser Posten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E049	H3-S003	f11r	kchy	KCH+Y	C07	ACTION>REFERENT	diesen Posten bearbeiten	C07 ACTION>REFERENT: diesen Posten bearbeiten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E050	H3-S003	f11r	dy	Y	C12	REFERENT	dieser Posten	C12 REFERENT: dieser Posten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E051	H3-S003	f11r	daiin	AIIN	C10	QUANTITY_OR_STAGE	Sollmaß	C10 QUANTITY_OR_STAGE: Sollmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E052	H3-S004	f11r	qotchy	OT+Y	C02	ORDER>REFERENT	anschließender Arbeitsposten	C02 ORDER>REFERENT: anschließender Arbeitsposten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E053	H3-S004	f11r	okchol	OK+OL	C02	ORDER>ACTION	weiterlaufenden Posten aufnehmen	C02 ORDER>ACTION: weiterlaufenden Posten aufnehmen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E054	H3-S004	f11r	cthy	CTH+Y	C07	ACTION>REFERENT	bereit	C07 ACTION>REFERENT: bereit	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E055	H3-S004	f11r	dy	Y	C12	REFERENT	dieser Posten	C12 REFERENT: dieser Posten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E056	H4-S001	f55v	qokaiin	OK+AIIN	C06	ACTION>QUANTITY_OR_STAGE	auf Sollmaß einstellen	C06 ACTION>QUANTITY_OR_STAGE: auf Sollmaß einstellen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E057	H4-S001	f55v	chaiin	AIIN	C10	QUANTITY_OR_STAGE	Sollmaß	C10 QUANTITY_OR_STAGE: Sollmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E058	H4-S001	f55v	ykain	Y+AIN	C10	QUANTITY_OR_STAGE>REFERENT	Postenportion	C10 QUANTITY_OR_STAGE>REFERENT: Postenportion	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E059	H4-S001	f55v	ykan	Y+AIN	C10	QUANTITY_OR_STAGE>REFERENT	dieser Anteil	C10 QUANTITY_OR_STAGE>REFERENT: dieser Anteil	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E060	H4-S001	f55v	ody	ODY	C01	LEARNED_OR_LOCAL_BODY	kühlen	C01 LEARNED_OR_LOCAL_BODY: kühlen	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E061	H4-S002	f55v	daiin	AIIN	C10	QUANTITY_OR_STAGE	Sollmaß	C10 QUANTITY_OR_STAGE: Sollmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E062	H4-S002	f55v	chedy	CHD+Y	C07	ACTION>REFERENT	laufenden Posten umsetzen	C07 ACTION>REFERENT: laufenden Posten umsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E063	H4-S002	f55v	talam	AL+AM	C01	LEARNED_OR_LOCAL_BODY>TARGET	am Ziel verwahren	C01 LEARNED_OR_LOCAL_BODY>TARGET: am Ziel verwahren	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E064	H4-S003	f55v	ykaiin	Y+AIIN	C10	QUANTITY_OR_STAGE>REFERENT	Postenmaß	C10 QUANTITY_OR_STAGE>REFERENT: Postenmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E065	H4-S003	f55v	cheoar	CHEO+AR	C09	SOURCE_OR_PREPARATION	Auszug entnehmen	C09 SOURCE_OR_PREPARATION: Auszug entnehmen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E066	H4-S003	f55v	cheeky	CHK+EE+Y	C03	ACTION>GRADE>REFERENT	länger erwärmen und offen halten	C03 ACTION>GRADE>REFERENT: länger erwärmen und offen halten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E067	H4-S003	f55v	oldy	OL+CLOSE	C02	ORDER>CLOSE	Fortsetzung abschließen	C02 ORDER>CLOSE: Fortsetzung abschließen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E068	H4-S004	f55v	aiin	AIIN	C10	QUANTITY_OR_STAGE	Sollmaß	C10 QUANTITY_OR_STAGE: Sollmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E069	H4-S004	f55v	okal	OK+AL	C04	ACTION>TARGET	dort ansetzen	C04 ACTION>TARGET: dort ansetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E070	H4-S004	f55v	oltchy	OL+CTH+Y	C02	ORDER>ACTION>REFERENT	bereiten Posten weiterführen	C02 ORDER>ACTION>REFERENT: bereiten Posten weiterführen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E071	H4-S004	f55v	or	OR	C09	SOURCE_OR_PREPARATION	Ansatz	C09 SOURCE_OR_PREPARATION: Ansatz	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E072	H4-S004	f55v	y	Y	C12	REFERENT	dieser Posten	C12 REFERENT: dieser Posten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E073	H4-S004	f55v	orain	OR+AIN	C09	SOURCE_OR_PREPARATION>QUANTITY_OR_STAGE	Ansatzportion	C09 SOURCE_OR_PREPARATION>QUANTITY_OR_STAGE: Ansatzportion	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E074	H5-S001	f56r	chochor	HO+OR	C01	LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION	Zutatenansatz	C01 LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION: Zutatenansatz	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E075	H5-S001	f56r	cho	HO	C01	LEARNED_OR_LOCAL_BODY	Eingangsposten oder Zutat	C01 LEARNED_OR_LOCAL_BODY: Eingangsposten oder Zutat	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E076	H5-S001	f56r	chodaly	HO+AL+Y	C01	LEARNED_OR_LOCAL_BODY>TARGET>REFERENT	diese Zutat zur Stelle bringen	C01 LEARNED_OR_LOCAL_BODY>TARGET>REFERENT: diese Zutat zur Stelle bringen	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
