unified_serial	register	page	source_group_id	visible_surface	autonomy	classification
89	PROSE	f56r	E089	kchey	FULL	PRODUCTIVE_CORE_PLUS_EDGE
90	PROSE	f56r	E090	qokokchy	FULL	PRODUCTIVE_BREVIGRAPH
91	PROSE	f56r	E091	okchy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
92	PROSE	f56r	E092	chokcheo	FULL	PRODUCTIVE_CORE_PLUS_EDGE
93	PROSE	f56r	E093	kchal	FULL	PRODUCTIVE_CORE_PLUS_EDGE
94	PROSE	f56r	E094	sho	NONE	NOMENCLATOR_WHOLE_SIGN
95	PROSE	f56r	E095	chokchy	FULL	PRODUCTIVE_BREVIGRAPH
96	PROSE	f56r	E096	kchoar	FULL	PRODUCTIVE_CORE_PLUS_EDGE
97	PROSE	f56r	E097	sotodan	PARTIAL	PRODUCTIVE_FRAME_PLUS_NOMENCLATOR_BODY
98	PROSE	f56r	E098	otchey	FULL	PRODUCTIVE_BREVIGRAPH
99	PROSE	f56r	E099	keol	FULL	PRODUCTIVE_BREVIGRAPH
100	PROSE	f56r	E100	daiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
101	PROSE	f81v	E101	qokedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
102	PROSE	f81v	E102	okaiin	FULL	PRODUCTIVE_BREVIGRAPH
103	PROSE	f81v	E103	kair	FULL	PRODUCTIVE_BREVIGRAPH
104	PROSE	f81v	E104	okal	FULL	PRODUCTIVE_BREVIGRAPH
105	PROSE	f81v	E105	sar	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
106	PROSE	f81v	E106	ol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
107	PROSE	f81v	E107	kain	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
108	PROSE	f81v	E108	olkain	FULL	PRODUCTIVE_BREVIGRAPH
109	PROSE	f81v	E109	al	FULL	PRODUCTIVE_BREVIGRAPH
110	PROSE	f81v	E110	ol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
111	PROSE	f81v	E111	rol	FULL	PRODUCTIVE_BREVIGRAPH
112	PROSE	f81v	E112	dl	NONE	NOMENCLATOR_WHOLE_SIGN
113	PROSE	f81v	E113	olor	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
114	PROSE	f81v	E114	ol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
115	PROSE	f81v	E115	sheckhal	FULL	PRODUCTIVE_CORE_PLUS_EDGE
116	PROSE	f81v	E116	daiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
117	PROSE	f81v	E117	qokeedal	FULL	PRODUCTIVE_BREVIGRAPH
118	PROSE	f81v	E118	daiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
119	PROSE	f81v	E119	chckhy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
120	PROSE	f81v	E120	schedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
121	PROSE	f81v	E121	qol	FULL	PRODUCTIVE_BREVIGRAPH
122	PROSE	f81v	E122	sshkchdy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
123	PROSE	f81v	E123	chedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
124	PROSE	f81v	E124	ol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
125	PROSE	f81v	E125	shedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
126	PROSE	f81v	E126	qolchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
127	PROSE	f81v	E127	qokain	FULL	PRODUCTIVE_BREVIGRAPH
128	PROSE	f81v	E128	shckhy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
129	PROSE	f81v	E129	dl	NONE	NOMENCLATOR_WHOLE_SIGN
130	PROSE	f81v	E130	ral	FULL	PRODUCTIVE_BREVIGRAPH
131	PROSE	f81v	E131	qokchdy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
132	PROSE	f81v	E132	chey	FULL	PRODUCTIVE_BREVIGRAPH
133	PROSE	f81v	E133	ol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
134	PROSE	f81v	E134	cheky	FULL	PRODUCTIVE_CORE_PLUS_EDGE
135	PROSE	f81v	E135	ol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
136	PROSE	f81v	E136	shedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
137	PROSE	f81v	E137	qokedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
138	PROSE	f81v	E138	qokedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
139	PROSE	f81v	E139	chckhy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
140	PROSE	f81v	E140	qoky	FULL	PRODUCTIVE_BREVIGRAPH
141	PROSE	f81v	E141	lsho	NONE	NOMENCLATOR_WHOLE_SIGN
142	PROSE	f81v	E142	qokey	FULL	PRODUCTIVE_BREVIGRAPH
143	PROSE	f81v	E143	lshedy	PARTIAL	LEXICAL_BODY_PLUS_PRODUCTIVE_EDGE
144	PROSE	f81v	E144	lshedy	PARTIAL	LEXICAL_BODY_PLUS_PRODUCTIVE_EDGE
145	PROSE	f81v	E145	chedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
146	PROSE	f81v	E146	qolky	FULL	PRODUCTIVE_BREVIGRAPH
147	PROSE	f81v	E147	lchedal	FULL	PRODUCTIVE_CORE_PLUS_EDGE
148	PROSE	f81v	E148	qol	FULL	PRODUCTIVE_BREVIGRAPH
149	PROSE	f81v	E149	otar	FULL	PRODUCTIVE_BREVIGRAPH
150	PROSE	f81v	E150	ytey	FULL	PRODUCTIVE_BREVIGRAPH
151	PROSE	f81v	E151	okchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
152	PROSE	f81v	E152	qokal	FULL	PRODUCTIVE_BREVIGRAPH
153	PROSE	f81v	E153	okeey	FULL	PRODUCTIVE_BREVIGRAPH
154	PROSE	f81v	E154	qol	FULL	PRODUCTIVE_BREVIGRAPH
155	PROSE	f81v	E155	cheedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
156	PROSE	f81v	E156	sal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
157	PROSE	f81v	E157	teol	FULL	PRODUCTIVE_BREVIGRAPH
158	PROSE	f81v	E158	dchdy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
159	PROSE	f81v	E159	ly	FULL	PRODUCTIVE_BREVIGRAPH
160	PROSE	f81v	E160	dsheol	FULL	PRODUCTIVE_CORE_PLUS_EDGE
161	PROSE	f81v	E161	oiiin	FULL	PRODUCTIVE_BREVIGRAPH
162	PROSE	f81v	E162	olkeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
163	PROSE	f81v	E163	tedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
164	PROSE	f81v	E164	cheky	FULL	PRODUCTIVE_CORE_PLUS_EDGE
165	PROSE	f81v	E165	shckhedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
166	PROSE	f81v	E166	chal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
167	PROSE	f82r	E167	dchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
168	PROSE	f82r	E168	qolchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
169	PROSE	f82r	E169	qokain	FULL	PRODUCTIVE_BREVIGRAPH
170	PROSE	f82r	E170	dy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
171	PROSE	f82r	E171	qokeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
172	PROSE	f82r	E172	qokal	FULL	PRODUCTIVE_BREVIGRAPH
173	PROSE	f82r	E173	lcheckhy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
174	PROSE	f82r	E174	lched	FULL	PRODUCTIVE_CORE_PLUS_EDGE
175	PROSE	f82r	E175	qokeey	FULL	PRODUCTIVE_BREVIGRAPH
176	PROSE	f82r	E176	lcheckhedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
177	PROSE	f82r	E177	qokaly	FULL	PRODUCTIVE_BREVIGRAPH
178	PROSE	f82r	E178	solkaiin	FULL	PRODUCTIVE_CORE_PLUS_EDGE
179	PROSE	f82r	E179	chckhy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
180	PROSE	f82r	E180	qokaiin	FULL	PRODUCTIVE_BREVIGRAPH
181	PROSE	f82r	E181	qokaiin	FULL	PRODUCTIVE_BREVIGRAPH
182	PROSE	f82r	E182	octheol	FULL	PRODUCTIVE_CORE_PLUS_EDGE
183	PROSE	f82r	E183	chkeey	FULL	PRODUCTIVE_CORE_PLUS_EDGE
184	PROSE	f82r	E184	ldy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
185	PROSE	f82r	E185	oteey	FULL	PRODUCTIVE_BREVIGRAPH
186	PROSE	f82r	E186	qokal	FULL	PRODUCTIVE_BREVIGRAPH
187	PROSE	f82r	E187	sheckhy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
188	PROSE	f82r	E188	qoky	FULL	PRODUCTIVE_BREVIGRAPH
189	PROSE	f82r	E189	dshedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
190	PROSE	f82r	E190	sotaiin	FULL	PRODUCTIVE_BREVIGRAPH
191	PROSE	f82r	E191	qokar	FULL	PRODUCTIVE_BREVIGRAPH
192	PROSE	f82r	E192	shedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
193	PROSE	f82r	E193	solshedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
194	PROSE	f82r	E194	qokeey	FULL	PRODUCTIVE_BREVIGRAPH
195	PROSE	f82r	E195	qoky	FULL	PRODUCTIVE_BREVIGRAPH
196	PROSE	f82r	E196	ls	FULL	PRODUCTIVE_BREVIGRAPH
197	PROSE	f82r	E197	cheey	NONE	NOMENCLATOR_WHOLE_SIGN
198	PROSE	f82r	E198	okain	FULL	PRODUCTIVE_BREVIGRAPH
199	PROSE	f82r	E199	char	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
200	PROSE	f82r	E200	okain	FULL	PRODUCTIVE_BREVIGRAPH
201	PROSE	f82r	E201	qokeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
202	PROSE	f82r	E202	lchy	FULL	PRODUCTIVE_BREVIGRAPH
203	PROSE	f82r	E203	cheey	NONE	NOMENCLATOR_WHOLE_SIGN
204	PROSE	f82r	E204	qcthey	FULL	PRODUCTIVE_CORE_PLUS_EDGE
205	PROSE	f82r	E205	qokeey	FULL	PRODUCTIVE_BREVIGRAPH
206	PROSE	f82r	E206	lcheey	PARTIAL	LEXICAL_BODY_PLUS_PRODUCTIVE_EDGE
207	PROSE	f82r	E207	daiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
208	PROSE	f82r	E208	chey	FULL	PRODUCTIVE_BREVIGRAPH
209	PROSE	f82r	E209	qokeeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
210	PROSE	f82r	E210	lchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
211	PROSE	f82r	E211	lar	FULL	PRODUCTIVE_BREVIGRAPH
212	PROSE	f82r	E212	tshey	NONE	NOMENCLATOR_WHOLE_SIGN
213	PROSE	f82r	E213	qokeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
214	PROSE	f82r	E214	cheal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
215	PROSE	f82r	E215	lchedar	FULL	PRODUCTIVE_CORE_PLUS_EDGE
216	PROSE	f82r	E216	ches	NONE	NOMENCLATOR_WHOLE_SIGN
217	PROSE	f82r	E217	aiin	FULL	PRODUCTIVE_BREVIGRAPH
218	PROSE	f82r	E218	oteey	FULL	PRODUCTIVE_BREVIGRAPH
219	PROSE	f82r	E219	qokaiin	FULL	PRODUCTIVE_BREVIGRAPH
220	PROSE	f82r	E220	okey	FULL	PRODUCTIVE_BREVIGRAPH
221	PROSE	f82r	E221	pchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
222	PROSE	f82r	E222	rsheal	FULL	PRODUCTIVE_CORE_PLUS_EDGE
223	PROSE	f82r	E223	daldy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
224	PROSE	f82r	E224	qokeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
225	PROSE	f82r	E225	rshedy	PARTIAL	LEXICAL_BODY_PLUS_PRODUCTIVE_EDGE
226	PROSE	f82r	E226	qoteedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
227	PROSE	f82r	E227	qokeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
228	PROSE	f82r	E228	lochedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
229	PROSE	f83r	E229	olkeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
230	PROSE	f83r	E230	qotal	FULL	PRODUCTIVE_BREVIGRAPH
231	PROSE	f83r	E231	chkeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
232	PROSE	f83r	E232	chey	FULL	PRODUCTIVE_BREVIGRAPH
233	PROSE	f83r	E233	daiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
234	PROSE	f83r	E234	chey	FULL	PRODUCTIVE_BREVIGRAPH
235	PROSE	f83r	E235	lchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
236	PROSE	f83r	E236	qokaiin	FULL	PRODUCTIVE_BREVIGRAPH
237	PROSE	f83r	E237	qotal	FULL	PRODUCTIVE_BREVIGRAPH
238	PROSE	f83r	E238	dar	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
239	PROSE	f83r	E239	schedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
240	PROSE	f83r	E240	chedchy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
241	PROSE	f83r	E241	qokal	FULL	PRODUCTIVE_BREVIGRAPH
242	PROSE	f83r	E242	olchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
243	PROSE	f83r	E243	qokaiin	FULL	PRODUCTIVE_BREVIGRAPH
244	PROSE	f83r	E244	chedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
245	PROSE	f83r	E245	qokeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
246	PROSE	f83r	E246	lchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
247	PROSE	f83r	E247	qoky	FULL	PRODUCTIVE_BREVIGRAPH
248	PROSE	f83r	E248	pchedal	FULL	PRODUCTIVE_CORE_PLUS_EDGE
249	PROSE	f83r	E249	otedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
250	PROSE	f83r	E250	shecthedchy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
251	PROSE	f83r	E251	qoky	FULL	PRODUCTIVE_BREVIGRAPH
252	PROSE	f83r	E252	chedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
253	PROSE	f83r	E253	chary	FULL	PRODUCTIVE_BREVIGRAPH
254	PROSE	f83r	E254	sor	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
255	PROSE	f83r	E255	shedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
256	PROSE	f83r	E256	qokaiin	FULL	PRODUCTIVE_BREVIGRAPH
257	PROSE	f83r	E257	chkain	FULL	PRODUCTIVE_BREVIGRAPH
258	PROSE	f83r	E258	shcthey	FULL	PRODUCTIVE_CORE_PLUS_EDGE
259	PROSE	f83r	E259	qokedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
260	PROSE	f83r	E260	okair	FULL	PRODUCTIVE_BREVIGRAPH
261	PROSE	f83r	E261	sheedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
262	PROSE	f83r	E262	lchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
263	PROSE	f83r	E263	lo	FULL	PRODUCTIVE_BREVIGRAPH
264	PROSE	f83r	E264	qokchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
265	PROSE	f83r	E265	qokeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
266	PROSE	f83r	E266	shedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
267	PROSE	f83r	E267	qokshedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
268	PROSE	f83r	E268	dal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
269	PROSE	f83r	E269	lchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
270	PROSE	f83r	E270	qokaiin	FULL	PRODUCTIVE_BREVIGRAPH
271	PROSE	f83r	E271	shcthy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
272	PROSE	f83r	E272	dal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
273	PROSE	f83r	E273	sy	FULL	PRODUCTIVE_BREVIGRAPH
274	PROSE	f83r	E274	saiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
275	PROSE	f83r	E275	shedal	FULL	PRODUCTIVE_CORE_PLUS_EDGE
276	PROSE	f83r	E276	shecthy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
277	PROSE	f83r	E277	chey	FULL	PRODUCTIVE_BREVIGRAPH
278	PROSE	f83r	E278	tal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
279	PROSE	f83r	E279	shcthy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
280	PROSE	f83r	E280	dalchdy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
281	PROSE	f83r	E281	qotchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
282	PROSE	f83r	E282	lchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
283	PROSE	f83r	E283	tchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
284	PROSE	f83r	E284	qokchdy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
285	PROSE	f83r	E285	cheedar	FULL	PRODUCTIVE_CORE_PLUS_EDGE
286	PROSE	f83r	E286	chldaiin	FULL	PRODUCTIVE_CORE_PLUS_EDGE
287	PROSE	f83r	E287	chedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
288	PROSE	f83r	E288	qokain	FULL	PRODUCTIVE_BREVIGRAPH
289	PROSE	f83r	E289	checthy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
290	PROSE	f83r	E290	chealror	FULL	PRODUCTIVE_BREVIGRAPH
291	PROSE	f83r	E291	solkeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
292	PROSE	f83r	E292	qoteedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
293	PROSE	f83r	E293	qokeey	FULL	PRODUCTIVE_BREVIGRAPH
294	PROSE	f83r	E294	qokedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
295	PROSE	f83r	E295	sol	FULL	PRODUCTIVE_BREVIGRAPH
296	PROSE	f83r	E296	cheeety	FULL	PRODUCTIVE_BREVIGRAPH
297	PROSE	f83r	E297	qokedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
298	PROSE	f83r	E298	qoky	FULL	PRODUCTIVE_BREVIGRAPH
299	PROSE	f83r	E299	saiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
300	PROSE	f83r	E300	schedair	FULL	PRODUCTIVE_BREVIGRAPH
301	PROSE	f83r	E301	otchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
302	PROSE	f83r	E302	qokeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
