page	locus	visible_event_count	visible_source_sequence	complete_literal_working_translation	sentence_boundary_status	complete_constructional_translation	construction_override_status
f56r	f56r.7	5	sho kchol otchor choky dal	then take the following ingredient or plant part; steep it in white wine; gathered before flowering; apply or use this portion; apply it at the place indicated by the drawing	NOT_FORCED_BY_PHYSICAL_LINE	then take the following ingredient or plant part; steep it in white wine; gathered before flowering; apply or use this portion; apply it at the place indicated by the drawing	LITERAL_SEQUENCE_RETAINED
f56r	f56r.8	4	schol choy choky cheeckhody	of this pictured simple; which grows on damp shaded heath; apply or use this portion; leave the plaster uncovered until dry	NOT_FORCED_BY_PHYSICAL_LINE	of this pictured simple; which grows on damp shaded heath; apply or use this portion; leave the plaster uncovered until dry	LITERAL_SEQUENCE_RETAINED
f56r	f56r.12	4	sh cho kchey qokokchy	its small seed or bud-head; then take the following ingredient or plant part; the dried narrow leaf; dry it in shade	NOT_FORCED_BY_PHYSICAL_LINE	its small seed or bud-head; then take the following ingredient or plant part; the dried narrow leaf; dry it in shade	LITERAL_SEQUENCE_RETAINED
f56r	f56r.13	3	okchy chokcheo kchal	use the freshly prepared remedy; drink it for pain of the stomach; keep the remainder dry in shade	NOT_FORCED_BY_PHYSICAL_LINE	use the freshly prepared remedy; drink it for pain of the stomach; keep the remainder dry in shade	LITERAL_SEQUENCE_RETAINED
f56r	f56r.18	4	sho chokchy kchoar sotodan	then take the following ingredient or plant part; use the freshly prepared remedy; mix it with honey; use it while freshly mixed	NOT_FORCED_BY_PHYSICAL_LINE	then take the following ingredient or plant part; use the freshly prepared remedy; mix it with honey; use it while freshly mixed	LITERAL_SEQUENCE_RETAINED
f56r	f56r.19	3	otchey keol daiin	take the final indicated share; the pale opened flower; in the stated or usual measure	NOT_FORCED_BY_PHYSICAL_LINE	take the final indicated share; the pale opened flower; in the stated or usual measure	LITERAL_SEQUENCE_RETAINED
f81v	f81v.2	12	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	rinse the indicated place once; end this instruction; begin the next measured entry; the returning flow; mix the two portions together; from the same prepared batch; with the foregoing preparation; one measured portion; the lower basin; apply it at the place indicated by the drawing; with the foregoing preparation; before it cools; the prepared oil	NOT_FORCED_BY_PHYSICAL_LINE	connect two operations to the same foregoing preparation before applying at the pictured place	REPEAT_GRAMMAR_APPLIED
f81v	f81v.7	9	olor ol sheckhal daiin qokeedal daiin chckhy schedy qol	from the foregoing batch; with the foregoing preparation; a moderate quantity; in the stated or usual measure; the immersed part; in the stated or usual measure; through the connected channels; wash the used vessel or channel through once; end this instruction; with the foregoing preparation	NOT_FORCED_BY_PHYSICAL_LINE	enter two applications under the same preparation and the same stated measure	REPEAT_GRAMMAR_APPLIED
f81v	f81v.17	9	sshkchdy chedy ol shedy qolchedy qokain shckhy dl ral	keep it warm; close the rubric; stir until evenly mixed; with the foregoing preparation; let it stand until ready; end this instruction; set the mixed liquid aside in a covered receiving vessel; end this instruction; add one measured portion to the vessel; through the connected channels; the prepared oil; and let it cool	NOT_FORCED_BY_PHYSICAL_LINE	keep it warm; close the rubric; stir until evenly mixed; with the foregoing preparation; let it stand until ready; end this instruction; set the mixed liquid aside in a covered receiving vessel; end this instruction; add one measured portion to the vessel; through the connected channels; the prepared oil; and let it cool	LITERAL_SEQUENCE_RETAINED
f81v	f81v.18	10	qokchdy chey ol cheky ol shedy qokedy qokedy chckhy qoky	heat it once; end this instruction; this present portion; with the foregoing preparation; over a gentle heat; with the foregoing preparation; let it stand until ready; end this instruction; rinse the indicated place once; end this instruction; rinse the indicated place once; end this instruction; through the connected channels; apply or use this portion	NOT_FORCED_BY_PHYSICAL_LINE	after heating and standing, rinse the indicated place twice, then pass through the connected channels	REPEAT_GRAMMAR_APPLIED
f81v	f81v.21	9	lsho qokey lshedy lshedy chedy qolky lchedal qol otar	begin the rinsing; warm water; wash twice; close the rubric; wash twice; close the rubric; stir until evenly mixed; the affected place; the lower basin; with the foregoing preparation; then use the lower outlet	NOT_FORCED_BY_PHYSICAL_LINE	begin the rinsing with warm water and wash twice, closing each pass	REPEAT_GRAMMAR_APPLIED
f81v	f81v.24	10	ytey okchedy qokal okeey qol cheedy sal teol dchdy ly	then fill the vessel; let it cool; close the rubric; mix the two portions together; temper the working liquid and keep it lukewarm; with the foregoing preparation; let it stand until ready; end this instruction; apply it at the place indicated by the drawing; the first opening; strain it clear; close the rubric; then fill the vessel	NOT_FORCED_BY_PHYSICAL_LINE	then fill the vessel; let it cool; close the rubric; mix the two portions together; temper the working liquid and keep it lukewarm; with the foregoing preparation; let it stand until ready; end this instruction; apply it at the place indicated by the drawing; the first opening; strain it clear; close the rubric; then fill the vessel	LITERAL_SEQUENCE_RETAINED
f81v	f81v.27	7	dsheol oiiin olkeedy tedy cheky shckhedy chal	apply at the marked place; until clear; let the liquid settle; end this instruction; let it stand until ready; end this instruction; over a gentle heat; strain it once through cloth; end this instruction; apply it at the place indicated by the drawing	NOT_FORCED_BY_PHYSICAL_LINE	apply at the marked place; until clear; let the liquid settle; end this instruction; let it stand until ready; end this instruction; over a gentle heat; strain it once through cloth; end this instruction; apply it at the place indicated by the drawing	LITERAL_SEQUENCE_RETAINED
f82r	f82r.2	8	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	wash the used vessel or channel through once; end this instruction; set the mixed liquid aside in a covered receiving vessel; end this instruction; add one measured portion to the vessel; this present portion; bathe or immerse in the tempered warm liquid; end this instruction; mix the two portions together; the second opening; and proceed to the next basin	NOT_FORCED_BY_PHYSICAL_LINE	wash the used vessel or channel through once; end this instruction; set the mixed liquid aside in a covered receiving vessel; end this instruction; add one measured portion to the vessel; this present portion; bathe or immerse in the tempered warm liquid; end this instruction; mix the two portions together; the second opening; and proceed to the next basin	LITERAL_SEQUENCE_RETAINED
f82r	f82r.3	6	qokeey lcheckhedy qokaly solkaiin chckhy qokaiin	temper the working liquid and keep it lukewarm; strain it clear; close the rubric; continue at the second conduit; through a cloth; through the connected channels; begin the next measured entry	NOT_FORCED_BY_PHYSICAL_LINE	temper the working liquid and keep it lukewarm; strain it clear; close the rubric; continue at the second conduit; through a cloth; through the connected channels; begin the next measured entry	LITERAL_SEQUENCE_RETAINED
f82r	f82r.4	8	qokaiin octheol chkeey ldy oteey qokal sheckhy qoky	begin the next measured entry; under the same setting; the broad vessel; draw it off; close the rubric; the prepared oil; mix the two portions together; over the local place; apply or use this portion	NOT_FORCED_BY_PHYSICAL_LINE	begin the next measured entry; under the same setting; the broad vessel; draw it off; close the rubric; the prepared oil; mix the two portions together; over the local place; apply or use this portion	LITERAL_SEQUENCE_RETAINED
f82r	f82r.7	9	dshedy sotaiin qokar shedy solshedy qokeey qoky ls cheey	add clean water; close the rubric; for the same interval as before; over the local place; let it stand until ready; end this instruction; keep it warm; close the rubric; temper the working liquid and keep it lukewarm; apply or use this portion; the first opening; until the liquid runs clear	NOT_FORCED_BY_PHYSICAL_LINE	add clean water; close the rubric; for the same interval as before; over the local place; let it stand until ready; end this instruction; keep it warm; close the rubric; temper the working liquid and keep it lukewarm; apply or use this portion; the first opening; until the liquid runs clear	LITERAL_SEQUENCE_RETAINED
f82r	f82r.19	5	okain char okain qokeedy lchy	add one measured portion to the vessel; from the same prepared batch; add one measured portion to the vessel; bathe or immerse in the tempered warm liquid; end this instruction; draw off the clear liquid	NOT_FORCED_BY_PHYSICAL_LINE	from the same prepared batch add two measured portions and set them gently	REPEAT_GRAMMAR_APPLIED
f82r	f82r.23	9	cheey qcthey qokeey lcheey daiin chey qokeeedy lchedy lar	until the liquid runs clear; under the same setting; temper the working liquid and keep it lukewarm; the immersed part; in the stated or usual measure; this present portion; immerse fully; close the rubric; let the spent liquid drain into the lower receiving vessel; end this instruction; close the lower outlet	NOT_FORCED_BY_PHYSICAL_LINE	until the liquid runs clear; under the same setting; temper the working liquid and keep it lukewarm; the immersed part; in the stated or usual measure; this present portion; immerse fully; close the rubric; let the spent liquid drain into the lower receiving vessel; end this instruction; close the lower outlet	LITERAL_SEQUENCE_RETAINED
f82r	f82r.26	9	tshey qokeedy cheal lchedar ches aiin oteey qokaiin okey	begin the rinsing; bathe or immerse in the tempered warm liquid; end this instruction; apply it at the place indicated by the drawing; cool water; in equal portions; in the stated or usual measure; the prepared oil; begin the next measured entry; warm water	NOT_FORCED_BY_PHYSICAL_LINE	begin the rinsing; bathe or immerse in the tempered warm liquid; end this instruction; apply it at the place indicated by the drawing; cool water; in equal portions; in the stated or usual measure; the prepared oil; begin the next measured entry; warm water	LITERAL_SEQUENCE_RETAINED
f82r	f82r.27	8	pchedy rsheal daldy qokeedy rshedy qoteedy qokeedy lochedy	draw it off; close the rubric; pour in the warmed water; repeat at the second opening; close the rubric; bathe or immerse in the tempered warm liquid; end this instruction; drink the stated portion; close the rubric; bind upon the place; close the rubric; bathe or immerse in the tempered warm liquid; end this instruction; mix in equal shares; close the rubric	NOT_FORCED_BY_PHYSICAL_LINE	perform the warm immersion twice as two separately closed cells	REPEAT_GRAMMAR_APPLIED
f83r	f83r.3	10	olkeedy qotal chkeedy chey daiin chey lchedy qokaiin qotal dar	let the liquid settle; end this instruction; toward the lower outlet; immerse fully; close the rubric; this present portion; in the stated or usual measure; this present portion; let the spent liquid drain into the lower receiving vessel; end this instruction; begin the next measured entry; toward the lower outlet; from the same prepared batch	NOT_FORCED_BY_PHYSICAL_LINE	place two marked applications at two pictured relation slots under the two current-portion references	REPEAT_GRAMMAR_APPLIED
f83r	f83r.6	9	schedy chedchy qokal olchedy qokaiin chedy qokeedy lchedy qoky	wash the used vessel or channel through once; end this instruction; pour in the warmed water; mix the two portions together; set the mixed liquid aside in a covered receiving vessel; end this instruction; begin the next measured entry; stir until evenly mixed; bathe or immerse in the tempered warm liquid; end this instruction; let the spent liquid drain into the lower receiving vessel; end this instruction; apply or use this portion	NOT_FORCED_BY_PHYSICAL_LINE	wash the used vessel or channel through once; end this instruction; pour in the warmed water; mix the two portions together; set the mixed liquid aside in a covered receiving vessel; end this instruction; begin the next measured entry; stir until evenly mixed; bathe or immerse in the tempered warm liquid; end this instruction; let the spent liquid drain into the lower receiving vessel; end this instruction; apply or use this portion	LITERAL_SEQUENCE_RETAINED
f83r	f83r.8	6	pchedal otedy shecthedchy qoky chedy chary	then fill the vessel; steep until clear; close the rubric; apply at the marked place; apply or use this portion; stir until evenly mixed; and let it cool	NOT_FORCED_BY_PHYSICAL_LINE	then fill the vessel; steep until clear; close the rubric; apply at the marked place; apply or use this portion; stir until evenly mixed; and let it cool	LITERAL_SEQUENCE_RETAINED
f83r	f83r.11	10	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo	the prepared decoction or working liquid; let it stand until ready; end this instruction; begin the next measured entry; one measured portion; under the same setting; rinse the indicated place once; end this instruction; next open the upper channel; wash once; close the rubric; let the spent liquid drain into the lower receiving vessel; end this instruction; close the lower outlet	NOT_FORCED_BY_PHYSICAL_LINE	the prepared decoction or working liquid; let it stand until ready; end this instruction; begin the next measured entry; one measured portion; under the same setting; rinse the indicated place once; end this instruction; next open the upper channel; wash once; close the rubric; let the spent liquid drain into the lower receiving vessel; end this instruction; close the lower outlet	LITERAL_SEQUENCE_RETAINED
f83r	f83r.14	10	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy	let it cool; close the rubric; bathe or immerse in the tempered warm liquid; end this instruction; let it stand until ready; end this instruction; boil gently; close the rubric; apply it at the place indicated by the drawing; let the spent liquid drain into the lower receiving vessel; end this instruction; begin the next measured entry; when the preparation is ready; apply it at the place indicated by the drawing; this present portion	NOT_FORCED_BY_PHYSICAL_LINE	apply the prepared entry at two pictured places before proceeding	REPEAT_GRAMMAR_APPLIED
f83r	f83r.15	9	saiin shedal shecthy chey tal shcthy dalchdy qotchedy lchedy	in the stated or usual measure; for one interval; warm water; this present portion; apply it at the place indicated by the drawing; when the preparation is ready; retain the residue; close the rubric; mix in equal shares; close the rubric; let the spent liquid drain into the lower receiving vessel; end this instruction	NOT_FORCED_BY_PHYSICAL_LINE	in the stated or usual measure; for one interval; warm water; this present portion; apply it at the place indicated by the drawing; when the preparation is ready; retain the residue; close the rubric; mix in equal shares; close the rubric; let the spent liquid drain into the lower receiving vessel; end this instruction	LITERAL_SEQUENCE_RETAINED
f83r	f83r.16	8	tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror	wash the used vessel or channel through once; end this instruction; heat it once; end this instruction; place the person at the basin; after settling; stir until evenly mixed; add one measured portion to the vessel; when the preparation is ready; until the flow clears	NOT_FORCED_BY_PHYSICAL_LINE	wash the used vessel or channel through once; end this instruction; heat it once; end this instruction; place the person at the basin; after settling; stir until evenly mixed; add one measured portion to the vessel; when the preparation is ready; until the flow clears	LITERAL_SEQUENCE_RETAINED
f83r	f83r.20	9	solkeedy qoteedy qokeey qokedy sol cheeety qokedy qoky saiin	let the liquid settle; end this instruction; bind upon the place; close the rubric; temper the working liquid and keep it lukewarm; rinse the indicated place once; end this instruction; with the foregoing preparation; after the first rinse; rinse the indicated place once; end this instruction; apply or use this portion; in the stated or usual measure	NOT_FORCED_BY_PHYSICAL_LINE	rinse once, mark the first rinse, then rinse a second time before application	REPEAT_GRAMMAR_APPLIED
f83r	f83r.22	9	schedair otchedy qokeedy chedain chedy qotedaiin otaiin otedy ldy	draw off the clear liquid; mix in equal shares; close the rubric; bathe or immerse in the tempered warm liquid; end this instruction; begin the rinsing; stir until evenly mixed; the broad vessel; for the same interval as before; steep until clear; close the rubric; draw it off; close the rubric	NOT_FORCED_BY_PHYSICAL_LINE	draw off the clear liquid; mix in equal shares; close the rubric; bathe or immerse in the tempered warm liquid; end this instruction; begin the rinsing; stir until evenly mixed; the broad vessel; for the same interval as before; steep until clear; close the rubric; draw it off; close the rubric	LITERAL_SEQUENCE_RETAINED
f83r	f83r.24	6	soiiin checthy chety otaiin olsaly shedy	until clear; when the preparation is ready; work it until evenly homogeneous; for the same interval as before; the lower basin; let it stand until ready; end this instruction	NOT_FORCED_BY_PHYSICAL_LINE	until clear; when the preparation is ready; work it until evenly homogeneous; for the same interval as before; the lower basin; let it stand until ready; end this instruction	LITERAL_SEQUENCE_RETAINED
f83r	f83r.25	6	qokeedy qolchey qokeey qokedy chedy otal	bathe or immerse in the tempered warm liquid; end this instruction; then fill the vessel; temper the working liquid and keep it lukewarm; rinse the indicated place once; end this instruction; stir until evenly mixed; toward the lower outlet	NOT_FORCED_BY_PHYSICAL_LINE	bathe or immerse in the tempered warm liquid; end this instruction; then fill the vessel; temper the working liquid and keep it lukewarm; rinse the indicated place once; end this instruction; stir until evenly mixed; toward the lower outlet	LITERAL_SEQUENCE_RETAINED
f83r	f83r.26	6	otchey qokeey qoky tol shedy qokylddy	take the final indicated share; temper the working liquid and keep it lukewarm; apply or use this portion; with the foregoing preparation; let it stand until ready; end this instruction; bind upon the place; close the rubric	NOT_FORCED_BY_PHYSICAL_LINE	take the final indicated share; temper the working liquid and keep it lukewarm; apply or use this portion; with the foregoing preparation; let it stand until ready; end this instruction; bind upon the place; close the rubric	LITERAL_SEQUENCE_RETAINED
f83r	f83r.27	5	dain chedy qokeedy shckhedy shckhedy	through a cloth; stir until evenly mixed; bathe or immerse in the tempered warm liquid; end this instruction; strain it once through cloth; end this instruction; strain it once through cloth; end this instruction	NOT_FORCED_BY_PHYSICAL_LINE	stir the warm immersion and strain it twice through cloth, closing each pass	REPEAT_GRAMMAR_APPLIED
f83r	f83r.28	6	saiin cheeky sheey qokedy shedy oldy	in the stated or usual measure; while still warm; the first opening; rinse the indicated place once; end this instruction; let it stand until ready; end this instruction; boil gently; close the rubric	NOT_FORCED_BY_PHYSICAL_LINE	in the stated or usual measure; while still warm; the first opening; rinse the indicated place once; end this instruction; let it stand until ready; end this instruction; boil gently; close the rubric	LITERAL_SEQUENCE_RETAINED
f83r	f83r.35	5	saiin cheky okeeol okain chdy	in the stated or usual measure; over a gentle heat; the broad vessel; add one measured portion to the vessel; stir until evenly mixed	NOT_FORCED_BY_PHYSICAL_LINE	in the stated or usual measure; over a gentle heat; the broad vessel; add one measured portion to the vessel; stir until evenly mixed	LITERAL_SEQUENCE_RETAINED
f83r	f83r.37	5	sol lkedy lchedy qokol shedy	with the foregoing preparation; wash twice; close the rubric; let the spent liquid drain into the lower receiving vessel; end this instruction; let the mixture enter; let it stand until ready; end this instruction	NOT_FORCED_BY_PHYSICAL_LINE	with the foregoing preparation; wash twice; close the rubric; let the spent liquid drain into the lower receiving vessel; end this instruction; let the mixture enter; let it stand until ready; end this instruction	LITERAL_SEQUENCE_RETAINED
f83r	f83r.38	4	or chey qockhey dairydy	the prepared decoction or working liquid; this present portion; over the local place; use immediately; close the rubric	NOT_FORCED_BY_PHYSICAL_LINE	the prepared decoction or working liquid; this present portion; over the local place; use immediately; close the rubric	LITERAL_SEQUENCE_RETAINED
f83r	f83r.39	4	qokain shey kain chckhal	add one measured portion to the vessel; until the liquid runs clear; one measured portion; for the stated duration	NOT_FORCED_BY_PHYSICAL_LINE	add one measured portion to the vessel; until the liquid runs clear; one measured portion; for the stated duration	LITERAL_SEQUENCE_RETAINED
f83r	f83r.41	4	solkey lchedy qolkain dal	next open the upper channel; let the spent liquid drain into the lower receiving vessel; end this instruction; the lower basin; apply it at the place indicated by the drawing	NOT_FORCED_BY_PHYSICAL_LINE	next open the upper channel; let the spent liquid drain into the lower receiving vessel; end this instruction; the lower basin; apply it at the place indicated by the drawing	LITERAL_SEQUENCE_RETAINED
f83r	f83r.44	2	skar shedy	pour in the warmed water; let it stand until ready; end this instruction	NOT_FORCED_BY_PHYSICAL_LINE	pour in the warmed water; let it stand until ready; end this instruction	LITERAL_SEQUENCE_RETAINED
f83r	f83r.47	3	otchdy qokchdy shedal	draw it off; close the rubric; heat it once; end this instruction; for one interval	NOT_FORCED_BY_PHYSICAL_LINE	draw it off; close the rubric; heat it once; end this instruction; for one interval	LITERAL_SEQUENCE_RETAINED
f83r	f83r.48	5	dal cheol lol chdal aiin	apply it at the place indicated by the drawing; with the foregoing preparation; until warm; with the foregoing mixture; in the stated or usual measure	NOT_FORCED_BY_PHYSICAL_LINE	apply it at the place indicated by the drawing; with the foregoing preparation; until warm; with the foregoing mixture; in the stated or usual measure	LITERAL_SEQUENCE_RETAINED
f83r	f83r.49	3	sol daiiin chedy	with the foregoing preparation; the second opening; stir until evenly mixed	NOT_FORCED_BY_PHYSICAL_LINE	with the foregoing preparation; the second opening; stir until evenly mixed	LITERAL_SEQUENCE_RETAINED
f83r	f83r.52	4	solkeey qekey raly ol	place the person at the basin; without boiling; the first opening; with the foregoing preparation	NOT_FORCED_BY_PHYSICAL_LINE	place the person at the basin; without boiling; the first opening; with the foregoing preparation	LITERAL_SEQUENCE_RETAINED
f83r	f83r.54	5	daiin ol dain chey ldalor	in the stated or usual measure; with the foregoing preparation; through a cloth; this present portion; at the indicated place	NOT_FORCED_BY_PHYSICAL_LINE	in the stated or usual measure; with the foregoing preparation; through a cloth; this present portion; at the indicated place	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.1	3	ykshy s aram	Aries: protect the head and face; avoid invasive treatment there; its ruling quality; its application rule	NOT_FORCED_BY_PHYSICAL_LINE	Aries: protect the head and face; avoid invasive treatment there; its ruling quality; its application rule	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.2	3	ykecho ols eesydy	Taurus: protect the neck and throat; avoid invasive treatment there; its ruling quality; its application rule	NOT_FORCED_BY_PHYSICAL_LINE	Taurus: protect the neck and throat; avoid invasive treatment there; its ruling quality; its application rule	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.3	3	ey shs okar	Gemini: protect the shoulders, arms and hands; avoid invasive treatment there; its ruling quality; its application rule	NOT_FORCED_BY_PHYSICAL_LINE	Gemini: protect the shoulders, arms and hands; avoid invasive treatment there; its ruling quality; its application rule	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.4	2	shekchy sykos	Cancer: protect the chest and breast; avoid invasive treatment there; its ruling quality	NOT_FORCED_BY_PHYSICAL_LINE	Cancer: protect the chest and breast; avoid invasive treatment there; its ruling quality	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.5	2	ykeody okchy	Leo: protect the heart and upper back; avoid invasive treatment there; its ruling quality	NOT_FORCED_BY_PHYSICAL_LINE	Leo: protect the heart and upper back; avoid invasive treatment there; its ruling quality	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.6	1	dchetay	Virgo: protect the belly and intestines; avoid invasive treatment there	NOT_FORCED_BY_PHYSICAL_LINE	Virgo: protect the belly and intestines; avoid invasive treatment there	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.7	3	ykchy kchey ykchys	Libra: protect the lower back and kidneys; avoid invasive treatment there; its ruling quality; its application rule	NOT_FORCED_BY_PHYSICAL_LINE	Libra: protect the lower back and kidneys; avoid invasive treatment there; its ruling quality; its application rule	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.8	1	chkchdar	Scorpio: protect the genitals and bladder; avoid invasive treatment there	NOT_FORCED_BY_PHYSICAL_LINE	Scorpio: protect the genitals and bladder; avoid invasive treatment there	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.9	2	ykar ykaly	Sagittarius: protect the hips and thighs; avoid invasive treatment there; its ruling quality	NOT_FORCED_BY_PHYSICAL_LINE	Sagittarius: protect the hips and thighs; avoid invasive treatment there; its ruling quality	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.10	3	lkshy kchy okar	Capricorn: protect the knees; avoid invasive treatment there; its ruling quality; its application rule	NOT_FORCED_BY_PHYSICAL_LINE	Capricorn: protect the knees; avoid invasive treatment there; its ruling quality; its application rule	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.11	3	chky chykchs chy	Aquarius: protect the shins and ankles; avoid invasive treatment there; its ruling quality; its application rule	NOT_FORCED_BY_PHYSICAL_LINE	Aquarius: protect the shins and ankles; avoid invasive treatment there; its ruling quality; its application rule	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.12	2	ykees ykchos	Pisces: protect the feet; avoid invasive treatment there; its ruling quality	NOT_FORCED_BY_PHYSICAL_LINE	Pisces: protect the feet; avoid invasive treatment there; its ruling quality	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.13	4	opodchol s ain aldy	at night; in the morning; for the sick person; at the affected place	NOT_FORCED_BY_PHYSICAL_LINE	at night; in the morning; for the sick person; at the affected place	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.14	3	soeey doiin oldy	in the morning; for the sick person; at the affected place	NOT_FORCED_BY_PHYSICAL_LINE	in the morning; for the sick person; at the affected place	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.15	1	dolchsody	sevenfold governor 1: Saturn	NOT_FORCED_BY_PHYSICAL_LINE	sevenfold governor 1: Saturn	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.16	4	odaeiin okoes oekain y	at the affected place; repeat once; do not overheat; let it settle	NOT_FORCED_BY_PHYSICAL_LINE	at the affected place; repeat once; do not overheat; let it settle	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.17	3	otchey soraiir dy	repeat once; do not overheat; let it settle	NOT_FORCED_BY_PHYSICAL_LINE	repeat once; do not overheat; let it settle	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.18	3	qopchy daiin dal	do not overheat; let it settle; then proceed	NOT_FORCED_BY_PHYSICAL_LINE	do not overheat; let it settle; then proceed	LITERAL_SEQUENCE_RETAINED
