statement_id	page	record	events	surface_sequence	component_sequence	portable_templates	portable_occurrences	template_expansions_de	complete_reading_de	form_owner_boundary_status
H5-S003	f56r	H5	4	sh cho kchey qokokchy	SH | HO | K+E+Y | OK+OK+Y	NONE	0	NONE	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat halten, dem laufenden Posten kurz zugeben und ihn zweimal ansetzen.	UNCHANGED
H5-S004	f56r	H5	3	okchy chokcheo kchal	OK+Y | OK+CH+E+O | K+AL	NONE	0	NONE	Bei der mehrkoepfigen stacheligen Pflanze: Den laufenden Posten ansetzen; dann kurz im Arbeitsgang ansetzen und entnehmen; dann zum Ziel zugeben.	UNCHANGED
H5-S005	f56r	H5	4	sho chokchy kchoar sotodan	HO | OK+Y | K+HO+AR | OT+O+AIN	NONE	0	NONE	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat bereiten, den laufenden Posten ansetzen und die Zutat aus der Quelle zugeben; danach eine Portion in den Arbeitsgang nehmen.	UNCHANGED
H5-S006	f56r	H5	3	otchey keol daiin	OT+Y | K+E+OL | AIIN	NONE	0	NONE	Bei der mehrkoepfigen stacheligen Pflanze: Danach den laufenden Posten kurz weiter zugeben, bis das Mass erreicht ist.	UNCHANGED
B1-S001	f81v	B1	1	qokedy	OK+E+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Kurz ansetzen und den Schritt schliessen.	UNCHANGED
B1-S002	f81v	B1	19	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	OK+AIIN | K+AIR | OK+AL | AR | OL | K+AIN | OL+K+AIN | AL | OL | R+OL | L | OL+OR | OL | SH+E+CKH+AL | AIIN | OK+EE+AL | AIIN | CKH+Y | CHD+DY	PT4	1	Mit demselben Ansatz weiterarbeiten.	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und die laufende Fluessigkeit zugeben. Am Ziel aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Mass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.	UNCHANGED
B1-S003	f81v	B1	2	qol sshkchdy	OL | SH+K+CHD+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Fortsetzen; dann halten, zugeben und umsetzen; den Schritt schliessen.	UNCHANGED
B1-S004	f81v	B1	3	chedy ol shedy	CHD+Y | OL | SHED+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Den laufenden Posten umsetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	UNCHANGED
B1-S005	f81v	B1	1	qolchedy	OL+CHD+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Weiter umsetzen; den Schritt schliessen.	UNCHANGED
B1-S006	f81v	B1	4	qokain shckhy dl ral	OK+AIN | CKH+Y | L | R+AL	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann weiterleiten; dann zum Ziel kuehlen.	UNCHANGED
B1-S007	f81v	B1	1	qokchdy	OK+CHD+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Ansetzen und umsetzen; den Schritt schliessen.	UNCHANGED
B1-S008	f81v	B1	5	chey ol cheky ol shedy	Y | OL | CHK+E+Y | OL | SHED+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und fortsetzen, kurz erwaermen, weiterfuehren, absetzen lassen und den Schritt schliessen.	UNCHANGED
B1-S009	f81v	B1	1	qokedy	OK+E+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	UNCHANGED
B1-S010	f81v	B1	1	qokedy	OK+E+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	UNCHANGED
B1-S011	f81v	B1	2	chckhy qoky	CKH+Y | OK+Y	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	UNCHANGED
B1-S012	f81v	B1	3	lsho qokey lshedy	LSH+O | OK+E+Y | LSH+E+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Den Arbeitsgang waschen, den Posten kurz ansetzen, nochmals kurz waschen und den Schritt schliessen.	UNCHANGED
B1-S013	f81v	B1	1	lshedy	LSH+E+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Kurz waschen und den Schritt schliessen.	UNCHANGED
B1-S014	f81v	B1	5	chedy qolky lchedal qol otar	CHD+Y | SOLK+Y | L+CHD+AL | OL | OT+AR	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und auffangen; zum Ziel weiterleiten und umsetzen, dort fortsetzen und danach zum Quelle wechseln.	UNCHANGED
B1-S015	f81v	B1	2	ytey okchedy	T+E+Y | OK+CHD+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten anwenden; dann ansetzen und umsetzen; den Schritt schliessen.	UNCHANGED
B1-S016	f81v	B1	4	qokal okeey qol cheedy	OK+AL | OK+EE+Y | OL | SHED+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Zum Ziel ansetzen; dann laenger den laufenden Posten ansetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	UNCHANGED
B1-S017	f81v	B1	3	sal teol dchdy	AL | E+OL | CHD+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Am Ziel kurz fortsetzen, umsetzen und den Schritt schliessen.	UNCHANGED
B1-S018	f81v	B1	4	ly dsheol oiiin olkeedy	L+Y | SH+E+OL | O+IIN | SOLK+EE+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Den laufenden Posten weiterleiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger auffangen; den Schritt schliessen.	UNCHANGED
B1-S019	f81v	B1	1	tedy	SHED+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Absetzen lassen; den Schritt schliessen.	UNCHANGED
B1-S020	f81v	B1	2	cheky shckhedy	CHK+E+Y | SH+CKH+E+DY	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	UNCHANGED
B1-S021	f81v	B1	1	chal	AL	NONE	0	NONE	Am gemeinsamen zweireihigen Becken: Das Ziel festlegen.	UNCHANGED
B2-S001	f82r	B2	1	dchedy	CHD+DY	NONE	0	NONE	An den oberen Paarbecken mit Zylinder: Umsetzen und den Schritt schliessen.	UNCHANGED
B2-S002	f82r	B2	1	qolchedy	OL+CHD+DY	NONE	0	NONE	An den oberen Paarbecken mit Zylinder: Weiter umsetzen; den Schritt schliessen.	UNCHANGED
B2-S003	f82r	B2	3	qokain dy qokeedy	OK+AIN | Y | OK+EE+DY	NONE	0	NONE	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	UNCHANGED
B2-S004	f82r	B2	5	qokal lcheckhy lched qokeey lcheckhedy	OK+AL | L+CKH+Y | L+CHD | OK+EE+Y | L+CKH+E+DY	NONE	0	NONE	An den oberen Paarbecken mit Zylinder: Am Ziel ansetzen; den Posten durch den Durchlass weiterleiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass weiterleiten und schliessen.	UNCHANGED
B2-S005	f82r	B2	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN | OK+AIIN | O+CTH+E+OL | CHK+EE+Y | L+DY	NONE	0	NONE	An den oberen Paarbecken mit Zylinder: Den Posten am Ziel ansetzen und nach Mass auffangen. Ihn durch den Durchlass fuehren, zweimal nach Mass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft fortsetzen, laenger erwaermen, weiterleiten und schliessen.	UNCHANGED
B2-S006	f82r	B2	4	oteey qokal sheckhy qoky	OT+EE+Y | OK+AL | SH+E+CKH+Y | OK+Y	NONE	0	NONE	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zum Ziel ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	UNCHANGED
B2-S007	f82r	B2	1	dshedy	SH+E+DY	NONE	0	NONE	An der linken Mittelstation mit Zwischenknoten: Kurz halten; den Schritt schliessen.	UNCHANGED
B2-S008	f82r	B2	3	sotaiin qokar shedy	OT+AIIN | OK+AR | SHED+DY	NONE	0	NONE	An der linken Mittelstation mit Zwischenknoten: Danach nach Mass; dann aus der Quelle ansetzen; dann absetzen lassen; den Schritt schliessen.	UNCHANGED
B2-S009	f82r	B2	1	solshedy	OL+SH+E+DY	NONE	0	NONE	An der linken Mittelstation mit Zwischenknoten: Kurz weiter halten; den Schritt schliessen.	UNCHANGED
B2-S010	f82r	B2	4	qokeey qoky ls cheey	OK+EE+Y | OK+Y | OL | SH+EE+Y	NONE	0	NONE	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann fortsetzen; dann ihn laenger halten.	UNCHANGED
B2-S011	f82r	B2	4	okain char okain qokeedy	OK+AIN | AR | OK+AIN | OK+EE+DY	NONE	0	NONE	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	UNCHANGED
B2-S012	f82r	B2	8	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y | L+EE+Y | AIIN | Y | OK+EEE+DY	PT2	1	Den aktuellen Posten nach dem Maß beibehalten.	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten weiterleiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger weiterleiten; nach Mass beibehalten, vollstaendig ansetzen und schliessen.	UNCHANGED
B2-S013	f82r	B2	1	lchedy	L+CHD+DY	NONE	0	NONE	Am unteren gruenen Figurenbecken: Weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B2-S014	f82r	B2	1	lar	L+AR	NONE	0	NONE	Am unteren gruenen Figurenbecken: Aus der Quelle weiterleiten.	UNCHANGED
B2-S015	f82r	B2	2	tshey qokeedy	SH+E+Y | OK+EE+DY	NONE	0	NONE	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	UNCHANGED
B2-S016	f82r	B2	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY	NONE	0	NONE	An den Randstationen des unteren Beckens: Am Ziel aus der Quelle weiterleiten und umsetzen. Kurz entnehmen und teilen; nach Mass den naechsten Posten laenger fuehren, nach Mass und kurz ansetzen, einfuellen, umsetzen und schliessen.	UNCHANGED
B2-S017	f82r	B2	2	rsheal daldy	R+SH+E+AL | AL+DY	NONE	0	NONE	An den Randstationen des unteren Beckens: Am Ziel kurz kuehlen und halten, dann den Zielschritt schliessen.	UNCHANGED
B2-S018	f82r	B2	1	qokeedy	OK+EE+DY	NONE	0	NONE	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	UNCHANGED
B2-S019	f82r	B2	1	rshedy	R+SHED+DY	NONE	0	NONE	An den Randstationen des unteren Beckens: Kuehlen und absetzen lassen; den Schritt schliessen.	UNCHANGED
B2-S020	f82r	B2	1	qoteedy	OT+EE+DY	NONE	0	NONE	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	UNCHANGED
B2-S021	f82r	B2	1	qokeedy	OK+EE+DY	NONE	0	NONE	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	UNCHANGED
B2-S022	f82r	B2	1	lochedy	L+O+CHD+DY	NONE	0	NONE	An den Randstationen des unteren Beckens: Im Arbeitsgang weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S001	f83r	B3	1	olkeedy	SOLK+EE+DY	NONE	0	NONE	An der oberen offenen Faecherstation: Laenger auffangen und den Schritt schliessen.	UNCHANGED
B3-S002	f83r	B3	2	qotal chkeedy	OT+AL | CHK+EE+DY	NONE	0	NONE	An der oberen offenen Faecherstation: Danach zum Ziel; dann laenger erwaermen; den Schritt schliessen.	UNCHANGED
B3-S003	f83r	B3	4	chey daiin chey lchedy	Y | AIIN | Y | L+CHD+DY	PT2,PT1	2	Den aktuellen Posten nach dem Maß beibehalten. | Diesen Posten bis zum Maß führen.	An der oberen offenen Faecherstation: Den laufenden Posten nach Mass beibehalten, anschliessend weiterleiten und umsetzen, dann schliessen.	UNCHANGED
B3-S004	f83r	B3	3	qokaiin qotal dar	OK+AIIN | OT+AL | AR	NONE	0	NONE	An der oberen offenen Faecherstation: Nach Mass ansetzen; danach zum Ziel wechseln und aus der Quelle weiterarbeiten.	UNCHANGED
B3-S005	f83r	B3	1	schedy	CHD+DY	NONE	0	NONE	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.	UNCHANGED
B3-S006	f83r	B3	3	chedchy qokal olchedy	CHD+Y | OK+AL | OL+CHD+DY	NONE	0	NONE	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zum Ziel ansetzen; dann weiter umsetzen; den Schritt schliessen.	UNCHANGED
B3-S007	f83r	B3	3	qokaiin chedy qokeedy	OK+AIIN | CHD+Y | OK+EE+DY	NONE	0	NONE	Am runden Mittelgefaess: Nach Mass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	UNCHANGED
B3-S008	f83r	B3	1	lchedy	L+CHD+DY	NONE	0	NONE	Am runden Mittelgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S009	f83r	B3	1	qoky	OK+Y	NONE	0	NONE	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	UNCHANGED
B3-S010	f83r	B3	2	pchedal otedy	P+CHD+AL | OT+E+DY	NONE	0	NONE	Am unteren Korbgefaess: Am Ziel einfuellen und umsetzen; danach den kurzen Folgeschritt schliessen.	UNCHANGED
B3-S011	f83r	B3	4	shecthedchy qoky chedy chary	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	NONE	0	NONE	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	UNCHANGED
B3-S012	f83r	B3	2	sor shedy	OR | SHED+DY	NONE	0	NONE	Am unteren Korbgefaess: Den Ansatz absetzen lassen und den Schritt schliessen.	UNCHANGED
B3-S013	f83r	B3	4	qokaiin chkain shcthey qokedy	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	NONE	0	NONE	Am unteren Korbgefaess: Nach Mass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.	UNCHANGED
B3-S014	f83r	B3	2	okair sheedy	OK+AIR | SH+EE+DY	NONE	0	NONE	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.	UNCHANGED
B3-S015	f83r	B3	1	lchedy	L+CHD+DY	NONE	0	NONE	Am unteren Korbgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S016	f83r	B3	2	lo qokchedy	L+O | OK+CHD+DY	NONE	0	NONE	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Arbeitsgang weiterleiten; dann ansetzen und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S017	f83r	B3	1	qokeedy	OK+EE+DY	NONE	0	NONE	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	UNCHANGED
B3-S018	f83r	B3	1	shedy	SHED+DY	NONE	0	NONE	Im bildlich unverbundenen Zwischenabschnitt: Absetzen lassen; den Schritt schliessen.	UNCHANGED
B3-S019	f83r	B3	1	qokshedy	OK+SH+E+DY	NONE	0	NONE	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	UNCHANGED
B3-S020	f83r	B3	2	dal lchedy	AL | L+CHD+DY	NONE	0	NONE	Im bildlich unverbundenen Zwischenabschnitt: Am Ziel weiterleiten, umsetzen und den Schritt schliessen.	UNCHANGED
B3-S021	f83r	B3	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | SH+E+CTH+Y | Y | AL | CTH+Y | AL+CHD+DY	PT1	1	Diesen Posten bis zum Maß führen.	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereitet halten. Am Ziel nach Mass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, am Ziel erneut bereitet halten, umsetzen und schliessen.	UNCHANGED
B3-S022	f83r	B3	1	qotchedy	OT+CHD+DY	NONE	0	NONE	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	UNCHANGED
B3-S023	f83r	B3	1	lchedy	L+CHD+DY	NONE	0	NONE	Im bildlich unverbundenen Zwischenabschnitt: Weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S024	f83r	B3	1	tchedy	CHD+DY	NONE	0	NONE	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	UNCHANGED
B3-S025	f83r	B3	1	qokchdy	OK+CHD+DY	NONE	0	NONE	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S026	f83r	B3	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	NONE	0	NONE	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Mass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz am Ziel kuehlen, laenger auffangen und schliessen.	UNCHANGED
B3-S027	f83r	B3	1	qoteedy	OT+EE+DY	NONE	0	NONE	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	UNCHANGED
B3-S028	f83r	B3	2	qokeey qokedy	OK+EE+Y | OK+E+DY	NONE	0	NONE	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	UNCHANGED
B3-S029	f83r	B3	3	sol cheeety qokedy	OL | EEE+T+Y | OK+E+DY	NONE	0	NONE	Am durch den Bogen verbundenen Hauptpaar: Fortsetzen; dann vollstaendig den laufenden Posten anwenden; dann kurz ansetzen; den Schritt schliessen.	UNCHANGED
B3-S030	f83r	B3	4	qoky saiin schedair otchedy	OK+Y | AIIN | CHD+AIR | OT+CHD+DY	PT1	1	Diesen Posten bis zum Maß ansetzen.	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Mass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.	UNCHANGED
B3-S031	f83r	B3	1	qokeedy	OK+EE+DY	NONE	0	NONE	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	UNCHANGED
B3-S032	f83r	B3	5	chedain chedy qotedaiin otaiin otedy	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	NONE	0	NONE	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Mass, anschliessend nochmals nach Mass und den folgenden Kurzschritt schliessen.	UNCHANGED
B3-S033	f83r	B3	1	ldy	L+DY	NONE	0	NONE	Am durch den Bogen verbundenen Hauptpaar: Weiterleiten; den Schritt schliessen.	UNCHANGED
B3-S034	f83r	B3	6	soiiin checthy chety otaiin olsaly shedy	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	NONE	0	NONE	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Stufe fuehren; den Posten bereitet halten und anwenden; danach nach Mass am Ziel weiterfuehren, absetzen und schliessen.	UNCHANGED
B4-S001	f83r	B4	1	qokeedy	OK+EE+DY	NONE	0	NONE	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	UNCHANGED
B4-S002	f83r	B4	3	qolchey qokeey qokedy	OL+Y | OK+EE+Y | OK+E+DY	NONE	0	NONE	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten fortsetzen; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	UNCHANGED
B4-S003	f83r	B4	7	chedy otal otchey qokeey qoky tol shedy	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+DY	NONE	0	NONE	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zum Ziel und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, fortsetzen, absetzen und schliessen.	UNCHANGED
B4-S004	f83r	B4	1	qokylddy	OK+Y+LD+DY	NONE	0	NONE	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.	UNCHANGED
B4-S005	f83r	B4	3	dain chedy qokeedy	AIN | CHD+Y | OK+EE+DY	NONE	0	NONE	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	UNCHANGED
B4-S006	f83r	B4	1	shckhedy	SH+CKH+E+DY	NONE	0	NONE	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	UNCHANGED
B4-S007	f83r	B4	1	shckhedy	SH+CKH+E+DY	NONE	0	NONE	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	UNCHANGED
