event_id	root	page	record	statement_id	owner_de	card_no	surface	component_recipe	previous_recipe	next_recipe	pass730_atomic_reading_de	slot_expansion_de	full_statement_de
E103	AIR	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC068	kair	K+AIR	OK+AIIN	OK+AL	ZUGEBEN · WASSER	die konkrete laufende Arbeitsflüssigkeit Wasser	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
E104	AL	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC048	okal	OK+AL	K+AIR	AR	ANSETZEN · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
E105	AR	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC003	sar	AR	OK+AL	OL	QUELLE	aus/von der aktiven Quelle oder dem Vorrat	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
E109	AL	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC055	al	AL	OL+K+AIN	OL	ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
E115	AL	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC073	sheckhal	SH+E+CKH+AL	OL	AIIN	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
E117	AL	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC074	qokeedal	OK+EE+AL	AIIN	AIIN	ANSETZEN · LANG · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
E130	AL	f81v	B1	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	PROC081	ral	R+AL	L	END	KUEHLEN · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann weiterleiten; dann zur Zielstelle kuehlen.
E147	AL	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	PROC088	lchedal	L+CHD+AL	SOLK+Y	OL	WEITERLEITEN · UMSETZEN · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und auffangen; zur Zielstelle weiterleiten und umsetzen, dort fortsetzen und danach zum Quelle wechseln.
E149	AR	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	PROC089	otar	OT+AR	OL	END	DANACH · QUELLE	aus/von der aktiven Quelle oder dem Vorrat	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und auffangen; zur Zielstelle weiterleiten und umsetzen, dort fortsetzen und danach zum Quelle wechseln.
E152	AL	f81v	B1	B1-S016	gemeinsame zweireihige Figuren-/Beckenstation	PROC048	qokal	OK+AL	START	OK+EE+Y	ANSETZEN · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.
E156	AL	f81v	B1	B1-S017	gemeinsame zweireihige Figuren-/Beckenstation	PROC055	sal	AL	START	E+OL	ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Am gemeinsamen zweireihigen Becken: An der Zielstelle kurz fortsetzen, umsetzen und den Schritt schliessen.
E166	AL	f81v	B1	B1-S021	gemeinsame zweireihige Figuren-/Beckenstation	PROC055	chal	AL	START	END	ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Am gemeinsamen zweireihigen Becken: Die Zielstelle festlegen.
E172	AL	f82r	B2	B2-S004	oberes Beckenpaar mit Zylinder	PROC048	qokal	OK+AL	START	L+CKH+Y	ANSETZEN · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass weiterleiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass weiterleiten und schliessen.
E177	AL	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	PROC104	qokaly	OK+AL+Y	START	SOLK+AIIN	ANSETZEN · ZIELSTELLE · DIES	an/zu der bezeichneten Arbeitsstelle	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und nach Sollmass auffangen. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft fortsetzen, laenger erwaermen, weiterleiten und schliessen.
E186	AL	f82r	B2	B2-S006	oberes Beckenpaar mit Zylinder	PROC048	qokal	OK+AL	OT+EE+Y	SH+E+CKH+Y	ANSETZEN · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zur Zielstelle ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.
E191	AR	f82r	B2	B2-S008	mittleres linkes Handgerät mit Inline-Knoten	PROC113	qokar	OK+AR	OT+AIIN	SHED+DY	ANSETZEN · QUELLE	aus/von der aktiven Quelle oder dem Vorrat	An der linken Mittelstation mit Zwischenknoten: Danach nach Sollmass; dann aus der Quelle ansetzen; dann absetzen lassen; den Schritt schliessen.
E199	AR	f82r	B2	B2-S011	mittlere rechte unklare Station	PROC003	char	AR	OK+AIN	OK+AIN	QUELLE	aus/von der aktiven Quelle oder dem Vorrat	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.
E211	AR	f82r	B2	B2-S014	unteres grünes Mehrfigurenbecken	PROC121	lar	L+AR	START	END	WEITERLEITEN · QUELLE	aus/von der aktiven Quelle oder dem Vorrat	Am unteren gruenen Figurenbecken: Aus der Quelle weiterleiten.
E214	AL	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	PROC055	cheal	AL	START	L+CHD+AR	ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle weiterleiten und umsetzen. Kurz entnehmen und teilen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einfuellen, umsetzen und schliessen.
E215	AR	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	PROC123	lchedar	L+CHD+AR	AL	CH+E+S	WEITERLEITEN · UMSETZEN · QUELLE	aus/von der aktiven Quelle oder dem Vorrat	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle weiterleiten und umsetzen. Kurz entnehmen und teilen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einfuellen, umsetzen und schliessen.
E222	AL	f82r	B2	B2-S017	kleine Randstationen des unteren Beckens	PROC126	rsheal	R+SH+E+AL	START	AL+DY	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Zielschritt schliessen.
E223	AL	f82r	B2	B2-S017	kleine Randstationen des unteren Beckens	PROC127	daldy	AL+DY	R+SH+E+AL	END	ZIELSTELLE · SCHLUSS	an/zu der bezeichneten Arbeitsstelle	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Zielschritt schliessen.
E230	AL	f83r	B3	B3-S002	obere offene Fächerstation am Rand	PROC131	qotal	OT+AL	START	CHK+EE+DY	DANACH · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	An der oberen offenen Faecherstation: Danach zur Zielstelle; dann laenger erwaermen; den Schritt schliessen.
E237	AL	f83r	B3	B3-S004	obere offene Fächerstation am Rand	PROC131	qotal	OT+AL	OK+AIIN	AR	DANACH · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	An der oberen offenen Faecherstation: Nach Mass ansetzen; danach zur Zielstelle wechseln und aus der Quelle weiterarbeiten.
E238	AR	f83r	B3	B3-S004	obere offene Fächerstation am Rand	PROC003	dar	AR	OT+AL	END	QUELLE	aus/von der aktiven Quelle oder dem Vorrat	An der oberen offenen Faecherstation: Nach Mass ansetzen; danach zur Zielstelle wechseln und aus der Quelle weiterarbeiten.
E241	AL	f83r	B3	B3-S006	mittlere Randfigur im runden Gefäß	PROC048	qokal	OK+AL	CHD+Y	OL+CHD+DY	ANSETZEN · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zur Zielstelle ansetzen; dann weiter umsetzen; den Schritt schliessen.
E248	AL	f83r	B3	B3-S010	untere Randfigur im korbartigen Gefäß	PROC134	pchedal	P+CHD+AL	START	OT+E+DY	EINFUELLEN · UMSETZEN · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Am unteren Korbgefaess: An der Zielstelle einfuellen und umsetzen; danach den kurzen Folgeschritt schliessen.
E253	AR	f83r	B3	B3-S011	untere Randfigur im korbartigen Gefäß	PROC137	chary	AR+Y	CHD+Y	END	QUELLE · DIES	aus/von der aktiven Quelle oder dem Vorrat	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.
E260	AIR	f83r	B3	B3-S014	untere Randfigur im korbartigen Gefäß	PROC138	okair	OK+AIR	START	SH+EE+DY	ANSETZEN · WASSER	die konkrete laufende Arbeitsflüssigkeit Wasser	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.
E268	AL	f83r	B3	B3-S020	unverbundener Zwischenbereich	PROC055	dal	AL	START	L+CHD+DY	ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Im bildlich unverbundenen Zwischenabschnitt: An der Zielstelle weiterleiten, umsetzen und den Schritt schliessen.
E272	AL	f83r	B3	B3-S021	unverbundener Zwischenbereich	PROC055	dal	AL	CTH+Y	Y	ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.
E275	AL	f83r	B3	B3-S021	unverbundener Zwischenbereich	PROC142	shedal	SHED+AL	AIIN	SH+E+CTH+Y	ABSETZEN · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.
E278	AL	f83r	B3	B3-S021	unverbundener Zwischenbereich	PROC055	tal	AL	Y	CTH+Y	ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.
E280	AL	f83r	B3	B3-S021	unverbundener Zwischenbereich	PROC144	dalchdy	AL+CHD+DY	CTH+Y	END	ZIELSTELLE · UMSETZEN · SCHLUSS	an/zu der bezeichneten Arbeitsstelle	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.
E285	AR	f83r	B3	B3-S026	unverbundener Zwischenbereich	PROC146	cheedar	EE+AR	START	L+AIIN	LANG · QUELLE	aus/von der aktiven Quelle oder dem Vorrat	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger auffangen und schliessen.
E290	AL	f83r	B3	B3-S026	unverbundener Zwischenbereich	PROC148	chealror	AL+R+OR	CTH+Y	SOLK+EE+DY	ZIELSTELLE · KUEHLEN · ANSATZ	an/zu der bezeichneten Arbeitsstelle	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger auffangen und schliessen.
E300	AIR	f83r	B3	B3-S030	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC150	schedair	CHD+AIR	AIIN	OT+CHD+DY	UMSETZEN · WASSER	die konkrete laufende Arbeitsflüssigkeit Wasser	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.
E313	AL	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC153	olsaly	OL+AL+Y	OT+AIIN	SHED+DY	FORTSETZEN · ZIELSTELLE · DIES	an/zu der bezeichneten Arbeitsstelle	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Arbeitsstufe fuehren; den Posten bereitet halten und anwenden; danach nach Sollmass an der Zielstelle weiterfuehren, absetzen und schliessen.
E320	AL	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC131	otal	OT+AL	CHD+Y	OT+Y	DANACH · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zur Zielstelle und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, fortsetzen, absetzen und schliessen.
E351	AIR	f83r	B4	B4-S014	linke Hauptstation mit offenem Fransenlauf	PROC162	dairydy	AIR+Y+DY	O+CKH+E+Y	END	WASSER · DIES · SCHLUSS	die konkrete laufende Arbeitsflüssigkeit Wasser	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, die laufende Fluessigkeit als aktuellen Posten fuehren und schliessen.
E355	AL	f83r	B4	B4-S015	linke Hauptstation mit offenem Fransenlauf	PROC163	chckhal	CH+CKH+AL	K+AIN	SOLK+E+Y	ENTNEHMEN · DURCHLASS · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz auffangen, weiterleiten, umsetzen und schliessen.
E359	AL	f83r	B4	B4-S016	rechte Hauptstation mit S-Lauf und Mehrarmknoten	PROC055	dal	AL	OL+K+AIN	K+AR	ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, absetzen lassen und schliessen.
E360	AR	f83r	B4	B4-S016	rechte Hauptstation mit S-Lauf und Mehrarmknoten	PROC165	skar	K+AR	AL	SHED+DY	ZUGEBEN · QUELLE	aus/von der aktiven Quelle oder dem Vorrat	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, absetzen lassen und schliessen.
E364	AL	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	PROC142	shedal	SHED+AL	START	AL	ABSETZEN · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	An der linken offenen Nebenstation: An der Zielstelle absetzen und dort weiterarbeiten; weiterleiten und fortsetzen, an der Zielstelle umsetzen, nach Sollmass fortsetzen, fuer den zweiten Durchgang bis zur Arbeitsstufe fuehren und den Posten umsetzen.
E365	AL	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	PROC055	dal	AL	SHED+AL	OL	ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	An der linken offenen Nebenstation: An der Zielstelle absetzen und dort weiterarbeiten; weiterleiten und fortsetzen, an der Zielstelle umsetzen, nach Sollmass fortsetzen, fuer den zweiten Durchgang bis zur Arbeitsstufe fuehren und den Posten umsetzen.
E368	AL	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	PROC168	chdal	CHD+AL	L+OL	AIIN	UMSETZEN · ZIELSTELLE	an/zu der bezeichneten Arbeitsstelle	An der linken offenen Nebenstation: An der Zielstelle absetzen und dort weiterarbeiten; weiterleiten und fortsetzen, an der Zielstelle umsetzen, nach Sollmass fortsetzen, fuer den zweiten Durchgang bis zur Arbeitsstufe fuehren und den Posten umsetzen.
E375	AL	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	PROC172	raly	R+AL+Y	E+K+E+Y	OL	KUEHLEN · ZIELSTELLE · DIES	an/zu der bezeichneten Arbeitsstelle	An der rechten S-Lauf-Nebenstation: Den Posten laenger auffangen, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle weiterleiten.
E381	AL	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	PROC173	ldalor	L+AL+OR	Y	END	WEITERLEITEN · ZIELSTELLE · ANSATZ	an/zu der bezeichneten Arbeitsstelle	An der rechten S-Lauf-Nebenstation: Den Posten laenger auffangen, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle weiterleiten.
