master_card_id	master_form	registered_surfaces	semantic_atoms	short_default_de	records	event_count	core_card_status	herbal_surfaces	biological_surfaces	teaching_instruction
MC053	otol	otol	OT+OL	danach+weiter	H2	1	HERBAL_CORE_ATOM_CARD	otol	NONE	teach core atoms globally but practice this exact card only in its section
MC054	qokaly	qokaly	OK+AL+Y	ansetzen+Ziel+Posten	B2	1	BIO_CORE_ATOM_CARD	NONE	qokaly	teach core atoms globally but practice this exact card only in its section
MC055	char	char|dar|sar	AR	Quelle	B1|B2|B3|H1|H2	5	PORTABLE_EXACT_CORE_CARD	char|dar	char|dar|sar	teach exact card in both sections
MC056	ral	ral	AL	Ziel	B1	1	BIO_CORE_ATOM_CARD	NONE	ral	teach core atoms globally but practice this exact card only in its section
MC060	otaiin	otaiin|sotaiin	OT+AIIN	danach+Sollmaß	B2|B3	3	BIO_CORE_ATOM_CARD	NONE	otaiin|sotaiin	teach core atoms globally but practice this exact card only in its section
MC063	oteey	oteey	OT+EE+Y	danach+länger+Posten	B2	2	BIO_CORE_ATOM_CARD	NONE	oteey	teach core atoms globally but practice this exact card only in its section
MC069	otytchol	otytchol	OT+TY+OL	danach+Teil+weiter	H1	1	HERBAL_CORE_ATOM_CARD	otytchol	NONE	teach core atoms globally but practice this exact card only in its section
MC073	qcthey	qcthey|shcthey	CTH+E+Y	bereit+kurz+Posten	B2|B3	2	BIO_CORE_ATOM_CARD	NONE	qcthey|shcthey	teach core atoms globally but practice this exact card only in its section
MC076	dsheol	dsheol	SH+E+OL	halten+kurz+weiter	B1	1	BIO_CORE_ATOM_CARD	NONE	dsheol	teach core atoms globally but practice this exact card only in its section
MC077	kchal	kchal	KCH+AL	bearbeiten+Ziel	H5	1	HERBAL_CORE_ATOM_CARD	kchal	NONE	teach core atoms globally but practice this exact card only in its section
MC078	olsaly	olsaly	AL+Y	Ziel+Posten	B3	1	BIO_CORE_ATOM_CARD	NONE	olsaly	teach core atoms globally but practice this exact card only in its section
MC079	daldy	daldy	AL+CLOSE	Ziel+Schluss	B2	1	BIO_CORE_ATOM_CARD	NONE	daldy	teach core atoms globally but practice this exact card only in its section
MC080	chor	chor|or|shor|sor	OR	Ansatz	B3|B4|H2|H4	7	PORTABLE_EXACT_CORE_CARD	chor|or|shor	or|sor	teach exact card in both sections
MC082	qokeedy	qokeedy	OK+EE+CLOSE	ansetzen+länger+Schluss	B2|B3|B4	10	BIO_CORE_ATOM_CARD	NONE	qokeedy	teach core atoms globally but practice this exact card only in its section
MC083	qokedy	qokedy	OK+E+CLOSE	ansetzen+kurz+Schluss	B1|B3|B4	8	BIO_CORE_ATOM_CARD	NONE	qokedy	teach core atoms globally but practice this exact card only in its section
MC090	kchol	kchol	KCH+OL	bearbeiten+weiter	H5	1	HERBAL_CORE_ATOM_CARD	kchol	NONE	teach core atoms globally but practice this exact card only in its section
MC093	otal	otal|qotal	OT+AL	danach+Ziel	B3|B4	3	BIO_CORE_ATOM_CARD	NONE	otal|qotal	teach core atoms globally but practice this exact card only in its section
MC095	sheey	sheey	SH+EE+Y	halten+länger+Posten	B4	1	BIO_CORE_ATOM_CARD	NONE	sheey	teach core atoms globally but practice this exact card only in its section
MC096	qokeedal	qokeedal	OK+EE+AL	ansetzen+länger+Ziel	B1	1	BIO_CORE_ATOM_CARD	NONE	qokeedal	teach core atoms globally but practice this exact card only in its section
MC101	ldalor	ldalor	AL	Ziel	B6	1	BIO_CORE_ATOM_CARD	NONE	ldalor	teach core atoms globally but practice this exact card only in its section
MC102	rsheal	rsheal	SH+E+AL	halten+kurz+Ziel	B2	1	BIO_CORE_ATOM_CARD	NONE	rsheal	teach core atoms globally but practice this exact card only in its section
MC103	chokchy	chokchy|okchy|qokchy	OK+Y	ansetzen+Posten	H1|H5	3	HERBAL_CORE_ATOM_CARD	chokchy|okchy|qokchy	NONE	teach core atoms globally but practice this exact card only in its section
MC104	keol	keol	E+OL	kurz+weiter	H5	1	HERBAL_CORE_ATOM_CARD	keol	NONE	teach core atoms globally but practice this exact card only in its section
MC106	teol	teol	E+OL	kurz+weiter	B1	1	BIO_CORE_ATOM_CARD	NONE	teol	teach core atoms globally but practice this exact card only in its section
MC107	qotchy	qotchy	OT+Y	danach+Posten	H3	1	HERBAL_CORE_ATOM_CARD	qotchy	NONE	teach core atoms globally but practice this exact card only in its section
MC108	etyd	etyd	E+TY	kurz+Teil	H1	1	HERBAL_CORE_ATOM_CARD	etyd	NONE	teach core atoms globally but practice this exact card only in its section
MC109	ytey	ytey	Y+E+TY	Posten+kurz+Teil	B1	1	BIO_CORE_ATOM_CARD	NONE	ytey	teach core atoms globally but practice this exact card only in its section
MC111	shfydaiin	shfydaiin	SH+AIIN	halten+Sollmaß	H3	1	HERBAL_CORE_ATOM_CARD	shfydaiin	NONE	teach core atoms globally but practice this exact card only in its section
MC112	octheol	octheol	CTH+OL	bereit+weiter	B2	1	BIO_CORE_ATOM_CARD	NONE	octheol	teach core atoms globally but practice this exact card only in its section
MC114	sh	sh	SH	halten	H5	1	HERBAL_CORE_ATOM_CARD	sh	NONE	teach core atoms globally but practice this exact card only in its section
MC115	qoctholy	qoctholy	CTH+OL+Y	bereit+weiter+Posten	H2	1	HERBAL_CORE_ATOM_CARD	qoctholy	NONE	teach core atoms globally but practice this exact card only in its section
MC117	kchy	kchy	KCH+Y	bearbeiten+Posten	H3	1	HERBAL_CORE_ATOM_CARD	kchy	NONE	teach core atoms globally but practice this exact card only in its section
MC120	okaiin	okaiin|qokaiin	OK+AIIN	ansetzen+Sollmaß	B1|B2|B3|H4	9	PORTABLE_EXACT_CORE_CARD	qokaiin	okaiin|qokaiin	teach exact card in both sections
MC121	otar	otar	OT+AR	danach+Quelle	B1	1	BIO_CORE_ATOM_CARD	NONE	otar	teach core atoms globally but practice this exact card only in its section
MC122	kchey	kchey	KCH+E+Y	bearbeiten+kurz+Posten	H5	1	HERBAL_CORE_ATOM_CARD	kchey	NONE	teach core atoms globally but practice this exact card only in its section
MC123	chey	chey|chy|dy|shy|sy|y	Y	Posten	B1|B2|B3|B4|B6|H2|H3|H4	18	PORTABLE_EXACT_CORE_CARD	chy|dy|shy|y	chey|dy|sy	teach exact card in both sections
MC134	qolky	qolky	OL	weiter	B1	1	BIO_CORE_ATOM_CARD	NONE	qolky	teach core atoms globally but practice this exact card only in its section
MC135	otedy	otedy	OT+E+CLOSE	danach+kurz+Schluss	B3	2	BIO_CORE_ATOM_CARD	NONE	otedy	teach core atoms globally but practice this exact card only in its section
MC137	shecthy	shecthy	CTH+E+Y	bereit+kurz+Posten	B3	1	BIO_CORE_ATOM_CARD	NONE	shecthy	teach core atoms globally but practice this exact card only in its section
MC146	chealror	chealror	AL+OR	Ziel+Ansatz	B3	1	BIO_CORE_ATOM_CARD	NONE	chealror	teach core atoms globally but practice this exact card only in its section
MC150	okeeol	okeeol	OK+EE+OL	ansetzen+länger+weiter	B4	1	BIO_CORE_ATOM_CARD	NONE	okeeol	teach core atoms globally but practice this exact card only in its section
MC153	cheol	cheol|chol|ol|qol|sol|tol	OL	weiter	B1|B3|B4|B5|B6|H1|H2	19	PORTABLE_EXACT_CORE_CARD	chol	cheol|ol|qol|sol|tol	teach exact card in both sections
MC154	al	al|chal|cheal|dal|sal|tal	AL	Ziel	B1|B2|B3|B4|B5|H5	10	PORTABLE_EXACT_CORE_CARD	dal	al|chal|cheal|dal|sal|tal	teach exact card in both sections
MC157	cholor	cholor|olor	OL+OR	weiter+Ansatz	B1|H2	2	PORTABLE_EXACT_CORE_CARD	cholor	olor	teach exact card in both sections
MC158	cthoor	cthoor	CTH+OR	bereit+Ansatz	H1	1	HERBAL_CORE_ATOM_CARD	cthoor	NONE	teach core atoms globally but practice this exact card only in its section
MC161	checthy	checthy|cthy|shcthy	CTH+Y	bereit+Posten	B3|H1|H2|H3	7	PORTABLE_EXACT_CORE_CARD	cthy	checthy|shcthy	teach exact card in both sections
MC162	qolchey	qolchey	OL+Y	weiter+Posten	B4	1	BIO_CORE_ATOM_CARD	NONE	qolchey	teach core atoms globally but practice this exact card only in its section
MC163	qotchol	qotchol	OT+OL	danach+weiter	H1	1	HERBAL_CORE_ATOM_CARD	qotchol	NONE	teach core atoms globally but practice this exact card only in its section
MC169	cthaiin	cthaiin	CTH+AIIN	bereit+Sollmaß	H2	1	HERBAL_CORE_ATOM_CARD	cthaiin	NONE	teach core atoms globally but practice this exact card only in its section
MC170	ykaiin	ykaiin	Y+AIIN	Posten+Sollmaß	H4	1	HERBAL_CORE_ATOM_CARD	ykaiin	NONE	teach core atoms globally but practice this exact card only in its section
MC171	otchey	otchey	OT+Y	danach+Posten	B4|H5	2	PORTABLE_EXACT_CORE_CARD	otchey	otchey	teach exact card in both sections
MC173	qoteedy	qoteedy	OT+EE+CLOSE	danach+länger+Schluss	B2|B3	2	BIO_CORE_ATOM_CARD	NONE	qoteedy	teach core atoms globally but practice this exact card only in its section
