event_id	page	locus	token_index	head	arity	ending	quality_core	wrapper	value_run_length	value_run	value_equal	right_stop	right_censored	reader_support	source_line
AR0073	f4r	f4r.8	2	shol	1	OL	sh	BARE	0		0	shol	0	3	shor shol shol cthy cpholdy
AR0074	f4r	f4r.8	3	shol	1	OL	sh	BARE	0		0	cthy	0	3	shor shol shol cthy cpholdy
AR0075	f4r	f4r.9	4	kor	1	OR	k	BARE	0		0	aiin	0	2	daiin ckhochy tchy kor aiin
AR0076	f4r	f4r.10	2	shor	1	OR	sh	BARE	0		0	shyshol	0	3	odal shor shyshol cphaiin
AR0077	f4v	f4v.2	1	ol	0	OL	NONE	BARE	0		0	chey	0	3	ol chey chy cthy shkchor sheo cheory choldy
AR0078	f4v	f4v.5	1	shor	1	OR	sh	BARE	0		0	sheey	0	3	shor sheey otoiin shey qotchoiin chodain
AR0079	f4v	f4v.7	3	chor	1	OR	ch	BARE	0		0	chokchy	0	2	torchy sheeor chor chokchy cphydy
AR0080	f4v	f4v.8	2	chor	1	OR	ch	BARE	0		0	cthol	0	3	oleeeb chor cthol sho otor cthory
AR0081	f4v	f4v.8	5	otor	1	OR	t	o	0		0	cthory	0	3	oleeeb chor cthol sho otor cthory
AR0082	f4v	f4v.10	4	chol	1	OL	ch	BARE	0		0	chokeody	0	3	otaiin sheo okeody chol chokeody
AR0083	f4v	f4v.11	5	qotol	1	OL	t	qo	1	daiin	0	LINE_END	1	2	sho kcheor shody shtaiin qotol daiin
AR0084	f5r	f5r.2	9	otol	1	OL	t	o	0		0	LINE_END	1	3	ochey okey qokaiin sho ckhoy cthey chey okas otol
AR0085	f5v	f5v.1	4	chor	1	OR	ch	BARE	0		0	ytchey	0	2	k o cheor chor ytchey pshod chols chodaiin ytoiiin daiin
AR0086	f5v	f5v.2	2	chol	1	OL	ch	BARE	0		0	otaiin	0	3	dchol chol otaiin dain cthor chots ychopordg
AR0087	f5v	f5v.3	5	otchor	2	OR	tch	o	1	daiin	0	qo	0	1	qotcho ytor daiin daiin otchor daiin qo darchor do
AR0088	f5v	f5v.4	1	qotor	1	OR	t	qo	0		0	shees	0	3	qotor shees otol ykoiin shol daiin cthor okch y taiin
AR0089	f5v	f5v.4	3	otol	1	OL	t	o	0		0	ykoiin	0	3	qotor shees otol ykoiin shol daiin cthor okch y taiin
AR0090	f5v	f5v.4	5	shol	1	OL	sh	BARE	1	daiin	0	cthor	0	2	qotor shees otol ykoiin shol daiin cthor okch y taiin
AR0091	f5v	f5v.5	2	chor	1	OR	ch	BARE	0		0	cheotol	0	3	shokeeol chor cheotol otchol daiin dal chol chotaiin
AR0092	f5v	f5v.5	4	otchol	2	OL	tch	o	1	daiin	0	dal	0	3	shokeeol chor cheotol otchol daiin dal chol chotaiin
AR0093	f5v	f5v.5	7	chol	1	OL	ch	BARE	0		0	chotaiin	0	3	shokeeol chor cheotol otchol daiin dal chol chotaiin
AR0094	f5v	f5v.6	1	otol	1	OL	t	o	0		0	chol	0	3	otol chol dairodg
AR0095	f5v	f5v.6	2	chol	1	OL	ch	BARE	0		0	dairodg	0	3	otol chol dairodg
AR0096	f6r	f6r.1	3	shol	1	OL	sh	BARE	0		0	cholor	0	3	foar y shol cholor cphol chor ch chopchol otcham
AR0097	f6r	f6r.1	6	chor	1	OR	ch	BARE	0		0	ch	0	2	foar y shol cholor cphol chor ch chopchol otcham
AR0098	f6r	f6r.2	3	chor	1	OR	ch	BARE	0		0	chor	0	3	daiin chckhy chor chor kar cthy cthor chotols
AR0099	f6r	f6r.2	4	chor	1	OR	ch	BARE	0		0	kar	0	3	daiin chckhy chor chor kar cthy cthor chotols
AR0100	f6r	f6r.3	2	kshor	2	OR	ksh	BARE	0		0	choky	0	3	foeear kshor choky os cheoeees ykeor ytaiin dam
AR0101	f6r	f6r.6	1	or	0	OR	NONE	BARE	0		0	al	0	3	or al daiin ckham okom cthaiin ydaiin
AR0102	f6r	f6r.7	5	chol	1	OL	ch	BARE	0		0	okaiin	0	3	daiin qodaiin cho s chol okaiin s
AR0103	f6r	f6r.10	1	tchor	2	OR	tch	BARE	0		0	ctheod	0	3	tchor ctheod chy shor od she od
AR0104	f6r	f6r.10	4	shor	1	OR	sh	BARE	0		0	od	0	1	tchor ctheod chy shor od she od
AR0105	f6r	f6r.11	3	ol	0	OL	NONE	BARE	0		0	chokaiin	0	3	ychar olchaj ol chokaiin
AR0106	f6r	f6r.12	1	or	0	OR	NONE	BARE	0		0	shol	0	3	or shol cthom chor cthy
AR0107	f6r	f6r.12	2	shol	1	OL	sh	BARE	0		0	cthom	0	3	or shol cthom chor cthy
AR0108	f6r	f6r.12	4	chor	1	OR	ch	BARE	0		0	cthy	0	3	or shol cthom chor cthy
AR0109	f6v	f6v.1	4	qoor	0	OR	NONE	qo	0		0	shor	0	1	koary sar cheekar qoor shor chapchy s chear char otchy
AR0110	f6v	f6v.1	5	shor	1	OR	sh	BARE	0		0	chapchy	0	3	koary sar cheekar qoor shor chapchy s chear char otchy
AR0111	f6v	f6v.2	2	chor	1	OR	ch	BARE	0		0	chckhy	0	2	oees chor chckhy qoekchar cheas odaiiin kchey chor chaiin
AR0112	f6v	f6v.2	8	chor	1	OR	ch	BARE	0		0	chaiin	0	2	oees chor chckhy qoekchar cheas odaiiin kchey chor chaiin
AR0113	f6v	f6v.3	3	chol	1	OL	ch	BARE	0		0	oechockhy	0	2	qoair ckhy chol oechockhy chekchoy ckhy okol rychos
AR0114	f6v	f6v.3	7	okol	1	OL	k	o	0		0	rychos	0	2	qoair ckhy chol oechockhy chekchoy ckhy okol rychos
AR0115	f6v	f6v.5	4	okor	1	OR	k	o	0		0	oty	0	3	dair chodam dam okor oty doldom
AR0116	f6v	f6v.8	2	chor	1	OR	ch	BARE	0		0	okchey	0	3	ychor chor okchey qokom
AR0117	f6v	f6v.9	3	chor	1	OR	ch	BARE	0		0	cthom	0	3	oeeo dal chor cthom s
AR0118	f6v	f6v.13	4	chor	1	OR	ch	BARE	0		0	oees	0	3	yodaiin cthy s chor oees or
AR0119	f6v	f6v.13	6	or	0	OR	NONE	BARE	0		0	LINE_END	1	2	yodaiin cthy s chor oees or
AR0120	f6v	f6v.14	1	qokor	1	OR	k	qo	0		0	chol	0	3	qokor chol cthol tchalody
AR0121	f6v	f6v.14	2	chol	1	OL	ch	BARE	0		0	cthol	0	3	qokor chol cthol tchalody
AR0122	f6v	f6v.15	3	or	0	OR	NONE	BARE	0		0	chy	0	2	chockhy s or chy s ain ar
AR0123	f6v	f6v.18	3	or	0	OR	NONE	BARE	0		0	LINE_END	1	1	ytchocthol ches or
AR0124	f6v	f6v.20	3	okol	1	OL	k	o	1	daiin	0	LINE_END	1	3	dchor choldar okol daiin
AR0125	f6v	f6v.21	2	chor	1	OR	ch	BARE	0		0	octham	0	3	ycheor chor octham
AR0126	f7r	f7r.2	4	shor	1	OR	sh	BARE	0		0	dold	0	2	dcheey keo r shor dold dchey kchey otchy cheody
AR0127	f7r	f7r.6	5	otchor	2	OR	tch	o	0		0	choaiin	0	3	ksholo chey qotoees chkoldy otchor choaiin
AR0128	f7r	f7r.7	3	chol	1	OL	ch	BARE	0		0	otchol	0	3	dshoy cthol chol otchol dain shody shol chotchy
AR0129	f7r	f7r.7	4	otchol	2	OL	tch	o	1	dain	0	shody	0	3	dshoy cthol chol otchol dain shody shol chotchy
AR0130	f7r	f7r.7	7	shol	1	OL	sh	BARE	0		0	chotchy	0	3	dshoy cthol chol otchol dain shody shol chotchy
AR0131	f7r	f7r.8	5	shol	1	OL	sh	BARE	0		0	keey	0	3	okchey deeeese choty qokchy shol keey choty dain
AR0132	f7r	f7r.9	2	ol	0	OL	NONE	BARE	0		0	choiin	0	1	qokechy ol choiin chol cphey shckhy chochy kchod
AR0133	f7r	f7r.9	4	chol	1	OL	ch	BARE	0		0	cphey	0	3	qokechy ol choiin chol cphey shckhy chochy kchod
AR0134	f7r	f7r.10	3	chor	1	OR	ch	BARE	1	daiin	0	chckhy	0	3	s chain chor daiin chckhy
AR0135	f7v	f7v.1	5	otshol	2	OL	tsh	o	0		0	dy	0	3	polyshy shey tchody qopchy otshol dy daiin tshodody
AR0136	f7v	f7v.4	7	shol	1	OL	sh	BARE	0		0	deees	0	3	choteeeb oeear choschy dain sho kshy shol deees dol
AR0137	f7v	f7v.6	1	kchor	2	OR	kch	BARE	0		0	sheod	0	3	kchor sheod sheodaiin sho daiin oksho lshol dair qos
AR0138	f8r	f8r.1	2	chor	1	OR	ch	BARE	0		0	otshal	0	3	pshol chor otshal chopy cphol chody shy cfhodar shor
AR0139	f8r	f8r.1	9	shor	1	OR	sh	BARE	0		0	LINE_END	1	3	pshol chor otshal chopy cphol chody shy cfhodar shor
AR0140	f8r	f8r.3	6	chor	1	OR	ch	BARE	0		0	dy	0	3	chodar shy sy chodaiin shokchy chor dy
AR0141	f8r	f8r.4	1	qotor	1	OR	t	qo	0		0	chor	0	3	qotor chor chor sheey dchol shesed chof chy dam
AR0142	f8r	f8r.4	2	chor	1	OR	ch	BARE	0		0	chor	0	3	qotor chor chor sheey dchol shesed chof chy dam
AR0143	f8r	f8r.4	3	chor	1	OR	ch	BARE	0		0	sheey	0	3	qotor chor chor sheey dchol shesed chof chy dam
AR0144	f8r	f8r.9	8	shor	1	OR	sh	BARE	0		0	LINE_END	1	3	tchoep sho pcheey pchey ofchey dsheey sholdaiin shor
AR0145	f8r	f8r.11	1	shol	1	OL	sh	BARE	0		0	cheodaiin	0	3	shol cheodaiin daiin do y tchody chot choty otariin
AR0146	f8r	f8r.14	3	shol	1	OL	sh	BARE	0		0	chofydy	0	3	o ey shol chofydy sho chey kshey lody cholal
AR0147	f8r	f8r.15	3	chol	1	OL	ch	BARE	0		0	chey	0	3	dchey ckhol chol chey kc chy daiin dol daiiiry ckhy
AR0148	f8r	f8r.17	1	chol	1	OL	ch	BARE	0		0	dchy	0	3	chol dchy qokar chl aiin chean y char chaiin
AR0149	f8r	f8r.18	5	chor	1	OR	ch	BARE	0		0	cha	0	3	okar cfhaiin chaiin daiin chor cha rchealcham
AR0150	f8r	f8r.19	5	shol	1	OL	sh	BARE	0		0	kaiin	0	3	sair cheain cphol dar shol kaiin shol kaiin dai kam
AR0151	f8r	f8r.19	7	shol	1	OL	sh	BARE	0		0	kaiin	0	3	sair cheain cphol dar shol kaiin shol kaiin dai kam
AR0152	f8r	f8r.20	1	or	0	OR	NONE	BARE	0		0	cho	0	1	or cho kesey shey o kal chal
AR0153	f8v	f8v.1	4	shol	1	OL	sh	BARE	0		0	otol	0	3	od soo sol shol otol chol opcheaiin opydaiin saiin
AR0154	f8v	f8v.1	5	otol	1	OL	t	o	0		0	chol	0	3	od soo sol shol otol chol opcheaiin opydaiin saiin
AR0155	f8v	f8v.1	6	chol	1	OL	ch	BARE	0		0	opcheaiin	0	3	od soo sol shol otol chol opcheaiin opydaiin saiin
AR0156	f8v	f8v.2	3	chor	1	OR	ch	BARE	0		0	sheaiin	0	3	shcthal sar chor sheaiin shor chykchy otaiin y
AR0157	f8v	f8v.2	5	shor	1	OR	sh	BARE	0		0	chykchy	0	3	shcthal sar chor sheaiin shor chykchy otaiin y
AR0158	f8v	f8v.3	6	shol	1	OL	sh	BARE	0		0	chaiin	0	3	qody cheal sy chory chear shol chaiin shaiin dolas
AR0159	f8v	f8v.4	2	shol	1	OL	sh	BARE	0		0	dol	0	2	dshol shol dol chean cthar shealy daiin chary
AR0160	f8v	f8v.5	1	chol	1	OL	ch	BARE	0		0	chol	0	3	chol chol dar otchar etaiin cthol dar
AR0161	f8v	f8v.5	2	chol	1	OL	ch	BARE	0		0	dar	0	3	chol chol dar otchar etaiin cthol dar
AR0162	f8v	f8v.7	2	kchol	2	OL	kch	BARE	0		0	dar	0	3	sho kchol dar shey cthar chotain ry
AR0163	f8v	f8v.8	2	chol	1	OL	ch	BARE	0		0	chol	0	3	okcholksh chol chol chol cthaiin dain
AR0164	f8v	f8v.8	3	chol	1	OL	ch	BARE	0		0	chol	0	3	okcholksh chol chol chol cthaiin dain
AR0165	f8v	f8v.8	4	chol	1	OL	ch	BARE	0		0	cthaiin	0	3	okcholksh chol chol chol cthaiin dain
AR0166	f8v	f8v.9	1	shol	1	OL	sh	BARE	0		0	orchl	0	3	shol orchl chokchy chol cthor chaiin
AR0167	f8v	f8v.9	4	chol	1	OL	ch	BARE	0		0	cthor	0	2	shol orchl chokchy chol cthor chaiin
AR0168	f8v	f8v.13	1	kchor	2	OR	kch	BARE	0		0	otchar	0	3	kchor otchar oky chokain keoky otorchy satar
AR0169	f8v	f8v.14	1	shor	1	OR	sh	BARE	0		0	okol	0	3	shor okol lokaiin shol kol char cthey tchy ckham
AR0170	f8v	f8v.14	2	okol	1	OL	k	o	0		0	lokaiin	0	3	shor okol lokaiin shol kol char cthey tchy ckham
AR0171	f8v	f8v.14	4	shol	1	OL	sh	BARE	0		0	kol	0	3	shor okol lokaiin shol kol char cthey tchy ckham
AR0172	f8v	f8v.14	5	kol	1	OL	k	BARE	0		0	char	0	3	shor okol lokaiin shol kol char cthey tchy ckham
AR0173	f8v	f8v.15	1	or	0	OR	NONE	BARE	0		0	chol	0	3	or chol chan chy chor cheain char cheeky chor ry
AR0174	f8v	f8v.15	2	chol	1	OL	ch	BARE	0		0	chan	0	1	or chol chan chy chor cheain char cheeky chor ry
AR0175	f8v	f8v.15	5	chor	1	OR	ch	BARE	0		0	cheain	0	3	or chol chan chy chor cheain char cheeky chor ry
AR0176	f8v	f8v.15	9	chor	1	OR	ch	BARE	0		0	ry	0	3	or chol chan chy chor cheain char cheeky chor ry
AR0177	f8v	f8v.16	1	chor	1	OR	ch	BARE	0		0	cheor	0	1	chor cheor chear oteey dchor chodey cho raiin
AR0178	f9r	f9r.1	9	shor	1	OR	sh	BARE	0		0	cthy	0	3	tydlo choly cthor orchey s shy odaiin sary shor cthy
AR0179	f9r	f9r.2	2	chol	1	OL	ch	BARE	0		0	ytaiin	0	3	oykeey chol ytaiin okchody toeoky okoiin dy or chaiin
AR0180	f9r	f9r.2	8	or	0	OR	NONE	BARE	0		0	chaiin	0	3	oykeey chol ytaiin okchody toeoky okoiin dy or chaiin
AR0181	f9r	f9r.3	6	okor	1	OR	k	o	0		0	chey	0	3	toiin cphy qotod otaiin cthy okor chey ctho d ram
AR0182	f9r	f9r.4	4	shor	1	OR	sh	BARE	0		0	shaiin	0	3	yshy chokcho chcthod shor shaiin otar dor ytol dayty
AR0183	f9r	f9r.5	2	chor	1	OR	ch	BARE	0		0	sor	0	3	daiin chor sor cthy chokoiin shol dsholdy otchol ot dy
AR0184	f9r	f9r.5	6	shol	1	OL	sh	BARE	0		0	dsholdy	0	3	daiin chor sor cthy chokoiin shol dsholdy otchol ot dy
AR0185	f9r	f9r.5	8	otchol	2	OL	tch	o	0		0	ot	0	3	daiin chor sor cthy chokoiin shol dsholdy otchol ot dy
AR0186	f9r	f9r.7	1	or	0	OR	NONE	BARE	0		0	chol	0	3	or chol chy tchy tchol ytor qotol chyky chodar aiin
AR0187	f9r	f9r.7	2	chol	1	OL	ch	BARE	0		0	chy	0	1	or chol chy tchy tchol ytor qotol chyky chodar aiin
AR0188	f9r	f9r.7	5	tchol	2	OL	tch	BARE	0		0	ytor	0	3	or chol chy tchy tchol ytor qotol chyky chodar aiin
AR0189	f9r	f9r.7	7	qotol	1	OL	t	qo	0		0	chyky	0	3	or chol chy tchy tchol ytor qotol chyky chodar aiin
AR0190	f9v	f9v.1	4	shor	1	OR	sh	BARE	1	daiin	0	qopchypcho	0	2	fochor oporody opy shor daiin qopchypcho qofol shol cfhol daiin
AR0191	f9v	f9v.1	8	shol	1	OL	sh	BARE	0		0	cfhol	0	3	fochor oporody opy shor daiin qopchypcho qofol shol cfhol daiin
AR0192	f9v	f9v.2	5	chol	1	OL	ch	BARE	0		0	chor	0	3	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy
AR0193	f9v	f9v.2	6	chor	1	OR	ch	BARE	0		0	cphol	0	3	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy
AR0194	f9v	f9v.3	2	chor	1	OR	ch	BARE	0		0	ykaiin	0	3	ykey chor ykaiin daiin cthy otaiin oky oeees daiin
AR0195	f9v	f9v.4	6	otol	1	OL	t	o	0		0	oty	0	3	ytey tch y kaiin cthor otol oty toldy
AR0196	f9v	f9v.5	3	qotor	1	OR	t	qo	0		0	ypchy	0	3	pchor ypcheey qotor ypchy olcfholy to ar chty daiiin
AR0197	f9v	f9v.7	2	chol	1	OL	ch	BARE	0		0	chol	0	2	qo chol chol chy daiin otal dor daim
AR0198	f9v	f9v.7	3	chol	1	OL	ch	BARE	0		0	chy	0	2	qo chol chol chy daiin otal dor daim
AR0199	f9v	f9v.9	3	tor	1	OR	t	BARE	0		0	chyty	0	2	daiin chy tor chyty dary ytoldy
AR0200	f9v	f9v.10	2	kchol	2	OL	kch	BARE	0		0	chol	0	3	oty kchol chol chy kyty
AR0201	f9v	f9v.10	3	chol	1	OL	ch	BARE	0		0	chy	0	3	oty kchol chol chy kyty
AR0202	f9v	f9v.12	3	chor	1	OR	ch	BARE	0		0	LINE_END	1	3	chkaiin ckhy chor
AR0203	f10r	f10r.1	2	shor	1	OR	sh	BARE	0		0	octhody	0	3	pchocthy shor octhody chorchy pchodol chopchal ypch kom
AR0204	f10r	f10r.3	1	qotor	1	OR	t	qo	0		0	o	0	1	qotor o tchy daiin chocthy qotchy chol or yty dy dy
AR0205	f10r	f10r.3	7	chol	1	OL	ch	BARE	0		0	or	0	3	qotor o tchy daiin chocthy qotchy chol or yty dy dy
AR0206	f10r	f10r.3	8	or	0	OR	NONE	BARE	0		0	yty	0	3	qotor o tchy daiin chocthy qotchy chol or yty dy dy
AR0207	f10r	f10r.4	6	or	0	OR	NONE	BARE	0		0	aiin	0	3	sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody
AR0208	f10r	f10r.5	2	qotchol	2	OL	tch	qo	0		0	chol	0	3	qokchy qotchol chol cthy
AR0209	f10r	f10r.5	3	chol	1	OL	ch	BARE	0		0	cthy	0	3	qokchy qotchol chol cthy
AR0210	f10r	f10r.6	3	chor	1	OR	ch	BARE	0		0	cthaiin	0	3	ycheor cthy chor cthaiin qoctholy dy chy taiin shy
AR0211	f10r	f10r.7	2	qokchol	2	OL	kch	qo	0		0	y	0	1	dchy qokchol y kchaiin yty daiin cth dain dair am
