replay_id	source_probe_id	source_surface	synthetic_unseen_surface	content_class	insertion_index	expected_function_mask	observed_function_mask	source_cold_route	observed_route	source_channel_signature	observed_channel_signature	shell_shape	source_ordered_recipe_trace	observed_ordered_recipe_trace	source_recipe_support_tier	observed_recipe_support_tier	source_recipe_support_rank	observed_recipe_support_rank	source_bounded_shell_id	observed_bounded_shell_id	bounded_shell_match	running_event_count	running_page_count	address_full_formula_count	address_hybrid_shell_count	observed_reading_de	signature_stable	recipe_stable	tier_and_rank_stable	shell_id_stable	reading_stable	replay_pass
G470-U011	G466-U011	oshodady	oxshodady	STAR_BEARING_RING_POSITION	1	001100000	001100000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C44	G466-C44	INTERNAL	SH	SH	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:ox] · HALTEN · [STERNSTELLENNAME:odady]	YES	YES	YES	YES	YES	YES
G470-U012	G466-U012	chdaiirdainy	cxhdaiirdainy	STAR_BEARING_RING_POSITION	1	0000000001111	0000000001111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C16	G466-C16	SUFFIX	AIN+Y	AIN+Y	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:cxhdaiird] · ANTEIL · POSTEN	YES	YES	YES	YES	YES	YES
G470-U013	G466-U013	ytalshdy	yxtalshdy	STAR_BEARING_RING_POSITION	1	000111100	000111100	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C39+G466-C44	G466-C39+G466-C44	INTERNAL+INTERNAL	AL+SH	AL+SH	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:yxt] · ZIELORT · HALTEN · [STERNSTELLENNAME:dy]	YES	YES	YES	YES	YES	YES
G470-U014	G466-U014	alif	alixf	STAR_BEARING_RING_POSITION	3	11000	11000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C05	G466-C05	PREFIX	AL	AL	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	ZIELORT · [STERNSTELLENNAME:ixf]	YES	YES	YES	YES	YES	YES
G470-U015	G466-U015	otalef	otalexf	STAR_BEARING_RING_POSITION	5	1111000	1111000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C01	G466-C01	PREFIX	OT+AL	OT+AL	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	16	16	NONE	NONE	NO	16	8	0	3	DANACH · ZIELORT · [STERNSTELLENNAME:exf]	YES	YES	YES	YES	YES	YES
G470-U016	G466-U016	otchoshy	otcxhoshy	STAR_BEARING_RING_POSITION	3	110000111	110000111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C11+G466-C29	G466-C11+G466-C29	PREFIX+SUFFIX	OT+Y	OT+Y	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	4	4	G467-S0247	G467-S0247	YES	33	15	0	1	DANACH · [STERNSTELLENNAME:cxho] · POSTEN	YES	YES	YES	YES	YES	YES
G470-U017	G466-U017	otchdal	otcxhdal	STAR_BEARING_RING_POSITION	3	11000111	11000111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C11+G466-C24	G466-C11+G466-C24	PREFIX+SUFFIX	OT+AL	OT+AL	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	16	16	G467-S0242	G467-S0242	YES	16	8	0	3	DANACH · [STERNSTELLENNAME:cxh] · ZIELORT	YES	YES	YES	YES	YES	YES
G470-U018	G466-U018	ofchdamy	ofcxhdamy	STAR_BEARING_RING_POSITION	3	110000000	110000000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C07	G466-C07	PREFIX	O+LOCAL_CHAR_F	O+LOCAL_CHAR_F	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:cxhdamy]	YES	YES	YES	YES	YES	YES
G470-U019	G466-U019	oklairdy	oklxairdy	STAR_BEARING_RING_POSITION	3	110011100	110011100	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C08+G466-C36	G466-C08+G466-C36	PREFIX+INTERNAL	OK+AIR	OK+AIR	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	SETZEN · [STERNSTELLENNAME:lx] · BAHN · [STERNSTELLENNAME:dy]	YES	YES	YES	YES	YES	YES
G470-U020	G466-U020	okairy	okairyx	STAR_BEARING_RING_POSITION	6	1111100	1111100	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C08+G466-C36	G466-C08+G466-C36	PREFIX+INTERNAL	OK+AIR	OK+AIR	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	SETZEN · BAHN · [STERNSTELLENNAME:yx]	YES	YES	YES	YES	YES	YES
G470-U021	G466-U021	okealar	okexalar	STAR_BEARING_RING_POSITION	3	11001111	11001111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C08+G466-C39+G466-C33	G466-C08+G466-C39+G466-C33	PREFIX+INTERNAL+SUFFIX	OK+AL+AR	OK+AL+AR	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	47	47	G467-S1815	G467-S1815	YES	1	1	0	1	SETZEN · [STERNSTELLENNAME:ex] · ZIELORT · AUSGANG	YES	YES	YES	YES	YES	YES
G470-U022	G466-U022	oteeary	otexeary	STAR_BEARING_RING_POSITION	3	11000110	11000110	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C11+G466-C40	G466-C11+G466-C40	PREFIX+INTERNAL	OT+AR	OT+AR	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	12	12	NONE	NONE	NO	22	10	0	1	DANACH · [STERNSTELLENNAME:exe] · AUSGANG · [STERNSTELLENNAME:y]	YES	YES	YES	YES	YES	YES
G470-U023	G466-U023	okaircham	okaircxham	STAR_BEARING_RING_POSITION	6	1111100011	1111100011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C08+G466-C36+G466-C32	G466-C08+G466-C36+G466-C32	PREFIX+INTERNAL+SUFFIX	OK+AIR+AM_ADDR	OK+AIR+AM_ADDR	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	100	100	G467-S1745	G467-S1745	YES	0	0	0	1	SETZEN · BAHN · [STERNSTELLENNAME:cxh] · HIER	YES	YES	YES	YES	YES	YES
G470-U024	G466-U024	okeal	okexal	STAR_BEARING_RING_POSITION	3	110011	110011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C08+G466-C31	G466-C08+G466-C31	PREFIX+SUFFIX	OK+AL	OK+AL	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	6	6	G467-S0180	G467-S0180	YES	47	14	0	2	SETZEN · [STERNSTELLENNAME:ex] · ZIELORT	YES	YES	YES	YES	YES	YES
G470-U025	G466-U025	orary	oraryx	STAR_BEARING_RING_POSITION	5	111100	111100	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C10+G466-C40	G466-C10+G466-C40	PREFIX+INTERNAL	OR+AR	OR+AR	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	91	91	NONE	NONE	NO	0	0	0	2	EINHEIT · AUSGANG · [STERNSTELLENNAME:yx]	YES	YES	YES	YES	YES	YES
G470-U026	G466-U026	okyd	okyxd	STAR_BEARING_RING_POSITION	3	11000	11000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C08	G466-C08	PREFIX	OK	OK	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	SETZEN · [STERNSTELLENNAME:yxd]	YES	YES	YES	YES	YES	YES
G470-U027	G466-U027	ralal	rxalal	STAR_BEARING_RING_POSITION	1	001111	001111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C39+G466-C31	G466-C39+G466-C31	INTERNAL+SUFFIX	AL+AL	AL+AL	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	39	39	NONE	NONE	NO	2	2	0	2	[STERNSTELLENNAME:rx] · ZIELORT · ZIELORT	YES	YES	YES	YES	YES	YES
G470-U028	G466-U028	chosar	cxhosar	STAR_BEARING_RING_POSITION	1	0000011	0000011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C33	G466-C33	SUFFIX	AR	AR	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:cxhos] · AUSGANG	YES	YES	YES	YES	YES	YES
G470-U029	G466-U029	ainaly	axinaly	STAR_BEARING_RING_POSITION	1	0000111	0000111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C23	G466-C23	SUFFIX	AL+Y	AL+Y	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	19	19	NONE	NONE	NO	9	7	0	3	[STERNSTELLENNAME:axin] · ZIELORT · POSTEN	YES	YES	YES	YES	YES	YES
G470-U030	G466-U030	okarcham	okarcxham	STAR_BEARING_RING_POSITION	5	111100011	111100011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C08+G466-C40+G466-C32	G466-C08+G466-C40+G466-C32	PREFIX+INTERNAL+SUFFIX	OK+AR+AM_ADDR	OK+AR+AM_ADDR	ADDRESS_FULL_FORMULA_ONLY	ADDRESS_FULL_FORMULA_ONLY	76	76	G467-S1837	G467-S1837	YES	0	0	1	1	SETZEN · AUSGANG · [STERNSTELLENNAME:cxh] · HIER	YES	YES	YES	YES	YES	YES
G470-U031	G466-U031	olkalaiin	olkxalaiin	STAR_BEARING_RING_POSITION	3	1100111111	1100111111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C09+G466-C39+G466-C15	G466-C09+G466-C39+G466-C15	PREFIX+INTERNAL+SUFFIX	OL+AL+AIIN	OL+AL+AIIN	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	94	94	G467-S2004	G467-S2004	YES	0	0	0	1	FORTSETZEN · [STERNSTELLENNAME:kx] · ZIELORT · WERT	YES	YES	YES	YES	YES	YES
G470-U032	G466-U032	oraiinam	oraxiinam	STAR_BEARING_RING_POSITION	3	110000011	110000011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C10+G466-C32	G466-C10+G466-C32	PREFIX+SUFFIX	OR+AM_ADDR	OR+AM_ADDR	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	103	103	G467-S0227	G467-S0227	YES	0	0	0	1	EINHEIT · [STERNSTELLENNAME:axiin] · HIER	YES	YES	YES	YES	YES	YES
G470-U033	G466-U033	osarsheeeo	oxsarsheeeo	STAR_BEARING_RING_POSITION	1	00011110000	00011110000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C40+G466-C44	G466-C40+G466-C44	INTERNAL+INTERNAL	AR+SH	AR+SH	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:oxs] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]	YES	YES	YES	YES	YES	YES
G470-U034	G466-U034	opoiiinoin	oxpoiiinoin	STAR_BEARING_RING_POSITION	1	00000000111	00000000111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C26	G466-C26	SUFFIX	O+IIN	O+IIN	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:oxpoiiin] · AUSFÜHRUNG · STUFE	YES	YES	YES	YES	YES	YES
G470-U035	G466-U035	ypaiin	yxpaiin	STAR_BEARING_RING_POSITION	1	0001111	0001111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C15	G466-C15	SUFFIX	AIIN	AIIN	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:yxp] · WERT	YES	YES	YES	YES	YES	YES
G470-U036	G466-U036	oeeodaiin	oxeeodaiin	STAR_BEARING_RING_POSITION	1	0000011111	0000011111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C14	G466-C14	SUFFIX	AIIN	AIIN	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:oxeeo] · WERT	YES	YES	YES	YES	YES	YES
G470-U037	G466-U037	ofsholdy	ofsholdxy	STAR_BEARING_RING_POSITION	7	111111000	111111000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C07+G466-C44+G466-C42	G466-C07+G466-C44+G466-C42	PREFIX+INTERNAL+INTERNAL	O+LOCAL_CHAR_F+SH+OL	O+LOCAL_CHAR_F+SH+OL	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	99	99	NONE	NONE	NO	0	0	0	1	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dxy]	YES	YES	YES	YES	YES	YES
G470-U038	G466-U038	opoeey	oxpoeey	STAR_BEARING_RING_POSITION	1	0000111	0000111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C25	G466-C25	SUFFIX	EE+Y	EE+Y	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:oxpo] · GRAD II · POSTEN	YES	YES	YES	YES	YES	YES
G470-U039	G466-U039	ykolairol	yxkolairol	STAR_BEARING_RING_POSITION	1	0001111111	0001111111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C42+G466-C36+G466-C34	G466-C42+G466-C36+G466-C34	INTERNAL+INTERNAL+SUFFIX	OL+AIR+OL	OL+AIR+OL	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	101	101	NONE	NONE	NO	0	0	0	1	[STERNSTELLENNAME:yxk] · FORTSETZEN · BAHN · FORTSETZEN	YES	YES	YES	YES	YES	YES
G470-U040	G466-U040	oralkam	oralkxam	STAR_BEARING_RING_POSITION	5	11110011	11110011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C10+G466-C39+G466-C32	G466-C10+G466-C39+G466-C32	PREFIX+INTERNAL+SUFFIX	OR+AL+AM_ADDR	OR+AL+AM_ADDR	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	102	102	G467-S2228	G467-S2228	YES	0	0	0	1	EINHEIT · ZIELORT · [STERNSTELLENNAME:kx] · HIER	YES	YES	YES	YES	YES	YES
G470-U041	G466-U041	ytairal	yxtairal	STAR_BEARING_RING_POSITION	1	00011111	00011111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C36+G466-C31	G466-C36+G466-C31	INTERNAL+SUFFIX	AIR+AL	AIR+AL	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:yxt] · BAHN · ZIELORT	YES	YES	YES	YES	YES	YES
G470-U042	G466-U042	oeeesaiin	oxeeesaiin	STAR_BEARING_RING_POSITION	1	0000001111	0000001111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C15	G466-C15	SUFFIX	AIIN	AIIN	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:oxeees] · WERT	YES	YES	YES	YES	YES	YES
G470-U043	G466-U043	fydy	fxydy	STAR_BEARING_RING_POSITION	1	00111	00111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C30	G466-C30	SUFFIX	Y+DY	Y+DY	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:fx] · POSTEN · SCHLUSS	YES	YES	YES	YES	YES	YES
G470-U044	G466-U044	eeesaly	exeesaly	STAR_BEARING_RING_POSITION	1	00000111	00000111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C23	G466-C23	SUFFIX	AL+Y	AL+Y	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	19	19	NONE	NONE	NO	9	7	0	3	[STERNSTELLENNAME:exees] · ZIELORT · POSTEN	YES	YES	YES	YES	YES	YES
G470-U045	G466-U045	ykaraiin	yxkaraiin	STAR_BEARING_RING_POSITION	1	000111111	000111111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C40+G466-C15	G466-C40+G466-C15	INTERNAL+SUFFIX	AR+AIIN	AR+AIIN	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	44	44	NONE	NONE	NO	1	1	0	1	[STERNSTELLENNAME:yxk] · AUSGANG · WERT	YES	YES	YES	YES	YES	YES
G470-U046	G466-U046	orara	orarax	STAR_BEARING_RING_POSITION	5	111100	111100	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C10+G466-C40	G466-C10+G466-C40	PREFIX+INTERNAL	OR+AR	OR+AR	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	91	91	NONE	NONE	NO	0	0	0	2	EINHEIT · AUSGANG · [STERNSTELLENNAME:ax]	YES	YES	YES	YES	YES	YES
G470-U047	G466-U047	olay	olaxy	STAR_BEARING_RING_POSITION	3	11000	11000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C09	G466-C09	PREFIX	OL	OL	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	FORTSETZEN · [STERNSTELLENNAME:axy]	YES	YES	YES	YES	YES	YES
